Report_No,Reported_Date,Reported Time,From_Date,From Time,To_Date,To Time,Offense,IBRS,Description,Beat,Zip Code,Rep_Dist,Area,DVFlag,Invl_No,Involvement,Race,Sex,Age,Firearm Used Flag  ,Location 1,Neighborhood Census,Council Districts,County Boundary,Zip Codes
130075500,10/17/2013 12:00:00 AM,13:55,10/16/2013 12:00:00 AM,20:00,,,802,13B,Non Agg Assault Dome,242,64132,PJ5702,MPD,Y,1,VIC,B,F,27,N,"7600 PROSPECT AV
KANSAS CITY, MO 64132
(38.987093152000455, -94.55750967099965)",154,2,7,151
130000045,01/01/2013 12:00:00 AM,3:44,01/01/2013 12:00:00 AM,3:35,,,401,13A,Aggravated Assault (,315,64123,PJ0197,EPD,U,4,VIC,W,M,6,Y,"400 N HARDESTY AV
KANSAS CITY, MO 64123
(39.11618295700049, -94.51848545799965)",174,4,7,76
130000908,01/04/2013 12:00:00 AM,16:49,01/04/2013 12:00:00 AM,16:30,,,802,13B,Non Agg Assault Dome,423,64155,PC0214,NPD,Y,1,SUS,W,M,31,N,"200 NW 101 ST
KANSAS CITY, MO 64155
(39.276274859000466, -94.5823760619997)",104,5,4,82
130000451,01/02/2013 12:00:00 AM,18:58,01/02/2013 12:00:00 AM,18:50,,,401,13A,Aggravated Assault (,211,64130,PJ4089,MPD,U,1,SUS,B,M,40,N,"4200 E 50 TE
KANSAS CITY, MO 64130
(39.033983461000446, -94.53621351499964)",206,2,7,157
130000009,01/01/2013 12:00:00 AM,1:10,01/01/2013 12:00:00 AM,1:10,,,801,13B,Non Aggravated Assau,113,64126,PJ1177,CPD,U,1,ARR,B,M,30,N,"100 E 13 ST
KANSAS CITY, MO 64126
(39.098579058000496, -94.58204310599967)",5,4,7,75
130000996,01/05/2013 12:00:00 AM,1:35,01/05/2013 12:00:00 AM,1:30,,,801,13B,Non Aggravated Assau,111,64108,PJ0535,CPD,U,1,ARR,W,M,40,N,"W 5 ST/BROADWAY
KANSAS CITY, MO 64108
(39.08507054400047, -94.58157691099967)",97,4,7,92
130000125,01/01/2013 12:00:00 AM,13:31,01/01/2013 12:00:00 AM,13:30,,,802,13B,Non Agg Assault Dome,223,64134,PJ7062,SPD,Y,1,VIC,B,F,41,N,"8700 E 110 TE
KANSAS CITY, MO 64134
(38.923978158000466, -94.48928028599966)",200,1,7,143
130001113,01/05/2013 12:00:00 AM,14:48,01/05/2013 12:00:00 AM,14:48,,,831,13C,Intimidation,532,64134,PJ7111,SPD,U,1,SUS,B,M,35,N,"11100 BLUE RIDGE BL
KANSAS CITY, MO 64134
(38.9222204940005, -94.50946380999966)",34,1,7,143
130000146,01/01/2013 12:00:00 AM,14:21,01/01/2013 12:00:00 AM,13:00,,,401,13A,Aggravated Assault (,233,64131,PJ5992,MPD,N,1,SUS,B,M,29,N,"8200 FLORA AV
KANSAS CITY, MO 64131
(38.97913511100046, -94.57056843099969)",205,2,7,163
120093241,01/02/2013 12:00:00 AM,12:08,01/02/2013 12:00:00 AM,,,,1750,11D,Sex Off Fondle - mol,642,64155,PC0324,SCP,N,1,VIC,W,F,15,N,"8600 N HARRISON ST
KANSAS CITY, MO 64155
(39.25038011300046, -94.56768346199965)",30,6,4,82
130000095,01/01/2013 12:00:00 AM,9:41,12/31/2012 12:00:00 AM,11:59,01/01/2013 12:00:00 AM,0:30,401,13A,Aggravated Assault (,331,64128,PJ2253,EPD,N,4,VIC,B,F,7,Y,"3200 LOCKRIDGE ST
KANSAS CITY, MO 64128
(39.07577800900049, -94.54580978599967)",77,3,7,36
130000889,01/04/2013 12:00:00 AM,15:38,01/04/2013 12:00:00 AM,15:35,,,801,13B,Non Aggravated Assau,312,64120,PJ0021,EPD,U,1,VIC,,,,N,"1800 N CORRINGTON AV
KANSAS CITY, MO 64120
(39.13633213200046, -94.49609537899966)",53,4,7,144
130000221,01/02/2013 12:00:00 AM,0:42,01/01/2013 12:00:00 AM,21:20,,,801,13B,Non Aggravated Assau,341,64126,PJ1383,EPD,N,1,SUS,W,M,19,N,"1400 FREMONT AV
KANSAS CITY, MO 64126
(39.094632624000496, -94.50786604199965)",83,3,7,94
130000678,01/03/2013 12:00:00 AM,17:18,12/04/2012 12:00:00 AM,7:40,,,802,13B,Non Agg Assault Dome,341,64126,PJ1281,EPD,Y,1,VIC,W,F,30,N,"1200 WHITE AV
KANSAS CITY, MO 64126
(39.09745343300045, -94.51228547499966)",140,3,7,94
130033897,05/18/2013 12:00:00 AM,2:03,05/18/2013 12:00:00 AM,2:00,,,801,13B,Non Aggravated Assau,543,64134,PJ7299,SPD,U,3,SUS,B,M,26,N,"11800 FULLER AV
KANSAS CITY, MO 64134
(38.91020702800046, -94.51545573799967)",151,1,7,143
130000529,01/03/2013 12:00:00 AM,7:54,01/03/2013 12:00:00 AM,7:54,,,802,13B,Non Agg Assault Dome,134,64112,PJ3736,CPD,U,1,VIC,B,F,21,N,"4700 PENNSYLVANIA AV
KANSAS CITY, MO 64112
(39.04229291500047, -94.59350653199965)",103,4,7,44
130000052,01/01/2013 12:00:00 AM,4:08,01/01/2013 12:00:00 AM,4:07,,,802,13B,Non Agg Assault Dome,545,64134,PJ7042,SPD,Y,1,VIC,B,F,28,N,"8400 E 111 ST
KANSAS CITY, MO 64134
(38.92225721000045, -94.49436140399968)",200,1,7,143
130000672,01/03/2013 12:00:00 AM,17:32,01/03/2013 12:00:00 AM,17:32,,,801,13B,Non Aggravated Assau,142,64130,PJ3270,CPD,U,1,ARR,B,F,23,N,"4000 OLIVE ST
KANSAS CITY, MO 64130
(39.053582174000496, -94.55602531799968)",13,3,7,157
130008802,02/05/2013 12:00:00 AM,20:26,02/05/2013 12:00:00 AM,20:00,,,802,13B,Non Agg Assault Dome,111,64105,PJ1398,CPD,Y,1,ARR,W,F,32,N,"1600 BROADWAY
KANSAS CITY, MO 64105
(39.09508270000049, -94.58868541199968)",149,4,7,92
130001143,01/05/2013 12:00:00 AM,17:25,01/05/2013 12:00:00 AM,17:00,,,802,13B,Non Agg Assault Dome,634,64118,PC0922,SCP,U,3,VIC,W,F,29,N,"4900 N LAWN AV
KANSAS CITY, MO 64118
(39.18342034400047, -94.5234886349997)",31,6,4,135
130000338,01/02/2013 12:00:00 AM,11:58,01/02/2013 12:00:00 AM,11:47,,,403,13A,Agg Assault - Domest,321,64127,PJ1103,EPD,Y,1,VIC,B,F,37,N,"1100 ASKEW AV
KANSAS CITY, MO 64127
(39.099521868000465, -94.53987589399969)",215,3,7,95
130056280,08/07/2013 12:00:00 AM,23:29,08/07/2013 12:00:00 AM,22:00,08/07/2013 12:00:00 AM,22:01,801,13B,Non Aggravated Assau,234,64131,PJ6368,MPD,N,1,ARR,B,F,52,N,"9300 HARRISON ST
KANSAS CITY, MO 64131
(38.92553377200045, -94.57968718699965)",95,1,7,163
130000738,01/04/2013 12:00:00 AM,1:35,01/04/2013 12:00:00 AM,0:30,,,801,13B,Non Aggravated Assau,633,64118,PC0844,SCP,U,1,SUS,B,M,40,N,"N ANTIOCH RD/NE VIVION RD
KANSAS CITY, MO 64118
(39.214273628000456, -94.57336919499966)",,,4,154
130001160,01/05/2013 12:00:00 AM,17:58,01/05/2013 12:00:00 AM,17:58,,,210,11B,Forcible Sodomy,115,64108,PJ1880,CPD,U,1,VIC,W,F,5,N,"2400 GILLHAM RD
KANSAS CITY, MO 64108
(39.08396049400045, -94.57906599599966)",97,4,7,92
130000697,01/03/2013 12:00:00 AM,18:58,12/30/2012 12:00:00 AM,20:00,,,802,13B,Non Agg Assault Dome,134,64110,PJ3141,CPD,U,1,VIC,W,F,42,N,"100 E 40 ST
KANSAS CITY, MO 64110
(39.05416518800047, -94.58506066599966)",216,4,7,50
130000961,01/04/2013 12:00:00 AM,21:29,01/04/2013 12:00:00 AM,21:25,,,802,13B,Non Agg Assault Dome,644,64155,PC0142,SCP,Y,2,SUS,W,F,47,N,"10900 N BROOKLYN AVE
KANSAS CITY, MO 64155
(39.29107168800044, -94.55040529499968)",244,6,4,82
130054787,08/02/2013 12:00:00 AM,13:37,08/02/2013 12:00:00 AM,13:37,,,802,13B,Non Agg Assault Dome,334,64128,PJ3214,EPD,Y,1,VIC,B,F,25,N,"3900 NORTON AV
KANSAS CITY, MO 64128
(39.05477246000049, -94.5363587979997)",40,3,7,157
130000686,01/03/2013 12:00:00 AM,18:26,01/03/2013 12:00:00 AM,18:20,,,802,13B,Non Agg Assault Dome,532,64134,PJ6743,SPD,U,1,VIC,B,F,19,N,"5600 E 101 TE
KANSAS CITY, MO 64134
(38.94122789800048, -94.5255362479997)",108,2,7,149
130001123,01/05/2013 12:00:00 AM,16:09,01/05/2013 12:00:00 AM,16:00,,,401,13A,Aggravated Assault (,545,65145,PJ7446,SPD,N,1,VIC,B,M,38,Y,"HORRIDGE RD/E M 150 HW
KANSAS CITY, MO 65145
(39.10295319700049, -94.5830775179997)",5,4,7,75
130063849,09/04/2013 12:00:00 AM,12:53,09/04/2013 12:00:00 AM,12:40,,,401,13A,Aggravated Assault (,243,64132,PJ5471,MPD,N,2,VIC,B,F,83,Y,"3800 E 72 ST
KANSAS CITY, MO 64132
(38.9955982190005, -94.54278954099965)",131,2,7,151
130000824,01/04/2013 12:00:00 AM,10:04,02/28/2012 12:00:00 AM,22:00,02/29/2012 12:00:00 AM,2:30,201,11A,Rape,544,64134,PJ6680,SPD,Y,1,VIC,B,F,56,N,"9800 HEDGES AV
KANSAS CITY, MO 64134
(38.945044020000466, -94.45801122599966)",8,2,7,143
130007582,01/31/2013 12:00:00 AM,17:01,01/31/2013 12:00:00 AM,16:00,01/31/2013 12:00:00 AM,17:00,210,11B,Forcible Sodomy,132,64111,PJ2757,CPD,Y,1,SUS,B,M,40,N,"300 E ARMOUR BL
KANSAS CITY, MO 64111
(39.06369821600049, -94.58210956999966)",2,4,7,50
130000657,01/03/2013 12:00:00 AM,16:31,01/01/2013 12:00:00 AM,1:00,,,801,13B,Non Aggravated Assau,221,64106,PJ4255,MPD,N,1,VIC,W,M,21,N,"5300 HARRISON ST
KANSAS CITY, MO 64106
(39.03073254400044, -94.57481597599968)",235,4,7,165
130074302,10/13/2013 12:00:00 AM,2:34,10/13/2013 12:00:00 AM,2:30,,,801,13B,Non Aggravated Assau,212,64132,PJ5259,MPD,N,2,SUS,B,F,,N,"E 68 TE/JACKSON AV
KANSAS CITY, MO 64132
(38.986860385000455, -94.55216991399965)",93,2,7,151
130001002,01/05/2013 12:00:00 AM,2:45,01/05/2013 12:00:00 AM,2:40,,,801,13B,Non Aggravated Assau,134,64111,PJ3763,CPD,U,1,VIC,W,M,29,N,"4700 JEFFERSON ST
KANSAS CITY, MO 64111
(39.04231528800045, -94.59468537699968)",148,4,7,44
130000731,01/03/2013 12:00:00 AM,23:09,01/03/2013 12:00:00 AM,22:45,01/03/2013 12:00:00 AM,,801,13B,Non Aggravated Assau,243,64138,PJ6222,MPD,N,1,VIC,W,M,51,N,"8600 BRISTOL AV
KANSAS CITY, MO 64138
(38.96909231800049, -94.50657621999966)",179,2,7,98
130000210,01/01/2013 12:00:00 AM,22:43,01/01/2013 12:00:00 AM,22:04,,,802,13B,Non Agg Assault Dome,334,64130,PJ3626,EPD,Y,1,SUS,B,M,49,N,"4400 ELMWOOD AV
KANSAS CITY, MO 64130
(39.045492657000466, -94.53102598499964)",40,3,7,157
130000062,01/01/2013 12:00:00 AM,6:35,01/01/2013 12:00:00 AM,6:33,,,801,13B,Non Aggravated Assau,144,64130,PJ3427,CPD,N,1,SUS,B,M,37,N,"4200 BROOKLYN AV
KANSAS CITY, MO 64130
(39.04979324700048, -94.55855640199968)",13,3,7,157
130000734,01/04/2013 12:00:00 AM,0:49,01/04/2013 12:00:00 AM,0:40,,,802,13B,Non Agg Assault Dome,532,64132,PJ6720,SPD,Y,1,ARR,B,M,25,N,"10000 BENNINGTON AV
KANSAS CITY, MO 64132
(38.943645279000464, -94.51298979699965)",108,2,7,143
130000485,01/02/2013 12:00:00 AM,23:36,01/02/2013 12:00:00 AM,23:34,,,401,13A,Aggravated Assault (,545,64134,PJ6816,SPD,U,2,VIC,B,M,14,Y,"10400 PALMER AV
KANSAS CITY, MO 64134
(38.93550601600049, -94.50002524999968)",23,1,7,143
130000582,01/03/2013 12:00:00 AM,12:03,01/03/2013 12:00:00 AM,11:55,,,802,13B,Non Agg Assault Dome,412,64118,PC0602,NPD,Y,1,VIC,U,F,23,N,"6200 N PENNSYLVANIA DR
KANSAS CITY, MO 64118
(39.20665359500049, -94.5871850749997)",225,5,4,154
130063849,09/04/2013 12:00:00 AM,12:53,09/04/2013 12:00:00 AM,12:40,,,403,13A,Agg Assault - Domest,243,64132,PJ5471,MPD,N,2,VIC,B,F,83,Y,"3800 E 72 ST
KANSAS CITY, MO 64132
(38.9955982190005, -94.54278954099965)",131,2,7,151
130044787,06/27/2013 12:00:00 AM,14:19,06/27/2013 12:00:00 AM,14:19,,,802,13B,Non Agg Assault Dome,541,64134,PJ6376,SPD,U,1,SUS,B,M,32,N,"E 93 ST/HILLCREST RD
KANSAS CITY, MO 64134
(38.931213900000444, -94.5017765399997)",23,1,7,143
130001143,01/05/2013 12:00:00 AM,17:25,01/05/2013 12:00:00 AM,17:00,,,802,13B,Non Agg Assault Dome,634,64118,PC0922,SCP,U,2,SUS,W,F,35,N,"4900 N LAWN AV
KANSAS CITY, MO 64118
(39.18342034400047, -94.5234886349997)",31,6,4,135
130000740,01/04/2013 12:00:00 AM,2:40,01/04/2013 12:00:00 AM,2:30,,,802,13B,Non Agg Assault Dome,332,64128,PJ2731,EPD,Y,1,VIC,B,M,49,N,"3300 WABASH AV
KANSAS CITY, MO 64128
(39.06615231300049, -94.55421553999969)",26,3,7,19
130001041,01/05/2013 12:00:00 AM,10:26,01/05/2013 12:00:00 AM,10:20,,,401,13A,Aggravated Assault (,115,64110,PJ1938,CPD,N,1,VIC,B,F,22,N,"2300 HOLMES ST
KANSAS CITY, MO 64110
(39.085042461000455, -94.57582627699969)",11,4,7,92
130017116,03/14/2013 12:00:00 AM,15:32,01/16/2013 12:00:00 AM,0:01,03/14/2013 12:00:00 AM,15:05,831,13C,Intimidation,231,64131,PJ5347,MPD,U,3,VIC,W,F,22,N,"400 E GREGORY BL
KANSAS CITY, MO 64131
(38.999208299000486, -94.58416925799969)",114,1,7,163
130000175,01/01/2013 12:00:00 AM,17:36,01/01/2013 12:00:00 AM,17:00,01/01/2013 12:00:00 AM,17:05,401,13A,Aggravated Assault (,241,64132,PJ5067,MPD,U,2,SUS,U,U,,Y,"ASKEW AV/E MEYER BL
KANSAS CITY, MO 64132
(38.986860385000455, -94.55216991399965)",93,2,7,151
120075239,01/31/2013 12:00:00 AM,22:30,01/31/2013 12:00:00 AM,22:30,,,801,13B,Non Aggravated Assau,113,64106,PJ1363,CPD,U,1,VIC,W,M,2,N,"1500 HOLMES ST
KANSAS CITY, MO 64106
(39.095351561000484, -94.57532645599969)",11,4,7,92
130000120,01/01/2013 12:00:00 AM,12:44,01/01/2013 12:00:00 AM,12:30,,,802,13B,Non Agg Assault Dome,241,64116,PJ5255,MPD,Y,1,VIC,B,F,26,N,"6800 BELLEFONTAINE AV
KANSAS CITY, MO 64116
(39.00311524500046, -94.55081861499968)",72,2,7,151
130000338,01/02/2013 12:00:00 AM,11:58,01/02/2013 12:00:00 AM,11:47,,,403,13A,Agg Assault - Domest,321,64127,PJ1103,EPD,Y,1,SUS,B,M,38,N,"1100 ASKEW AV
KANSAS CITY, MO 64127
(39.099521868000465, -94.53987589399969)",215,3,7,95
130000022,01/01/2013 12:00:00 AM,2:18,01/01/2013 12:00:00 AM,1:40,,,801,13B,Non Aggravated Assau,113,64106,PJ1177,CPD,N,2,SUS,W,M,23,N,"1300 GRAND AV
KANSAS CITY, MO 64106
(39.09844578500048, -94.58102925899965)",5,4,7,75
130001010,01/05/2013 12:00:00 AM,5:25,01/05/2013 12:00:00 AM,5:25,,,802,13B,Non Agg Assault Dome,341,64127,PJ1569,EPD,Y,1,VIC,W,F,53,N,"1600 FREMONT AV
KANSAS CITY, MO 64127
(39.09186229000045, -94.50798566699967)",83,3,7,94
130000045,01/01/2013 12:00:00 AM,3:44,01/01/2013 12:00:00 AM,3:35,,,401,13A,Aggravated Assault (,315,64123,PJ0197,EPD,U,5,VIC,W,F,5,Y,"400 N HARDESTY AV
KANSAS CITY, MO 64123
(39.11618295700049, -94.51848545799965)",174,4,7,76
130001051,01/05/2013 12:00:00 AM,11:16,01/05/2013 12:00:00 AM,11:00,01/05/2013 12:00:00 AM,12:00,802,13B,Non Agg Assault Dome,531,64131,PJ6662,SPD,Y,2,VIC,B,M,51,N,"10100 WORNALL RD
KANSAS CITY, MO 64131
(38.94539496200048, -94.59647897799965)",210,1,7,162
130000303,01/02/2013 12:00:00 AM,11:01,01/01/2013 12:00:00 AM,19:00,,,831,13C,Intimidation,636,64119,PC0715,SCP,N,1,VIC,W,M,51,N,"7700 NE 55 ST
KANSAS CITY, MO 64119
(39.19402472200045, -94.49102847499967)",22,6,4,135
130001096,01/05/2013 12:00:00 AM,14:19,01/05/2013 12:00:00 AM,14:00,,,802,13B,Non Agg Assault Dome,121,64106,PJ0321,CPD,Y,1,VIC,W,F,31,N,"200 LYDIA AV
KANSAS CITY, MO 64106
(39.11365087100046, -94.5659284569997)",102,4,7,144
130000480,01/02/2013 12:00:00 AM,22:45,01/02/2013 12:00:00 AM,22:45,,,401,13A,Aggravated Assault (,242,64132,PJ5908,MPD,U,2,VIC,B,M,39,Y,"8000 OLIVE ST
KANSAS CITY, MO 64132
(38.98185196200046, -94.56032590899969)",205,2,7,151
130000485,01/02/2013 12:00:00 AM,23:36,01/02/2013 12:00:00 AM,23:34,,,401,13A,Aggravated Assault (,545,64134,PJ6816,SPD,U,1,VIC,B,F,37,Y,"10400 PALMER AV
KANSAS CITY, MO 64134
(38.93550601600049, -94.50002524999968)",23,1,7,143
130000122,01/01/2013 12:00:00 AM,13:09,01/01/2013 12:00:00 AM,13:00,,,802,13B,Non Agg Assault Dome,324,64127,PJ2046,EPD,Y,1,ARR,B,M,18,N,"2400 MERSINGTON AV
KANSAS CITY, MO 64127
(39.08213106500045, -94.53712430999968)",107,3,7,95
130000095,01/01/2013 12:00:00 AM,9:41,12/31/2012 12:00:00 AM,11:59,01/01/2013 12:00:00 AM,0:30,401,13A,Aggravated Assault (,331,64128,PJ2253,EPD,N,1,VIC,B,M,17,Y,"3200 LOCKRIDGE ST
KANSAS CITY, MO 64128
(39.07577800900049, -94.54580978599967)",77,3,7,36
130000008,01/01/2013 12:00:00 AM,0:36,01/01/2013 12:00:00 AM,0:36,,,802,13B,Non Agg Assault Dome,121,64124,PJ0444,CPD,Y,1,VIC,B,F,24,N,"400 PROSPECT AV
KANSAS CITY, MO 64124
(39.11024195800047, -94.55066586499964)",135,3,7,70
130003679,01/16/2013 12:00:00 AM,8:22,01/16/2013 12:00:00 AM,8:00,,,802,13B,Non Agg Assault Dome,144,64130,PJ3500,CPD,U,1,SUS,B,F,21,N,"4300 GARFIELD AV
KANSAS CITY, MO 64130
(39.04838241300047, -94.55982558599965)",13,3,7,157
130000616,01/03/2013 12:00:00 AM,14:32,01/01/2013 12:00:00 AM,20:30,,,403,13A,Agg Assault - Domest,411,64118,PC0724,NPD,N,1,SUS,W,M,50,N,"200 NE ENGLEWOOD RD
KANSAS CITY, MO 64118
(39.196176730000445, -94.58035189299966)",,,4,154
130000990,01/05/2013 12:00:00 AM,1:47,01/05/2013 12:00:00 AM,0:30,,,802,13B,Non Agg Assault Dome,113,64106,PJ1345,CPD,Y,1,VIC,W,F,20,N,"W 16 ST/MAIN ST
KANSAS CITY, MO 64106
(39.10425374300047, -94.57449889699967)",5,4,7,75
130000814,01/04/2013 12:00:00 AM,12:07,01/01/2012 12:00:00 AM,2:30,02/29/2012 12:00:00 AM,3:30,201,11A,Rape,544,64134,PJ6680,SPD,Y,1,VIC,B,F,56,N,"9800 HEDGES AV
KANSAS CITY, MO 64134
(38.945044020000466, -94.45801122599966)",8,2,7,143
130000235,01/02/2013 12:00:00 AM,3:56,01/02/2013 12:00:00 AM,3:50,,,802,13B,Non Agg Assault Dome,543,64134,PJ7255,SPD,U,1,SUS,B,M,44,N,"11500 HOLIDAY DR
KANSAS CITY, MO 64134
(38.914457359000494, -94.51457825299968)",151,1,7,143
130000138,01/01/2013 12:00:00 AM,14:13,01/01/2013 12:00:00 AM,14:10,,,802,13B,Non Agg Assault Dome,532,,PJ6711,SPD,Y,1,VIC,B,F,26,N,"6000 E 100 TE
KANSAS CITY, MO
(38.94302820100046, -94.51958932699966)",108,2,7,143
130020940,03/29/2013 12:00:00 AM,18:58,03/29/2013 12:00:00 AM,18:58,,,401,13A,Aggravated Assault (,144,64110,PJ3324,CPD,U,1,SUS,B,M,,Y,"E 42 ST/WAYNE AV
KANSAS CITY, MO 64110
(39.03595025700048, -94.5732171199997)",1,2,7,165
130000492,01/03/2013 12:00:00 AM,1:20,01/03/2013 12:00:00 AM,1:15,,,802,13B,Non Agg Assault Dome,343,64127,PJ2899,EPD,Y,1,VIC,B,F,27,N,"3500 JACKSON AV
KANSAS CITY, MO 64127
(39.06193107700045, -94.53484570699965)",133,3,7,36
130021408,03/31/2013 12:00:00 AM,18:05,03/31/2013 12:00:00 AM,18:05,,,802,13B,Non Agg Assault Dome,332,64130,PJ2801,EPD,Y,4,VIC,B,F,61,N,"2600 E 34 ST
KANSAS CITY, MO 64130
(39.064476235000484, -94.55298171399966)",67,3,7,36
130001113,01/05/2013 12:00:00 AM,14:48,01/05/2013 12:00:00 AM,14:48,,,831,13C,Intimidation,532,64134,PJ7111,SPD,U,1,VIC,B,M,26,N,"11100 BLUE RIDGE BL
KANSAS CITY, MO 64134
(38.9222204940005, -94.50946380999966)",34,1,7,143
130000738,01/04/2013 12:00:00 AM,1:35,01/04/2013 12:00:00 AM,0:30,,,801,13B,Non Aggravated Assau,633,64118,PC0844,SCP,U,1,VIC,W,F,43,N,"N ANTIOCH RD/NE VIVION RD
KANSAS CITY, MO 64118
(39.214273628000456, -94.57336919499966)",,,4,154
130000013,01/01/2013 12:00:00 AM,0:24,01/01/2013 12:00:00 AM,0:01,,,401,13A,Aggravated Assault (,642,64155,PC0149,SCP,U,4,VIC,B,M,14,Y,"10700 N KENWOOD AV
KANSAS CITY, MO 64155
(39.28782285200049, -94.57265442799968)",105,5,4,82
130001098,01/05/2013 12:00:00 AM,14:28,01/05/2013 12:00:00 AM,14:28,,,802,13B,Non Agg Assault Dome,124,64127,PJ2026,CPD,Y,2,SUS,B,M,23,N,"2100 E 24 TE
KANSAS CITY, MO 64127
(39.08205734000046, -94.55799031899966)",234,3,7,95
130000096,01/01/2013 12:00:00 AM,10:55,01/01/2013 12:00:00 AM,2:09,01/01/2013 12:00:00 AM,10:15,401,13A,Aggravated Assault (,211,64130,PJ4382,MPD,N,3,VIC,B,F,65,Y,"4200 E 53 ST
KANSAS CITY, MO 64130
(39.02950786500048, -94.53624923199965)",219,2,7,157
130000961,01/04/2013 12:00:00 AM,21:29,01/04/2013 12:00:00 AM,21:25,,,802,13B,Non Agg Assault Dome,644,64155,PC0142,SCP,Y,1,VIC,W,F,47,N,"10900 N BROOKLYN AVE
KANSAS CITY, MO 64155
(39.29107168800044, -94.55040529499968)",244,6,4,82
130000120,01/01/2013 12:00:00 AM,12:44,01/01/2013 12:00:00 AM,12:30,,,802,13B,Non Agg Assault Dome,241,64116,PJ5255,MPD,Y,1,SUS,B,M,28,N,"6800 BELLEFONTAINE AV
KANSAS CITY, MO 64116
(39.00311524500046, -94.55081861499968)",72,2,7,151
130000644,01/03/2013 12:00:00 AM,15:16,01/03/2013 12:00:00 AM,15:05,,,2661,100,Kidnapping/Abduction,331,64128,PJ2482,EPD,U,1,VIC,B,F,17,N,"3000 PROSPECT AV
KANSAS CITY, MO 64128
(39.071602965000466, -94.55276582299967)",26,3,7,36
120075586,01/25/2013 12:00:00 AM,14:13,,,,,2661,100,Kidnapping/Abduction,134,,PJ3682,CPD,U,1,VIC,B,F,4,N,"4600 HOLLY ST
KANSAS CITY, MO
(39.04414316600048, -94.60077462499964)",148,4,7,44
130000142,01/01/2013 12:00:00 AM,14:50,12/31/2012 12:00:00 AM,9:30,01/01/2013 12:00:00 AM,12:40,831,13C,Intimidation,345,64136,PJ4399,EPD,U,1,VIC,W,M,29,N,"5500 PHELPS RD
KANSAS CITY, MO 64136
(39.0204258120005, -94.39516710299966)",214,2,7,132
