"case_id","source","department","work_group","request_type","status","exceeded_est_timeframe","closed_date","zip_code","neighborhood","council_district","parcel_id_no","address_with_geocode","ycoordinate","xcoordinate"
"2012059457","WEB","Public Works","Public Works-Street and Traffic-District 2","Pothole (River south to 47th Street and East of Blue PKWY)","RESOL","N","2012-05-15T00:00:00.000","64136","Country Valley-Hawthorn Square","5","62701","POINT (-94.400672 39.031123)","39.031123","-94.400672"
"2012073118","PHONE","Public Works","Public Works-Street and Traffic-District 2","Street Maintenance General (South of River to 47th Street and East of Blue PKWY)","RESOL","N","2012-06-05T00:00:00.000","64108","Wendell Phillips","3","14004","POINT (-94.561929 39.080214)","39.080214","-94.561929"
"2012069987","PHONE","Public Works","Public Works-Street and Traffic-District 3","Ditch Cleaning (South of 27th Street)","RESOL","N","2012-05-31T00:00:00.000","64149","Longview","6","74060","POINT (-94.471945 38.890263)","38.890263","-94.471945"
"2012066524","WEB","Public Works","Public Works-Street and Traffic-District 1","Pothole (North of River)","RESOL","N","2012-05-22T00:00:00.000","64151","Hawthorne And Picture Hills","2","163976","POINT (-94.642208 39.212514)","39.212514","-94.642208"
"2012051969","WEB","Public Works","Public Works-Street and Traffic-District 3","Ditch Cleaning (South of 27th Street)","RESOL","N","2012-05-02T00:00:00.000","64114","Willow Creek","6","153678","POINT (-94.589165 38.946795)","38.946795","-94.589165"
"2012070818","PHONE","Public Works","Public Works-Street and Traffic-District 3","Pothole (South of 47th Street and West Of Blue PKWY)","RESOL","N","2012-05-31T00:00:00.000","64134","Hickman Mills South","6","70983","POINT (-94.491122 38.930552)","38.930552","-94.491122"
"2012069162","PHONE","Public Works","Public Works-Street and Traffic-District 2","Pothole (River south to 47th Street and East of Blue PKWY)","RESOL","N","2012-05-29T00:00:00.000","64111","Volker","4","131370","POINT (-94.596253 39.054931)","39.054931","-94.596253"
"2012065513","PHONE","Public Works","Public Works-Street and Traffic-District 1","Street Maintenance General (North of the River)","RESOL","N","2012-05-22T00:00:00.000","64155","New Mark","2","103897","POINT (-94.565656 39.274047)","39.274047","-94.565656"
"2012070944","PHONE","Public Works","Public Works-Street and Traffic-District 3","Ditch Cleaning (South of 27th Street)","RESOL","N","2012-05-31T00:00:00.000","64145","Woodbridge","6","242683","POINT (-94.589076 38.890319)","38.890319","-94.589076"
"2012060207","PHONE","Public Works","Public Works-Street and Traffic-District 2","Pothole (River south to 47th Street and East of Blue PKWY)","RESOL","N","2012-05-08T00:00:00.000","64112","South Plaza","4","221535","POINT (-94.59126 39.0371)","39.0371","-94.59126"
"2012072579","WEB","Public Works","Public Works-Street and Traffic-District 3","Street Maintenance General (South of 47th Street and West of Blue PKWY)","RESOL","N","2012-06-15T00:00:00.000","64114","Santa Fe Hills","6","149492","POINT (-94.594847 38.973703)","38.973703","-94.594847"
"2012068990","EMAIL","Public Works","Public Works-Street and Traffic-District 1","Street Maintenance General (North of the River)","RESOL","N","2012-06-01T00:00:00.000","64155","Meadowbrook Heights","2","100538","POINT (-94.579841 39.296683)","39.296683","-94.579841"
"2012059060","PHONE","Public Works","Public Works-Street and Traffic-District 2","Alley Cleaning (South of River to 47th Street and East of Blue PKWY)","RESOL","N","2012-05-10T00:00:00.000","64123","South Indian Mound","4","45407","POINT (-94.517475 39.107901)","39.107901","-94.517475"
"2012060881","WEB","Public Works","Public Works-Street and Traffic-District 1","Pothole (North of River)","RESOL","Y","2012-05-22T00:00:00.000","64117","Chouteau Estates","1","210590","POINT (-94.518087 39.161423)","39.161423","-94.518087"
"2012068649","PHONE","Public Works","Public Works-Street and Traffic-District 3","Ditch Cleaning (South of 27th Street)","RESOL","N","2012-05-25T00:00:00.000","64134","Hickman Mills South","6","58921","POINT (-94.504179 38.937118)","38.937118","-94.504179"
"2012058781","PHONE","Public Works","Public Works-Street and Traffic-District 1","Street Maintenance General (North of the River)","RESOL","N","2012-05-04T00:00:00.000","64119","Shoal Creek","1","89124","POINT (-94.507778 39.216936)","39.216936","-94.507778"
"2012060845","EMAIL","Public Works","Public Works-Street and Traffic-District 2","Alley Cleaning (South of River to 47th Street and East of Blue PKWY)","RESOL","N","2012-05-10T00:00:00.000","64124","Independence Plaza","3","10596","POINT (-94.550482 39.103775)","39.103775","-94.550482"
"2012058608","PHONE","Public Works","Public Works-Street and Traffic-District 3","Ditch Cleaning (South of 27th Street)","RESOL","N","2012-05-11T00:00:00.000","64129","Coachlight Square","5","51831","POINT (-94.490165 39.023532)","39.023532","-94.490165"
"2012054295","PHONE","Public Works","Public Works-Street and Traffic-District 3","Alley Cleaning (South of 47th Street and West of BLue PKWY)","RESOL","N","2012-05-07T00:00:00.000","64131","Linden Hills And Indian Height","5","153443","POINT (-94.581746 38.944764)","38.944764","-94.581746"
"2012066967","PHONE","Public Works","Public Works-Street and Traffic-District 3","Pothole (South of 47th Street and West Of Blue PKWY)","RESOL","N","2012-05-23T00:00:00.000","64132","Noble And Gregory Ridge","5","3427","POINT (-94.549112 38.997524)","38.997524","-94.549112"
"2012071163","PHONE","Public Works","Public Works-Street and Traffic-District 2","Street Maintenance General (South of River to 47th Street and East of Blue PKWY)","RESOL","N","2012-05-30T00:00:00.000","64109","Center City","3","125617","POINT (-94.568128 39.06704)","39.06704","-94.568128"
"2012061498","PHONE","Public Works","Public Works-Street and Traffic-District 2","Street Maintenance General (South of River to 47th Street and East of Blue PKWY)","RESOL","N","2012-06-05T00:00:00.000","64124","South Indian Mound","4","44487","POINT (-94.529719 39.108917)","39.108917","-94.529719"
"2012057859","PHONE","Public Works","Public Works-Street and Traffic-District 2","Alley Cleaning (South of River to 47th Street and East of Blue PKWY)","RESOL","N","2012-05-03T00:00:00.000","64111","Old Westport","4","132622","POINT (-94.590398 39.056296)","39.056296","-94.590398"
"2012064950","WEB","Public Works","Public Works-Street and Traffic-District 3","Pothole (South of 47th Street and West Of Blue PKWY)","RESOL","N","2012-05-21T00:00:00.000","64114","Ward Parkway","6","110754","POINT (-94.602883 38.998461)","38.998461","-94.602883"
"2012059066","PHONE","Public Works","Public Works-Street and Traffic-District 3","Pothole (South of 47th Street and West Of Blue PKWY)","RESOL","N","2012-05-07T00:00:00.000","64131","Legacy East","5","150786","POINT (-94.568767 38.967143)","38.967143","-94.568767"
"2012067515","PHONE","Public Works","Public Works-Street and Traffic-District 2","Street Maintenance General (South of River to 47th Street and East of Blue PKWY)","RESOL","N","2012-05-23T00:00:00.000","64109","Squier Park","3","134785","POINT (-94.57037 39.060192)","39.060192","-94.57037"
"2012063773","PHONE","Public Works","Public Works-Street and Traffic-District 2","Alley Cleaning (South of River to 47th Street and East of Blue PKWY)","RESOL","N","2012-05-15T00:00:00.000","64127","Washington Wheatley","3","16784","POINT (-94.544866 39.079822)","39.079822","-94.544866"
"2012063404","PHONE","Public Works","Public Works-Street and Traffic-District 2","Bridge Repair (All Districts)","RESOL","N","2012-05-17T00:00:00.000","64137",,,"0","POINT (-103.890579 35.797519)","35.797519","-103.890579"
"2012062482","PHONE","Public Works","Public Works-Street and Traffic-District 2","Alley Cleaning (South of River to 47th Street and East of Blue PKWY)","RESOL","N","2012-05-14T00:00:00.000","64124","Scarritt Point","4","42343","POINT (-94.534929 39.107745)","39.107745","-94.534929"
"2012062919","WEB","Public Works","Public Works-Street and Traffic-District 1","Pothole (North of River)","RESOL","N","2012-05-16T00:00:00.000","64157","Shoal Creek","1","243058","POINT (-94.46012 39.272104)","39.272104","-94.46012"
"2012057479","PHONE","Public Works","Public Works-Street and Traffic-District 3","Pothole (South of 47th Street and West Of Blue PKWY)","RESOL","N","2012-05-03T00:00:00.000","64130","Brown Estates","5","38141","POINT (-94.521487 39.024846)","39.024846","-94.521487"
"2012068299","PHONE","Public Works","Public Works-Street and Traffic-District 1","Ditch Cleaning (North from 27th Street )","RESOL","N","2012-05-24T00:00:00.000","64156","Shoal Creek","1","97440","POINT (-94.518395 39.266249)","39.266249","-94.518395"
"2012058599","PHONE","Public Works","Public Works-Street and Traffic-District 3","Ditch Cleaning (South of 27th Street)","RESOL","N","2012-05-08T00:00:00.000","64133","Sterling Gardens","3","49515","POINT (-94.447891 39.033988)","39.033988","-94.447891"
"2012067876","PHONE","Public Works","Public Works-Street and Traffic-District 1","Pothole (North of River)","RESOL","N","2012-05-24T00:00:00.000","64119","Ravenwood-Somerset","1","90197","POINT (-94.52038 39.202184)","39.202184","-94.52038"
"2012072605","PHONE","Public Works","Public Works-Street and Traffic-District 3","Ditch Cleaning (South of 27th Street)","RESOL","N","2012-06-06T00:00:00.000","64129","Coachlight Square","5","51831","POINT (-94.490165 39.023532)","39.023532","-94.490165"
"2012070650","PHONE","Public Works","Public Works-Street and Traffic-District 1","Street Maintenance General (North of the River)","RESOL","N","2012-06-06T00:00:00.000","64118","Clayton","2","96821","POINT (-94.595902 39.208257)","39.208257","-94.595902"
"2012058478","PHONE","Public Works","Public Works-Street and Traffic-District 3","Street Maintenance General (South of 47th Street and West of Blue PKWY)","RESOL","N","2012-05-04T00:00:00.000","64130","North Town Fork Creek","5","35722","POINT (-94.54423 39.027063)","39.027063","-94.54423"
"2012066215","PHONE","Public Works","Public Works-Street and Traffic-District 1","Street Maintenance General (North of the River)","RESOL","N","2012-05-22T00:00:00.000","64152","Royal Oaks North","2","170296","POINT (-94.668919 39.226265)","39.226265","-94.668919"
"2012069237","PHONE","Public Works","Public Works-Street and Traffic-District 3","Street Maintenance General (South of 47th Street and West of Blue PKWY)","RESOL","N","2012-06-07T00:00:00.000","64134","Fairlane","5","58724","POINT (-94.521903 38.938719)","38.938719","-94.521903"
"2012058769","WEB","Public Works","Public Works-Street and Traffic-District 2","Street Maintenance General (South of River to 47th Street and East of Blue PKWY)","RESOL","N","2012-05-10T00:00:00.000","64123","North Indian Mound","4","42867","POINT (-94.518784 39.115974)","39.115974","-94.518784"
"2012057469","PHONE","Public Works","Public Works-Street and Traffic-District 2","Alley Cleaning (South of River to 47th Street and East of Blue PKWY)","RESOL","N","2012-05-08T00:00:00.000","64125","Sheffield","4","5544","POINT (-94.509652 39.102188)","39.102188","-94.509652"
"2012072835","PHONE","Public Works","Public Works-Street and Traffic-District 2","Pothole (River south to 47th Street and East of Blue PKWY)","RESOL","N","2012-06-04T00:00:00.000","64124","South Indian Mound","4","44228","POINT (-94.530123 39.11052)","39.11052","-94.530123"
"2012058813","WEB","Public Works","Public Works-Street and Traffic-District 3","Pothole (South of 47th Street and West Of Blue PKWY)","RESOL","N","2012-05-07T00:00:00.000","64114","Western Hills","6","152440","POINT (-94.600585 38.961833)","38.961833","-94.600585"
"2012061979","PHONE","Public Works","Public Works-Street and Traffic-District 2","Street Maintenance General (South of River to 47th Street and East of Blue PKWY)","RESOL","N","2012-05-15T00:00:00.000","64109","Squier Park","3","134785","POINT (-94.57037 39.060192)","39.060192","-94.57037"
"2012073807","WEB","Public Works","Public Works-Street and Traffic-District 2","Pothole (River south to 47th Street and East of Blue PKWY)","RESOL","N","2012-06-07T00:00:00.000","64108","Westside South","4","128568","POINT (-94.591904 39.074934)","39.074934","-94.591904"
"2012061334","PHONE","Public Works","Public Works-Street and Traffic-District 3","Pothole (South of 47th Street and West Of Blue PKWY)","RESOL","N","2012-05-15T00:00:00.000","64134","Ruskin Heights","6","72910","POINT (-94.496544 38.920582)","38.920582","-94.496544"
"2012067508","PHONE","Public Works","Public Works-Street and Traffic-District 3","Ditch Cleaning (South of 27th Street)","RESOL","N","2012-05-25T00:00:00.000","64134","Kirkside","6","73435","POINT (-94.495218 38.911599)","38.911599","-94.495218"
"2012064342","PHONE","Public Works","Public Works-Street and Traffic-District 2","Bridge Repair (All Districts)","RESOL","N","2012-05-21T00:00:00.000","64126","Blue Valley Industrial","3","255856","POINT (-94.495509 39.095121)","39.095121","-94.495509"
"2012064434","PHONE","Public Works","Public Works-Street and Traffic-District 1","Ditch Cleaning (North from 27th Street )","RESOL","N","2012-05-24T00:00:00.000","64155","Nashua","2","100642","POINT (-94.574253 39.300595)","39.300595","-94.574253"
"2012071807","PHONE","Public Works","Public Works-Street and Traffic-District 1","Guard Rail Repair (North of River)","RESOL","N","2012-06-26T00:00:00.000","64161","Minneville","1","261796","POINT (-94.463186 39.171086)","39.171086","-94.463186"
"2012066820","PHONE","Public Works","Public Works-Street and Traffic-District 2","Street Maintenance General (South of River to 47th Street and East of Blue PKWY)","RESOL","N","2012-05-21T00:00:00.000","64128","Santa Fe","3","240486","POINT (-94.547332 39.071244)","39.071244","-94.547332"
"2012059949","PHONE","Public Works","Public Works-Street and Traffic-District 3","Pothole (South of 47th Street and West Of Blue PKWY)","RESOL","N","2012-05-09T00:00:00.000","64114","Lea Manor","6","152902","POINT (-94.596706 38.952215)","38.952215","-94.596706"
"2012074277","PHONE","Public Works","Public Works-Street and Traffic-District 3","Ditch Cleaning (South of 27th Street)","RESOL","N","2012-06-07T00:00:00.000","64146","Blue Ridge Farms","6","159817","POINT (-94.579582 38.882173)","38.882173","-94.579582"
"2012070680","PHONE","Public Works","Public Works-Street and Traffic-District 3","Pothole (South of 47th Street and West Of Blue PKWY)","RESOL","N","2012-06-01T00:00:00.000","64132","Noble And Gregory Ridge","5","3908","POINT (-94.540843 38.997085)","38.997085","-94.540843"
"2012060336","PHONE","Public Works","Public Works-Street and Traffic-District 2","Alley Cleaning (South of River to 47th Street and East of Blue PKWY)","RESOL","Y","2012-05-30T00:00:00.000","64127","Washington Wheatley","3","16658","POINT (-94.544972 39.077346)","39.077346","-94.544972"
"2012068941","PHONE","Public Works","Public Works-Street and Traffic-District 3","Street Maintenance General (South of 47th Street and West of Blue PKWY)","RESOL","N","2012-05-31T00:00:00.000","64155","Gashland","1","231400","POINT (-94.558142 39.249359)","39.249359","-94.558142"
"2012067332","PHONE","Public Works","Public Works-Street and Traffic-District 3","Pothole (South of 47th Street and West Of Blue PKWY)","RESOL","N","2012-05-25T00:00:00.000","64134","Crossgates","6","74804","POINT (-94.519215 38.911023)","38.911023","-94.519215"
"2012063267","PHONE","Public Works","Public Works-Street and Traffic-District 1","Ditch Cleaning (North from 27th Street )","RESOL","N","2012-05-16T00:00:00.000","64119","Ravenwood-Somerset","1","88973","POINT (-94.518633 39.212843)","39.212843","-94.518633"
"2012060767","PHONE","Public Works","Public Works-Street and Traffic-District 2","Alley Cleaning (South of River to 47th Street and East of Blue PKWY)","RESOL","N","2012-05-10T00:00:00.000","64124","Scarritt Point","4","42343","POINT (-94.534929 39.107745)","39.107745","-94.534929"
"2012065524","PHONE","Public Works","Public Works-Street and Traffic-District 3","Pothole (South of 47th Street and West Of Blue PKWY)","RESOL","N","2012-05-21T00:00:00.000","64130","Swope Parkway-Elmwood","5","35758","POINT (-94.540616 39.028484)","39.028484","-94.540616"
"2012058484","WEB","Public Works","Public Works-Street and Traffic-District 3","Pothole (South of 47th Street and West Of Blue PKWY)","RESOL","N","2012-05-07T00:00:00.000","64134","Ruskin Heights","6","59133","POINT (-94.505916 38.930169)","38.930169","-94.505916"
"2012065530","EMAIL","Public Works","Public Works-Street and Traffic-District 1","Pothole (North of River)","RESOL","Y","2012-06-19T00:00:00.000","64117","Winnetonka","1","75296","POINT (-94.494575 39.169051)","39.169051","-94.494575"
"2012063032","PHONE","Public Works","Public Works-Street and Traffic-District 3","Street Maintenance General (South of 47th Street and West of Blue PKWY)","RESOL","N","2012-05-15T00:00:00.000","64137","Hickman Mills","6","240670","POINT (-94.52367 38.924701)","38.924701","-94.52367"
"2012069406","PHONE","Public Works","Public Works-Street and Traffic-District 1","Pothole (North of River)","RESOL","N","2012-05-29T00:00:00.000","64151","Parkdale And Walden","2","166093","POINT (-94.640449 39.20442)","39.20442","-94.640449"
"2012064656","PHONE","Public Works","Public Works-Street and Traffic-District 2","Street Maintenance General (South of River to 47th Street and East of Blue PKWY)","RESOL","N","2012-05-21T00:00:00.000","64109","Squier Park","3","134785","POINT (-94.57037 39.060192)","39.060192","-94.57037"
"2012061771","PHONE","Public Works","Public Works-Street and Traffic-District 1","Street Maintenance General (North of the River)","RESOL","N","2012-05-21T00:00:00.000","64118","Jefferson Highlands","2","92484","POINT (-94.589581 39.241063)","39.241063","-94.589581"
"2012057660","PHONE","Public Works","Public Works-Street and Traffic-District 2","Street Maintenance General (South of River to 47th Street and East of Blue PKWY)","RESOL","N","2012-05-03T00:00:00.000","64127","Lykins","3","11465","POINT (-94.541976 39.096361)","39.096361","-94.541976"
"2012055284","WEB","Public Works","Public Works-Street and Traffic-District 1","Street Maintenance General (North of the River)","RESOL","N","2012-05-15T00:00:00.000","64119","Ravenwood-Somerset","1","88893","POINT (-94.524962 39.21239)","39.21239","-94.524962"
"2012071256","PHONE","Public Works","Public Works-Street and Traffic-District 1","Pothole (North of River)","RESOL","N","2012-06-04T00:00:00.000","64158","Shoal Creek","1","97671","POINT (-103.890579 35.797519)","35.797519","-103.890579"
"2012074106","PHONE","Public Works","Public Works-Street and Traffic-District 3","Street Maintenance General (South of 47th Street and West of Blue PKWY)","RESOL","N","2012-06-07T00:00:00.000","64134","Ruskin Hills","6","248959","POINT (-94.491611 38.928723)","38.928723","-94.491611"
"2012062809","PHONE","Public Works","Public Works-Street and Traffic-District 1","Ditch Cleaning (North from 27th Street )","RESOL","N","2012-05-15T00:00:00.000","64118","Jefferson Highlands","1","93380","POINT (-94.573561 39.242573)","39.242573","-94.573561"
"2012065383","PHONE","Public Works","Public Works-Street and Traffic-District 2","Street Maintenance General (South of River to 47th Street and East of Blue PKWY)","RESOL","N","2012-05-21T00:00:00.000","64130","Vineyard Northwest","3","32980","POINT (-94.533028 39.047254)","39.047254","-94.533028"
"2012055771","PHONE","Public Works","Public Works-Street and Traffic-District 2","Street Maintenance General (South of River to 47th Street and East of Blue PKWY)","RESOL","N","2012-05-03T00:00:00.000","64130","Swope Parkway-Elmwood","5","33482","POINT (-94.530179 39.033117)","39.033117","-94.530179"
"2012063313","PHONE","Public Works","Public Works-Street and Traffic-District 2","Alley Cleaning (South of River to 47th Street and East of Blue PKWY)","RESOL","N","2012-05-16T00:00:00.000","64108","Westside South","4","128644","POINT (-94.598547 39.076777)","39.076777","-94.598547"
"2012064262","PHONE","Public Works","Public Works-Street and Traffic-District 3","Pothole (South of 47th Street and West Of Blue PKWY)","RESOL","N","2012-05-21T00:00:00.000","64134","Ruskin Heights","6","72534","POINT (-94.502703 38.915564)","38.915564","-94.502703"
"2012055161","PHONE","Public Works","Public Works-Street and Traffic-District 1","Pothole (North of River)","RESOL","N","2012-05-03T00:00:00.000","64156","Shoal Creek","1","98624","POINT (-94.540878 39.307933)","39.307933","-94.540878"
"2012063734","PHONE","Public Works","Public Works-Street and Traffic-District 2","Street Maintenance General (South of River to 47th Street and East of Blue PKWY)","RESOL","N","2012-05-16T00:00:00.000","64128","Oak Park Northwest","3","28401","POINT (-94.54722 39.062151)","39.062151","-94.54722"
"2012056240","WEB","Public Works","Public Works-Street and Traffic-District 3","Pothole (South of 47th Street and West Of Blue PKWY)","RESOL","N","2012-05-04T00:00:00.000","64131","Holmes Park","6","238566","POINT (-94.576534 39.000251)","39.000251","-94.576534"
"2012056742","PHONE","Public Works","Public Works-Street and Traffic-District 2","Street Maintenance General (South of River to 47th Street and East of Blue PKWY)","RESOL","N","2012-05-03T00:00:00.000","64109","Squier Park","3","134785","POINT (-94.57037 39.060192)","39.060192","-94.57037"
"2012074124","PHONE","Public Works","Public Works-Street and Traffic-District 3","Pothole (South of 47th Street and West Of Blue PKWY)","RESOL","N","2012-06-07T00:00:00.000","64137","Oakwood","5","255618","POINT (-94.540292 38.943347)","38.943347","-94.540292"
"2012066582","PHONE","Public Works","Public Works-Street and Traffic-District 2","Street Maintenance General (South of River to 47th Street and East of Blue PKWY)","RESOL","N","2012-05-22T00:00:00.000","64130","Swope Parkway-Elmwood","5","453","POINT (-94.537318 39.013202)","39.013202","-94.537318"
"2012058546","PHONE","Public Works","Public Works-Street and Traffic-District 2","Street Maintenance General (South of River to 47th Street and East of Blue PKWY)","RESOL","N","2012-05-04T00:00:00.000","64130","Ivanhoe Southeast","3","136403","POINT (-94.557961 39.053923)","39.053923","-94.557961"
"2012057865","PHONE","Public Works","Public Works-Street and Traffic-District 2","Street Maintenance General (South of River to 47th Street and East of Blue PKWY)","RESOL","N","2012-05-07T00:00:00.000","64111","Old Westport","4","131144","POINT (-94.591191 39.056502)","39.056502","-94.591191"
"2012065374","WEB","Public Works","Public Works-Street and Traffic-District 1","Pothole (North of River)","RESOL","N","2012-05-21T00:00:00.000","64117","Hill Haven","1","75313","POINT (-94.495256 39.167881)","39.167881","-94.495256"
"2012064473","WEB","Public Works","Public Works-Street and Traffic-District 2","Pothole (River south to 47th Street and East of Blue PKWY)","RESOL","N","2012-05-21T00:00:00.000","64136","Country Valley-Hawthorn Square","5","227955","POINT (-94.39231 39.032566)","39.032566","-94.39231"
"2012058345","PHONE","Public Works","Public Works-Street and Traffic-District 1","Street Maintenance General (North of the River)","RESOL","N","2012-05-10T00:00:00.000","64118","Davidson","1","87153","POINT (-94.559653 39.190539)","39.190539","-94.559653"
"2012064735","WEB","Public Works","Public Works-Street and Traffic-District 3","Pothole (South of 47th Street and West Of Blue PKWY)","RESOL","N","2012-05-21T00:00:00.000","64133","Little Blue","5","64455","POINT (-94.431267 39.008108)","39.008108","-94.431267"
"2012063139","WEB","Public Works","Public Works-Street and Traffic-District 2","Bridge Repair (All Districts)","RESOL","N","2012-05-21T00:00:00.000","64129","Lewis Heights","5","52052","POINT (-94.48598 39.016995)","39.016995","-94.48598"
"2012059251","PHONE","Public Works","Public Works-Street and Traffic-District 3","Street Maintenance General (South of 47th Street and West of Blue PKWY)","RESOL","N","2012-05-08T00:00:00.000","64129","Western Blue Township","3","47420","POINT (-103.890579 35.797519)","35.797519","-103.890579"
"2012052323","PHONE","Public Works","Public Works-Street and Traffic-District 2","Alley Cleaning (South of River to 47th Street and East of Blue PKWY)","RESOL","N","2012-05-01T00:00:00.000","64108","Beacon Hills","3","13767","POINT (-94.567225 39.081627)","39.081627","-94.567225"
"2012056334","PHONE","Public Works","Public Works-Street and Traffic-District 1","Ditch Cleaning (North from 27th Street )","RESOL","N","2012-05-01T00:00:00.000","64117","Cooley Highlands S","1","78399","POINT (-94.543976 39.161116)","39.161116","-94.543976"
