"kivapin","countyparcelnumber","approximate","address","zipcode","notes","owner","sqft","mowablesqft","_2013maintainedby","neighborhood","addr","fraction","direction","street","street_type"
"33054","JA31520080600000000","0","4425 Spruce Ave
Kansas City, MO 64130-
(39.04492887700047, -94.53445485099968)","64130-",,"Land Bank","9215.8510000000006",,"100 Men of Blue Hills","Vineyard Neighborhood Association","4425",,,"Spruce","Ave"
"10996","JA28320171000000000","0","3211 E 9th St
Kansas City, MO 64127-
(39.102183236000485, -94.54360086199966)","64127-",,"Land Bank","4549.866",,"Twelfth Street Heritage Development Corporation","Lykins Neighborhood Association","3211",,"E","9th","St"
"28813","JA31320171500000000","0","3632 Montgall Ave
Kansas City, MO 64128-
(39.05944263200047, -94.55225534299967)","64128-",,"Land Bank","4737.8",,"Twelfth Street Heritage Development Corporation","Oak Park Neighborhood Association","3632",,,"Montgall","Ave"
"22444","JA28820100500000000","0","2713 Jackson Ave
Kansas City, MO 64128-
(39.0759485640005, -94.53408531499969)","64128-",,"Land Bank","2851.8879999999999",,"100 Men of Blue Hills","East 23rd St. PAC Neighborhood Association","2713",,,"Jackson","Ave"
"354","JA46220104000000000","0","4550 E 60th Ter
Kansas City, MO 64130-
(39.01666463300046, -94.53320128899969)","64130-",,"Land Bank","5919.3469999999998",,"100 Men of Blue Hills","Swope Parkway/Elmwood Neighborhood Association","4550",,"E","60th","Ter"
"19033","JA28530031900000000","0","2322 Chelsea Ave
Kansas City, MO 64127-
(39.08261205200046, -94.52665551399969)","64127-",,"Land Bank","3623.5259999999998",,"100 Men of Blue Hills","East 23rd St. PAC Neighborhood Association","2322",,,"Chelsea","Ave"
"29035","JA31320332000000000","0","3836 Montgall Ave
Kansas City, MO 64128-
(39.055862162000494, -94.5524353729997)","64128-",,"Land Bank","3863.7719999999999",,"Twelfth Street Heritage Development Corporation","Oak Park Neighborhood Association","3836",,,"Montgall","Ave"
"31315","JA31220165300000000","0","4650 E 37th Ter
Kansas City, MO 64128-
(39.05659531200047, -94.5286654579997)","64128-",,"Land Bank","4824.3779999999997",,"Twelfth Street Heritage Development Corporation","Seven Oaks Neighborhood Association","4650",,"E","37th","Ter"
"16089","JA28430171000000000","0","3304 Moulton Ave
Kansas City, MO 64127-
(39.081098377000444, -94.54414924299965)","64127-",,"Land Bank","3032.797",,"Washington Wheatly Neighborhood Association","Washington Wheatly Neighborhood Association","3304",,,"Moulton","Ave"
"22152","JA28820030900000000","0","2738 Raytown Rd
Kansas City, MO 64128-
(39.07485535300049, -94.52646008699969)","64128-",,"Land Bank","4400.91",,"100 Men of Blue Hills","East 23rd St. PAC Neighborhood Association","2738",,,"Raytown","Rd"
"34677","JA31420112100000000","0","4440 South Benton Ave
Kansas City, MO 64130-
(39.04504258100047, -94.5507061349997)","64130-",,"Land Bank","6378.7290000000003",,"Twelfth Street Heritage Development Corporation","Oak Park Neighborhood Association","4440",,,"South Benton","Ave"
"136817","JA30140221000000000","0","4123 Euclid Ave
Kansas City, MO 64130-
(39.0512287520005, -94.5607451899997)","64130-","Sold/transferred to Homesteading Authority by July 2013.","Urban Homesteading","3483.799",,"Ivanhoe Neighborhood Council (GIZ grant)","Ivanhoe Neighborhood Council","4123",,,"Euclid","Ave"
"30181","JA31330293900000000","0","4208 College Ave
Kansas City, MO 64130-
(39.04933251200049, -94.54585597799968)","64130-",,"Land Bank","4596.8029999999999",,"Palestine Neighborhood Development Corporation","Palestine Neighborhood Development Corporation","4208",,,"College","Ave"
"125281","JA29540141900000000","0","2449 Harrison St
Kansas City, MO 64108-
(39.0819381230005, -94.57198523799968)","64108-","Mostly trees","City-Owned","4584.96","2000",,"Longfellow Renaissance Association","2449",,,"Harrison","St"
"25815","JA28940092300000000","0","3220 Myrtle Ave
Kansas City, MO 64128-
(39.066772943000444, -94.53701554499969)","64128-",,"Land Bank","3988.5189999999998",,"Palestine Neighborhood Development Corporation","Palestine Neighborhood Development Corporation","3220",,,"Myrtle","Ave"
"252124","JA29210370201000000","0","1009 Cherry St
Kansas City, MO 64106-
(39.10177935200045, -94.57609513799969)","64106-",,"City-Owned","25715.72",,,,"1009",,,"Cherry","St"
"18500","JA28520122100000000","0","1826 Elmwood Ave
Kansas City, MO 64127-
(39.08904339600048, -94.5291759379997)","64127-",,"Land Bank","6558.0940000000001",,"100 Men of Blue Hills","East 23rd St. PAC Neighborhood Association","1826",,,"Elmwood","Ave"
"117365","JA47740191100000000","0","2010 E 81st Ter
Kansas City, MO 64132-
(38.979147954000496, -94.56401889799969)","64132-",,"Land Bank","13299.137000000001",,"Marlborough Community Coalition","Marlborough Community Coalition","2010",,"E","81st","Ter"
"33947","JA31410061000000000","0","4327 Askew Ave
Kansas City, MO 64130-
(39.04677892500047, -94.54244487799969)","64130-",,"Land Bank","5583.7460000000001",,"Twelfth Street Heritage Development Corporation","Oak Park Neighborhood Association","4327",,,"Askew","Ave"
"145568","JA30710070900000000","0","5125 Michigan Ave
Kansas City, MO 64130-
(39.03317835100046, -94.56289489399967)","64130-","Barbara Riley next door, 921-2090, says the trees and bushes are growing onto her side of the property. Sold/transferred to Homesteading Authority by July 2013.","Urban Homesteading","5831.69",,"Blue Hills Neighborhood Association","Blue Hills Neighborhood Association","5125",,,"Michigan","Ave"
"23499","JA28840190900000000","0","3441 Drury Ave
Kansas City, MO 64128-
(39.06221888800047, -94.51987476999966)","64128-",,"Land Bank","3960.0479999999998",,,"Dunbar Neighborhood Association","3441",,,"Drury","Ave"
"136553","JA30140082000000000","0","1810 E 40th St
Kansas City, MO 64130-
(39.053948156000445, -94.56242705199969)","64130-","Sold/transferred to Homesteading Authority by July 2013.","Urban Homesteading","4405.6620000000003",,"Ivanhoe Neighborhood Council","Ivanhoe Neighborhood Council","1810",,"E","40th","St"
"26935","JA29710260700000000","0","3011 Wabash Ave
Kansas City, MO 64128-
(39.071259486000486, -94.55390522499965)","64128-",,"Land Bank","5320.2640000000001",,"Key Coalition Neighborhood Association","Key Coalition Neighborhood Association","3011",,,"Wabash","Ave"
"19385","JA28530103800000000","0","2406 Spruce Ave
Kansas City, MO 64127-
(39.081952336000484, -94.5327954929997)","64127-",,"Land Bank","4029.797",,"100 Men of Blue Hills","East 23rd St. PAC Neighborhood Association","2406",,,"Spruce","Ave"
"4971","JA46930220100000000","0","8100 Chestnut Ave
Kansas City, MO 64132-
(38.97959329300045, -94.55553615699966)","64132-","Make sure Public Works picks up the brush and limbs.","Land Bank","12281.884",,"Marlborough East Neighborhood Association","Marlborough East Neighborhood Association","8100",,,"Chestnut","Ave"
"136220","JA30130172400000000","0","4128 Woodland Ave
Kansas City, MO 64110-
(39.051122155000485, -94.56314598899968)","64110-","Sold/transferred to Homesteading Authority by July 2013.","Urban Homesteading","4450.2139999999999",,"Ivanhoe Neighborhood Council (GIZ grant)","Ivanhoe Neighborhood Council","4128",,,"Woodland","Ave"
"16265","JA28430241400000000","0","2452 Chestnut Ave
Kansas City, MO 64127-
(39.081002439000486, -94.54999548999967)","64127-",,"Land Bank","4313.5529999999999",,"Washington Wheatly Neighborhood Association","Washington Wheatly Neighborhood Association","2452",,,"Chestnut","Ave"
"22194","JA28820010900000000","0","2730 Brighton Ave
Kansas City, MO 64128-
(39.0750827600005, -94.52505537699966)","64128-",,"Land Bank","9497.5110000000004",,"100 Men of Blue Hills","East 23rd St. PAC Neighborhood Association","2730",,,"Brighton","Ave"
"135409","JA30130161900000000","0","4032 Woodland Ave
Kansas City, MO 64110-
(39.05255292200047, -94.56306544899968)","64110-","Sold/transferred to Homesteading Authority by July 2013.","Urban Homesteading","5843.7240000000002",,"Ivanhoe Neighborhood Council (GIZ grant)","Ivanhoe Neighborhood Council","4032",,,"Woodland","Ave"
"48021","JA32210102100000000","0","3808 Windsor Ave
Kansas City, MO 64133-
(39.05401063800048, -94.46959882399966)","64133-",,"Land Bank","4332.4949999999999",,,,"3808",,,"Windsor","Ave"
"28802","JA31320170100000000","0","3600 Montgall Ave
Kansas City, MO 64128-
(39.06050267900048, -94.55219612299965)","64128-",,"Land Bank","5569.1570000000002",,"Twelfth Street Heritage Development Corporation","Oak Park Neighborhood Association","3600",,,"Montgall","Ave"
"147265","JA30730251700000000","0","5825 Troost
Kansas City, MO 64110-
(39.02127037100047, -94.57409613299967)","64110-","This parcel extends from Troost to Forest and appears to be paved everywhere except the Forest side; view and evaluate what will actually need cleaned.","City-Owned","59086.5","20000",,"49/63 Coalition","5825",,,"Troost","Ave"
"23125","JA28830201900000000","0","3326 Cypress Ave
Kansas City, MO 64128-
(39.064581785000485, -94.53124628599966)","64128-",,"Land Bank","5537.7879999999996",,"Twelfth Street Heritage Development Corporation","Seven Oaks Neighborhood Association","3326",,,"Cypress","Ave"
"21141","JA28620040300000000","0","1703 Bellaire Ave
Kansas City, MO 64126-
(39.09004185300046, -94.51375492599965)","64126-",,"Land Bank","4130.0450000000001",,"100 Men of Blue Hills","Blue Valley Neighborhood Association","1703",,,"Bellaire","Ave"
"14439","JA29640213700000000","0","2508 Michigan Ave
Kansas City, MO 64127-
(39.08054288800048, -94.5604763289997)","64127-",,"Land Bank","4249.9709999999995",,"Washington Wheatly Neighborhood Association","Washington Wheatly Neighborhood Association","2508",,,"Michigan","Ave"
"135121","JA30120151600000000","0","3737 Highland Ave
Kansas City, MO 64109-
(39.057928957000456, -94.56379504499967)","64109-","Sold/transferred to Homesteading Authority by July 2013.","Urban Homesteading","4679.9470000000001",,"Ivanhoe Neighborhood Council (GIZ grant)","Ivanhoe Neighborhood Council","3737",,,"Highland","Ave"
"20206","JA28540080500000000","0","2311 Brighton Ave
Kansas City, MO 64127-
(39.08301830400046, -94.5244856759997)","64127-",,"Land Bank","4911.424",,"100 Men of Blue Hills","East 23rd St. PAC Neighborhood Association","2311",,,"Brighton","Ave"
"51030","JA32910023600000000","0","5116 Byrams Ford Rd
Kansas City, MO 64129-
(39.02988569100046, -94.48404993299965)","64129-","New as of July 2013. Cut every two weeks.","Urban Homesteading","13883.48",,,"Eastwood Hills Community Association","5116",,,"Byrams Ford","Rd"
"255492","CL1052000030140001","0","8616 NE 112th Ter
Kansas City, MO 64157-
(39.297057709000455, -94.47566542099969)","64157-","This is a mostly wooded lot. Trim rights-of-way on Stark and 112th Terr only.","City-Owned","1888362.2509999999","4000","Northland Neighborhoods Inc",,"8616",,"NE","112th","Ter"
"18592","JA28520300100000000","0","4417 E 20th St
Kansas City, MO 64127-
(39.08721348300048, -94.53058183199965)","64127-",,"Land Bank","3879.779",,"100 Men of Blue Hills","East 23rd St. PAC Neighborhood Association","4417",,"E","20th","St"
"15339","JA28420241000000000","0","3311 E 19th Ter
Kansas City, MO 64127-
(39.08877335000045, -94.54386143299968)","64127-",,"Land Bank","3204.9180000000001",,"Washington Wheatly Neighborhood Association","Washington Wheatly Neighborhood Association","3311",,"E","19th","Ter"
"16640","JA28430381800000000","0","2643 Agnes Ave
Kansas City, MO 64127-
(39.07721825100049, -94.5477652459997)","64127-",,"Land Bank","3450.1559999999999",,"Washington Wheatly Neighborhood Association","Washington Wheatly Neighborhood Association","2643",,,"Agnes","Ave"
"28359","JA31320132600000000","0","3012 E 37th St
Kansas City, MO 64128-
(39.05887766900048, -94.54797962399965)","64128-",,"Land Bank","3449.6729999999998",,"Twelfth Street Heritage Development Corporation","Oak Park Neighborhood Association","3012",,"E","37th","St"
"116913","JA47740102500000000","0","8041 Brooklyn Ave
Kansas City, MO 64132-
(38.98046857100047, -94.56234532799965)","64132-",,"Land Bank","6559.732",,"Marlborough Community Coalition","Marlborough Community Coalition","8041",,,"Brooklyn","Ave"
"23498","JA28840191000000000","0","3443 Drury Ave
Kansas City, MO 64128-
(39.06211939700046, -94.51988542899966)","64128-",,"Land Bank","3962.1669999999999",,,"Dunbar Neighborhood Association","3443",,,"Drury","Ave"
"145578","JA30710071900000000","0","5130 Euclid Ave
Kansas City, MO 64130-
(39.03291304200047, -94.5618158959997)","64130-","Sold/transferred to Homesteading Authority by July 2013.","Urban Homesteading","5437.8190000000004",,"Blue Hills Neighborhood Association","Blue Hills Neighborhood Association","5130",,,"Euclid","Ave"
"136514","JA30140162300000000","0","4020 Prospect Ave
Kansas City, MO 64130-
(39.052832442000465, -94.55373585499967)","64130-","Sold/transferred to Homesteading Authority by July 2013.","Urban Homesteading","4427.9480000000003",,"Ivanhoe Neighborhood Council","Ivanhoe Neighborhood Council","4020",,,"Prospect","Ave"
"26400","JA28940153300000000","0","3304 Mersington Ave
Kansas City, MO 64128-
(39.065462986000455, -94.53816560699966)","64128-",,"Land Bank","4310.2669999999998",,"Palestine Neighborhood Development Corporation","Palestine Neighborhood Development Corporation","3304",,,"Mersington","Ave"
"138025","JA30620231900000000","0","4632 Tracy Ave
Kansas City, MO 64110-
(39.04230304100048, -94.57059592399969)","64110-","Sold/transferred to Homesteading Authority by July 2013.","Urban Homesteading","6986.4920000000002",,,"Manheim Park Neighborhood Association","4632",,,"Tracy","Ave"
"21336","JA28720110402000000","0","6411 E US 40 HWY
Kansas City, MO 64129-
(39.069327330000476, -94.5091547079997)","64129-",,"City-Owned","80552","20000","100 Men of Blue Hills",,"6411",,"E","US 40","Hwy"
"126550","JA29740200200000000","0","2217 E 33rd St
Kansas City, MO 64109-
(39.06634300200045, -94.55694205099968)","64109-",,"Land Bank","3381.18",,"Key Coalition Neighborhood Association","Key Coalition Neighborhood Association","2217",,"E","33rd","St"
"26477","JA29710021800000000","0","2745 Olive St
Kansas City, MO 64109-
(39.07551862300045, -94.55483498699965)","64109-",,"Land Bank","6624.7240000000002",,"Key Coalition Neighborhood Association","Key Coalition Neighborhood Association","2745",,,"Olive","St"
"147642","JA30740012200000000","0","5541 Wabash Ave
Kansas City, MO 64130-
(39.02517884800045, -94.55638537899966)","64130-",,"Land Bank","3057.2",,"Blue Hills Neighborhood Association","Blue Hills Neighborhood Association","5541",,,"Wabash","Ave"
"25165","JA28930142100000000","0","2812 E 33rd St
Kansas City, MO 64128-
(39.066158235000444, -94.54982967199965)","64128-",,"Land Bank","3488.2869999999998",,"Twelfth Street Heritage Development Corporation","Oak Park Neighborhood Association","2812",,"E","33rd","St"
"15535","JA28420212300000000","0","2030 Montgall Ave
Kansas City, MO 64127-
(39.08687237300046, -94.55089564099967)","64127-",,"Land Bank","10080.569",,"Washington Wheatly Neighborhood Association","Washington Wheatly Neighborhood Association","2030",,,"Montgall","Ave"
"18489","JA28520241600000000","0","4516 E 20th St
Kansas City, MO 64127-
(39.087238356000455, -94.52941045099965)","64127-",,"Land Bank","3443.9850000000001",,"100 Men of Blue Hills","East 23rd St. PAC Neighborhood Association","4516",,"E","20th","St"
"220559","CL1391900050110001","0","4820 NE DAVIDSON
Kansas City, MO 64118-
(39.1818420030005, -94.56531101499968)","64118-",,"City-Owned","14565.53",,"Northland Neighborhoods Inc","Little Village Homes Association","4820",,"NE","Davidson","Rd"
"31119","JA31220280800000000","0","3629 Jackson Ave
Kansas City, MO 64128-
(39.05901861300049, -94.53489545199966)","64128-",,"Land Bank","8359.6630000000005",,"Twelfth Street Heritage Development Corporation","Seven Oaks Neighborhood Association","3629",,,"Jackson","Ave"
"121926",,"-1","Approx. 84th Street between Park and brooklyn
Kansas City, MO 64132-
(38.986860385000455, -94.55216991399965)","64132-","Added to list in April 2013 based on PeopleSoft case #2013046076. KIVAPIN is closest, paper street.","City-Owned","10000",,"Marlborough Community Coalition","Marlborough Community Coalition","8400",,,"Park","Ave"
"16836","JA28430311100000000","0","2531 Bellefontaine Ave
Kansas City, MO 64127-
(39.07928859900045, -94.54644581299965)","64127-",,"Land Bank","4048.2939999999999",,"Washington Wheatly Neighborhood Association","Washington Wheatly Neighborhood Association","2531",,,"Bellefontaine","Ave"
"17666","JA28440290300000000","0","2601 Myrtle Ave
Kansas City, MO 64127-
(39.07825934700048, -94.53625515399966)","64127-",,"Land Bank","5350.8760000000002",,"100 Men of Blue Hills","East 23rd St. PAC Neighborhood Association","2601",,,"Myrtle","Ave"
"28116","JA31310221800000000","0","3742 Askew Ave
Kansas City, MO 64128-
(39.05714250900047, -94.54199598699967)","64128-",,"Land Bank","5781.2780000000002",,"Palestine Neighborhood Development Corporation","Palestine Neighborhood Development Corporation","3742",,,"Askew","Ave"
"134267","JA30110172700000000","0","2526 E 38th St
Kansas City, MO 64128-
(39.057337937000455, -94.55366952799966)","64128-","Sold/transferred to Homesteading Authority by July 2013.","Urban Homesteading","3137.7150000000001",,"Ivanhoe Neighborhood Council","Ivanhoe Neighborhood Council","2526",,"E","38th","St"
"14820","JA29640312300000000","0","2634 Park Ave
Kansas City, MO 64127-
(39.07776189500049, -94.55594596299966)","64127-","Bought from Land Trust by the City for the new East Patrol station.","City-Owned","4259.5940000000001",,"Washington Wheatly Neighborhood Association","Washington Wheatly Neighborhood Association","2634",,,"Park","Ave"
"228","JA46220121900000000","0","6009 Jackson Ave
Kansas City, MO 64130-
(39.01657345500047, -94.53725674799966)","64130-",,"Land Bank","10073.032999999999",,"100 Men of Blue Hills","Swope Parkway/Elmwood Neighborhood Association","6009",,,"Jackson","Ave"
"33747","JA31410022500000000","0","4335 Myrtle Ave
Kansas City, MO 64130-
(39.046308714000475, -94.53788490199969)","64130-",,"Land Bank","5546.0219999999999",,"Twelfth Street Heritage Development Corporation","Oak Park Neighborhood Association","4335",,,"Myrtle","Ave"
"21833","JA28810181900000000","0","5212 E 29th St
Kansas City, MO 64128-
(39.07254812400049, -94.52247928599968)","64128-",,"Land Bank","4014.3939999999998",,"100 Men of Blue Hills","East 23rd St. PAC Neighborhood Association","5212",,"E","29th","St"
"30952","JA31210110802000000","0","3625 Drury Ave
Kansas City, MO 64128-
(39.058729618000484, -94.51987476999966)","64128-",,"Land Bank","4857.66",,,,"3625",,,"Drury","Ave"
"31798","JA31230211800000000","0","4520 E 43rd St
Kansas City, MO 64130-
(39.04748838600045, -94.53111007899969)","64130-",,"Land Bank","6758.0649999999996",,"100 Men of Blue Hills","Vineyard Neighborhood Association","4520",,"E","43rd","St"
"19770","JA28530320500000000","0","2609 Poplar Ave
Kansas City, MO 64127-
(39.077629241000466, -94.52571509299969)","64127-",,"Land Bank","3995.6759999999999",,"100 Men of Blue Hills","East 23rd St. PAC Neighborhood Association","2609",,,"Poplar","Ave"
"17689","JA28440281000000000","0","2619 Norton Ave
Kansas City, MO 64127-
(39.077649376000466, -94.5351548379997)","64127-",,"Land Bank","6887.81",,"100 Men of Blue Hills","East 23rd St. PAC Neighborhood Association","2619",,,"Norton","Ave"
"46746","JA14940061400000000","0","8326 Wilson Ave
Kansas City, MO 64125-
(39.109417609000445, -94.48413994899965)","64125-",,"Land Bank","4850.3940000000002",,,,"8326",,,"Wilson","Ave"
"228032","JA28230062401000000","0","1405 Spruce Ave
Kansas City, MO 64127-
(39.095339468000475, -94.53191947399966)","64127-",,"Land Bank","5641.8419999999996",,"Twelfth Street Heritage Development Corporation","Lykins Neighborhood Association","1405",,,"Spruce","Ave"
"25407","JA28930182600000000","0","3328 Chestnut Ave
Kansas City, MO 64128-
(39.065172805000486, -94.55078548999967)","64128-","New as of July 2013. Cut every two weeks.","Urban Homesteading","6788.5720000000001",,"Twelfth Street Heritage Development Corporation","Oak Park Neighborhood Association","3328",,,"Chestnut","Ave"
"32456","JA31120150800000000","0","3607 White Ave
Kansas City, MO 64129-
(39.05910862900049, -94.5141149859997)","64129-",,"Land Bank","4195.7960000000003",,,,"3607",,,"White","Ave"
"26216","JA28940220200000000","0","3617 E 34th St
Kansas City, MO 64128-
(39.064022744000454, -94.54069076699966)","64128-",,"Land Bank","4230.1220000000003",,"Palestine Neighborhood Development Corporation","Palestine Neighborhood Development Corporation","3617",,"E","34th","St"
"14293","JA29640061000000000","0","2317 Woodland Ave
Kansas City, MO 64127-
(39.08398952000044, -94.5613456859997)","64127-",,"Land Bank","3114.723",,"Washington Wheatly Neighborhood Association","Washington Wheatly Neighborhood Association","2317",,,"Woodland","Ave"
"125272","JA29540142701000000","0","Lot N of 2432 Troost
Kansas City, MO 64108-
(39.082462817000476, -94.57075581999965)","64108-",,"City-Owned","3416",,,"Longfellow Renaissance Association","2428",,,"Troost","Ave"
"135800","JA30130270500000000","0","4219 Tracy Ave
Kansas City, MO 64110-
(39.049948405000464, -94.56990541399966)","64110-","Sold/transferred to Homesteading Authority by July 2013.","Urban Homesteading","3381.43",,,"Manheim Park Neighborhood Association","4219",,,"Tracy","Ave"
"24782","JA28920210300000000","0","3115 E 30th St
Kansas City, MO 64128-
(39.071433595000485, -94.54637119599965)","64128-",,"Urban Homesteading","3226.92",,"Twelfth Street Heritage Development Corporation","Santa Fe Area Council","3115",,"E","30th","St"
"137194","JA30610140500000000","0","2305 E 44th St
Kansas City, MO 64130-
(39.04651361700047, -94.55722157199966)","64130-","Sold/transferred to Homesteading Authority by July 2013.","Urban Homesteading","4753.7259999999997",,"Ivanhoe Neighborhood Council","Ivanhoe Neighborhood Council","2305",,"E","44th","St"
"27543","JA29720192100000000","0","2920 Woodland Ave
Kansas City, MO 64109-
(39.07280158800046, -94.56201606199966)","64109-",,"Land Bank","4341.42",,,"Boston Heights and Mount Hope Neighborhood Association","2920",,,"Woodland","Ave"
"2449","JA46410191400000000","0","6902 Cleveland Ave
Kansas City, MO 64132-
(39.000883055000486, -94.54281559799966)","64132-",,"Land Bank","4322.45",,"100 Men of Blue Hills","Foxtown West Neighborhood Association","6902",,,"Cleveland","Ave"
"138967","JA30640201500000000","0","4929 Olive St
Kansas City, MO 64130-
(39.036218729000495, -94.55689585899967)","64130-","Sold/transferred to Homesteading Authority by July 2013.","Urban Homesteading","5372.5829999999996",,"Blue Hills Neighborhood Association","Blue Hills Neighborhood Association","4929",,,"Olive","St"
"16561","JA28430262700000000","0","2522 Montgall Ave
Kansas City, MO 64127-
(39.0797422280005, -94.55122609099965)","64127-",,"Land Bank","3506.538",,"Washington Wheatly Neighborhood Association","Washington Wheatly Neighborhood Association","2522",,,"Montgall","Ave"
"14716","JA29640292300000000","0","2626 Wabash Ave
Kansas City, MO 64127-
(39.07789217900046, -94.55363636399966)","64127-","Bought from Land Trust by the City for the new East Patrol station.","City-Owned","4561.87",,"Washington Wheatly Neighborhood Association","Washington Wheatly Neighborhood Association","2626",,,"Wabash","Ave"
"16017","JA28430150600000000","0","3201 E 24th St
Kansas City, MO 64127-
(39.08284301200047, -94.54554210899965)","64127-",,"Land Bank","1987.183",,"Washington Wheatly Neighborhood Association","Washington Wheatly Neighborhood Association","3201",,"E","24th","St"
"148084","JA30740281600000000","0","2100 E 59th St
Kansas City, MO 64130-
(39.019518554000456, -94.5612686989997)","64130-",,"Land Bank","3400.12",,"Blue Hills Neighborhood Association","Blue Hills Neighborhood Association","2100",,"E","59th","St"
"16794","JA28430324000000000","0","3205 E 25th St
Kansas City, MO 64127-
(39.080463533000454, -94.54533246899967)","64127-",,"Land Bank","8797.7170000000006",,"Washington Wheatly Neighborhood Association","Washington Wheatly Neighborhood Association","3205",,"E","25th","St"
"28476","JA31320113500000000","0","3606 College Ave
Kansas City, MO 64128-
(39.060262243000466, -94.54528627699966)","64128-",,"Land Bank","4414.8119999999999",,"Palestine Neighborhood Development Corporation","Palestine Neighborhood Development Corporation","3606",,,"College","Ave"
"134024","JA30110120600000000","0","2105 E 36th St
Kansas City, MO 64109-
(39.06098354900047, -94.55870208399966)","64109-","Sold/transferred to Homesteading Authority by July 2013.","Urban Homesteading","4226.0309999999999",,"Ivanhoe Neighborhood Council","Ivanhoe Neighborhood Council","2105",,"E","36th","St"
"15745","JA28420442900000000","0","3320 E 23rd St
Kansas City, MO 64127-
(39.08430812600045, -94.54366008199969)","64127-",,"Land Bank","5503.5450000000001",,"Washington Wheatly Neighborhood Association","Washington Wheatly Neighborhood Association","3320",,"E","23rd","St"
"33692","JA31410031200000000","0","4339 Mersington Ave
Kansas City, MO 64130-
(39.04631818900049, -94.53904562299965)","64130-",,"Land Bank","8341.5580000000009",,"Twelfth Street Heritage Development Corporation","Oak Park Neighborhood Association","4339",,,"Mersington","Ave"
"22427","JA28820110800000000","0","2814 Spruce Ave
Kansas City, MO 64128-
(39.07408075000046, -94.53336637899969)","64128-",,"Land Bank","3952.94",,"100 Men of Blue Hills","East 23rd St. PAC Neighborhood Association","2814",,,"Spruce","Ave"
"20021","JA28540041700000000","0","2345 Hardesty Ave
Kansas City, MO 64127-
(39.08162899200045, -94.51992569899966)","64127-",,"Land Bank","5436.5370000000003",,"100 Men of Blue Hills","Blue Valley Neighborhood Association","2345",,,"Hardesty","Ave"
"255524","CL1730900050050001","0","3800 N CENTRAL ST
Kansas City, MO 64123-
(39.16312813200045, -94.58464352899966)","64123-","Enormous 15-acre wooded parcel behind school; only cut right-of-way.","City-Owned","835714.2","6000","Northland Neighborhoods Inc","Northland Neighborhoods Inc","3800",,"N","Central","Ave"
"35063","JA31430143600000000","0","4906 Agnes Ave
Kansas City, MO 64130-
(39.036872524000444, -94.54998601399967)","64130-","Transferred to Homesteading Authority during or before July 2013.","Urban Homesteading","4850.3599999999997",,"100 Men of Blue Hills","Town Fork Creek Neighborhood Association","4906",,,"Agnes","Ave"
"25272","JA28930131600000000","0","3239 South Benton Ave
Kansas City, MO 64128-
(39.06652895400049, -94.54950514299969)","64128-","New as of July 2013. Building has now been demolished.","Urban Homesteading","4644.33",,,"Oak Park Neighborhood Association","3239",,,"South Benton","Ave"
