"address","fraction","prefix","street","suffix","suite","zip","month","day","year","res_non","type","sf_mf","dwelling_units_gained_or","permit_value","how_far_east","how_far_north","permit_number","structure_class","class_description","subdivision","project_description","county","council_district","school_district","pin","parcel","applicant_name","applicant_representative","legal","plan_area","property_description","owner_name","kiva_code"
"7403",,"NE","100th","Ct",,"64157","11","12","2018","Residential","New Construction","Single Family","1","$   196,000","2790962","1131569","CPBR-2018-36210","0",,,"Construct new single family residence per plans reviewed for code compliance. with unfinished basement, 20 x 8 covered patio.","Clay","1","LIBERTY","261507","CL1081500100060001","SAB CONSTRUCTION, LLC","SCOTT BAMESBERGER",,"Shoal Creek Valley",,,"CPBR"
"7403",,"NE","100th","Ct",,"64157","12","3","2018","Residential","New Construction","Single Family","0","$   10,000","2790962","1131569","CPPR-2018-36594","101","New Single Family Dwelling",,"New S/F plumbing, WWV, gas piping, set fixtures and sanitary sewer on private property","Clay","1","LIBERTY","261507","CL1081500100060001","Miller Plumbing","Margie Minnich",,"Shoal Creek Valley",,,"CPPR"
"7403",,"NE","100th","Ct",,"64157","1","22","2019","Residential","New Construction","Single Family","0","$   7,000","2790962","1131569","CPER-2019-00427","101","New Single Family Dwelling",,"new s/f","Clay","1","LIBERTY","261507","CL1081500100060001","C-R ELECTRICAL, LLC","TIM CLARK",,"Shoal Creek Valley","Electrical with Service",,"CPER"
"7403",,"NE","100th","Ct",,"64157","3","19","2019","Residential","Additions, Alterations, Repairs","Single Family","0","$   6,813","2790962","1131569","CPMR-2019-00497","97","Existing 1 or 2 Family Residence",,"New S/F","Clay","1","LIBERTY","261507","CL1081500100060001","MIKE BRYANT HEATING AND COOLING","MIKE BRYANT",,"Shoal Creek Valley","Mechanical General",,"CPMR"
"7406",,"NE","100th","Ct",,"64157","7","24","2019","Residential","New Construction","Single Family","1","$   205,000","2791021","1131784","CPBR-2019-01076","101","New Single Family Dwelling",,"new s/f","Clay","1","LIBERTY","261505","CL1081500100080001","SAB CONSTRUCTION, LLC","SCOTT BAMESBERGER",,"Shoal Creek Valley","Single Family - New",,"CPBR"
"7406",,"NE","100th","Ct",,"64157","8","1","2019","Residential","New Construction","Single Family","0","$   12,000","2791021","1131784","CPPR-2019-01705","101","New Single Family Dwelling",,"New Single Family","Clay","1","LIBERTY","261505","CL1081500100080001","MILLER PLUMBING COMPANY INC","Margie Minnich",,"Shoal Creek Valley","Plumbing with Gas Service",,"CPPR"
"7407",,"NE","100TH","CT",,"64157","6","26","2018","Residential","New Construction","Single Family","1","$   212,000","2791113","1131517","201833516","101","New Single Family Dwelling","BENSON PLACE VILLAGE - FIRST PLAT","SIGNLE FAMILY","Clay","1","LIBERTY","261508","CL1081500100050001","SAB CONSTRUCTION, LLC","CURTIS TATE",,"Shoal Creek Valley","NEW SINGLE FAMILY DWELLING",,"CPBS"
"7407",,"NE","100th","Ct",,"64157","7","10","2018","Residential","New Construction","Single Family","0","$   10,100","2791021","1131564","CPPM-201834292","0",,,"Install WWV, gas piping, sanitary sewer line on private property and set fixtures.","Clay","1","LIBERTY","261508","CL1081500100050001","MILLER PLUMBING COMPANY INC",,,"Shoal Creek Valley",,,"CPPR"
"7407",,"NE","100th","Ct",,"64157","9","7","2018","Residential","New Construction","Single Family","0","$   7,791","2791021","1131564","CPMR-2018-35868","0",,,"90,000 BTU FURNACE, 14SEER HEATPUMP, DUCTWORK","Clay","1","LIBERTY","261508","CL1081500100050001","MIKE BRYANT HEATING & COOLING, LLC",,,"Shoal Creek Valley",,,"CPMR"
"7407",,"NE","100th","Ct",,"64157","10","17","2018","Residential","New Construction","Single Family","0","$   7,200","2791021","1131564","CPER-2018-36836","0",,,"Install 200 AMP electrical service, wiring and fixtures for single family residence","Clay","1","LIBERTY","261508","CL1081500100050001","C-R ELECTRICAL, LLC","TIM CLARK",,"Shoal Creek Valley",,,"CPER"
"7407",,"NE","100th","Ct",,"64157","3","6","2019","Residential","Additions, Alterations, Repairs","Single Family","0","$   35,000","2791021","1131564","CPBR-2019-00280","97","Existing 1 or 2 Family Residence",,"s/f","Clay","1","LIBERTY","261508","CL1081500100050001","SAB CONSTRUCTION, LLC","CURTIS TATE",,"Shoal Creek Valley","Single Family - Interior Remodel",,"CPBR"
"7407",,"NE","100th","Ct",,"64157","3","15","2019","Residential","Additions, Alterations, Repairs","Single Family","0","$   1,500","2791021","1131564","CPER-2019-01163","97","Existing 1 or 2 Family Residence",,"s/f","Clay","1","LIBERTY","261508","CL1081500100050001","C-R ELECTRICAL, LLC","TIM CLARK",,"Shoal Creek Valley","Electrical General",,"CPER"
"7411",,"NE","100TH","CT",,"64157","4","23","2018","Residential","New Construction","Single Family","1","$   190,500","2791137","1131517","201829797","101","New Single Family Dwelling","BENSON PLACE VILLAGE - FIRST PLAT","SINGLE FAMILY","Clay","1","LIBERTY","261509","CL1081500100040001","SAB CONSTRUCTION, LLC","CURTIS TATE",,"Shoal Creek Valley","NEW SINGLE FAMILY DWELLING",,"CPBS"
"7411",,"NE","100TH","CT",,"64157","5","16","2018","Residential","New Construction","Single Family","0","$   5,000","2791137","1131517","201831215","101","New Single Family Dwelling","BENSON PLACE VILLAGE - FIRST PLAT","SINGLE FAMILY","Clay","1","LIBERTY","261509","CL1081500100040001","DIAMOND PLUMBING LLC","PERMIT SERVICE INC",,"Shoal Creek Valley","PLUMBING PIPING AND FIXTURES",,"CPPM"
"7411",,"NE","100TH","CT",,"64157","5","23","2018","Residential","New Construction","Single Family","0","$   150","2791137","1131517","201831624","101","New Single Family Dwelling","BENSON PLACE VILLAGE - FIRST PLAT","SINGLE FAMILY","Clay","1","LIBERTY","261509","CL1081500100040001","DIAMOND PLUMBING LLC","PERMIT SERVICE INC",,"Shoal Creek Valley","BACKFLOW PREVENTER",,"CPPL"
"7411",,"NE","100TH","CT",,"64157","6","11","2018","Residential","New Construction","Single Family","0","$   9,000","2791137","1131517","201832570","101","New Single Family Dwelling","BENSON PLACE VILLAGE - FIRST PLAT","SINGLE FAMILY","Clay","1","LIBERTY","261509","CL1081500100040001","C-R ELECTRICAL, LLC","TIMOTHY CLARK",,"Shoal Creek Valley","ELECTRICAL SERVICE/WIRING - RESIDENTIAL",,"CPEM"
"7411",,"NE","100TH","CT",,"64157","6","28","2018","Residential","New Construction","Single Family","0","$   5,971","2791137","1131517","201833702","101","New Single Family Dwelling","BENSON PLACE VILLAGE - FIRST PLAT","SINGLE FAMILY","Clay","1","LIBERTY","261509","CL1081500100040001","MIKE BRYANT HEATING & COOLING, LLC","MIKE BRYANT",,"Shoal Creek Valley","HVAC SYSTEM",,"CPMP"
"7414",,"NE","100th","Ct",,"64157","11","14","2018","Residential","New Construction","Single Family","1","$   230,000","2791130","1131743","CPBR-2018-36236","101","New Single Family Dwelling",,"Construct new single family residence per plans with unfinished basement and covered deck reviewed for code compliance.","Clay","1","LIBERTY","261503","CL1081500100100001","SAB CONSTRUCTION, LLC","SCOTT BAMESBERGER",,"Shoal Creek Valley",,,"CPBR"
"7414",,"NE","100th","Ct",,"64157","11","28","2018","Residential","New Construction","Single Family","0","$   10,000","2791130","1131743","CPPR-2018-36562","0",,,"New S/F plumbing, WWV, gas piping, set fixtures and sanitary sewer on private property","Clay","1","LIBERTY","261503","CL1081500100100001","Miller Plumbing","Margie Minnich",,"Shoal Creek Valley",,,"CPPR"
"7414",,"NE","100th","Ct",,"64157","1","22","2019","Residential","New Construction","Single Family","0","$   7,000","2791130","1131743","CPER-2019-00423","101","New Single Family Dwelling",,"new s/f","Clay","1","LIBERTY","261503","CL1081500100100001","C-R ELECTRICAL, LLC","TIM CLARK",,"Shoal Creek Valley","Electrical with Service",,"CPER"
"7414",,"NE","100th","Ct",,"64157","2","11","2019","Residential","New Construction","Single Family","0","$   8,036","2791130","1131743","CPMR-2019-00219","101","New Single Family Dwelling",,"new single family","Clay","1","LIBERTY","261503","CL1081500100100001","MIKE BRYANT HEATING & COOLING, LLC",,,"Shoal Creek Valley","Mechanical General",,"CPMR"
"7415",,"NE","100TH","CT",,"64157","7","24","2017","Residential","New Construction","Single Family","1","$   211,000","2791161","1131682","201814903","101","New Single Family Dwelling","BENSON PLACE VILLAGE - FIRST PLAT","SINGLE FAMILY","Clay","1","LIBERTY","261510","SD0934W.TEMPLT","SAB CONSTRUCTION, LLC","CURTIS TATE",,"Shoal Creek Valley","NEW SINGLE FAMILY DWELLING",,"CPBS"
"7415",,"NE","100TH","CT",,"64157","8","16","2017","Residential","New Construction","Single Family","0","$   7,000","2791161","1131682","201816270","101","New Single Family Dwelling","BENSON PLACE VILLAGE - FIRST PLAT","SINGLE FAMILY","Clay","1","LIBERTY","261510","SD0934W.TEMPLT","RELIABLE MECHANICAL SERVICES, INC.","PERMIT SERVICE, INC",,"Shoal Creek Valley","PLUMBING PIPING AND FIXTURES",,"CPPM"
"7415",,"NE","100TH","CT",,"64157","10","5","2017","Residential","New Construction","Single Family","0","$   9,000","2791161","1131683","201819018","101","New Single Family Dwelling","BENSON PLACE VILLAGE - FIRST PLAT","SINGLE FAMILY","Clay","1","LIBERTY","261510","CL1081500100030001","C-R ELECTRICAL, LLC","TIMOTHY CLARK",,"Shoal Creek Valley","ELECTRICAL SERVICE/WIRING - RESIDENTIAL",,"CPEM"
"7415",,"NE","100TH","CT",,"64157","11","30","2017","Residential","New Construction","Single Family","0","$   8,036","2791161","1131683","201822091","101","New Single Family Dwelling","BENSON PLACE VILLAGE - FIRST PLAT","SINGLE FAMILY","Clay","1","LIBERTY","261510","CL1081500100030001","MIKE BRYANT HEATING & COOLING, LLC","MIKE BRYANT",,"Shoal Creek Valley","HVAC SYSTEM",,"CPMP"
"7415",,"NE","100th","Ct",,"64157","7","5","2018","Residential","New Construction","Single Family","0","$   150","2791144","1131562","CPPL-201834051","0",,,"Install backflow prevention device for lawn irrigation for single family.","Clay","1","LIBERTY","261510","CL1081500100030001","RELIABLE MECHANICAL SERVICES, INC.","BRANDON NARRON",,"Shoal Creek Valley",,,"CPPR"
"7419",,"NE","100TH","CT",,"64157","8","28","2017","Residential","New Construction","Single Family","1","$   209,000","2791185","1131517","201816876","101","New Single Family Dwelling","BENSON PLACE VILLAGE - FIRST PLAT","SINGLE FAMILY","Clay","1","LIBERTY","261511","SD0934W.TEMPLT","SAB CONSTRUCTION, LLC","CURTIS TATE",,"Shoal Creek Valley","NEW SINGLE FAMILY DWELLING",,"CPBS"
"7419",,"NE","100TH","CT",,"64157","9","12","2017","Residential","New Construction","Single Family","0","$   5,000","2791185","1131517","201817688","101","New Single Family Dwelling","BENSON PLACE VILLAGE - FIRST PLAT","SINGLE FAMILY","Clay","1","LIBERTY","261511","SD0934W.TEMPLT","DIAMOND PLUMBING LLC","PERMIT SERVICE INC",,"Shoal Creek Valley","PLUMBING PIPING AND FIXTURES",,"CPPM"
"7419",,"NE","100TH","CT",,"64157","11","17","2017","Residential","New Construction","Single Family","0","$   7,500","2791185","1131518","201821523","101","New Single Family Dwelling","BENSON PLACE VILLAGE - FIRST PLAT","SINGLE FAMILY","Clay","1","LIBERTY","261511","CL1081500100020001","C-R ELECTRICAL, LLC","TIMOTHY CLARK",,"Shoal Creek Valley","ELECTRICAL SERVICE/WIRING - RESIDENTIAL",,"CPEM"
"7419",,"NE","100TH","CT",,"64157","11","30","2017","Residential","New Construction","Single Family","0","$   8,036","2791185","1131518","201822089","101","New Single Family Dwelling","BENSON PLACE VILLAGE - FIRST PLAT","SINGLE FAMILY","Clay","1","LIBERTY","261511","CL1081500100020001","MIKE BRYANT HEATING AND COOLING","MIKE BRYANT",,"Shoal Creek Valley","HVAC SYSTEM",,"CPMP"
"7419",,"NE","100TH","CT",,"64157","5","23","2018","Residential","New Construction","Single Family","0","$   150","2791185","1131517","201831627","101","New Single Family Dwelling","BENSON PLACE VILLAGE - FIRST PLAT","SINGLE FAMILY","Clay","1","LIBERTY","261511","CL1081500100020001","DIAMOND PLUMBING LLC","PERMIT SERVICE INC",,"Shoal Creek Valley","BACKFLOW PREVENTER",,"CPPL"
"7420",,"NE","100th","Ct",,"64157","1","9","2019","Residential","New Construction","Single Family","1","$   194,550","2791185","1131742","CPBR-2019-00043","101","New Single Family Dwelling",,"New single family","Clay","1","LIBERTY","261502","CL1081500100110001","Hearthside Homes of Kansas City, Inc.","Diane Hanke",,"Shoal Creek Valley","Single Family - New",,"CPBR"
"7420",,"NE","100th","Ct",,"64157","1","15","2019","Residential","New Construction","Single Family","0","$   3,500","2791185","1131742","CPPR-2019-00104","101","New Single Family Dwelling",,"new s/f","Clay","1","LIBERTY","261502","CL1081500100110001","Newcomer Plumbing","James Newcomer",,"Shoal Creek Valley","Plumbing with Gas Service",,"CPPR"
"7420",,"NE","100th","Ct",,"64157","4","2","2019","Residential","New Construction","Single Family","0","$   4,190","2791185","1131742","CPMR-2019-00629","101","New Single Family Dwelling",,"new s/f","Clay","1","LIBERTY","261502","CL1081500100110001","A.F.C. HEATING AND COOLING COMPANY","PHILLIP SPELLERBERG",,"Shoal Creek Valley","Mechanical General",,"CPMR"
"7420",,"NE","100th","Ct",,"64157","4","3","2019","Residential","New Construction","Single Family","0","$   4,300","2791185","1131742","CPER-2019-01515","101","New Single Family Dwelling",,"New S/F","Clay","1","LIBERTY","261502","CL1081500100110001","PALMER ELECTRIC COMPANY",,,"Shoal Creek Valley","Electrical with Service",,"CPER"
"7423",,"NE","100th","Ct",,"64157","7","13","2018","Residential","New Construction","Single Family","1","$   226,000","2791021","1131564","CPBS-201834471","0",,,"Construct new single-family dwelling with unfinished basement and 9.5 x 14 covered patio per plans reviewed for code compliance. Permit to include public sidewalk and drive approach.","Clay","1","LIBERTY","261508","CL1081500100050001","SAB CONSTRUCTION, LLC","SCOTT BAMESBERGER",,"Shoal Creek Valley",,,"CPBR"
"7423",,"NE","100th","Ct",,"64157","8","16","2018","Residential","New Construction","Single Family","0","$   15,000","2791021","1131564","CPPR-2018-35704","0",,,"Install WWV, set fixtures, gas piping and sanitary sewer on private property for single family","Clay","1","LIBERTY","261508","CL1081500100050001","MILLER PLUMBING COMPANY INC",,,"Shoal Creek Valley",,,"CPPR"
"7423",,"NE","100th","Ct",,"64157","10","17","2018","Residential","New Construction","Single Family","0","$   7,400","2791021","1131564","CPER-2018-36837","0",,,"Install 200 AMP electrical service, wiring and fixtures for single family residence.","Clay","1","LIBERTY","261508","CL1081500100050001","C-R ELECTRICAL, LLC","TIM CLARK",,"Shoal Creek Valley",,,"CPER"
"7423",,"NE","100th","Ct",,"64157","11","6","2018","Residential","New Construction","Single Family","0","$   7,203","2791281","1131560","CPMR-2018-36221","0",,,"90,000 BTU 80% FURNACE, 14SEER 3 TON HEATPUMP WITH DUCTWORK","Clay","1","LIBERTY","261512","CL1081500100010001","MIKE BRYANT HEATING & COOLING, LLC",,,"Shoal Creek Valley",,,"CPMR"
"7424",,"NE","100th","Ct",,"64157","6","20","2019","Residential","New Construction","Single Family","1","$   166,308","2791250","1131735","CPBR-2019-00898","101","New Single Family Dwelling",,"Single Family","Clay","1","LIBERTY","261501","CL1081500100120001","Hearthside Homes of Kansas City, Inc.","Vicki Robertson",,"Shoal Creek Valley","Single Family - New",,"CPBR"
"7424",,"NE","100th","Ct",,"64157","7","11","2019","Residential","New Construction","Single Family","0","$   4,400","2791250","1131735","CPPR-2019-01513","101","New Single Family Dwelling",,"New Single Family","Clay","1","LIBERTY","261501","CL1081500100120001","Newcomer Plumbing","James Newcomer",,"Shoal Creek Valley","Plumbing with Gas Service",,"CPPR"
"7424",,"NE","100th","Ct",,"64157","8","12","2019","Residential","New Construction","Single Family","0","$   4,190","2791250","1131735","CPMR-2019-01944","101","New Single Family Dwelling",,"New Single Family","Clay","1","LIBERTY","261501","CL1081500100120001","A.F.C. HEATING AND COOLING COMPANY","Phil Spellerberg",,"Shoal Creek Valley","Mechanical General",,"CPMR"
"7424",,"NE","100th","Ct",,"64157","8","21","2019","Residential","New Construction","Single Family","0","$   4,300","2791250","1131735","CPER-2019-03793","101","New Single Family Dwelling",,"New Single Family","Clay","1","LIBERTY","261501","CL1081500100120001","PALMER ELECTRIC COMPANY",,,"Shoal Creek Valley","Electrical with Service",,"CPER"
"7501",,"NE","100TH","CT",,"64157","7","6","2017","Residential","New Construction","Single Family","1","$   226,000","2791411","1131517","201813925","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - SIXTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","261567","SD0934V.TEMPLT","SAB CONSTRUCTION, LLC","CURTIS TATE",,"Shoal Creek Valley","NEW SINGLE FAMILY DWELLING",,"CPBS"
"7501",,"NE","100TH","CT",,"64157","7","28","2017","Residential","New Construction","Single Family","0","$   7,000","2791411","1131517","201815274","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - SIXTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","261567","SD0934V.TEMPLT","RELIABLE MECHANICAL SERVICES, INC.","PERMIT SERVICE, INC",,"Shoal Creek Valley","PLUMBING PIPING AND FIXTURES",,"CPPM"
"7501",,"NE","100TH","CT",,"64157","10","5","2017","Residential","New Construction","Single Family","0","$   9,000","2791412","1131518","201819015","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - SIXTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","261567","CL1081500090100001","C-R ELECTRICAL, LLC","TIMOTHY CLARK",,"Shoal Creek Valley","ELECTRICAL SERVICE/WIRING - RESIDENTIAL",,"CPEM"
"7501",,"NE","100TH","CT",,"64157","10","30","2017","Residential","New Construction","Single Family","0","$   7,785","2791412","1131518","201820504","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - SIXTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","261567","CL1081500090100001","MIKE BRYANT HEATING AND COOLING","MIKE BRYANT",,"Shoal Creek Valley","HVAC SYSTEM",,"CPMP"
"7502",,"NE","100TH","CT",,"64157","1","5","2017","Residential","New Construction","Single Family","1","$   319,000","2791417","1131682","201723033","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - SIXTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","261568","SD0934V.TEMPLT","ROBERTSON CONSTRUCTION, L.L.C.","PERMIT SERVICE",,"Shoal Creek Valley","NEW SINGLE FAMILY DWELLING",,"CPBS"
"7502",,"NE","100TH","CT",,"64157","1","6","2017","Residential","New Construction","Single Family","0","$   5,000","2791417","1131682","201723095","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - SIXTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","261568","SD0934V.TEMPLT","ROBERTSON PLUMBING, LLC","PERMIT SERVICE",,"Shoal Creek Valley","PLUMBING PIPING AND FIXTURES",,"CPPM"
"7502",,"NE","100TH","CT",,"64157","3","7","2017","Residential","New Construction","Single Family","0","$   11,550","2791417","1131682","201725981","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - SIXTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","261568","SD0934V.TEMPLT","MCDANIEL FURNACE & SHEET METAL, INC.","SHEILA DAVIS",,"Shoal Creek Valley","HVAC SYSTEM",,"CPMP"
"7502",,"NE","100TH","CT",,"64157","4","26","2017","Residential","New Construction","Single Family","0","$   4,350","2791417","1131682","201728790","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - SIXTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","261568","SD0934V.TEMPLT","PALMER ELECTRIC COMPANY","HEATHER AMBROSE",,"Shoal Creek Valley","ELECTRICAL SERVICE/WIRING - RESIDENTIAL",,"CPEM"
"7505",,"NE","100TH","CT",,"64157","2","13","2017","Residential","New Construction","Single Family","1","$   286,000","2791435","1131682","201724875","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - SIXTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","261566","SD0934V.TEMPLT","MCFARLAND CUSTOM BUILDERS, INC","RALPH YEATER",,"Shoal Creek Valley","NEW SINGLE FAMILY DWELLING",,"CPBS"
"7505",,"NE","100TH","CT",,"64157","3","6","2017","Residential","New Construction","Single Family","0","$   7,000","2791435","1131682","201725952","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - SIXTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","261566","SD0934V.TEMPLT","RELIABLE MECHANICAL SERVICES, INC.","PERMIT SERVICE, INC",,"Shoal Creek Valley","PLUMBING PIPING AND FIXTURES",,"CPPM"
"7505",,"NE","100TH","CT",,"64157","4","24","2017","Residential","New Construction","Single Family","0","$   7,030","2791435","1131682","201728571","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - SIXTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","261566","SD0934V.TEMPLT","MIKE BRYANT HEATING AND COOLING","MIKE BRYANT",,"Shoal Creek Valley","HVAC SYSTEM",,"CPMP"
"7505",,"NE","100TH","CT",,"64157","4","26","2017","Residential","New Construction","Single Family","0","$   6,600","2791435","1131682","201728849","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - SIXTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","261566","SD0934V.TEMPLT","JOE KILOWATT INC.","PERMIT SERVICE, INC",,"Shoal Creek Valley","ELECTRICAL SERVICE/WIRING - RESIDENTIAL",,"CPEM"
"7509",,"NE","100TH","CT",,"64157","1","19","2017","Residential","New Construction","Single Family","1","$   314,600","2791459","1131517","201723653","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - SIXTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","261565","SD0934V.TEMPLT","MCFARLAND CUSTOM BUILDERS, INC","RALPH YEATER",,"Shoal Creek Valley","NEW SINGLE FAMILY DWELLING",,"CPBS"
