"job_title","currenlty_filled","current_monthly_average","flsa","pay_range_minimum","pay_range_maximum","link_to_job_specification"
"ADMINISTRATOR OF MUNICIPAL COURT","1","9560.00","EX","7147.00","13601.00","Administrator of Municipal Court (https://data.kcmo.org/Human-Resources/Administrator-Of-The-Municipal-Court/xrd3-wdej)"
"ADMINISTRATOR OF MUNICIPAL COURT","1","9560.00","EX","7147.00","13601.00","Administrator of Municipal Court (https://data.kcmo.org/Human-Resources/Administrator-Of-The-Municipal-Court/xrd3-wdej)"
"AGRONOMIST","1","6570.00","EX","3957.00","6769.00","Agronomist (https://data.kcmo.org/Human-Resources/Agronomist/7qn8-6rhd)"
"AGRONOMIST","1","6570.00","EX","3957.00","6769.00","Agronomist (https://data.kcmo.org/Human-Resources/Agronomist/7qn8-6rhd)"
"AIRPORT ENGINEER","1","7312.00","EX","4230.00","7534.00","Airport Engineer (https://data.kcmo.org/Human-Resources/Airport-Engineer/bvtr-8eyh)"
"AIRPORT ENGINEER","1","7312.00","EX","4230.00","7534.00","Airport Engineer (https://data.kcmo.org/Human-Resources/Airport-Engineer/bvtr-8eyh)"
"AIRPORT OPERATIONS AGENT","6","3161.00","EX","3161.00","5103.00","Airport Operations Agent (https://data.kcmo.org/Human-Resources/Airport-Operations-Agent/vgdi-69yh)"
"AIRPORT OPERATIONS AGENT","6","3161.00","EX","3161.00","5103.00","Airport Operations Agent (https://data.kcmo.org/Human-Resources/Airport-Operations-Agent/vgdi-69yh)"
"AIRPORT POLICE CAPTAIN","0","0","EX","4313.00","7534.00","Airport Police Captain (https://data.kcmo.org/d/isc8-893f?category=dataset&view_name=Airport-Police-Captain)"
"AIRPORT POLICE CAPTAIN","0","0","EX","4313.00","7534.00","Airport Police Captain (https://data.kcmo.org/d/isc8-893f?category=dataset&view_name=Airport-Police-Captain)"
"AIRPORT POLICE LIEUTENANT","2","5453.00","EX","4155.00","6769.00","Airport Police Lieutenant (https://data.kcmo.org/Human-Resources/Airport-Police-Lieutenant/85zb-cjsi)"
"AIRPORT POLICE LIEUTENANT","2","5453.00","EX","4155.00","6769.00","Airport Police Lieutenant (https://data.kcmo.org/Human-Resources/Airport-Police-Lieutenant/85zb-cjsi)"
"AIRPORT POLICE OFFICER","38","3386.00","NE","2715.00","5392.00","Airport Police Officer (https://data.kcmo.org/Human-Resources/Airport-Police-Officer/6jhq-vy6z)"
"AIRPORT POLICE OFFICER","38","3386.00","NE","2715.00","5392.00","Airport Police Officer (https://data.kcmo.org/Human-Resources/Airport-Police-Officer/6jhq-vy6z)"
"AIRPORT POLICE SERGEANT","9","4621.00","NE","3858.00","6120.00","Airport Police Sergeant (https://data.kcmo.org/Human-Resources/Airport-Police-Sergeant/qg3u-nff8)"
"AIRPORT POLICE SERGEANT","9","4621.00","NE","3858.00","6120.00","Airport Police Sergeant (https://data.kcmo.org/Human-Resources/Airport-Police-Sergeant/qg3u-nff8)"
"AIRPORT SECURITY DISPATCHER","15","3212.00","NE","2610.00","4213.00","Airport Security Dispatcher (https://data.kcmo.org/Human-Resources/Airport-Security-Dispatcher/ifuf-htc6)"
"AIRPORT SECURITY DISPATCHER","15","3212.00","NE","2610.00","4213.00","Airport Security Dispatcher (https://data.kcmo.org/Human-Resources/Airport-Security-Dispatcher/ifuf-htc6)"
"ANALYST","35","4455.00","EX","3957.00","6769.00","Analyst (https://data.kcmo.org/Human-Resources/Analyst/p7p7-vcpy)"
"ANALYST","35","4455.00","EX","3957.00","6769.00","Analyst (https://data.kcmo.org/Human-Resources/Analyst/p7p7-vcpy)"
"ANIMAL CONTROL OFFICER","13","3063.00","NE","2610.00","4213.00","Animal Control Officer (https://data.kcmo.org/Human-Resources/Animal-Control-Officer/nm6i-ypp7)"
"ANIMAL CONTROL OFFICER","13","3063.00","NE","2610.00","4213.00","Animal Control Officer (https://data.kcmo.org/Human-Resources/Animal-Control-Officer/nm6i-ypp7)"
"ANIMAL SHELTER SUPERVISOR","4","4224.00","NE","3353.00","5873.00","Animal Shelter Supervisor (https://data.kcmo.org/Human-Resources/Animal-Shelter-Supervisor/tdr7-twnt)"
"ANIMAL SHELTER SUPERVISOR","4","4224.00","NE","3353.00","5873.00","Animal Shelter Supervisor (https://data.kcmo.org/Human-Resources/Animal-Shelter-Supervisor/tdr7-twnt)"
"ARCHITECT","2","6455.00","EX","3957.00","6769.00","Architect (https://data.kcmo.org/Human-Resources/Architect/6zi8-nnzh)"
"ARCHITECT","2","6455.00","EX","3957.00","6769.00","Architect (https://data.kcmo.org/Human-Resources/Architect/6zi8-nnzh)"
"ARCHITECT DIVISION HEAD","1","8608.00","EX","5719.00","10262.00","Architect Division Head (http://aspprd.kcmogis.kc.lan/Uploads/HRJobSpecs/Architect%20Division%20Head.pdf)"
"ARCHITECT DIVISION HEAD","1","8608.00","EX","5719.00","10262.00","Architect Division Head (http://aspprd.kcmogis.kc.lan/Uploads/HRJobSpecs/Architect%20Division%20Head.pdf)"
"ARCHITECT SECTION HEAD","1","8573.00","EX","4945.00","8833.00","Architect Section Head (http://aspprd.kcmogis.kc.lan/Uploads/HRJobSpecs/Architect%20Section%20Head.pdf)"
"ARCHITECT SECTION HEAD","1","8573.00","EX","4945.00","8833.00","Architect Section Head (http://aspprd.kcmogis.kc.lan/Uploads/HRJobSpecs/Architect%20Section%20Head.pdf)"
"AREA SUPERINTENDENT","15","6041.00","EX","4230.00","7534.00","Area Superintendent (https://data.kcmo.org/Human-Resources/Area-Superintendent/s3yd-ufpp)"
"AREA SUPERINTENDENT","15","6041.00","EX","4230.00","7534.00","Area Superintendent (https://data.kcmo.org/Human-Resources/Area-Superintendent/s3yd-ufpp)"
"ASSISTANT CITY ATTORNEY","21","5092.00","EX","4945.00","8833.00","Assistant City Attorney (https://data.kcmo.org/Human-Resources/Assistant-City-Attorney/7yrc-uj4e)"
"ASSISTANT CITY ATTORNEY","21","5092.00","EX","4945.00","8833.00","Assistant City Attorney (https://data.kcmo.org/Human-Resources/Assistant-City-Attorney/7yrc-uj4e)"
"ASSISTANT DIVISION CHIEF","13","7773.00","NE","6799.00","7885.00","Assistant Division Chief (https://data.kcmo.org/Human-Resources/Assistant-Division-Chief/bfye-b9y5)"
"ASSISTANT DIVISION CHIEF","13","7773.00","NE","6799.00","7885.00","Assistant Division Chief (https://data.kcmo.org/Human-Resources/Assistant-Division-Chief/bfye-b9y5)"
"ASSISTANT DIVISION CHIEF-ADMIN","2","7613.00","NE","6799.00","7885.00","Assistant Division Chief-Admin Services (https://data.kcmo.org/Human-Resources/Assistant-Division-Chief/bfye-b9y5)"
"ASSISTANT DIVISION CHIEF-ADMIN","2","7613.00","NE","6799.00","7885.00","Assistant Division Chief-Admin Services (https://data.kcmo.org/Human-Resources/Assistant-Division-Chief/bfye-b9y5)"
"ASSISTANT DIVISION CHIEF-COMMUNICATIONS","5","7885.00","NE","6799.00","7885.00","Assistant Division Chief-Communications (https://data.kcmo.org/Human-Resources/Assistant-Division-Chief/bfye-b9y5)"
"ASSISTANT DIVISION CHIEF-COMMUNICATIONS","5","7885.00","NE","6799.00","7885.00","Assistant Division Chief-Communications (https://data.kcmo.org/Human-Resources/Assistant-Division-Chief/bfye-b9y5)"
"ASSISTANT DIVISION CHIEF-FLEET/SUPERVISOR","2","7613.00","NE","6799.00","7885.00","Assistant Division Chief-Fleet/Supervisor (https://data.kcmo.org/Human-Resources/Assistant-Division-Chief/bfye-b9y5)"
"ASSISTANT DIVISION CHIEF-FLEET/SUPERVISOR","2","7613.00","NE","6799.00","7885.00","Assistant Division Chief-Fleet/Supervisor (https://data.kcmo.org/Human-Resources/Assistant-Division-Chief/bfye-b9y5)"
"ASSISTANT DIVISION CHIEF-LOGISTICS/SUPERVISOR","4","5092.00","NE","4247.00","5092.00","Assistant Division Chief-Logistics (https://data.kcmo.org/Human-Resources/Assistant-Division-Chief/bfye-b9y5)"
"ASSISTANT DIVISION CHIEF-LOGISTICS/SUPERVISOR","4","5092.00","NE","4247.00","5092.00","Assistant Division Chief-Logistics (https://data.kcmo.org/Human-Resources/Assistant-Division-Chief/bfye-b9y5)"
"ASSISTANT ENGINEERING DIRECTOR","4","10049.00","EX","6195.00","11169.00","Assistant Engineering Director (http://aspprd.kcmogis.kc.lan/Uploads/HRJobSpecs/Assistant%20Engineering%20Director.pdf)"
"ASSISTANT ENGINEERING DIRECTOR","4","10049.00","EX","6195.00","11169.00","Assistant Engineering Director (http://aspprd.kcmogis.kc.lan/Uploads/HRJobSpecs/Assistant%20Engineering%20Director.pdf)"
"ASSISTANT LABORATORY MANAGER","0","0","EX","4230.00","7534.00","Assistant Laboratory Manager (https://data.kcmo.org/Human-Resources/Assistant-Laboratory-Manager/knkv-gqsi)"
"ASSISTANT LABORATORY MANAGER","0","0","EX","4230.00","7534.00","Assistant Laboratory Manager (https://data.kcmo.org/Human-Resources/Assistant-Laboratory-Manager/knkv-gqsi)"
"ASSISTANT TO ELECTED OFFICIAL","22","4193.00","EX","2865.00","4886.00","https://data.kcmo.org/Human-Resources/Assistant-To-Elected-Official/s322-8j7q"
"ASSISTANT TO ELECTED OFFICIAL","22","4193.00","EX","2865.00","4886.00","https://data.kcmo.org/Human-Resources/Assistant-To-Elected-Official/s322-8j7q"
"ASSISTANT TO THE CITY MANAGER","2","9323.00","EX","5719.00","10262.00","https://data.kcmo.org/Human-Resources/Assistant-City-Manager/dtyy-ehs6"
"ASSISTANT TO THE CITY MANAGER","2","9323.00","EX","5719.00","10262.00","https://data.kcmo.org/Human-Resources/Assistant-City-Manager/dtyy-ehs6"
"ASSISTANT TO THE DIRECTOR (ADMINISTRATION)","15","7859.00","EX","4945.00","8833.00","Assistant to the Director (Admin Services) (https://data.kcmo.org/Human-Resources/Assistant-To-The-Director-Adm-Serv/rfwm-2bme)"
"ASSISTANT TO THE DIRECTOR (ADMINISTRATION)","15","7859.00","EX","4945.00","8833.00","Assistant to the Director (Admin Services) (https://data.kcmo.org/Human-Resources/Assistant-To-The-Director-Adm-Serv/rfwm-2bme)"
"ASSISTANT TO THE DIRECTOR (BUSINESS)","8","9191.00","EX","5719.00","10262.00","Assistant to the Director (Business & Support) (https://data.kcmo.org/Human-Resources/Assistant-To-The-Director-Bus-Sup/euvr-uqty)"
"ASSISTANT TO THE DIRECTOR (BUSINESS)","8","9191.00","EX","5719.00","10262.00","Assistant to the Director (Business & Support) (https://data.kcmo.org/Human-Resources/Assistant-To-The-Director-Bus-Sup/euvr-uqty)"
"ASSISTANT TO THE EMS MEDICAL DIRECTOR","1","5757.00","NE","3353.00","5873.00","Assistant to the EMS Medical Director (https://data.kcmo.org/Human-Resources/Assistant-To-The-EMS-Medical-Director/vrkv-6vhr)"
"ASSISTANT TO THE EMS MEDICAL DIRECTOR","1","5757.00","NE","3353.00","5873.00","Assistant to the EMS Medical Director (https://data.kcmo.org/Human-Resources/Assistant-To-The-EMS-Medical-Director/vrkv-6vhr)"
"ASSOCIATE CITY ATTORNEY","15","6856.00","EX","6195.00","11169.00","Associate City Attorney (https://data.kcmo.org/Human-Resources/Associate-City-Attorney/cmf4-uskc)"
"ASSOCIATE CITY ATTORNEY","15","6856.00","EX","6195.00","11169.00","Associate City Attorney (https://data.kcmo.org/Human-Resources/Associate-City-Attorney/cmf4-uskc)"
"AUDIT MANAGER","3","9238.00","EX","5719.00","10262.00","Audit Manager (https://data.kcmo.org/Human-Resources/Audit-Manager/nd8g-w3cq)"
"AUDIT MANAGER","3","9238.00","EX","5719.00","10262.00","Audit Manager (https://data.kcmo.org/Human-Resources/Audit-Manager/nd8g-w3cq)"
"AUDITOR","0","0","NE","3957.00","6769.00","Auditor (https://data.kcmo.org/Human-Resources/Auditor/2gre-b8st)"
"AUDITOR","0","0","NE","3957.00","6769.00","Auditor (https://data.kcmo.org/Human-Resources/Auditor/2gre-b8st)"
"AVIATION MANAGER","18","5354.00","EX","4230.00","7534.00","Aviation Manager (https://data.kcmo.org/Human-Resources/Aviation-Manager/99j5-qmmj)"
"AVIATION MANAGER","18","5354.00","EX","4230.00","7534.00","Aviation Manager (https://data.kcmo.org/Human-Resources/Aviation-Manager/99j5-qmmj)"
"BATTALION CHIEF","28","8952.00","NE","7692.00","9600.00","Battalion Chief (https://data.kcmo.org/Human-Resources/Battalion-Chief-Administrative/9kby-xxxt)"
"BATTALION CHIEF","28","8952.00","NE","7692.00","9600.00","Battalion Chief (https://data.kcmo.org/Human-Resources/Battalion-Chief-Administrative/9kby-xxxt)"
"BODY REPAIRER","2","4296.00","NE","3916.00","5103.00","Body Repairer (https://data.kcmo.org/Human-Resources/Body-Repairer/6zx5-653h)"
"BODY REPAIRER","2","4296.00","NE","3916.00","5103.00","Body Repairer (https://data.kcmo.org/Human-Resources/Body-Repairer/6zx5-653h)"
"BUDGET OFFICER","1","11873.00","EX","6368.00","12175.00","Budget Officer (https://data.kcmo.org/Human-Resources/Budget-Officer/3m7v-f8d4)"
"BUDGET OFFICER","1","11873.00","EX","6368.00","12175.00","Budget Officer (https://data.kcmo.org/Human-Resources/Budget-Officer/3m7v-f8d4)"
"BUILDING MAINTENANCE SUPERVISOR","7","3747.00","NE","3380.00","5103.00","Building Maintenance Supervisor (https://data.kcmo.org/Human-Resources/Building-Maintenance-Supervisor/e84j-7s3j)"
"BUILDING MAINTENANCE SUPERVISOR","7","3747.00","NE","3380.00","5103.00","Building Maintenance Supervisor (https://data.kcmo.org/Human-Resources/Building-Maintenance-Supervisor/e84j-7s3j)"
"BUILDING MAINTENANCE WORKER","87","3171.00","NE","2487.00","4014.00","Building Maintenance Worker (https://data.kcmo.org/Human-Resources/Building-Maintenance-Worker/m4kt-tshy)"
"BUILDING MAINTENANCE WORKER","87","3171.00","NE","2487.00","4014.00","Building Maintenance Worker (https://data.kcmo.org/Human-Resources/Building-Maintenance-Worker/m4kt-tshy)"
"BUILDING MANAGER","2","5134.00","EX","4230.00","7534.00","Building Manager (https://data.kcmo.org/Human-Resources/Building-Manager/2fdn-843z)"
"BUILDING MANAGER","2","5134.00","EX","4230.00","7534.00","Building Manager (https://data.kcmo.org/Human-Resources/Building-Manager/2fdn-843z)"
"BUS OPERATOR","40","2766.00","NE","2487.00","4014.00","Bus Operator (https://data.kcmo.org/Human-Resources/Bus-Operator/hst5-f9ay)"
"BUS OPERATOR","40","2766.00","NE","2487.00","4014.00","Bus Operator (https://data.kcmo.org/Human-Resources/Bus-Operator/hst5-f9ay)"
"BUS OPERATOR TRAINEE","4","2310.00","NE","2200.00","3273.00","Bus Operator Trainee (https://data.kcmo.org/d/h7w4-5dxz?category=dataset&view_name=Bus-Operator-Trainee)"
"BUS OPERATOR TRAINEE","4","2310.00","NE","2200.00","3273.00","Bus Operator Trainee (https://data.kcmo.org/d/h7w4-5dxz?category=dataset&view_name=Bus-Operator-Trainee)"
"CHEMIST","15","3729.00","NE","3161.00","5103.00","Chemist (https://data.kcmo.org/Human-Resources/Chemist/v6aw-3jk2)"
"CHEMIST","15","3729.00","NE","3161.00","5103.00","Chemist (https://data.kcmo.org/Human-Resources/Chemist/v6aw-3jk2)"
"CHIEF DEPUTY CITY CLERK","1","5416.00","EX","3794.00","6769.00","Chief Deputy City Clerk (https://data.kcmo.org/Human-Resources/Chief-Deputy-City-Clerk/n7wy-ut63)"
"CHIEF DEPUTY CITY CLERK","1","5416.00","EX","3794.00","6769.00","Chief Deputy City Clerk (https://data.kcmo.org/Human-Resources/Chief-Deputy-City-Clerk/n7wy-ut63)"
"CHIEF PLANT OPERATOR","11","5086.00","NE","3792.00","6120.00","Chief Plant Operator (https://data.kcmo.org/Human-Resources/Chief-Plant-Operator/4n8y-9rbf)"
"CHIEF PLANT OPERATOR","11","5086.00","NE","3792.00","6120.00","Chief Plant Operator (https://data.kcmo.org/Human-Resources/Chief-Plant-Operator/4n8y-9rbf)"
"CITY ATTORNEY","1","15955.00","EX","7567.00","16115.00","City Attorney (https://data.kcmo.org/Human-Resources/City-Attorney/ewxt-54ku)"
"CITY ATTORNEY","1","15955.00","EX","7567.00","16115.00","City Attorney (https://data.kcmo.org/Human-Resources/City-Attorney/ewxt-54ku)"
"CITY AUDITOR","1","10456.00","EX","7567.00","14422.00","City Auditor (https://data.kcmo.org/Human-Resources/City-Auditor/dsvi-4d39)"
"CITY AUDITOR","1","10456.00","EX","7567.00","14422.00","City Auditor (https://data.kcmo.org/Human-Resources/City-Auditor/dsvi-4d39)"
"CITY CLERK","1","6665.00","EX","5362.00","10373.00","City Clerk (https://data.kcmo.org/Human-Resources/City-Clerk/bpxw-q8pu)"
"CITY CLERK","1","6665.00","EX","5362.00","10373.00","City Clerk (https://data.kcmo.org/Human-Resources/City-Clerk/bpxw-q8pu)"
"CITY CONTROLLER","1","10834.00","EX","6195.00","11169.00","City Controller (https://data.kcmo.org/Human-Resources/City-Controller/r87x-94jk)"
"CITY CONTROLLER","1","10834.00","EX","6195.00","11169.00","City Controller (https://data.kcmo.org/Human-Resources/City-Controller/r87x-94jk)"
"CITY FORESTER","1","6107.00","EX","4230.00","7534.00","City Forester (https://data.kcmo.org/Human-Resources/City-Forester/fz2g-z4ky)"
"CITY FORESTER","1","6107.00","EX","4230.00","7534.00","City Forester (https://data.kcmo.org/Human-Resources/City-Forester/fz2g-z4ky)"
"CITY MANAGER","1","18333.00","EX","7215.00","22100.00",
"CITY MANAGER","1","18333.00","EX","7215.00","22100.00",
"CITY PROSECUTOR","1","9205.00","EX","7147.00","13601.00","City Prosecutor (https://data.kcmo.org/Human-Resources/City-Prosecutor/4spj-bnpw)"
"CITY PROSECUTOR","1","9205.00","EX","7147.00","13601.00","City Prosecutor (https://data.kcmo.org/Human-Resources/City-Prosecutor/4spj-bnpw)"
"CITY TREASURER","1","9846.00","EX","6195.00","11169.00","City Treasurer (https://data.kcmo.org/Human-Resources/City-Treasurer/ryfa-y2s8)"
"CITY TREASURER","1","9846.00","EX","6195.00","11169.00","City Treasurer (https://data.kcmo.org/Human-Resources/City-Treasurer/ryfa-y2s8)"
"CLERICAL SUPERVISOR","0","0","NE","2885.00","4656.00","Clerical Supervisor (https://data.kcmo.org/Human-Resources/Clerical-Supervisor/5pi3-mztn)"
"CLERICAL SUPERVISOR","0","0","NE","2885.00","4656.00","Clerical Supervisor (https://data.kcmo.org/Human-Resources/Clerical-Supervisor/5pi3-mztn)"
"CODE ENFORCEMENT MANAGER","2","5853.00","EX","3957.00","6769.00","Code Enforcement Manager (https://data.kcmo.org/Human-Resources/Code-Enforcement-Manager/anp4-jauv)"
"CODE ENFORCEMENT MANAGER","2","5853.00","EX","3957.00","6769.00","Code Enforcement Manager (https://data.kcmo.org/Human-Resources/Code-Enforcement-Manager/anp4-jauv)"
"CODE ENFORCEMENT OFFICER","55","3948.00","NE","3161.00","5103.00","Code Enforcement Officer (https://data.kcmo.org/Human-Resources/Code-Enforcement-Officer/rsnd-v3as)"
"CODE ENFORCEMENT OFFICER","55","3948.00","NE","3161.00","5103.00","Code Enforcement Officer (https://data.kcmo.org/Human-Resources/Code-Enforcement-Officer/rsnd-v3as)"
"CODE ENFORCEMENT SUPERVISOR","11","4914.00","NE","3935.00","6120.00","Code Enforcement Supervisor (https://data.kcmo.org/Human-Resources/Code-Enforcement-Supervisor/kahs-xexw)"
"CODE ENFORCEMENT SUPERVISOR","11","4914.00","NE","3935.00","6120.00","Code Enforcement Supervisor (https://data.kcmo.org/Human-Resources/Code-Enforcement-Supervisor/kahs-xexw)"
"COMMUNICATIONS SPECIALIST","42","4693.00","NE","3130.00","6463.00","Communications Specialist (https://data.kcmo.org/Human-Resources/Communications-Specialist/hjnk-mp48)"
"COMMUNICATIONS SPECIALIST","42","4693.00","NE","3130.00","6463.00","Communications Specialist (https://data.kcmo.org/Human-Resources/Communications-Specialist/hjnk-mp48)"
"CONSTRUCTION CODE INSPECTOR","22","3954.00","NE","3264.00","5103.00","Construction Code Inspector (https://data.kcmo.org/Human-Resources/Construction-Code-Inspector-Supervisor/gsnb-2chz)"
"CONSTRUCTION CODE INSPECTOR","22","3954.00","NE","3264.00","5103.00","Construction Code Inspector (https://data.kcmo.org/Human-Resources/Construction-Code-Inspector-Supervisor/gsnb-2chz)"
"CONSTRUCTION CODE INSPECTOR SUPERVISOR","6","6288.00","EX","4065.00","6769.00","Construction Code Inspector Supervisor (https://data.kcmo.org/Human-Resources/Construction-Code-Inspector/v3jg-hpah)"
"CONSTRUCTION CODE INSPECTOR SUPERVISOR","6","6288.00","EX","4065.00","6769.00","Construction Code Inspector Supervisor (https://data.kcmo.org/Human-Resources/Construction-Code-Inspector/v3jg-hpah)"
"CORPORATE SAFETY MANAGER","0","0","EX","4945.00","8833.00","Corporate Safety Manager (https://data.kcmo.org/Human-Resources/Corporate-Safety-Manager/bhpt-kmp6)"
"CORPORATE SAFETY MANAGER","0","0","EX","4945.00","8833.00","Corporate Safety Manager (https://data.kcmo.org/Human-Resources/Corporate-Safety-Manager/bhpt-kmp6)"
"CORRECTIONAL OFFICER","3","2709.00","NE","2651.00","4014.00","Correctional Officer (https://data.kcmo.org/Human-Resources/Correctional-Officer/3mmk-umfu)"
"CORRECTIONAL OFFICER","3","2709.00","NE","2651.00","4014.00","Correctional Officer (https://data.kcmo.org/Human-Resources/Correctional-Officer/3mmk-umfu)"
"CORRECTIONAL SUPERVISOR","1","4836.00","NE","3161.00","5103.00","Correctional Supervisor (https://data.kcmo.org/Human-Resources/Correctional-Supervisor/t6g4-2qt9)"
"CORRECTIONAL SUPERVISOR","1","4836.00","NE","3161.00","5103.00","Correctional Supervisor (https://data.kcmo.org/Human-Resources/Correctional-Supervisor/t6g4-2qt9)"
"COUNCIL MEMBER","12","5893.00","EX",,"61569.00",
"COUNCIL MEMBER","12","5893.00","EX",,"61569.00",
"CRAFTS PERSON","9","3736.00","NE","2979.00","4656.00","Crafts Person (https://data.kcmo.org/Human-Resources/Crafts-Person/rfe9-buwe)"
"CRAFTS PERSON","9","3736.00","NE","2979.00","4656.00","Crafts Person (https://data.kcmo.org/Human-Resources/Crafts-Person/rfe9-buwe)"
"CUSTOMER SERVICE REPRESENTATIVE","67","2850.00","NE","2487.00","4014.00","Customer Service Representative (https://data.kcmo.org/Human-Resources/Customer-Service-Representative/q486-ff62)"
"CUSTOMER SERVICE REPRESENTATIVE","67","2850.00","NE","2487.00","4014.00","Customer Service Representative (https://data.kcmo.org/Human-Resources/Customer-Service-Representative/q486-ff62)"
"CUSTOMER SERVICE SPECIALIST","42","3327.00","NE","2610.00","4213.00","Customer Service Specialist (https://data.kcmo.org/Human-Resources/Customer-Service-Specialist/4ajp-pwiu)"
"CUSTOMER SERVICE SPECIALIST","42","3327.00","NE","2610.00","4213.00","Customer Service Specialist (https://data.kcmo.org/Human-Resources/Customer-Service-Specialist/4ajp-pwiu)"
"CUSTOMER SERVICE SUPERVISOR","10","3896.00","NE","3161.00","5103.00","Customer Service Supervisor (https://data.kcmo.org/Human-Resources/Customer-Service-Supervisor/buny-s2hd)"
"CUSTOMER SERVICE SUPERVISOR","10","3896.00","NE","3161.00","5103.00","Customer Service Supervisor (https://data.kcmo.org/Human-Resources/Customer-Service-Supervisor/buny-s2hd)"
"DEPUTY DIRECTOR","20","10770.00","EX","6368.00","12363.00","Deputy Director (https://data.kcmo.org/Human-Resources/Division-Chief/qq28-kzad)"
"DEPUTY DIRECTOR","20","10770.00","EX","6368.00","12363.00","Deputy Director (https://data.kcmo.org/Human-Resources/Division-Chief/qq28-kzad)"
"DEPUTY DIRECTOR OF AVIATION","5","12695.00","EX","6368.00","15858.00","Deputy Director of Aviation (https://data.kcmo.org/Human-Resources/Deputy-Director/vunm-5xna)"
"DEPUTY DIRECTOR OF AVIATION","5","12695.00","EX","6368.00","15858.00","Deputy Director of Aviation (https://data.kcmo.org/Human-Resources/Deputy-Director/vunm-5xna)"
"DEPUTY DIRECTOR OF WATER SERVICES","10","11043.00","EX","7374.00","14422.00","Deputy Director of Water Services (https://data.kcmo.org/Human-Resources/Director-Of-Aviation/m8m4-kxb9)"
"DEPUTY DIRECTOR OF WATER SERVICES","10","11043.00","EX","7374.00","14422.00","Deputy Director of Water Services (https://data.kcmo.org/Human-Resources/Director-Of-Aviation/m8m4-kxb9)"
"DEVELOPMENT SPECIALIST I","2","4746.00","NE","3353.00","5873.00","Development Specialist I (https://data.kcmo.org/Human-Resources/Development-Specialist-I/g7a9-f9ve)"
"DEVELOPMENT SPECIALIST I","2","4746.00","NE","3353.00","5873.00","Development Specialist I (https://data.kcmo.org/Human-Resources/Development-Specialist-I/g7a9-f9ve)"
