"kiva_pin","county_apn","address_number","fraction","prefix","street","street_type","suite","combined_full_address","combined_streamlined_address","city","state","x_coordinate","y_coordinate","longitude","latitude","latitude_and_longitude","location_field"
"100010","CL1330600060050001","616",,"NE","93RD","CT",,"616  NE 93RD CT ","616 NE 93RD CT ","Kansas City","Missouri","2768485.271","1127834.178","-94.57142658","39.26405128","(39.26405128, -94.57142658)","93RD
Kansas City, Missouri 
(39.26405128, -94.57142658)"
"100011","CL1330600060060001","620",,"NE","93RD","CT",,"620  NE 93RD CT ","620 NE 93RD CT ","Kansas City","Missouri","2768583.445","1127828.152","-94.57107981","39.26403495","(39.26403495, -94.57107981)","93RD
Kansas City, Missouri 
(39.26403495, -94.57107981)"
"100012","CL1330600060070001","623",,"NE","93RD","CT",,"623  NE 93RD CT ","623 NE 93RD CT ","Kansas City","Missouri","2768609.348","1127735.613","-94.57098807","39.26378093","(39.26378093, -94.57098807)","93RD
Kansas City, Missouri 
(39.26378093, -94.57098807)"
"100013","CL1330600060080001","619",,"NE","93RD","CT",,"619  NE 93RD CT ","619 NE 93RD CT ","Kansas City","Missouri","2768587.839","1127634.202","-94.57106376","39.26350245","(39.26350245, -94.57106376)","93RD
Kansas City, Missouri 
(39.26350245, -94.57106376)"
"100014","CL1330600060090001","615",,"NE","93RD","CT",,"615  NE 93RD CT ","615 NE 93RD CT ","Kansas City","Missouri","2768512.018","1127600.471","-94.57133146","39.26340967","(39.26340967, -94.57133146)","93RD
Kansas City, Missouri 
(39.26340967, -94.57133146)"
"100015","CL1330600060100001","609",,"NE","93RD","CT",,"609  NE 93RD CT ","609 NE 93RD CT ","Kansas City","Missouri","2768428.828","1127632.851","-94.57162537","39.2634984","(39.2634984, -94.57162537)","93RD
Kansas City, Missouri 
(39.2634984, -94.57162537)"
"100016","CL1330600060110001","605",,"NE","93RD","CT",,"605  NE 93RD CT ","605 NE 93RD CT ","Kansas City","Missouri","2768362.095","1127636.442","-94.57186107","39.26350811","(39.26350811, -94.57186107)","93RD
Kansas City, Missouri 
(39.26350811, -94.57186107)"
"100017","CL1330600060120001","601",,"NE","93RD","CT",,"601  NE 93RD CT ","601 NE 93RD CT ","Kansas City","Missouri","2768288.36","1127625.589","-94.57212147","39.26347815","(39.26347815, -94.57212147)","93RD
Kansas City, Missouri 
(39.26347815, -94.57212147)"
"100018","CL1330600060130001","9301",,"N","KENWOOD","AVE",,"9301  N KENWOOD AVE ","9301 N KENWOOD AVE ","Kansas City","Missouri","2768373.741","1127523.567","-94.57181962","39.26319822","(39.26319822, -94.57181962)","KENWOOD
Kansas City, Missouri 
(39.26319822, -94.57181962)"
"100019","CL1330600060140001","624",,"NE","93RD","ST",,"624  NE 93RD ST ","624 NE 93RD ST ","Kansas City","Missouri","2768431.204","1127475.287","-94.57161653","39.26306579","(39.26306579, -94.57161653)","93RD
Kansas City, Missouri 
(39.26306579, -94.57161653)"
"10002","JA28310240400000000","3411",,"E","9TH","ST",,"3411  E 9TH ST ","3411 E 9TH ST ","Kansas City","Missouri","2776965.943","1068737.374","-94.54137815","39.10180708","(39.10180708, -94.54137815)","9TH
Kansas City, Missouri 
(39.10180708, -94.54137815)"
"10002","JA28310240400000000","3415",,"E","9TH","ST",,"3415  E 9TH ST ","3415 E 9TH ST ","Kansas City","Missouri","2776965.943","1068737.374","-94.54137815","39.10180708","(39.10180708, -94.54137815)","9TH
Kansas City, Missouri 
(39.10180708, -94.54137815)"
"100020","CL1330600060150001","628",,"NE","93RD","ST",,"628  NE 93RD ST ","628 NE 93RD ST ","Kansas City","Missouri","2768504.442","1127460.153","-94.57135782","39.2630244","(39.2630244, -94.57135782)","93RD
Kansas City, Missouri 
(39.2630244, -94.57135782)"
"100021","CL1330600060160001","700",,"NE","93RD","ST",,"700  NE 93RD ST ","700 NE 93RD ST ","Kansas City","Missouri","2768576.043","1127454.636","-94.57110492","39.26300941","(39.26300941, -94.57110492)","93RD
Kansas City, Missouri 
(39.26300941, -94.57110492)"
"100022","CL1330600060170001","704",,"NE","93RD","ST",,"704  NE 93RD ST ","704 NE 93RD ST ","Kansas City","Missouri","2768646.047","1127447.216","-94.57085766","39.26298918","(39.26298918, -94.57085766)","93RD
Kansas City, Missouri 
(39.26298918, -94.57085766)"
"100023","CL1330600070290001","9219",,"N","HOLMES","CT",,"9219  N HOLMES CT ","9219 N HOLMES CT ","Kansas City","Missouri","2768622.14","1127276.554","-94.57094162","39.26252056","(39.26252056, -94.57094162)","HOLMES
Kansas City, Missouri 
(39.26252056, -94.57094162)"
"100024","CL1330600070280001","9215",,"N","HOLMES","CT",,"9215  N HOLMES CT ","9215 N HOLMES CT ","Kansas City","Missouri","2768599.71","1127195.987","-94.57102062","39.26229931","(39.26229931, -94.57102062)","HOLMES
Kansas City, Missouri 
(39.26229931, -94.57102062)"
"100025","CL1330600070270001","9209",,"N","HOLMES","CT",,"9209  N HOLMES CT ","9209 N HOLMES CT ","Kansas City","Missouri","2768573.673","1127118.169","-94.57111236","39.2620856","(39.2620856, -94.57111236)","HOLMES
Kansas City, Missouri 
(39.2620856, -94.57111236)"
"100026","CL1330600070260001","9205",,"N","HOLMES","CT",,"9205  N HOLMES CT ","9205 N HOLMES CT ","Kansas City","Missouri","2768560.211","1127020.722","-94.57115964","39.26181802","(39.26181802, -94.57115964)","HOLMES
Kansas City, Missouri 
(39.26181802, -94.57115964)"
"100027","CL1330600070250001","9201",,"N","HOLMES","CT",,"9201  N HOLMES CT ","9201 N HOLMES CT ","Kansas City","Missouri","2768480.59","1126958.135","-94.57144067","39.26164601","(39.26164601, -94.57144067)","HOLMES
Kansas City, Missouri 
(39.26164601, -94.57144067)"
"100028","CL1330600070240001","9200",,"N","HOLMES","CT",,"9200  N HOLMES CT ","9200 N HOLMES CT ","Kansas City","Missouri","2768332.83","1126974.684","-94.57196257","39.26169112","(39.26169112, -94.57196257)","HOLMES
Kansas City, Missouri 
(39.26169112, -94.57196257)"
"100029","CL1330600070230001","9204",,"N","HOLMES","CT",,"9204  N HOLMES CT ","9204 N HOLMES CT ","Kansas City","Missouri","2768297.911","1127097.81","-94.57208625","39.2620291","(39.2620291, -94.57208625)","HOLMES
Kansas City, Missouri 
(39.2620291, -94.57208625)"
"10003","JA28310240500000000","3321",,"E","9TH","ST",,"3321  E 9TH ST ","3321 E 9TH ST ","Kansas City","Missouri","2776916.097","1068739.511","-94.54155381","39.10181289","(39.10181289, -94.54155381)","9TH
Kansas City, Missouri 
(39.10181289, -94.54155381)"
"100030","CL1330600070220001","9208",,"N","HOLMES","CT",,"9208  N HOLMES CT ","9208 N HOLMES CT ","Kansas City","Missouri","2768341.271","1127181.223","-94.57193334","39.26225821","(39.26225821, -94.57193334)","HOLMES
Kansas City, Missouri 
(39.26225821, -94.57193334)"
"100031","CL1330600070210001","9212",,"N","HOLMES","CT",,"9212  N HOLMES CT ","9212 N HOLMES CT ","Kansas City","Missouri","2768418.712","1127224.371","-94.57165995","39.26237685","(39.26237685, -94.57165995)","HOLMES
Kansas City, Missouri 
(39.26237685, -94.57165995)"
"100032","CL1330600070200001","9216",,"N","HOLMES","CT",,"9216  N HOLMES CT ","9216 N HOLMES CT ","Kansas City","Missouri","2768456.891","1127295.124","-94.57152531","39.26257119","(39.26257119, -94.57152531)","HOLMES
Kansas City, Missouri 
(39.26257119, -94.57152531)"
"100033","CL1330600070190001","9227",,"N","KENWOOD","AVE",,"9227  N KENWOOD AVE ","9227 N KENWOOD AVE ","Kansas City","Missouri","2768339.863","1127328.547","-94.57193873","39.2626627","(39.2626627, -94.57193873)","KENWOOD
Kansas City, Missouri 
(39.2626627, -94.57193873)"
"100034","CL1330600070180001","9225",,"N","KENWOOD","AVE",,"9225  N KENWOOD AVE ","9225 N KENWOOD AVE ","Kansas City","Missouri","2768266.679","1127283.381","-94.57219708","39.26253854","(39.26253854, -94.57219708)","KENWOOD
Kansas City, Missouri 
(39.26253854, -94.57219708)"
"100035","CL1330600070170001","9219",,"N","KENWOOD","AVE",,"9219  N KENWOOD AVE ","9219 N KENWOOD AVE ","Kansas City","Missouri","2768200.663","1127258.636","-94.57243017","39.26247045","(39.26247045, -94.57243017)","KENWOOD
Kansas City, Missouri 
(39.26247045, -94.57243017)"
"100036","CL1330600070160001","9215",,"N","KENWOOD","AVE",,"9215  N KENWOOD AVE ","9215 N KENWOOD AVE ","Kansas City","Missouri","2768152.525","1127200.393","-94.57260002","39.26231043","(39.26231043, -94.57260002)","KENWOOD
Kansas City, Missouri 
(39.26231043, -94.57260002)"
"100037","CL1330600070150001","9209",,"N","KENWOOD","AVE",,"9209  N KENWOOD AVE ","9209 N KENWOOD AVE ","Kansas City","Missouri","2768182.358","1127097.484","-94.57249436","39.26202795","(39.26202795, -94.57249436)","KENWOOD
Kansas City, Missouri 
(39.26202795, -94.57249436)"
"100038","CL1330600070140001","9205",,"N","KENWOOD","AVE",,"9205  N KENWOOD AVE ","9205 N KENWOOD AVE ","Kansas City","Missouri","2768152.951","1126980.306","-94.57259789","39.26170616","(39.26170616, -94.57259789)","KENWOOD
Kansas City, Missouri 
(39.26170616, -94.57259789)"
"100039","CL1330600070130001","9201",,"N","KENWOOD","AVE",,"9201  N KENWOOD AVE ","9201 N KENWOOD AVE ","Kansas City","Missouri","2768007.978","1126999.561","-94.57310996","39.26175871","(39.26175871, -94.57310996)","KENWOOD
Kansas City, Missouri 
(39.26175871, -94.57310996)"
"10004","JA28310240600000000","3319",,"E","9TH","ST",,"3319  E 9TH ST ","3319 E 9TH ST ","Kansas City","Missouri","2776856.276","1068742.075","-94.54176461","39.10181985","(39.10181985, -94.54176461)","9TH
Kansas City, Missouri 
(39.10181985, -94.54176461)"
"100040","CL1330600070120001","9200",,"N","KENWOOD","AVE",,"9200  N KENWOOD AVE ","9200 N KENWOOD AVE ","Kansas City","Missouri","2767927.184","1127076.066","-94.57339553","39.26196858","(39.26196858, -94.57339553)","KENWOOD
Kansas City, Missouri 
(39.26196858, -94.57339553)"
"100041","CL1330600070110001","9204",,"N","KENWOOD","AVE",,"9204  N KENWOOD AVE ","9204 N KENWOOD AVE ","Kansas City","Missouri","2767948.697","1127193.9","-94.57331989","39.26229216","(39.26229216, -94.57331989)","KENWOOD
Kansas City, Missouri 
(39.26229216, -94.57331989)"
"100042","CL1330600070100001","9210",,"N","KENWOOD","AVE",,"9210  N KENWOOD AVE ","9210 N KENWOOD AVE ","Kansas City","Missouri","2767963.922","1127285.89","-94.57326638","39.26254476","(39.26254476, -94.57326638)","KENWOOD
Kansas City, Missouri 
(39.26254476, -94.57326638)"
"100043","CL1330600070090001","9214",,"N","KENWOOD","AVE",,"9214  N KENWOOD AVE ","9214 N KENWOOD AVE ","Kansas City","Missouri","2767987.726","1127382.794","-94.57318258","39.26281087","(39.26281087, -94.57318258)","KENWOOD
Kansas City, Missouri 
(39.26281087, -94.57318258)"
"100044","CL1330600070080001","9218",,"N","KENWOOD","AVE",,"9218  N KENWOOD AVE ","9218 N KENWOOD AVE ","Kansas City","Missouri","2768061.58","1127423.313","-94.57292185","39.26292228","(39.26292228, -94.57292185)","KENWOOD
Kansas City, Missouri 
(39.26292228, -94.57292185)"
"100045","CL1330600070070001","9222",,"N","KENWOOD","AVE",,"9222  N KENWOOD AVE ","9222 N KENWOOD AVE ","Kansas City","Missouri","2768151.57","1127436.562","-94.57260406","39.26295886","(39.26295886, -94.57260406)","KENWOOD
Kansas City, Missouri 
(39.26295886, -94.57260406)"
"100046","CL1330600070060001","9226",,"N","KENWOOD","AVE",,"9226  N KENWOOD AVE ","9226 N KENWOOD AVE ","Kansas City","Missouri","2768226.424","1127466.127","-94.57233977","39.2630402","(39.2630402, -94.57233977)","KENWOOD
Kansas City, Missouri 
(39.2630402, -94.57233977)"
"100047","CL1330600070050001","9304",,"N","KENWOOD","AVE",,"9304  N KENWOOD AVE ","9304 N KENWOOD AVE ","Kansas City","Missouri","2768169.202","1127561.621","-94.57254214","39.26330226","(39.26330226, -94.57254214)","KENWOOD
Kansas City, Missouri 
(39.26330226, -94.57254214)"
"100048","CL1330600070040001","9308",,"N","KENWOOD","AVE",,"9308  N KENWOOD AVE ","9308 N KENWOOD AVE ","Kansas City","Missouri","2768074.445","1127541.415","-94.57287675","39.26324657","(39.26324657, -94.57287675)","KENWOOD
Kansas City, Missouri 
(39.26324657, -94.57287675)"
"100049","CL1330600070030001","9312",,"N","KENWOOD","AVE",,"9312  N KENWOOD AVE ","9312 N KENWOOD AVE ","Kansas City","Missouri","2767988.699","1127582.444","-94.57317972","39.26335903","(39.26335903, -94.57317972)","KENWOOD
Kansas City, Missouri 
(39.26335903, -94.57317972)"
"10005","JA28320170100000000","3303",,"E","9TH","ST",,"3303  E 9TH ST ","3303 E 9TH ST ","Kansas City","Missouri","2776783.389","1068747.997","-94.54202146","39.10183602","(39.10183602, -94.54202146)","9TH
Kansas City, Missouri 
(39.10183602, -94.54202146)"
"100050","CL1330600070020001","9316",,"N","KENWOOD","AVE",,"9316  N KENWOOD AVE ","9316 N KENWOOD AVE ","Kansas City","Missouri","2767991.342","1127696.822","-94.57317071","39.26367307","(39.26367307, -94.57317071)","KENWOOD
Kansas City, Missouri 
(39.26367307, -94.57317071)"
"100051","CL1330600070010001","9320",,"N","KENWOOD","AVE",,"9320  N KENWOOD AVE ","9320 N KENWOOD AVE ","Kansas City","Missouri","2768033.331","1127773.867","-94.57302263","39.2638847","(39.2638847, -94.57302263)","KENWOOD
Kansas City, Missouri 
(39.2638847, -94.57302263)"
"100052","CL1330600050030001","555",,"NE","94TH","ST",,"555  NE 94TH ST ","555 NE 94TH ST ","Kansas City","Missouri","2767432.471","1127747.25","-94.57514474","39.26381027","(39.26381027, -94.57514474)","94TH
Kansas City, Missouri 
(39.26381027, -94.57514474)"
"100052","CL1330600050030001","9351",,"N","OAK","TRFY",,"9351  N OAK TRFY ","9351 N OAK TRFY ","Kansas City","Missouri","2767432.471","1127747.25","-94.57514474","39.26381027","(39.26381027, -94.57514474)","OAK
Kansas City, Missouri 
(39.26381027, -94.57514474)"
"100055","CL1330600060180001","9300",,"N","CHARLOTTE","CT",,"9300  N CHARLOTTE CT ","9300 N CHARLOTTE CT ","Kansas City","Missouri","2768737.53","1127404.768","-94.57053443","39.26287284","(39.26287284, -94.57053443)","CHARLOTTE
Kansas City, Missouri 
(39.26287284, -94.57053443)"
"100056","CL1330600060190001","9304",,"N","CHARLOTTE","CT",,"9304  N CHARLOTTE CT ","9304 N CHARLOTTE CT ","Kansas City","Missouri","2768744.055","1127479.182","-94.57051159","39.26307716","(39.26307716, -94.57051159)","CHARLOTTE
Kansas City, Missouri 
(39.26307716, -94.57051159)"
"100057","CL1330600060200001","9308",,"N","CHARLOTTE","CT",,"9308  N CHARLOTTE CT ","9308 N CHARLOTTE CT ","Kansas City","Missouri","2768714.151","1127550.028","-94.5706174","39.26327161","(39.26327161, -94.5706174)","CHARLOTTE
Kansas City, Missouri 
(39.26327161, -94.5706174)"
"100058","CL1330600060210001","9312",,"N","CHARLOTTE","CT",,"9312  N CHARLOTTE CT ","9312 N CHARLOTTE CT ","Kansas City","Missouri","2768724.889","1127618.212","-94.57057966","39.26345884","(39.26345884, -94.57057966)","CHARLOTTE
Kansas City, Missouri 
(39.26345884, -94.57057966)"
"100059","CL1330600060220001","9316",,"N","CHARLOTTE","CT",,"9316  N CHARLOTTE CT ","9316 N CHARLOTTE CT ","Kansas City","Missouri","2768724.482","1127690.613","-94.5705813","39.26365763","(39.26365763, -94.5705813)","CHARLOTTE
Kansas City, Missouri 
(39.26365763, -94.5705813)"
"10006","JA28310240700000000","3318",,"E","10TH","ST",,"3318  E 10TH ST ","3318 E 10TH ST ","Kansas City","Missouri","2776828.772","1068551.858","-94.54186122","39.10129754","(39.10129754, -94.54186122)","10TH
Kansas City, Missouri 
(39.10129754, -94.54186122)"
"100060","CL1330600060230001","9320",,"N","CHARLOTTE","CT",,"9320  N CHARLOTTE CT ","9320 N CHARLOTTE CT ","Kansas City","Missouri","2768713.596","1127792.719","-94.57062003","39.26393794","(39.26393794, -94.57062003)","CHARLOTTE
Kansas City, Missouri 
(39.26393794, -94.57062003)"
"100061","CL1330600060240001","9324",,"N","CHARLOTTE","CT",,"9324  N CHARLOTTE CT ","9324 N CHARLOTTE CT ","Kansas City","Missouri","2768786.309","1127838.334","-94.57036334","39.26406334","(39.26406334, -94.57036334)","CHARLOTTE
Kansas City, Missouri 
(39.26406334, -94.57036334)"
"100062","CL1330600060250001","9325",,"N","CHARLOTTE","CT",,"9325  N CHARLOTTE CT ","9325 N CHARLOTTE CT ","Kansas City","Missouri","2768903.015","1127836.26","-94.56995114","39.2640579","(39.2640579, -94.56995114)","CHARLOTTE
Kansas City, Missouri 
(39.2640579, -94.56995114)"
"100063","CL1330600060260001","9321",,"N","CHARLOTTE","CT",,"9321  N CHARLOTTE CT ","9321 N CHARLOTTE CT ","Kansas City","Missouri","2768953.801","1127768.829","-94.56977158","39.26387286","(39.26387286, -94.56977158)","CHARLOTTE
Kansas City, Missouri 
(39.26387286, -94.56977158)"
"100064","CL1330600060270001","9317",,"N","CHARLOTTE","CT",,"9317  N CHARLOTTE CT ","9317 N CHARLOTTE CT ","Kansas City","Missouri","2768934.262","1127677.221","-94.56984034","39.2636213","(39.2636213, -94.56984034)","CHARLOTTE
Kansas City, Missouri 
(39.2636213, -94.56984034)"
"100065","CL1330600060280001","9311",,"N","CHARLOTTE","CT",,"9311  N CHARLOTTE CT ","9311 N CHARLOTTE CT ","Kansas City","Missouri","2768931.497","1127609.45","-94.56984992","39.26343522","(39.26343522, -94.56984992)","CHARLOTTE
Kansas City, Missouri 
(39.26343522, -94.56984992)"
"100066","CL1330600060290001","9309",,"N","CHARLOTTE","CT",,"9309  N CHARLOTTE CT ","9309 N CHARLOTTE CT ","Kansas City","Missouri","2768933.447","1127537.026","-94.56984284","39.26323638","(39.26323638, -94.56984284)","CHARLOTTE
Kansas City, Missouri 
(39.26323638, -94.56984284)"
"100067","CL1330600060300001","9305",,"N","CHARLOTTE","CT",,"9305  N CHARLOTTE CT ","9305 N CHARLOTTE CT ","Kansas City","Missouri","2768932.458","1127463.962","-94.56984613","39.26303577","(39.26303577, -94.56984613)","CHARLOTTE
Kansas City, Missouri 
(39.26303577, -94.56984613)"
"100068","CL1330600060310001","9301",,"N","CHARLOTTE","CT",,"9301  N CHARLOTTE CT ","9301 N CHARLOTTE CT ","Kansas City","Missouri","2768932.914","1127390.753","-94.56984432","39.26283477","(39.26283477, -94.56984432)","CHARLOTTE
Kansas City, Missouri 
(39.26283477, -94.56984432)"
"100069","CL1330600060320001","900",,"NE","93RD","ST",,"900  NE 93RD ST ","900 NE 93RD ST ","Kansas City","Missouri","2769051.693","1127435.57","-94.56942493","39.26295807","(39.26295807, -94.56942493)","93RD
Kansas City, Missouri 
(39.26295807, -94.56942493)"
"10007","JA28310240800000000","3322",,"E","10TH","ST",,"3322  E 10TH ST ","3322 E 10TH ST ","Kansas City","Missouri","2776866.172","1068550.253","-94.54172943","39.10129318","(39.10129318, -94.54172943)","10TH
Kansas City, Missouri 
(39.10129318, -94.54172943)"
"100070","CL1330600060330001","904",,"NE","93RD","ST",,"904  NE 93RD ST ","904 NE 93RD ST ","Kansas City","Missouri","2769121.008","1127447.779","-94.56918015","39.26299174","(39.26299174, -94.56918015)","93RD
Kansas City, Missouri 
(39.26299174, -94.56918015)"
"100071","CL1330600060340001","908",,"NE","93RD","ST",,"908  NE 93RD ST ","908 NE 93RD ST ","Kansas City","Missouri","2769189.842","1127461.75","-94.56893708","39.26303024","(39.26303024, -94.56893708)","93RD
Kansas City, Missouri 
(39.26303024, -94.56893708)"
"100072","CL1330600060350001","912",,"NE","93RD","ST",,"912  NE 93RD ST ","912 NE 93RD ST ","Kansas City","Missouri","2769251.794","1127501.674","-94.56871838","39.26313999","(39.26313999, -94.56871838)","93RD
Kansas City, Missouri 
(39.26313999, -94.56871838)"
"100073","CL1330600070300001","9218",,"N","CHARLOTTE","CT",,"9218  N CHARLOTTE CT ","9218 N CHARLOTTE CT ","Kansas City","Missouri","2768731.603","1127277.077","-94.57055501","39.26252223","(39.26252223, -94.57055501)","CHARLOTTE
Kansas City, Missouri 
(39.26252223, -94.57055501)"
"100074","CL1330600070310001","9214",,"N","CHARLOTTE","CT",,"9214  N CHARLOTTE CT ","9214 N CHARLOTTE CT ","Kansas City","Missouri","2768721.175","1127203.464","-94.57059164","39.2623201","(39.2623201, -94.57059164)","CHARLOTTE
Kansas City, Missouri 
(39.2623201, -94.57059164)"
"100075","CL1330600070320001","9210",,"N","CHARLOTTE","CT",,"9210  N CHARLOTTE CT ","9210 N CHARLOTTE CT ","Kansas City","Missouri","2768704.745","1127131.67","-94.57064947","39.26212295","(39.26212295, -94.57064947)","CHARLOTTE
Kansas City, Missouri 
(39.26212295, -94.57064947)"
"100076","CL1330600070330001","9206",,"N","CHARLOTTE","CT",,"9206  N CHARLOTTE CT ","9206 N CHARLOTTE CT ","Kansas City","Missouri","2768682.611","1127026.696","-94.57072736","39.26183468","(39.26183468, -94.57072736)","CHARLOTTE
Kansas City, Missouri 
(39.26183468, -94.57072736)"
