Report_No,Reported_Date,Reported Time,From_Date,From Time,To_Date,To Time,Offense,IBRS,Description,Beat,Zip Code,Rep_Dist,Area,DVFlag,Invl_No,Involvement,Race,Sex,Age,Firearm Used Flag  ,Location 1,Neighborhood Census,Council Districts,County Boundary,Zip Codes
130001085,01/05/2013 12:00:00 AM,12:27,01/05/2013 12:00:00 AM,0:01,01/05/2013 12:00:00 AM,12:00,640,23F,Stealing From Auto,641,64119,PC0418,SCP,N,1,SUS,U,U,,N,"8000 N DRURY AV
KANSAS CITY, MO 64119
(39.23734213200049, -94.51525201899966)",244,6,4,135
130000794,01/04/2013 12:00:00 AM,10:13,01/02/2013 12:00:00 AM,18:00,,,301,120,Strong Arm Robbery,121,64108,PJ0747,CPD,U,1,VIC,W,M,54,N,"E 8 ST/TRACY AV
KANSAS CITY, MO 64108
(39.08507054400047, -94.58157691099967)",97,4,7,92
130001133,01/05/2013 12:00:00 AM,17:27,01/05/2013 12:00:00 AM,13:00,01/05/2013 12:00:00 AM,16:30,650,23G,Stealing Auto Parts/,234,64114,PJ6174,MPD,U,1,SUS,U,U,,N,"8600 WARD PK S
KANSAS CITY, MO 64114
(38.958291974000474, -94.59571990299969)",210,1,7,162
130000933,01/04/2013 12:00:00 AM,19:04,12/24/2012 12:00:00 AM,16:00,01/04/2013 12:00:00 AM,19:10,501,220,Burglary - Residence,134,64111,PJ3662,CPD,U,1,SUS,U,U,,N,"4600 GENESEE ST
KANSAS CITY, MO 64111
(39.0444906460005, -94.60594581299966)",148,4,7,44
130000901,01/04/2013 12:00:00 AM,17:16,12/27/2012 12:00:00 AM,15:00,01/03/2013 12:00:00 AM,15:00,650,23G,Stealing Auto Parts/,143,64110,PJ3393,CPD,U,1,VIC,W,F,19,N,"4200 HARRISON ST
KANSAS CITY, MO 64110
(39.050542979000454, -94.57366591399966)",191,4,7,165
130000599,01/03/2013 12:00:00 AM,13:31,01/01/2013 12:00:00 AM,17:00,01/02/2013 12:00:00 AM,17:30,650,23G,Stealing Auto Parts/,212,64129,PJ4370,MPD,N,1,VIC,B,F,58,N,"5300 PERSIMMON TR
KANSAS CITY, MO 64129
(39.02795786200045, -94.5029986349997)",20,2,7,155
120091182,02/05/2013 12:00:00 AM,10:29,02/05/2013 12:00:00 AM,10:20,,,702,240,Auto Theft,125,,PJ2541,CPD,U,1,SUS,W,F,,N,"1200 E LINWOOD BL
KANSAS CITY, MO
(39.068658523000465, -94.56989949199965)",123,3,7,19
130000340,01/02/2013 12:00:00 AM,12:13,12/27/2012 12:00:00 AM,15:00,,,702,240,Auto Theft,411,64116,PC1483,NPD,U,1,VIC,,,,N,"200 NW HARLEM RD
KANSAS CITY, MO 64116
(39.11730310700045, -94.58862259899968)",137,4,4,167
130000868,01/04/2013 12:00:00 AM,14:47,12/29/2012 12:00:00 AM,10:00,12/31/2012 12:00:00 AM,14:00,501,220,Burglary - Residence,642,64118,PC0446,SCP,N,3,VIC,W,M,18,N,"1500 NE 77 TE
KANSAS CITY, MO 64118
(39.23464641600049, -94.5615707239997)",164,6,4,154
130000957,01/04/2013 12:00:00 AM,21:33,01/04/2013 12:00:00 AM,20:02,,,630,23C,Stealing Shoplifting,332,64128,PJ2651,EPD,U,1,VIC,,,,N,"2500 E LINWOOD BL
KANSAS CITY, MO 64128
(39.068103016000464, -94.55394264399968)",26,3,7,36
130000666,01/03/2013 12:00:00 AM,17:11,12/28/2012 12:00:00 AM,21:00,12/28/2012 12:00:00 AM,21:30,702,240,Auto Theft,321,64127,PJ1261,EPD,U,1,SUS,U,U,,N,"1300 ASKEW AV
KANSAS CITY, MO 64127
(39.0969718340005, -94.53999551999965)",215,3,7,95
130000692,01/03/2013 12:00:00 AM,19:20,01/03/2013 12:00:00 AM,18:00,01/03/2013 12:00:00 AM,19:10,640,23F,Stealing From Auto,131,64111,PJ2865,CPD,U,2,VIC,W,M,26,N,"3600 ROANOKE RD
KANSAS CITY, MO 64111
(39.06183277100047, -94.60328089099966)",232,4,7,50
130000797,01/04/2013 12:00:00 AM,10:34,01/04/2013 12:00:00 AM,10:34,,,1120,26A,Fraud/Confidence Gam,223,64130,PJ4517,MPD,U,1,VIC,,,,N,"5600 CHESTNUT AV
KANSAS CITY, MO 64130
(39.02454438600046, -94.55323663499968)",175,2,7,157
130000066,01/01/2013 12:00:00 AM,9:04,01/01/2013 12:00:00 AM,4:00,01/01/2013 12:00:00 AM,8:00,650,23G,Stealing Auto Parts/,414,64151,PP0402,NPD,N,1,SUS,U,U,,N,"7800 NW ROANRIDGE RD
KANSAS CITY, MO 64151
(39.19139386900048, -94.6132280279997)",152,5,3,66
130002628,01/11/2013 12:00:00 AM,16:45,01/11/2013 12:00:00 AM,8:00,01/11/2013 12:00:00 AM,15:00,1401,290,Property Damage,221,64112,PJ4092,MPD,U,1,SUS,U,U,,N,"5100 WYANDOTTE ST
KANSAS CITY, MO 64112
(39.03488432600045, -94.58970753899968)",36,4,7,44
130000384,01/02/2013 12:00:00 AM,15:05,12/26/2012 12:00:00 AM,2:00,,,1401,290,Property Damage,113,64106,PJ1246,CPD,U,1,SUS,U,U,,N,"1400 GRAND AV
KANSAS CITY, MO 64106
(39.097094480000465, -94.58109769699968)",5,4,7,75
130000845,01/04/2013 12:00:00 AM,13:38,01/03/2013 12:00:00 AM,18:00,01/04/2013 12:00:00 AM,8:30,1401,290,Property Damage,422,64154,PP0285,NPD,N,1,SUS,U,U,,N,"8800 N CHATHAM AV
KANSAS CITY, MO 64154
(39.25621096100048, -94.64057557899969)",14,5,3,81
130000747,01/04/2013 12:00:00 AM,6:12,12/03/2012 12:00:00 AM,11:00,12/03/2012 12:00:00 AM,16:00,670,23D,Stealing from Buildi,232,64132,PJ5620,MPD,U,1,VIC,W,F,56,N,"7400 HIGHLAND AV
KANSAS CITY, MO 64132
(38.992902503000494, -94.5675662059997)",98,2,7,163
130000331,01/02/2013 12:00:00 AM,12:06,01/01/2013 12:00:00 AM,7:00,01/01/2013 12:00:00 AM,18:30,670,23D,Stealing from Buildi,635,64117,PC1092,SCP,N,1,SUS,U,U,,N,"5200 NE 45 ST
KANSAS CITY, MO 64117
(39.17639833900046, -94.51888104999966)",128,6,4,166
130000083,01/01/2013 12:00:00 AM,9:25,01/01/2013 12:00:00 AM,2:30,,,302,120,Armed Robbery,121,64106,PJ0321,CPD,N,1,VIC,B,M,26,N,"400 TRACY AV
KANSAS CITY, MO 64106
(39.111383729000465, -94.56655471899967)",102,4,7,75
100021070,04/24/2013 12:00:00 AM,14:17,04/24/2013 12:00:00 AM,14:17,,,1352,280,Stolen Property OFFE,121,64109,PJ0407,CPD,U,1,VIC,,,,N,"400 HIGHLAND AV
KANSAS CITY, MO 64109
(39.11047062200049, -94.56157437999968)",135,3,7,75
130000609,01/03/2013 12:00:00 AM,14:03,01/03/2013 12:00:00 AM,8:00,01/03/2013 12:00:00 AM,13:30,1401,290,Property Damage,411,64118,PC0863,NPD,U,1,VIC,B,F,29,N,"00 NE 50 CT
KANSAS CITY, MO 64118
(39.18458296300048, -94.57747740599967)",82,6,4,154
130000501,01/03/2013 12:00:00 AM,4:12,01/03/2013 12:00:00 AM,3:49,,,690,23H,Stealing All Other,343,64128,PJ2688,EPD,U,1,SUS,B,M,,N,"4500 E LINWOOD BL
KANSAS CITY, MO 64128
(39.067376771000454, -94.53095030199967)",208,3,7,36
130000867,01/04/2013 12:00:00 AM,14:46,01/04/2013 12:00:00 AM,13:30,01/04/2013 12:00:00 AM,14:30,640,23F,Stealing From Auto,345,64133,PJ5159,EPD,U,1,VIC,W,F,24,N,"6400 MOATS AV
KANSAS CITY, MO 64133
(39.00592627000049, -94.44014505499968)",145,2,7,37
130000334,01/02/2013 12:00:00 AM,11:13,12/26/2012 12:00:00 AM,11:00,01/02/2013 12:00:00 AM,11:00,501,220,Burglary - Residence,331,64128,PJ2499,EPD,U,1,VIC,,,,N,"3000 INDIANA AV
KANSAS CITY, MO 64128
(39.07128188700045, -94.54356932699966)",77,3,7,36
130000217,01/02/2013 12:00:00 AM,0:37,01/02/2013 12:00:00 AM,0:32,,,1050,250,Counterfeiting,232,64131,PJ5653,MPD,U,1,SUS,U,U,,N,"7500 TROOST AV
KANSAS CITY, MO 64131
(38.991464016000464, -94.57568838699967)",146,1,7,163
130000934,01/04/2013 12:00:00 AM,19:05,12/15/2012 12:00:00 AM,12:00,01/04/2013 12:00:00 AM,19:00,501,220,Burglary - Residence,132,64111,PJ2970,CPD,U,2,VIC,W,F,21,N,"3700 CENTRAL ST
KANSAS CITY, MO 64111
(39.06022427300047, -94.58935969799967)",32,4,7,50
130000249,01/02/2013 12:00:00 AM,6:56,01/02/2013 12:00:00 AM,6:30,,,501,220,Burglary - Residence,643,64157,PC0312,SCP,N,1,VIC,W,M,39,N,"8500 N EASTERN AV
KANSAS CITY, MO 64157
(39.246799643000486, -94.49190375299969)",244,6,4,152
130000763,01/04/2013 12:00:00 AM,8:12,01/03/2013 12:00:00 AM,19:00,01/04/2013 12:00:00 AM,7:00,640,23F,Stealing From Auto,642,64119,PC0294,SCP,U,1,SUS,U,U,,N,"1300 NE 88 ST
KANSAS CITY, MO 64119
(39.254947196000444, -94.56403429599965)",30,6,4,82
130000394,01/02/2013 12:00:00 AM,15:38,10/10/2012 12:00:00 AM,9:00,10/18/2012 12:00:00 AM,9:00,650,23G,Stealing Auto Parts/,341,64126,PJ1335,EPD,U,1,VIC,W,F,49,N,"5800 E 14 ST
KANSAS CITY, MO 64126
(39.094944377000445, -94.51456091099965)",140,3,7,94
130000579,01/03/2013 12:00:00 AM,11:45,12/13/2012 12:00:00 AM,9:00,01/03/2013 12:00:00 AM,10:00,670,23D,Stealing from Buildi,534,64134,PJ7137,SPD,U,1,VIC,,,,N,"11400 CLEVELAND AV
KANSAS CITY, MO 64134
(38.91653938900049, -94.54658984899964)",226,1,7,149
130000773,01/04/2013 12:00:00 AM,8:53,12/21/2012 12:00:00 AM,9:00,12/31/2012 12:00:00 AM,17:00,650,23G,Stealing Auto Parts/,231,64131,PJ5444,MPD,U,1,SUS,U,U,,N,"400 W 72 ST
KANSAS CITY, MO 64131
(38.99739852200048, -94.58442982799966)",146,1,7,163
130076927,10/22/2013 12:00:00 AM,21:00,10/22/2013 12:00:00 AM,18:00,10/22/2013 12:00:00 AM,20:00,670,23D,Stealing from Buildi,312,64125,PJ0771,EPD,U,1,SUS,U,U,,N,"6100 INDEPENDENCE AV S
KANSAS CITY, MO 64125
(39.10491803700046, -94.51078916399968)",218,4,7,125
130000530,01/03/2013 12:00:00 AM,8:41,01/02/2013 12:00:00 AM,19:00,01/03/2013 12:00:00 AM,8:00,702,240,Auto Theft,332,64128,PJ2734,EPD,U,1,VIC,B,M,50,N,"3300 CHESTNUT AV
KANSAS CITY, MO 64128
(39.06603268700047, -94.5507464049997)",67,3,7,36
130000555,02/13/2013 12:00:00 AM,9:20,01/02/2013 12:00:00 AM,9:15,01/02/2013 12:00:00 AM,17:30,690,23H,Stealing All Other,425,64153,PP0066,NPD,N,1,VIC,W,F,29,N,"00 ROME CI
KANSAS CITY, MO 64153
(39.29533327700045, -94.71785826899969)",203,5,3,130
130000064,01/01/2013 12:00:00 AM,6:56,12/31/2012 12:00:00 AM,18:00,01/01/2013 12:00:00 AM,7:56,501,220,Burglary - Residence,343,,PJ3233,EPD,N,1,VIC,B,M,29,N,"5100 E 40 ST
KANSAS CITY, MO
(39.052982441000495, -94.52447013799969)",230,3,7,157
130000828,01/04/2013 12:00:00 AM,12:26,01/04/2013 12:00:00 AM,12:26,,,630,23C,Stealing Shoplifting,213,64129,PJ4889,MPD,U,1,VIC,,,,N,"8700 E 63 TF
KANSAS CITY, MO 64129
(39.03902217600046, -94.49601940699966)",19,3,7,155
130001165,01/05/2013 12:00:00 AM,19:48,01/05/2013 12:00:00 AM,19:45,,,302,120,Armed Robbery,123,64108,PJ1515,CPD,U,4,VIC,B,F,50,Y,"1500 E 18 ST
KANSAS CITY, MO 64108
(39.09125628300046, -94.56437203199965)",54,3,7,92
130000781,01/04/2013 12:00:00 AM,9:42,01/04/2013 12:00:00 AM,9:42,,,1198,26C,Impersonation,143,64108,PJ3231,CPD,N,1,SUS,U,U,,N,"4000 HARRISON ST
KANSAS CITY, MO 64108
(39.0541530590005, -94.5734456139997)",191,4,7,165
130082364,11/12/2013 12:00:00 AM,7:39,11/12/2013 12:00:00 AM,0:01,11/12/2013 12:00:00 AM,7:00,1401,290,Property Damage,422,64154,PP0324,NPD,N,1,SUS,U,U,,N,"3900 NW 85 TER
KANSAS CITY, MO 64154
(39.25337368100048, -94.62474897899966)",14,5,3,81
130001094,01/05/2013 12:00:00 AM,13:53,01/05/2013 12:00:00 AM,13:45,,,680,23E,Stealing Coin Operat,113,64106,PJ1094,CPD,U,1,VIC,,,,N,"1200 MCGEE ST
KANSAS CITY, MO 64106
(39.09972560300048, -94.57977603499967)",5,4,7,75
130000567,01/03/2013 12:00:00 AM,11:30,01/03/2013 12:00:00 AM,11:27,01/03/2013 12:00:00 AM,11:30,702,240,Auto Theft,141,64109,PJ2760,CPD,U,1,SUS,U,U,,N,"3400 HOLMES ST
KANSAS CITY, MO 64109
(39.06524150200045, -94.57625621799968)",41,4,7,19
130000850,01/04/2013 12:00:00 AM,13:47,01/03/2013 12:00:00 AM,19:00,01/04/2013 12:00:00 AM,7:00,650,23G,Stealing Auto Parts/,111,64109,PJ0843,CPD,U,1,SUS,U,U,,N,"900 WASHINGTON ST
KANSAS CITY, MO 64109
(39.10365190300047, -94.58989587799965)",185,4,7,72
130000941,01/04/2013 12:00:00 AM,19:37,01/04/2013 12:00:00 AM,18:50,,,501,220,Burglary - Residence,413,,PP0646,NPD,N,1,SUS,U,U,,N,"6300 N CAMDEN AV
KANSAS CITY, MO
(39.2092028940005, -94.63555977699968)",152,5,3,66
130034243,05/19/2013 12:00:00 AM,15:06,05/19/2013 12:00:00 AM,8:00,05/19/2013 12:00:00 AM,11:45,650,23G,Stealing Auto Parts/,542,64137,PJ6521,SPD,U,1,VIC,W,M,65,N,"9300 JAMES A REED RD
KANSAS CITY, MO 64137
(38.954641532000494, -94.49392579199969)",27,2,7,98
130000970,01/04/2013 12:00:00 AM,22:26,01/04/2013 12:00:00 AM,22:26,,,302,120,Armed Robbery,313,64124,PJ0574,EPD,N,1,VIC,W,F,43,N,"3200 ROBERTS ST
KANSAS CITY, MO 64124
(39.10699420400044, -94.54447046199965)",202,4,7,70
130000309,01/02/2013 12:00:00 AM,10:57,01/02/2013 12:00:00 AM,10:57,,,501,220,Burglary - Residence,211,64130,PJ4568,MPD,N,4,VIC,B,M,0,N,"5600 NORTON AV
KANSAS CITY, MO 64130
(39.02307959500047, -94.53853768399966)",170,2,7,157
130000471,01/02/2013 12:00:00 AM,21:22,12/31/2012 12:00:00 AM,15:37,01/02/2013 12:00:00 AM,15:00,640,23F,Stealing From Auto,312,64120,PJ0059,EPD,U,1,VIC,B,F,19,N,"7700 E FRONT ST
KANSAS CITY, MO 64120
(39.12985604200048, -94.49111072899967)",53,4,7,144
130033193,05/15/2013 12:00:00 AM,16:39,05/15/2013 12:00:00 AM,13:00,05/15/2013 12:00:00 AM,15:00,640,23F,Stealing From Auto,112,64106,PJ1015,CPD,U,1,SUS,U,U,,N,"E 12 ST/GRAND BLVD
KANSAS CITY, MO 64106
(39.10425374300047, -94.57449889699967)",5,4,7,75
130001005,01/05/2013 12:00:00 AM,2:15,01/05/2013 12:00:00 AM,2:15,,,1001,250,Forgery,314,64124,PJ1092,EPD,U,2,VIC,,,,N,"2800 E 12 ST
KANSAS CITY, MO 64124
(39.09877805800045, -94.54907993999967)",109,3,7,95
130000468,01/02/2013 12:00:00 AM,18:36,01/02/2013 12:00:00 AM,18:36,,,1001,250,Forgery,635,64118,PC1130,SCP,U,2,VIC,,,,N,"7100 NE PARVIN RD
KANSAS CITY, MO 64118
(39.168956693000496, -94.49692091299966)",240,6,4,166
130001099,01/05/2013 12:00:00 AM,14:57,11/15/2012 12:00:00 AM,12:00,01/05/2013 12:00:00 AM,12:00,702,240,Auto Theft,544,64134,PJ6655,SPD,U,1,VIC,B,F,32,N,"9800 MARSH AVE
KANSAS CITY, MO 64134
(38.94619057400047, -94.49326582399965)",195,2,7,143
130051769,07/22/2013 12:00:00 AM,19:54,07/22/2013 12:00:00 AM,19:50,,,302,120,Armed Robbery,132,64111,PJ3050,CPD,U,1,SUS,B,M,22,Y,"3800 WYANDOTTE ST
KANSAS CITY, MO 64111
(39.05839529700046, -94.58836758899969)",32,4,7,50
130001142,01/05/2013 12:00:00 AM,18:05,12/15/2012 12:00:00 AM,12:30,12/15/2012 12:00:00 AM,13:00,301,120,Strong Arm Robbery,241,64132,PJ5271,MPD,U,2,VIC,B,M,27,Y,"E 69 ST/MONROE AV
KANSAS CITY, MO 64132
(38.986860385000455, -94.55216991399965)",93,2,7,151
100021070,04/24/2013 12:00:00 AM,14:17,04/24/2013 12:00:00 AM,14:17,,,1352,280,Stolen Property OFFE,121,64109,PJ0407,CPD,N,2,VIC,B,M,75,N,"400 HIGHLAND AV
KANSAS CITY, MO 64109
(39.11047062200049, -94.56157437999968)",135,3,7,75
130000859,01/04/2013 12:00:00 AM,14:20,01/04/2013 12:00:00 AM,8:00,01/04/2013 12:00:00 AM,13:30,1401,290,Property Damage,331,64130,PJ2610,EPD,U,1,VIC,,,,N,"3200 E LINWOOD BL
KANSAS CITY, MO 64130
(39.06784506000048, -94.54594014399964)",77,3,7,36
130001102,01/05/2013 12:00:00 AM,14:43,01/05/2013 12:00:00 AM,12:30,01/05/2013 12:00:00 AM,14:30,501,220,Burglary - Residence,124,64127,PJ1909,CPD,U,1,SUS,U,U,,N,"2100 E 24 ST
KANSAS CITY, MO 64127
(39.08331367700049, -94.55799552799965)",234,3,7,95
130000225,01/02/2013 12:00:00 AM,1:55,01/01/2013 12:00:00 AM,22:30,01/01/2013 12:00:00 AM,23:30,650,23G,Stealing Auto Parts/,121,64120,PJ0065,CPD,N,1,VIC,W,M,53,N,"1800 FRONT ST
KANSAS CITY, MO 64120
(39.12118956000046, -94.56375671199964)",176,4,7,144
130000227,01/02/2013 12:00:00 AM,0:08,01/01/2013 12:00:00 AM,19:00,,,1401,290,Property Damage,532,64137,PJ7152,SPD,U,1,VIC,B,M,54,N,"11300 BENNINGTON AV
KANSAS CITY, MO 64137
(38.919033054000465, -94.51428036999965)",34,1,7,143
130001006,01/05/2013 12:00:00 AM,3:38,01/05/2013 12:00:00 AM,1:50,01/05/2013 12:00:00 AM,2:30,690,23H,Stealing All Other,545,64137,PJ6876,SPD,U,1,VIC,B,M,18,N,"10600 BLUE RIDGE BL
KANSAS CITY, MO 64137
(38.93221691100047, -94.50791578699966)",166,1,7,143
130000447,01/02/2013 12:00:00 AM,18:30,01/02/2013 12:00:00 AM,18:30,,,630,23C,Stealing Shoplifting,345,64133,PJ3601,EPD,U,1,ARR,B,F,19,N,"11600 E US 40 HWY
KANSAS CITY, MO 64133
(39.04648032600045, -94.44116774099967)",,,7,146
130000371,01/02/2013 12:00:00 AM,13:44,12/31/2012 12:00:00 AM,12:00,01/02/2013 12:00:00 AM,8:30,501,220,Burglary - Residence,134,64111,PJ3604,CPD,U,1,SUS,U,U,,N,"300 W 45 TE
KANSAS CITY, MO 64111
(39.044804154000474, -94.59007089799968)",44,4,7,50
130000904,01/04/2013 12:00:00 AM,17:19,01/03/2013 12:00:00 AM,20:30,01/04/2013 12:00:00 AM,5:00,640,23F,Stealing From Auto,642,64118,PC0389,SCP,N,1,VIC,W,M,49,N,"700 NE 82 TE
KANSAS CITY, MO 64118
(39.243818484000485, -94.57107087299966)",243,6,4,154
130085513,11/25/2013 12:00:00 AM,11:38,11/21/2013 12:00:00 AM,16:30,11/21/2013 12:00:00 AM,17:15,660,23H,Stealing Bicycles,543,64134,PJ7309,SPD,U,1,SUS,U,U,,N,"8000 E 118 TE
KANSAS CITY, MO 64134
(38.907998103000466, -94.49865962599966)",217,1,7,143
130015746,03/08/2013 12:00:00 AM,18:08,03/08/2013 12:00:00 AM,9:36,,,1122,26B,Credit/Debit/ATM Car,635,64117,PC1130,SCP,N,1,VIC,W,M,44,N,"7200 NE PARVIN RD
KANSAS CITY, MO 64117
(39.168498327000464, -94.4953172219997)",240,6,4,166
130000989,01/05/2013 12:00:00 AM,1:16,01/05/2013 12:00:00 AM,1:15,,,630,23C,Stealing Shoplifting,545,64134,PJ6876,SPD,U,6,SUS,B,F,16,N,"10600 BLUE RIDGE BL
KANSAS CITY, MO 64134
(38.93221691100047, -94.50791578699966)",166,1,7,143
130001025,01/05/2013 12:00:00 AM,8:24,01/05/2013 12:00:00 AM,2:30,,,502,220,Burglary - Non Resid,243,64138,PJ5721,MPD,U,1,SUS,U,U,,N,"7500 BLUE RIVER RD
KANSAS CITY, MO 64138
(38.98813288600047, -94.52799152799969)",93,2,7,151
130042227,06/18/2013 12:00:00 AM,11:14,06/11/2013 12:00:00 AM,21:00,06/17/2013 12:00:00 AM,12:00,501,220,Burglary - Residence,631,64116,PC1115,SCP,N,1,VIC,W,M,37,N,"900 NE 44 ST
KANSAS CITY, MO 64116
(39.17428729900047, -94.56919096699966)",92,4,4,167
130000545,01/03/2013 12:00:00 AM,10:14,12/30/2012 12:00:00 AM,21:30,,,1401,290,Property Damage,345,64133,PJ3526,EPD,U,1,VIC,B,M,36,N,"10600 E 42 ST
KANSAS CITY, MO 64133
(39.04642917400048, -94.45390241699965)",173,3,7,37
130001040,01/05/2013 12:00:00 AM,10:30,01/05/2013 12:00:00 AM,10:30,,,630,23C,Stealing Shoplifting,345,64133,PJX007,OSPD,N,1,ARR,W,M,33,N,"11600 E US 40 HW E
KANSAS CITY, MO 64133
(39.01552004100046, -94.45947791099968)",,,7,37
130000572,01/03/2013 12:00:00 AM,11:42,12/24/2012 12:00:00 AM,12:00,01/03/2013 12:00:00 AM,12:00,690,23H,Stealing All Other,334,64130,PJ3418,EPD,U,1,VIC,,,,N,"3900 E 43 ST
KANSAS CITY, MO 64130
(39.04772349900048, -94.53888164799969)",40,3,7,157
130053365,07/28/2013 12:00:00 AM,4:33,07/28/2013 12:00:00 AM,4:30,,,301,120,Strong Arm Robbery,142,64110,PJ3087,CPD,U,1,VIC,W,M,37,N,"E 39 ST/PARK AV
KANSAS CITY, MO 64110
(39.03595025700048, -94.5732171199997)",1,2,7,165
130000832,01/04/2013 12:00:00 AM,12:58,01/03/2013 12:00:00 AM,19:30,,,640,23F,Stealing From Auto,331,64109,PJ2482,EPD,U,2,VIC,B,F,15,N,"E 31 ST/PROSPECT AV
KANSAS CITY, MO 64109
(39.06670420600045, -94.56872872899964)",123,3,7,19
130000419,01/02/2013 12:00:00 AM,16:19,01/02/2013 12:00:00 AM,16:19,,,502,220,Burglary - Non Resid,341,64125,PJ1736,EPD,U,2,SUS,W,M,30,N,"2200 MANCHESTER TF
KANSAS CITY, MO 64125
(39.1040321480005, -94.50062945799965)",55,4,7,125
130001045,01/05/2013 12:00:00 AM,11:23,01/04/2013 12:00:00 AM,21:00,,,670,23D,Stealing from Buildi,112,64106,PJ0942,CPD,U,1,VIC,I,M,47,N,"1000 GRAND AV
KANSAS CITY, MO 64106
(39.10219198800047, -94.5808158109997)",5,4,7,75
130000031,01/01/2013 12:00:00 AM,0:50,01/01/2013 12:00:00 AM,0:48,,,301,120,Strong Arm Robbery,234,64130,PJ6255,MPD,U,1,VIC,W,M,40,N,"8900 WORNALL RD
KANSAS CITY, MO 64130
(38.96666309400047, -94.59547563199965)",237,1,7,162
130000952,01/04/2013 12:00:00 AM,20:02,01/04/2013 12:00:00 AM,20:02,,,501,220,Burglary - Residence,223,64130,PJ4904,MPD,U,1,VIC,U,F,,N,"6200 SOUTH BENTON AV
KANSAS CITY, MO 64130
(39.01395183000045, -94.55262606299965)",16,2,7,157
