"service_order_number","date_opened","structure_status","address","city","state","zip_code","neighborhood","latitude","longitude","kivapin","property_owner","demolition_ordered_date","project_phase","structure_type","structure_rating","mapped_location"
"1085369","2013-05-22T00:00:00.000","Closed (City Demolition)","6606 E 96TH TER","KANSAS CITY","MO","64134","Fairlane","38.950528","-94.511829","56812","Private",,,"House","Regular Demolition","6606 E 96TH TER
KANSAS CITY,  64134
(38.950528, -94.511829)"
"1095236","2013-07-08T00:00:00.000","Closed (City Demolition)","2914 E 12th ST","KANSAS CITY","MO","64127","Independence Plaza","39.099","-94.547242","10790","Private",,"Accelerated Priority","House","High Priority","2914 E 12th ST
KANSAS CITY,  64127
(39.099, -94.547242)"
"1047771","2008-10-13T00:00:00.000","Closed (Owner Repair)","14011 LITTLE BLUE RD","KANSAS CITY","MO","64136","Little Blue","38.990516","-94.416501","65544","Private",,,"House","Regular Demolition","14011 LITTLE BLUE RD
KANSAS CITY,  64136
(38.990516, -94.416501)"
"1156937","2016-05-09T00:00:00.000","Demolition NTP Issued","5625 Euclid Ave","KANSAS CITY","MO","64130","Blue Hills","39.024217","-94.561959","147876","Land Bank",,"47/63 Strategic Area","House","High Priority","5625 Euclid Ave
KANSAS CITY,  64130
(39.024217, -94.561959)"
"1058558","2010-07-27T00:00:00.000","Closed (City Demolition)","3512 INDEPENDENCE AVE","KANSAS CITY","MO","64124","Scarritt Point","39.106208","-94.53976","41948","Land Bank",,,,,"3512 INDEPENDENCE AVE
KANSAS CITY,  64124
(39.106208, -94.53976)"
"1079737","2012-11-09T00:00:00.000","Closed (Owner Demolition)","3012 HIGHLAND AVE","KANSAS CITY","MO","64109","Mount Hope","39.071517","-94.563516","27368","Private",,"Accelerated Priority","House","High Priority","3012 HIGHLAND AVE
KANSAS CITY,  64109
(39.071517, -94.563516)"
"1095673","2013-07-05T00:00:00.000","Closed (City Demolition)","817 NEWTON AVE","KANSAS CITY","MO","64125","Sheffield","39.101561","-94.50374","5189","Land Bank",,,"House","High Priority","817 NEWTON AVE
KANSAS CITY,  64125
(39.101561, -94.50374)"
"1148688","2015-11-04T00:00:00.000","Closed (City Demolition)","4902 E 24th St","KANSAS CITY","MO","64127","East Community Team South","39.082302","-94.526362","19014","Land Bank",,,"House","High Priority","4902 E 24th St
KANSAS CITY,  64127
(39.082302, -94.526362)"
"1154219","2016-03-28T00:00:00.000","Closed (City Demolition)","5110 Park Ave","KANSAS CITY","MO","64130","Blue Hills","39.033381","-94.558589","145379","Land Bank",,"Kissick Donated Demolition",,,"5110 Park Ave
KANSAS CITY,  64130
(39.033381, -94.558589)"
"1130369","2015-03-09T00:00:00.000","Closed (City Demolition)","715 Spruce Ave","KANSAS CITY","MO","64124","Lykins","39.103663","-94.531282","8153","Land Bank",,"formerly Adam Jones List","House","High Priority","715 Spruce Ave
KANSAS CITY,  64124
(39.103663, -94.531282)"
"1146935","2015-10-07T00:00:00.000","Closed (City Demolition)","5608 E 28th St","KANSAS CITY","MO","64128","South Blue Valley","39.074738","-94.51766","21537","Private",,,"Accessory Building","Regular Demolition","5608 E 28th St
KANSAS CITY,  64128
(39.074738, -94.51766)"
"1144489","2015-09-01T00:00:00.000","Closed (Owner Repair)","480 NE Windrose Dr","KANSAS CITY","MO","64155","Gashland","39.259196","-94.571072","92076","Private",,,"Apartment Building",,"480 NE Windrose Dr
KANSAS CITY,  64155
(39.259196, -94.571072)"
"1141434","2015-07-28T00:00:00.000","Downgraded/No Longer a DB","439 Blue Ridge Blvd","KANSAS CITY","MO","64125","North Blue Ridge","39.106164","-94.479577","46919","Private",,,"House","Repair/Receivership","439 Blue Ridge Blvd
KANSAS CITY,  64125
(39.106164, -94.479577)"
"1047236","2009-03-13T00:00:00.000","Closed (Owner Demolition)","5611 E 36TH ST","KANSAS CITY","MO","64128","Dunbar","39.059612","-94.517473","30913","Private",,,"House","High Priority","5611 E 36TH ST
KANSAS CITY,  64128
(39.059612, -94.517473)"
"1047537","2010-05-17T00:00:00.000","Closed (City Demolition)","5035 BELLEFONTAINE AVE","KANSAS CITY","MO","64130","North Town Fork Creek","39.034066","-94.548594","35362","Land Bank",,"47/63 Strategic Area (LB Round 3)","House",,"5035 BELLEFONTAINE AVE
KANSAS CITY,  64130
(39.034066, -94.548594)"
"1154221","2016-03-28T00:00:00.000","Closed (City Demolition)","5217 Wabash Ave","KANSAS CITY","MO","64130","Blue Hills","39.030982","-94.555744","145285","Land Bank",,"Kissick Donated Demolition",,,"5217 Wabash Ave
KANSAS CITY,  64130
(39.030982, -94.555744)"
"1148792","2015-11-12T00:00:00.000","Closed (Owner Repair)","5126 Norton Ave","KANSAS CITY","MO","64130","Mount Cleveland","39.032154","-94.537855","35557","Private",,"AHA Candidate","House","Repair/Receivership","5126 Norton Ave
KANSAS CITY,  64130
(39.032154, -94.537855)"
"1047891","2014-07-23T00:00:00.000","Closed (City Demolition)","3643 WAYNE AVE","KANSAS CITY","MO","64109","Linwood Homeowners-Ivanhoe","39.059704","-94.564601","134548","Land Bank",,,"House","High Priority","3643 WAYNE AVE
KANSAS CITY,  64109
(39.059704, -94.564601)"
"1193499","2018-03-05T00:00:00.000","Closed (City Demolition)","2635 E 7th St","KANSAS CITY","MO","64124","Independence Plaza","39.10416","-94.549411","10587","Private",,,,,"2635 E 7th St
KANSAS CITY,  64124
(39.10416, -94.549411)"
"1069682","2014-09-22T00:00:00.000","Closed (Owner Repair)","3825 Pittman Rd","KANSAS CITY","MO","64133","Ashland Ridge","39.053102","-94.46096","48422","Private",,,"Unattached Garage","Regular Demolition","3825 Pittman Rd
KANSAS CITY,  64133
(39.053102, -94.46096)"
"1064070","2012-05-10T00:00:00.000","Downgraded/No Longer a DB","2610 E 28TH ST (garage)","KANSAS CITY","MO","64128","Santa Fe","39.075231","-94.552006","24537","Private",,,"Unattached Garage","More Information Needed","2610 E 28TH ST
garage) KANSAS CITY,  64128
(39.075231, -94.552006)"
"1047297","2011-08-17T00:00:00.000","Demolition NTP Issued","3306 COLLEGE AVE","KANSAS CITY","MO","64128","Oak Park Northwest","39.065679","-94.545302","25707","Private",,,"House","Repair/Receivership","3306 COLLEGE AVE
KANSAS CITY,  64128
(39.065679, -94.545302)"
"1149176","2015-11-20T00:00:00.000","Downgraded/No Longer a DB","1511 E 18TH ST","KANSAS CITY","MO","64108","Wendell Phillips","39.090951","-94.563868","13242","City",,,,,"1511 E 18TH ST
KANSAS CITY,  64108
(39.090951, -94.563868)"
"1130008","2015-03-02T00:00:00.000","Downgraded/No Longer a DB","3217 Kensington Ave","KANSAS CITY","MO","64128","Knoches Park","39.066374","-94.531955","23040","Private",,"AHA Candidate","House","Repair/Receivership","3217 Kensington Ave
KANSAS CITY,  64128
(39.066374, -94.531955)"
"1150445","2016-01-04T00:00:00.000","Closed (Owner Demolition)","3247 E 77th St","KANSAS CITY","MO","64132","Marlborough East","38.986484","-94.548344","4743","Private",,,"House",,"3247 E 77th St
KANSAS CITY,  64132
(38.986484, -94.548344)"
"1054224","2011-11-30T00:00:00.000","Closed (Owner Repair)","3708 E 93RD ST","KANSAS CITY","MO","64132","Hidden Valley","38.95799","-94.545546","55854","Private",,,"House","Regular Demolition","3708 E 93RD ST
KANSAS CITY,  64132
(38.95799, -94.545546)"
"1071432","2012-08-13T00:00:00.000","Closed (City Demolition)","3025 MERSINGTON AVE","KANSAS CITY","MO","64128","Ingleside","39.070276","-94.537506","24127","Land Bank",,"Dollar House List",,,"3025 MERSINGTON AVE
KANSAS CITY,  64128
(39.070276, -94.537506)"
"1047430","2009-01-21T00:00:00.000","Closed (Owner Repair)","5047 WOODLAND AVE","KANSAS CITY","MO","64130","Blue Hills","39.034288","-94.563699","138820","Private",,"47/63 Strategic Area","House","Repair/Receivership","5047 WOODLAND AVE
KANSAS CITY,  64130
(39.034288, -94.563699)"
"1086487","2013-04-04T00:00:00.000","Demolition NTP Issued","3807 MORRELL AVE","KANSAS CITY","MO","64123","Scarritt Point","39.111892","-94.536802","41379","Private",,,"House","Regular Demolition","3807 MORRELL AVE
KANSAS CITY,  64123
(39.111892, -94.536802)"
"1092903","2013-11-06T00:00:00.000","Closed (Owner Demolition)","1911 E 55TH ST","KANSAS CITY","MO","64130","Blue Hills","39.026654","-94.562496","147780","Private",,"47/63 Strategic Area","Commercial Building","High Priority","1911 E 55TH ST
KANSAS CITY,  64130
(39.026654, -94.562496)"
"1154380","2016-03-30T00:00:00.000","Closed (City Demolition)","4222 E 36th St","KANSAS CITY","MO","64128","Knoches Park","39.060474","-94.533878","31179","Land Bank",,"Land Bank Unclaimed",,,"4222 E 36th St
KANSAS CITY,  64128
(39.060474, -94.533878)"
"1047295","2008-12-31T00:00:00.000","Closed (City Deconstruction)","2512 HARDESTY AVE","KANSAS CITY","MO","64127","South Blue Valley","39.079013","-94.520422","20536","Land Bank",,"Candidate for Deconstruction (was Dollar House List)",,,"2512 HARDESTY AVE
KANSAS CITY,  64127
(39.079013, -94.520422)"
"1154224","2016-03-28T00:00:00.000","Closed (City Demolition)","3620 Bellaire Ave","KANSAS CITY","MO","64129","Dunbar","39.058405","-94.515651","32480","Land Bank",,"Land Bank Unclaimed",,,"3620 Bellaire Ave
KANSAS CITY,  64129
(39.058405, -94.515651)"
"1152743","2016-02-29T00:00:00.000","Closed (City Demolition)","8635 E 25th St","KANSAS CITY","MO","64129","Western Blue Township","39.077609","-94.482013","47312","Land Bank",,"Kissick Donated Demolition",,,"8635 E 25th St
KANSAS CITY,  64129
(39.077609, -94.482013)"
"1107985","2013-12-17T00:00:00.000","Closed (Owner Repair)","3105 Peery Ave","KANSAS CITY","MO","64127","Independence Plaza","39.099313","-94.545659","10901","Private",,"Accelerated Priority","Apartment Building","Repair/Receivership","3105 Peery Ave
KANSAS CITY,  64127
(39.099313, -94.545659)"
"1047453","2011-07-15T00:00:00.000","Downgraded/No Longer a DB","8001 Flora Ave","KANSAS CITY","MO","64131","Marlborough Heights/Marlboroug","38.98274","-94.570012","116519","Private",,,"House","Regular Demolition","8001 Flora Ave
KANSAS CITY,  64131
(38.98274, -94.570012)"
"1047600","2010-05-21T00:00:00.000","Closed (City Demolition)","2915 E 61ST ST","KANSAS CITY","MO","64130","South Town Fork Creek","39.015472","-94.551587","1156","Land Bank",,"Dollar House List",,,"2915 E 61ST ST
KANSAS CITY,  64130
(39.015472, -94.551587)"
"1076483","2013-01-16T00:00:00.000","Closed (City Demolition)","3912 FLORA AVE","KANSAS CITY","MO","64110","Ivanhoe Southwest","39.055395","-94.566659","135498","Land Bank",,"Land Bank Round 3",,,"3912 FLORA AVE
KANSAS CITY,  64110
(39.055395, -94.566659)"
"1096997","2013-07-26T00:00:00.000","Closed (Owner Demolition)","4645 Montgall Ave (garage only)","KANSAS CITY","MO","64130","Oak Park Southwest","39.041056","-94.552851","34963","Private",,,"Unattached Garage","Regular Demolition","4645 Montgall Ave
garage only) KANSAS CITY,  64130
(39.041056, -94.552851)"
"1142398","2013-07-16T00:00:00.000","Closed (City Demolition)","4548 Prospect Ave","KANSAS CITY","MO","64130","Ivanhoe Southeast","39.042943","-94.554631","137331","Private",,,"Commercial Building","Regular Demolition","4548 Prospect Ave
KANSAS CITY,  64130
(39.042943, -94.554631)"
"1151150","2016-01-25T00:00:00.000","Closed (Owner Repair)","1300 NE Cookingham Dr","KANSAS CITY","MO","64155","Nashua","39.304045","-94.56294","100908","Private",,,"House","Regular Demolition","1300 NE Cookingham Dr
KANSAS CITY,  64155
(39.304045, -94.56294)"
"1047130","2010-11-03T00:00:00.000","Closed (Owner Repair)","6700 Paseo","KANSAS CITY","MO","64132","Neighbors United For Action","39.005388","-94.564101","113886","Private",,,"House","Regular Demolition","6700 Paseo
KANSAS CITY,  64132
(39.005388, -94.564101)"
"1145011","2015-09-08T00:00:00.000","Closed (City Demolition)","4510 E 25TH ST","KANSAS CITY","MO","64127","East Community Team South","39.080177","-94.530197","19416","Land Bank",,"Dollar House List","House",,"4510 E 25TH ST
KANSAS CITY,  64127
(39.080177, -94.530197)"
"1087358","2014-01-01T00:00:00.000","Downgraded/No Longer a DB","2410 E 26TH ST","KANSAS CITY","MO","64127","Wendell Phillips","39.079125","-94.554205","14676","Private",,,"Apartment Building","High Priority","2410 E 26TH ST
KANSAS CITY,  64127
(39.079125, -94.554205)"
"1154723","2016-04-06T00:00:00.000","Closed (Owner Repair)","10608 E 98th Ter","KANSAS CITY","MO","64134","Highview Estates","38.942027","-94.459603","67935","Private",,,"Apartment Building","Repair/Receivership","10608 E 98th Ter
KANSAS CITY,  64134
(38.942027, -94.459603)"
"1001799","2013-10-24T00:00:00.000","Downgraded/No Longer a DB","6741 South Benton Ave","KANSAS CITY","MO","64132","Self Help Neighborhood Council","39.00352","-94.552807","2970","Land Bank",,,,,"6741 South Benton Ave
KANSAS CITY,  64132
(39.00352, -94.552807)"
"1126356","2013-01-29T00:00:00.000","Downgraded/No Longer a DB","618 NEWTON AVE","KANSAS CITY","MO","64125","Sheffield","39.103901","-94.504284","5069","Private",,,"House","More Information Needed","618 NEWTON AVE
KANSAS CITY,  64125
(39.103901, -94.504284)"
"1173047","2017-02-21T00:00:00.000","Closed (City Demolition)","5617 E 16th Ter","KANSAS CITY","MO","64127","West Blue Valley","39.091272","-94.516248","9385","Land Bank",,,"House",,"5617 E 16th Ter
KANSAS CITY,  64127
(39.091272, -94.516248)"
"1083958","2014-11-21T00:00:00.000","Closed (City Demolition)","2323 Quincy Ave","KANSAS CITY","MO","64127","East Community Team South","39.082488","-94.523067","20318","Land Bank",,,"House","High Priority","2323 Quincy Ave
KANSAS CITY,  64127
(39.082488, -94.523067)"
"1154496","2016-03-31T00:00:00.000","Closed (Owner Repair)","9017 Stark Ave","KANSAS CITY","MO","64138","White Oak","38.959167","-94.483447","66622","Private",,,"House","Repair/Receivership","9017 Stark Ave
KANSAS CITY,  64138
(38.959167, -94.483447)"
"1070181","2012-08-08T00:00:00.000","Closed (City Demolition)","5504 GARFIELD AVE","KANSAS CITY","MO","64130","Blue Hills","39.02648","-94.561343","147807","Land Bank",,"Dollar House List",,,"5504 GARFIELD AVE
KANSAS CITY,  64130
(39.02648, -94.561343)"
"1155931","2016-04-26T00:00:00.000","Closed (City Demolition)","2412 Elmwood Ave","KANSAS CITY","MO","64127","East Community Team South","39.081592","-94.529994","19241","Private",,,"House","Regular Demolition","2412 Elmwood Ave
KANSAS CITY,  64127
(39.081592, -94.529994)"
"1126416","2013-07-18T00:00:00.000","Downgraded/No Longer a DB","8735 BLUE RIDGE BLVD","KANSAS CITY","MO","64138","Fairwood And Robandee","38.965097","-94.498918","66088","Private",,,"Commercial Building","Repair/Receivership","8735 BLUE RIDGE BLVD
KANSAS CITY,  64138
(38.965097, -94.498918)"
"1081730","2012-12-18T00:00:00.000","Closed (City Demolition)","6001 Troost Ave","KANSAS CITY","MO","64110","Eastern 49-63","39.017932","-94.573951","105085","Land Bank",,"47/63 Strategic Area (LB)",,,"6001 Troost Ave
KANSAS CITY,  64110
(39.017932, -94.573951)"
"1132013","2015-04-02T00:00:00.000","Closed (City Demolition)","5422 E 29th St","KANSAS CITY","MO","64128","South Blue Valley","39.072598","-94.518995","21685","Land Bank",,"Kissick Donated Demolition",,,"5422 E 29th St
KANSAS CITY,  64128
(39.072598, -94.518995)"
"1076617","2012-09-20T00:00:00.000","Closed (City Demolition)","4928 AGNES AVE","KANSAS CITY","MO","64130","North Town Fork Creek","39.036212","-94.55031","35070","Land Bank",,"47/63 Strategic Area (LB Round 3)",,,"4928 AGNES AVE
KANSAS CITY,  64130
(39.036212, -94.55031)"
"1190921","2017-12-22T00:00:00.000","Closed (City Demolition)","2131 E 82nd Ter","KANSAS CITY","MO","64132","Marlborough Heights/Marlboroug","38.977396","-94.562708","117268","Private",,,,,"2131 E 82nd Ter
KANSAS CITY,  64132
(38.977396, -94.562708)"
"1166973","2016-09-26T00:00:00.000","Closed (City Demolition)","6737 South Benton Ave","KANSAS CITY","MO","64132","Self Help Neighborhood Council","39.003728","-94.552788","2971","Land Bank",,,,,"6737 South Benton Ave
KANSAS CITY,  64132
(39.003728, -94.552788)"
"1128504","2015-01-23T00:00:00.000","Closed (City Demolition)","5050 College Ave","KANSAS CITY","MO","64130","North Town Fork Creek","39.033677","-94.546964","35328","Private",,"47/63 Strategic Area","House","Regular Demolition","5050 College Ave
KANSAS CITY,  64130
(39.033677, -94.546964)"
"1186718","2017-09-22T00:00:00.000","Closed (City Demolition)","3521 Smart Ave","KANSAS CITY","MO","64124","Scarritt Point","39.109279","-94.539202","41980","Private",,,"House","Emergency","3521 Smart Ave
KANSAS CITY,  64124
(39.109279, -94.539202)"
"1096159","2013-07-17T00:00:00.000","Downgraded/No Longer a DB","2623 E 29th St","KANSAS CITY","MO","64128","Santa Fe","39.07239","-94.551586","24695","Private",,,"Apartment Building","More Information Needed","2623 E 29th St
KANSAS CITY,  64128
(39.07239, -94.551586)"
"1188284","2017-10-23T00:00:00.000","Closed (City Demolition)","5607 Bonita Ave","KANSAS CITY","MO","64128","South Blue Valley","39.073596","-94.51764","21619","Land Bank",,,"House",,"5607 Bonita Ave
KANSAS CITY,  64128
(39.073596, -94.51764)"
"1168882","2016-10-27T00:00:00.000","Closed (City Demolition)","2701 E 35th St","KANSAS CITY","MO","64128","Oak Park Northwest","39.062335","-94.551891","28611","Land Bank",,"KCPD Requested",,,"2701 E 35th St
KANSAS CITY,  64128
(39.062335, -94.551891)"
"1142870","2015-11-30T00:00:00.000","Closed (City Demolition)","821 E 92ND ST","KANSAS CITY","MO","64131","Boone Hills","38.960517","-94.579483","151261","Private",,,"House",,"821 E 92ND ST
KANSAS CITY,  64131
(38.960517, -94.579483)"
"1078791","2012-10-22T00:00:00.000","Closed (City Demolition)","3129 Elmwood Ave","KANSAS CITY","MO","64128","Knoches Park","39.06805","-94.529596","22903","Land Bank",,"Dollar House List",,,"3129 Elmwood Ave
KANSAS CITY,  64128
(39.06805, -94.529596)"
"1154223","2016-03-28T00:00:00.000","Closed (City Demolition)","2500 E 57th St","KANSAS CITY","MO","64130","Blue Hills","39.023077","-94.556261","147575","Land Bank",,"Kissick Donated Demolition",,,"2500 E 57th St
KANSAS CITY,  64130
(39.023077, -94.556261)"
"1047831","2010-06-08T00:00:00.000","On Hold - LB Sold","5624 E 55TH ST","KANSAS CITY","MO","64130","Brown Estates","39.025796","-94.519313","37529","Private",,"47/63 Strategic Area (LB Round 3)","House","High Priority","5624 E 55TH ST
KANSAS CITY,  64130
(39.025796, -94.519313)"
"1135015","2015-05-13T00:00:00.000","Closed (City Demolition)","1600 Drury Ave","KANSAS CITY","MO","64127","West Blue Valley","39.092725","-94.518591","9290","Land Bank",,,"Unattached Garage","High Priority","1600 Drury Ave
KANSAS CITY,  64127
(39.092725, -94.518591)"
"1047556","2014-09-18T00:00:00.000","Closed (City Demolition)","5900 CYPRESS PL","KANSAS CITY","MO","64130","Swope Parkway-Elmwood","39.018377","-94.533843","216","Land Bank",,"47/63 Strategic Area (LB Round 3)",,,"5900 CYPRESS PL
KANSAS CITY,  64130
(39.018377, -94.533843)"
"1127440","2014-12-24T00:00:00.000","Closed (City Demolition)","5831 Indiana Ave","KANSAS CITY","MO","64130","North Town Fork Creek","39.019558","-94.546047","37148","Land Bank",,"47/63 Strategic Area (LB Round 3)",,,"5831 Indiana Ave
KANSAS CITY,  64130
(39.019558, -94.546047)"
"1136102","2015-05-27T00:00:00.000","Downgraded/No Longer a DB","5830 E 12th St","KANSAS CITY","MO","64126","Sheffield","39.097847","-94.512626","5739","Private",,,"House","High Priority","5830 E 12th St
KANSAS CITY,  64126
(39.097847, -94.512626)"
"1093231","2013-06-17T00:00:00.000","Closed (City Demolition)","4223 SOUTH BENTON AVE","KANSAS CITY","MO","64130","Oak Park Southwest","39.049103","-94.550117","29929","Land Bank",,"Kissick Donated Demolition","House",,"4223 SOUTH BENTON AVE
KANSAS CITY,  64130
(39.049103, -94.550117)"
"1145320","2013-12-16T00:00:00.000","Closed (City Demolition)","2822 Cypress Ave","KANSAS CITY","MO","64128","East Community Team South","39.073679","-94.530919","22291","Land Bank",,"Dollar House List",,,"2822 Cypress Ave
KANSAS CITY,  64128
(39.073679, -94.530919)"
"1143444","2012-10-23T00:00:00.000","Closed (City Demolition)","3832 THOMPSON AVE","KANSAS CITY","MO","64124","Scarritt Point","39.107885","-94.536059","42173","Private",,,"House","Regular Demolition","3832 THOMPSON AVE
KANSAS CITY,  64124
(39.107885, -94.536059)"
"1141236","2015-07-24T00:00:00.000","Closed (Owner Repair)","10746 Cambridge Ave","KANSAS CITY","MO","64134","Stratford Estates","38.926846","-94.509929","59223","Private",,,"House","Regular Demolition","10746 Cambridge Ave
KANSAS CITY,  64134
(38.926846, -94.509929)"
"1106164","2014-02-05T00:00:00.000","Closed (City Demolition)","7216 Olive St","KANSAS CITY","MO","64132","East Meyer 7","38.995772","-94.559679","115133","Private",,,"House","Regular Demolition","7216 Olive St
KANSAS CITY,  64132
(38.995772, -94.559679)"
"1074240","2012-09-30T00:00:00.000","Closed (Sent to Receivership)","3521 SMART AVE","KANSAS CITY","MO","64124","Scarritt Point","39.109279","-94.539202","41980","Private",,,"House","Repair/Receivership","3521 SMART AVE
KANSAS CITY,  64124
(39.109279, -94.539202)"
"1069021","2012-07-13T00:00:00.000","Closed (City Demolition)","5707 Ewing Ave","KANSAS CITY","MO","64129","Brown Estates","39.02099","-94.506339","54705","Land Bank",,"47/63 Strategic Area (LB)","House","High Priority","5707 Ewing Ave
KANSAS CITY,  64129
(39.02099, -94.506339)"
"1054491","2011-02-23T00:00:00.000","Closed (City Demolition)","2426 Spruce Ave","KANSAS CITY","MO","64127","East Community Team South","39.081235","-94.53311","19393","Land Bank",,,"House",,"2426 Spruce Ave
KANSAS CITY,  64127
(39.081235, -94.53311)"
"1144654","2015-09-02T00:00:00.000","Downgraded/No Longer a DB","5806 E Red Bridge Rd","KANSAS CITY","MO","64134","Stratford Estates","38.92509","-94.522497","59872","Private",,,"House","Regular Demolition","5806 E Red Bridge Rd
KANSAS CITY,  64134
(38.92509, -94.522497)"
"1161587","2016-07-11T00:00:00.000","Closed (City Demolition)","2527 Olive St","KANSAS CITY","MO","64127","Wendell Phillips","39.079718","-94.554335","14683","Private",,,"House",,"2527 Olive St
KANSAS CITY,  64127
(39.079718, -94.554335)"
"1069076","2012-07-16T00:00:00.000","Downgraded/No Longer a DB","2643 Indiana Ave","KANSAS CITY","MO","64127","Washington Wheatley","39.077056","-94.542942","17493","Private",,,"Commercial Building","Repair/Receivership","2643 Indiana Ave
KANSAS CITY,  64127
(39.077056, -94.542942)"
"1170236","2016-12-05T00:00:00.000","Closed (City Demolition)","4502 Michigan Ave","KANSAS CITY","MO","64130","Ivanhoe Southwest","39.044745","-94.562611","137321","Private",,"Accelerated Priority","House","Regular Demolition","4502 Michigan Ave
KANSAS CITY,  64130
(39.044745, -94.562611)"
"1086115","2013-03-29T00:00:00.000","Closed (Owner Repair)","817 SANTA FE ST","KANSAS CITY","MO","64101",,"39.104366","-94.597764","123080","Private",,,"Commercial Building","Regular Demolition","817 SANTA FE ST
KANSAS CITY,  64101
(39.104366, -94.597764)"
"1047451","2011-07-13T00:00:00.000","Closed (City Demolition)","5630 Highland Ave","KANSAS CITY","MO","64110","Blue Hills","39.023918","-94.566161","146791","Land Bank",,"47/63 Strategic Area (LB Round 3)",,,"5630 Highland Ave
KANSAS CITY,  64110
(39.023918, -94.566161)"
"1173250","2017-02-23T00:00:00.000","Closed (City Demolition)","2625 Euclid Ave","KANSAS CITY","MO","64127","Wendell Phillips","39.078199","-94.559045","14534","Private",,"Accelerated Priority","House","High Priority","2625 Euclid Ave
KANSAS CITY,  64127
(39.078199, -94.559045)"
"1134020","2015-05-04T00:00:00.000","Closed (Owner Repair)","2104 E Linwood Blvd","KANSAS CITY","MO","64109","Key Coalition","39.068581","-94.5583","126295","Private",,,"Apartment Building",,"2104 E Linwood Blvd
KANSAS CITY,  64109
(39.068581, -94.5583)"
