"number","fraction","prefix","street","suffix","full_address","zip","month","day","year","res_non","type","sf_mf","dwelling_units_gained_or","permit_value","how_far_east","how_far_north","permit_number","structure_class","class_description","subdivision","project_description","county","council_district","school_district","pin","parcel","address","applicant_name","applicant_representative"
"5908",,"E","100th","St","5908 E 100th St","64134","2","26","2020","Residential","Additions, Alterations, Repairs","NA","0","$   1,000","2783019","1011294","CPER-2020-00734","97","Existing 1 or 2 Family Residence","SKYLINE HEIGHTS","Existing Single Family","Jackson","5","HICKMAN MILLS","58570","JA49720061500000000","5908 E 100th St","QUALITY ELECTRICAL SERVICE, LLC","JUAN BLACKBURN"
"6612",,"E","100th","St","6612 E 100th St","64134","11","3","2020","Residential","Additions, Alterations, Repairs","NA","0","$   650","2785388","1011215","CPER-2020-05142","97","Existing 1 or 2 Family Residence","PARKLANE","Existing Single Family","Jackson","5","HICKMAN MILLS","58291","JA49710041600000000","6612 E 100th St","R.W. ELECTRIC & CONSTRUCTION, INCORPORATED","Ronald Williams"
"7404",,"E","100th","St","7404 E 100th St","64134","6","1","2020","Residential","Additions, Alterations, Repairs","NA","0","$   609","2787814","1010819","CPER-2020-02300","97","Existing 1 or 2 Family Residence","BANNISTER SLOPES","Existing S/F","Jackson","5","HICKMAN MILLS","70296","JA50920020900000000","7404 E 100th St","ADT LLC","WILLIAM MAGNAH"
"7608",,"E","100th","St","7608 E 100th St","64134","1","22","2020","Residential","Additions, Alterations, Repairs","NA","0","$   542","2788518","1010788","CPER-2020-00290","97","Existing 1 or 2 Family Residence","BANNISTER SLOPES","Existing Single Family","Jackson","5","HICKMAN MILLS","70306","JA50920021900000000","7608 E 100th St","ADT LLC","WILLIAM MAGNAH"
"403",,"NE","100th","St","403 NE 100th St","64155","10","21","2020","Residential","New Construction","Single Family","1","$   292,000","2767412","1131507","CPBR-2020-02350","101","New Single Family Dwelling","URBAN NORTH","single family","Clay","2","NORTH KANSAS CITY","258592","CL0991800030230001","403 NE 100th St","Owen Homes LLC","Luke Owen"
"403",,"NE","100th","St","403 NE 100th St","64155","12","23","2020","Residential","New Construction","Single Family","0","$   6,000","2767412","1131507","CPPR-2020-03430","101","New Single Family Dwelling","URBAN NORTH","single family","Clay","2","NORTH KANSAS CITY","258592","CL0991800030230001","403 NE 100th St","HAMPTON PLUMBING INC","Larry Hampton"
"603",,"NE","100th","St","603 NE 100th St","64155","10","15","2020","Residential","New Construction","Single Family","1","$   286,000","2767534","1131506","CPBR-2020-02252","101","New Single Family Dwelling","URBAN NORTH","single family","Clay","2","NORTH KANSAS CITY","258590","CL0991800030210001","603 NE 100th St","Owen Homes LLC","Luke Owen"
"603",,"NE","100th","St","603 NE 100th St","64155","12","23","2020","Residential","New Construction","Single Family","0","$   6,000","2767534","1131506","CPPR-2020-03431","101","New Single Family Dwelling","URBAN NORTH","single family","Clay","2","NORTH KANSAS CITY","258590","CL0991800030210001","603 NE 100th St","HAMPTON PLUMBING INC","Larry Hampton"
"606",,"NE","100th","St","606 NE 100th St","64155","9","11","2020","Residential","Additions, Alterations, Repairs","NA","0","$   3,000","2767601","1131697","CPMR-2020-02336","97","Existing 1 or 2 Family Residence",,"Existing Single Family","Clay","2","NORTH KANSAS CITY","258572","CL0991800210120001","606 NE 100th St","ANTHONY PLUMBING, HEATING AND COOLING","STEVE BURBRIDGE"
"630",,"NE","100th","St","630 NE 100th St","64155","1","8","2020","Residential","New Construction","Single Family","1","$   385,000","2767988","1131704","CPBR-2020-00065","101","New Single Family Dwelling",,"single family","Clay","2","NORTH KANSAS CITY","258578","CL0991800210060001","630 NE 100th St","OWEN, LUKE JAMES","LUKE OWEN"
"630",,"NE","100th","St","630 NE 100th St","64155","1","30","2020","Residential","New Construction","Single Family","0","$   6,500","2767988","1131704","CPPR-2020-00235","101","New Single Family Dwelling",,"single family","Clay","2","NORTH KANSAS CITY","258578","CL0991800210060001","630 NE 100th St","MINDER PLUMBING, INC.",
"630",,"NE","100th","St","630 NE 100th St","64155","5","6","2020","Residential","New Construction","Single Family","0","$   13,800","2767988","1131704","CPMR-2020-01046","101","New Single Family Dwelling",,"single family","Clay","2","NORTH KANSAS CITY","258578","CL0991800210060001","630 NE 100th St","BUCKNER'S HEATING & COOLING, CO.",
"630",,"NE","100th","St","630 NE 100th St","64155","6","1","2020","Residential","Additions, Alterations, Repairs","NA","0","$   3,500","2767988","1131704","CPER-2020-02342","97","Existing 1 or 2 Family Residence",,"Existing Single Family","Clay","2","NORTH KANSAS CITY","258578","CL0991800210060001","630 NE 100th St","The Solar Guys LLC","Lucas Borntreger"
"2405",,"NE","100th","St","2405 NE 100th St","64155","11","12","2020","Residential","Additions, Alterations, Repairs","NA","0","$   24,000","2774746","1131289","CPMR-2020-02887","97","Existing 1 or 2 Family Residence",,"Existing S/F","Clay","1","NORTH KANSAS CITY","104294","CL0992000010040001","2405 NE 100th St","AL-HAM HEATING & COOLING","david medved"
"9804",,"NE","100th","St","9804 NE 100th St","64157","10","22","2020","Residential","Additions, Alterations, Repairs","NA","0","$   26,400","2801122","1131323","CPBR-2020-01670","97","Existing 1 or 2 Family Residence","BARRINGTON RIDGE","Existing Single Family","Clay","1","LIBERTY","235483","CL1091800090110001","9804 NE 100th St","LEGACY CONTRACTOR SERVICES, LLC","Justin Stuit"
"9804",,"NE","100th","St","9804 NE 100th St","64157","10","23","2020","Residential","Additions, Alterations, Repairs","NA","0","$   4,400","2801122","1131323","CPER-2020-04957","97","Existing 1 or 2 Family Residence","BARRINGTON RIDGE","Existing Single Family","Clay","1","LIBERTY","235483","CL1091800090110001","9804 NE 100th St","RIVERCREST ELECTRIC LLC","JASON RAPP"
"9804",,"NE","100th","St","9804 NE 100th St","64157","10","23","2020","Residential","Additions, Alterations, Repairs","NA","0","$   500","2801122","1131323","CPMR-2020-02706","97","Existing 1 or 2 Family Residence","BARRINGTON RIDGE","Existing Single Family","Clay","1","LIBERTY","235483","CL1091800090110001","9804 NE 100th St","Monteil Heating and Cooling","Brian Monteil"
"9804",,"NE","100th","St","9804 NE 100th St","64157","10","23","2020","Residential","Additions, Alterations, Repairs","NA","0","$   3,200","2801122","1131323","CPPR-2020-02874","97","Existing 1 or 2 Family Residence","BARRINGTON RIDGE","Existing Single Family","Clay","1","LIBERTY","235483","CL1091800090110001","9804 NE 100th St","CARLYLE PLUMBING, INC.","Troy Carlyle"
"3525",,"NW","100th","St","3525 NW 100th St","64154","2","25","2020","Residential","Additions, Alterations, Repairs","NA","0","$   44,000","2754509","1131106","CPBR-2020-00383","97","Existing 1 or 2 Family Residence",,"Swimming pool","Platte","2","PLATTE COUNTY","171606","PL188033000000007000","3525 NW 100th St","TIGER POOL & PATIO LLC","RICHARD STANHOPE"
"3700",,"NW","100th","St","3700 NW 100th St","64154","11","13","2020","Residential","Additions, Alterations, Repairs","NA","0","$   9,000","2754133","1132454","CPER-2020-05256","97","Existing 1 or 2 Family Residence",,"Existing Single Family","Platte","2","PLATTE COUNTY","171583","PL189032000000002000","3700 NW 100th St","RISINGSUN EPC","Alexander Roach"
"217",,"E","100th","Ter","217 E 100th Ter","64114","1","30","2020","Residential","Additions, Alterations, Repairs","NA","0","$   14,000","2763381","1011775","CPPR-2020-00222","97","Existing 1 or 2 Family Residence","OAKDELL","Existing S/F","Jackson","6","CENTER","153719","JA48820034700000000","217 E 100th Ter","Bob Hamilton","Rae Selvin"
"911",,"E","100th","Ter","911 E 100th Ter","64131","9","8","2020","Residential","Additions, Alterations, Repairs","NA","0","$   500","2766191","1011541","CPER-2020-03849","97","Existing 1 or 2 Family Residence","SPRINGHAVEN","S/F","Jackson","5","CENTER","153453","JA48810060600000000","911 E 100th Ter",,"Brianna Putthoff"
"1300",,"E","100th","Ter","1300 E 100th Ter","64131","6","3","2020","Residential","Additions, Alterations, Repairs","NA","0","$   6,656","2767489","1011786","CPMR-2020-01252","97","Existing 1 or 2 Family Residence","INDIAN HEIGHTS",,"Jackson","5","CENTER","154240","JA48720031000000000","1300 E 100th Ter","A.B. May Company","Angela Reuscher"
"5906",,"E","100th","Ter","5906 E 100th Ter","64134","6","24","2020","Residential","Additions, Alterations, Repairs","NA","0","$   200","2782940","1010989","CPER-2020-02651","97","Existing 1 or 2 Family Residence","SKYLINE HEIGHTS","S/F","Jackson","5","HICKMAN MILLS","58593","JA49720071400000000","5906 E 100th Ter","none","Martin Ley"
"6700",,"E","100th","Ter","6700 E 100th Ter","64134","7","2","2020","Residential","Additions, Alterations, Repairs","NA","0","$   3,000","2785434","1010921","CPER-2020-02975","97","Existing 1 or 2 Family Residence","PARKLANE","Existing Single Family","Jackson","5","HICKMAN MILLS","58316","JA49710051500000000","6700 E 100th Ter","Mister Sparky Kansas City","Weslyn Weathers"
"6700",,"E","100th","Ter","6700 E 100th Ter","64134","12","14","2020","Residential","Additions, Alterations, Repairs","NA","0","$   1,000","2785434","1010921","CPER-2020-05853","97","Existing 1 or 2 Family Residence","PARKLANE","Existing Single Family","Jackson","5","HICKMAN MILLS","58316","JA49710051500000000","6700 E 100th Ter","ABLE ELECTRIC OF KANSAS CITY LLC","Thomas SUPER"
"8001",,"E","100th","Ter","8001 E 100th Ter","64134","6","8","2020","Residential","Additions, Alterations, Repairs","NA","0","$   5,700","2789770","1010223","CPER-2020-02468","97","Existing 1 or 2 Family Residence","BANNISTER ACRES","Existing S/F","Jackson","5","HICKMAN MILLS","70213","JA50920060600000000","8001 E 100th Ter","Mister Sparky Kansas City","Weslyn Weathers"
"8008",,"E","100th","Ter","8008 E 100th Ter","64134","8","17","2020","Residential","Additions, Alterations, Repairs","NA","0","$   2,700","2789865","1010403","CPPR-2020-02163","97","Existing 1 or 2 Family Residence","BANNISTER ACRES","existing house","Jackson","5","HICKMAN MILLS","70201","JA50920041600000000","8008 E 100th Ter","B & L PLUMBING SERVICE, INC.",
"8101",,"E","100th","Ter","8101 E 100th Ter","64134","2","12","2020","Residential","Additions, Alterations, Repairs","NA","0","$   17,000","2789948","1010216","CPPR-2020-00372","97","Existing 1 or 2 Family Residence","BANNISTER ACRES","Existing S/F","Jackson","5","HICKMAN MILLS","70211","JA50920060400000000","8101 E 100th Ter","Bob Hamilton Plumbing Heating AC & Rooter","Rae Selvin"
"4701",,"NE","100th","Ter","4701 NE 100th Ter","64156","2","26","2020","Residential","New Construction","Single Family","0","$   8,400","2781731","1131690","CPMR-2020-00465","101","New Single Family Dwelling",,"new s/f","Clay","1","NORTH KANSAS CITY","242834","CL1071500070160001","4701 NE 100th Ter","MCDANIEL FURNACE & SHEET METAL, INC.","JEFFREY WILP"
"4701",,"NE","100th","Ter","4701 NE 100th Ter","64156","3","18","2020","Residential","New Construction","Single Family","0","$   4,300","2781731","1131690","CPER-2020-01226","101","New Single Family Dwelling",,"new s/f","Clay","1","NORTH KANSAS CITY","242834","CL1071500070160001","4701 NE 100th Ter","PALMER ELECTRIC COMPANY",
"149",,"NW","100th","Ter","149 NW 100th Ter","64155","7","15","2020","Residential","Additions, Alterations, Repairs","NA","0","$   21,537","2765617","1131834","CPBR-2020-01415","97","Existing 1 or 2 Family Residence","ROMEY HILLS","single family foundation","Clay","2","NORTH KANSAS CITY","103205","CL0991300150010001","149 NW 100th Ter","GROUNDWORKS FRS, LLC",
"1000",,"W","100th","Ter","1000 W 100th Ter","64114","8","12","2020","Residential","Additions, Alterations, Repairs","NA","0","$   850","2759263","1012443","CPER-2020-03654","97","Existing 1 or 2 Family Residence","LEA MANOR","Existing Single Family","Jackson","6","CENTER","152990","JA48910051200000000","1000 W 100th Ter","POWER UP ELECTRIC LLC","DENNIS SHULTS"
"1104",,"W","100th","Ter","1104 W 100th Ter","64114","5","4","2020","Residential","Additions, Alterations, Repairs","NA","0","$   1,600","2758778","1012124","CPVP-2020-00090","97","Existing 1 or 2 Family Residence","LEA MANOR","existing s/f","Jackson","6","CENTER","152998","JA48910080800000000","1104 W 100th Ter","HEALTH & COMFORT EQUIPMENT SERVICE LLC","ROGER BLAKLEY"
"1109",,"W","100th","Ter","1109 W 100th Ter","64114","7","23","2020","Residential","Additions, Alterations, Repairs","NA","0","$   1,200","2758704","1011928","CPPR-2020-01777","97","Existing 1 or 2 Family Residence","LEA MANOR",,"Jackson","6","CENTER","153008","JA48910090600000000","1109 W 100th Ter","A.B. MAY COMPANY","GLEN POSLADEK"
"208",,"NW","101st","Pl","208 NW 101st Pl","64155","2","24","2020","Residential","Additions, Alterations, Repairs","NA","0","$   37,820","2765039","1133023","CPER-2020-00787","97","Existing 1 or 2 Family Residence","ROMEY HILLS","single family solar","Clay","2","NORTH KANSAS CITY","103152","CL0991300190190001","208 NW 101st Pl","SIGORA SOLAR LLC","Nathan King"
"212",,"NW","101st","Pl","212 NW 101st Pl","64155","4","2","2020","Residential","Additions, Alterations, Repairs","NA","0","$   7,000","2764933","1133052","CPMR-2020-00689","97","Existing 1 or 2 Family Residence","ROMEY HILLS","Existing S/F","Clay","2","NORTH KANSAS CITY","103153","CL0991300190180001","212 NW 101st Pl","A.B. MAY COMPANY","GLEN POSLADEK"
"1201",,"E","101st","St","1201 E 101st St","64131","2","13","2020","Residential","Additions, Alterations, Repairs","NA","0","$   23,266","2766951","1011321","CPBR-2020-00271","97","Existing 1 or 2 Family Residence","INDIAN HEIGHTS","single family foundation","Jackson","5","CENTER","154298","JA48720080300000000","1201 E 101st St","GROUNDWORKS FRS, LLC",
"5607",,"E","101st","St","5607 E 101st St","64137","6","12","2020","Residential","Additions, Alterations, Repairs","NA","0","$   6,500","2781804","1010453","CPPR-2020-01552","97","Existing 1 or 2 Family Residence","MOORELAND HEIGHTS",,"Jackson","5","HICKMAN MILLS","57968","JA49810100700000000","5607 E 101st St","Bob Hamilton Plumbing Heating AC & Rooter","Rae Selvin"
"5702",,"E","101st","St","5702 E 101st St","64137","6","1","2020","Residential","Additions, Alterations, Repairs","NA","0","$   850","2782006","1010677","CPER-2020-02345","97","Existing 1 or 2 Family Residence","MOORELAND HEIGHTS","Existing Single Family","Jackson","5","HICKMAN MILLS","57752","JA49810070900000000","5702 E 101st St",,"cpd agent"
"5703",,"E","101st","St","5703 E 101st St","64137","9","22","2020","Residential","Additions, Alterations, Repairs","NA","0","$   1,000","2782001","1010488","CPER-2020-04388","97","Existing 1 or 2 Family Residence","MOORELAND HEIGHTS","Existing Single Family","Jackson","5","HICKMAN MILLS","57971","JA49810100400000000","5703 E 101st St","SAFEHOUSE ELECTRIC COMPANY, LLC","Justin Magee"
"6002",,"E","101st","St","6002 E 101st St","64134","3","12","2020","Residential","Additions, Alterations, Repairs","NA","0","$   1,000","2783190","1010636","CPER-2020-00864","97","Existing 1 or 2 Family Residence","SKYLINE HEIGHTS","Existing Single Family","Jackson","5","HICKMAN MILLS","58612","JA49720091800000000","6002 E 101st St","JCK ELECTRIC COMPANY LLC","Jeffrey Bradley"
"6300",,"E","101st","St","6300 E 101st St","64134","4","14","2020","Residential","Additions, Alterations, Repairs","NA","0","$   7,250","2784385","1010540","CPBR-2020-00707","97","Existing 1 or 2 Family Residence","SKYLINE HEIGHTS","s/f","Jackson","5","HICKMAN MILLS","58434","JA49720022700000000","6300 E 101st St","PREMIER ROOFING LLC","Kelly Haskey"
"6300",,"E","101st","St","6300 E 101st St","64134","10","26","2020","Residential","Additions, Alterations, Repairs","NA","0","$   800","2784385","1010540","CPER-2020-04995","97","Existing 1 or 2 Family Residence","SKYLINE HEIGHTS","S/F","Jackson","5","HICKMAN MILLS","58434","JA49720022700000000","6300 E 101st St","BICKIMER ELECTRIC LLC","Michael Bickimer"
"1907",,"NE","101st","St","1907 NE 101st St","64155","9","25","2020","Residential","New Construction","Single Family","1","$   280,000","2772929","1132512","CPBR-2020-02143","101","New Single Family Dwelling","STALEY FARMS","New Single Family","Clay","1","NORTH KANSAS CITY","235783","CL0991600070080001","1907 NE 101st St","ENCORE BUILDING COMPANY",
"1907",,"NE","101st","St","1907 NE 101st St","64155","10","14","2020","Residential","New Construction","Single Family","0","$   5,000","2772929","1132512","CPPR-2020-02777","101","New Single Family Dwelling","STALEY FARMS","New Single Family","Clay","1","NORTH KANSAS CITY","235783","CL0991600070080001","1907 NE 101st St","ROBERTSON PLUMBING, LLC","Darin Ritter"
"1907",,"NE","101st","St","1907 NE 101st St","64155","12","17","2020","Residential","New Construction","Single Family","0","$   8,610","2772929","1132512","CPMR-2020-03160","101","New Single Family Dwelling","STALEY FARMS","New Single Family","Clay","1","NORTH KANSAS CITY","235783","CL0991600070080001","1907 NE 101st St","MIKE BRYANT HEATING & COOLING, LLC","SUSAN FLEENOR"
"7612",,"NE","101st","St","7612 NE 101st St","64157","7","26","2020","Residential","Additions, Alterations, Repairs","NA","0","$   27,000","2791961","1132462","CPBR-2020-01473","97","Existing 1 or 2 Family Residence",,"swimming pool","Clay","1","LIBERTY","262962","CL1081500110200001","7612 NE 101st St","CPD-Homeowner","CPD Homeowner"
"7612",,"NE","101st","St","7612 NE 101st St","64157","9","18","2020","Residential","Additions, Alterations, Repairs","NA","0","$   1,000","2791961","1132462","CPER-2020-04296","97","Existing 1 or 2 Family Residence",,"swimming pool","Clay","1","LIBERTY","262962","CL1081500110200001","7612 NE 101st St","PALMER ELECTRIC COMPANY",
"8716",,"NE","101st","St","8716 NE 101st St","64157","12","11","2020","Residential","Additions, Alterations, Repairs","NA","0","$   283","2795941","1132406","CPER-2020-05764","97","Existing 1 or 2 Family Residence","TRAILS OF BRENTWOOD","Security Alarm","Clay","1","LIBERTY","235452","CL1081600090270001","8716 NE 101st St","ADT LLC","WILLIAM MAGNAH"
"513",,"W","101st","St","513 W 101st St","64114","9","22","2020","Residential","Additions, Alterations, Repairs","NA","0","$   2,400","2760656","1011722","CPER-2020-04347","97","Existing 1 or 2 Family Residence","INDIAN GROVE","Existing Single Family","Jackson","6","CENTER","153118","JA48910100800000000","513 W 101st St","JMC SERVICES, INC.","JOHN CAUTHON"
"521",,"W","101st","St","521 W 101st St","64114","6","1","2020","Residential","Additions, Alterations, Repairs","NA","0","$   3,600","2760538","1011725","CPPR-2020-01420","97","Existing 1 or 2 Family Residence","INDIAN GROVE","Existing Single Family","Jackson","6","CENTER","153116","JA48910101000000000","521 W 101st St","BOB HAMILTON PLUMBING, HEATING, A/C & ROOTER","JANICE PEARL"
"542",,"W","101st","St","542 W 101st St","64114","12","23","2020","Residential","Additions, Alterations, Repairs","NA","0","$   900","2760478","1011916","CPER-2020-05738","97","Existing 1 or 2 Family Residence","INDIAN GROVE","S/F","Jackson","6","CENTER","152952","JA48910073800000000","542 W 101st St","Dye Electric, LLC","Brandon Dye"
"601",,"W","101st","St","601 W 101st St","64114","6","10","2020","Residential","Additions, Alterations, Repairs","NA","0","$   200","2760474","1011727","CPMR-2020-01372","97","Existing 1 or 2 Family Residence","INDIAN GROVE","Existing Single Family","Jackson","6","CENTER","153115","JA48910101100000000","601 W 101st St","ALL ABOUT COMFORT HEATING & COOLING LLC","James Henton"
"602",,"W","101st","St","602 W 101st St","64114","6","18","2020","Residential","Additions, Alterations, Repairs","NA","0","$   2,100","2760404","1011919","CPPR-2020-01608","97","Existing 1 or 2 Family Residence","INDIAN GROVE",,"Jackson","6","CENTER","152953","JA48910073900000000","602 W 101st St","BOB HAMILTON PLUMBING, HEATING, A/C & ROOTER","JANICE PEARL"
"606",,"W","101st","St","606 W 101st St","64114","10","28","2020","Residential","Additions, Alterations, Repairs","NA","0","$   1,000","2760330","1011922","CPER-2020-05044","97","Existing 1 or 2 Family Residence","INDIAN GROVE","S/F","Jackson","6","CENTER","152954","JA48910074000000000","606 W 101st St","R.W. ELECTRIC & CONSTRUCTION, INCORPORATED","Ronald Williams"
"800",,"E","101st","Ter","800 E 101st Ter","64131","1","6","2020","Non-Residential","Additions, Alterations, Repairs","NA","0","$   1,260","2765565","1011289","CPFC-2019-00535","437","Existing Non-Res. Bldg.-Add., Alter., Conv","HOLMES CORPORATE CENTRE","Epigenetics","Jackson","5","CENTER","153664","JA48810100200000000","800 E 101st Ter","ALLIANCE FIRE PROTECTION, LLC","Andy Clifford"
"800",,"E","101st","Ter","800 E 101st Ter","64131","10","19","2020","Non-Residential","Additions, Alterations, Repairs","NA","0","$   21,627","2765565","1011289","CPBC-2020-00826","437","Existing Non-Res. Bldg.-Add., Alter., Conv","HOLMES CORPORATE CENTRE","Edward Jones #15510","Jackson","5","CENTER","153664","JA48810100200000000","800 E 101st Ter","WG CONSTRUCTION LLC","Wayne Greenlee"
"800",,"E","101st","Ter","800 E 101st Ter","64131","10","20","2020","Non-Residential","Additions, Alterations, Repairs","NA","0","$   7,835","2765565","1011289","CPEC-2020-01319","437","Existing Non-Res. Bldg.-Add., Alter., Conv","HOLMES CORPORATE CENTRE","Edward Jones #15510","Jackson","5","CENTER","153664","JA48810100200000000","800 E 101st Ter","GARWIN ELECTRIC, L.L.C.","WENDELL WINEGAR"
"800",,"E","101st","Ter","800 E 101st Ter","64131","10","23","2020","Non-Residential","Additions, Alterations, Repairs","NA","0","$   2,430","2765565","1011289","CPEC-2020-01346","437","Existing Non-Res. Bldg.-Add., Alter., Conv","HOLMES CORPORATE CENTRE","Edward Jones #15510","Jackson","5","CENTER","153664","JA48810100200000000","800 E 101st Ter","Keller Fire & Safety, Inc.","Aaron Smith"
"800",,"E","101st","Ter","800 E 101st Ter","64131","10","23","2020","Non-Residential","Additions, Alterations, Repairs","NA","0","$   1,955","2765565","1011289","CPMC-2020-00501","437","Existing Non-Res. Bldg.-Add., Alter., Conv","HOLMES CORPORATE CENTRE","Edward Jones #15510","Jackson","5","CENTER","153664","JA48810100200000000","800 E 101st Ter","DESIGN MECHANICAL, INC.",
"800",,"E","101st","Ter","800 E 101st Ter","64131","11","13","2020","Non-Residential","Additions, Alterations, Repairs","NA","0","$   790","2765565","1011289","CPFC-2020-00326","437","Existing Non-Res. Bldg.-Add., Alter., Conv","HOLMES CORPORATE CENTRE","Edward Jones #15510","Jackson","5","CENTER","153664","JA48810100200000000","800 E 101st Ter","Keller Fire & Safety, Inc.","Aaron Smith"
"1000",,"E","101st","Ter","1000 E 101st Ter","64131","2","20","2020","Non-Residential","Additions, Alterations, Repairs","NA","0","$   1,500","2766290","1011199","CPBC-2020-00158","437","Existing Non-Res. Bldg.-Add., Alter., Conv","HOLMES CORPORATE CENTRE","The U of KS HS UKCC S CV Echo at Holmes","Jackson","5","CENTER","153665","JA48810100100000000","1000 E 101st Ter","Kelly Construction Group, Inc.","Tony  Jones"
"1000",,"E","101st","Ter","1000 E 101st Ter","64131","3","6","2020","Non-Residential","Additions, Alterations, Repairs","NA","0","$   11,960","2766290","1011199","CPEC-2020-00347","437","Existing Non-Res. Bldg.-Add., Alter., Conv","HOLMES CORPORATE CENTRE","The U of KS HS UKCC S CV Echo at Holmes","Jackson","5","CENTER","153665","JA48810100100000000","1000 E 101st Ter","SHAW ELECTRIC CO.","NED SHAW"
"1001",,"E","101st","Ter","1001 E 101st Ter","64131","2","7","2020","Non-Residential","Additions, Alterations, Repairs","NA","0","$   112,000","2766158","1010442","CPBC-2020-00118","437","Existing Non-Res. Bldg.-Add., Alter., Conv","HOLMES CORPORATE CENTRE","Centauri Health Solutions","Jackson","5","CENTER","241777","JA48810110400000000","1001 E 101st Ter","Kessinger Hunter & Co","Dustin Waters"
"1001",,"E","101st","Ter","1001 E 101st Ter","64131","2","11","2020","Non-Residential","Additions, Alterations, Repairs","NA","0","$   50,000","2766158","1010442","CPEC-2020-00196","437","Existing Non-Res. Bldg.-Add., Alter., Conv","HOLMES CORPORATE CENTRE","Centauri Health Solutions","Jackson","5","CENTER","241777","JA48810110400000000","1001 E 101st Ter","GARWIN ELECTRIC, L.L.C.","Josh Maska"
"1001",,"E","101st","Ter","1001 E 101st Ter","64131","2","11","2020","Non-Residential","Additions, Alterations, Repairs","NA","0","$   21,500","2766158","1010442","CPMC-2020-00065","437","Existing Non-Res. Bldg.-Add., Alter., Conv","HOLMES CORPORATE CENTRE","Centauri Health Solutions","Jackson","5","CENTER","241777","JA48810110400000000","1001 E 101st Ter","HENRY MILLER MECHNICAL LLC","Mark Miller"
