"report_no","reported_date","reported_time","from_date","from_time","to_date","to_time","offense","ibrs","description","beat","address","zip_code","city","rep_dist","area","dvflag","invl_no","involvement","race","sex","age","location_1","firearm_used_flag"
"100015799","2010-03-04T00:00:00.000","18:00","2010-03-04T00:00:00.000","18:00",,,"2655","90J","Trespassing","122","1700  MOTEN PL","64106","KANSAS CITY","PJ0990","CPD","U","1","VIC",,,,"1700 MOTEN PL
KANSAS CITY, MO 64106
(39.1016738780005, -94.56131116699964)","N"
"100008511","2010-02-02T00:00:00.000","17:51","2010-02-01T00:00:00.000","21:00","2010-02-02T00:00:00.000","17:00","650","23G","Stealing Auto Parts/","999","9900  S UNKNOWN ST","0","KANSAS CITY","PKC000","CPD","U","1","SUS","U","U",,,"N"
"100008577","2010-02-02T00:00:00.000","22:44","2010-02-02T00:00:00.000","22:44",,,"302","120","Armed Robbery","232","600  E 66 TE",,"KANSAS CITY","PJ5096","MPD","U","1","SUS","B","M","18","600 66
TE KANSAS CITY, MO 
(39.52368635500045, -99.11415045099966)","Y"
"100004060","2010-01-17T00:00:00.000","2:50","2010-01-17T00:00:00.000","2:50",,,"840","90Z","Resisting an Officer","113","100  E 13 ST","64106","KANSAS CITY","PJ1177","CPD","U","1","VIC",,,,"100 13 ST
KANSAS CITY, MO 64106
(39.098579058000496, -94.58204310599967)","N"
"100007931","2010-01-31T00:00:00.000","18:24","2010-01-31T00:00:00.000","11:00",,,"650","23G","Stealing Auto Parts/","999","9900  S UNKNOWN ST","0","KANSAS CITY","PKC000","CPD","U","1","SUS","U","U",,,"N"
"100015000","2010-03-01T00:00:00.000","15:50","2010-03-01T00:00:00.000","15:45",,,"3020","90Z","Dead Body","341","4000  HARVARD CI ","64133","KANSAS CITY","PJ3460","EPD","U","1","VIC","W","M","62","4000 HARVARD
CI KANSAS CITY, MO 64133
(39.05033501200046, -94.44988345099966)","N"
"100014613","2010-02-28T00:00:00.000","0:27","2010-02-28T00:00:00.000","0:27",,,"2655","90J","Trespassing","113","100  E 13 ST","64111","KANSAS CITY","PJ1177","CPD","U","1","VIC",,,,"100 13 ST
KANSAS CITY, MO 64111
(39.055502782000474, -94.59306944999969)","N"
"90086554","2010-03-14T00:00:00.000","19:53",,,,,"650","23G","Stealing Auto Parts/",,,,,,,"U","1","SUS","U","U",,"
, MO 
(38.63579372300046, -92.56629737199967)","N"
"100017529","2010-03-11T00:00:00.000","9:34","2010-03-11T00:00:00.000","9:34",,,"1122","26B","Credit/Debit/ATM Car","999","9900  S UNKNOWN ST","0","KANSAS CITY","PKC000","CPD","U","1","SUS","U","U",,,"N"
"100017642","2010-03-11T00:00:00.000","15:34","2010-03-07T00:00:00.000","1:00",,,"1122","26B","Credit/Debit/ATM Car","999","9900  S UNKNOWN ST","0","KANSAS CITY","PKC000","CPD","U","1","VIC","B","F","25",,"N"
"100014395","2010-02-27T00:00:00.000","0:30","2010-02-27T00:00:00.000","0:30",,,"2655","90J","Trespassing","113","100  E 13 ST","64106","KANSAS CITY","PJ1177","CPD","U","1","VIC",,,,"100 13 ST
KANSAS CITY, MO 64106
(39.098579058000496, -94.58204310599967)","N"
"100007931","2010-01-31T00:00:00.000","18:24","2010-01-31T00:00:00.000","11:00",,,"650","23G","Stealing Auto Parts/","999","9900  S UNKNOWN ST","0","KANSAS CITY","PKC000","CPD","U","1","VIC","W","F","39",,"N"
"100014053","2010-02-25T00:00:00.000","14:39","2010-01-01T00:00:00.000","14:00","2010-01-03T00:00:00.000","16:00","690","23H","Stealing All Other","999","9900  S UNKNOWN ST","0","KANSAS CITY","PKC000","CPD","U","1","VIC","B","M","49",,"N"
"100006688","2010-01-27T00:00:00.000","10:20","2010-01-18T00:00:00.000","12:00",,,"650","23G","Stealing Auto Parts/","999","9900  S UNKNOWN ST","0","KANSAS CITY","PKC000","CPD","U","1","VIC",,,,,"N"
"100001768","2010-01-08T00:00:00.000","9:35","2010-01-08T00:00:00.000","9:30",,,"1401","290","Property Damage","533","400  W 98 ST","64114","KANSAS CITY","PJ6537","SPD","U","2","VIC",,,,"400 98 ST
KANSAS CITY, MO 64114
(38.95066473200046, -94.59623072199969)","N"
"100002924","2010-01-12T00:00:00.000","23:18","2010-01-12T00:00:00.000","23:15",,,"901","200","Arson","544","8700  E 97 TE","64134","KANSAS CITY","PJ6620","SPD","U","1","ARR","B","M","40","8700 97
TE KANSAS CITY, MO 64134
(38.931213900000444, -94.5017765399997)","N"
"100008479","2010-02-02T00:00:00.000","16:00","2010-02-02T00:00:00.000","15:00",,,"1122","26B","Credit/Debit/ATM Car","999","9900  S UNKNOWN ST","0","KANSAS CITY","PKC000","CPD","U","1","SUS","U","U",,,"N"
"100009052","2010-02-04T00:00:00.000","19:49","2010-02-04T00:00:00.000","18:30",,,"1122","26B","Credit/Debit/ATM Car","999","9900  S UNKNOWN ST","0","KANSAS CITY","PKC000","CPD","U","1","VIC","W","F","29",,"N"
"100005598","2010-01-22T00:00:00.000","20:24","2010-01-22T00:00:00.000","0:01","2010-01-22T00:00:00.000","18:00","1122","26B","Credit/Debit/ATM Car","999","9900  S UNKNOWN ST","0","KANSAS CITY","PKC000","CPD","U","1","VIC","W","F","56",,"N"
"100026231","2010-04-12T00:00:00.000","18:37","2010-04-05T00:00:00.000","22:00","2010-04-07T00:00:00.000","18:30","690","23H","Stealing All Other","999","9900  S UNKNOWN ST","0","KANSAS CITY","PKC000","CPD","U","1","SUS","U","U",,,"N"
"100020890","2010-03-24T00:00:00.000","3:26","2010-03-24T00:00:00.000","3:15",,,"2661","100","Kidnapping/Abduction",,"UNKNOWN",,"INDEPENDENCE",,,"U","1","SUS","W","M","50","
UNKNOWN INDEPENDENCE, MO 
(39.52368635500045, -99.11415045099966)","N"
"100019466","2010-03-18T00:00:00.000","16:04","2010-03-17T00:00:00.000","22:00","2010-03-18T00:00:00.000","14:00","640","23F","Stealing From Auto","999","9900  S UNKNOWN ST","0","KANSAS CITY","PKC000","CPD","U","1","VIC","W","M","46",,"N"
"100025883","2010-04-11T00:00:00.000","13:56","2010-04-10T00:00:00.000","21:00","2010-04-11T00:00:00.000","8:00","501","220","Burglary - Residence","222","4941PARK","64130","KANSAS CITY","PJ3968","MPD","U","1","SUS","U","U",,,"N"
"100018135","2010-03-13T00:00:00.000","13:33","2010-03-13T00:00:00.000","13:33",,,"2402","90C","Disorderly Conduct","999","E 6 ST/S PROSPECT ST",,"KEARNEY","PCX045","SCP","U","2","VIC",,,,"6 ST S PROSPECT ST
KEARNEY, MO 
(39.37446396000047, -94.36236923099966)","N"
"100019949","2010-03-20T00:00:00.000","12:37","2010-03-19T00:00:00.000","23:00","2010-03-20T00:00:00.000","11:00","1401","290","Property Damage","999","9900  S UNKNOWN ST","0","KANSAS CITY","PKC000","CPD","U","1","SUS","U","U",,,"N"
"100019599","2010-03-19T00:00:00.000","2:53","2010-03-19T00:00:00.000","2:50",,,"802","13B","Non Agg Assault Dome","234","8600  CHESTNUT CI ",,"KANSAS CITY","PJ6160","MPD","Y","1","ARR","B","M","24","8600 CHESTNUT
CI KANSAS CITY, MO 
(39.52368635500045, -99.11415045099966)","N"
"100021827","2010-03-27T00:00:00.000","11:08","2010-03-27T00:00:00.000","11:00",,,"301","120","Strong Arm Robbery","211","4200  E 50 TE",,"KANSAS CITY","PJ4089","MPD","U","1","VIC",,,,"4200 50
TE KANSAS CITY, MO 
(39.52368635500045, -99.11415045099966)","N"
"100019766","2010-03-19T00:00:00.000","17:18","2010-03-19T00:00:00.000","16:30",,,"650","23G","Stealing Auto Parts/","999","9900  S UNKNOWN ST","0","KANSAS CITY","PKC000","CPD","U","1","SUS","U","U",,,"N"
"100022275","2010-03-29T00:00:00.000","12:34","2010-02-19T00:00:00.000","12:00",,,"1122","26B","Credit/Debit/ATM Car","999","9900  S UNKNOWN ST","0","KANSAS CITY","PKC000","CPD","U","1","VIC","B","M","22",,"N"
"100025726","2010-04-29T00:00:00.000","14:31",,,,,"831","13C","Intimidation","122","900  WOODLAND AV",,"KANSAS CITY","PJ0905","CPD","U","1","VIC","B","F","19","900 WOODLAND AV
KANSAS CITY, MO 
(39.102644170000474, -94.56050885599967)","N"
"100025143","2010-04-08T00:00:00.000","18:56","2010-04-08T00:00:00.000","18:45",,,"650","23G","Stealing Auto Parts/","999","9900  S UNKNOWN ST","0","KANSAS CITY","PKC000","CPD","U","1","VIC","B","F","26",,"N"
"100033533","2010-05-07T00:00:00.000","10:13","2010-05-07T00:00:00.000","9:00",,,"1122","26B","Credit/Debit/ATM Car","999","9900  S UNKNOWN ST","0","KANSAS CITY","PKC000","CPD","U","1","SUS","U","U",,,"N"
"100024826","2010-04-07T00:00:00.000","16:51","2009-03-23T00:00:00.000","13:00",,,"1198","26C","Impersonation","999","9900  S UNKNOWN ST","0","KANSAS CITY","PKC000","CPD","U","1","SUS","U","U",,,"N"
"100019773","2010-03-19T00:00:00.000","17:37","2010-03-19T00:00:00.000","17:00",,,"650","23G","Stealing Auto Parts/","999","9900  S UNKNOWN ST","0","KANSAS CITY","PKC000","CPD","U","1","SUS","U","U",,,"N"
"100019949","2010-03-20T00:00:00.000","12:37","2010-03-19T00:00:00.000","23:00","2010-03-20T00:00:00.000","11:00","1401","290","Property Damage","999","9900  S UNKNOWN ST","0","KANSAS CITY","PKC000","CPD","U","1","VIC",,,,,"N"
"100033533","2010-05-07T00:00:00.000","10:13","2010-05-07T00:00:00.000","9:00",,,"1122","26B","Credit/Debit/ATM Car","999","9900  S UNKNOWN ST","0","KANSAS CITY","PKC000","CPD","U","1","VIC","B","M","18",,"N"
"100019781","2010-03-19T00:00:00.000","18:03","2010-03-18T00:00:00.000","22:30",,,"650","23G","Stealing Auto Parts/","999","9900  S UNKNOWN ST","0","KANSAS CITY","PKC000","CPD","U","1","SUS","U","U",,,"N"
"100020890","2010-03-24T00:00:00.000","3:26","2010-03-24T00:00:00.000","3:15",,,"2661","100","Kidnapping/Abduction",,"UNKNOWN",,"INDEPENDENCE",,,"U","2","SUS","W","M","25","
UNKNOWN INDEPENDENCE, MO 
(39.52368635500045, -99.11415045099966)","N"
"100024511","2010-04-06T00:00:00.000","14:08","2010-04-03T00:00:00.000","15:00",,,"650","23G","Stealing Auto Parts/","999","9900  S UNKNOWN ST","0","KANSAS CITY","PKC000","CPD","U","1","SUS","U","U",,,"N"
"100019766","2010-03-19T00:00:00.000","17:18","2010-03-19T00:00:00.000","16:30",,,"650","23G","Stealing Auto Parts/","999","9900  S UNKNOWN ST","0","KANSAS CITY","PKC000","CPD","U","1","VIC","W","F","32",,"N"
"100019466","2010-03-18T00:00:00.000","16:04","2010-03-17T00:00:00.000","22:00","2010-03-18T00:00:00.000","14:00","640","23F","Stealing From Auto","999","9900  S UNKNOWN ST","0","KANSAS CITY","PKC000","CPD","U","1","SUS","U","U",,,"N"
"100028860","2010-04-21T00:00:00.000","16:11","2010-04-21T00:00:00.000","16:10",,,"690","23H","Stealing All Other","533","1000  W 103 ST",,"KANSAS CITY","PJ6708","SPD","U","1","VIC",,,,"1000 103 ST
KANSAS CITY, MO 
(38.94189384200047, -94.60379099599965)","N"
"100034242","2010-05-12T00:00:00.000","13:00","2010-05-12T00:00:00.000","13:00",,,"1849","35A","Possession/Sale/Dist","112","1100  LOCUST ST",,"KANSAS CITY","PJ1029","CPD","U","1","VIC",,,,"1100 LOCUST ST
KANSAS CITY, MO 
(39.100854728000456, -94.57737538399965)","N"
"100029683","2010-04-24T00:00:00.000","13:10","2010-04-24T00:00:00.000","11:04",,,"2601","90Z","Misc Violation","231","600  W 68 TE","64129","KANSAS CITY","PJ5168","MPD","U","1","SUS","U","U",,"600 68
TE KANSAS CITY, MO 64129
(39.03902217600046, -94.49601940699966)","N"
"100029040","2010-04-22T00:00:00.000","10:47","2010-04-21T00:00:00.000","8:30",,,"650","23G","Stealing Auto Parts/","999","9900  S UNKNOWN ST","0","KANSAS CITY","PKC000","CPD","U","1","SUS","U","U",,,"N"
"100024511","2010-04-06T00:00:00.000","14:08","2010-04-03T00:00:00.000","15:00",,,"650","23G","Stealing Auto Parts/","999","9900  S UNKNOWN ST","0","KANSAS CITY","PKC000","CPD","U","1","VIC","B","F","42",,"N"
"100020326","2010-03-22T00:00:00.000","7:58","2010-03-22T00:00:00.000","7:45",,,"2655","90J","Trespassing","112","200  W 12 ST",,"KANSAS CITY","PJ1014","CPD","U","1","VIC",,,,"200 12 ST
KANSAS CITY, MO 
(39.10005840500048, -94.58660914199965)","N"
"100026247","2010-04-12T00:00:00.000","19:38","2010-04-12T00:00:00.000","18:30",,,"650","23G","Stealing Auto Parts/","999","9900  S UNKNOWN ST","0","KANSAS CITY","PKC000","CPD","U","1","SUS","U","U",,,"N"
"100020451","2010-03-22T00:00:00.000","15:46","2010-03-21T00:00:00.000","19:00",,,"650","23G","Stealing Auto Parts/","999","9900  S UNKNOWN ST","0","KANSAS CITY","PKC000","CPD","U","1","SUS","U","U",,,"N"
"100019781","2010-03-19T00:00:00.000","18:03","2010-03-18T00:00:00.000","22:30",,,"650","23G","Stealing Auto Parts/","999","9900  S UNKNOWN ST","0","KANSAS CITY","PKC000","CPD","U","1","VIC","W","F","21",,"N"
"100023278","2010-04-01T00:00:00.000","20:25","2010-04-01T00:00:00.000","18:30","2010-04-01T00:00:00.000","18:35","1002","250","Forged Checks","332","2500  E LINWOOD BL",,"KANSAS CITY","PJ2651","EPD","U","1","SUS","B","F",,"2500 LINWOOD
BL KANSAS CITY, MO 
(39.52368635500045, -99.11415045099966)","N"
"100048697","2010-06-28T00:00:00.000","23:52","2010-06-28T00:00:00.000","22:00",,,"302","120","Armed Robbery",,"56 TE/SYCAMORE","64119","KANSAS CITY",,,"U","1","VIC","W","M","18","56 TE
SYCAMORE KANSAS CITY, MO 64119
(39.19556101100045, -94.53411876199965)","N"
"100035914","2010-05-15T00:00:00.000","10:50","2010-05-14T00:00:00.000","14:00",,,"650","23G","Stealing Auto Parts/","999","9900  S UNKNOWN ST","0","KANSAS CITY","PKC000","CPD","U","1","SUS","U","U",,,"N"
"100050003","2010-07-03T00:00:00.000","3:38","2010-07-03T00:00:00.000","0:01",,,"201","11A","Rape",,"UNKNOWN",,"KANSAS CITY",,,"U","1","SUS","W","M","20","
UNKNOWN KANSAS CITY, MO 
(39.52368635500045, -99.11415045099966)","N"
"100050087","2010-07-03T00:00:00.000","12:53","2006-02-06T00:00:00.000","24:00:00","2006-06-24T00:00:00.000",,"1198","26C","Impersonation","999","9900  S UNKNOWN ST","0","KANSAS CITY","PKC000","PD1","U","1","SUS","U","U",,,"N"
"100042964","2010-06-09T00:00:00.000","10:54","2010-05-15T00:00:00.000","12:00",,,"650","23G","Stealing Auto Parts/","999","9900  S UNKNOWN ST","0","KANSAS CITY","PKC000","CPD","U","1","SUS","U","U",,,"N"
"100045748","2010-06-18T00:00:00.000","17:00","2010-06-18T00:00:00.000","16:40",,,"650","23G","Stealing Auto Parts/","999","9900  S UNKNOWN ST","0","KANSAS CITY","PKC000","PD1","U","1","VIC","W","F","38",,"N"
"100039053","2010-05-26T00:00:00.000","12:31","2010-05-26T00:00:00.000","12:31",,,"1750","11D","Sex Off Fondle - mol","112","UNKNOWN",,"KANSAS CITY","PJ1029","CPD","U","1","SUS","W","M","37","
UNKNOWN KANSAS CITY, MO 
(39.52368635500045, -99.11415045099966)","N"
"100038837","2010-05-25T00:00:00.000","16:05","2010-05-25T00:00:00.000","13:00",,,"650","23G","Stealing Auto Parts/","999","9900  S UNKNOWN ST","0","KANSAS CITY","PKC000","CPD","U","1","VIC","W","F","34",,"N"
"100040840","2010-06-01T00:00:00.000","21:04","2010-06-01T00:00:00.000","21:04",,,"401","13A","Aggravated Assault (","314","E 6TH / ELMWOOD","64123","KANSAS CITY","PJ0796","EPD","N","1","VIC","W","M","38",,"N"
"100095060","2010-12-07T00:00:00.000","16:53","2010-08-01T00:00:00.000","17:00",,,"1702","36B","Statutory Rape","112","UNKNOWN",,"KANSAS CITY","PJ1029","CPD","U","1","VIC","W","F","14","
UNKNOWN KANSAS CITY, MO 
(39.52368635500045, -99.11415045099966)","N"
"100042964","2010-06-09T00:00:00.000","10:54","2010-05-15T00:00:00.000","12:00",,,"650","23G","Stealing Auto Parts/","999","9900  S UNKNOWN ST","0","KANSAS CITY","PKC000","CPD","U","1","VIC","W","F","33",,"N"
"100044776","2010-06-15T00:00:00.000","14:45","2010-06-15T00:00:00.000","14:25",,,"650","23G","Stealing Auto Parts/","999","9900  S UNKNOWN ST","0","KANSAS CITY","PKC000","PD1","U","1","SUS","U","U",,,"N"
"100036659","2010-05-18T00:00:00.000","0:06","2010-05-18T00:00:00.000","0:06",,,"1120","26A","Fraud","114","800  SOUTHWEST BL","64106","KANSAS CITY","PJ1837","CPD","U","1","VIC",,,,"800 BL
KANSAS CITY, MO 64106
(39.10425374300047, -94.57449889699967)","N"
"100038133","2010-05-23T00:00:00.000","4:29","2010-05-23T00:00:00.000","4:00",,,"1120","26A","Fraud","413","5200  NW 64 ST","64152","KANSAS CITY","PP0665","NPD","U","1","SUS","W","F",,"5200 64 ST
KANSAS CITY, MO 64152
(39.21049363900045, -94.65936771899965)","N"
"100043081","2010-06-09T00:00:00.000","17:27","2010-05-23T00:00:00.000","11:00",,,"690","23H","Stealing All Other","999","9900  S UNKNOWN ST","0","KANSAS CITY","PKC000","CPD","U","1","VIC","B","M","80",,"N"
"100036932","2010-05-18T00:00:00.000","22:37","2010-05-18T00:00:00.000","22:35",,,"501","220","Burglary - Residence","542","7400  E 87 TE","64138","KANSAS CITY","PJ6272","SPD","U","1","SUS","U","U",,"7400 87
TE KANSAS CITY, MO 64138
(38.97011038800048, -94.47911733499967)","N"
"100035803","2010-05-14T00:00:00.000","23:42","2010-05-14T00:00:00.000","23:42",,,"2601","90Z","Misc Violation","113","100  E 13 ST",,"KANSAS CITY","PJ1177","CPD","U","1","VIC",,,,"100 13 ST
KANSAS CITY, MO 
(39.19607633300046, -94.68418397599964)","N"
"100049222","2010-06-30T00:00:00.000","15:04","2010-06-30T00:00:00.000","15:04",,,"2601","90Z","Misc Violation","411","4800  N OAK TF","64150","KCMO","PC0863","NPD","U","1","SUS","U","U",,"4800 OAK
TF KCMO, MO 64150
(39.17795372600045, -94.61669758999966)","N"
"100043929","2010-06-10T00:00:00.000","9:45","2010-06-10T00:00:00.000","9:45",,,"2601","90Z","Misc Violation","111","600  MULBERRY ST",,"KANSAS CITY","PJ0653","CPD","U","1","VIC",,,,"600 MULBERRY ST
KANSAS CITY, MO 
(39.10712534200047, -94.5995970949997)","N"
"100039411","2010-05-27T00:00:00.000","14:35","2010-05-27T00:00:00.000","13:00",,,"650","23G","Stealing Auto Parts/","999","9900  S UNKNOWN ST","0","KANSAS CITY","PKC000","CPD","U","1","VIC","B","F","43",,"N"
"100049571","2010-07-01T00:00:00.000","17:45","2010-07-01T00:00:00.000","16:54",,,"901","200","Arson","531","10000  WALNUT ST","64114","KCMO","PJ6659","SPD","U","1","VIC",,,,"10000 WALNUT ST
KCMO, MO 64114
(38.94769221400048, -94.59160332399966)","N"
"100035914","2010-05-15T00:00:00.000","10:50","2010-05-14T00:00:00.000","14:00",,,"650","23G","Stealing Auto Parts/","999","9900  S UNKNOWN ST","0","KANSAS CITY","PKC000","CPD","U","1","VIC","B","F","24",,"N"
