"reported_issue","current_status","open_date_time","resolved_date","issue_type","issue_sub_type","department_work_group","incident_address","latitude","longitude","lat_long","additional_questions"
"827728","resolved","2021-10-30T10:05:00.000","2021-11-01T00:00:00.000","Sewer or Stormwater","Sewer Backup","WSD Stormwater Investigation","4044 Garfield Ave Kansas City 64130","39.05227591","-94.55982607","POINT (-94.55982607 39.05227591)","{""Do you currently have water in your basement?"":""Yes - water still in basement"",""How many inches of water are currently in your basement?"":""2 to 3"",""Have you contacted a licensed plumber?"":""No"",""If yes, please provide the plumbing company's name and contact information."":""""}"
"923164","resolved","2022-02-04T11:28:00.000","2022-02-07T00:00:00.000","Illegal Dumping","Dumping in the Right-of-Way","PW Solid Waste","8208 E 114th St Kansas City 64134","38.91675646","-94.49626046","POINT (-94.49626046 38.91675646)","{""What has been dumped?"":""Trash Bags"",""Where are the items?"":""Street"",""Did you see the dumping occurring?"":""No""}"
"827717","canceled","2021-10-30T09:50:00.000","2021-11-01T00:00:00.000","Animals and Pets","Dead Animal On or Within the Right of Way","City Manager's Office","11313 Bennington Ave Kansas City 64134","38.91800489","-94.51402199","POINT (-94.51402199 38.91800489)","{""Type of Animal"":""possible raccoon "",""Location of Animal"":""Street"",""Please provide any additional information"":""west side of Bennington Ave Kansas City going south. in front of 11313 Bennington ""}"
"772761","resolved","2021-09-10T11:55:00.000","2021-09-13T00:00:00.000","Water Service","Account or Billing Questions","Water Services Department",,,,,
"923079","resolved","2022-02-04T10:37:00.000","2022-02-07T00:00:00.000","Solid Waste Services","Opportunity for Improvement (Central Trash/Recycling)","PW Solid Waste","6700 E 18th St Kansas City 64126","39.08840239","-94.50439393","POINT (-94.50439393 39.08840239)","{""What services were affected? (check all that apply)"":""Recycling Services""}"
"773374","resolved","2021-09-10T18:28:00.000","2021-09-13T00:00:00.000","Trash / Recycling / Bulky Services","Feedback or Question","PW Solid Waste","8340 Locust St Kansas City 64131","38.97583191","-94.58483444","POINT (-94.58483444 38.97583191)","{""Type of Service"":""Trash Collection""}"
"834518","resolved","2021-11-05T11:52:00.000","2022-01-24T00:00:00.000","Streetlights","Visibility due to Trees","PW Streetlights","3746 Harrison Blvd Kansas City 64109","39.05814205","-94.57355516","POINT (-94.57355516 39.05814205)",
"834492","resolved","2021-11-05T11:38:00.000","2022-01-11T00:00:00.000","Sewer or Stormwater","Sewer Repair","WSD Stormwater Investigation","4722 Hedges Ave Kansas City 64133","39.03585473","-94.45410364","POINT (-94.45410364 39.03585473)",
"834467","resolved","2021-11-05T11:29:00.000","2021-11-08T00:00:00.000","Water Service","Meter Leak or Issue","Water Services Department","11 NE Ferrell Ln Kansas City 64118","39.23658922","-94.57995229","POINT (-94.57995229 39.23658922)","{""Meter Problem"":""Leaking"",""Meter Location"":""Inside""}"
"923057","resolved","2022-02-04T10:01:00.000","2022-02-04T00:00:00.000","Administration or Questions","Submit a Claim to Law","311 Research",,,,,"{""What is the claim for?"":""Vehicle damage"",""Where did the injury or damage occur (location and address or intersection)?"":""2819 Southwest Blvd"",""Is this for an individual or a business?"":""Individual"",""Contact name"":""Alex Golub"",""Contact mailing address and phone number"":""2819 Southwest Blvd \t64108"",""When did the injury or damage occur?"":""02-02-2022"",""If claim is for vehicle damage, please list make, model, and year"":""Toyota Highlander 2018"",""Have you had any communication with anyone from the City about the damage?"":""No"",""If yes, what is the name of the department, division, or staff person?"":"""",""Did you file a police report?"":""No"",""If yes, what is the report number?"":""""}"
"923045","resolved","2022-02-04T10:14:00.000","2022-02-07T00:00:00.000","Vehicles and Parking","Abandoned on Street","KCPD Parking Control","4634 E 43rd Ter Kansas City 64130","39.04610363","-94.52845462","POINT (-94.52845462 39.04610363)","{""Is vehicle damaged?"":""No""}"
"923043","resolved","2022-02-04T10:01:00.000","2022-02-07T00:00:00.000","Water Service","No Water","Water Services Department","8036 Wabash Ave Kansas City 64132","38.98047388","-94.55957566","POINT (-94.55957566 38.98047388)","{""When did you experience the loss of service?"":""02-04-2022 10:12 AM"",""Do you know if others in your area are without water?"":""No""}"
"923020","resolved","2022-02-04T08:01:00.000","2022-02-04T00:00:00.000","Snow","Snow Concern","PW Snow",,,,,"{""Type of Concern"":""Feedback"",""Is there a specific location?"":""6308 NE 44th Ter""}"
"923009","resolved","2022-02-04T09:42:00.000","2022-02-04T00:00:00.000","Water Service","Hydrant Leak or Issue","Water Services Department","4504 N Troost Ave Kansas City 64116","39.17606659","-94.56845515","POINT (-94.56845515 39.17606659)","{""Issue"":""Leak at hydrant""}"
"772892","resolved","2021-09-10T12:26:00.000","2021-09-13T00:00:00.000","Water Service","Account or Billing Questions","Water Services Department","2720 Nicholson Ave Kansas City 64120","39.1248299","-94.54876367","POINT (-94.54876367 39.1248299)",
"922999","resolved","2022-02-04T09:25:00.000","2022-02-04T00:00:00.000","Snow","Snow Concern","PW Snow",,,,,"{""Type of Concern"":""Other Concern"",""Is there a specific location?"":""1811 E 89TH Ter.  KCMO 64131""}"
"827546","resolved","2021-10-29T18:20:00.000","2021-11-01T00:00:00.000","Water Service","Meter Leak or Issue","Water Services Department","5044 N Euclid Ave Kansas City 64118","39.18616533","-94.55610061","POINT (-94.55610061 39.18616533)","{""Meter Problem"":""Leaking"",""Meter Location"":""Outside""}"
"922936","resolved","2022-02-04T08:30:00.000","2022-02-07T00:00:00.000","Illegal Dumping","Dumping in the Alley","PW Solid Waste","7300 Noland Rd Kansas City 64133","38.989739","-94.417929","POINT (-94.417929 38.989739)","[{""caption"":""Please select items that were dumped"",""type"":4,""sort_order"":1,""enterdValue"":""Tires""},{""caption"":""Did you see the dumping occur?"",""type"":1,""sort_order"":2,""enterdValue"":""0""}]"
"827513","resolved","2021-10-29T17:47:00.000","2021-10-29T00:00:00.000","Water Service","Street/Yard Leak or Repair Issue","Water Services Department","4805 NW 87th St Kansas City 64154","39.25156393","-94.63629176","POINT (-94.63629176 39.25156393)","{""Leak or Issue Location"":""In Street"",""Type of Flow or Issue"":""Gushing"",""Is Leak Causing Damage?"":""No"",""Is Issue From a Previous Repair?"":""No""}"
"827538","resolved","2021-10-29T18:04:00.000","2022-01-03T00:00:00.000","Street Maintenance","Utility or Contractor Worksite","PW Permits","1903 Paseo Kansas City 64108","39.08958452","-94.564196","POINT (-94.564196 39.08958452)","{""Problem"":""Cones\/Signage Issue""}"
"827512","resolved","2021-10-29T17:45:00.000","2021-10-29T00:00:00.000","Water Service","Street/Yard Leak or Repair Issue","Water Services Department","4805 NW 87th St Kansas City 64154","39.25156393","-94.63629176","POINT (-94.63629176 39.25156393)","{""Leak or Issue Location"":""In Yard"",""Type of Flow or Issue"":""Gushing"",""Is Leak Causing Damage?"":""Yes"",""Is Issue From a Previous Repair?"":""No""}"
"827467","canceled","2021-10-29T17:05:00.000","2021-11-01T00:00:00.000","Trash / Recycling / Bulky Services","Missed Recycling","PW Solid Waste","5749 Kenwood Ave Kansas City 64110","39.02208227","-94.57957563","POINT (-94.57957563 39.02208227)","{""What is your regular recycling day?"":""Friday"",""Which Recycling Area area are you located in?"":""Central (South of Missouri River to 63rd Street and West of Blue Ridge Cut Off)""}"
"922702","resolved","2022-02-03T17:53:00.000","2022-02-04T00:00:00.000","Snow","Snow Concern","PW Snow",,,,,"{""Type of Concern"":""Other Concern"",""Is there a specific location?"":""74th Street from Wornall to Ward Parkway""}"
"774635","resolved","2021-09-13T07:16:00.000","2021-09-14T00:00:00.000","Animals and Pets","Dead Animal On or Within the Right of Way","City Manager's Office","6616 E 16th St Kansas City 64126","39.09210131","-94.50477511","POINT (-94.50477511 39.09210131)","{""Type of Animal"":""cat"",""Location of Animal"":""Between the sidewalk & the curb?"",""Please provide any additional information"":""""}"
"827446","resolved","2021-10-29T16:43:00.000","2021-11-01T00:00:00.000","Animals and Pets","Dead Animal On or Within the Right of Way","City Manager's Office","2709 NW 68th St Kansas City 64151","39.217417","-94.6133","POINT (-94.6133 39.217417)","{""Location of Animal"":""Between the sidewalk & the curb?"",""Please provide any additional information"":""Dead deer"",""Type of Animal"":""Deer""}"
"827415","resolved","2021-10-29T16:12:00.000","2021-11-01T00:00:00.000","Trash / Recycling / Bulky Services","Missed Trash","PW Solid Waste","2542 Charlotte St Kansas City 64108","39.08001101","-94.57527979","POINT (-94.57527979 39.08001101)","{""What is your regular trash day?"":""Monday"",""Which Trash Area are you located in?"":""Central (South of Missouri River to 63rd Street and West of Blue Ridge Cut Off)""}"
"889602","resolved","2022-01-04T12:07:00.000","2022-01-11T00:00:00.000","Water Service","Leak Investigation Admin","Water Services Department","8708 Blue Ridge Blvd Kansas City 64138","38.96408463","-94.50063065","POINT (-94.50063065 38.96408463)",
"799110","resolved","2021-10-04T07:59:00.000","2021-10-12T00:00:00.000","Trash / Recycling / Bulky Services","Feedback or Question","PW Solid Waste","414 E 12th St BSMT Kansas City 64106","39.1003755","-94.57790373","POINT (-94.57790373 39.1003755)","{""Type of Service"":""Trash Collection""}"
"775929","resolved","2021-09-13T17:36:00.000","2021-09-14T00:00:00.000","Municipal Court","Questions or Other","Municipal Court",,,,,"{""Ticket numbers, if they know"":""""}"
"922615","resolved","2022-02-03T16:48:00.000","2022-02-07T00:00:00.000","Healthy Homes","Rental Property - Healthy Homes Rental Inspection","Health Environmental Services","10017 Walnut St APT 103 Kansas City 64114","38.94714718","-94.59212938","POINT (-94.59212938 38.94714718)","{""What issues are the inside the home?"":""Kitchen or Bathroom,Water,Structural"",""Is this an apartment complex?"":""Yes"",""If yes, provide the name of the complex"":""Willow Creek"",""If yes, provide the unit number"":""103"",""Has an eviction been filed?"":""No"",""Please provide contact information for the property management"":"""",""Is the property management aware of this issue?"":""Yes"",""Please verify the correct address"":""10017 Walnut Drive, 103""}"
"827384","resolved","2021-10-29T15:48:00.000","2021-11-01T00:00:00.000","Trash / Recycling / Bulky Services","Missed Trash","PW Solid Waste","1255 W 63rd St Kansas City 64113","39.01471306","-94.60736986","POINT (-94.60736986 39.01471306)","{""What is your regular trash day?"":""Thursday"",""Which Trash Area are you located in?"":""South (South of 63rd Street and East of Blue Ridge Cut Off)""}"
"827379","resolved","2021-10-29T15:46:00.000","2021-11-01T00:00:00.000","Animals and Pets","Dead Animal On or Within the Right of Way","City Manager's Office","5700 Norton Ave Kansas City 64130","39.02217412","-94.53833209","POINT (-94.53833209 39.02217412)","{""Type of Animal"":""Deer"",""Location of Animal"":""Right of Way"",""Please provide any additional information"":""""}"
"834456","resolved","2021-11-05T11:22:00.000","2021-11-06T00:00:00.000","Streetlights","1 light out","PW Streetlights","7615 NE 75th Ter Kansas City 64158","39.23003651","-94.49034593","POINT (-94.49034593 39.23003651)",
"834371","resolved","2021-11-05T10:32:00.000","2021-12-23T00:00:00.000","Street Maintenance","Pothole","PW Permits","7942 NW Prairie View Rd Kansas City 64152","39.23934449","-94.65914882","POINT (-94.65914882 39.23934449)","{""Number of Potholes"":""One Pothole"",""Location"":""Street""}"
"827252","resolved","2021-10-29T14:38:00.000","2021-11-01T00:00:00.000","Trash / Recycling / Bulky Services","Missed Trash","PW Solid Waste","10001 NW 92nd Ter Kansas City 64153","39.26179651","-94.69689612","POINT (-94.69689612 39.26179651)","{""What is your regular trash day?"":""Thursday"",""Which Trash Area are you located in?"":""North (North of Missouri River)""}"
"827222","resolved","2021-10-29T14:26:00.000","2021-11-01T00:00:00.000","Sewer or Stormwater","Sewer Backup","WSD Stormwater Investigation","2409 Lister Ave Kansas City 64127","39.08170816","-94.52737233","POINT (-94.52737233 39.08170816)","{""Do you currently have water in your basement?"":""Yes - water still in basement"",""How many inches of water are currently in your basement?"":""Less than 1"",""Have you contacted a licensed plumber?"":""No"",""If yes, please provide the plumbing company's name and contact information."":""""}"
"827205","resolved","2021-10-29T14:17:00.000","2021-11-01T00:00:00.000","Animals and Pets","Dead Animal On or Within the Right of Way","City Manager's Office","10650 Greenwood Rd Kansas City 64134","38.93025998","-94.48967866","POINT (-94.48967866 38.93025998)","{""Type of Animal"":""Deer"",""Location of Animal"":""Street"",""Please provide any additional information"":""""}"
"827196","resolved","2021-10-29T14:09:00.000","2021-11-01T00:00:00.000","Street Maintenance","Request Speed Humps","PW Permits","3421 Wyandotte St Kansas City 64111","39.06476203","-94.58762534","POINT (-94.58762534 39.06476203)",
"827243","resolved","2021-10-29T14:34:00.000","2021-12-29T00:00:00.000","Streetlights","Blinking Off and On","PW Streetlights","1015 Agnes Ave Kansas City 64127","39.10101962","-94.54675017","POINT (-94.54675017 39.10101962)",
"827191","resolved","2021-10-29T14:07:00.000","2021-11-01T00:00:00.000","Trash / Recycling / Bulky Services","Missed Trash","PW Solid Waste","805 W 71st Ter Kansas City 64114","38.99868746","-94.59885754","POINT (-94.59885754 38.99868746)","{""What is your regular trash day?"":""Thursday"",""Which Trash Area are you located in?"":""South (South of 63rd Street and East of Blue Ridge Cut Off)""}"
"827190","resolved","2021-10-29T14:10:00.000","2021-11-01T00:00:00.000","Trash / Recycling / Bulky Services","Missed Trash","PW Solid Waste","6553 Holmes Rd Kansas City 64131","39.00783913","-94.57918139","POINT (-94.57918139 39.00783913)","{""What is your regular trash day?"":""Thursday"",""Which Trash Area are you located in?"":""South (South of 63rd Street and East of Blue Ridge Cut Off)""}"
"922544","resolved","2022-02-03T15:04:00.000","2022-02-07T00:00:00.000","Sidewalk / Right-of-Way","Damaged Sidewalk","PW Permits","2310 Mercier St Kansas City 64108","39.08560304","-94.59978155","POINT (-94.59978155 39.08560304)","{""What is the problem?"":""Buckled \/ Broken""}"
"827144","resolved","2021-10-29T13:49:00.000","2021-10-29T00:00:00.000","311 Request Update",,"311 Research",,,,,"{""How would you like us to contact you?"":""Email"",""What is your request number?"":""822386756"",""Please provide us the contact information for your preferred method."":""janiceaking@hotmail.com"",""If you do not have your request number, please provide us the location reported."":""""}"
"827128","resolved","2021-10-29T13:36:00.000","2021-11-01T00:00:00.000","Trash / Recycling / Bulky Services","Missed Trash","PW Solid Waste","821 W 71st Ter Kansas City 64114","38.99871811","-94.59963139","POINT (-94.59963139 38.99871811)","{""What is your regular trash day?"":""Thursday"",""Which Trash Area are you located in?"":""South (South of 63rd Street and East of Blue Ridge Cut Off)""}"
