CASE ID,SOURCE,DEPARTMENT,WORK GROUP,REQUEST TYPE,CREATION MONTH,CREATION YEAR,STATUS,EXCEEDED EST TIMEFRAME,CLOSED DATE,CLOSED MONTH,CLOSED YEAR,DAYS TO CLOSE,STREET ADDRESS,ADDRESS WITH GEOCODE,ZIP CODE,NEIGHBORHOOD,COUNCIL DISTRICT,PARCEL ID NO,LATITUDE,LONGITUDE,Neighborhood Census,Council Districts,County Boundary,Zip Codes
2019185202,PHONE,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,10,2019,RESOL,Y,12/03/2019,12,2019,36,8700 Elmwood Ave,"8700 Elmwood Ave64132
(38.967591, -94.539194)",64132,Sechrest,5,260792,38.967591,-94.539194,139,2,7,151
2019185210,PHONE,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,10,2019,RESOL,Y,11/15/2019,11,2019,18,7440 Charlotte St,"7440 Charlotte St64131
(38.9919, -94.579428)",64131,Tower Homes,6,113556,38.9919,-94.579428,146,1,7,163
2019185197,PHONE,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,10,2019,RESOL,Y,11/18/2019,11,2019,21,9812 Booth Ave,"9812 Booth Ave64134
(38.945381, -94.490467)",64134,Robandee South,5,70000,38.945381,-94.490467,195,2,7,143
2019185216,PHONE,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,10,2019,RESOL,Y,11/20/2019,11,2019,23,8651 Hillcrest Rd,"8651 Hillcrest Rd64138
(38.968048, -94.520688)",64138,Hillcrest,5,55693,38.968048,-94.520688,10,2,7,98
2020059742,PHONE,Public Works,Public Works-Street and Traffic-District 2,Streets / Roadways / Alleys-Pothole-District 2,4,2020,RESOL,N,04/30/2020,4,2020,1,4400 Paseo,"4400 Paseo64110
(39.046942, -94.568343)",64110,Manheim Park,3,137817,39.046942,-94.568343,204,3,7,165
2020059992,BOT,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,4,2020,RESOL,Y,06/26/2020,6,2020,57,12101 E 59th St,"12101 E 59th St64133
(39.014508, -94.438489)",64133,Little Blue,5,64528,39.014508,-94.438489,214,2,7,37
2020060005,BOT,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,4,2020,RESOL,Y,05/06/2020,5,2020,6,8105 E 90th Ter,"8105 E 90th Ter64138
(38.959186, -94.493958)",64138,Fairwood And Robandee,5,66242,38.959186,-94.493958,27,2,7,98
2020059990,BOT,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,4,2020,RESOL,Y,05/14/2020,5,2020,14,1313 W 103rd St,"1313 W 103rd St64114
(38.941733, -94.607826)",64114,Lea Manor,6,153187,38.941733,-94.607826,210,1,7,162
2020060026,EMAIL,Public Works,Public Works-Capital Projects-Sidewalks,Streets / Roadways / Alleys-Pothole-District 3,4,2020,RESOL,Y,06/25/2020,6,2020,56,630 E 61st St,"630 E 61st St64110
(39.017053, -94.579935)",64110,Western 49-63,6,106060,39.017053,-94.579935,235,1,7,165
2020009032,TWIR,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,1,2020,RESOL,Y,02/11/2020,2,2020,20,8100 Ward Pkwy,"8100 Ward Pkwy64114
(38.981439, -94.607034)",64114,Ward Parkway Plaza,6,120698,38.981439,-94.607034,130,1,7,162
2020010874,WEB,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,1,2020,RESOL,Y,02/11/2020,2,2020,18,5000 E Bannister Rd,"5000 E Bannister Rd64132
(38.954478, -94.53236)",64132,Sechrest,5,55755,38.954478,-94.53236,139,2,7,151
2020091109,PHONE,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,7,2020,RESOL,Y,07/22/2020,7,2020,20,7501 Main St,"7501 Main St64114
(38.991968, -94.589184)",64114,Tower Homes,6,118135,38.991968,-94.589184,146,1,7,162
2020012159,PHONE,Public Works,Public Works-Street and Traffic-District 2,Streets / Roadways / Alleys-Pothole-District 2,1,2020,RESOL,Y,02/11/2020,2,2020,15,5404 E 23rd St,"5404 E 23rd St64127
(39.083507, -94.519644)",64127,South Blue Valley,3,18016,39.083507,-94.519644,222,3,7,95
2020012210,PHONE,Public Works,Public Works-Street and Traffic-District 2,Streets / Roadways / Alleys-Pothole-District 2,1,2020,RESOL,Y,02/11/2020,2,2020,15,4600 Mersington Ave,"4600 Mersington Ave64130
(39.042105, -94.540044)",64130,Vineyard,3,34279,39.042105,-94.540044,230,3,7,157
2020012623,EMAIL,Public Works,Public Works-Street and Traffic-District 1,Streets / Roadways / Alleys-Pothole-District 1,1,2020,RESOL,Y,02/11/2020,2,2020,15,4800 N Oak Trfy,"4800 N Oak Trfy64118
(39.18147, -94.577102)",64118,Davidson,1,86485,39.18147,-94.577102,82,6,4,154
2020012710,PHONE,Public Works,Public Works-Street and Traffic-District 2,Streets / Roadways / Alleys-Pothole-District 2,1,2020,RESOL,Y,02/11/2020,2,2020,15,5404 E 23rd St,"5404 E 23rd St64127
(39.083507, -94.519644)",64127,South Blue Valley,3,18016,39.083507,-94.519644,222,3,7,95
2020012728,PHONE,Public Works,Public Works-Street and Traffic-District 1,Streets / Roadways / Alleys-Pothole-District 1,1,2020,RESOL,Y,02/11/2020,2,2020,15,8340 NW Roanridge Rd,"8340 NW Roanridge Rd64151
(39.246199, -94.656458)",64151,The Coves,2,160591,39.246199,-94.656458,144,5,3,66
2020015018,PHONE,Public Works,Public Works-Street and Traffic-District 2,Streets / Roadways / Alleys-Pothole-District 2,1,2020,RESOL,Y,02/11/2020,2,2020,12,2605 E 18th St,"2605 E 18th St64127
(39.090539, -94.551233)",64127,Washington Wheatley,3,15432,39.090539,-94.551233,233,3,7,95
2020015121,PHONE,Public Works,Public Works-Street and Traffic-District 2,Streets / Roadways / Alleys-Pothole-District 2,1,2020,RESOL,Y,02/11/2020,2,2020,12,2816 E 35th St,"2816 E 35th St64128
(39.062807, -94.549934)",64128,Oak Park Northwest,3,25457,39.062807,-94.549934,67,3,7,36
2020100453,BOT,Public Works,Public Works-Street and Traffic-District 2,Streets / Roadways / Alleys-Pothole-District 2,7,2020,RESOL,Y,07/29/2020,7,2020,7,300 E 36th St,"300 E 36th St64111
(39.062316, -94.581781)",64111,Hanover Place,4,132023,39.062316,-94.581781,32,4,7,50
2020102060,WEB,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,7,2020,RESOL,Y,09/22/2020,9,2020,59,1023 W 75th St,"1023 W 75th St64114
(38.99252, -94.602131)",64114,Ward Parkway,6,119951,38.99252,-94.602131,147,1,7,162
2020037444,PHONE,Public Works,Public Works-Street and Traffic-District 2,Streets / Roadways / Alleys-Pothole-District 2,3,2020,RESOL,N,03/12/2020,3,2020,0,501 W 17th St,"501 W 17th St64108
(39.092754, -94.59024)",64108,Westside North,4,123538,39.092754,-94.59024,149,4,7,92
2020020602,WEB,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,2,2020,RESOL,Y,02/27/2020,2,2020,17,11100 Wornall Rd,"11100 Wornall Rd64114
(38.92606, -94.592923)",64114,Foxcroft And Glen Arbor,6,155338,38.92606,-94.592923,28,1,7,162
2020020604,WEB,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,2,2020,RESOL,Y,02/27/2020,2,2020,17,11430 Wornall Rd,"11430 Wornall Rd64114
(38.920625, -94.59389)",64114,Foxcroft And Glen Arbor,6,155391,38.920625,-94.59389,28,1,7,162
2020020610,WEB,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,2,2020,RESOL,Y,04/09/2020,4,2020,59,11842 Locust St,"11842 Locust St64131
(38.911699, -94.588418)",64131,Red Bridge South,6,156899,38.911699,-94.588418,136,1,7,163
2020020608,WEB,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,2,2020,RESOL,Y,03/26/2020,3,2020,45,8 E 118th St,"8 E 118th St64114
(38.91444, -94.59262)",64114,Red Bridge South,6,157335,38.91444,-94.59262,136,1,7,162
2020020633,WEB,Public Works,Public Works-Street and Traffic-District 1,Streets / Roadways / Alleys-Pothole-District 1,2,2020,RESOL,Y,02/26/2020,2,2020,15,3601 N Woodland Ave,"3601 N Woodland Ave64116
(39.159826, -94.557813)",64116,River Forest,1,85700,39.159826,-94.557813,150,6,4,167
2020020613,WEB,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,2,2020,RESOL,Y,03/26/2020,3,2020,45,512 E Santa Fe Trl,"512 E Santa Fe Trl64131
(38.911733, -94.587116)",64131,Red Bridge South,6,156914,38.911733,-94.587116,136,1,7,163
2020020625,WEB,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,2,2020,RESOL,Y,02/20/2020,2,2020,10,7101 Troost Ave,"7101 Troost Ave64131
(38.99856, -94.574952)",64131,East Meyer 6,5,114542,38.99856,-94.574952,98,2,7,163
2020037854,PHONE,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,3,2020,RESOL,Y,04/10/2020,4,2020,29,7208 E 104th St,"7208 E 104th St64134
(38.93615, -94.505021)",64134,Hickman Mills South,6,58945,38.93615,-94.505021,23,1,7,143
2020020630,WEB,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,2,2020,RESOL,Y,03/04/2020,3,2020,23,6213 Holmes Rd,"6213 Holmes Rd64110
(39.013711, -94.578682)",64110,Western 49-63,6,106276,39.013711,-94.578682,235,1,7,165
2020020614,WEB,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,2,2020,RESOL,Y,02/27/2020,2,2020,17,12411 Wornall Rd,"12411 Wornall Rd64145
(38.903246, -94.591872)",64145,Mission Lake,6,158418,38.903246,-94.591872,95,1,7,129
2020020655,PHONE,Public Works,Public Works-Street and Traffic-District 2,Streets / Roadways / Alleys-Pothole-District 2,2,2020,RESOL,Y,03/10/2020,3,2020,28,413 E 6th St,"413 E 6th St64106
(39.105937, -94.578183)",64106,CBD Downtown,4,12567,39.105937,-94.578183,5,4,7,75
2020020649,PHONE,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,2,2020,RESOL,Y,02/19/2020,2,2020,8,5500 Ward Pkwy,"5500 Ward Pkwy64113
(39.027833, -94.604482)",64113,Sunset Hill West,4,142862,39.027833,-94.604482,194,4,7,164
2020020676,PHONE,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,2,2020,RESOL,N,02/12/2020,2,2020,1,801 W 63rd St,"801 W 63rd St64113
(39.014012, -94.598372)",64113,Country Club District,6,109142,39.014012,-94.598372,47,1,7,164
2020020679,PHONE,Public Works,Public Works-Street and Traffic-District 2,Streets / Roadways / Alleys-Pothole-District 2,2,2020,RESOL,Y,02/18/2020,2,2020,7,613 W 43rd St,"613 W 43rd St64111
(39.049299, -94.59399)",64111,Plaza Westport,4,251960,39.049299,-94.59399,44,4,7,50
2020020693,EMAIL,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,2,2020,RESOL,Y,03/04/2020,3,2020,22,7901 Troost Ave,"7901 Troost Ave64131
(38.984101, -94.575629)",64131,Marlborough Heights/Marlborough Pride,5,116643,38.984101,-94.575629,205,2,7,163
2020020674,PHONE,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,2,2020,RESOL,Y,02/21/2020,2,2020,10,7721 Lee's Summit Rd,"7721 Lee's Summit Rd64139
(38.979482, -94.389029)",64139,Little Blue,5,73306,38.979482,-94.389029,214,2,7,4
2020020675,EMAIL,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,2,2020,RESOL,Y,03/09/2020,3,2020,27,1295 W 71st Ter,"1295 W 71st Ter64114
(38.999073, -94.607688)",64114,Ward Parkway,6,110311,38.999073,-94.607688,147,1,7,162
2019185250,PHONE,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,10,2019,RESOL,N,10/28/2019,10,2019,0,13323 Holmes Rd,"13323 Holmes Rd64146
(38.885488, -94.583906)",64146,Martin City,6,159597,38.885488,-94.583906,159,1,7,2
2020038405,EMAIL,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,3,2020,RESOL,Y,04/01/2020,4,2020,19,2 E 75th St,"2 E 75th St64114
(38.992424, -94.588953)",64114,Tower Homes,6,112909,38.992424,-94.588953,146,1,7,162
2020040276,EMAIL,Public Works,Public Works-Street and Traffic-District 2,Streets / Roadways / Alleys-Pothole-District 2,3,2020,RESOL,Y,03/25/2020,3,2020,7,5025 Pebble Ave,"5025 Pebble Ave64133
(39.028628, -94.418631)",64133,Blue Vue Hills,5,62878,39.028628,-94.418631,61,2,7,37
2017097427,PHONE,Public Works,Public Works-Street and Traffic-District 2,Streets / Roadways / Alleys-Pothole-District 2,8,2017,RESOL,Y,08/08/2017,8,2017,5,2701 Southwest Blvd,"2701 Southwest Blvd64108
(39.078358, -94.599965)",64108,Westside South,4,225615,39.078358,-94.599965,238,4,7,92
2018056374,PHONE,Public Works,Public Works-Street and Traffic-District 2,Streets / Roadways / Alleys-Pothole-District 2,5,2018,RESOL,Y,05/14/2018,5,2018,7,2737 Southwest Blvd,"2737 Southwest Blvd64108
(39.077321, -94.6009)",64108,Westside South,4,128882,39.077321,-94.6009,238,4,7,92
2020010399,PHONE,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,1,2020,RESOL,Y,02/11/2020,2,2020,19,10400 E Bannister Rd,"10400 E Bannister Rd64138
(38.950668, -94.459918)",64138,Highview Estates,5,67779,38.950668,-94.459918,8,2,7,98
2020118421,PHONE,Public Works,Public Works-Street and Traffic-District 2,Streets / Roadways / Alleys-Pothole-District 2,9,2020,RESOL,Y,09/10/2020,9,2020,9,2806 Guinotte Ave,"2806 Guinotte Ave64120
(39.119692, -94.547101)",64120,Northeast Industrial District,4,40770,39.119692,-94.547101,176,4,7,144
2020020447,PHONE,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,2,2020,RESOL,Y,03/04/2020,3,2020,23,8129 Troost Ave,"8129 Troost Ave64131
(38.980064, -94.575897)",64131,Marlborough Heights/Marlborough Pride,5,116711,38.980064,-94.575897,205,2,7,163
2020060054,BOT,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,4,2020,RESOL,Y,06/24/2020,6,2020,55,403 E 78th Ter,"403 E 78th Ter64131
(38.985348, -94.585008)",64131,Tower Homes,6,117861,38.985348,-94.585008,146,1,7,163
2020020722,EMAIL,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,2,2020,RESOL,N,02/11/2020,2,2020,0,7711 State Line Rd,"7711 State Line Rd64114
(38.988437, -94.607523)",64114,Ward Parkway,6,120472,38.988437,-94.607523,147,1,7,162
2019185344,TWIR,Public Works,Public Works-Street and Traffic-District 2,Streets / Roadways / Alleys-Pothole-District 2,10,2019,RESOL,Y,11/26/2019,11,2019,29,4147 Kenwood Ave,"4147 Kenwood Ave64110
(39.051001, -94.577928)",64110,South Hyde Park,4,133330,39.051001,-94.577928,191,4,7,165
2020020719,EMAIL,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,2,2020,RESOL,Y,02/19/2020,2,2020,8,11600 Raytown Rd,"11600 Raytown Rd64149
(38.90597, -94.479904)",64149,Longview,6,74004,38.90597,-94.479904,161,1,7,48
2020060072,PHONE,Public Works,Public Works-Street and Traffic-District 2,Streets / Roadways / Alleys-Pothole-District 2,4,2020,RESOL,Y,05/15/2020,5,2020,15,4027 Monroe Ave,"4027 Monroe Ave64130
(39.052244, -94.540738)",64130,Oak Park Southeast,3,30697,39.052244,-94.540738,68,3,7,157
2020020713,TWIR,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,2,2020,RESOL,Y,03/03/2020,3,2020,21,7425 State Line Rd,"7425 State Line Rd64114
(38.993323, -94.607612)",64114,Ward Parkway,6,110458,38.993323,-94.607612,147,1,7,162
2020020755,PHONE,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,2,2020,RESOL,Y,03/12/2020,3,2020,30,2101 E 95th Ter,"2101 E 95th Ter64131
(38.956149, -94.561549)",64131,Legacy East,5,150889,38.956149,-94.561549,81,2,7,163
2020020749,EMAIL,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,2,2020,RESOL,Y,02/27/2020,2,2020,16,9300 Holmes Rd,"9300 Holmes Rd64131
(38.959379, -94.582527)",64131,Boone Hills,6,151357,38.959379,-94.582527,50,1,7,163
2020003430,PHONE,Public Works,Public Works-Street and Traffic-District 2,Streets / Roadways / Alleys-Pothole-District 2,1,2020,RESOL,Y,03/27/2020,3,2020,79,4444 Norledge Ave,"4444 Norledge Ave64123
(39.116167, -94.527982)",64123,North Indian Mound,4,43458,39.116167,-94.527982,174,4,7,76
2020037871,PHONE,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,3,2020,RESOL,Y,04/15/2020,4,2020,34,11925 E 56th St,"11925 E 56th St64133
(39.020103, -94.440325)",64133,Fairway Hills,5,63465,39.020103,-94.440325,110,2,7,37
2020037896,EMAIL,Public Works,Public Works-Street and Traffic-District 3,Streets / Roadways / Alleys-Pothole-District 3,3,2020,RESOL,Y,04/09/2020,4,2020,28,12137 Holmes Rd UTILITY,"12137 Holmes Rd
UTILITY 64146
(38.906032, -94.584068)",64146,Mission Lake,6,157863,38.906032,-94.584068,95,1,7,2
