"cn","princ_name","rn","reg_ent_name","phys_loc_desc_txt","near_city_name","loc_cnty_name","loc_zip_txt","lat_dec_coord_num","long_dec_coord_num","deliv_txt","deliv_2_txt","usps_state_cd","zip_plus4_cd","incid_track_num","status_cd","start_dt","rcvd_dt","status_dt","media_name","rcv_wtr_body_txt","source","material_name","amt_num","uom_cd","clas_cd","incident_effect","incident_nature","comments","action","description","inv_num","tnrcc_region_name","coordinates"
"CN602295370","GENERIC INCIDENT PRINCIPAL","RN104040464","GENERIC INCIDENT ZIP CODE 76513",,"BELTON","BELL","76513",,,,,,,"268414","CLOSED","2017-09-19T00:00:00.000","2017-09-19T00:00:00.000","2017-09-27T00:00:00.000","WASTE",,"OTHER","Hydraulic fluid","50","GALLONS","006_OTHER","ENVIRONMENTAL","OTHER","This complaint does not meet the necessary criteria for conducting a complaint investigation.","N/A","Personnel called regarding an oil release.",,"REGION 09 - WACO",
"CN602295370","GENERIC INCIDENT PRINCIPAL","RN104049457","GENERIC INCIDENT ZIP CODE 78236",,"SAN ANTONIO","BEXAR","78236",,,,,,,"368392","CLOSED","2021-10-07T00:00:00.000","2021-10-13T00:00:00.000","2021-10-15T00:00:00.000","WATER","Lower Leon Creek","Pipe","Sewage","15","GALLONS","006_OTHER","ENVIRONMENTAL","BLANK - USED BY PROGRAMS NOT REQUIRING NATURE CODE","The incident was referred to the TCEQ Region-13 Water Section for further evaluation.","Calcium hypochlorite was used for disinfection.  Hay filled tubes were placed around the storm drains.  The area was washed down.","One of the subcontractors was bypassing the material from one manhole to another.  When finished, they lifted the bypass pipe out of the mahole and the material leaked out of the pipe.  Impact is water.  The caller is unsure if the wash water was contained or if it went into the storm drains.",,"REGION 13 - SAN ANTONIO",
"CN601297963","H-E-B LP","RN102700770","HEB 101","NW corner of Gattis School Rd and Red Bud Ln","ROUND ROCK","WILLIAMSON","78665",,,"3780 GATTIS SCHOOL RD",,"TX","9730","368556","CLOSED","2021-10-09T00:00:00.000","2021-10-09T00:00:00.000","2021-10-27T00:00:00.000","WASTE",,"TANKER","GASOLINE, AUTOMOTIVE OR AVIATION","10","GALLONS","005_HAZMIN","ENVIRONMENTAL","OTHER","This incident does not meet the necessary criteria for conducting an onsite emergency response investigation.",,"Gasoline spill, 10 gal., due to customer driving over the hose connection at the fuel tanks. Site was cleaned, response by Round Rock Fire Department.",,"REGION 11 - AUSTIN",
"CN602295370","GENERIC INCIDENT PRINCIPAL","RN104053681","GENERIC INCIDENT ZIP CODE 78957",,"SMITHVILLE","BASTROP","78957",,,,,,,"368541","CLOSED","2021-09-26T00:00:00.000","2021-09-26T00:00:00.000","2021-10-19T00:00:00.000","WATER",,"train","Hydrochloric acid","0",,"005_HAZMIN","ENVIRONMENTAL","OTHER","More information will be available upon approval of the investigation report.","This incident has been assigned and will be further investigated by an Environmental Investigator.","Train derailment resulted in a railcar puncture that contained residual hydrochloric acid.","1764217","REGION 11 - AUSTIN",
"CN600745392","EL PASO WATER UTILITIES PUBLIC SERVICE BOARD","RN102286242","HASKELL STREET PLANT","4100 DELTA","EL PASO","EL PASO","79905","31.764141","-106.442922","4100 DELTA DR",,"TX","4306","368875","CLOSED","2021-10-14T00:00:00.000","2021-10-15T00:00:00.000","2021-10-21T00:00:00.000","WATER",,,,,,,"ENVIRONMENTAL","OTHER","More information will be available upon approval of the investigation report.","This incident has been assigned and will be further investigated by an Environmental Investigator.","On October 15, 2021, an emergency response was received by the TCEQ El Paso Region Office for an unauthorized discharge of 100 gallons of raw sewage which occurred within Zip Code 79905.","1765738","REGION 06 - EL PASO","POINT (-106.442922 31.764141)"
"CN602295370","GENERIC INCIDENT PRINCIPAL","RN104051545","GENERIC INCIDENT ZIP CODE 78602",,"BASTROP","BASTROP","78602",,,,,,,"368872","CLOSED","2021-09-30T00:00:00.000","2021-09-30T00:00:00.000","2021-12-01T00:00:00.000","WASTE",,"generator","Diesel fuel","2000","GALLONS","005_HAZMIN","ENVIRONMENTAL","OTHER","More information will be available upon approval of the investigation report.","This incident has been assigned and will be further investigated by an Environmental Investigator.","Reported release of diesel fuel from a generator trailer due to truck overturning.","1775398","REGION 11 - AUSTIN",
"CN600510341","SANDERSON FARMS INC PRODUCTION DIVISION","RN104041066","GENERIC INCIDENT ZIP CODE 76629",,"BREMOND","ROBERTSON","76629",,,,,,,"248813","CLOSED","2001-01-01T00:00:00.000","2016-12-12T00:00:00.000","2016-12-28T00:00:00.000","WASTE",,"TRACTOR TRAILER","Motor oil","10","GALLONS","006_OTHER","ENVIRONMENTAL","OTHER","This complaint does not meet the necessary criteria for conducting a complaint investigation.","N/A","Spill of approximately 10 gallons of antifreeze and motor oil.",,"REGION 09 - WACO",
"CN602295370","GENERIC INCIDENT PRINCIPAL","RN104041959","GENERIC INCIDENT ZIP CODE 76844",,"GOLDTHWAITE","MILLS","76844",,,,,,,"369585","CLOSED","2001-01-01T00:00:00.000","2021-11-01T00:00:00.000","2021-11-04T00:00:00.000","WASTE",,,,,,,,"OTHER","More information will be available upon approval of the investigation report.","This complaint has been assigned and will be further investigated by an Environmental Investigator.","Diesel fuel discharge","1771925","REGION 09 - WACO",
"CN602295370","GENERIC INCIDENT PRINCIPAL","RN104040894","GENERIC INCIDENT ZIP CODE 76571",,"SALADO","BELL","76571",,,,,,,"230164","CLOSED","2016-03-24T00:00:00.000","2016-03-24T00:00:00.000","2016-04-11T00:00:00.000","WASTE",,"18-WHEELER","Diesel fuel","100","GALLONS","006_OTHER","ENVIRONMENTAL, PROPERTY","OTHER","More information will be available upon approval of the investigation report.",,"Initial spill notification.","1324366","REGION 09 - WACO",
"CN604614073","CONCHO OIL AND GAS OPERATING","RN105219364","GENERIC INCIDENT ZIP CODE 79706",,"MIDLAND","MIDLAND",,,,,,,,"369735","BREFERRED","2021-11-02T00:00:00.000","2021-11-03T00:00:00.000","2021-12-28T00:00:00.000","WASTE","Colorado","Frac Tank","Hydrochloric acid","200","BARRELS","005_HAZMIN","ENVIRONMENTAL","OTHER","The spill has been referred to The Railroad Commission of Texas. Contact information for the agency is 432-684-5581.","The spill was self-cleaned by the Conoco Phillips personnel using soda ash to stabilize the acid.","On November 3, 2021 a release of 200 barrels of 9% HCl Solution was reported as a result of the failure of a drain valve on a frac tank at a oil & gas lease of Conoco Phillips.",,"REGION 07 - MIDLAND",
"CN602861346","CIRCLE C CONSTRUCTION LTD CO","RN104038021","GENERIC INCIDENT ZIP CODE 76031",,"CLEBURNE","JOHNSON","76031",,,,,,,"370000","CLOSED","2021-11-04T00:00:00.000","2021-11-05T00:00:00.000","2022-02-08T00:00:00.000","WASTE",,"Unknown Container","Diesel fuel","1","GALLONS","003_OIL","ENVIRONMENTAL","MUNICIPAL NON-INDUSTRIAL",,"See TCEQ Investigation Report No. 1781907 for additional information.","Incident Date: November 04, 2021
Responsible Party: Circle C Construction
Material/Quantity Released: approximately 1 gallon Diesel Fuel
Incident Location: 6100 Rough Rd Cleburne, TX (Johnson County) 76031
Spill Report Number(s): Direct Call","1781907","REGION 04 - DFW METROPLEX",
"CN600803456","TEXAS DEPARTMENT OF TRANSPORTATION","RN104048103","GENERIC INCIDENT ZIP CODE 78008",,"CAMPBELLTON","ATASCOSA","78008",,,,,,,"370086","BREFERRED","2021-11-13T00:00:00.000","2021-11-13T00:00:00.000","2021-12-08T00:00:00.000","WASTE","Atascosa River",,,,,,"ENVIRONMENTAL","BLANK - USED BY PROGRAMS NOT REQUIRING NATURE CODE","After discussion with the Texas Dept of Transportation (TXDOT) San Antonio District Environmental Coordinator about the reported incident and confirmation that the coordinates are on FM 791, a TXDOT roadway, this incident has been referred to TXDOT at 210-615-5840.","The complaint will be referred to an Environmental Investigator.","An unknown amount of an oily substance was seen on a roadway, and the GPS coordinates reported.  Impact is land.",,"REGION 13 - SAN ANTONIO",
,,"RN101628063","HALL PLATING",,"NEW BRAUNFELS","COMAL","78130",,,"2415 LIFEHAUS DR",,"TX",,"293479","CLOSED",,"2018-10-02T00:00:00.000","2020-01-30T00:00:00.000","WASTE",,,,,,,"ENVIRONMENTAL","BLANK - USED BY PROGRAMS NOT REQUIRING NATURE CODE",,,"Caller reported unknow green stains on the pavement at his facility,  Caller said that the emploees are experiencing migraine headaches.",,"REGION 13 - SAN ANTONIO",
"CN602295370","GENERIC INCIDENT PRINCIPAL","RN104040563","GENERIC INCIDENT ZIP CODE 76528",,"GATESVILLE","CORYELL","76528",,,,,,,"293659","CLOSED","2018-10-02T00:00:00.000","2018-10-02T00:00:00.000","2018-10-12T00:00:00.000","WASTE",,"TRENCHING MACHINE","Hydraulic fluid","100","GALLONS","006_OTHER","GENERAL","OTHER","More information will be available upon approval of the investigation report.","This complaint has been assigned and will be further investigated by an Environmental Investigator.","Hydraulic fluid spill in Coryell County.","1523464","REGION 09 - WACO",
"CN602295370","GENERIC INCIDENT PRINCIPAL","RN104057690","GENERIC INCIDENT ZIP CODE 79927",,"EL PASO","EL PASO","79927",,,,,,,"370347","CLOSED","2021-11-08T00:00:00.000","2021-11-09T00:00:00.000","2021-12-20T00:00:00.000","WASTE",,"Diesel","Diesel fuel","50","GALLONS","006_OTHER",,"OTHER","More information will be available upon approval of the investigation report.","This incident has been assigned and will be further investigated by an Environmental Investigator.","On November 9, 2021, an emergency response was received by the TCEQ El Paso Region Office for a spill of 50 gallons of diesel/motor oil which occurred within Zip Code 79927.","1776255","REGION 06 - EL PASO",
"CN600124861","DIAMOND SHAMROCK REFINING COMPANY LP","RN100210517","VALERO MCKEE REFINERY",,"SUNRAY","MOORE","79086","35.951666","-101.873333","6701 FM 119",,"TX","2013","370647","CLOSED","2021-10-23T00:00:00.000","2021-11-23T00:00:00.000","2021-12-29T00:00:00.000","WASTE",,"Asphalt Tank","Asphalt","49","BARRELS","006_OTHER","ENVIRONMENTAL","INDUSTRIAL",,"Cleanup activities were promptly begun by Valero Mckee.","Approximately 49 barrels of asphalt was released from a pump onto the soil inside the secondary containment of Tank 5502 at the Valero McKee Refinery in Sunray.","1782426","REGION 01 - AMARILLO","POINT (-101.873333 35.951666)"
"CN600304745","ECOLAB INC","RN100594852","ECOLAB GARLAND PLANT","2305 Sherwin Rd, Garland, TX","GARLAND","DALLAS","75041","32.890555","-96.668055","2305 SHERWIN ST",,"TX","1222","370531","CLOSED","2021-11-23T00:00:00.000","2021-11-23T00:00:00.000","2022-01-18T00:00:00.000","WATER","Ruperds Branch - Duck Creek","Storm pipe","Wastewater discharge, industrial","1000","GALLONS","006_OTHER","ENVIRONMENTAL","INDUSTRIAL",,"See Investigation No. 1774874 for additional information.","Incident Date: November 23, 2021
Responsible Party: Ecolab Inc.	
Material/Quantity Released: 1,000 gallons caustic washwater
Incident Location: 2305 Sherwin Street, Garland (Dallas County), Texas 75041
Spill Report Number(s): 20214188
Contractor(s): GSI Environmental","1774874","REGION 04 - DFW METROPLEX","POINT (-96.668055 32.890555)"
"CN602295370","GENERIC INCIDENT PRINCIPAL","RN104051966","GENERIC INCIDENT ZIP CODE 78648 CALDWELL",,"LULING","CALDWELL","78648",,,,,,,"293986","CLOSED","2018-10-04T00:00:00.000","2018-10-04T00:00:00.000","2018-12-03T00:00:00.000","WATER",,"PROPERTY NEAR BATTERY FACILITY","Crude Oil","0","BARRELS","002_OIL","ENVIRONMENTAL, GENERAL","STORMWATER","This complaint has been referred to the Railroad Commission of Texas.",,"The Austin Region Office was notified of a crude oil spill.",,"REGION 11 - AUSTIN",
"CN605126549","KENAN ADVANTAGE GROUP","RN102869039","MISSION PETROLEUM CARRIERS",,"ARLINGTON","TARRANT","76011","32.745833","-97.045555","408 N GREAT SOUTHWEST PKWY",,"TX","5421","294119","CLOSED","2018-10-05T00:00:00.000","2018-10-05T00:00:00.000","2019-05-29T00:00:00.000","WASTE",,"Truck","Diesel fuel","80","GALLONS","003_OIL","ENVIRONMENTAL","MUNICIPAL NON-INDUSTRIAL",,"See TCEQ Investigation Report No. 1569990 for additional information.","Incident Date: October 4, 2018
Responsible Party: Kenan Advantage Group 	
Material/Quantity Released: Diesel / 80 gallons
Incident Location: 408 North Great Southwest Parkway, Arlington (Tarrant County), Texas 76011 
Spill Report Number(s): 2018-3736
Contractor(s): AXA XL, Allied International Emergency","1569990","REGION 04 - DFW METROPLEX","POINT (-97.045555 32.745833)"
"CN603030669","HARVEST MIDSTREAM COMPANY","RN104048194","GENERIC INCIDENT ZIP CODE 78017",,"DILLEY","FRIO","78017",,,,,,,"294226","BREFERRED","2018-10-15T00:00:00.000","2018-10-15T00:00:00.000","2018-11-13T00:00:00.000","WASTE",,"pipeline","Crude Oil","100","BARRELS","002_OIL","ENVIRONMENTAL","BLANK - USED BY PROGRAMS NOT REQUIRING NATURE CODE","This incident does not fall under the regulatory authority of the TCEQ, and has been referred to the Railroad Commission of Texas.","The incident was referred to Mr. Michael Bosquez, Engineering Specialist for the San Antonio Railroad Commission of Texas.","Equipment failure caused a pipeline to rupture and relase approximately 800 barrels of crude oil.",,"REGION 13 - SAN ANTONIO",
"CN602295370","GENERIC INCIDENT PRINCIPAL","RN104049697","GENERIC INCIDENT ZIP CODE 78260",,"SAN ANTONIO","BEXAR","78260",,,,,,,"370986","CLOSED","2021-12-02T00:00:00.000","2021-12-03T00:00:00.000","2022-04-20T00:00:00.000","WASTE","Upper Salado Creek","Vehicle","Diesel fuel","25","GALLONS","003_OIL","ENVIRONMENTAL","OTHER","More information will be available upon the approval of the investigation report.","In-house personnel used absorbents and diapers.  A Hazmat crew was contacted.","A motor vehicle accident resulted in a spill of the material.",,"REGION 13 - SAN ANTONIO",
"CN602295370","GENERIC INCIDENT PRINCIPAL","RN104033220","GENERIC INCIDENT ZIP CODE 75141",,"HUTCHINS","DALLAS","75141",,,,,,,"371326","CLOSED","2021-12-13T00:00:00.000","2021-12-13T00:00:00.000","2022-01-29T00:00:00.000","WASTE",,,,,,,"ENVIRONMENTAL","MUNICIPAL NON-INDUSTRIAL",,,,,"REGION 04 - DFW METROPLEX",
"CN602295370","GENERIC INCIDENT PRINCIPAL","RN104052121","GENERIC INCIDENT ZIP CODE 78665",,"SANDY","WILLIAMSON","78665",,,,,,,"294487","CLOSED","2018-10-12T00:00:00.000","2018-10-12T00:00:00.000","2018-12-10T00:00:00.000","WASTE",,"GARBAGE TRUCK","Hydraulic Oil","20","GALLONS","003_OIL","GENERAL, PROPERTY","MUNICIPAL NON-INDUSTRIAL","More information will be available upon approval of the investigation report.","This emergency response incident has been assigned and will be further investigated by an Environmental Investigator.","The TCEQ Austin Region Office received notification of a hydraulic oil spill.","1532754","REGION 11 - AUSTIN",
"CN602295370","GENERIC INCIDENT PRINCIPAL","RN104047501","GENERIC INCIDENT ZIP CODE 77868",,"NAVASOTA","GRIMES","77868",,,,,,,"371557","CLOSED","2001-01-01T00:00:00.000","2021-12-14T00:00:00.000","2021-12-15T00:00:00.000","WASTE",,,,,,,"ENVIRONMENTAL","OTHER","More information will be available upon approval of the investigation report.","This complaint has been assigned and will be further investigated by an Environmental Investigator.","REFINED OIL-HYDRAULIC FLUID OR MOTOR OIL","1781399","REGION 09 - WACO",
"CN602295370","GENERIC INCIDENT PRINCIPAL","RN104051891","GENERIC INCIDENT ZIP CODE 78640",,"KYLE","HAYS","78640",,,,,,,"294899","CLOSED",,"2018-10-17T00:00:00.000","2018-10-25T00:00:00.000","WATER",,"tractor trailer","Diesel fuel","50","GALLONS","006_OTHER","GENERAL","OTHER","This incident does not meet the necessary criteria for conducting an onsite emergency response investigation.",,"The TCEQ Austin Region Office received notification of a diesel fuel release to a parking lot and storm drain.",,"REGION 11 - AUSTIN",
"CN602295370","GENERIC INCIDENT PRINCIPAL","RN104052006","GENERIC INCIDENT ZIP CODE 78653",,"MANOR","TRAVIS","78653",,,,,,,"372302","CLOSED","2021-10-18T00:00:00.000","2021-10-18T00:00:00.000","2022-01-27T00:00:00.000","WASTE",,"vehicle","Diesel fuel","0",,"005_HAZMIN","ENVIRONMENTAL","OTHER","This incident does not meet the necessary criteria for conducting an onsite emergency response investigation.",,"Fuel spill from traffic accident.",,"REGION 11 - AUSTIN",
"CN602295370","GENERIC INCIDENT PRINCIPAL","RN104036975","GENERIC INCIDENT ZIP CODE 75831",,"BUFFALO","LEON","75831",,,,,,,"243749","CLOSED","2016-09-13T00:00:00.000","2016-09-13T00:00:00.000","2016-09-14T00:00:00.000","WASTE",,"SEMI TRUCK","VOC","12000","POUNDS","006_OTHER","ENVIRONMENTAL","OTHER","More information will be available upon approval of the investigation report.","This incident has been assigned and will be further investigated by an Environmental Investigator.","Spill of 12,000 lbs. of axle grease on land.","1362926","REGION 09 - WACO",
"CN600333900","CITY OF PLEASANTON","RN104048525","GENERIC INCIDENT ZIP CODE 78064",,"PLEASANTON","ATASCOSA","78064",,,,,,,"372663","CLOSED","2022-01-03T00:00:00.000","2022-01-04T00:00:00.000","2022-01-12T00:00:00.000","WATER","Atascosa River","Clarifier","Sewage","1500","GALLONS","006_OTHER","ENVIRONMENTAL","WASTEWATER","The incident was referred to the TCEQ Region 13 Water Section for further evaluation.","In-house personnel made adjustments and re-routed the material.","A septic company dumped sewage in the wastewater treatment plant causing the clarifiers to overturn and spill.  Impact is water.",,"REGION 13 - SAN ANTONIO",
"CN601239304","JB HUNT TRANSPORT INC","RN104047469","GENERIC INCIDENT ZIP CODE 77864",,"MADISONVILLE","MADISON","77864",,,,,,,"255688","CLOSED","2017-04-06T00:00:00.000","2017-04-06T00:00:00.000","2017-04-06T00:00:00.000","WASTE",,"ACCIDENT","Diesel fuel","50","GALLONS","006_OTHER","ENVIRONMENTAL","OTHER","More information will be available upon approval of the investigation report.","This incident has been assigned and will be further investigated by an Environmental Investigator.","50 gallons diesel spill from 18-wheeler accident.","1403732","REGION 09 - WACO",
"CN602295370","GENERIC INCIDENT PRINCIPAL","RN104053541","GENERIC INCIDENT ZIP CODE 78942",,"GIDDINGS","LEE","78942",,,,,,,"373004","CLOSED","2022-01-12T00:00:00.000","2022-01-13T00:00:00.000","2022-03-14T00:00:00.000","WASTE",,"WORK TRUCK","DIESEL/GASOLINE/WATER MIXTURE","60","GALLONS","005_HAZMIN","ENVIRONMENTAL","OTHER","More information will be available upon approval of the investigation report.","This incident has been assigned and will be further investigated by an Environmental Investigator.","Diesel Spill - 60 Gallons","1789325","REGION 11 - AUSTIN",
"CN602295370","GENERIC INCIDENT PRINCIPAL","RN104048871","GENERIC INCIDENT ZIP CODE 78133",,"CANYON LAKE","COMAL","78133",,,,,,,"373310","CLOSED","2021-12-22T00:00:00.000","2022-01-22T00:00:00.000","2022-02-18T00:00:00.000","AIR","Upper Blanco River",,,,,,"ENVIRONMENTAL","OUTDOOR BURNING","More information will be available upon approval of the investigation report.","This complaint has been assigned and will be further investigated by an Environmental Investigator.","The San Antonio Regional Office received a complaint concerning smoke.","1795325","REGION 13 - SAN ANTONIO",
"CN600297592","COASTAL TRANSPORT CO INC","RN104057757","GENERIC INCIDENT ZIP CODE 79934",,"EL PASO","EL PASO","79934",,,,,,,"373356","CLOSED","2022-01-22T00:00:00.000","2022-01-22T00:00:00.000","2022-02-15T00:00:00.000","WASTE","Rio Grande River","Diesel Refined Oil/Tanker Truck","DIESEL OIL #2/GUAR GUM","2000","GALLONS","004_HAZMAJ","ENVIRONMENTAL","OTHER","More information will be available upon approval of the investigation report.","This incident has been assigned and will be further investigated by an Environmental Investigator.","On January 22, 2022, an emergency response was received by the TCEQ El Paso Region Office for a spill of 2,000 gallons of diesel which occurred within Zip Code 79934.","1790192","REGION 06 - EL PASO",
"CN600131098","UNION PACIFIC RAILROAD COMPANY","RN104049267","GENERIC INCIDENT ZIP CODE 78217",,"SAN ANTONIO","BEXAR","78217",,,,,,,"222469","CLOSED","2015-10-30T00:00:00.000","2015-10-31T00:00:00.000","2015-11-02T00:00:00.000","WASTE",,,,,,,"ENVIRONMENTAL","BLANK - USED BY PROGRAMS NOT REQUIRING NATURE CODE",,,"Train hit a trespasser one fatality.",,"REGION 13 - SAN ANTONIO",
