"fiscal_year","region","victim_age_group","victim_race_ethnicity","victim_gender","clients","victims","recidivism"
"2021","2-Abilene","18-64 with Disabilities","Anglo","Female","668","100","0.1497"
"2021","2-Abilene","18-64 with Disabilities","Anglo","Male","527","95","0.1803"
"2021","2-Abilene","18-64 with Disabilities","Anglo","Unknown","4","2","0.50"
"2021","2-Abilene","18-64 with Disabilities","Asian","Female","2","0","0.00"
"2021","2-Abilene","18-64 with Disabilities","Asian","Male","2","0","0.00"
"2021","2-Abilene","18-64 with Disabilities","Hispanic","Female","121","27","0.2231"
"2021","2-Abilene","18-64 with Disabilities","Hispanic","Male","107","18","0.1682"
"2021","2-Abilene","18-64 with Disabilities","Native American","Female","4","1","0.25"
"2021","2-Abilene","18-64 with Disabilities","Native American","Male","6","2","0.3333"
"2021","2-Abilene","18-64 with Disabilities","Other","Female","170","38","0.2235"
"2021","2-Abilene","18-64 with Disabilities","Other","Male","92","19","0.2065"
"2021","2-Abilene","18-64 with Disabilities","Other","Unknown","1","0","0.00"
"2021","2-Abilene","65 and Older","African American","Female","138","43","0.3116"
"2021","2-Abilene","65 and Older","African American","Male","115","36","0.313"
"2021","2-Abilene","65 and Older","Anglo","Female","1089","237","0.2176"
"2021","2-Abilene","65 and Older","Anglo","Male","808","161","0.1993"
"2021","2-Abilene","65 and Older","Anglo","Unknown","10","2","0.20"
"2021","2-Abilene","65 and Older","Asian","Female","4","0","0.00"
"2021","2-Abilene","65 and Older","Hispanic","Female","179","32","0.1788"
"2021","2-Abilene","65 and Older","Hispanic","Male","153","24","0.1569"
"2021","2-Abilene","65 and Older","Hispanic","Unknown","4","0","0.00"
"2021","2-Abilene","65 and Older","Native American","Female","5","1","0.20"
"2021","2-Abilene","65 and Older","Native American","Male","1","1","1.00"
"2021","2-Abilene","65 and Older","Other","Female","255","57","0.2235"
"2021","2-Abilene","65 and Older","Other","Male","145","30","0.2069"
"2021","2-Abilene","65 and Older","Other","Unknown","4","1","0.25"
"2021","3-Arlington","18-64 with Disabilities","African American","Female","939","95","0.1012"
"2021","3-Arlington","18-64 with Disabilities","African American","Male","734","73","0.0995"
"2021","3-Arlington","18-64 with Disabilities","African American","Unknown","8","0","0.00"
"2021","3-Arlington","18-64 with Disabilities","Anglo","Female","1607","144","0.0896"
"2021","3-Arlington","18-64 with Disabilities","Anglo","Male","1365","129","0.0945"
"2021","3-Arlington","18-64 with Disabilities","Anglo","Unknown","15","3","0.20"
"2021","3-Arlington","18-64 with Disabilities","Asian","Female","36","4","0.1111"
"2021","3-Arlington","18-64 with Disabilities","Asian","Male","34","0","0.00"
"2021","3-Arlington","18-64 with Disabilities","Hispanic","Female","324","27","0.0833"
"2021","3-Arlington","18-64 with Disabilities","Hispanic","Male","328","22","0.0671"
"2021","3-Arlington","18-64 with Disabilities","Hispanic","Unknown","3","1","0.3333"
"2021","3-Arlington","18-64 with Disabilities","Native American","Female","10","3","0.30"
"2021","3-Arlington","18-64 with Disabilities","Native American","Male","4","0","0.00"
"2021","3-Arlington","18-64 with Disabilities","Other","Female","560","57","0.1018"
"2021","3-Arlington","18-64 with Disabilities","Other","Male","436","43","0.0986"
"2021","3-Arlington","18-64 with Disabilities","Other","Unknown","5","0","0.00"
"2021","3-Arlington","65 and Older","African American","Female","1444","235","0.1627"
"2021","3-Arlington","65 and Older","African American","Male","918","140","0.1525"
"2021","3-Arlington","65 and Older","African American","Unknown","13","5","0.3846"
"2021","3-Arlington","65 and Older","Anglo","Female","4461","765","0.1715"
"2021","3-Arlington","65 and Older","Anglo","Male","2849","454","0.1594"
"2021","3-Arlington","65 and Older","Anglo","Unknown","45","15","0.3333"
"2021","3-Arlington","65 and Older","Asian","Female","118","17","0.1441"
"2021","3-Arlington","65 and Older","Asian","Male","84","10","0.119"
"2021","3-Arlington","65 and Older","Asian","Unknown","2","0","0.00"
"2021","3-Arlington","65 and Older","Hispanic","Female","657","90","0.137"
"2021","3-Arlington","65 and Older","Hispanic","Male","440","51","0.1159"
"2021","3-Arlington","65 and Older","Hispanic","Unknown","4","1","0.25"
"2021","3-Arlington","65 and Older","Native American","Female","7","3","0.4286"
"2021","3-Arlington","65 and Older","Native American","Male","11","3","0.2727"
"2021","3-Arlington","65 and Older","Other","Female","1575","210","0.1333"
"2021","3-Arlington","65 and Older","Other","Male","954","115","0.1205"
"2021","3-Arlington","65 and Older","Other","Unknown","44","3","0.0682"
"2021","3-Arlington","Under 18","African American","Female","1","0","0.00"
"2021","3-Arlington","Under 18","Asian","Male","1","0","0.00"
"2021","3-Arlington","Under 18","Hispanic","Female","1","0","0.00"
"2021","3-Arlington","Unknown","Anglo","Female","2","0","0.00"
"2021","3-Arlington","Unknown","Anglo","Male","1","0","0.00"
"2021","3-Arlington","Unknown","Other","Male","1","0","0.00"
"2021","4-Tyler","18-64 with Disabilities","African American","Female","207","18","0.087"
"2021","4-Tyler","18-64 with Disabilities","African American","Male","202","28","0.1386"
"2021","4-Tyler","18-64 with Disabilities","African American","Unknown","1","1","1.00"
"2021","4-Tyler","18-64 with Disabilities","Anglo","Female","597","81","0.1357"
"2021","4-Tyler","18-64 with Disabilities","Anglo","Male","470","50","0.1064"
"2021","4-Tyler","18-64 with Disabilities","Anglo","Unknown","3","0","0.00"
"2021","4-Tyler","18-64 with Disabilities","Asian","Female","2","0","0.00"
"2021","4-Tyler","18-64 with Disabilities","Asian","Male","2","0","0.00"
"2021","4-Tyler","18-64 with Disabilities","Hispanic","Female","25","4","0.16"
"2021","4-Tyler","18-64 with Disabilities","Hispanic","Male","32","2","0.0625"
"2021","4-Tyler","18-64 with Disabilities","Hispanic","Unknown","1","0","0.00"
"2021","4-Tyler","18-64 with Disabilities","Native American","Male","2","0","0.00"
"2021","4-Tyler","18-64 with Disabilities","Other","Female","122","22","0.1803"
"2021","4-Tyler","18-64 with Disabilities","Other","Male","105","15","0.1429"
"2021","4-Tyler","65 and Older","African American","Female","320","43","0.1344"
"2021","4-Tyler","65 and Older","African American","Male","240","30","0.125"
"2021","4-Tyler","65 and Older","African American","Unknown","3","1","0.3333"
"2021","4-Tyler","65 and Older","Anglo","Female","1292","189","0.1463"
"2021","4-Tyler","65 and Older","Anglo","Male","850","121","0.1424"
"2021","4-Tyler","65 and Older","Anglo","Unknown","14","6","0.4286"
"2021","4-Tyler","65 and Older","Asian","Female","4","1","0.25"
"2021","4-Tyler","65 and Older","Asian","Male","3","1","0.3333"
"2021","4-Tyler","65 and Older","Asian","Unknown","1","1","1.00"
"2021","4-Tyler","65 and Older","Hispanic","Female","45","4","0.0889"
"2021","4-Tyler","65 and Older","Hispanic","Male","37","4","0.1081"
"2021","4-Tyler","65 and Older","Native American","Female","4","2","0.50"
"2021","4-Tyler","65 and Older","Native American","Male","1","0","0.00"
"2021","4-Tyler","65 and Older","Other","Female","256","30","0.1172"
"2021","4-Tyler","65 and Older","Other","Male","174","23","0.1322"
"2021","4-Tyler","65 and Older","Other","Unknown","3","0","0.00"
"2021","5-Beaumont","18-64 with Disabilities","African American","Female","208","26","0.125"
"2021","5-Beaumont","18-64 with Disabilities","African American","Male","175","18","0.1029"
"2021","5-Beaumont","18-64 with Disabilities","African American","Unknown","2","1","0.50"
"2021","5-Beaumont","18-64 with Disabilities","Anglo","Female","386","40","0.1036"
"2021","5-Beaumont","18-64 with Disabilities","Anglo","Male","290","42","0.1448"
"2021","5-Beaumont","18-64 with Disabilities","Anglo","Unknown","1","1","1.00"
"2021","5-Beaumont","18-64 with Disabilities","Asian","Female","2","0","0.00"
"2021","5-Beaumont","18-64 with Disabilities","Asian","Male","3","0","0.00"
"2021","5-Beaumont","18-64 with Disabilities","Hispanic","Female","22","3","0.1364"
"2021","5-Beaumont","18-64 with Disabilities","Hispanic","Male","24","3","0.125"
"2021","5-Beaumont","18-64 with Disabilities","Native American","Male","1","0","0.00"
"2021","5-Beaumont","18-64 with Disabilities","Other","Female","113","13","0.115"
"2021","5-Beaumont","18-64 with Disabilities","Other","Male","70","8","0.1143"
"2021","5-Beaumont","65 and Older","African American","Female","335","42","0.1254"
"2021","5-Beaumont","65 and Older","African American","Male","233","32","0.1373"
"2021","5-Beaumont","65 and Older","African American","Unknown","5","0","0.00"
"2021","5-Beaumont","65 and Older","Anglo","Female","736","108","0.1467"
"2021","5-Beaumont","65 and Older","Anglo","Male","576","79","0.1372"
"2021","5-Beaumont","65 and Older","Anglo","Unknown","9","1","0.1111"
"2021","5-Beaumont","65 and Older","Asian","Female","4","0","0.00"
"2021","5-Beaumont","65 and Older","Asian","Male","4","0","0.00"
"2021","5-Beaumont","65 and Older","Hispanic","Female","36","9","0.25"
"2021","5-Beaumont","65 and Older","Hispanic","Male","24","4","0.1667"
"2021","5-Beaumont","65 and Older","Native American","Female","3","1","0.3333"
"2021","5-Beaumont","65 and Older","Native American","Male","3","1","0.3333"
"2021","5-Beaumont","65 and Older","Other","Female","254","30","0.1181"
"2021","5-Beaumont","65 and Older","Other","Male","162","19","0.1173"
"2021","5-Beaumont","65 and Older","Other","Unknown","6","1","0.1667"
"2021","5-Beaumont","Under 18","African American","Male","1","0","0.00"
"2021","5-Beaumont","Unknown","African American","Female","1","0","0.00"
"2021","5-Beaumont","Unknown","Unknown","Unknown","1","0","0.00"
"2021","6-Houston","18-64 with Disabilities","African American","Female","1095","160","0.1461"
"2021","6-Houston","18-64 with Disabilities","African American","Male","944","119","0.1261"
"2021","6-Houston","18-64 with Disabilities","African American","Unknown","14","2","0.1429"
"2021","6-Houston","18-64 with Disabilities","Anglo","Female","1259","178","0.1414"
"2021","6-Houston","18-64 with Disabilities","Anglo","Male","986","143","0.145"
"2021","6-Houston","18-64 with Disabilities","Anglo","Unknown","16","2","0.125"
"2021","6-Houston","18-64 with Disabilities","Asian","Female","60","7","0.1167"
"2021","6-Houston","18-64 with Disabilities","Asian","Male","44","3","0.0682"
"2021","6-Houston","18-64 with Disabilities","Hispanic","Female","423","59","0.1395"
"2021","6-Houston","18-64 with Disabilities","Hispanic","Male","514","81","0.1576"
"2021","6-Houston","18-64 with Disabilities","Hispanic","Unknown","6","0","0.00"
"2021","6-Houston","18-64 with Disabilities","Native American","Female","7","3","0.4286"
"2021","6-Houston","18-64 with Disabilities","Native American","Male","5","0","0.00"
"2021","6-Houston","18-64 with Disabilities","Other","Female","609","95","0.156"
"2021","6-Houston","18-64 with Disabilities","Other","Male","500","77","0.154"
"2021","6-Houston","18-64 with Disabilities","Other","Unknown","16","0","0.00"
"2021","6-Houston","65 and Older","African American","Female","1910","283","0.1482"
"2021","6-Houston","65 and Older","African American","Male","1207","205","0.1698"
"2021","6-Houston","65 and Older","African American","Unknown","23","8","0.3478"
"2021","6-Houston","65 and Older","Anglo","Female","3183","532","0.1671"
"2021","6-Houston","65 and Older","Anglo","Male","2186","339","0.1551"
"2021","6-Houston","65 and Older","Anglo","Unknown","30","12","0.40"
"2021","6-Houston","65 and Older","Asian","Female","151","18","0.1192"
"2021","6-Houston","65 and Older","Asian","Male","102","12","0.1176"
"2021","6-Houston","65 and Older","Asian","Unknown","1","0","0.00"
"2021","6-Houston","65 and Older","Hispanic","Female","951","134","0.1409"
"2021","6-Houston","65 and Older","Hispanic","Male","684","101","0.1477"
"2021","6-Houston","65 and Older","Hispanic","Unknown","10","4","0.40"
"2021","6-Houston","65 and Older","Native American","Female","9","1","0.1111"
"2021","6-Houston","65 and Older","Native American","Male","14","5","0.3571"
"2021","6-Houston","65 and Older","Native American","Unknown","1","0","0.00"
"2021","6-Houston","65 and Older","Other","Female","1619","225","0.139"
"2021","6-Houston","65 and Older","Other","Male","1033","127","0.1229"
"2021","6-Houston","65 and Older","Other","Unknown","44","4","0.0909"
"2021","6-Houston","Under 18","African American","Female","1","0","0.00"
"2021","6-Houston","Under 18","African American","Male","2","0","0.00"
"2021","6-Houston","Under 18","Anglo","Male","1","0","0.00"
"2021","6-Houston","Under 18","Hispanic","Female","1","0","0.00"
"2021","6-Houston","Under 18","Hispanic","Male","2","0","0.00"
"2021","6-Houston","Unknown","African American","Female","1","0","0.00"
"2021","6-Houston","Unknown","Other","Unknown","1","1","1.00"
"2021","7-Austin","18-64 with Disabilities","African American","Female","359","49","0.1365"
"2021","7-Austin","18-64 with Disabilities","African American","Male","307","51","0.1661"
"2021","7-Austin","18-64 with Disabilities","African American","Unknown","1","0","0.00"
"2021","7-Austin","18-64 with Disabilities","Anglo","Female","879","107","0.1217"
"2021","7-Austin","18-64 with Disabilities","Anglo","Male","779","93","0.1194"
"2021","7-Austin","18-64 with Disabilities","Anglo","Unknown","8","2","0.25"
"2021","7-Austin","18-64 with Disabilities","Asian","Female","21","2","0.0952"
"2021","7-Austin","18-64 with Disabilities","Asian","Male","19","0","0.00"
"2021","7-Austin","18-64 with Disabilities","Asian","Unknown","1","1","1.00"
"2021","7-Austin","18-64 with Disabilities","Hispanic","Female","242","25","0.1033"
"2021","7-Austin","18-64 with Disabilities","Hispanic","Male","301","29","0.0963"
"2021","7-Austin","18-64 with Disabilities","Hispanic","Unknown","5","3","0.60"
"2021","7-Austin","18-64 with Disabilities","Native American","Female","7","1","0.1429"
"2021","7-Austin","18-64 with Disabilities","Native American","Male","1","0","0.00"
"2021","7-Austin","18-64 with Disabilities","Other","Female","342","43","0.1257"
"2021","7-Austin","18-64 with Disabilities","Other","Male","257","34","0.1323"
"2021","7-Austin","18-64 with Disabilities","Other","Unknown","7","0","0.00"
"2021","7-Austin","65 and Older","African American","Female","498","95","0.1908"
"2021","7-Austin","65 and Older","African American","Male","373","78","0.2091"
"2021","7-Austin","65 and Older","African American","Unknown","3","2","0.6667"
"2021","7-Austin","65 and Older","Anglo","Female","2297","411","0.1789"
"2021","7-Austin","65 and Older","Anglo","Male","1523","276","0.1812"
"2021","7-Austin","65 and Older","Anglo","Unknown","17","2","0.1176"
"2021","7-Austin","65 and Older","Asian","Female","65","12","0.1846"
"2021","7-Austin","65 and Older","Asian","Male","22","7","0.3182"
"2021","7-Austin","65 and Older","Asian","Unknown","4","2","0.50"
"2021","7-Austin","65 and Older","Hispanic","Female","494","82","0.166"
"2021","7-Austin","65 and Older","Hispanic","Male","319","64","0.2006"
"2021","7-Austin","65 and Older","Hispanic","Unknown","3","1","0.3333"
"2021","7-Austin","65 and Older","Native American","Female","7","1","0.1429"
"2021","7-Austin","65 and Older","Native American","Male","5","2","0.40"
"2021","7-Austin","65 and Older","Other","Female","773","123","0.1591"
"2021","7-Austin","65 and Older","Other","Male","483","67","0.1387"
"2021","7-Austin","65 and Older","Other","Unknown","17","1","0.0588"
"2021","7-Austin","Under 18","Hispanic","Female","1","0","0.00"
"2021","7-Austin","Unknown","Anglo","Female","1","0","0.00"
"2021","7-Austin","Unknown","Other","Female","1","0","0.00"
"2021","7-Austin","Unknown","Other","Male","1","0","0.00"
"2021","8-San Antonio","18-64 with Disabilities","African American","Female","201","19","0.0945"
"2021","8-San Antonio","18-64 with Disabilities","African American","Male","170","18","0.1059"
"2021","8-San Antonio","18-64 with Disabilities","African American","Unknown","2","1","0.50"
"2021","8-San Antonio","18-64 with Disabilities","Anglo","Female","646","84","0.13"
"2021","8-San Antonio","18-64 with Disabilities","Anglo","Male","544","102","0.1875"
"2021","8-San Antonio","18-64 with Disabilities","Anglo","Unknown","6","0","0.00"
"2021","8-San Antonio","18-64 with Disabilities","Asian","Female","17","1","0.0588"
"2021","8-San Antonio","18-64 with Disabilities","Asian","Male","8","2","0.25"
"2021","8-San Antonio","18-64 with Disabilities","Hispanic","Female","767","97","0.1265"
"2021","8-San Antonio","18-64 with Disabilities","Hispanic","Male","779","83","0.1065"
"2021","8-San Antonio","18-64 with Disabilities","Hispanic","Unknown","10","1","0.10"
"2021","8-San Antonio","18-64 with Disabilities","Native American","Female","1","1","1.00"
"2021","8-San Antonio","18-64 with Disabilities","Native American","Male","3","0","0.00"
"2021","8-San Antonio","18-64 with Disabilities","Other","Female","351","56","0.1595"
"2021","8-San Antonio","18-64 with Disabilities","Other","Male","285","38","0.1333"
"2021","8-San Antonio","18-64 with Disabilities","Other","Unknown","6","2","0.3333"
"2021","8-San Antonio","65 and Older","African American","Female","269","61","0.2268"
"2021","8-San Antonio","65 and Older","African American","Male","213","37","0.1737"
"2021","8-San Antonio","65 and Older","African American","Unknown","4","2","0.50"
"2021","8-San Antonio","65 and Older","Anglo","Female","1715","304","0.1773"
"2021","8-San Antonio","65 and Older","Anglo","Male","1186","188","0.1585"
"2021","8-San Antonio","65 and Older","Anglo","Unknown","14","7","0.50"
"2021","8-San Antonio","65 and Older","Asian","Female","55","8","0.1455"
"2021","8-San Antonio","65 and Older","Asian","Male","9","2","0.2222"
"2021","8-San Antonio","65 and Older","Hispanic","Female","1752","282","0.161"
"2021","8-San Antonio","65 and Older","Hispanic","Male","1123","159","0.1416"
"2021","8-San Antonio","65 and Older","Hispanic","Unknown","14","3","0.2143"
"2021","8-San Antonio","65 and Older","Native American","Female","5","5","1.00"
"2021","8-San Antonio","65 and Older","Native American","Male","2","0","0.00"
"2021","8-San Antonio","65 and Older","Other","Female","819","132","0.1612"
"2021","8-San Antonio","65 and Older","Other","Male","467","58","0.1242"
"2021","8-San Antonio","65 and Older","Other","Unknown","18","1","0.0556"
"2021","9-Midland","18-64 with Disabilities","African American","Female","41","6","0.1463"
"2021","9-Midland","18-64 with Disabilities","African American","Male","44","6","0.1364"
"2021","9-Midland","18-64 with Disabilities","Anglo","Female","240","38","0.1583"
"2021","9-Midland","18-64 with Disabilities","Anglo","Male","200","23","0.115"
"2021","9-Midland","18-64 with Disabilities","Asian","Female","1","0","0.00"
"2021","9-Midland","18-64 with Disabilities","Asian","Male","2","0","0.00"
"2021","9-Midland","18-64 with Disabilities","Hispanic","Female","142","30","0.2113"
"2021","9-Midland","18-64 with Disabilities","Hispanic","Male","158","28","0.1772"
"2021","9-Midland","18-64 with Disabilities","Other","Female","92","24","0.2609"
"2021","9-Midland","18-64 with Disabilities","Other","Male","70","14","0.20"
"2021","9-Midland","18-64 with Disabilities","Other","Unknown","3","0","0.00"
"2021","9-Midland","65 and Older","African American","Female","71","16","0.2254"
"2021","9-Midland","65 and Older","African American","Male","59","19","0.322"
"2021","9-Midland","65 and Older","African American","Unknown","2","0","0.00"
"2021","9-Midland","65 and Older","Anglo","Female","518","92","0.1776"
"2021","9-Midland","65 and Older","Anglo","Male","444","86","0.1937"
"2021","9-Midland","65 and Older","Anglo","Unknown","4","1","0.25"
"2021","9-Midland","65 and Older","Asian","Female","6","0","0.00"
"2021","9-Midland","65 and Older","Asian","Male","3","1","0.3333"
"2021","9-Midland","65 and Older","Hispanic","Female","314","52","0.1656"
"2021","9-Midland","65 and Older","Hispanic","Male","251","39","0.1554"
"2021","9-Midland","65 and Older","Hispanic","Unknown","2","1","0.50"
"2021","9-Midland","65 and Older","Native American","Female","2","0","0.00"
"2021","9-Midland","65 and Older","Other","Female","197","37","0.1878"
"2021","9-Midland","65 and Older","Other","Male","141","34","0.2411"
"2021","9-Midland","65 and Older","Other","Unknown","1","0","0.00"
"2021","9-Midland","Under 18","Anglo","Male","1","0","0.00"
"2021","10-El Paso","18-64 with Disabilities","African American","Female","35","4","0.1143"
"2021","10-El Paso","18-64 with Disabilities","African American","Male","33","6","0.1818"
"2021","10-El Paso","18-64 with Disabilities","Anglo","Female","103","18","0.1748"
"2021","10-El Paso","18-64 with Disabilities","Anglo","Male","98","11","0.1122"
"2021","10-El Paso","18-64 with Disabilities","Asian","Female","3","0","0.00"
"2021","10-El Paso","18-64 with Disabilities","Asian","Male","4","0","0.00"
"2021","10-El Paso","18-64 with Disabilities","Hispanic","Female","368","45","0.1223"
"2021","10-El Paso","18-64 with Disabilities","Hispanic","Male","324","32","0.0988"
"2021","10-El Paso","18-64 with Disabilities","Hispanic","Unknown","7","0","0.00"
"2021","10-El Paso","18-64 with Disabilities","Native American","Female","3","0","0.00"
"2021","10-El Paso","18-64 with Disabilities","Native American","Male","2","0","0.00"
"2021","10-El Paso","18-64 with Disabilities","Other","Female","73","14","0.1918"
"2021","10-El Paso","18-64 with Disabilities","Other","Male","73","8","0.1096"
"2021","10-El Paso","18-64 with Disabilities","Other","Unknown","2","1","0.50"
"2021","10-El Paso","65 and Older","African American","Female","28","5","0.1786"
"2021","10-El Paso","65 and Older","African American","Male","29","4","0.1379"
"2021","10-El Paso","65 and Older","Anglo","Female","259","56","0.2162"
"2021","10-El Paso","65 and Older","Anglo","Male","221","40","0.181"
"2021","10-El Paso","65 and Older","Anglo","Unknown","5","1","0.20"
"2021","10-El Paso","65 and Older","Asian","Female","15","2","0.1333"
"2021","10-El Paso","65 and Older","Asian","Male","3","0","0.00"
"2021","10-El Paso","65 and Older","Hispanic","Female","1148","178","0.1551"
"2021","10-El Paso","65 and Older","Hispanic","Male","734","98","0.1335"
"2021","10-El Paso","65 and Older","Hispanic","Unknown","8","2","0.25"
"2021","10-El Paso","65 and Older","Native American","Female","2","0","0.00"
"2021","10-El Paso","65 and Older","Native American","Male","1","0","0.00"
"2021","10-El Paso","65 and Older","Other","Female","278","35","0.1259"
"2021","10-El Paso","65 and Older","Other","Male","142","22","0.1549"
"2021","10-El Paso","65 and Older","Other","Unknown","7","0","0.00"
"2021","10-El Paso","Unknown","Hispanic","Male","1","0","0.00"
"2021","11-Edinburg","18-64 with Disabilities","African American","Female","43","10","0.2326"
"2021","11-Edinburg","18-64 with Disabilities","African American","Male","42","4","0.0952"
"2021","11-Edinburg","18-64 with Disabilities","Anglo","Female","306","42","0.1373"
"2021","11-Edinburg","18-64 with Disabilities","Anglo","Male","246","43","0.1748"
"2021","11-Edinburg","18-64 with Disabilities","Anglo","Unknown","3","1","0.3333"
"2021","11-Edinburg","18-64 with Disabilities","Asian","Female","5","1","0.20"
"2021","11-Edinburg","18-64 with Disabilities","Asian","Male","3","1","0.3333"
"2021","11-Edinburg","18-64 with Disabilities","Asian","Unknown","1","0","0.00"
"2021","11-Edinburg","18-64 with Disabilities","Hispanic","Female","890","124","0.1393"
"2021","11-Edinburg","18-64 with Disabilities","Hispanic","Male","978","140","0.1431"
"2021","11-Edinburg","18-64 with Disabilities","Hispanic","Unknown","11","5","0.4545"
"2021","11-Edinburg","18-64 with Disabilities","Native American","Female","2","1","0.50"
"2021","11-Edinburg","18-64 with Disabilities","Other","Female","164","26","0.1585"
"2021","11-Edinburg","18-64 with Disabilities","Other","Male","186","36","0.1935"
"2021","11-Edinburg","18-64 with Disabilities","Other","Unknown","2","0","0.00"
"2021","11-Edinburg","65 and Older","African American","Female","39","7","0.1795"
"2021","11-Edinburg","65 and Older","African American","Male","37","11","0.2973"
"2021","11-Edinburg","65 and Older","African American","Unknown","1","0","0.00"
"2021","11-Edinburg","65 and Older","Anglo","Female","681","130","0.1909"
"2021","11-Edinburg","65 and Older","Anglo","Male","545","93","0.1706"
"2021","11-Edinburg","65 and Older","Anglo","Unknown","4","2","0.50"
"2021","11-Edinburg","65 and Older","Asian","Female","8","1","0.125"
"2021","11-Edinburg","65 and Older","Asian","Male","5","2","0.40"
"2021","11-Edinburg","65 and Older","Hispanic","Female","2033","329","0.1618"
"2021","11-Edinburg","65 and Older","Hispanic","Male","1377","192","0.1394"
"2021","11-Edinburg","65 and Older","Hispanic","Unknown","21","4","0.1905"
"2021","11-Edinburg","65 and Older","Native American","Female","1","0","0.00"
"2021","11-Edinburg","65 and Older","Native American","Male","1","0","0.00"
"2021","11-Edinburg","65 and Older","Other","Female","477","72","0.1509"
"2021","11-Edinburg","65 and Older","Other","Male","319","45","0.1411"
"2021","11-Edinburg","65 and Older","Other","Unknown","9","1","0.1111"
"2021","Out of State","18-64 with Disabilities","African American","Female","1","0","0.00"
"2021","Out of State","18-64 with Disabilities","African American","Male","2","1","0.50"
"2021","Out of State","18-64 with Disabilities","Anglo","Female","1","0","0.00"
"2021","Out of State","18-64 with Disabilities","Anglo","Male","5","1","0.20"
"2021","Out of State","18-64 with Disabilities","Hispanic","Female","3","1","0.3333"
"2021","Out of State","18-64 with Disabilities","Hispanic","Male","1","1","1.00"
"2021","Out of State","18-64 with Disabilities","Other","Female","1","0","0.00"
"2021","Out of State","65 and Older","Anglo","Female","7","0","0.00"
"2021","Out of State","65 and Older","Anglo","Male","7","0","0.00"
"2021","Out of State","65 and Older","Hispanic","Female","5","2","0.40"
"2021","Out of State","65 and Older","Hispanic","Male","2","1","0.50"
"2021","Out of State","65 and Older","Other","Female","3","0","0.00"
"2021","Out of State","65 and Older","Other","Male","1","0","0.00"
"2020","1-Lubbock","18-64 with Disabilities","African American","Female","162","30","0.1852"
"2020","1-Lubbock","18-64 with Disabilities","African American","Male","116","15","0.1293"
"2020","1-Lubbock","18-64 with Disabilities","African American","Unknown","2","0","0.00"
"2020","1-Lubbock","18-64 with Disabilities","Anglo","Female","458","74","0.1616"
"2020","1-Lubbock","18-64 with Disabilities","Anglo","Male","360","54","0.15"
"2020","1-Lubbock","18-64 with Disabilities","Anglo","Unknown","4","1","0.25"
