"fiscal_year","agency","agency_name","county_name","major_spending_category","amount"
"2019","101","SENATE","COMAL","OTHER EXPENDITURES","3280.00"
"2019","101","SENATE","COMAL","RENTALS AND LEASES","38641.55"
"2019","101","SENATE","COMAL","SALARIES AND WAGES","547260.40"
"2019","101","SENATE","COMAL","SUPPLIES AND MATERIALS","132.00"
"2019","101","SENATE","COMAL","TRAVEL","38280.04"
"2019","101","SENATE","COMANCHE","SUPPLIES AND MATERIALS","28.00"
"2019","101","SENATE","COOKE","EMPLOYEE BENEFITS","20108.93"
"2019","101","SENATE","COOKE","SALARIES AND WAGES","66423.24"
"2019","101","SENATE","COOKE","SUPPLIES AND MATERIALS","97.08"
"2019","101","SENATE","COOKE","TRAVEL","233.39"
"2019","101","SENATE","CORYELL","SUPPLIES AND MATERIALS","122.26"
"2019","101","SENATE","CROCKETT","SUPPLIES AND MATERIALS","45.00"
"2019","101","SENATE","DALLAS","COMMUNICATIONS AND UTILITIES","46420.46"
"2019","101","SENATE","DALLAS","EMPLOYEE BENEFITS","131549.30"
"2019","101","SENATE","DALLAS","OTHER EXPENDITURES","42439.07"
"2019","101","SENATE","DALLAS","RENTALS AND LEASES","128243.73"
"2019","101","SENATE","DALLAS","REPAIRS AND MAINTENANCE","3837.50"
"2019","101","SENATE","DALLAS","SALARIES AND WAGES","434529.80"
"2019","101","SENATE","DALLAS","SUPPLIES AND MATERIALS","80006.24"
"2019","101","SENATE","DALLAS","TRAVEL","89963.36"
"2019","101","SENATE","DENTON","EMPLOYEE BENEFITS","68939.56"
"2019","101","SENATE","DENTON","RENTALS AND LEASES","3444.00"
"2019","101","SENATE","DENTON","SALARIES AND WAGES","227719.12"
"2019","101","SENATE","DENTON","TRAVEL","103736.29"
"2019","101","SENATE","DEWITT","SUPPLIES AND MATERIALS","49.00"
"2019","101","SENATE","DONLEY","SUPPLIES AND MATERIALS","40.00"
"2019","101","SENATE","EL PASO","EMPLOYEE BENEFITS","84446.44"
"2019","101","SENATE","EL PASO","OTHER EXPENDITURES","175.00"
"2019","101","SENATE","EL PASO","RENTALS AND LEASES","38896.77"
"2019","101","SENATE","EL PASO","SALARIES AND WAGES","278941.01"
"2019","101","SENATE","EL PASO","TRAVEL","61112.20"
"2019","101","SENATE","ELLIS","SUPPLIES AND MATERIALS","501.00"
"2019","101","SENATE","ERATH","SUPPLIES AND MATERIALS","111.00"
"2019","101","SENATE","FAYETTE","SUPPLIES AND MATERIALS","98.00"
"2019","101","SENATE","FORT BEND","EMPLOYEE BENEFITS","51067.58"
"2019","101","SENATE","FORT BEND","RENTALS AND LEASES","15800.00"
"2019","101","SENATE","FORT BEND","SALARIES AND WAGES","168684.93"
"2019","101","SENATE","FORT BEND","SUPPLIES AND MATERIALS","100.00"
"2019","101","SENATE","FORT BEND","TRAVEL","4178.35"
"2019","101","SENATE","FRANKLIN","SUPPLIES AND MATERIALS","45.00"
"2019","101","SENATE","FREESTONE","SUPPLIES AND MATERIALS","62.00"
"2019","101","SENATE","FRIO","SUPPLIES AND MATERIALS","36.00"
"2019","101","SENATE","GAINES","SUPPLIES AND MATERIALS","59.75"
"2019","101","SENATE","GALVESTON","EMPLOYEE BENEFITS","3640.77"
"2019","101","SENATE","GALVESTON","RENTALS AND LEASES","8256.00"
"2019","101","SENATE","GALVESTON","SALARIES AND WAGES","12026.09"
"2019","101","SENATE","GALVESTON","SUPPLIES AND MATERIALS","222.00"
"2019","101","SENATE","GALVESTON","TRAVEL","65119.82"
"2019","101","SENATE","GILLESPIE","SUPPLIES AND MATERIALS","45.00"
"2019","101","SENATE","GONZALES","EMPLOYEE BENEFITS","383.69"
"2019","101","SENATE","GONZALES","SALARIES AND WAGES","1267.39"
"2019","101","SENATE","GRAYSON","EMPLOYEE BENEFITS","4027.76"
"2019","101","SENATE","GRAYSON","SALARIES AND WAGES","13304.37"
"2019","101","SENATE","GRAYSON","SUPPLIES AND MATERIALS","180.00"
"2019","101","SENATE","GRAYSON","TRAVEL","1293.00"
"2019","101","SENATE","GREGG","OTHER EXPENDITURES","95.00"
"2019","101","SENATE","GREGG","RENTALS AND LEASES","6000.00"
"2019","101","SENATE","GREGG","SUPPLIES AND MATERIALS","644.50"
"2019","101","SENATE","GRIMES","SUPPLIES AND MATERIALS","47.00"
"2019","101","SENATE","GUADALUPE","EMPLOYEE BENEFITS","66669.80"
"2019","101","SENATE","GUADALUPE","SALARIES AND WAGES","220221.73"
"2019","101","SENATE","GUADALUPE","SUPPLIES AND MATERIALS","290.00"
"2019","101","SENATE","GUADALUPE","TRAVEL","5138.66"
"2019","101","SENATE","HAMILTON","SUPPLIES AND MATERIALS","35.00"
"2019","101","SENATE","HARDEMAN","SUPPLIES AND MATERIALS","47.00"
"2019","101","SENATE","HARDIN","EMPLOYEE BENEFITS","70.24"
"2019","101","SENATE","HARDIN","SALARIES AND WAGES","232.00"
"2019","101","SENATE","HARDIN","SUPPLIES AND MATERIALS","40.00"
"2019","101","SENATE","HARRIS","COMMUNICATIONS AND UTILITIES","3956.71"
"2019","101","SENATE","HARRIS","EMPLOYEE BENEFITS","366427.73"
"2019","101","SENATE","HARRIS","OTHER EXPENDITURES","9315.18"
"2019","101","SENATE","HARRIS","PRINTING AND REPRODUCTION","4700.00"
"2019","101","SENATE","HARRIS","RENTALS AND LEASES","214105.92"
"2019","101","SENATE","HARRIS","SALARIES AND WAGES","1210373.33"
"2019","101","SENATE","HARRIS","SUPPLIES AND MATERIALS","2971.12"
"2019","101","SENATE","HARRIS","TRAVEL","227814.74"
"2019","101","SENATE","HARRISON","EMPLOYEE BENEFITS","17013.96"
"2019","101","SENATE","HARRISON","RENTALS AND LEASES","9592.80"
"2019","101","SENATE","HARRISON","SALARIES AND WAGES","56200.00"
"2019","101","SENATE","HARRISON","TRAVEL","6973.98"
"2019","101","SENATE","HAYS","EMPLOYEE BENEFITS","398724.19"
"2019","101","SENATE","HAYS","REPAIRS AND MAINTENANCE","480.00"
"2019","101","SENATE","HAYS","SALARIES AND WAGES","1317054.05"
"2019","101","SENATE","HAYS","SUPPLIES AND MATERIALS","447.00"
"2019","101","SENATE","HAYS","TRAVEL","5430.46"
"2019","101","SENATE","HEMPHILL","SUPPLIES AND MATERIALS","65.00"
"2019","101","SENATE","HENDERSON","SUPPLIES AND MATERIALS","116.65"
"2019","101","SENATE","HIDALGO","COMMUNICATIONS AND UTILITIES","973.11"
"2019","101","SENATE","HIDALGO","EMPLOYEE BENEFITS","53176.79"
"2019","101","SENATE","HIDALGO","OTHER EXPENDITURES","171.85"
"2019","101","SENATE","HIDALGO","RENTALS AND LEASES","40511.99"
"2019","101","SENATE","HIDALGO","SALARIES AND WAGES","175652.00"
"2019","101","SENATE","HIDALGO","SUPPLIES AND MATERIALS","369.20"
"2019","101","SENATE","HIDALGO","TRAVEL","54863.95"
"2019","101","SENATE","HOOD","EMPLOYEE BENEFITS","2179.72"
"2019","101","SENATE","HOOD","RENTALS AND LEASES","19920.00"
"2019","101","SENATE","HOOD","SALARIES AND WAGES","7200.00"
"2019","101","SENATE","HOOD","SUPPLIES AND MATERIALS","45.00"
"2019","101","SENATE","HOOD","TRAVEL","48934.69"
"2019","101","SENATE","HOUSTON","SUPPLIES AND MATERIALS","68.00"
"2019","101","SENATE","HOWARD","EMPLOYEE BENEFITS","9955.28"
"2019","101","SENATE","HOWARD","RENTALS AND LEASES","5400.00"
"2019","101","SENATE","HOWARD","SALARIES AND WAGES","32884.00"
"2019","101","SENATE","HOWARD","SUPPLIES AND MATERIALS","140.40"
"2019","101","SENATE","HOWARD","TRAVEL","510.64"
"2019","101","SENATE","HUTCHINSON","SUPPLIES AND MATERIALS","240.00"
"2019","101","SENATE","JACKSON","SUPPLIES AND MATERIALS","45.00"
"2019","101","SENATE","JEFFERSON","EMPLOYEE BENEFITS","5719.14"
"2019","101","SENATE","JEFFERSON","RENTALS AND LEASES","23347.50"
"2019","101","SENATE","JEFFERSON","SALARIES AND WAGES","18891.30"
"2019","101","SENATE","JOHNSON","EMPLOYEE BENEFITS","1227.56"
"2019","101","SENATE","JOHNSON","SALARIES AND WAGES","4054.84"
"2019","101","SENATE","JOHNSON","TRAVEL","34196.00"
"2019","101","SENATE","JONES","EMPLOYEE BENEFITS","5739.50"
"2019","101","SENATE","JONES","SALARIES AND WAGES","18958.56"
"2019","101","SENATE","KAUFMAN","COMMUNICATIONS AND UTILITIES","7288.80"
"2019","101","SENATE","KAUFMAN","RENTALS AND LEASES","23700.00"
"2019","101","SENATE","KENDALL","SUPPLIES AND MATERIALS","70.00"
"2019","101","SENATE","KERR","EMPLOYEE BENEFITS","13169.17"
"2019","101","SENATE","KERR","RENTALS AND LEASES","3000.00"
"2019","101","SENATE","KERR","SALARIES AND WAGES","43500.00"
"2019","101","SENATE","KERR","SUPPLIES AND MATERIALS","208.00"
"2019","101","SENATE","KERR","TRAVEL","226.50"
"2019","101","SENATE","KIMBLE","SUPPLIES AND MATERIALS","30.00"
"2019","101","SENATE","LAMAR","SUPPLIES AND MATERIALS","192.00"
"2019","101","SENATE","LAMPASAS","SUPPLIES AND MATERIALS","55.00"
"2019","101","SENATE","LAVACA","SUPPLIES AND MATERIALS","95.00"
"2019","101","SENATE","LEE","EMPLOYEE BENEFITS","1217.59"
"2019","101","SENATE","LEE","SALARIES AND WAGES","4021.90"
"2019","101","SENATE","LEE","SUPPLIES AND MATERIALS","103.00"
"2019","101","SENATE","LIBERTY","SUPPLIES AND MATERIALS","45.00"
"2019","101","SENATE","LIMESTONE","SUPPLIES AND MATERIALS","33.00"
"2019","101","SENATE","LUBBOCK","EMPLOYEE BENEFITS","23243.61"
"2019","101","SENATE","LUBBOCK","SALARIES AND WAGES","76777.61"
"2019","101","SENATE","LUBBOCK","TRAVEL","53062.58"
"2019","101","SENATE","MARION","SUPPLIES AND MATERIALS","30.00"
"2019","101","SENATE","MASON","SUPPLIES AND MATERIALS","52.00"
"2019","101","SENATE","MATAGORDA","SUPPLIES AND MATERIALS","136.00"
"2019","101","SENATE","MCCULLOCH","SUPPLIES AND MATERIALS","60.00"
"2019","101","SENATE","MCLENNAN","EMPLOYEE BENEFITS","16792.96"
"2019","101","SENATE","MCLENNAN","RENTALS AND LEASES","16722.58"
"2019","101","SENATE","MCLENNAN","SALARIES AND WAGES","55470.00"
"2019","101","SENATE","MCLENNAN","TRAVEL","1116.60"
"2019","101","SENATE","MIDLAND","EMPLOYEE BENEFITS","19348.08"
"2019","101","SENATE","MIDLAND","RENTALS AND LEASES","24811.68"
"2019","101","SENATE","MIDLAND","SALARIES AND WAGES","63910.00"
"2019","101","SENATE","MIDLAND","TRAVEL","701.46"
"2019","101","SENATE","MILAM","SUPPLIES AND MATERIALS","79.00"
"2019","101","SENATE","MILLS","SUPPLIES AND MATERIALS","34.00"
"2019","101","SENATE","MONTAGUE","SUPPLIES AND MATERIALS","52.50"
"2019","101","SENATE","MONTGOMERY","COMMUNICATIONS AND UTILITIES","625.00"
"2019","101","SENATE","MONTGOMERY","EMPLOYEE BENEFITS","36619.36"
"2019","101","SENATE","MONTGOMERY","RENTALS AND LEASES","52728.00"
"2019","101","SENATE","MONTGOMERY","SALARIES AND WAGES","120960.00"
"2019","101","SENATE","MONTGOMERY","SUPPLIES AND MATERIALS","161.06"
"2019","101","SENATE","MONTGOMERY","TRAVEL","47336.82"
"2019","101","SENATE","MORRIS","SUPPLIES AND MATERIALS","55.00"
"2019","101","SENATE","NACOGDOCHES","EMPLOYEE BENEFITS","1461.05"
"2019","101","SENATE","NACOGDOCHES","SALARIES AND WAGES","4826.09"
"2019","101","SENATE","NACOGDOCHES","SUPPLIES AND MATERIALS","208.00"
"2019","101","SENATE","NEWTON","SUPPLIES AND MATERIALS","29.00"
"2019","101","SENATE","NOLAN","SUPPLIES AND MATERIALS","140.40"
"2019","101","SENATE","NUECES","EMPLOYEE BENEFITS","13762.53"
"2019","101","SENATE","NUECES","RENTALS AND LEASES","28453.20"
"2019","101","SENATE","NUECES","SALARIES AND WAGES","45460.00"
"2019","101","SENATE","NUECES","SUPPLIES AND MATERIALS","44.00"
"2019","101","SENATE","OCHILTREE","SUPPLIES AND MATERIALS","55.00"
"2019","101","SENATE","ORANGE","EMPLOYEE BENEFITS","276.41"
"2019","101","SENATE","ORANGE","SALARIES AND WAGES","913.04"
"2019","101","SENATE","ORANGE","SUPPLIES AND MATERIALS","66.00"
"2019","101","SENATE","PARKER","EMPLOYEE BENEFITS","14621.11"
"2019","101","SENATE","PARKER","RENTALS AND LEASES","700.00"
"2019","101","SENATE","PARKER","SALARIES AND WAGES","48296.01"
"2019","101","SENATE","PARKER","SUPPLIES AND MATERIALS","131.88"
"2019","101","SENATE","PARKER","TRAVEL","3060.73"
"2019","101","SENATE","PARMER","SUPPLIES AND MATERIALS","35.00"
"2019","101","SENATE","PECOS","EMPLOYEE BENEFITS","4056.71"
"2019","101","SENATE","PECOS","SALARIES AND WAGES","13400.00"
"2019","101","SENATE","PECOS","SUPPLIES AND MATERIALS","60.00"
"2019","101","SENATE","POTTER","RENTALS AND LEASES","20460.00"
"2019","101","SENATE","POTTER","SUPPLIES AND MATERIALS","1354.87"
"2019","101","SENATE","PRESIDIO","RENTALS AND LEASES","5400.00"
"2019","101","SENATE","PRESIDIO","SUPPLIES AND MATERIALS","52.00"
"2019","101","SENATE","RANDALL","EMPLOYEE BENEFITS","29181.66"
"2019","101","SENATE","RANDALL","SALARIES AND WAGES","96392.00"
"2019","101","SENATE","RANDALL","TRAVEL","71674.44"
"2019","101","SENATE","RED RIVER","SUPPLIES AND MATERIALS","42.00"
"2019","101","SENATE","REEVES","EMPLOYEE BENEFITS","999.02"
"2019","101","SENATE","REEVES","SALARIES AND WAGES","3299.95"
"2019","101","SENATE","ROBERTSON","SUPPLIES AND MATERIALS","44.95"
"2019","101","SENATE","ROCKWALL","EMPLOYEE BENEFITS","52470.60"
"2019","101","SENATE","ROCKWALL","SALARIES AND WAGES","173319.36"
"2019","101","SENATE","ROCKWALL","TRAVEL","9548.01"
"2019","101","SENATE","RUSK","EMPLOYEE BENEFITS","24352.36"
"2019","101","SENATE","RUSK","SALARIES AND WAGES","80440.00"
"2019","101","SENATE","RUSK","TRAVEL","4104.75"
"2019","101","SENATE","SAN AUGUSTINE","EMPLOYEE BENEFITS","21918.33"
"2019","101","SENATE","WEBB","TRAVEL","59129.56"
"2019","101","SENATE","SAN AUGUSTINE","SALARIES AND WAGES","72400.00"
"2019","101","SENATE","SAN AUGUSTINE","SUPPLIES AND MATERIALS","30.00"
"2019","101","SENATE","SAN PATRICIO","EMPLOYEE BENEFITS","12355.40"
"2019","101","SENATE","SAN PATRICIO","SALARIES AND WAGES","40812.00"
"2019","101","SENATE","SAN PATRICIO","SUPPLIES AND MATERIALS","143.00"
"2019","101","SENATE","SMITH","EMPLOYEE BENEFITS","15380.27"
"2019","101","SENATE","SMITH","OTHER EXPENDITURES","264.00"
"2019","101","SENATE","SMITH","RENTALS AND LEASES","6000.00"
"2019","101","SENATE","SMITH","REPAIRS AND MAINTENANCE","150.00"
"2019","101","SENATE","SMITH","SALARIES AND WAGES","50803.64"
"2019","101","SENATE","SMITH","SUPPLIES AND MATERIALS","300.21"
"2019","101","SENATE","SMITH","TRAVEL","4324.70"
"2019","101","SENATE","STARR","SUPPLIES AND MATERIALS","107.59"
"2019","101","SENATE","SUTTON","SUPPLIES AND MATERIALS","39.95"
"2019","101","SENATE","TARRANT","COMMUNICATIONS AND UTILITIES","3212.90"
"2019","101","SENATE","TARRANT","EMPLOYEE BENEFITS","80103.03"
"2019","101","SENATE","TARRANT","OTHER EXPENDITURES","11725.00"
"2019","101","SENATE","TARRANT","PRINTING AND REPRODUCTION","220.00"
"2019","101","SENATE","TARRANT","RENTALS AND LEASES","124946.54"
"2019","101","SENATE","TARRANT","SALARIES AND WAGES","264593.98"
"2019","101","SENATE","TARRANT","TRAVEL","19309.10"
"2019","101","SENATE","TAYLOR","EMPLOYEE BENEFITS","3632.87"
"2019","101","SENATE","TAYLOR","RENTALS AND LEASES","3540.00"
"2019","101","SENATE","TAYLOR","SALARIES AND WAGES","12000.00"
"2019","101","SENATE","TAYLOR","SUPPLIES AND MATERIALS","79.00"
"2019","101","SENATE","TITUS","SUPPLIES AND MATERIALS","60.00"
"2019","101","SENATE","TOM GREEN","EMPLOYEE BENEFITS","13244.85"
"2019","101","SENATE","TOM GREEN","RENTALS AND LEASES","10587.09"
"2019","101","SENATE","TOM GREEN","SALARIES AND WAGES","43750.00"
"2019","101","SENATE","TOM GREEN","TRAVEL","1174.40"
"2019","101","SENATE","TRAVIS","COMMUNICATIONS AND UTILITIES","678.75"
"2019","101","SENATE","TRAVIS","EMPLOYEE BENEFITS","6035095.54"
"2019","101","SENATE","TRAVIS","OTHER EXPENDITURES","31696.48"
"2019","101","SENATE","TRAVIS","PRINTING AND REPRODUCTION","42694.47"
"2019","101","SENATE","TRAVIS","PROFESSIONAL SERVICE AND FEES","5835.00"
"2019","101","SENATE","TRAVIS","RENTALS AND LEASES","11411.61"
"2019","101","SENATE","TRAVIS","REPAIRS AND MAINTENANCE","11155.71"
"2019","101","SENATE","TRAVIS","SALARIES AND WAGES","19934950.37"
"2019","101","SENATE","TRAVIS","SUPPLIES AND MATERIALS","909197.87"
"2019","101","SENATE","TRAVIS","TRAVEL","159170.75"
"2019","101","SENATE","UPSHUR","SUPPLIES AND MATERIALS","60.00"
"2019","101","SENATE","UVALDE","SUPPLIES AND MATERIALS","59.00"
"2019","101","SENATE","VAL VERDE","EMPLOYEE BENEFITS","10959.52"
"2019","101","SENATE","VAL VERDE","RENTALS AND LEASES","1411.29"
"2019","101","SENATE","VAL VERDE","SALARIES AND WAGES","36201.15"
"2019","101","SENATE","VAL VERDE","SUPPLIES AND MATERIALS","550.00"
"2019","101","SENATE","VAL VERDE","TRAVEL","1984.20"
"2019","101","SENATE","VAN ZANDT","EMPLOYEE BENEFITS","2179.72"
"2019","101","SENATE","VAN ZANDT","RENTALS AND LEASES","17883.87"
"2019","101","SENATE","VAN ZANDT","SALARIES AND WAGES","7200.00"
"2019","101","SENATE","VAN ZANDT","TRAVEL","36053.31"
"2019","101","SENATE","VICTORIA","EMPLOYEE BENEFITS","9794.70"
"2019","101","SENATE","VICTORIA","OTHER EXPENDITURES","14.34"
"2019","101","SENATE","VICTORIA","RENTALS AND LEASES","5762.54"
"2019","101","SENATE","VICTORIA","REPAIRS AND MAINTENANCE","70.36"
"2019","101","SENATE","VICTORIA","SALARIES AND WAGES","32353.56"
"2019","101","SENATE","VICTORIA","SUPPLIES AND MATERIALS","351.68"
"2019","101","SENATE","VICTORIA","TRAVEL","2077.07"
"2019","101","SENATE","WALKER","EMPLOYEE BENEFITS","11362.82"
"2019","101","SENATE","WALKER","OTHER EXPENDITURES","-408.00"
"2019","101","SENATE","WALKER","SALARIES AND WAGES","37533.33"
"2019","101","SENATE","WALKER","TRAVEL","2810.10"
"2019","101","SENATE","WARD","SUPPLIES AND MATERIALS","60.00"
"2019","101","SENATE","WASHINGTON","EMPLOYEE BENEFITS","91036.77"
"2019","101","SENATE","WASHINGTON","REPAIRS AND MAINTENANCE","45.00"
"2019","101","SENATE","WASHINGTON","SALARIES AND WAGES","300710.00"
"2019","101","SENATE","WASHINGTON","SUPPLIES AND MATERIALS","200.00"
"2019","101","SENATE","WASHINGTON","TRAVEL","42406.50"
"2019","101","SENATE","WEBB","EMPLOYEE BENEFITS","26761.16"
"2019","101","SENATE","WEBB","RENTALS AND LEASES","9600.00"
"2019","101","SENATE","WEBB","SALARIES AND WAGES","88396.67"
"2019","101","SENATE","WHARTON","SUPPLIES AND MATERIALS","161.00"
"2019","101","SENATE","WICHITA","EMPLOYEE BENEFITS","15648.52"
"2019","101","SENATE","WICHITA","RENTALS AND LEASES","12355.08"
"2019","101","SENATE","WICHITA","SALARIES AND WAGES","51689.73"
"2019","101","SENATE","WICHITA","TRAVEL","1554.00"
"2019","101","SENATE","WILLACY","EMPLOYEE BENEFITS","10847.15"
"2019","101","SENATE","WILLACY","SALARIES AND WAGES","35830.00"
"2019","101","SENATE","WILLIAMSON","EMPLOYEE BENEFITS","615568.32"
"2019","101","SENATE","WILLIAMSON","OTHER EXPENDITURES","1806.35"
"2019","101","SENATE","WILLIAMSON","PRINTING AND REPRODUCTION","73964.22"
"2019","101","SENATE","WILLIAMSON","RENTALS AND LEASES","11250.00"
"2019","101","SENATE","WILLIAMSON","SALARIES AND WAGES","2033327.19"
"2019","101","SENATE","WILLIAMSON","SUPPLIES AND MATERIALS","116525.72"
"2019","101","SENATE","WILLIAMSON","TRAVEL","46944.76"
"2019","101","SENATE","WILSON","SUPPLIES AND MATERIALS","60.00"
"2019","101","SENATE","WISE","SUPPLIES AND MATERIALS","43.00"
"2019","101","SENATE","WOOD","EMPLOYEE BENEFITS","12110.29"
"2019","101","SENATE","WOOD","SALARIES AND WAGES","40002.37"
"2019","101","SENATE","WOOD","SUPPLIES AND MATERIALS","34.00"
"2019","101","SENATE","WOOD","TRAVEL","59229.87"
"2019","101","SENATE","YOUNG","SUPPLIES AND MATERIALS","59.00"
"2019","101","SENATE","ZAPATA","SUPPLIES AND MATERIALS","47.00"
"2019","102","HOUSE OF REPRESENTATIVES",,"CAPITAL OUTLAY","113331.37"
