"fiscal_year","county","region","program","race_ethnicity","gender","employees_active_on_august_31"
"2021","Bexar","8-San Antonio","Child Protective Services","Other","Male","2"
"2021","Bowie","4-Tyler","Statewide Intake","African American","Female","9"
"2021","Bowie","4-Tyler","Statewide Intake","Anglo","Female","11"
"2021","Bowie","4-Tyler","Statewide Intake","Anglo","Male","1"
"2021","Bowie","4-Tyler","Adult Protective Services In-home","African American","Female","3"
"2021","Bowie","4-Tyler","Child Protective Investigations","African American","Female","9"
"2021","Bowie","4-Tyler","Child Protective Investigations","Anglo","Female","6"
"2021","Bowie","4-Tyler","Child Protective Investigations","Hispanic","Female","1"
"2021","Bowie","4-Tyler","Child Protective Investigations","African American","Male","1"
"2021","Bowie","4-Tyler","Child Protective Services","African American","Female","9"
"2021","Bowie","4-Tyler","Child Protective Services","Anglo","Female","4"
"2021","Bowie","4-Tyler","Child Protective Services","Anglo","Male","1"
"2021","Brazoria","6-Houston","Adult Protective Services In-home","African American","Female","4"
"2021","Brazoria","6-Houston","Adult Protective Services In-home","Anglo","Female","2"
"2021","Brazoria","6-Houston","Adult Protective Services In-home","Anglo","Male","1"
"2021","Brazoria","6-Houston","Child Protective Investigations","African American","Female","19"
"2021","Brazoria","6-Houston","Child Protective Investigations","Anglo","Female","8"
"2021","Brazoria","6-Houston","Child Protective Investigations","Hispanic","Female","12"
"2021","Brazoria","6-Houston","Child Protective Investigations","African American","Male","1"
"2021","Brazoria","6-Houston","Child Protective Investigations","Anglo","Male","7"
"2021","Brazoria","6-Houston","Child Protective Investigations","Hispanic","Male","4"
"2021","Brazoria","6-Houston","Child Protective Services","African American","Female","36"
"2021","Brazoria","6-Houston","Child Protective Services","Anglo","Female","13"
"2021","Brazoria","6-Houston","Child Protective Services","Asian","Female","1"
"2021","Brazoria","6-Houston","Child Protective Services","Hispanic","Female","17"
"2021","Brazoria","6-Houston","Child Protective Services","African American","Male","1"
"2021","Brazoria","6-Houston","Child Protective Services","Hispanic","Male","1"
"2021","Brazos","7-Austin","Adult Protective Services In-home","African American","Female","2"
"2021","Brazos","7-Austin","Adult Protective Services In-home","Anglo","Female","3"
"2021","Brazos","7-Austin","Adult Protective Services In-home","African American","Male","1"
"2021","Brazos","7-Austin","Child Protective Investigations","African American","Female","12"
"2021","Brazos","7-Austin","Child Protective Investigations","Anglo","Female","10"
"2021","Brazos","7-Austin","Child Protective Investigations","Hispanic","Female","5"
"2021","Brazos","7-Austin","Child Protective Investigations","Other","Female","1"
"2021","Brazos","7-Austin","Child Protective Investigations","African American","Male","1"
"2021","Brazos","7-Austin","Child Protective Investigations","Anglo","Male","3"
"2021","Brazos","7-Austin","Residential Child Care Investigations","Hispanic","Female","1"
"2021","Brazos","7-Austin","Child Protective Services","African American","Female","7"
"2021","Brazos","7-Austin","Child Protective Services","Anglo","Female","17"
"2021","Brazos","7-Austin","Child Protective Services","Hispanic","Female","7"
"2021","Brazos","7-Austin","Child Protective Services","Other","Female","1"
"2021","Brazos","7-Austin","Child Protective Services","Anglo","Male","5"
"2021","Brazos","7-Austin","Child Protective Services","Hispanic","Male","2"
"2021","Brewster","10-El Paso","Adult Protective Services In-home","Hispanic","Female","1"
"2021","Brewster","10-El Paso","Child Protective Investigations","Hispanic","Female","1"
"2021","Brewster","10-El Paso","Child Protective Services","Hispanic","Female","1"
"2021","Brewster","10-El Paso","Child Protective Services","Hispanic","Male","1"
"2021","Brown","2-Abilene","Statewide Intake","Anglo","Female","1"
"2021","Brown","2-Abilene","Adult Protective Services In-home","Anglo","Female","2"
"2021","Brown","2-Abilene","Adult Protective Services In-home","Anglo","Male","1"
"2021","Brown","2-Abilene","Child Protective Investigations","Anglo","Female","6"
"2021","Brown","2-Abilene","Child Protective Investigations","Anglo","Male","1"
"2021","Brown","2-Abilene","Child Protective Investigations","Hispanic","Male","1"
"2021","Brown","2-Abilene","Child Protective Services","African American","Female","2"
"2021","Brown","2-Abilene","Child Protective Services","Anglo","Female","7"
"2021","Brown","2-Abilene","Child Protective Services","Hispanic","Female","1"
"2021","Burnet","7-Austin","Child Protective Investigations","Anglo","Female","8"
"2021","Burnet","7-Austin","Child Protective Investigations","Hispanic","Female","2"
"2021","Burnet","7-Austin","Child Protective Investigations","Anglo","Male","1"
"2021","Burnet","7-Austin","Child Protective Investigations","Hispanic","Male","1"
"2021","Burnet","7-Austin","Child Protective Investigations","Other","Male","1"
"2021","Burnet","7-Austin","Child Protective Services","African American","Female","1"
"2021","Burnet","7-Austin","Child Protective Services","Anglo","Female","16"
"2021","Burnet","7-Austin","Child Protective Services","Hispanic","Female","1"
"2021","Burnet","7-Austin","Child Protective Services","Other","Female","1"
"2021","Burnet","7-Austin","Child Protective Services","African American","Male","1"
"2021","Burnet","7-Austin","Child Protective Services","Anglo","Male","2"
"2021","Burnet","7-Austin","Child Protective Services","Hispanic","Male","2"
"2021","Caldwell","7-Austin","Adult Protective Services In-home","Anglo","Female","1"
"2021","Caldwell","7-Austin","Child Protective Investigations","African American","Female","2"
"2021","Caldwell","7-Austin","Child Protective Investigations","Anglo","Female","2"
"2021","Caldwell","7-Austin","Child Protective Investigations","Hispanic","Female","2"
"2021","Caldwell","7-Austin","Child Protective Investigations","Hispanic","Male","3"
"2021","Caldwell","7-Austin","Child Protective Services","Anglo","Female","7"
"2021","Caldwell","7-Austin","Child Protective Services","Hispanic","Female","5"
"2021","Caldwell","7-Austin","Child Protective Services","Hispanic","Male","1"
"2021","Calhoun","8-San Antonio","Child Protective Investigations","Hispanic","Female","2"
"2021","Cameron","11-Edinburg","Statewide Intake","Hispanic","Male","1"
"2021","Cameron","11-Edinburg","Adult Protective Services In-home","Anglo","Female","1"
"2021","Cameron","11-Edinburg","Adult Protective Services In-home","Hispanic","Female","9"
"2021","Cameron","11-Edinburg","Adult Protective Services In-home","Hispanic","Male","2"
"2021","Cameron","11-Edinburg","Child Protective Investigations","Hispanic","Female","43"
"2021","Cameron","11-Edinburg","Child Protective Investigations","Anglo","Male","1"
"2021","Cameron","11-Edinburg","Child Protective Investigations","Asian","Male","1"
"2021","Cameron","11-Edinburg","Child Protective Investigations","Hispanic","Male","12"
"2021","Cameron","11-Edinburg","Child Protective Services","Anglo","Female","1"
"2021","Cameron","11-Edinburg","Child Protective Services","Hispanic","Female","68"
"2021","Cameron","11-Edinburg","Child Protective Services","Hispanic","Male","21"
"2021","Cass","4-Tyler","Child Protective Investigations","African American","Female","1"
"2021","Cass","4-Tyler","Child Protective Investigations","Anglo","Female","2"
"2021","Cass","4-Tyler","Child Protective Services","African American","Female","1"
"2021","Cass","4-Tyler","Child Protective Services","Anglo","Female","8"
"2021","Cherokee","4-Tyler","Adult Protective Services In-home","Anglo","Female","2"
"2021","Cherokee","4-Tyler","Adult Protective Services In-home","Hispanic","Female","1"
"2021","Cherokee","4-Tyler","Adult Protective Services In-home","African American","Male","1"
"2021","Cherokee","4-Tyler","Child Protective Investigations","Anglo","Female","7"
"2021","Cherokee","4-Tyler","Child Protective Investigations","Other","Female","1"
"2021","Cherokee","4-Tyler","Child Protective Investigations","African American","Male","1"
"2021","Cherokee","4-Tyler","Child Protective Investigations","Anglo","Male","2"
"2021","Cherokee","4-Tyler","Child Protective Services","African American","Female","5"
"2021","Cherokee","4-Tyler","Child Protective Services","Anglo","Female","11"
"2021","Cherokee","4-Tyler","Child Protective Services","Asian","Female","1"
"2021","Cherokee","4-Tyler","Child Protective Services","Hispanic","Female","2"
"2021","Cherokee","4-Tyler","Child Protective Services","Other","Female","1"
"2021","Cherokee","4-Tyler","Child Protective Services","Anglo","Male","1"
"2021","Childress","1-Lubbock","Adult Protective Services In-home","Anglo","Female","1"
"2021","Childress","1-Lubbock","Child Protective Investigations","Anglo","Female","6"
"2021","Childress","1-Lubbock","Child Protective Investigations","Hispanic","Female","1"
"2021","Childress","1-Lubbock","Child Protective Investigations","Anglo","Male","1"
"2021","Childress","1-Lubbock","Child Protective Services","Anglo","Female","3"
"2021","Childress","1-Lubbock","Child Protective Services","Hispanic","Female","1"
"2021","Collin","3-Arlington","Statewide Intake","Anglo","Female","2"
"2021","Collin","3-Arlington","Statewide Intake","Anglo","Male","1"
"2021","Collin","3-Arlington","Adult Protective Services In-home","African American","Female","6"
"2021","Collin","3-Arlington","Adult Protective Services In-home","Anglo","Female","3"
"2021","Collin","3-Arlington","Child Protective Investigations","African American","Female","22"
"2021","Collin","3-Arlington","Child Protective Investigations","Anglo","Female","30"
"2021","Collin","3-Arlington","Child Protective Investigations","Hispanic","Female","9"
"2021","Collin","3-Arlington","Child Protective Investigations","Native American","Female","1"
"2021","Collin","3-Arlington","Child Protective Investigations","African American","Male","5"
"2021","Collin","3-Arlington","Child Protective Investigations","Anglo","Male","12"
"2021","Collin","3-Arlington","Child Protective Investigations","Hispanic","Male","1"
"2021","Collin","3-Arlington","Child Protective Services","African American","Female","23"
"2021","Collin","3-Arlington","Child Protective Services","Anglo","Female","31"
"2021","Collin","3-Arlington","Child Protective Services","Hispanic","Female","14"
"2021","Collin","3-Arlington","Child Protective Services","Other","Female","2"
"2021","Collin","3-Arlington","Child Protective Services","African American","Male","2"
"2021","Collin","3-Arlington","Child Protective Services","Anglo","Male","1"
"2021","Collin","3-Arlington","Child Protective Services","Asian","Male","1"
"2021","Collin","3-Arlington","Child Protective Services","Hispanic","Male","1"
"2021","Colorado","6-Houston","Child Protective Investigations","Anglo","Female","1"
"2021","Colorado","6-Houston","Child Protective Services","Hispanic","Female","1"
"2021","Comal","8-San Antonio","Adult Protective Services In-home","Anglo","Female","3"
"2021","Comal","8-San Antonio","Adult Protective Services In-home","Hispanic","Female","3"
"2021","Comal","8-San Antonio","Child Protective Investigations","Anglo","Female","7"
"2021","Comal","8-San Antonio","Child Protective Investigations","Hispanic","Female","6"
"2021","Comal","8-San Antonio","Child Protective Investigations","Anglo","Male","1"
"2021","Comal","8-San Antonio","Child Protective Investigations","Hispanic","Male","4"
"2021","Comal","8-San Antonio","Child Protective Services","African American","Female","3"
"2021","Comal","8-San Antonio","Child Protective Services","Anglo","Female","18"
"2021","Comal","8-San Antonio","Child Protective Services","Hispanic","Female","10"
"2021","Comal","8-San Antonio","Child Protective Services","African American","Male","1"
"2021","Comal","8-San Antonio","Child Protective Services","Hispanic","Male","3"
"2021","Cooke","3-Arlington","Adult Protective Services In-home","Anglo","Female","1"
"2021","Cooke","3-Arlington","Child Protective Investigations","African American","Female","2"
"2021","Cooke","3-Arlington","Child Protective Investigations","Anglo","Female","4"
"2021","Cooke","3-Arlington","Child Protective Investigations","Hispanic","Female","1"
"2021","Cooke","3-Arlington","Child Protective Investigations","Anglo","Male","1"
"2021","Cooke","3-Arlington","Child Protective Services","African American","Female","3"
"2021","Cooke","3-Arlington","Child Protective Services","Anglo","Female","10"
"2021","Cooke","3-Arlington","Child Protective Services","Hispanic","Female","3"
"2021","Cooke","3-Arlington","Child Protective Services","Anglo","Male","1"
"2021","Coryell","7-Austin","Adult Protective Services In-home","Anglo","Female","2"
"2021","Coryell","7-Austin","Adult Protective Services In-home","Hispanic","Female","1"
"2021","Coryell","7-Austin","Adult Protective Services In-home","Anglo","Male","1"
"2021","Coryell","7-Austin","Child Protective Investigations","African American","Female","2"
"2021","Coryell","7-Austin","Child Protective Investigations","Anglo","Female","13"
"2021","Coryell","7-Austin","Child Protective Investigations","Asian","Female","1"
"2021","Coryell","7-Austin","Child Protective Investigations","Hispanic","Female","1"
"2021","Coryell","7-Austin","Child Protective Investigations","African American","Male","1"
"2021","Coryell","7-Austin","Child Protective Investigations","Anglo","Male","1"
"2021","Coryell","7-Austin","Child Protective Services","African American","Female","3"
"2021","Coryell","7-Austin","Child Protective Services","Anglo","Female","15"
"2021","Coryell","7-Austin","Child Protective Services","Asian","Female","1"
"2021","Coryell","7-Austin","Child Protective Services","Hispanic","Female","6"
"2021","Coryell","7-Austin","Child Protective Services","Other","Female","1"
"2021","Coryell","7-Austin","Child Protective Services","Hispanic","Male","1"
"2021","Dallas","3-Arlington","Statewide Intake","African American","Female","2"
"2021","Dallas","3-Arlington","Adult Protective Services In-home","African American","Female","28"
"2021","Dallas","3-Arlington","Adult Protective Services In-home","Anglo","Female","4"
"2021","Dallas","3-Arlington","Adult Protective Services In-home","Hispanic","Female","3"
"2021","Dallas","3-Arlington","Adult Protective Services In-home","Other","Female","1"
"2021","Dallas","3-Arlington","Adult Protective Services In-home","African American","Male","5"
"2021","Dallas","3-Arlington","Adult Protective Services In-home","Anglo","Male","1"
"2021","Dallas","3-Arlington","Adult Protective Services In-home","Hispanic","Male","1"
"2021","Dallas","3-Arlington","Adult Protective Services In-home","Other","Male","1"
"2021","Dallas","3-Arlington","Child Protective Investigations","African American","Female","180"
"2021","Dallas","3-Arlington","Child Protective Investigations","Anglo","Female","42"
"2021","Dallas","3-Arlington","Child Protective Investigations","Asian","Female","1"
"2021","Dallas","3-Arlington","Child Protective Investigations","Hispanic","Female","52"
"2021","Dallas","3-Arlington","Child Protective Investigations","Other","Female","11"
"2021","Dallas","3-Arlington","Child Protective Investigations","African American","Male","27"
"2021","Dallas","3-Arlington","Child Protective Investigations","Anglo","Male","12"
"2021","Dallas","3-Arlington","Child Protective Investigations","Asian","Male","1"
"2021","Dallas","3-Arlington","Child Protective Investigations","Hispanic","Male","23"
"2021","Dallas","3-Arlington","Child Protective Investigations","Native American","Male","1"
"2021","Dallas","3-Arlington","Child Care Investigations","Anglo","Female","1"
"2021","Dallas","3-Arlington","Day Care Investigations","African American","Female","2"
"2021","Dallas","3-Arlington","Day Care Investigations","Hispanic","Female","1"
"2021","Dallas","3-Arlington","Day Care Investigations","African American","Male","1"
"2021","Dallas","3-Arlington","Residential Child Care Investigations","African American","Female","9"
"2021","Dallas","3-Arlington","Residential Child Care Investigations","Anglo","Female","2"
"2021","Dallas","3-Arlington","Residential Child Care Investigations","Hispanic","Female","2"
"2021","Dallas","3-Arlington","Residential Child Care Investigations","African American","Male","2"
"2021","Dallas","3-Arlington","Residential Child Care Investigations","Anglo","Male","1"
"2021","Dallas","3-Arlington","Child Protective Services","African American","Female","303"
"2021","Dallas","3-Arlington","Child Protective Services","Anglo","Female","72"
"2021","Dallas","3-Arlington","Child Protective Services","Asian","Female","1"
"2021","Dallas","3-Arlington","Child Protective Services","Hispanic","Female","89"
"2021","Dallas","3-Arlington","Child Protective Services","Native American","Female","1"
"2021","Dallas","3-Arlington","Child Protective Services","African American","Male","23"
"2021","Dallas","3-Arlington","Child Protective Services","Anglo","Male","6"
"2021","Dallas","3-Arlington","Child Protective Services","Asian","Male","1"
"2021","Dallas","3-Arlington","Child Protective Services","Hispanic","Male","11"
"2021","Dallas","3-Arlington","Child Protective Services","Other","Male","1"
"2021","Dawson","9-Midland","Adult Protective Services In-home","Hispanic","Female","1"
"2021","Dawson","9-Midland","Child Protective Investigations","Anglo","Male","1"
"2021","Dawson","9-Midland","Child Protective Services","Anglo","Female","1"
"2021","Deaf Smith","1-Lubbock","Child Protective Investigations","Hispanic","Female","3"
"2021","Deaf Smith","1-Lubbock","Child Protective Services","Anglo","Female","3"
"2021","Deaf Smith","1-Lubbock","Child Protective Services","Hispanic","Female","1"
"2021","Deaf Smith","1-Lubbock","Child Protective Services","Native American","Female","1"
"2021","Deaf Smith","1-Lubbock","Child Protective Services","Hispanic","Male","1"
"2021","Denton","3-Arlington","Statewide Intake","African American","Female","4"
"2021","Denton","3-Arlington","Statewide Intake","Anglo","Female","1"
"2021","Denton","3-Arlington","Adult Protective Services In-home","African American","Female","6"
"2021","Denton","3-Arlington","Adult Protective Services In-home","Anglo","Female","2"
"2021","Denton","3-Arlington","Adult Protective Services In-home","Asian","Female","2"
"2021","Denton","3-Arlington","Adult Protective Services In-home","Other","Female","1"
"2021","Denton","3-Arlington","Adult Protective Services In-home","Other","Male","1"
"2021","Denton","3-Arlington","Child Protective Investigations","African American","Female","24"
"2021","Denton","3-Arlington","Child Protective Investigations","Anglo","Female","25"
"2021","Denton","3-Arlington","Child Protective Investigations","Asian","Female","1"
"2021","Denton","3-Arlington","Child Protective Investigations","Hispanic","Female","7"
"2021","Denton","3-Arlington","Child Protective Investigations","Other","Female","1"
"2021","Denton","3-Arlington","Child Protective Investigations","African American","Male","3"
"2021","Denton","3-Arlington","Child Protective Investigations","Anglo","Male","9"
"2021","Denton","3-Arlington","Child Protective Investigations","Hispanic","Male","4"
"2021","Denton","3-Arlington","Child Protective Services","African American","Female","31"
"2021","Denton","3-Arlington","Child Protective Services","Anglo","Female","56"
"2021","Denton","3-Arlington","Child Protective Services","Hispanic","Female","20"
"2021","Denton","3-Arlington","Child Protective Services","Native American","Female","1"
"2021","Denton","3-Arlington","Child Protective Services","Other","Female","3"
"2021","Denton","3-Arlington","Child Protective Services","African American","Male","6"
"2021","Denton","3-Arlington","Child Protective Services","Anglo","Male","4"
"2021","Denton","3-Arlington","Child Protective Services","Hispanic","Male","5"
"2021","Denton","3-Arlington","Child Protective Services","Other","Male","1"
"2021","DeWitt","8-San Antonio","Adult Protective Services In-home","Anglo","Male","1"
"2021","DeWitt","8-San Antonio","Child Protective Investigations","Anglo","Female","4"
"2021","DeWitt","8-San Antonio","Child Protective Investigations","Hispanic","Female","1"
"2021","DeWitt","8-San Antonio","Child Protective Investigations","Anglo","Male","1"
"2021","DeWitt","8-San Antonio","Child Protective Services","Anglo","Female","4"
"2021","Eastland","2-Abilene","Adult Protective Services In-home","Anglo","Female","2"
"2021","Eastland","2-Abilene","Child Protective Investigations","Anglo","Female","6"
"2021","Eastland","2-Abilene","Child Protective Investigations","Anglo","Male","1"
"2021","Eastland","2-Abilene","Child Protective Services","Anglo","Female","2"
"2021","Ector","9-Midland","Adult Protective Services In-home","Anglo","Female","2"
"2021","Ector","9-Midland","Adult Protective Services In-home","African American","Male","1"
"2021","Ector","9-Midland","Child Protective Investigations","African American","Female","2"
"2021","Ector","9-Midland","Child Protective Investigations","Anglo","Female","4"
"2021","Ector","9-Midland","Child Protective Investigations","Hispanic","Female","10"
