"fiscal_year","region","race_ethnicity","gender","eligible_for_pal_services","served","served_in_fiscal_year"
"2021","6-Houston","Anglo","Male","32","Not Served","Not Served In Current Fiscal Year"
"2021","6-Houston","Anglo","Male","38","Served","Not Served In Current Fiscal Year"
"2021","6-Houston","Anglo","Male","172","Served","Served In Current Fiscal Year"
"2021","6-Houston","Asian","Male","4","Served","Not Served In Current Fiscal Year"
"2021","6-Houston","Asian","Male","4","Served","Served In Current Fiscal Year"
"2021","6-Houston","Hispanic","Male","23","Not Served","Not Served In Current Fiscal Year"
"2021","6-Houston","Hispanic","Male","50","Served","Not Served In Current Fiscal Year"
"2021","6-Houston","Hispanic","Male","164","Served","Served In Current Fiscal Year"
"2021","6-Houston","Native American","Male","1","Served","Served In Current Fiscal Year"
"2021","6-Houston","Other","Male","7","Not Served","Not Served In Current Fiscal Year"
"2021","6-Houston","Other","Male","9","Served","Not Served In Current Fiscal Year"
"2021","6-Houston","Other","Male","33","Served","Served In Current Fiscal Year"
"2021","7-Austin","African American","Female","19","Not Served","Not Served In Current Fiscal Year"
"2021","7-Austin","African American","Female","30","Served","Not Served In Current Fiscal Year"
"2021","7-Austin","African American","Female","182","Served","Served In Current Fiscal Year"
"2021","7-Austin","Anglo","Female","38","Not Served","Not Served In Current Fiscal Year"
"2021","7-Austin","Anglo","Female","69","Served","Not Served In Current Fiscal Year"
"2021","7-Austin","Anglo","Female","206","Served","Served In Current Fiscal Year"
"2021","7-Austin","Asian","Female","1","Served","Not Served In Current Fiscal Year"
"2021","7-Austin","Asian","Female","4","Served","Served In Current Fiscal Year"
"2021","7-Austin","Hispanic","Female","50","Not Served","Not Served In Current Fiscal Year"
"2021","7-Austin","Hispanic","Female","55","Served","Not Served In Current Fiscal Year"
"2021","7-Austin","Hispanic","Female","247","Served","Served In Current Fiscal Year"
"2021","7-Austin","Native American","Female","1","Not Served","Not Served In Current Fiscal Year"
"2021","7-Austin","Other","Female","3","Not Served","Not Served In Current Fiscal Year"
"2021","7-Austin","Other","Female","13","Served","Not Served In Current Fiscal Year"
"2021","7-Austin","Other","Female","47","Served","Served In Current Fiscal Year"
"2021","7-Austin","African American","Male","26","Not Served","Not Served In Current Fiscal Year"
"2021","7-Austin","African American","Male","37","Served","Not Served In Current Fiscal Year"
"2021","7-Austin","African American","Male","133","Served","Served In Current Fiscal Year"
"2021","7-Austin","Anglo","Male","44","Not Served","Not Served In Current Fiscal Year"
"2021","7-Austin","Anglo","Male","60","Served","Not Served In Current Fiscal Year"
"2021","7-Austin","Anglo","Male","186","Served","Served In Current Fiscal Year"
"2021","7-Austin","Asian","Male","1","Not Served","Not Served In Current Fiscal Year"
"2021","7-Austin","Asian","Male","1","Served","Not Served In Current Fiscal Year"
"2021","7-Austin","Asian","Male","4","Served","Served In Current Fiscal Year"
"2021","7-Austin","Hispanic","Male","37","Not Served","Not Served In Current Fiscal Year"
"2021","7-Austin","Hispanic","Male","59","Served","Not Served In Current Fiscal Year"
"2021","7-Austin","Hispanic","Male","166","Served","Served In Current Fiscal Year"
"2021","7-Austin","Native American","Male","2","Served","Served In Current Fiscal Year"
"2021","7-Austin","Other","Male","11","Not Served","Not Served In Current Fiscal Year"
"2021","7-Austin","Other","Male","10","Served","Not Served In Current Fiscal Year"
"2021","7-Austin","Other","Male","33","Served","Served In Current Fiscal Year"
"2021","7-Austin","Anglo","Unknown","1","Served","Not Served In Current Fiscal Year"
"2021","8-San Antonio","African American","Female","12","Not Served","Not Served In Current Fiscal Year"
"2021","8-San Antonio","African American","Female","5","Served","Not Served In Current Fiscal Year"
"2021","8-San Antonio","African American","Female","106","Served","Served In Current Fiscal Year"
"2021","8-San Antonio","Anglo","Female","25","Not Served","Not Served In Current Fiscal Year"
"2021","8-San Antonio","Anglo","Female","16","Served","Not Served In Current Fiscal Year"
"2021","8-San Antonio","Anglo","Female","159","Served","Served In Current Fiscal Year"
"2021","8-San Antonio","Asian","Female","2","Not Served","Not Served In Current Fiscal Year"
"2021","8-San Antonio","Asian","Female","3","Served","Served In Current Fiscal Year"
"2021","8-San Antonio","Hispanic","Female","96","Not Served","Not Served In Current Fiscal Year"
"2021","8-San Antonio","Hispanic","Female","50","Served","Not Served In Current Fiscal Year"
"2021","8-San Antonio","Hispanic","Female","586","Served","Served In Current Fiscal Year"
"2021","8-San Antonio","Native American","Female","1","Served","Served In Current Fiscal Year"
"2021","8-San Antonio","Other","Female","4","Not Served","Not Served In Current Fiscal Year"
"2021","8-San Antonio","Other","Female","5","Served","Not Served In Current Fiscal Year"
"2021","8-San Antonio","Other","Female","27","Served","Served In Current Fiscal Year"
"2021","8-San Antonio","African American","Male","11","Not Served","Not Served In Current Fiscal Year"
"2021","8-San Antonio","African American","Male","10","Served","Not Served In Current Fiscal Year"
"2021","8-San Antonio","African American","Male","66","Served","Served In Current Fiscal Year"
"2021","8-San Antonio","Anglo","Male","19","Not Served","Not Served In Current Fiscal Year"
"2021","8-San Antonio","Anglo","Male","24","Served","Not Served In Current Fiscal Year"
"2021","8-San Antonio","Anglo","Male","130","Served","Served In Current Fiscal Year"
"2021","8-San Antonio","Asian","Male","1","Not Served","Not Served In Current Fiscal Year"
"2021","8-San Antonio","Asian","Male","1","Served","Served In Current Fiscal Year"
"2021","8-San Antonio","Hispanic","Male","81","Not Served","Not Served In Current Fiscal Year"
"2021","8-San Antonio","Hispanic","Male","58","Served","Not Served In Current Fiscal Year"
"2021","8-San Antonio","Hispanic","Male","416","Served","Served In Current Fiscal Year"
"2021","8-San Antonio","Native American","Male","1","Served","Served In Current Fiscal Year"
"2021","8-San Antonio","Other","Male","2","Not Served","Not Served In Current Fiscal Year"
"2021","8-San Antonio","Other","Male","2","Served","Not Served In Current Fiscal Year"
"2021","8-San Antonio","Other","Male","20","Served","Served In Current Fiscal Year"
"2021","8-San Antonio","Anglo","Unknown","1","Served","Served In Current Fiscal Year"
"2021","8-San Antonio","Hispanic","Unknown","1","Served","Served In Current Fiscal Year"
"2021","9-Midland","African American","Female","3","Not Served","Not Served In Current Fiscal Year"
"2021","9-Midland","African American","Female","2","Served","Not Served In Current Fiscal Year"
"2021","9-Midland","African American","Female","11","Served","Served In Current Fiscal Year"
"2021","9-Midland","Anglo","Female","3","Not Served","Not Served In Current Fiscal Year"
"2021","9-Midland","Anglo","Female","8","Served","Not Served In Current Fiscal Year"
"2021","9-Midland","Anglo","Female","52","Served","Served In Current Fiscal Year"
"2021","9-Midland","Hispanic","Female","12","Not Served","Not Served In Current Fiscal Year"
"2021","9-Midland","Hispanic","Female","16","Served","Not Served In Current Fiscal Year"
"2021","9-Midland","Hispanic","Female","82","Served","Served In Current Fiscal Year"
"2021","9-Midland","Native American","Female","1","Served","Served In Current Fiscal Year"
"2021","9-Midland","Other","Female","1","Not Served","Not Served In Current Fiscal Year"
"2021","9-Midland","Other","Female","9","Served","Served In Current Fiscal Year"
"2021","9-Midland","African American","Male","2","Not Served","Not Served In Current Fiscal Year"
"2021","9-Midland","African American","Male","1","Served","Not Served In Current Fiscal Year"
"2021","9-Midland","African American","Male","6","Served","Served In Current Fiscal Year"
"2021","9-Midland","Anglo","Male","2","Not Served","Not Served In Current Fiscal Year"
"2021","9-Midland","Anglo","Male","15","Served","Not Served In Current Fiscal Year"
"2021","9-Midland","Anglo","Male","50","Served","Served In Current Fiscal Year"
"2021","9-Midland","Hispanic","Male","9","Not Served","Not Served In Current Fiscal Year"
"2021","9-Midland","Hispanic","Male","5","Served","Not Served In Current Fiscal Year"
"2021","9-Midland","Hispanic","Male","61","Served","Served In Current Fiscal Year"
"2021","9-Midland","Native American","Male","1","Served","Served In Current Fiscal Year"
"2021","9-Midland","Other","Male","1","Not Served","Not Served In Current Fiscal Year"
"2021","9-Midland","Other","Male","5","Served","Served In Current Fiscal Year"
"2021","10-El Paso","African American","Female","6","Served","Served In Current Fiscal Year"
"2021","10-El Paso","Anglo","Female","5","Served","Served In Current Fiscal Year"
"2021","10-El Paso","Asian","Female","1","Served","Served In Current Fiscal Year"
"2021","10-El Paso","Hispanic","Female","1","Not Served","Not Served In Current Fiscal Year"
"2021","10-El Paso","Hispanic","Female","3","Served","Not Served In Current Fiscal Year"
"2021","10-El Paso","Hispanic","Female","71","Served","Served In Current Fiscal Year"
"2021","10-El Paso","Native American","Female","1","Served","Served In Current Fiscal Year"
"2021","10-El Paso","African American","Male","2","Served","Served In Current Fiscal Year"
"2021","10-El Paso","Anglo","Male","1","Served","Not Served In Current Fiscal Year"
"2021","10-El Paso","Anglo","Male","6","Served","Served In Current Fiscal Year"
"2021","10-El Paso","Asian","Male","1","Not Served","Not Served In Current Fiscal Year"
"2021","10-El Paso","Hispanic","Male","8","Not Served","Not Served In Current Fiscal Year"
"2021","10-El Paso","Hispanic","Male","3","Served","Not Served In Current Fiscal Year"
"2021","10-El Paso","Hispanic","Male","57","Served","Served In Current Fiscal Year"
"2021","10-El Paso","Native American","Male","1","Served","Served In Current Fiscal Year"
"2021","10-El Paso","Other","Male","1","Served","Served In Current Fiscal Year"
"2021","10-El Paso","Hispanic","Unknown","1","Served","Served In Current Fiscal Year"
"2021","11-Edinburg","African American","Female","4","Served","Served In Current Fiscal Year"
"2021","11-Edinburg","Anglo","Female","5","Not Served","Not Served In Current Fiscal Year"
"2021","11-Edinburg","Anglo","Female","10","Served","Not Served In Current Fiscal Year"
"2021","11-Edinburg","Anglo","Female","51","Served","Served In Current Fiscal Year"
"2021","11-Edinburg","Asian","Female","1","Not Served","Not Served In Current Fiscal Year"
"2021","11-Edinburg","Asian","Female","1","Served","Served In Current Fiscal Year"
"2021","11-Edinburg","Hispanic","Female","51","Not Served","Not Served In Current Fiscal Year"
"2021","11-Edinburg","Hispanic","Female","61","Served","Not Served In Current Fiscal Year"
"2021","11-Edinburg","Hispanic","Female","304","Served","Served In Current Fiscal Year"
"2021","11-Edinburg","Other","Female","1","Not Served","Not Served In Current Fiscal Year"
"2021","11-Edinburg","Other","Female","4","Served","Served In Current Fiscal Year"
"2021","11-Edinburg","African American","Male","1","Served","Not Served In Current Fiscal Year"
"2021","11-Edinburg","African American","Male","5","Served","Served In Current Fiscal Year"
"2021","11-Edinburg","Anglo","Male","2","Not Served","Not Served In Current Fiscal Year"
"2021","11-Edinburg","Anglo","Male","12","Served","Not Served In Current Fiscal Year"
"2021","11-Edinburg","Anglo","Male","35","Served","Served In Current Fiscal Year"
"2021","11-Edinburg","Hispanic","Male","43","Not Served","Not Served In Current Fiscal Year"
"2021","11-Edinburg","Hispanic","Male","41","Served","Not Served In Current Fiscal Year"
"2021","11-Edinburg","Hispanic","Male","215","Served","Served In Current Fiscal Year"
"2021","11-Edinburg","Other","Male","2","Not Served","Not Served In Current Fiscal Year"
"2021","11-Edinburg","Other","Male","2","Served","Not Served In Current Fiscal Year"
"2021","11-Edinburg","Other","Male","5","Served","Served In Current Fiscal Year"
"2021","Out of State","Anglo","Female","2","Not Served","Not Served In Current Fiscal Year"
"2021","Out of State","Anglo","Female","1","Served","Served In Current Fiscal Year"
"2021","Out of State","Hispanic","Female","2","Not Served","Not Served In Current Fiscal Year"
"2021","Out of State","Hispanic","Female","2","Served","Served In Current Fiscal Year"
"2021","Out of State","Other","Female","1","Served","Not Served In Current Fiscal Year"
"2021","Out of State","Other","Female","2","Served","Served In Current Fiscal Year"
"2021","Out of State","African American","Male","1","Not Served","Not Served In Current Fiscal Year"
"2021","Out of State","African American","Male","1","Served","Not Served In Current Fiscal Year"
"2021","Out of State","Anglo","Male","1","Not Served","Not Served In Current Fiscal Year"
"2021","Out of State","Anglo","Male","1","Served","Not Served In Current Fiscal Year"
"2021","Out of State","Anglo","Male","3","Served","Served In Current Fiscal Year"
"2021","Out of State","Hispanic","Male","2","Served","Served In Current Fiscal Year"
"2021","Out of State","Other","Male","1","Served","Served In Current Fiscal Year"
"2020","1-Lubbock","African American","Female","2","Not Served","Not Served In Current Fiscal Year"
"2020","1-Lubbock","African American","Female","5","Served","Not Served In Current Fiscal Year"
"2020","1-Lubbock","African American","Female","47","Served","Served In Current Fiscal Year"
"2020","1-Lubbock","Anglo","Female","4","Not Served","Not Served In Current Fiscal Year"
"2020","1-Lubbock","Anglo","Female","8","Served","Not Served In Current Fiscal Year"
"2020","1-Lubbock","Anglo","Female","125","Served","Served In Current Fiscal Year"
"2020","1-Lubbock","Asian","Female","1","Served","Not Served In Current Fiscal Year"
"2020","1-Lubbock","Asian","Female","3","Served","Served In Current Fiscal Year"
"2020","1-Lubbock","Hispanic","Female","2","Not Served","Not Served In Current Fiscal Year"
"2020","1-Lubbock","Hispanic","Female","16","Served","Not Served In Current Fiscal Year"
"2020","1-Lubbock","Hispanic","Female","188","Served","Served In Current Fiscal Year"
"2020","1-Lubbock","Native American","Female","1","Served","Served In Current Fiscal Year"
"2020","1-Lubbock","Other","Female","1","Served","Not Served In Current Fiscal Year"
"2020","1-Lubbock","Other","Female","19","Served","Served In Current Fiscal Year"
"2020","1-Lubbock","African American","Male","49","Served","Served In Current Fiscal Year"
"2020","1-Lubbock","Anglo","Male","4","Not Served","Not Served In Current Fiscal Year"
"2020","1-Lubbock","Anglo","Male","5","Served","Not Served In Current Fiscal Year"
"2020","1-Lubbock","Anglo","Male","100","Served","Served In Current Fiscal Year"
"2020","1-Lubbock","Asian","Male","1","Not Served","Not Served In Current Fiscal Year"
"2020","1-Lubbock","Asian","Male","1","Served","Served In Current Fiscal Year"
"2020","1-Lubbock","Hispanic","Male","5","Not Served","Not Served In Current Fiscal Year"
"2020","1-Lubbock","Hispanic","Male","14","Served","Not Served In Current Fiscal Year"
"2020","1-Lubbock","Hispanic","Male","158","Served","Served In Current Fiscal Year"
"2020","1-Lubbock","Other","Male","2","Served","Not Served In Current Fiscal Year"
"2020","1-Lubbock","Other","Male","16","Served","Served In Current Fiscal Year"
"2020","2-Abilene","African American","Female","5","Not Served","Not Served In Current Fiscal Year"
"2020","2-Abilene","African American","Female","1","Served","Not Served In Current Fiscal Year"
"2020","2-Abilene","African American","Female","31","Served","Served In Current Fiscal Year"
"2020","2-Abilene","Anglo","Female","27","Not Served","Not Served In Current Fiscal Year"
"2020","2-Abilene","Anglo","Female","4","Served","Not Served In Current Fiscal Year"
"2020","2-Abilene","Anglo","Female","109","Served","Served In Current Fiscal Year"
"2020","2-Abilene","Hispanic","Female","22","Not Served","Not Served In Current Fiscal Year"
"2020","2-Abilene","Hispanic","Female","70","Served","Served In Current Fiscal Year"
"2020","2-Abilene","Native American","Female","1","Served","Served In Current Fiscal Year"
"2020","2-Abilene","Other","Female","3","Not Served","Not Served In Current Fiscal Year"
"2020","2-Abilene","Other","Female","13","Served","Served In Current Fiscal Year"
"2020","2-Abilene","African American","Male","2","Not Served","Not Served In Current Fiscal Year"
"2020","2-Abilene","African American","Male","1","Served","Not Served In Current Fiscal Year"
"2020","2-Abilene","African American","Male","13","Served","Served In Current Fiscal Year"
"2020","2-Abilene","Anglo","Male","30","Not Served","Not Served In Current Fiscal Year"
"2020","2-Abilene","Anglo","Male","4","Served","Not Served In Current Fiscal Year"
"2020","2-Abilene","Anglo","Male","99","Served","Served In Current Fiscal Year"
"2020","2-Abilene","Asian","Male","1","Served","Served In Current Fiscal Year"
"2020","2-Abilene","Hispanic","Male","20","Not Served","Not Served In Current Fiscal Year"
"2020","2-Abilene","Hispanic","Male","2","Served","Not Served In Current Fiscal Year"
"2020","2-Abilene","Hispanic","Male","56","Served","Served In Current Fiscal Year"
"2020","2-Abilene","Other","Male","10","Not Served","Not Served In Current Fiscal Year"
"2020","2-Abilene","Other","Male","13","Served","Served In Current Fiscal Year"
"2020","3-Arlington","African American","Female","28","Not Served","Not Served In Current Fiscal Year"
"2020","3-Arlington","African American","Female","14","Served","Not Served In Current Fiscal Year"
"2020","3-Arlington","African American","Female","410","Served","Served In Current Fiscal Year"
"2020","3-Arlington","Anglo","Female","20","Not Served","Not Served In Current Fiscal Year"
"2020","3-Arlington","Anglo","Female","7","Served","Not Served In Current Fiscal Year"
"2020","3-Arlington","Anglo","Female","362","Served","Served In Current Fiscal Year"
"2020","3-Arlington","Asian","Female","11","Served","Served In Current Fiscal Year"
"2020","3-Arlington","Hispanic","Female","27","Not Served","Not Served In Current Fiscal Year"
"2020","3-Arlington","Hispanic","Female","8","Served","Not Served In Current Fiscal Year"
"2020","3-Arlington","Hispanic","Female","269","Served","Served In Current Fiscal Year"
"2020","3-Arlington","Native American","Female","2","Served","Served In Current Fiscal Year"
"2020","3-Arlington","Other","Female","3","Not Served","Not Served In Current Fiscal Year"
"2020","3-Arlington","Other","Female","1","Served","Not Served In Current Fiscal Year"
"2020","3-Arlington","Other","Female","70","Served","Served In Current Fiscal Year"
"2020","3-Arlington","African American","Male","23","Not Served","Not Served In Current Fiscal Year"
