"application_id","applicant_name","region","grant_amount","project_title_long","grant_summary","city","geo"
"77748266","Childrens Prison Arts Project","Gulf Coast","2406","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Houston","POINT (-95.369506 29.760803)"
"10089470","Las Lomas Elementary PTA","South Texas Plains","325","Performance Support","Artistic fee subsidy for Magik Theatre to perform in San Antonio on December 18, 2020.","San Antonio","POINT (-98.494599 29.425173)"
"10089214","Fort Worth Symphony Orchestra","Prairies & Lakes","8000","Performance Support","Artistic fee subsidy for Asleep at the Wheel to perform in Fort Worth, September 11-13, 2020.","Fort Worth","POINT (-97.340038 32.739977)"
"77748035","Musical Bridges Around the World","South Texas Plains","2406","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","San Antonio","POINT (-98.494599 29.425173)"
"77748597","Somos Cultura Y Mas","South Texas Plains","3000","Designated Funding-Texas Women for the Arts","Support to design and distribute Cultura Kits of Mexican art activities for San Antonio families and schools to use for the “hecho a mano” component of the Día de los Niños International Celebration.","San Antonio","POINT (-98.494599 29.425173)"
"10090918","Art Guild of Fayetteville Texas","Prairies & Lakes","1381","Performance Support","Artistic fee subsidy for Chris Espinosa XYZ: Improvise! Write! Perform! to perform at On Pointe Studio and Events in Schulenburg, 7/26/2021 - 7/30/2021","Fayetteville","POINT (-94.160583 36.061928)"
"48778","Austin Bat Cave (dba)","Hill Country","2500","Arts Respond Education","To support in-school writing programs for 4th-12th grade students in Austin.","Austin","POINT (-97.746598 30.264979)"
"48630","James Dick Foundation for the Performing Arts","Prairies & Lakes","4500","Arts Respond Natural Resources & Agriculture","To support the annual presentation of The Nutcracker, performed by youth in Round Top.","Round Top","POINT (-96.696129 30.06517)"
"77748254","Catastrophic Theatre","Gulf Coast","2406","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Houston","POINT (-95.369506 29.760803)"
"48898","River Oaks Chamber Orchestra","Gulf Coast","4000","Arts Respond Health & Human Services","To support ROCO on the Go, a community outreach program that provides free, interactive access to a curated selection of live concert recordings for patients and their families, conducted in partnership with Texas Children’s Hospital.","Houston","POINT (-95.369506 29.760803)"
"48160","Ensemble Theatre","Gulf Coast","15500","Arts Create - Major 3","To advance the creative economy of Texas by investing in the operations of this arts organization.","Houston","POINT (-95.369506 29.760803)"
"48834","Fine Arts Chamber Players","Prairies & Lakes","4000","Arts Respond Economic Development","To support the Basically Beethoven Festival that takes place, with pandemic safety measures, in the Dallas Arts District and attracts audiences from Texas and surrounding states.","Dallas","POINT (-96.796215 32.777977)"
"48172","Foundation for Modern Music","Gulf Coast","7500","Arts Create - General","To advance the creative economy of Texas by investing in the operations of this arts organization.","Houston","POINT (-95.369506 29.760803)"
"77748421","Binational Independent Film Festival","Big Bend Country","2406","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","El Paso","POINT (-106.492257 31.76006)"
"77748398","Capitol View Arts","Hill Country","2406","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Austin","POINT (-97.746598 30.264979)"
"77747985","Urban 15 Group","South Texas Plains","2406","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","San Antonio","POINT (-98.494599 29.425173)"
"48125","Cross Timbers Fine Arts Council","Prairies & Lakes","4500","Arts Create - General","To advance the creative economy of Texas by investing in the operations of this arts organization.","Stephenville","POINT (-98.202145 32.220657)"
"48816","Dallas Black Dance Theatre","Prairies & Lakes","6000","Arts Respond Health & Human Services","To support the Summer Youth Enrichment Workshop, offering three weeks of daily professional instruction in ballet, modern, jazz/hip-hop, and African dance accompanied by guest speakers on health topics, serving North Texas youth, live via Zoom.","Dallas","POINT (-96.796215 32.777977)"
"10090527","Window on a Wider World (formerly Globe News PA)","Panhandle Plains","1405","Performance Support","Artistic fee subsidy for Mr. Will/Will and The Wilderness to perform for 14 schools in rural Panhandle communities, April 12-16, 2021.","Amarillo","POINT (-101.832013 35.207009)"
"48746","Outsider Film & Arts Festival","Hill Country","2500","Arts Respond Economic Development","To support the OUTsider festival, featuring local, national, and international artists presenting dance, film, music, theater, and visual arts in Austin during February.","Austin","POINT (-97.746598 30.264979)"
"10089420","Woodlands Children's Museum","Gulf Coast","1033","Performance Support","Artistic fee subsidy for Le Theatre de Marionette to perform in The Woodlands on December 29, 2020.","The Woodlands","POINT (-95.484612 30.182039)"
"77748335","FotoFest","Gulf Coast","2406","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Houston","POINT (-95.369506 29.760803)"
"48030","Art Museum of South Texas (formerly STIA)","Gulf Coast","7500","Arts Create - Major 3","To advance the creative economy of Texas by investing in the operations of this arts organization.","Corpus Christi","POINT (-97.404131 27.796416)"
"10090938","Friends of the Levitt Pavilion - Arlington","Prairies & Lakes","1650","Performance Support","Artistic fee subsidy for Ruthie Foster to perform at Levitt Pavilion Arlington in Arlington, TX, 7/9/2021 - 7/9/2021","Arlington","POINT (-97.10711 32.735594)"
"77748468","South Texas Symphonic Orchestra","South Texas Plains","2406","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","San Antonio","POINT (-98.494599 29.425173)"
"77748073","Samskriti","Gulf Coast","2406","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Houston","POINT (-95.369506 29.760803)"
"77748138","UTSA/Art Galleries","South Texas Plains","2406","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","San Antonio","POINT (-98.494599 29.425173)"
"48408","Wichita Falls Symphony Orchestra","Panhandle Plains","5500","Arts Create - General","To advance the creative economy of Texas by investing in the operations of this arts organization.","Wichita Falls","POINT (-98.500854 33.90976)"
"48602","Forklift Danceworks (dba)","Hill Country","5500","Arts Respond Natural Resources & Agriculture","To support the development of a series of community engagement activities addressing water conservation and floodplain management through a partnership with the City of Austin Watershed Protection Department.","Austin","POINT (-97.746598 30.264979)"
"77748261","Chamber Orchestra of San Antonio","South Texas Plains","2406","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","San Antonio","POINT (-98.494599 29.425173)"
"48309","Playhouse 2000","Hill Country","4500","Arts Create - General","To advance the creative economy of Texas by investing in the operations of this arts organization.","Kerrville","POINT (-99.135299 30.042787)"
"77748121","Texas Photographic Society","Gulf Coast","2406","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Houston","POINT (-95.369506 29.760803)"
"77748567","Amon Carter Museum","Prairies & Lakes","2500","Designated Funding-Texas Women for the Arts","Support for innovations to the design, promotion, and delivery of the Carter's family programs in order to dismantle significant barriers to participation and include learners of all backgrounds in Fort Worth.","Fort Worth","POINT (-97.340038 32.739977)"
"48587","Dallas Wind Symphony","Prairies & Lakes","2000","Arts Respond Education","To support professional instrumental coaching for high school students in Dallas.","Dallas","POINT (-96.796215 32.777977)"
"77748313","El Comite Cultural del Pueblo","Big Bend Country","2406","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Del Rio","POINT (-100.897922 29.365723)"
"77748191","Amphibian Stage Productions","Prairies & Lakes","2407","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Fort Worth","POINT (-97.340038 32.739977)"
"48695","Stages Repertory Theatre","Gulf Coast","3500","Arts Respond Economic Development","To support Sin Muros: A Latinx Theater Festival, a celebration of work that reflects the diversity of Texas communities, with new streaming performances and reconfigured theater spaces in compliance with COVID-19 restrictions.","Houston","POINT (-95.369506 29.760803)"
"48292","National Center for Children's Illustrated Literature","Panhandle Plains","6500","Arts Create - General","To advance the creative economy of Texas by investing in the operations of this arts organization.","Abilene","POINT (-99.732654 32.453562)"
"77748170","Abilene Cultural Affairs Council","Panhandle Plains","2406","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Abilene","POINT (-99.732654 32.453562)"
"48001","14 Pews","Gulf Coast","5500","Arts Create - General","To advance the creative economy of Texas by investing in the operations of this arts organization.","Houston","POINT (-95.369506 29.760803)"
"77748410","Arlington Museum of Art","Prairies & Lakes","2407","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Arlington","POINT (-97.10711 32.735594)"
"77748003","Lost Pines Art League (dba)","Prairies & Lakes","2406","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Bastrop","POINT (-97.308858 30.117051)"
"48689","Shakespeare Festival of Dallas","Prairies & Lakes","4000","Arts Respond Education","To support Shakespeare on the Go, a series of theater workshops and Texas Essential Knowledge and Skills-aligned classroom programs for 2nd-12th grade students in the Dallas metropolitan area.","Dallas","POINT (-96.796215 32.777977)"
"10089484","Texans for the Arts Foundation","Hill Country","4400","Commission Initiative - Arts Advocacy Day","Support to conduct Texas Arts Advocacy Day virtually, February 2-4, 2021.","Austin","POINT (-97.746598 30.264979)"
"48485","Smithville Cultural District","Prairies & Lakes","16000","Cultural District Project","To support renovations to the Mary Nichols Art Center, a historic structure that is a base for area artists and an attraction for visitors to the Smithville Cultural District.","Smithville","POINT (-97.163379 30.010138)"
"48109","City of El Paso/Museums & Cultural Affairs Dept","Big Bend Country","9500","Arts Create - General","To advance the creative economy of Texas by investing in the operations of this arts organization.","El Paso","POINT (-106.492257 31.76006)"
"10089373","Westbank Community Library District","Hill Country","300","Performance Support","Artistic fee subsidy for Mr. Will/Will and The Wilderness to perform in Austin on December 31, 2020.","Austin","POINT (-97.746598 30.264979)"
"10089394","Atlanta Primary School/Atlanta ISD","Piney Woods","1175","Performance Support","Artistic fee subsidy for Lucas Miller, the Singing Zoologist to perform in Atlanta, February 24-25, 2021.","Atlanta","POINT (-84.391502 33.748547)"
"77748340","Friends of the Levitt Pavilion - Arlington","Prairies & Lakes","2406","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Arlington","POINT (-97.10711 32.735594)"
"10090857","San Marcos Performing Arts Association","Hill Country","1125","Performance Support","Artistic fee subsidy for Bob Livingston to perform at San Marcos Plaza Park in San Marcos, 7/15/2021 - 7/15/2021","San Marcos","POINT (-97.939985 29.882083)"
"48748","Reel East Texas Film Festival","Piney Woods","3000","Arts Respond Economic Development","To support the Reel East Texas Film Festival, an event featuring films, guest artists, filmmakers, and ancillary programming that attracts audiences to downtown Kilgore.","Kilgore","POINT (-94.868573 32.385785)"
"48057","Austin Theatre Alliance","Hill Country","14500","Arts Create - Major 3","To advance the creative economy of Texas by investing in the operations of this arts organization.","Austin","POINT (-97.746598 30.264979)"
"77748431","Czech Center Museum Houston","Gulf Coast","2406","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Houston","POINT (-95.369506 29.760803)"
"48825","Dance Houston","Gulf Coast","5500","Arts Respond Public Safety & Criminal Justice","To support the No Limits Dance Camp, a summer camp for at-risk youth in Houston, culminating in a free performance by the students.","Houston","POINT (-95.369506 29.760803)"
"48254","Long Center (dba)","Hill Country","13500","Arts Create - Major 4","To advance the creative economy of Texas by investing in the operations of this arts organization.","Austin","POINT (-97.746598 30.264979)"
"77748206","Arts Council of Midland","Big Bend Country","2406","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Midland","POINT (-102.078043 31.997433)"
"48209","Houston Children's Chorus","Gulf Coast","9500","Arts Create - General","To advance the creative economy of Texas by investing in the operations of this arts organization.","Houston","POINT (-95.369506 29.760803)"
"77748442","La Fenice","Hill Country","2406","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Austin","POINT (-97.746598 30.264979)"
"48600","Fab Lab El Paso","Big Bend Country","2000","Arts Respond Education","To support arts integration programs and workshops for 6th-12th grade students in El Paso.","El Paso","POINT (-106.492257 31.76006)"
"77748388","Jazz Education","Gulf Coast","2407","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Houston","POINT (-95.369506 29.760803)"
"48514","Amphibian Stage Productions","Prairies & Lakes","7000","Arts Respond Health & Human Services","To support De-Cruit workshops that use Shakespearian monologues and creative writing exercises to help veterans adjust to civilian life in Fort Worth.","Fort Worth","POINT (-97.340038 32.739977)"
"77747987","India Fine Arts","Hill Country","2407","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Austin","POINT (-97.746598 30.264979)"
"77748234","Bay Area Houston Ballet & Theatre","Gulf Coast","2406","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Houston","POINT (-95.369506 29.760803)"
"10089972","Jackson County Memorial Library","Gulf Coast","275","Performance Support","Artistic fee subsidy for Lucas Miller to perform in Edna on June 11, 2021.","Edna","POINT (-96.646472 28.978551)"
"48954","North Texas Metroplex Childrens Choir","Prairies & Lakes","5000","Arts Respond Economic Development","To support the Texas International Choral Festival and Choir Camp, a four-day festival and camp for youth choirs and individual singers from the US and world.","Richardson","POINT (-96.733518 32.960761)"
"48146","Denton Community Theatre","Prairies & Lakes","3500","Arts Create - General","To advance the creative economy of Texas by investing in the operations of this arts organization.","Denton","POINT (-97.13245 33.215533)"
"77748626","International Museum of Art and Science","South Texas Plains","5000","Commission Initiative - Creative Forces","Support for art activities and programming offered to military families as an additional feature of the Blue Star Museums program for summer 2021.","McAllen","POINT (-98.235698 26.196695)"
"77748549","J Muzacz","Hill Country","5000","Commission Initiative - Summer Tour","Support for this Texas Touring Roster artist to give six performances in Tomball and surrounding communities in House District 130, an underserved area, by August 31, 2021.","Austin","POINT (-97.746598 30.264979)"
"48479","National Center for Children's Illustrated Literature","Panhandle Plains","3500","Cultural District Project","To support the exhibition of 40 works by Caldecott Medalist David Small that will attract visitors to the Abilene Cultural District.","Abilene","POINT (-99.732654 32.453562)"
"48267","Marshall Regional Arts Council","Piney Woods","4500","Arts Create - General","To advance the creative economy of Texas by investing in the operations of this arts organization.","Marshall","POINT (-92.626233 35.907376)"
"48338","Sherman Symphony Association","Prairies & Lakes","5500","Arts Create - General","To advance the creative economy of Texas by investing in the operations of this arts organization.","Sherman","POINT (-96.609017 33.63559)"
"77748298","Dallas Wind Symphony","Prairies & Lakes","2406","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Dallas","POINT (-96.796215 32.777977)"
"10089283","Piney Woods Fine Arts Association","Piney Woods","1400","Performance Support","Artistic fee subsidy for Brave Combo to perform in Crockett on October 17, 2020.","Crockett","POINT (-95.457047 31.318387)"
"48946","Youth Orchestras of San Antonio","South Texas Plains","5000","Arts Respond Education","To support YOSA MAS, providing orchestra and music instruction for students at Roosevelt High School feeder schools in San Antonio.","San Antonio","POINT (-98.494599 29.425173)"
"10090478","MCL Grand/City of Lewisville","Prairies & Lakes","750","Performance Support","Artistic fee subsidy for Kelly Willis to perform in Lewisville on April 9, 2021.","Lewisville","POINT (-96.994166 33.046344)"
"77748223","Avant Chamber Ballet","Prairies & Lakes","2407","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Dallas","POINT (-96.796215 32.777977)"
"48947","Ballet North Texas","Prairies & Lakes","3000","Arts Respond Economic Development","To support a sensory-friendly performance of the ballet Cinderella, designed specifically for families with children with autism and other sensory sensitivities in the Dallas area.","Dallas","POINT (-96.796215 32.777977)"
"48847","Grand Prairie Arts Council","Prairies & Lakes","3000","Arts Respond Education","To support the Summer in the Arts Program, a three-week art and musical theater production camp for economically disadvantaged and at-risk youth.","Grand Prairie","POINT (-97.003529 32.745496)"
"48381","Turtle Creek Chorale","Prairies & Lakes","8500","Arts Create - General","To advance the creative economy of Texas by investing in the operations of this arts organization.","Dallas","POINT (-96.796215 32.777977)"
"10089440","Young Audiences of Houston","Gulf Coast","200","Performance Support","Artistic fee subsidy for Brave Little Company to perform in Houston, January 12-March 11, 2021.","Houston","POINT (-95.369506 29.760803)"
"10090588","Colby Golightly","Prairies & Lakes","5000","Commission Initiative -Young Masters","Support for the costs of advanced arts training and other expenses for this Texas Young Master (year two of two).","North Richland Hills","POINT (-97.214266 32.838869)"
"77748303","Dallas Theater Center","Prairies & Lakes","2407","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Dallas","POINT (-96.796215 32.777977)"
"10089322","Freneticore","Gulf Coast","500","Performance Support","Artistic fee subsidy for Tejas Dance to perform in Houston, October 1-November 15, 2020.","Houston","POINT (-95.369506 29.760803)"
"48006","Abilene Philharmonic Association","Panhandle Plains","5500","Arts Create - General","To advance the creative economy of Texas by investing in the operations of this arts organization.","Abilene","POINT (-99.732654 32.453562)"
"10090937","Friends of the Levitt Pavilion - Arlington","Prairies & Lakes","1350","Performance Support","Artistic fee subsidy for Dale Watson to perform at Levitt Pavilion Arlington in Arlington, TX, 7/17/2021 - 7/17/2021","Arlington","POINT (-97.10711 32.735594)"
"77748101","Tapestry Dance Company","Hill Country","2406","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Austin","POINT (-97.746598 30.264979)"
"77748436","Grand Prairie Arts Council","Prairies & Lakes","2406","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Grand Prairie","POINT (-97.003529 32.745496)"
"48639","La Fenice","Hill Country","2000","Arts Respond Economic Development","To support providing a performance and a weekend-long intensive mentorship program for members of Last Minute Low Budget Productions to help them achieve their goal of becoming a destination regional theater in Terlingua.","Austin","POINT (-97.746598 30.264979)"
"48151","El Comite Cultural del Pueblo","Big Bend Country","10500","Arts Create - General","To advance the creative economy of Texas by investing in the operations of this arts organization.","Del Rio","POINT (-100.897922 29.365723)"
"48306","Piano Texas/TCU","Prairies & Lakes","6500","Arts Create - General","To advance the creative economy of Texas by investing in the operations of this arts organization.","Fort Worth","POINT (-97.340038 32.739977)"
"10089501","Tye Preston Memorial Library","Hill Country","75","Performance Support","Artistic fee subsidy for Tiny Tails to You to perform in Canyon Lake on March 20, 2021.","Canyon Lake","POINT (-117.254412 33.673285)"
"77748372","Houston Chamber Choir","Gulf Coast","2406","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Houston","POINT (-95.369506 29.760803)"
"48275","Midland Community Theatre","Big Bend Country","7500","Arts Create - Major 3","To advance the creative economy of Texas by investing in the operations of this arts organization.","Midland","POINT (-102.078043 31.997433)"
"48450","Downtown Georgetown Cultural District","Hill Country","4200","Cultural District Project","To support commissioning a mural on a wall of the Georgetown Arts Center to attract visitors to the Downtown Georgetown Cultural District.","Georgetown","POINT (-84.559769 38.209947)"
"77748106","Texas Folklife","Hill Country","2406","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Austin","POINT (-97.746598 30.264979)"
"48606","Freneticore","Gulf Coast","2000","Arts Respond Economic Development","To support the first Texas Latino/a Contemporary Dance Festival, where established and emerging Latinx choreographers are invited to present work during the multiple-day event in Houston.","Houston","POINT (-95.369506 29.760803)"
"48647","Lubbock Arts Alliance","Panhandle Plains","2000","Arts Respond Public Safety & Criminal Justice","To support ARTAdventures!, an after-school performing and visual arts class for at-risk youth ages 6-13 at the Guadalupe-Parkway Neighborhood Centers in Lubbock.","Lubbock","POINT (-101.855113 33.583578)"
"48572","Corpus Christi Symphony Orchestra","Gulf Coast","2000","Arts Respond Education","To support educational orchestra concerts for 4th and 5th grade students in the Corpus Christi metropolitan area.","Corpus Christi","POINT (-97.404131 27.796416)"
"10089308","Brazos Valley Worldfest","Gulf Coast","900","Performance Support","Artistic fee subsidy for Great Promise for American Indians to perform in Bryan on October 24, 2020.","College Station","POINT (-96.32585 30.622373)"
"48701","TeCo Theatrical Productions","Prairies & Lakes","4000","Arts Respond Health & Human Services","To support PatioLive!, a program bringing performances and workshops to the patios and parking lots of aging and memory care facilities in Dallas.","Dallas","POINT (-96.796215 32.777977)"
"10090865","City of Sulphur Springs/Public Library","Prairies & Lakes","905","Performance Support","Artistic fee subsidy for Mrs. Dipsworth to perform at Sulphur Springs Public Library in Sulphur Springs, 6/29/2021 - 6/29/2021","Sulphur Springs","POINT (-95.600817 33.141614)"
"48330","San Angelo Symphony Society","Panhandle Plains","5500","Arts Create - General","To advance the creative economy of Texas by investing in the operations of this arts organization.","San Angelo","POINT (-100.437304 31.46378)"
"77748620","Heard-Craig Center for the Arts","Prairies & Lakes","5000","Commission Initiative - Creative Forces","Support for art activities and programming offered to military families as an additional feature of the Blue Star Museums program for summer 2021.","McKinney","POINT (-96.615024 33.197963)"
"48496","Winnsboro Center for the Arts","Piney Woods","24000","Cultural District Project","To support phase one of the expansion of the Winnsboro Center for the Arts and the development of a master plan focused on increasing tourism.","Winnsboro","POINT (-81.084114 34.373043)"
"48248","Lawndale Art Center","Gulf Coast","5500","Arts Create - General","To advance the creative economy of Texas by investing in the operations of this arts organization.","Houston","POINT (-95.369506 29.760803)"
"48595","Down South Word Of Mouth","Hill Country","3500","Arts Respond Health & Human Services","To support Narrative Ascent, a writing workshop for incarcerated veterans at various correctional facilities.","Kyle","POINT (-97.874273 29.987408)"
"48909","Smithville Cultural District","Prairies & Lakes","1650","Arts Respond Education","To support the Historic Smithville Coloring Books and Interview with a Historical Character programs, aligning with 3rd grade history lessons in Smithville public schools.","Smithville","POINT (-97.163379 30.010138)"
"77748271","Circle Theatre","Prairies & Lakes","2406","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Fort Worth","POINT (-97.340038 32.739977)"
"77748089","Society for the Performing Arts","Gulf Coast","2406","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Houston","POINT (-95.369506 29.760803)"
"77748403","Sherman Cultural District","Prairies & Lakes","2406","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Sherman","POINT (-96.609017 33.63559)"
"48913","Stage West","Prairies & Lakes","1300","Arts Respond Natural Resources & Agriculture","To support a Fort Worth-based virtual production of Being Green & Other Mysteries, a story of a group of teenagers and their rite of passage, to better understand the earth and living in harmony with nature.","Fort Worth","POINT (-97.340038 32.739977)"
"10088886","Blanco Performing Arts","Hill Country","500","Performance Support","Artistic fee subsidy for Evan Mitchell to perform in Johnson City on November 14, 2020.","Blanco","POINT (-121.741699 36.6786)"
"48012","Amarillo Art Institute","Panhandle Plains","5500","Arts Create - General","To advance the creative economy of Texas by investing in the operations of this arts organization.","Amarillo","POINT (-101.832013 35.207009)"
"10090888","Art Guild of Fayetteville Texas","Prairies & Lakes","485","Performance Support","Artistic fee subsidy for Bernadette Nason to perform at Round Top Family Library in Round Top, Schulenburg, 7/8/2021 - 7/8/2021","Fayetteville","POINT (-94.160583 36.061928)"
"77748308","Denton Community Theatre","Prairies & Lakes","2406","Commission Initiative-Texas RESCUE Plan","To provide Texas RESCUE Plan support to arts organizations impacted by the COVID-19 virus.","Denton","POINT (-97.13245 33.215533)"
"48856","Houston Grand Opera Association","Gulf Coast","3000","Arts Respond Education","To support Storybook Opera, an interactive story-sharing program for Houston area K-2nd grade students.","Houston","POINT (-95.369506 29.760803)"
"10090832","Howard County/Library","Panhandle Plains","450","Performance Support","Artistic fee subsidy for Toni Simmons to perform at Howard County Library in Big Spring, 7/21/2021 - 7/21/2021","Big Spring","POINT (-101.472454 32.240415)"
"10090447","Woodlands Children's Museum","Gulf Coast","1033","Performance Support","Artistic fee subsidy for Le Theatre de Marionette to perform in The Woodlands on March 18, 2021.","The Woodlands","POINT (-95.484612 30.182039)"
"48345","Southwest School of Art","South Texas Plains","7500","Arts Create - Major 3","To advance the creative economy of Texas by investing in the operations of this arts organization.","San Antonio","POINT (-98.494599 29.425173)"
"48341","Society for the Performing Arts","Gulf Coast","14500","Arts Create - Major 3","To advance the creative economy of Texas by investing in the operations of this arts organization.","Houston","POINT (-95.369506 29.760803)"
"48072","Beaumont Community Players","Gulf Coast","4500","Arts Create - General","To advance the creative economy of Texas by investing in the operations of this arts organization.","Beaumont","POINT (-94.102012 30.08617)"
"10090781","Bryan+College Station Public Library System/City of Bryan","Gulf Coast","200","Performance Support","Artistic fee subsidy for Great Promise for American Indians to perform at Performer's home - Virtual in Bryan Texas, 7/17/2021 - 7/17/2021","Bryan","POINT (-96.370542 30.670524)"
