"fiscal_year","county_code","county","region","legal_status","children_in_dfps_legal_responsibility_on_august_31","average_number_of_days_in_care"
"2021","007","Atascosa","8-San Antonio","PMC - One Parent's Rights Terminated","4","724"
"2021","007","Atascosa","8-San Antonio","Permanent Managing Conservatorship (PMC)","3","1173"
"2021","007","Atascosa","8-San Antonio","Temporary Managing Conservatorship (TMC)","94","291"
"2021","007","Atascosa","8-San Antonio","County Total - All Legal Statuses","154","602"
"2021","008","Austin","6-Houston","PMC - Both Parents' Rights Terminated","1","1085"
"2021","008","Austin","6-Houston","Temporary Managing Conservatorship (TMC)","19","292"
"2021","008","Austin","6-Houston","County Total - All Legal Statuses","20","331"
"2021","009","Bailey","1-Lubbock","PMC - Both Parents' Rights Terminated","13","1217"
"2021","009","Bailey","1-Lubbock","Permanent Managing Conservatorship (PMC)","6","540"
"2021","009","Bailey","1-Lubbock","Temporary Managing Conservatorship (TMC)","5","471"
"2021","009","Bailey","1-Lubbock","County Total - All Legal Statuses","24","892"
"2021","010","Bandera","8-San Antonio","PMC - Both Parents' Rights Terminated","14","714"
"2021","010","Bandera","8-San Antonio","Permanent Managing Conservatorship (PMC)","4","1227"
"2021","010","Bandera","8-San Antonio","Temporary Managing Conservatorship (TMC)","18","157"
"2021","010","Bandera","8-San Antonio","County Total - All Legal Statuses","36","502"
"2021","011","Bastrop","7-Austin","PMC - Both Parents' Rights Terminated","30","897"
"2021","011","Bastrop","7-Austin","PMC - One Parent's Rights Terminated","1","613"
"2021","011","Bastrop","7-Austin","Permanent Managing Conservatorship (PMC)","1","665"
"2021","011","Bastrop","7-Austin","Temporary Managing Conservatorship (TMC)","110","358"
"2021","011","Bastrop","7-Austin","County Total - All Legal Statuses","142","481"
"2021","012","Baylor","2-Abilene","Temporary Managing Conservatorship (TMC)","13","285"
"2021","012","Baylor","2-Abilene","County Total - All Legal Statuses","13","285"
"2021","013","Bee","11-Edinburg","PMC - Both Parents' Rights Terminated","17","1322"
"2021","013","Bee","11-Edinburg","PMC - One Parent's Rights Terminated","5","4712"
"2021","013","Bee","11-Edinburg","Permanent Managing Conservatorship (PMC)","10","1095"
"2021","013","Bee","11-Edinburg","Temporary Managing Conservatorship (TMC)","61","197"
"2021","013","Bee","11-Edinburg","County Total - All Legal Statuses","93","695"
"2021","014","Bell","7-Austin","Care, Custody, and Control (TMC)","1","417"
"2021","014","Bell","7-Austin","PMC - Both Parents' Rights Terminated","219","1075"
"2021","014","Bell","7-Austin","PMC - One Parent's Rights Terminated","12","969"
"2021","014","Bell","7-Austin","Permanent Managing Conservatorship (PMC)","102","783"
"2021","014","Bell","7-Austin","Temporary Managing Conservatorship (TMC)","646","336"
"2021","014","Bell","7-Austin","County Total - All Legal Statuses","980","578"
"2021","015","Bexar","8-San Antonio","PMC - Both Parents' Rights Terminated","896","2266"
"2021","015","Bexar","8-San Antonio","PMC - One Parent's Rights Terminated","83","1017"
"2021","015","Bexar","8-San Antonio","Permanent Managing Conservatorship (PMC)","215","1227"
"2021","015","Bexar","8-San Antonio","Temporary Managing Conservatorship (TMC)","1945","598"
"2021","015","Bexar","8-San Antonio","County Total - All Legal Statuses","3139","1158"
"2021","016","Blanco","7-Austin","PMC - Both Parents' Rights Terminated","2","1704"
"2021","016","Blanco","7-Austin","Temporary Managing Conservatorship (TMC)","12","267"
"2021","016","Blanco","7-Austin","County Total - All Legal Statuses","14","488"
"2021","018","Bosque","7-Austin","PMC - Both Parents' Rights Terminated","19","1097"
"2021","018","Bosque","7-Austin","PMC - One Parent's Rights Terminated","1","644"
"2021","018","Bosque","7-Austin","Temporary Managing Conservatorship (TMC)","16","202"
"2021","018","Bosque","7-Austin","County Total - All Legal Statuses","36","687"
"2021","019","Bowie","4-Tyler","PMC - Both Parents' Rights Terminated","37","1015"
"2021","019","Bowie","4-Tyler","PMC - One Parent's Rights Terminated","1","208"
"2021","019","Bowie","4-Tyler","Permanent Managing Conservatorship (PMC)","2","1162"
"2021","019","Bowie","4-Tyler","Temporary Managing Conservatorship (TMC)","39","165"
"2021","019","Bowie","4-Tyler","County Total - All Legal Statuses","79","600"
"2021","020","Brazoria","6-Houston","PMC - Both Parents' Rights Terminated","56","1566"
"2021","020","Brazoria","6-Houston","PMC - One Parent's Rights Terminated","4","1611"
"2021","020","Brazoria","6-Houston","Permanent Managing Conservatorship (PMC)","24","2066"
"2021","020","Brazoria","6-Houston","Temporary Managing Conservatorship (TMC)","126","414"
"2021","020","Brazoria","6-Houston","County Total - All Legal Statuses","210","972"
"2021","021","Brazos","7-Austin","PMC - Both Parents' Rights Terminated","25","951"
"2021","021","Brazos","7-Austin","Permanent Managing Conservatorship (PMC)","10","1074"
"2021","021","Brazos","7-Austin","Temporary Managing Conservatorship (TMC)","161","276"
"2021","021","Brazos","7-Austin","County Total - All Legal Statuses","196","416"
"2021","022","Brewster","10-El Paso","Temporary Managing Conservatorship (TMC)","5","247"
"2021","022","Brewster","10-El Paso","County Total - All Legal Statuses","5","247"
"2021","023","Briscoe","1-Lubbock","PMC - Both Parents' Rights Terminated","3","872"
"2021","023","Briscoe","1-Lubbock","Temporary Managing Conservatorship (TMC)","1","175"
"2021","023","Briscoe","1-Lubbock","County Total - All Legal Statuses","4","698"
"2021","024","Brooks","11-Edinburg","PMC - Both Parents' Rights Terminated","3","748"
"2021","024","Brooks","11-Edinburg","Temporary Managing Conservatorship (TMC)","21","369"
"2021","024","Brooks","11-Edinburg","County Total - All Legal Statuses","24","418"
"2021","025","Brown","2-Abilene","PMC - Both Parents' Rights Terminated","40","1232"
"2021","025","Brown","2-Abilene","PMC - One Parent's Rights Terminated","1","1217"
"2021","025","Brown","2-Abilene","Permanent Managing Conservatorship (PMC)","11","1169"
"2021","025","Brown","2-Abilene","Temporary Managing Conservatorship (TMC)","136","368"
"2021","025","Brown","2-Abilene","County Total - All Legal Statuses","188","617"
"2021","026","Burleson","7-Austin","PMC - Both Parents' Rights Terminated","5","1634"
"2021","026","Burleson","7-Austin","Permanent Managing Conservatorship (PMC)","4","595"
"2021","026","Burleson","7-Austin","Temporary Managing Conservatorship (TMC)","32","335"
"2021","026","Burleson","7-Austin","County Total - All Legal Statuses","41","528"
"2021","027","Burnet","7-Austin","PMC - Both Parents' Rights Terminated","22","734"
"2021","027","Burnet","7-Austin","Permanent Managing Conservatorship (PMC)","3","1062"
"2021","027","Burnet","7-Austin","Temporary Managing Conservatorship (TMC)","81","349"
"2021","027","Burnet","7-Austin","County Total - All Legal Statuses","106","453"
"2021","028","Caldwell","7-Austin","PMC - Both Parents' Rights Terminated","27","652"
"2021","028","Caldwell","7-Austin","PMC - One Parent's Rights Terminated","2","2141"
"2021","028","Caldwell","7-Austin","Temporary Managing Conservatorship (TMC)","57","329"
"2021","028","Caldwell","7-Austin","County Total - All Legal Statuses","86","477"
"2021","029","Calhoun","8-San Antonio","PMC - Both Parents' Rights Terminated","19","1061"
"2021","029","Calhoun","8-San Antonio","Permanent Managing Conservatorship (PMC)","4","852"
"2021","029","Calhoun","8-San Antonio","Temporary Managing Conservatorship (TMC)","14","475"
"2021","029","Calhoun","8-San Antonio","County Total - All Legal Statuses","37","826"
"2021","030","Callahan","2-Abilene","PMC - Both Parents' Rights Terminated","4","1269"
"2021","030","Callahan","2-Abilene","Temporary Managing Conservatorship (TMC)","22","217"
"2021","030","Callahan","2-Abilene","County Total - All Legal Statuses","26","385"
"2021","031","Cameron","11-Edinburg","Care, Custody, and Control (TMC)","1","0"
"2021","031","Cameron","11-Edinburg","PMC - Both Parents' Rights Terminated","98","1456"
"2021","031","Cameron","11-Edinburg","PMC - One Parent's Rights Terminated","5","775"
"2021","031","Cameron","11-Edinburg","Permanent Managing Conservatorship (PMC)","41","744"
"2021","031","Cameron","11-Edinburg","Temporary Managing Conservatorship (TMC)","249","371"
"2021","031","Cameron","11-Edinburg","County Total - All Legal Statuses","394","696"
"2021","032","Camp","4-Tyler","PMC - Both Parents' Rights Terminated","2","975"
"2021","032","Camp","4-Tyler","Permanent Managing Conservatorship (PMC)","3","911"
"2021","032","Camp","4-Tyler","Temporary Managing Conservatorship (TMC)","21","185"
"2021","032","Camp","4-Tyler","County Total - All Legal Statuses","26","336"
"2021","033","Carson","1-Lubbock","PMC - Both Parents' Rights Terminated","2","277"
"2021","033","Carson","1-Lubbock","Temporary Managing Conservatorship (TMC)","1","87"
"2021","033","Carson","1-Lubbock","County Total - All Legal Statuses","3","214"
"2021","034","Cass","4-Tyler","PMC - Both Parents' Rights Terminated","5","327"
"2021","034","Cass","4-Tyler","Permanent Managing Conservatorship (PMC)","1","606"
"2021","034","Cass","4-Tyler","Temporary Managing Conservatorship (TMC)","38","151"
"2021","034","Cass","4-Tyler","County Total - All Legal Statuses","44","182"
"2021","035","Castro","1-Lubbock","PMC - Both Parents' Rights Terminated","7","1300"
"2021","035","Castro","1-Lubbock","Temporary Managing Conservatorship (TMC)","9","177"
"2021","035","Castro","1-Lubbock","County Total - All Legal Statuses","16","626"
"2021","036","Chambers","6-Houston","PMC - Both Parents' Rights Terminated","4","1280"
"2021","036","Chambers","6-Houston","PMC - One Parent's Rights Terminated","2","825"
"2021","036","Chambers","6-Houston","Permanent Managing Conservatorship (PMC)","2","2115"
"2021","036","Chambers","6-Houston","Temporary Managing Conservatorship (TMC)","20","148"
"2021","036","Chambers","6-Houston","County Total - All Legal Statuses","28","512"
"2021","037","Cherokee","4-Tyler","PMC - Both Parents' Rights Terminated","42","871"
"2021","037","Cherokee","4-Tyler","PMC - One Parent's Rights Terminated","3","579"
"2021","037","Cherokee","4-Tyler","Permanent Managing Conservatorship (PMC)","7","882"
"2021","037","Cherokee","4-Tyler","Temporary Managing Conservatorship (TMC)","74","271"
"2021","037","Cherokee","4-Tyler","County Total - All Legal Statuses","126","525"
"2021","038","Childress","1-Lubbock","PMC - Both Parents' Rights Terminated","4","1012"
"2021","038","Childress","1-Lubbock","Permanent Managing Conservatorship (PMC)","3","1029"
"2021","038","Childress","1-Lubbock","Temporary Managing Conservatorship (TMC)","8","369"
"2021","038","Childress","1-Lubbock","County Total - All Legal Statuses","15","672"
"2021","039","Clay","2-Abilene","PMC - Both Parents' Rights Terminated","1","484"
"2021","039","Clay","2-Abilene","Temporary Managing Conservatorship (TMC)","20","323"
"2021","039","Clay","2-Abilene","County Total - All Legal Statuses","21","332"
"2021","040","Cochran","1-Lubbock","Temporary Managing Conservatorship (TMC)","7","458"
"2021","040","Cochran","1-Lubbock","County Total - All Legal Statuses","7","458"
"2021","041","Coke","9-Midland","PMC - Both Parents' Rights Terminated","1","853"
"2021","041","Coke","9-Midland","Permanent Managing Conservatorship (PMC)","3","2216"
"2021","041","Coke","9-Midland","Temporary Managing Conservatorship (TMC)","2","383"
"2021","041","Coke","9-Midland","County Total - All Legal Statuses","6","1378"
"2021","042","Coleman","2-Abilene","PMC - Both Parents' Rights Terminated","3","1820"
"2021","042","Coleman","2-Abilene","Permanent Managing Conservatorship (PMC)","5","2770"
"2021","042","Coleman","2-Abilene","Temporary Managing Conservatorship (TMC)","12","248"
"2021","042","Coleman","2-Abilene","County Total - All Legal Statuses","20","1114"
"2021","043","Collin","3-Arlington","PMC - Both Parents' Rights Terminated","74","1192"
"2021","043","Collin","3-Arlington","PMC - One Parent's Rights Terminated","1","1305"
"2021","043","Collin","3-Arlington","Permanent Managing Conservatorship (PMC)","15","866"
"2021","043","Collin","3-Arlington","Temporary Managing Conservatorship (TMC)","168","307"
"2021","043","Collin","3-Arlington","County Total - All Legal Statuses","258","604"
"2021","044","Collingsworth","1-Lubbock","Temporary Managing Conservatorship (TMC)","4","369"
"2021","044","Collingsworth","1-Lubbock","County Total - All Legal Statuses","4","369"
"2021","045","Colorado","6-Houston","PMC - Both Parents' Rights Terminated","3","738"
"2021","045","Colorado","6-Houston","Temporary Managing Conservatorship (TMC)","13","274"
"2021","045","Colorado","6-Houston","County Total - All Legal Statuses","16","361"
"2021","046","Comal","8-San Antonio","PMC - Both Parents' Rights Terminated","56","895"
"2021","046","Comal","8-San Antonio","PMC - One Parent's Rights Terminated","8","1086"
"2021","046","Comal","8-San Antonio","Permanent Managing Conservatorship (PMC)","8","1020"
"2021","046","Comal","8-San Antonio","Temporary Managing Conservatorship (TMC)","128","313"
"2021","046","Comal","8-San Antonio","County Total - All Legal Statuses","200","537"
"2021","047","Comanche","2-Abilene","PMC - Both Parents' Rights Terminated","10","704"
"2021","047","Comanche","2-Abilene","Temporary Managing Conservatorship (TMC)","15","147"
"2021","047","Comanche","2-Abilene","County Total - All Legal Statuses","25","389"
"2021","048","Concho","9-Midland","Temporary Managing Conservatorship (TMC)","7","277"
"2021","048","Concho","9-Midland","County Total - All Legal Statuses","7","277"
"2021","049","Cooke","3-Arlington","PMC - Both Parents' Rights Terminated","19","1173"
"2021","049","Cooke","3-Arlington","Permanent Managing Conservatorship (PMC)","2","575"
"2021","049","Cooke","3-Arlington","Temporary Managing Conservatorship (TMC)","57","348"
"2021","049","Cooke","3-Arlington","County Total - All Legal Statuses","78","550"
"2021","050","Coryell","7-Austin","PMC - Both Parents' Rights Terminated","41","986"
"2021","050","Coryell","7-Austin","PMC - One Parent's Rights Terminated","2","504"
"2021","050","Coryell","7-Austin","Permanent Managing Conservatorship (PMC)","11","672"
"2021","050","Coryell","7-Austin","Temporary Managing Conservatorship (TMC)","113","246"
"2021","050","Coryell","7-Austin","County Total - All Legal Statuses","167","469"
"2021","051","Cottle","2-Abilene","Temporary Managing Conservatorship (TMC)","4","208"
"2021","051","Cottle","2-Abilene","County Total - All Legal Statuses","4","208"
"2021","052","Crane","9-Midland","PMC - Both Parents' Rights Terminated","1","914"
"2021","052","Crane","9-Midland","Temporary Managing Conservatorship (TMC)","1","418"
"2021","052","Crane","9-Midland","County Total - All Legal Statuses","2","666"
"2021","053","Crockett","9-Midland","PMC - Both Parents' Rights Terminated","4","798"
"2021","053","Crockett","9-Midland","Temporary Managing Conservatorship (TMC)","4","732"
"2021","053","Crockett","9-Midland","County Total - All Legal Statuses","8","765"
"2021","054","Crosby","1-Lubbock","Temporary Managing Conservatorship (TMC)","14","366"
"2021","054","Crosby","1-Lubbock","County Total - All Legal Statuses","14","366"
"2021","055","Culberson","10-El Paso","Temporary Managing Conservatorship (TMC)","3","194"
"2021","055","Culberson","10-El Paso","County Total - All Legal Statuses","3","194"
"2021","056","Dallam","1-Lubbock","PMC - Both Parents' Rights Terminated","17","908"
"2021","056","Dallam","1-Lubbock","Temporary Managing Conservatorship (TMC)","18","287"
"2021","056","Dallam","1-Lubbock","County Total - All Legal Statuses","35","570"
"2021","057","Dallas","3-Arlington","Care, Custody, and Control (TMC)","4","392"
"2021","057","Dallas","3-Arlington","PMC - Both Parents' Rights Terminated","412","1762"
"2021","057","Dallas","3-Arlington","PMC - One Parent's Rights Terminated","16","916"
"2021","057","Dallas","3-Arlington","Permanent Managing Conservatorship (PMC)","346","1212"
"2021","057","Dallas","3-Arlington","Temporary Managing Conservatorship (TMC)","1316","564"
"2021","057","Dallas","3-Arlington","County Total - All Legal Statuses","2094","1005"
"2021","058","Dawson","9-Midland","PMC - Both Parents' Rights Terminated","6","991"
"2021","058","Dawson","9-Midland","Permanent Managing Conservatorship (PMC)","2","747"
"2021","058","Dawson","9-Midland","Temporary Managing Conservatorship (TMC)","13","317"
"2021","058","Dawson","9-Midland","County Total - All Legal Statuses","21","562"
"2021","059","Deaf Smith","1-Lubbock","PMC - Both Parents' Rights Terminated","9","1278"
"2021","059","Deaf Smith","1-Lubbock","Temporary Managing Conservatorship (TMC)","11","172"
"2021","059","Deaf Smith","1-Lubbock","County Total - All Legal Statuses","20","695"
"2021","060","Delta","4-Tyler","Permanent Managing Conservatorship (PMC)","1","540"
"2021","060","Delta","4-Tyler","Temporary Managing Conservatorship (TMC)","1","450"
"2021","060","Delta","4-Tyler","County Total - All Legal Statuses","2","495"
"2021","061","Denton","3-Arlington","PMC - Both Parents' Rights Terminated","144","1133"
"2021","061","Denton","3-Arlington","PMC - One Parent's Rights Terminated","5","1027"
"2021","061","Denton","3-Arlington","Permanent Managing Conservatorship (PMC)","14","753"
"2021","061","Denton","3-Arlington","Temporary Managing Conservatorship (TMC)","373","371"
"2021","061","Denton","3-Arlington","County Total - All Legal Statuses","536","615"
"2021","062","DeWitt","8-San Antonio","PMC - Both Parents' Rights Terminated","11","1953"
"2021","062","DeWitt","8-San Antonio","Permanent Managing Conservatorship (PMC)","3","749"
"2021","062","DeWitt","8-San Antonio","Temporary Managing Conservatorship (TMC)","16","331"
"2021","062","DeWitt","8-San Antonio","County Total - All Legal Statuses","30","1013"
"2021","063","Dickens","1-Lubbock","Temporary Managing Conservatorship (TMC)","6","239"
"2021","063","Dickens","1-Lubbock","County Total - All Legal Statuses","6","239"
"2021","064","Dimmit","8-San Antonio","PMC - Both Parents' Rights Terminated","3","2055"
"2021","064","Dimmit","8-San Antonio","PMC - One Parent's Rights Terminated","5","1742"
"2021","064","Dimmit","8-San Antonio","Permanent Managing Conservatorship (PMC)","1","818"
"2021","064","Dimmit","8-San Antonio","Temporary Managing Conservatorship (TMC)","20","298"
"2021","064","Dimmit","8-San Antonio","County Total - All Legal Statuses","29","763"
"2021","065","Donley","1-Lubbock","PMC - Both Parents' Rights Terminated","1","1539"
"2021","065","Donley","1-Lubbock","Temporary Managing Conservatorship (TMC)","6","333"
"2021","065","Donley","1-Lubbock","County Total - All Legal Statuses","7","505"
"2021","066","Duval","11-Edinburg","PMC - Both Parents' Rights Terminated","13","1525"
"2021","066","Duval","11-Edinburg","PMC - One Parent's Rights Terminated","12","991"
"2021","066","Duval","11-Edinburg","Temporary Managing Conservatorship (TMC)","25","174"
"2021","066","Duval","11-Edinburg","County Total - All Legal Statuses","50","733"
"2021","067","Eastland","2-Abilene","PMC - Both Parents' Rights Terminated","12","985"
"2021","067","Eastland","2-Abilene","Temporary Managing Conservatorship (TMC)","46","198"
"2021","067","Eastland","2-Abilene","County Total - All Legal Statuses","58","367"
"2021","068","Ector","9-Midland","Care, Custody, and Control (TMC)","2","3"
"2021","068","Ector","9-Midland","PMC - Both Parents' Rights Terminated","100","927"
"2021","068","Ector","9-Midland","PMC - One Parent's Rights Terminated","1","701"
"2021","068","Ector","9-Midland","Permanent Managing Conservatorship (PMC)","14","1042"
"2021","068","Ector","9-Midland","Temporary Managing Conservatorship (TMC)","182","293"
"2021","068","Ector","9-Midland","County Total - All Legal Statuses","299","570"
"2021","070","Ellis","3-Arlington","PMC - Both Parents' Rights Terminated","20","883"
"2021","070","Ellis","3-Arlington","Temporary Managing Conservatorship (TMC)","29","218"
"2021","070","Ellis","3-Arlington","County Total - All Legal Statuses","49","484"
"2021","071","El Paso","10-El Paso","PMC - Both Parents' Rights Terminated","112","1256"
"2021","071","El Paso","10-El Paso","PMC - One Parent's Rights Terminated","15","913"
"2021","071","El Paso","10-El Paso","Permanent Managing Conservatorship (PMC)","16","969"
"2021","071","El Paso","10-El Paso","Temporary Managing Conservatorship (TMC)","267","441"
"2021","071","El Paso","10-El Paso","County Total - All Legal Statuses","410","743"
"2021","072","Erath","3-Arlington","PMC - Both Parents' Rights Terminated","8","946"
"2021","072","Erath","3-Arlington","Temporary Managing Conservatorship (TMC)","24","241"
"2021","072","Erath","3-Arlington","County Total - All Legal Statuses","32","423"
"2021","073","Falls","7-Austin","PMC - Both Parents' Rights Terminated","11","653"
"2021","073","Falls","7-Austin","Permanent Managing Conservatorship (PMC)","1","924"
"2021","073","Falls","7-Austin","Temporary Managing Conservatorship (TMC)","36","291"
"2021","073","Falls","7-Austin","County Total - All Legal Statuses","48","387"
"2021","074","Fannin","3-Arlington","Care, Custody, and Control (TMC)","4","243"
"2021","074","Fannin","3-Arlington","PMC - Both Parents' Rights Terminated","21","972"
"2021","074","Fannin","3-Arlington","Permanent Managing Conservatorship (PMC)","5","592"
"2021","074","Fannin","3-Arlington","Temporary Managing Conservatorship (TMC)","24","205"
"2021","074","Fannin","3-Arlington","County Total - All Legal Statuses","54","510"
"2021","075","Fayette","7-Austin","PMC - Both Parents' Rights Terminated","15","608"
"2021","075","Fayette","7-Austin","Permanent Managing Conservatorship (PMC)","2","375"
"2021","075","Fayette","7-Austin","Temporary Managing Conservatorship (TMC)","36","298"
"2021","075","Fayette","7-Austin","County Total - All Legal Statuses","53","394"
"2021","076","Fisher","2-Abilene","Temporary Managing Conservatorship (TMC)","14","285"
"2021","076","Fisher","2-Abilene","County Total - All Legal Statuses","14","285"
"2021","077","Floyd","1-Lubbock","Permanent Managing Conservatorship (PMC)","2","722"
"2021","077","Floyd","1-Lubbock","Temporary Managing Conservatorship (TMC)","2","369"
"2021","077","Floyd","1-Lubbock","County Total - All Legal Statuses","4","546"
"2021","078","Foard","2-Abilene","PMC - Both Parents' Rights Terminated","3","663"
"2021","078","Foard","2-Abilene","Permanent Managing Conservatorship (PMC)","1","383"
"2021","078","Foard","2-Abilene","Temporary Managing Conservatorship (TMC)","2","19"
"2021","078","Foard","2-Abilene","County Total - All Legal Statuses","6","402"
"2021","079","Fort Bend","6-Houston","PMC - Both Parents' Rights Terminated","26","1143"
"2021","079","Fort Bend","6-Houston","PMC - One Parent's Rights Terminated","3","1645"
"2021","079","Fort Bend","6-Houston","Permanent Managing Conservatorship (PMC)","8","1737"
"2021","079","Fort Bend","6-Houston","Temporary Managing Conservatorship (TMC)","79","350"
"2021","079","Fort Bend","6-Houston","County Total - All Legal Statuses","116","661"
"2021","080","Franklin","4-Tyler","PMC - Both Parents' Rights Terminated","2","1131"
"2021","080","Franklin","4-Tyler","Temporary Managing Conservatorship (TMC)","9","333"
"2021","080","Franklin","4-Tyler","County Total - All Legal Statuses","11","493"
"2021","081","Freestone","7-Austin","PMC - Both Parents' Rights Terminated","9","1054"
"2021","081","Freestone","7-Austin","Permanent Managing Conservatorship (PMC)","1","495"
"2021","081","Freestone","7-Austin","Temporary Managing Conservatorship (TMC)","22","270"
"2021","081","Freestone","7-Austin","County Total - All Legal Statuses","32","505"
"2021","082","Frio","8-San Antonio","PMC - Both Parents' Rights Terminated","34","1202"
"2021","082","Frio","8-San Antonio","PMC - One Parent's Rights Terminated","1","1320"
"2021","082","Frio","8-San Antonio","Temporary Managing Conservatorship (TMC)","31","256"
"2021","082","Frio","8-San Antonio","County Total - All Legal Statuses","66","754"
"2021","083","Gaines","9-Midland","PMC - Both Parents' Rights Terminated","3","1928"
"2021","083","Gaines","9-Midland","Permanent Managing Conservatorship (PMC)","1","792"
"2021","083","Gaines","9-Midland","Temporary Managing Conservatorship (TMC)","3","389"
"2021","083","Gaines","9-Midland","County Total - All Legal Statuses","7","1106"
"2021","084","Galveston","6-Houston","PMC - Both Parents' Rights Terminated","55","1005"
"2021","084","Galveston","6-Houston","PMC - One Parent's Rights Terminated","7","1340"
"2021","084","Galveston","6-Houston","Permanent Managing Conservatorship (PMC)","18","1273"
"2021","084","Galveston","6-Houston","Temporary Managing Conservatorship (TMC)","250","320"
"2021","084","Galveston","6-Houston","County Total - All Legal Statuses","330","524"
"2021","085","Garza","1-Lubbock","PMC - Both Parents' Rights Terminated","1","1069"
"2021","085","Garza","1-Lubbock","Temporary Managing Conservatorship (TMC)","10","160"
"2021","085","Garza","1-Lubbock","County Total - All Legal Statuses","11","243"
"2021","086","Gillespie","8-San Antonio","PMC - Both Parents' Rights Terminated","5","1818"
"2021","086","Gillespie","8-San Antonio","Temporary Managing Conservatorship (TMC)","14","280"
"2021","086","Gillespie","8-San Antonio","County Total - All Legal Statuses","19","760"
"2021","088","Goliad","8-San Antonio","PMC - Both Parents' Rights Terminated","1","551"
"2021","088","Goliad","8-San Antonio","Permanent Managing Conservatorship (PMC)","3","827"
"2021","088","Goliad","8-San Antonio","Temporary Managing Conservatorship (TMC)","2","35"
"2021","088","Goliad","8-San Antonio","County Total - All Legal Statuses","6","517"
"2021","089","Gonzales","8-San Antonio","PMC - Both Parents' Rights Terminated","8","1005"
"2021","089","Gonzales","8-San Antonio","Temporary Managing Conservatorship (TMC)","10","138"
"2021","089","Gonzales","8-San Antonio","County Total - All Legal Statuses","18","495"
"2021","090","Gray","1-Lubbock","PMC - Both Parents' Rights Terminated","25","1151"
"2021","090","Gray","1-Lubbock","PMC - One Parent's Rights Terminated","2","659"
"2021","090","Gray","1-Lubbock","Permanent Managing Conservatorship (PMC)","4","933"
"2021","090","Gray","1-Lubbock","Temporary Managing Conservatorship (TMC)","74","289"
"2021","090","Gray","1-Lubbock","County Total - All Legal Statuses","105","531"
"2021","091","Grayson","3-Arlington","PMC - Both Parents' Rights Terminated","42","1082"
"2021","091","Grayson","3-Arlington","Permanent Managing Conservatorship (PMC)","7","731"
"2021","091","Grayson","3-Arlington","Temporary Managing Conservatorship (TMC)","128","292"
"2021","091","Grayson","3-Arlington","County Total - All Legal Statuses","177","501"
"2021","092","Gregg","4-Tyler","PMC - Both Parents' Rights Terminated","68","1219"
"2021","092","Gregg","4-Tyler","PMC - One Parent's Rights Terminated","9","1013"
"2021","092","Gregg","4-Tyler","Permanent Managing Conservatorship (PMC)","9","717"
"2021","092","Gregg","4-Tyler","Temporary Managing Conservatorship (TMC)","188","299"
"2021","092","Gregg","4-Tyler","County Total - All Legal Statuses","274","585"
"2021","093","Grimes","7-Austin","PMC - Both Parents' Rights Terminated","3","1282"
"2021","093","Grimes","7-Austin","Temporary Managing Conservatorship (TMC)","33","258"
"2021","093","Grimes","7-Austin","County Total - All Legal Statuses","36","351"
"2021","094","Guadalupe","8-San Antonio","PMC - Both Parents' Rights Terminated","26","949"
"2021","094","Guadalupe","8-San Antonio","Permanent Managing Conservatorship (PMC)","7","1387"
"2021","094","Guadalupe","8-San Antonio","Temporary Managing Conservatorship (TMC)","20","328"
