"fiscal_year","county","region","when_completed_fbss_services","children_served","subsequently_alleged_as"
"2021","Austin","6-Houston","Prior Fiscal Year","8","Yes"
"2021","Austin","6-Houston","5 Years Prior","15","No"
"2021","Austin","6-Houston","5 Years Prior","8","Yes"
"2021","Austin","6-Houston","First 6 Months of FY","14","No"
"2021","Austin","6-Houston","First 6 Months of FY","3","Yes"
"2021","Bailey","1-Lubbock","Prior Fiscal Year","3","No"
"2021","Bailey","1-Lubbock","Prior Fiscal Year","4","Yes"
"2021","Bailey","1-Lubbock","5 Years Prior","3","No"
"2021","Bailey","1-Lubbock","5 Years Prior","6","Yes"
"2021","Bailey","1-Lubbock","First 6 Months of FY","2","Yes"
"2021","Bandera","8-San Antonio","Prior Fiscal Year","31","No"
"2021","Bandera","8-San Antonio","Prior Fiscal Year","5","Yes"
"2021","Bandera","8-San Antonio","5 Years Prior","15","No"
"2021","Bandera","8-San Antonio","5 Years Prior","13","Yes"
"2021","Bandera","8-San Antonio","First 6 Months of FY","37","No"
"2021","Bandera","8-San Antonio","First 6 Months of FY","4","Yes"
"2021","Bastrop","7-Austin","Prior Fiscal Year","133","No"
"2021","Bastrop","7-Austin","Prior Fiscal Year","25","Yes"
"2021","Bastrop","7-Austin","5 Years Prior","39","No"
"2021","Bastrop","7-Austin","5 Years Prior","35","Yes"
"2021","Bastrop","7-Austin","First 6 Months of FY","62","No"
"2021","Bastrop","7-Austin","First 6 Months of FY","13","Yes"
"2021","Baylor","2-Abilene","Prior Fiscal Year","6","No"
"2021","Baylor","2-Abilene","Prior Fiscal Year","10","Yes"
"2021","Baylor","2-Abilene","5 Years Prior","1","No"
"2021","Baylor","2-Abilene","5 Years Prior","4","Yes"
"2021","Baylor","2-Abilene","First 6 Months of FY","3","No"
"2021","Baylor","2-Abilene","First 6 Months of FY","2","Yes"
"2021","Bee","11-Edinburg","Prior Fiscal Year","61","No"
"2021","Bee","11-Edinburg","Prior Fiscal Year","31","Yes"
"2021","Bee","11-Edinburg","5 Years Prior","63","No"
"2021","Bee","11-Edinburg","5 Years Prior","33","Yes"
"2021","Bee","11-Edinburg","First 6 Months of FY","29","No"
"2021","Bee","11-Edinburg","First 6 Months of FY","4","Yes"
"2021","Bell","7-Austin","Prior Fiscal Year","532","No"
"2021","Bell","7-Austin","Prior Fiscal Year","103","Yes"
"2021","Bell","7-Austin","5 Years Prior","360","No"
"2021","Bell","7-Austin","5 Years Prior","315","Yes"
"2021","Bell","7-Austin","First 6 Months of FY","432","No"
"2021","Bell","7-Austin","First 6 Months of FY","36","Yes"
"2021","Bexar","8-San Antonio","Prior Fiscal Year","3727","No"
"2021","Bexar","8-San Antonio","Prior Fiscal Year","734","Yes"
"2021","Bexar","8-San Antonio","5 Years Prior","2317","No"
"2021","Bexar","8-San Antonio","5 Years Prior","1825","Yes"
"2021","Bexar","8-San Antonio","First 6 Months of FY","2762","No"
"2021","Bexar","8-San Antonio","First 6 Months of FY","323","Yes"
"2021","Blanco","7-Austin","Prior Fiscal Year","1","No"
"2021","Blanco","7-Austin","Prior Fiscal Year","1","Yes"
"2021","Blanco","7-Austin","5 Years Prior","2","No"
"2021","Blanco","7-Austin","5 Years Prior","4","Yes"
"2021","Blanco","7-Austin","First 6 Months of FY","4","No"
"2021","Borden","9-Midland","First 6 Months of FY","2","No"
"2021","Bosque","7-Austin","Prior Fiscal Year","16","No"
"2021","Bosque","7-Austin","Prior Fiscal Year","7","Yes"
"2021","Bosque","7-Austin","5 Years Prior","3","No"
"2021","Bosque","7-Austin","5 Years Prior","8","Yes"
"2021","Bosque","7-Austin","First 6 Months of FY","12","No"
"2021","Bowie","4-Tyler","Prior Fiscal Year","120","No"
"2021","Bowie","4-Tyler","Prior Fiscal Year","34","Yes"
"2021","Bowie","4-Tyler","5 Years Prior","50","No"
"2021","Bowie","4-Tyler","5 Years Prior","33","Yes"
"2021","Bowie","4-Tyler","First 6 Months of FY","67","No"
"2021","Bowie","4-Tyler","First 6 Months of FY","12","Yes"
"2021","Brazoria","6-Houston","Prior Fiscal Year","417","No"
"2021","Brazoria","6-Houston","Prior Fiscal Year","77","Yes"
"2021","Brazoria","6-Houston","5 Years Prior","380","No"
"2021","Brazoria","6-Houston","5 Years Prior","235","Yes"
"2021","Brazoria","6-Houston","First 6 Months of FY","243","No"
"2021","Brazoria","6-Houston","First 6 Months of FY","27","Yes"
"2021","Brazos","7-Austin","Prior Fiscal Year","37","No"
"2021","Brazos","7-Austin","Prior Fiscal Year","5","Yes"
"2021","Brazos","7-Austin","5 Years Prior","99","No"
"2021","Brazos","7-Austin","5 Years Prior","93","Yes"
"2021","Brazos","7-Austin","First 6 Months of FY","47","No"
"2021","Brazos","7-Austin","First 6 Months of FY","6","Yes"
"2021","Brewster","10-El Paso","Prior Fiscal Year","16","No"
"2021","Brewster","10-El Paso","5 Years Prior","4","No"
"2021","Brewster","10-El Paso","5 Years Prior","1","Yes"
"2021","Brewster","10-El Paso","First 6 Months of FY","6","No"
"2021","Brewster","10-El Paso","First 6 Months of FY","5","Yes"
"2021","Briscoe","1-Lubbock","5 Years Prior","1","No"
"2021","Briscoe","1-Lubbock","5 Years Prior","2","Yes"
"2021","Brooks","11-Edinburg","Prior Fiscal Year","36","No"
"2021","Brooks","11-Edinburg","Prior Fiscal Year","16","Yes"
"2021","Brooks","11-Edinburg","5 Years Prior","15","No"
"2021","Brooks","11-Edinburg","5 Years Prior","17","Yes"
"2021","Brooks","11-Edinburg","First 6 Months of FY","37","No"
"2021","Brown","2-Abilene","Prior Fiscal Year","178","No"
"2021","Brown","2-Abilene","Prior Fiscal Year","69","Yes"
"2021","Brown","2-Abilene","5 Years Prior","77","No"
"2021","Brown","2-Abilene","5 Years Prior","93","Yes"
"2021","Brown","2-Abilene","First 6 Months of FY","87","No"
"2021","Brown","2-Abilene","First 6 Months of FY","12","Yes"
"2021","Burleson","7-Austin","Prior Fiscal Year","1","No"
"2021","Burleson","7-Austin","Prior Fiscal Year","1","Yes"
"2021","Burleson","7-Austin","5 Years Prior","6","No"
"2021","Burleson","7-Austin","5 Years Prior","5","Yes"
"2021","Burleson","7-Austin","First 6 Months of FY","1","No"
"2021","Burnet","7-Austin","Prior Fiscal Year","65","No"
"2021","Burnet","7-Austin","Prior Fiscal Year","21","Yes"
"2021","Burnet","7-Austin","5 Years Prior","13","No"
"2021","Burnet","7-Austin","5 Years Prior","32","Yes"
"2021","Burnet","7-Austin","First 6 Months of FY","24","No"
"2021","Burnet","7-Austin","First 6 Months of FY","2","Yes"
"2021","Caldwell","7-Austin","Prior Fiscal Year","80","No"
"2021","Caldwell","7-Austin","Prior Fiscal Year","18","Yes"
"2021","Caldwell","7-Austin","5 Years Prior","38","No"
"2021","Caldwell","7-Austin","5 Years Prior","25","Yes"
"2021","Caldwell","7-Austin","First 6 Months of FY","63","No"
"2021","Caldwell","7-Austin","First 6 Months of FY","11","Yes"
"2021","Calhoun","8-San Antonio","Prior Fiscal Year","31","No"
"2021","Calhoun","8-San Antonio","Prior Fiscal Year","6","Yes"
"2021","Calhoun","8-San Antonio","5 Years Prior","18","No"
"2021","Calhoun","8-San Antonio","5 Years Prior","37","Yes"
"2021","Calhoun","8-San Antonio","First 6 Months of FY","26","No"
"2021","Calhoun","8-San Antonio","First 6 Months of FY","5","Yes"
"2021","Callahan","2-Abilene","Prior Fiscal Year","14","No"
"2021","Callahan","2-Abilene","Prior Fiscal Year","1","Yes"
"2021","Callahan","2-Abilene","5 Years Prior","8","No"
"2021","Callahan","2-Abilene","5 Years Prior","15","Yes"
"2021","Callahan","2-Abilene","First 6 Months of FY","9","No"
"2021","Callahan","2-Abilene","First 6 Months of FY","2","Yes"
"2021","Cameron","11-Edinburg","Prior Fiscal Year","634","No"
"2021","Cameron","11-Edinburg","Prior Fiscal Year","124","Yes"
"2021","Cameron","11-Edinburg","5 Years Prior","1024","No"
"2021","Cameron","11-Edinburg","5 Years Prior","777","Yes"
"2021","Cameron","11-Edinburg","First 6 Months of FY","288","No"
"2021","Cameron","11-Edinburg","First 6 Months of FY","39","Yes"
"2021","Camp","4-Tyler","Prior Fiscal Year","23","No"
"2021","Camp","4-Tyler","Prior Fiscal Year","10","Yes"
"2021","Camp","4-Tyler","5 Years Prior","2","No"
"2021","Camp","4-Tyler","5 Years Prior","2","Yes"
"2021","Camp","4-Tyler","First 6 Months of FY","15","No"
"2021","Camp","4-Tyler","First 6 Months of FY","8","Yes"
"2021","Carson","1-Lubbock","Prior Fiscal Year","19","No"
"2021","Carson","1-Lubbock","Prior Fiscal Year","5","Yes"
"2021","Carson","1-Lubbock","5 Years Prior","9","No"
"2021","Carson","1-Lubbock","5 Years Prior","4","Yes"
"2021","Carson","1-Lubbock","First 6 Months of FY","5","No"
"2021","Cass","4-Tyler","Prior Fiscal Year","65","No"
"2021","Cass","4-Tyler","Prior Fiscal Year","21","Yes"
"2021","Cass","4-Tyler","5 Years Prior","18","No"
"2021","Cass","4-Tyler","5 Years Prior","15","Yes"
"2021","Cass","4-Tyler","First 6 Months of FY","20","No"
"2021","Cass","4-Tyler","First 6 Months of FY","5","Yes"
"2021","Castro","1-Lubbock","Prior Fiscal Year","1","No"
"2021","Castro","1-Lubbock","5 Years Prior","5","No"
"2021","Castro","1-Lubbock","First 6 Months of FY","5","No"
"2021","Castro","1-Lubbock","First 6 Months of FY","8","Yes"
"2021","Chambers","6-Houston","Prior Fiscal Year","11","No"
"2021","Chambers","6-Houston","Prior Fiscal Year","6","Yes"
"2021","Chambers","6-Houston","5 Years Prior","21","No"
"2021","Chambers","6-Houston","5 Years Prior","14","Yes"
"2021","Chambers","6-Houston","First 6 Months of FY","24","No"
"2021","Chambers","6-Houston","First 6 Months of FY","3","Yes"
"2021","Cherokee","4-Tyler","Prior Fiscal Year","75","No"
"2021","Cherokee","4-Tyler","Prior Fiscal Year","32","Yes"
"2021","Cherokee","4-Tyler","5 Years Prior","28","No"
"2021","Cherokee","4-Tyler","5 Years Prior","23","Yes"
"2021","Cherokee","4-Tyler","First 6 Months of FY","35","No"
"2021","Cherokee","4-Tyler","First 6 Months of FY","3","Yes"
"2021","Childress","1-Lubbock","Prior Fiscal Year","25","No"
"2021","Childress","1-Lubbock","Prior Fiscal Year","15","Yes"
"2021","Childress","1-Lubbock","5 Years Prior","3","No"
"2021","Childress","1-Lubbock","5 Years Prior","8","Yes"
"2021","Childress","1-Lubbock","First 6 Months of FY","1","No"
"2021","Clay","2-Abilene","Prior Fiscal Year","16","No"
"2021","Clay","2-Abilene","Prior Fiscal Year","4","Yes"
"2021","Clay","2-Abilene","5 Years Prior","7","No"
"2021","Clay","2-Abilene","5 Years Prior","13","Yes"
"2021","Clay","2-Abilene","First 6 Months of FY","18","No"
"2021","Clay","2-Abilene","First 6 Months of FY","9","Yes"
"2021","Cochran","1-Lubbock","Prior Fiscal Year","3","No"
"2021","Cochran","1-Lubbock","5 Years Prior","1","No"
"2021","Cochran","1-Lubbock","5 Years Prior","3","Yes"
"2021","Cochran","1-Lubbock","First 6 Months of FY","1","No"
"2021","Coke","9-Midland","Prior Fiscal Year","5","No"
"2021","Coke","9-Midland","Prior Fiscal Year","2","Yes"
"2021","Coke","9-Midland","5 Years Prior","7","No"
"2021","Coke","9-Midland","5 Years Prior","3","Yes"
"2021","Coke","9-Midland","First 6 Months of FY","11","No"
"2021","Coleman","2-Abilene","Prior Fiscal Year","30","No"
"2021","Coleman","2-Abilene","Prior Fiscal Year","20","Yes"
"2021","Coleman","2-Abilene","5 Years Prior","13","No"
"2021","Coleman","2-Abilene","5 Years Prior","22","Yes"
"2021","Coleman","2-Abilene","First 6 Months of FY","11","No"
"2021","Collin","3-Arlington","Prior Fiscal Year","482","No"
"2021","Collin","3-Arlington","Prior Fiscal Year","127","Yes"
"2021","Collin","3-Arlington","5 Years Prior","413","No"
"2021","Collin","3-Arlington","5 Years Prior","198","Yes"
"2021","Collin","3-Arlington","First 6 Months of FY","288","No"
"2021","Collin","3-Arlington","First 6 Months of FY","52","Yes"
"2021","Collingsworth","1-Lubbock","Prior Fiscal Year","5","No"
"2021","Collingsworth","1-Lubbock","Prior Fiscal Year","4","Yes"
"2021","Collingsworth","1-Lubbock","5 Years Prior","1","No"
"2021","Collingsworth","1-Lubbock","5 Years Prior","2","Yes"
"2021","Collingsworth","1-Lubbock","First 6 Months of FY","2","No"
"2021","Colorado","6-Houston","Prior Fiscal Year","9","No"
"2021","Colorado","6-Houston","Prior Fiscal Year","7","Yes"
"2021","Colorado","6-Houston","5 Years Prior","13","No"
"2021","Colorado","6-Houston","5 Years Prior","3","Yes"
"2021","Colorado","6-Houston","First 6 Months of FY","3","No"
"2021","Comal","8-San Antonio","Prior Fiscal Year","176","No"
"2021","Comal","8-San Antonio","Prior Fiscal Year","56","Yes"
"2021","Comal","8-San Antonio","5 Years Prior","174","No"
"2021","Comal","8-San Antonio","5 Years Prior","142","Yes"
"2021","Comal","8-San Antonio","First 6 Months of FY","83","No"
"2021","Comal","8-San Antonio","First 6 Months of FY","16","Yes"
"2021","Comanche","2-Abilene","Prior Fiscal Year","28","No"
"2021","Comanche","2-Abilene","Prior Fiscal Year","12","Yes"
"2021","Comanche","2-Abilene","5 Years Prior","19","No"
"2021","Comanche","2-Abilene","5 Years Prior","9","Yes"
"2021","Comanche","2-Abilene","First 6 Months of FY","6","No"
"2021","Concho","9-Midland","Prior Fiscal Year","2","No"
"2021","Concho","9-Midland","Prior Fiscal Year","4","Yes"
"2021","Concho","9-Midland","5 Years Prior","3","No"
"2021","Concho","9-Midland","5 Years Prior","6","Yes"
"2021","Concho","9-Midland","First 6 Months of FY","5","No"
"2021","Cooke","3-Arlington","Prior Fiscal Year","98","No"
"2021","Cooke","3-Arlington","Prior Fiscal Year","11","Yes"
"2021","Cooke","3-Arlington","5 Years Prior","21","No"
"2021","Cooke","3-Arlington","5 Years Prior","26","Yes"
"2021","Cooke","3-Arlington","First 6 Months of FY","64","No"
"2021","Cooke","3-Arlington","First 6 Months of FY","7","Yes"
"2021","Coryell","7-Austin","Prior Fiscal Year","122","No"
"2021","Coryell","7-Austin","Prior Fiscal Year","32","Yes"
"2021","Coryell","7-Austin","5 Years Prior","87","No"
"2021","Coryell","7-Austin","5 Years Prior","85","Yes"
"2021","Coryell","7-Austin","First 6 Months of FY","66","No"
"2021","Coryell","7-Austin","First 6 Months of FY","5","Yes"
"2021","Cottle","2-Abilene","Prior Fiscal Year","4","No"
"2021","Cottle","2-Abilene","Prior Fiscal Year","4","Yes"
"2021","Crane","9-Midland","5 Years Prior","5","No"
"2021","Crockett","9-Midland","Prior Fiscal Year","10","No"
"2021","Crockett","9-Midland","Prior Fiscal Year","3","Yes"
"2021","Crockett","9-Midland","5 Years Prior","2","No"
"2021","Crockett","9-Midland","5 Years Prior","9","Yes"
"2021","Crockett","9-Midland","First 6 Months of FY","1","No"
"2021","Crosby","1-Lubbock","Prior Fiscal Year","14","No"
"2021","Crosby","1-Lubbock","Prior Fiscal Year","1","Yes"
"2021","Crosby","1-Lubbock","5 Years Prior","19","No"
"2021","Crosby","1-Lubbock","5 Years Prior","5","Yes"
"2021","Crosby","1-Lubbock","First 6 Months of FY","6","No"
"2021","Culberson","10-El Paso","Prior Fiscal Year","23","No"
"2021","Culberson","10-El Paso","Prior Fiscal Year","2","Yes"
"2021","Culberson","10-El Paso","5 Years Prior","14","No"
"2021","Culberson","10-El Paso","5 Years Prior","4","Yes"
"2021","Culberson","10-El Paso","First 6 Months of FY","1","No"
"2021","Culberson","10-El Paso","First 6 Months of FY","1","Yes"
"2021","Dallam","1-Lubbock","Prior Fiscal Year","2","No"
"2021","Dallam","1-Lubbock","5 Years Prior","16","No"
"2021","Dallam","1-Lubbock","5 Years Prior","6","Yes"
"2021","Dallam","1-Lubbock","First 6 Months of FY","9","No"
"2021","Dallam","1-Lubbock","First 6 Months of FY","1","Yes"
"2021","Dallas","3-Arlington","Prior Fiscal Year","4286","No"
"2021","Dallas","3-Arlington","Prior Fiscal Year","802","Yes"
"2021","Dallas","3-Arlington","5 Years Prior","1771","No"
"2021","Dallas","3-Arlington","5 Years Prior","1114","Yes"
"2021","Dallas","3-Arlington","First 6 Months of FY","2198","No"
"2021","Dallas","3-Arlington","First 6 Months of FY","240","Yes"
"2021","Dawson","9-Midland","Prior Fiscal Year","16","No"
"2021","Dawson","9-Midland","Prior Fiscal Year","1","Yes"
"2021","Dawson","9-Midland","5 Years Prior","36","No"
"2021","Dawson","9-Midland","5 Years Prior","16","Yes"
"2021","Dawson","9-Midland","First 6 Months of FY","7","No"
"2021","Deaf Smith","1-Lubbock","Prior Fiscal Year","21","No"
"2021","Deaf Smith","1-Lubbock","Prior Fiscal Year","2","Yes"
"2021","Deaf Smith","1-Lubbock","5 Years Prior","33","No"
"2021","Deaf Smith","1-Lubbock","5 Years Prior","26","Yes"
"2021","Deaf Smith","1-Lubbock","First 6 Months of FY","23","No"
"2021","Deaf Smith","1-Lubbock","First 6 Months of FY","6","Yes"
"2021","Delta","4-Tyler","Prior Fiscal Year","11","No"
"2021","Delta","4-Tyler","5 Years Prior","4","No"
"2021","Delta","4-Tyler","5 Years Prior","6","Yes"
"2021","Delta","4-Tyler","First 6 Months of FY","3","No"
"2021","Denton","3-Arlington","Prior Fiscal Year","718","No"
"2021","Denton","3-Arlington","Prior Fiscal Year","178","Yes"
"2021","Denton","3-Arlington","5 Years Prior","274","No"
"2021","Denton","3-Arlington","5 Years Prior","198","Yes"
"2021","Denton","3-Arlington","First 6 Months of FY","375","No"
"2021","Denton","3-Arlington","First 6 Months of FY","46","Yes"
"2021","DeWitt","8-San Antonio","Prior Fiscal Year","13","No"
"2021","DeWitt","8-San Antonio","Prior Fiscal Year","8","Yes"
"2021","DeWitt","8-San Antonio","5 Years Prior","21","No"
"2021","DeWitt","8-San Antonio","5 Years Prior","31","Yes"
"2021","DeWitt","8-San Antonio","First 6 Months of FY","3","No"
"2021","DeWitt","8-San Antonio","First 6 Months of FY","5","Yes"
"2021","Dickens","1-Lubbock","5 Years Prior","4","No"
"2021","Dimmit","8-San Antonio","Prior Fiscal Year","33","No"
"2021","Dimmit","8-San Antonio","Prior Fiscal Year","3","Yes"
"2021","Dimmit","8-San Antonio","5 Years Prior","8","No"
"2021","Dimmit","8-San Antonio","5 Years Prior","19","Yes"
"2021","Dimmit","8-San Antonio","First 6 Months of FY","21","No"
"2021","Dimmit","8-San Antonio","First 6 Months of FY","3","Yes"
"2021","Donley","1-Lubbock","Prior Fiscal Year","3","No"
"2021","Donley","1-Lubbock","5 Years Prior","11","No"
"2021","Donley","1-Lubbock","5 Years Prior","3","Yes"
"2021","Donley","1-Lubbock","First 6 Months of FY","4","No"
"2021","Donley","1-Lubbock","First 6 Months of FY","1","Yes"
"2021","Duval","11-Edinburg","Prior Fiscal Year","49","No"
"2021","Duval","11-Edinburg","Prior Fiscal Year","9","Yes"
"2021","Duval","11-Edinburg","5 Years Prior","21","No"
"2021","Duval","11-Edinburg","5 Years Prior","32","Yes"
"2021","Duval","11-Edinburg","First 6 Months of FY","36","No"
"2021","Duval","11-Edinburg","First 6 Months of FY","18","Yes"
"2021","Eastland","2-Abilene","Prior Fiscal Year","14","No"
"2021","Eastland","2-Abilene","Prior Fiscal Year","12","Yes"
"2021","Eastland","2-Abilene","5 Years Prior","15","No"
"2021","Eastland","2-Abilene","5 Years Prior","19","Yes"
"2021","Eastland","2-Abilene","First 6 Months of FY","21","No"
"2021","Eastland","2-Abilene","First 6 Months of FY","15","Yes"
"2021","Ector","9-Midland","Prior Fiscal Year","152","No"
"2021","Ector","9-Midland","Prior Fiscal Year","48","Yes"
"2021","Ector","9-Midland","5 Years Prior","190","No"
"2021","Ector","9-Midland","5 Years Prior","132","Yes"
"2021","Ector","9-Midland","First 6 Months of FY","133","No"
"2021","Ector","9-Midland","First 6 Months of FY","38","Yes"
"2021","Edwards","8-San Antonio","Prior Fiscal Year","3","No"
"2021","Edwards","8-San Antonio","Prior Fiscal Year","4","Yes"
"2021","Edwards","8-San Antonio","5 Years Prior","2","No"
"2021","Ellis","3-Arlington","Prior Fiscal Year","134","No"
"2021","Ellis","3-Arlington","Prior Fiscal Year","52","Yes"
"2021","Ellis","3-Arlington","5 Years Prior","242","No"
"2021","Ellis","3-Arlington","5 Years Prior","139","Yes"
"2021","Ellis","3-Arlington","First 6 Months of FY","134","No"
"2021","Ellis","3-Arlington","First 6 Months of FY","7","Yes"
"2021","El Paso","10-El Paso","Prior Fiscal Year","1509","No"
"2021","El Paso","10-El Paso","Prior Fiscal Year","350","Yes"
"2021","El Paso","10-El Paso","5 Years Prior","1037","No"
"2021","El Paso","10-El Paso","5 Years Prior","692","Yes"
"2021","El Paso","10-El Paso","First 6 Months of FY","708","No"
"2021","El Paso","10-El Paso","First 6 Months of FY","84","Yes"
"2021","Erath","3-Arlington","Prior Fiscal Year","115","No"
"2021","Erath","3-Arlington","Prior Fiscal Year","31","Yes"
"2021","Erath","3-Arlington","5 Years Prior","56","No"
"2021","Erath","3-Arlington","5 Years Prior","43","Yes"
"2021","Erath","3-Arlington","First 6 Months of FY","47","No"
"2021","Erath","3-Arlington","First 6 Months of FY","8","Yes"
"2021","Falls","7-Austin","Prior Fiscal Year","14","No"
"2021","Falls","7-Austin","Prior Fiscal Year","7","Yes"
"2021","Falls","7-Austin","5 Years Prior","13","No"
"2021","Falls","7-Austin","5 Years Prior","31","Yes"
"2021","Falls","7-Austin","First 6 Months of FY","16","No"
"2021","Falls","7-Austin","First 6 Months of FY","1","Yes"
"2021","Fannin","3-Arlington","Prior Fiscal Year","56","No"
"2021","Fannin","3-Arlington","Prior Fiscal Year","21","Yes"
"2021","Fannin","3-Arlington","5 Years Prior","22","No"
"2021","Fannin","3-Arlington","5 Years Prior","36","Yes"
"2021","Fannin","3-Arlington","First 6 Months of FY","30","No"
"2021","Fannin","3-Arlington","First 6 Months of FY","7","Yes"
"2021","Fayette","7-Austin","Prior Fiscal Year","4","No"
"2021","Fayette","7-Austin","Prior Fiscal Year","5","Yes"
"2021","Fayette","7-Austin","5 Years Prior","7","No"
"2021","Fayette","7-Austin","First 6 Months of FY","12","No"
"2021","Fisher","2-Abilene","Prior Fiscal Year","4","No"
"2021","Fisher","2-Abilene","Prior Fiscal Year","1","Yes"
"2021","Fisher","2-Abilene","5 Years Prior","10","No"
"2021","Fisher","2-Abilene","5 Years Prior","10","Yes"
"2021","Fisher","2-Abilene","First 6 Months of FY","5","No"
"2021","Floyd","1-Lubbock","Prior Fiscal Year","5","No"
"2021","Floyd","1-Lubbock","5 Years Prior","6","No"
"2021","Floyd","1-Lubbock","5 Years Prior","6","Yes"
"2021","Floyd","1-Lubbock","First 6 Months of FY","7","No"
"2021","Foard","2-Abilene","Prior Fiscal Year","1","No"
"2021","Foard","2-Abilene","5 Years Prior","3","Yes"
"2021","Fort Bend","6-Houston","Prior Fiscal Year","578","No"
"2021","Fort Bend","6-Houston","Prior Fiscal Year","91","Yes"
"2021","Fort Bend","6-Houston","5 Years Prior","854","No"
"2021","Fort Bend","6-Houston","5 Years Prior","366","Yes"
"2021","Fort Bend","6-Houston","First 6 Months of FY","256","No"
"2021","Fort Bend","6-Houston","First 6 Months of FY","9","Yes"
"2021","Franklin","4-Tyler","Prior Fiscal Year","20","No"
"2021","Franklin","4-Tyler","Prior Fiscal Year","7","Yes"
"2021","Franklin","4-Tyler","5 Years Prior","10","No"
"2021","Franklin","4-Tyler","5 Years Prior","3","Yes"
"2021","Franklin","4-Tyler","First 6 Months of FY","13","No"
"2021","Franklin","4-Tyler","First 6 Months of FY","2","Yes"
"2021","Freestone","7-Austin","Prior Fiscal Year","4","No"
"2021","Freestone","7-Austin","Prior Fiscal Year","3","Yes"
"2021","Freestone","7-Austin","5 Years Prior","8","No"
"2021","Freestone","7-Austin","5 Years Prior","17","Yes"
"2021","Freestone","7-Austin","First 6 Months of FY","8","No"
"2021","Frio","8-San Antonio","Prior Fiscal Year","54","No"
"2021","Frio","8-San Antonio","Prior Fiscal Year","26","Yes"
"2021","Frio","8-San Antonio","5 Years Prior","28","No"
"2021","Frio","8-San Antonio","5 Years Prior","22","Yes"
"2021","Frio","8-San Antonio","First 6 Months of FY","37","No"
"2021","Frio","8-San Antonio","First 6 Months of FY","8","Yes"
"2021","Gaines","9-Midland","Prior Fiscal Year","25","No"
"2021","Gaines","9-Midland","5 Years Prior","19","No"
"2021","Gaines","9-Midland","5 Years Prior","5","Yes"
"2021","Gaines","9-Midland","First 6 Months of FY","18","No"
"2021","Galveston","6-Houston","Prior Fiscal Year","521","No"
"2021","Galveston","6-Houston","Prior Fiscal Year","111","Yes"
"2021","Galveston","6-Houston","5 Years Prior","541","No"
"2021","Galveston","6-Houston","5 Years Prior","346","Yes"
"2021","Galveston","6-Houston","First 6 Months of FY","389","No"
"2021","Galveston","6-Houston","First 6 Months of FY","20","Yes"
"2021","Garza","1-Lubbock","Prior Fiscal Year","8","No"
"2021","Garza","1-Lubbock","Prior Fiscal Year","1","Yes"
"2021","Garza","1-Lubbock","5 Years Prior","4","No"
"2021","Garza","1-Lubbock","5 Years Prior","2","Yes"
"2021","Gillespie","8-San Antonio","Prior Fiscal Year","19","No"
