"fiscal_year","region_code","region","legal_status","gender","race_ethinicity","age","children_in_dfps_legal_responsibility","average_number_of_days_in_care"
"2021","001","1-Lubbock","PMC - Both Parents' Rights Terminated","Male","African American","14","3","1456"
"2021","001","1-Lubbock","PMC - Both Parents' Rights Terminated","Male","African American","15","1","4577"
"2021","001","1-Lubbock","PMC - Both Parents' Rights Terminated","Male","African American","16","4","1374"
"2021","001","1-Lubbock","PMC - Both Parents' Rights Terminated","Male","African American","17","2","3107"
"2021","001","1-Lubbock","PMC - Both Parents' Rights Terminated","Male","Anglo","0","3","312"
"2021","001","1-Lubbock","PMC - Both Parents' Rights Terminated","Male","Anglo","1","11","758"
"2021","001","1-Lubbock","PMC - Both Parents' Rights Terminated","Male","Anglo","2","3","756"
"2021","001","1-Lubbock","PMC - Both Parents' Rights Terminated","Male","Anglo","3","6","1364"
"2021","001","1-Lubbock","PMC - Both Parents' Rights Terminated","Male","Anglo","4","3","522"
"2021","001","1-Lubbock","PMC - Both Parents' Rights Terminated","Male","Anglo","5","3","890"
"2021","001","1-Lubbock","PMC - Both Parents' Rights Terminated","Male","Anglo","6","4","671"
"2021","001","1-Lubbock","PMC - Both Parents' Rights Terminated","Male","Anglo","7","2","888"
"2021","001","1-Lubbock","PMC - Both Parents' Rights Terminated","Male","Anglo","8","2","822"
"2021","001","1-Lubbock","PMC - Both Parents' Rights Terminated","Male","Anglo","9","5","1079"
"2021","001","1-Lubbock","PMC - Both Parents' Rights Terminated","Male","Anglo","10","8","1746"
"2021","001","1-Lubbock","PMC - Both Parents' Rights Terminated","Male","Anglo","11","3","1050"
"2021","001","1-Lubbock","PMC - Both Parents' Rights Terminated","Male","Anglo","12","5","1001"
"2021","001","1-Lubbock","PMC - Both Parents' Rights Terminated","Male","Anglo","13","5","1739"
"2021","001","1-Lubbock","PMC - Both Parents' Rights Terminated","Male","Anglo","14","2","1703"
"2021","001","1-Lubbock","PMC - Both Parents' Rights Terminated","Male","Anglo","15","6","1444"
"2021","001","1-Lubbock","PMC - Both Parents' Rights Terminated","Male","Anglo","16","11","2014"
"2021","001","1-Lubbock","PMC - Both Parents' Rights Terminated","Male","Anglo","17","6","2694"
"2021","001","1-Lubbock","PMC - Both Parents' Rights Terminated","Male","Asian","3","1","886"
"2021","001","1-Lubbock","PMC - Both Parents' Rights Terminated","Male","Asian","6","1","886"
"2021","001","1-Lubbock","PMC - Both Parents' Rights Terminated","Male","Asian","8","2","730"
"2021","001","1-Lubbock","PMC - Both Parents' Rights Terminated","Male","Hispanic","0","2","280"
"2021","001","1-Lubbock","PMC - Both Parents' Rights Terminated","Male","Hispanic","1","14","744"
"2021","001","1-Lubbock","PMC - Both Parents' Rights Terminated","Male","Hispanic","2","13","1054"
"2021","001","1-Lubbock","PMC - Both Parents' Rights Terminated","Male","Hispanic","3","7","693"
"2021","001","1-Lubbock","PMC - Both Parents' Rights Terminated","Male","Hispanic","4","9","1076"
"2021","001","1-Lubbock","PMC - Both Parents' Rights Terminated","Male","Hispanic","5","7","941"
"2021","001","1-Lubbock","PMC - Both Parents' Rights Terminated","Male","Hispanic","6","6","626"
"2021","001","1-Lubbock","PMC - Both Parents' Rights Terminated","Male","Hispanic","7","5","722"
"2021","001","1-Lubbock","PMC - Both Parents' Rights Terminated","Male","Hispanic","8","7","1005"
"2021","001","1-Lubbock","PMC - Both Parents' Rights Terminated","Male","Hispanic","9","5","1037"
"2021","001","1-Lubbock","PMC - Both Parents' Rights Terminated","Male","Hispanic","10","12","1353"
"2021","001","1-Lubbock","PMC - Both Parents' Rights Terminated","Male","Hispanic","11","6","1103"
"2021","001","1-Lubbock","PMC - Both Parents' Rights Terminated","Male","Hispanic","12","13","1632"
"2021","001","1-Lubbock","PMC - Both Parents' Rights Terminated","Male","Hispanic","13","9","1389"
"2021","001","1-Lubbock","PMC - Both Parents' Rights Terminated","Male","Hispanic","14","11","1608"
"2021","001","1-Lubbock","PMC - Both Parents' Rights Terminated","Male","Hispanic","15","13","1298"
"2021","001","1-Lubbock","PMC - Both Parents' Rights Terminated","Male","Hispanic","16","13","1685"
"2021","001","1-Lubbock","PMC - Both Parents' Rights Terminated","Male","Hispanic","17","11","1768"
"2021","001","1-Lubbock","PMC - Both Parents' Rights Terminated","Male","Other","1","3","468"
"2021","001","1-Lubbock","PMC - Both Parents' Rights Terminated","Male","Other","3","2","850"
"2021","001","1-Lubbock","PMC - Both Parents' Rights Terminated","Male","Other","4","1","872"
"2021","001","1-Lubbock","PMC - Both Parents' Rights Terminated","Male","Other","5","1","579"
"2021","001","1-Lubbock","PMC - Both Parents' Rights Terminated","Male","Other","7","3","729"
"2021","001","1-Lubbock","PMC - Both Parents' Rights Terminated","Male","Other","8","1","601"
"2021","001","1-Lubbock","PMC - Both Parents' Rights Terminated","Male","Other","10","1","601"
"2021","001","1-Lubbock","PMC - Both Parents' Rights Terminated","Male","Other","13","2","1236"
"2021","001","1-Lubbock","PMC - Both Parents' Rights Terminated","Male","Other","15","1","977"
"2021","001","1-Lubbock","PMC - Both Parents' Rights Terminated","Male","Other","16","1","1539"
"2021","001","1-Lubbock","PMC - One Parent's Rights Terminated","Female","Anglo","4","1","739"
"2021","001","1-Lubbock","PMC - One Parent's Rights Terminated","Female","Hispanic","4","1","958"
"2021","001","1-Lubbock","PMC - One Parent's Rights Terminated","Female","Hispanic","5","2","990"
"2021","001","1-Lubbock","PMC - One Parent's Rights Terminated","Female","Hispanic","13","2","1611"
"2021","001","1-Lubbock","PMC - One Parent's Rights Terminated","Female","Hispanic","15","1","993"
"2021","001","1-Lubbock","PMC - One Parent's Rights Terminated","Female","Hispanic","16","1","993"
"2021","001","1-Lubbock","PMC - One Parent's Rights Terminated","Female","Hispanic","17","1","1146"
"2021","001","1-Lubbock","PMC - One Parent's Rights Terminated","Female","Other","3","1","579"
"2021","001","1-Lubbock","PMC - One Parent's Rights Terminated","Female","Other","16","1","1398"
"2021","001","1-Lubbock","PMC - One Parent's Rights Terminated","Male","African American","17","1","1282"
"2021","001","1-Lubbock","PMC - One Parent's Rights Terminated","Male","Anglo","5","1","701"
"2021","001","1-Lubbock","PMC - One Parent's Rights Terminated","Male","Anglo","14","1","693"
"2021","001","1-Lubbock","PMC - One Parent's Rights Terminated","Male","Anglo","15","1","758"
"2021","001","1-Lubbock","PMC - One Parent's Rights Terminated","Male","Anglo","17","1","1202"
"2021","001","1-Lubbock","PMC - One Parent's Rights Terminated","Male","Hispanic","3","1","1166"
"2021","001","1-Lubbock","PMC - One Parent's Rights Terminated","Male","Hispanic","12","1","994"
"2021","001","1-Lubbock","PMC - One Parent's Rights Terminated","Male","Hispanic","13","1","1132"
"2021","001","1-Lubbock","PMC - One Parent's Rights Terminated","Male","Hispanic","14","1","617"
"2021","001","1-Lubbock","PMC - One Parent's Rights Terminated","Male","Hispanic","16","1","273"
"2021","001","1-Lubbock","PMC - One Parent's Rights Terminated","Male","Hispanic","17","1","838"
"2021","001","1-Lubbock","Permanent Managing Conservatorship (PMC)","Female","African American","2","1","1029"
"2021","001","1-Lubbock","Permanent Managing Conservatorship (PMC)","Female","African American","3","1","544"
"2021","001","1-Lubbock","Permanent Managing Conservatorship (PMC)","Female","African American","5","1","1030"
"2021","001","1-Lubbock","Permanent Managing Conservatorship (PMC)","Female","African American","9","2","1134"
"2021","001","1-Lubbock","Permanent Managing Conservatorship (PMC)","Female","African American","11","3","1866"
"2021","001","1-Lubbock","Permanent Managing Conservatorship (PMC)","Female","African American","14","1","3330"
"2021","001","1-Lubbock","Permanent Managing Conservatorship (PMC)","Female","African American","16","2","1895"
"2021","001","1-Lubbock","Permanent Managing Conservatorship (PMC)","Female","Anglo","3","1","739"
"2021","001","1-Lubbock","Permanent Managing Conservatorship (PMC)","Female","Anglo","4","1","1152"
"2021","001","1-Lubbock","Permanent Managing Conservatorship (PMC)","Female","Anglo","12","1","887"
"2021","001","1-Lubbock","Permanent Managing Conservatorship (PMC)","Female","Anglo","15","1","2589"
"2021","001","1-Lubbock","Permanent Managing Conservatorship (PMC)","Female","Anglo","16","2","552"
"2021","001","1-Lubbock","Permanent Managing Conservatorship (PMC)","Female","Anglo","17","4","1080"
"2021","001","1-Lubbock","Permanent Managing Conservatorship (PMC)","Female","Asian","17","1","805"
"2021","001","1-Lubbock","Permanent Managing Conservatorship (PMC)","Female","Hispanic","1","1","442"
"2021","001","1-Lubbock","Permanent Managing Conservatorship (PMC)","Female","Hispanic","2","1","658"
"2021","001","1-Lubbock","Permanent Managing Conservatorship (PMC)","Female","Hispanic","3","1","722"
"2021","001","1-Lubbock","Permanent Managing Conservatorship (PMC)","Female","Hispanic","4","1","551"
"2021","001","1-Lubbock","Permanent Managing Conservatorship (PMC)","Female","Hispanic","7","1","551"
"2021","001","1-Lubbock","Permanent Managing Conservatorship (PMC)","Female","Hispanic","8","2","802"
"2021","001","1-Lubbock","Permanent Managing Conservatorship (PMC)","Female","Hispanic","9","3","697"
"2021","001","1-Lubbock","Permanent Managing Conservatorship (PMC)","Female","Hispanic","10","1","881"
"2021","001","1-Lubbock","Permanent Managing Conservatorship (PMC)","Female","Hispanic","13","1","986"
"2021","001","1-Lubbock","Permanent Managing Conservatorship (PMC)","Female","Hispanic","14","4","976"
"2021","001","1-Lubbock","Permanent Managing Conservatorship (PMC)","Female","Hispanic","15","1","992"
"2021","001","1-Lubbock","Permanent Managing Conservatorship (PMC)","Female","Hispanic","16","3","1235"
"2021","001","1-Lubbock","Permanent Managing Conservatorship (PMC)","Female","Other","13","1","839"
"2021","001","1-Lubbock","Permanent Managing Conservatorship (PMC)","Male","African American","9","1","545"
"2021","001","1-Lubbock","Permanent Managing Conservatorship (PMC)","Male","African American","10","1","545"
"2021","001","1-Lubbock","Permanent Managing Conservatorship (PMC)","Male","African American","14","2","1250"
"2021","001","1-Lubbock","Permanent Managing Conservatorship (PMC)","Male","African American","15","1","4082"
"2021","001","1-Lubbock","Permanent Managing Conservatorship (PMC)","Male","African American","16","1","512"
"2021","001","1-Lubbock","Permanent Managing Conservatorship (PMC)","Male","African American","17","2","2903"
"2021","001","1-Lubbock","Permanent Managing Conservatorship (PMC)","Male","Anglo","11","1","529"
"2021","001","1-Lubbock","Permanent Managing Conservatorship (PMC)","Male","Anglo","13","1","1239"
"2021","001","1-Lubbock","Permanent Managing Conservatorship (PMC)","Male","Anglo","14","3","734"
"2021","001","1-Lubbock","Permanent Managing Conservatorship (PMC)","Male","Anglo","15","1","831"
"2021","001","1-Lubbock","Permanent Managing Conservatorship (PMC)","Male","Anglo","16","3","1883"
"2021","001","1-Lubbock","Permanent Managing Conservatorship (PMC)","Male","Anglo","17","3","655"
"2021","001","1-Lubbock","Permanent Managing Conservatorship (PMC)","Male","Asian","8","1","364"
"2021","001","1-Lubbock","Permanent Managing Conservatorship (PMC)","Male","Hispanic","4","1","658"
"2021","001","1-Lubbock","Permanent Managing Conservatorship (PMC)","Male","Hispanic","5","1","658"
"2021","001","1-Lubbock","Permanent Managing Conservatorship (PMC)","Male","Hispanic","6","1","1153"
"2021","001","1-Lubbock","Permanent Managing Conservatorship (PMC)","Male","Hispanic","11","1","1029"
"2021","001","1-Lubbock","Permanent Managing Conservatorship (PMC)","Male","Hispanic","14","2","924"
"2021","001","1-Lubbock","Permanent Managing Conservatorship (PMC)","Male","Hispanic","15","3","520"
"2021","001","1-Lubbock","Permanent Managing Conservatorship (PMC)","Male","Hispanic","16","4","547"
"2021","001","1-Lubbock","Permanent Managing Conservatorship (PMC)","Male","Hispanic","17","2","1084"
"2021","001","1-Lubbock","Permanent Managing Conservatorship (PMC)","Male","Other","10","1","81"
"2021","001","1-Lubbock","Permanent Managing Conservatorship (PMC)","Male","Other","12","1","949"
"2021","001","1-Lubbock","Permanent Managing Conservatorship (PMC)","Male","Other","14","1","648"
"2021","001","1-Lubbock","Permanent Managing Conservatorship (PMC)","Male","Other","16","1","573"
"2021","001","1-Lubbock","Permanent Managing Conservatorship (PMC)","Male","Other","17","1","1099"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","African American","0","3","135"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","African American","1","4","211"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","African American","2","5","425"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","African American","3","2","430"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","African American","4","4","294"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","African American","5","2","175"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","African American","6","4","248"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","African American","7","2","84"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","African American","8","2","320"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","African American","9","1","46"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","African American","10","1","539"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","African American","11","2","335"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","African American","12","2","455"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","African American","14","3","275"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","African American","15","1","64"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","African American","16","1","554"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","African American","17","2","317"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","Anglo","0","28","198"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","Anglo","1","22","348"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","Anglo","2","12","363"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","Anglo","3","10","344"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","Anglo","4","12","243"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","Anglo","5","5","279"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","Anglo","6","11","476"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","Anglo","7","3","450"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","Anglo","8","5","299"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","Anglo","9","6","106"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","Anglo","10","2","37"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","Anglo","11","2","73"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","Anglo","12","7","264"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","Anglo","13","8","251"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","Anglo","14","6","262"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","Anglo","15","4","307"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","Anglo","16","7","484"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","Anglo","17","5","256"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","Asian","0","1","286"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","Asian","2","1","392"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","Asian","4","1","222"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","Asian","8","1","334"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","Hispanic","0","31","302"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","Hispanic","1","28","300"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","Hispanic","2","23","463"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","Hispanic","3","19","512"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","Hispanic","4","17","292"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","Hispanic","5","17","328"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","Hispanic","6","20","209"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","Hispanic","7","14","367"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","Hispanic","8","10","307"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","Hispanic","9","11","406"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","Hispanic","10","10","308"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","Hispanic","11","7","251"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","Hispanic","12","10","367"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","Hispanic","13","14","302"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","Hispanic","14","12","243"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","Hispanic","15","12","215"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","Hispanic","16","9","318"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","Hispanic","17","8","386"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","Other","0","4","150"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","Other","1","5","247"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","Other","2","2","107"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","Other","3","1","502"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","Other","4","4","97"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","Other","5","2","299"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","Other","6","1","481"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","Other","8","1","838"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","Other","9","1","228"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","Other","10","3","261"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","Other","11","2","19"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","Other","12","1","111"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","Other","13","3","228"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","Other","14","1","259"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","Other","15","2","228"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","Other","16","1","280"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Female","Other","17","2","269"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Male","African American","0","7","104"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Male","African American","1","1","449"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Male","African American","2","3","380"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Male","African American","3","3","185"
"2021","001","1-Lubbock","Temporary Managing Conservatorship (TMC)","Male","African American","4","4","294"
