"license_type","license_number","business_county","business_name","business_address_line1","business_address_line2","business_city_state_zip","business_telephone","license_expiration_date_mmddccyy","owner_name","mailing_address_line1","mailing_address_line2","mailing_address_city_state_zip","mailing_address_county_code","mailing_address_county","mailing_address_zip","owner_telephone","license_subtype","continuing_education_flag"
"Barber Shop","5449","PARKER","LENORA'S BARBER SHOP","1091 POOLVILLE CUT-OFF RD",,"POOLVILLE TX 76487","8175237556","12/01/2023","LENORA'S BARBER SHOP","1091 POOLVILLE CUT OFF RD",,"POOLVILLE TX 76487-3605","367","PARKER","76487",,"BS","N"
"Barber Shop","230743","HARRIS","HIGH DEFINITION HD BARBERSHOP","18038 FM 529",,"CYPRESS TX 77433","8328914282","07/15/2023","HIGH DEFINITION HD BARBERSHOP","5926 E STONEYGROVE LOOP",,"HOUSTON TX 77084-2192","201","HARRIS","77433",,"BS","N"
"Barber Shop","229476","TAYLOR","HAIRCRAZESALON","3241 STH 1ST ST",,"ABILENE TX 79605","3255184496","01/20/2022","HAIRCRAZESALON","697 MCCARTNEY LN",,"TYE TX 79563-2213","441","TAYLOR","79605",,"BS","N"
"Barber Shop","231205","MIDLAND","APOLLO BARBER STUDIO","203 W WALL ST STE107",,"MIDLAND TX 79701","4322885097","03/16/2024","APOLLO BARBER STUDIO","5801 SABINE DR",,"MIDLAND TX 79707-3194","329","MIDLAND","79701",,"BS","N"
"Barber Shop","10445","TITUS","MCCOO BARBER SHOP","1103 SCHOOL ST",,"MT PLEASANT TX 75455","9035777300","10/07/2022","MCCOO BARBER SHOP","1103 SCHOOL ST",,"MT PLEASANT TX 75455-4250","449","TITUS","75455",,"BS","N"
"Barber Shop","228691","TRAVIS","TWO WILD SISTERS STUDIO","12016 W US 290 HWY",,"AUSTIN TX 78737","5123941800","01/17/2023","TWO WILD SISTERS STUDIO","398 PEABODY PL",,"DRIPPING SPRINGS TX 78620-3400","453","HAYS","78737",,"BS","N"
"Barber Shop","11668","HARRIS","STUBBLEFIELD BARBER SHOP","2214 JENSEN DRIVE",,"HOUSTON TX 77026","7132268030","10/29/2022","STUBBLEFIELD BARBER SHOP","2214 JENSEN DR",,"HOUSTON TX 77026-6919","201","HARRIS","77026",,"BS","N"
"Barber Shop","227749","MCLENNAN","I AM BARBERSHOP","8055 NORTH I 35",,"ROBINSON TX 76706","2546409032","12/03/2023","I AM BARBERSHOP","6536 SENDERO LN",,"WACO TX 76712-7576","309","MCLENNAN","76706",,"BS","N"
"Barber Shop","225987","COMAL","SALONS BY JC","349 CREEKSIDE WAY",,"NEW BRAUNFELS TX 78130","8306252060","11/18/2022","SALONS BY JC","349 CREEKSIDE WAY",,"NEW BRAUNFELS TX 78130-6394","91","COMAL","78130",,"BS","N"
"Barber Shop","227037","HARRIS","TEXAS BARBER SHOP","5350 ANTOINE DR",,"HOUSTON TX 77091","2819036512","04/01/2021","TEXAS BARBER SHOP","5349 ANTOINE DR",,"HOUSTON TX 77091-4909","201","HARRIS","77091",,"BS","N"
"Barber Shop","225975","HARRIS","MANY HATS HAIR SALON","8009 MILEY",,"HOUSTON TX 77028","8322502616","11/12/2022","MANY HATS HAIR SALON","PO BOX 60083",,"HOUSTON TX 77205-0083","201","HARRIS","77028",,"BS","N"
"Barber Shop","226566","CAMERON","CUTS BY CHRIS","13982 BUS 83",,"LA FERIA TX 78559","9562269354","11/04/2023","CUTS BY CHRIS","762 NANTUCKET DR",,"HARLINGEN TX 78550-3564","61","CAMERON","78559",,"BS","N"
"Barber Shop","211557","TRAVIS","GREAT HAIR CUTS","5400 BRODIE LANE #730",,"AUSTIN TX 78745","5123008355","12/01/2022","GREAT HAIR CUTS","16 HEDGE LN",,"AUSTIN TX 78746-3207","453","TRAVIS","78745",,"BS","N"
"Barber Shop","230215","PARKER","THE WEATHERFORD BOUTIQUE & SALON","1715 FORT WORTH HIGHWAY",,"WEATHERFORD TX 76086","8173004355","12/08/2022","THE WEATHERFORD BOUTIQUE & SALON","1715 FORT WORTH HWY",,"WEATHERFORD TX 76086-3609","367","PARKER","76086",,"BS","N"
"Barber Shop","230857","DALLAS","HIGH AND TIGHT BARBERSHOP","2701 MAIN STREET STE 190",,"DALLAS TX 75226","2147411744","09/03/2023","HIGH AND TIGHT BARBERSHOP","PO BOX 494798",,"GARLAND TX 75049-4798","113","DALLAS","75226",,"BS","N"
"Barber Shop","229637","HARRIS","ESCOBARBERSHOP","4503 TREASCHWIG RD",,"SPRING TX 77373","3462478686","03/18/2022","ESCOBARBERSHOP","319 SULKY TRAIL ST",,"HOUSTON TX 77060-4144","201","HARRIS","77373",,"BS","N"
"Barber Shop","227237","TRAVIS","TUNE UP","13376 RESEARCH BLVD NO 512",,"AUSTIN TX 78750-2256","5124315395","06/28/2023","TUNE UP","13376 N HIGHWAY 183 STE 512",,"AUSTIN TX 78750-2256","453","TRAVIS","78750",,"BS","N"
"Barber Shop","229160","MONTGOMERY","SUPER MAK BARBER SHOP","37127 FM 1774",,"MAGNOLIA TX 77355-2731","8327560798","08/05/2023","SUPER MAK BARBER SHOP","622 OAK HILL LN",,"PINEHURST TX 77362-2601","339","MONTGOMERY","77355",,"BS","N"
"Barber Shop","230381","TARRANT","SUPERCUTS #81331","1530 E DEBBIE LN","SUITE 250","MANSFIELD TX 76063","8179228855","02/23/2023","SUPERCUTS #81331","4100 INTERNATIONAL PLZ STE 250",,"FORT WORTH TX 76109-4841","439","TARRANT","76063",,"BS","N"
"Barber Shop","7382","HARRIS","ANNA'S BARBER SHOP","3408 PARKER RD",,"HOUSTON TX 77093","7136970723","01/05/2024","ANNA'S BARBER SHOP","3408 PARKER RD",,"HOUSTON TX 77093-5615","201","HARRIS","77093",,"BS","N"
"Barber Shop","228829","HARRIS","HAIR BY NORMA","13027 HIRAM CLARKE SUITE B",,"HOUSTON TX 77045","7137261987","05/24/2023","HAIR BY NORMA","13027 HIRAM CLARKE RD STE B",,"HOUSTON TX 77045-3204","201","HARRIS","77045",,"BS","N"
"Barber Shop","230647","MCLENNAN","GAME DAY CUTTS","6001 W WACO DR SPACE 48",,"WACO TX 76710","2543394034","06/10/2023","GAME DAY CUTTS","PO BOX 5254",,"WACO TX 76708-0254","309","MCLENNAN","76710",,"BS","N"
"Barber Shop","231406","HARRIS","EL SALVADOR BARBER SHOP","6511 ANTOINE DR",,"HOUSTON TX 77091","6313126598","05/26/2024","EL SALVADOR BARBER SHOP","10418 S OSWEGO ST",,"HOUSTON TX 77029-2148","201","HARRIS","77091",,"BS","N"
"Barber Shop","206865","MONTGOMERY","PARKS BARBERSHOP & SALON","5818 FM 1488",,"MAGNOLIA TX 77354","2812524088","12/01/2022","PARKS BARBERSHOP & SALON","5818 FM 1488 RD",,"MAGNOLIA TX 77354-2404","339","MONTGOMERY","77354",,"BS","N"
"Barber Shop","227872","CARSON","1ST STREET SALON","501 W 1ST STREET",,"PANHANDLE TX 79068","8066633884","11/14/2023","1ST STREET SALON","348 COUNTY ROAD 305",,"PANHANDLE TX 79068-7217","65","CARSON","79068",,"BS","N"
"Barber Shop","223405","BRAZORIA","LOUIE'S BARBER SHOP","117 SOUTH BROOKS",,"BRAZORIA TX 77422","9797988080","03/31/2024","LOUIE'S BARBER SHOP","PO BOX 1917",,"BRAZORIA TX 77422-1917","39","BRAZORIA","77422",,"BS","N"
"Barber Shop","226135","HARRIS","CLIPPERS & FADES BARBERSHOP","3315 ALDINE MAIL ROUTE",,"HOUSTON TX 77039","7134129616","03/05/2023","CLIPPERS & FADES BARBERSHOP","12506 BUCKLAND LN",,"HOUSTON TX 77039-4408","201","HARRIS","77039",,"BS","N"
"Barber Shop","226143","MARION","THE BARBER SHOP","5519 STATE HIGHWAY 49",,"JEFFERSON TX 75657-7359","9036658112","10/15/2023","THE BARBER SHOP","5519 STATE HIGHWAY 49",,"JEFFERSON TX 75657-7359","315","MARION","75657",,"BS","N"
"Barber Shop","222397","JEFFERSON","FREDDIE'S HAIR KUTZ","1101 GULFWAY DRIVE",,"PORT ARTHUR TX 77640","4094606575","08/06/2023","FREDDIE'S HAIR KUTZ","5116 LAKESIDE DR",,"PORT ARTHUR TX 77642-1144","245","JEFFERSON","77640",,"BS","N"
"Barber Shop","225293","DALLAS","RAZORBOY CUTTS & STYLES","3662 W CAMP WISDOM RD STE 1040",,"DALLAS TX 75237-2566","4697034360","07/31/2021","RAZORBOY CUTTS & STYLES","3208 KATHY LN",,"FT WORTH TX 76123-2046","113","TARRANT","75237",,"BS","N"
"Barber Shop","4743","JEFFERSON","SADIE BARBERESSE","2516 MAGNOLIA ST",,"BEAUMONT TX 77703","4098339237","02/07/2023","SADIE BARBERESSE","2516 MAGNOLIA ST",,"BEAUMONT TX 77703-5318","245","JEFFERSON","77703",,"BS","N"
"Barber Shop","230324","HARRIS","FADED UNIVERSE","16952 HIGHWAY 3",,"WEBSTER TX 77598","2818767362","02/01/2023","FADED UNIVERSE","PO BOX 58865",,"WEBSTER TX 77598-8865","201","HARRIS","77598",,"BS","N"
"Barber Shop","227100","DENTON","ROANOKEBARBER.COM","STE 103","610 E. BYRON NELSON BLVD","ROANOKE TX 76262","2142184179","09/21/2022","ROANOKEBARBER.COM","2301 WESTWAY AVE",,"GARLAND TX 75042-8349","121","DALLAS","76262",,"BS","N"
"Barber Shop","231010","HIDALGO","NEXTUP BARBER STUDIO","2604 N RAUL LONGORIA RD",,"SAN JUAN TX 78589","9565409895","11/26/2023","NEXTUP BARBER STUDIO","4800 INCA DR SAN JUAN TX",,"SAN JUAN TX 78589-4955","215","HIDALGO","78589",,"BS","N"
"Barber Shop","227714","HARRIS","JERRYS STYLE SHOP","15427 POST OAK",,"HOUSTON TX 77053","7134342393","01/28/2024","JERRYS STYLE SHOP","15427 S POST OAK RD STE A",,"HOUSTON TX 77053-2153","201","HARRIS","77053",,"BS","N"
"Barber Shop","223662","GALVESTON","MR. CUT BARBER & SALON","4014 FM 528",,"FRIENDSWOOD TX 77546","2814826320","06/05/2024","MR. CUT BARBER & SALON","4014 E FM 528 RD",,"FRIENDSWOOD TX 77546-5002","167","GALVESTON","77546",,"BS","N"
"Barber Shop","230943","TARRANT","CLOSE KNIT BARBERSHOP","601 S MAIN ST STE 103",,"GRAPEVINE TX 76051-5383","8179072686","10/14/2023","CLOSE KNIT BARBERSHOP","601 S MAIN ST STE 103",,"GRAPEVINE TX 76051-5383","439","TARRANT","76051",,"BS","N"
"Barber Shop","227821","BRAZOS","THE HUDSON BARBER EMPORIUM LLC","213 S. MAIN ST.","SUITE B","BRYAN TX 77803","9794926107","12/05/2023","THE HUDSON BARBER EMPORIUM LLC","2319 OXFORD ST",,"BRYAN TX 77802-1942","41","BRAZOS","77803",,"BS","N"
"Barber Shop","227455","MONTGOMERY","SHEPARD'S BARBER SHOP","116 SIMONTON ST",,"CONROE TX 77301-2862","9365226925","03/29/2023","SHEPARD'S BARBER SHOP","116 SIMONTON ST",,"CONROE TX 77301-2862","339","MONTGOMERY","77301",,"BS","N"
"Barber Shop","223844","EL PASO","LUIS HAIR CUTS","901 HUCKLEBERRY",,"EL PASO TX 79903","9159997042","08/27/2022","LUIS HAIR CUTS","901 HUCKLEBERRY ST",,"EL PASO TX 79903-4807","141","EL PASO","79903",,"BS","N"
"Barber Shop","211869","LUBBOCK","PETRA HAIR DESIGN","5202 SLIDE ROAD",,"LUBBOCK TX 79414","8067854440","01/03/2024","PETRA HAIR DESIGN","5202 SLIDE RD",,"LUBBOCK TX 79414-3724","303","LUBBOCK","79414",,"BS","N"
"Barber Shop","228191","BEXAR","ANOTHER BLESSED CREATION BARBERSHOP","7303 MARBACH RD STE 105",,"SAN ANTONIO TX 78227-1917","8302129117","04/25/2022","ANOTHER BLESSED CREATION BARBERSHOP","9623 HILLSIDE TRL",,"SAN ANTONIO TX 78250-1731","29","BEXAR","78227",,"BS","N"
"Barber Shop","222720","HARRIS","NEXT LEVEL KUTS","7825 OLD 1960 RD WEST SUITE C",,"HUMBLE TX 77338","8322297745","05/29/2023","NEXT LEVEL KUTS","7825 FM 1960 RD W STE B",,"HUMBLE TX 77338-4235","201","HARRIS","77338",,"BS","N"
"Barber Shop","231416","NACOGDOCHES","NEW BEGINNINGS BARBERSHOP","203 HURST ST",,"CENTER TX 75965","9365536253","05/31/2024","NEW BEGINNINGS BARBERSHOP","192 COUNTY ROAD 111",,"NACOGDOCHES TX 75965-8669","347","NACOGDOCHES","75965",,"BS","N"
"Barber Shop","226754","HARRIS","CHAMPION BARBER SHOP","16911 OLD LOUETTA RD #2",,"HOUSTON TX 77070","5125905803","04/17/2022","CHAMPION BARBER SHOP","9711 MAGNOLIA RIDGE DR",,"HOUSTON TX 77070-1940","201","HARRIS","77070",,"BS","N"
"Barber Shop","230356","JEFFERSON","DOWNTOWN CUTS AND STYLES BARBER STUDIO","255 OAKLAND ST",,"BEAUMONT TX 77701-2030","4099328966","02/10/2023","DOWNTOWN CUTS AND STYLES BARBER STUDIO","255 OAKLAND ST",,"BEAUMONT TX 77701-2030","245","JEFFERSON","77701",,"BS","N"
"Barber Shop","229040","HIDALGO","COOL CUTS 4 KIDS","1400 E EXPRESS WAY 83","SUITE 140","MCALLEN TX 78503","9566274793","06/04/2021","COOL CUTS 4 KIDS","3340 PABLO KISEL BLVD STE 202",,"BROWNSVILLE TX 78526-4231","215","CAMERON","78503",,"BS","N"
"Barber Shop","230555","CAMERON","LOS PEPES","4174 SOUTHMOST RD STE A",,"BROWNSVILLE TX 78521","9565619172","04/29/2023","LOS PEPES","1769 PALMAS VERDES CT",,"BROWNSVILLE TX 78521-4860","61","CAMERON","78521",,"BS","N"
"Barber Shop","10144","TOM GREEN","TRINITY BARBER & BEAUTY SALON","3402 A ARDEN ROAD",,"SAN ANGELO TX 76901","3253742075","09/01/2022","TRINITY BARBER & BEAUTY SALON","6513 ST GEORGE CT",,"SAN ANGELO TX 76904-9342","451","TOM GREEN","76901",,"BS","N"
"Barber Shop","201313","NAVARRO","STAG HAIR DESIGN","417 N MAIN",,"CORSICANA TX 75110","9038721431","05/10/2023","STAG HAIR DESIGN","417 N MAIN ST",,"CORSICANA TX 75110-4627","349","NAVARRO","75110",,"BS","N"
"Barber Shop","229995","HARRIS","CATRACHA BARBERSHOP","2047 WIRT RD SUITE E",,"HOUSTON TX 77055","8323317698","08/17/2022","CATRACHA BARBERSHOP","3758 ROMA ST",,"HOUSTON TX 77080-2027","201","HARRIS","77055",,"BS","N"
"Barber Shop","205810","HARRIS","ACAPULCO #4","721 TELEPHONE RD",,"HOUSTON TX 77023","7132040976","04/30/2022","ACAPULCO #4","721 TELEPHONE RD",,"HOUSTON TX 77023-3117","201","HARRIS","77023",,"BS","N"
"Barber Shop","229933","HIDALGO","SMOOV BLENDZ BARBERSHOP","1612 BEAUMONT AVE",,"MCALLEN TX 78501-5146","9567776716","07/22/2022","SMOOV BLENDZ BARBERSHOP","1612 BEAUMONT AVE",,"MCALLEN TX 78501-5146","215","HIDALGO","78501",,"BS","N"
"Barber Shop","230525","DENTON","THE BEARDED BARBER CO.","3901 FM 2181 SUITE 130",,"CORINTH TX 76210","9729718451","04/21/2023","THE BEARDED BARBER CO.","2102 DEMARSH LN",,"CORINTH TX 76210-1510","121","DENTON","76210",,"BS","N"
"Barber Shop","200370","DALLAS","GRIFFIN'S BARBERS","129 FARMERS BRANCH SHP CTR",,"FARMERS BRANCH TX 75234","9722474439","04/01/2022","GRIFFIN'S BARBERS","12895 JOSEY LN STE 129",,"DALLAS TX 75234-8302","113","DALLAS","75234",,"BS","N"
"Barber Shop","207311","FORT BEND","THE HAIR PACE","1127 6TH STREET",,"ROSENBERG TX 77471","7134281972","06/29/2022","THE HAIR PACE","2423 CLEARBROOK DR",,"MISSOURI CITY TX 77489-6061","157","FORT BEND","77471",,"BS","N"
"Barber Shop","229218","HAYS","JOHNNY G'S BARBERSHOP","970 FM 967",,"BUDA TX 78610","5127692085","08/30/2023","JOHNNY G'S BARBERSHOP","271 MOONWALKER TRL",,"BUDA TX 78610-3638","209","HAYS","78610",,"BS","N"
"Barber Shop","225999","FORT BEND","SALONS BY JC","6238 HIGHWAY 6",,"MISSOURI CITY TX 77459","8324228384","11/24/2022","SALONS BY JC","6238 HIGHWAY 6",,"MISSOURI CITY TX 77459-3803","157","FORT BEND","77459",,"BS","N"
"Barber Shop","228104","HIDALGO","XPRESS HAIRCUTS INC","3701 COLBATH RD STE 40",,"MCALLEN TX 78503","9566070258","05/08/2022","XPRESS HAIRCUTS INC","306 N MOCKINGBIRD AVE",,"MISSION TX 78572-4765","215","HIDALGO","78503",,"BS","N"
"Barber Shop","231334","HARRIS","PAYTONS CREATIONS BEAUTY & BARBER STUDIO","14207 TOMBALL PARKWAY UNIT B13",,"HOUSTON TX 77038","5044506591","05/02/2024","PAYTONS CREATIONS BEAUTY & BARBER STUDIO","2810 PADDOCK BROOK LN",,"HOUSTON TX 77038-2711","201","HARRIS","77038",,"BS","N"
"Barber Shop","225080","BRAZORIA","TUSCANY VILLAGE SALONS, QUATTRO","2336 N. TEXAS AVE","SUITE 200","PEARLAND TX 77581","9412249121","03/03/2023","TUSCANY VILLAGE SALONS, QUATTRO","1902 AUGUSTA DR APT 33",,"HOUSTON TX 77057-3121","39","HARRIS","77581",,"BS","N"
"Barber Shop","230809","HIDALGO","THE MIDAS TOUCH BARBERSHOP","315 NORTH MAIN STREET",,"DONNA TX 78537","9564163784","08/16/2023","THE MIDAS TOUCH BARBERSHOP","315 NORTH MAIN STREET",,"DONNA TX 78537","215","HIDALGO","78537",,"BS","N"
"Barber Shop","230739","BRAZOS","LEGENDS BARBERSHOP 2","1812 GREENFIELD PLAZA",,"BRYAN TX 77802","9795759617","07/14/2023","LEGENDS BARBERSHOP 2","PO BOX 10602",,"COLLEGE STATION TX 77842-0602","41","BRAZOS","77802",,"BS","N"
"Barber Shop","224627","DALLAS","SUAV'S BARBER SHOP","2110 N GALLOAY AVE STE 110A",,"MESQUITE TX 75150","2144975180","04/05/2024","SUAV'S BARBER SHOP","2113 PINEHURST LN APT 2016",,"MESQUITE TX 75150-7240","113","DALLAS","75150",,"BS","N"
"Barber Shop","228949","WEBB","MY STUDIO BARBERSHOP SUITES","2329 JACAMAN SUITE 3",,"LAREDO TX 78041","9567542199","04/30/2021","MY STUDIO BARBERSHOP SUITES","2329 JACAMAN RD STE 3",,"LAREDO TX 78041-6263","479","WEBB","78041",,"BS","N"
"Barber Shop","12730","HARRIS","MAESTROZ","3100 WESLAYAN STE 100",,"HOUSTON TX 77027","7138778092","11/01/2023","MAESTROZ","3831 SUN VALLEY DR",,"HOUSTON TX 77025-4138","201","HARRIS","77027",,"BS","N"
"Barber Shop","230781","HARRIS","K-COOL CUTZ","7350B JACKRABBIT RD",,"HOUSTON TX 77095","3013265903","07/29/2023","K-COOL CUTZ","12102 ESTELLE LN",,"PINEHURST TX 77362-2200","201","MONTGOMERY","77095",,"BS","N"
"Barber Shop","227536","HARRIS","DA BLOCC BARBERSHOP","3536 LOCKWOOD","SUITE G","HOUSTON TX 77026","8323392969","05/15/2023","DA BLOCC BARBERSHOP","7709 STERLINGSHIRE ST",,"HOUSTON TX 77016-3943","201","HARRIS","77026",,"BS","N"
"Barber Shop","220780","GRAYSON","BILL'S BARBER SHOP","900 S MIRICK",,"DENISON TX 75020","2142057345","03/11/2023","BILL'S BARBER SHOP","900 S MIRICK AVE",,"DENISON TX 75020-5027","181","GRAYSON","75020",,"BS","N"
"Barber Shop","225439","LIBERTY","BARBERSHOP","703 HWY 90",,"LIBERTY TX 77575","9363462075","04/25/2024","BARBERSHOP","1504 N WINFREE ST TRLR 23",,"DAYTON TX 77535-1761","291","LIBERTY","77575",,"BS","N"
"Barber Shop","228097","HARRIS","LUXE AVENUE SALONS","11617 CPRING CYPRESS RD UNIT A",,"TOMBALL TX 77377","2107892491","02/23/2023","LUXE AVENUE SALONS","15407 KENNY DR",,"TOMBALL TX 77377-8630","201","HARRIS","77377",,"BS","N"
"Barber Shop","229466","LAMAR","SO FRESH & SO CLEAN BARBER","115 SW 19TH",,"PARIS TX 75460","9039003108","01/31/2024","SO FRESH & SO CLEAN BARBER","960 8TH ST NW",,"PARIS TX 75460-2402","277","LAMAR","75460",,"BS","N"
"Barber Shop","229677","KAUFMAN","FOREVER FADED HAIR LOUNGE","133 E US HWY 80","SUITE B","FORNEY TX 75126","2144060314","04/27/2022","FOREVER FADED HAIR LOUNGE","2016 UVALDE DR",,"FORNEY TX 75126-5153","257","KAUFMAN","75126",,"BS","N"
"Barber Shop","231265","TRAVIS","THE SHOP BY TRE 2","2310 HIDALGO STREET",,"AUSTIN TX 78702","5125676290","04/06/2024","THE SHOP BY TRE 2","161 BUCKINGHAM DR",,"KYLE TX 78640-5811","453","HAYS","78702",,"BS","N"
"Barber Shop","200598","GRAYSON","IMPERIAL BARBERS","2400 W MORTON",,"DENISON TX 75020","9034655225","09/01/2022","IMPERIAL BARBERS","2400 W MORTON ST",,"DENISON TX 75020-1402","181","GRAYSON","75020",,"BS","N"
"Barber Shop","222130","POTTER","SONCY STREET SALON","3611 SONCY RD","SUITE 4D","AMARILLO TX 79111","8063539000","02/28/2022","SONCY STREET SALON","4112 WINCHESTER RD",,"AMARILLO TX 79102-1726","375","POTTER","79111",,"BS","N"
"Barber Shop","12112","TRINITY","NO DOUBTS","107 E CAROLINE",,"TRINITY TX 75862","9362936011","04/29/2024","NO DOUBTS","PO BOX 1322",,"TRINITY TX 75862-1322","455","TRINITY","75862",,"BS","N"
"Barber Shop","5512","TAYLOR","CLEM'S BARBER SHOP","2602 SOUTH 7TH",,"ABILENE TX 79605","3256955903","06/29/2022","CLEM'S BARBER SHOP","817 ALAMEDA RD",,"ABILENE TX 79605-3532","441","TAYLOR","79605",,"BS","N"
"Barber Shop","228680","EL PASO","OSCAR'S BARBER SHOP","3536 PERA DR",,"EL PASO TX 79905","9153730447","02/17/2023","OSCAR'S BARBER SHOP","11055 STONEBRIDGE DR",,"EL PASO TX 79934-3016","141","EL PASO","79905",,"BS","N"
"Barber Shop","231059","BEXAR","CUTS FROM THE HART","5230 SAN PEDRO AVE SUITE 4",,"SAN ANTONIO TX 78212","2108751117","12/28/2023","CUTS FROM THE HART","9902 VILLAGE BRIAR",,"SAN ANTONIO TX 78250-5729","29","BEXAR","78212",,"BS","N"
"Barber Shop","206614","POTTER","UNION BARBER SHOP","1019 N HUGHES",,"AMARILLO TX 79107","8063739086","10/30/2023","UNION BARBER SHOP","1019 N HUGHES ST",,"AMARILLO TX 79107-3341","375","POTTER","79107",,"BS","N"
"Barber Shop","231376","HARRIS","MAI'S BARBER","24224 NORTHWEST FWY STE 530",,"CYPRESS TX 77429-5683","4083187641","05/18/2024","MAI'S BARBER","6314 BRIGHT FALLS LN",,"KATY TX 77449-2338","201","HARRIS","77429",,"BS","N"
"Barber Shop","224362","NUECES","LOUIE B'S","316 W AVE J",,"ROBSTOWN TX 78380","3617655275","11/26/2023","LOUIE B'S","920 W AVENUE J",,"ROBSTOWN TX 78380-2512","355","NUECES","78380",,"BS","N"
"Barber Shop","227844","SMITH","JIM'S BARBER SHOP","3001 E 5TH ST STE B",,"TYLER TX 75701-5102","9035662577","11/21/2021","JIM'S BARBER SHOP","3001 E 5TH ST STE B",,"TYLER TX 75701-5102","423","SMITH","75701",,"BS","N"
"Barber Shop","230061","TRAVIS","VERY GOOD BARBER","1509 E 13TH ST UNIT B",,"AUSTIN TX 78702-1101","5125171471","09/17/2022","VERY GOOD BARBER","1509 E 13TH ST UNIT B",,"AUSTIN TX 78702-1101","453","TRAVIS","78702",,"BS","N"
"Barber Shop","230651","DALLAS","MEDALLION BARBERS","6464 E NORTHWEST HWY SUITE 341",,"DALLAS TX 75214-7801","2143693587","06/14/2023","MEDALLION BARBERS","6464 E NORTHWEST HWY STE 341",,"DALLAS TX 75214-7801","113","DALLAS","75214",,"BS","N"
"Barber Shop","4543","TARRANT","JACK'S CLIP JOINT","400 CRESTVIEW",,"KENNEDALE TX 76060","8172719096","07/08/2022","JACK'S CLIP JOINT","9611 COUNTY ROAD 528",,"BURLESON TX 76028-1037","439","JOHNSON","76060",,"BS","N"
"Barber Shop","230361","TAYLOR","PENNEY OPCO LLC #0485","4310 BUFFALO GAP RD",,"ABILENE TX 79606-2700","3256952292","02/10/2023","PENNEY OPCO LLC #0485","PO BOX 45057",,"SALT LAKE CITY UT 84145-0057","441","OUT OF STATE","79606",,"BS","N"
