"fiscal_year","county","region","when_exited","children_served","repeat_victims"
"2021","Bexar","8-San Antonio","Prior Fiscal Year","709","No"
"2021","Bexar","8-San Antonio","Prior Fiscal Year","182","Yes"
"2021","Bexar","8-San Antonio","5 Years Prior","439","No"
"2021","Bexar","8-San Antonio","5 Years Prior","376","Yes"
"2021","Bexar","8-San Antonio","First 6 Months of FY","315","No"
"2021","Bexar","8-San Antonio","First 6 Months of FY","50","Yes"
"2021","Blanco","7-Austin","Prior Fiscal Year","4","No"
"2021","Blanco","7-Austin","Prior Fiscal Year","1","Yes"
"2021","Blanco","7-Austin","5 Years Prior","4","Yes"
"2021","Blanco","7-Austin","First 6 Months of FY","4","No"
"2021","Borden","9-Midland","Prior Fiscal Year","2","No"
"2021","Borden","9-Midland","Prior Fiscal Year","1","Yes"
"2021","Bosque","7-Austin","Prior Fiscal Year","11","No"
"2021","Bosque","7-Austin","Prior Fiscal Year","2","Yes"
"2021","Bosque","7-Austin","5 Years Prior","11","No"
"2021","Bosque","7-Austin","5 Years Prior","3","Yes"
"2021","Bosque","7-Austin","First 6 Months of FY","11","No"
"2021","Bowie","4-Tyler","Prior Fiscal Year","58","No"
"2021","Bowie","4-Tyler","Prior Fiscal Year","13","Yes"
"2021","Bowie","4-Tyler","5 Years Prior","66","No"
"2021","Bowie","4-Tyler","5 Years Prior","47","Yes"
"2021","Bowie","4-Tyler","First 6 Months of FY","28","No"
"2021","Bowie","4-Tyler","First 6 Months of FY","2","Yes"
"2021","Brazoria","6-Houston","Prior Fiscal Year","53","No"
"2021","Brazoria","6-Houston","Prior Fiscal Year","19","Yes"
"2021","Brazoria","6-Houston","5 Years Prior","26","No"
"2021","Brazoria","6-Houston","5 Years Prior","16","Yes"
"2021","Brazoria","6-Houston","First 6 Months of FY","28","No"
"2021","Brazoria","6-Houston","First 6 Months of FY","2","Yes"
"2021","Brazos","7-Austin","Prior Fiscal Year","22","No"
"2021","Brazos","7-Austin","Prior Fiscal Year","6","Yes"
"2021","Brazos","7-Austin","5 Years Prior","9","No"
"2021","Brazos","7-Austin","5 Years Prior","8","Yes"
"2021","Brazos","7-Austin","First 6 Months of FY","22","No"
"2021","Brazos","7-Austin","First 6 Months of FY","2","Yes"
"2021","Briscoe","1-Lubbock","5 Years Prior","1","No"
"2021","Brooks","11-Edinburg","Prior Fiscal Year","1","No"
"2021","Brooks","11-Edinburg","Prior Fiscal Year","2","Yes"
"2021","Brooks","11-Edinburg","5 Years Prior","1","No"
"2021","Brooks","11-Edinburg","5 Years Prior","3","Yes"
"2021","Brooks","11-Edinburg","First 6 Months of FY","3","No"
"2021","Brooks","11-Edinburg","First 6 Months of FY","4","Yes"
"2021","Brown","2-Abilene","Prior Fiscal Year","45","No"
"2021","Brown","2-Abilene","Prior Fiscal Year","16","Yes"
"2021","Brown","2-Abilene","5 Years Prior","17","No"
"2021","Brown","2-Abilene","5 Years Prior","15","Yes"
"2021","Brown","2-Abilene","First 6 Months of FY","28","No"
"2021","Brown","2-Abilene","First 6 Months of FY","9","Yes"
"2021","Burleson","7-Austin","Prior Fiscal Year","22","No"
"2021","Burleson","7-Austin","Prior Fiscal Year","9","Yes"
"2021","Burleson","7-Austin","5 Years Prior","8","No"
"2021","Burleson","7-Austin","5 Years Prior","11","Yes"
"2021","Burleson","7-Austin","First 6 Months of FY","15","No"
"2021","Burnet","7-Austin","Prior Fiscal Year","62","No"
"2021","Burnet","7-Austin","Prior Fiscal Year","15","Yes"
"2021","Burnet","7-Austin","5 Years Prior","3","No"
"2021","Burnet","7-Austin","5 Years Prior","8","Yes"
"2021","Burnet","7-Austin","First 6 Months of FY","21","No"
"2021","Caldwell","7-Austin","Prior Fiscal Year","27","No"
"2021","Caldwell","7-Austin","Prior Fiscal Year","6","Yes"
"2021","Caldwell","7-Austin","5 Years Prior","23","No"
"2021","Caldwell","7-Austin","5 Years Prior","16","Yes"
"2021","Caldwell","7-Austin","First 6 Months of FY","19","No"
"2021","Caldwell","7-Austin","First 6 Months of FY","2","Yes"
"2021","Calhoun","8-San Antonio","Prior Fiscal Year","10","No"
"2021","Calhoun","8-San Antonio","Prior Fiscal Year","1","Yes"
"2021","Calhoun","8-San Antonio","5 Years Prior","3","No"
"2021","Calhoun","8-San Antonio","5 Years Prior","8","Yes"
"2021","Calhoun","8-San Antonio","First 6 Months of FY","2","No"
"2021","Callahan","2-Abilene","Prior Fiscal Year","2","No"
"2021","Callahan","2-Abilene","Prior Fiscal Year","8","Yes"
"2021","Callahan","2-Abilene","5 Years Prior","1","No"
"2021","Cameron","11-Edinburg","Prior Fiscal Year","150","No"
"2021","Cameron","11-Edinburg","Prior Fiscal Year","68","Yes"
"2021","Cameron","11-Edinburg","5 Years Prior","147","No"
"2021","Cameron","11-Edinburg","5 Years Prior","131","Yes"
"2021","Cameron","11-Edinburg","First 6 Months of FY","65","No"
"2021","Cameron","11-Edinburg","First 6 Months of FY","4","Yes"
"2021","Camp","4-Tyler","Prior Fiscal Year","18","No"
"2021","Camp","4-Tyler","Prior Fiscal Year","1","Yes"
"2021","Camp","4-Tyler","5 Years Prior","7","No"
"2021","Camp","4-Tyler","5 Years Prior","4","Yes"
"2021","Camp","4-Tyler","First 6 Months of FY","5","No"
"2021","Carson","1-Lubbock","Prior Fiscal Year","1","No"
"2021","Carson","1-Lubbock","Prior Fiscal Year","1","Yes"
"2021","Carson","1-Lubbock","First 6 Months of FY","2","No"
"2021","Cass","4-Tyler","Prior Fiscal Year","16","No"
"2021","Cass","4-Tyler","Prior Fiscal Year","8","Yes"
"2021","Cass","4-Tyler","5 Years Prior","28","No"
"2021","Cass","4-Tyler","5 Years Prior","24","Yes"
"2021","Cass","4-Tyler","First 6 Months of FY","13","No"
"2021","Cass","4-Tyler","First 6 Months of FY","1","Yes"
"2021","Castro","1-Lubbock","Prior Fiscal Year","4","No"
"2021","Castro","1-Lubbock","Prior Fiscal Year","2","Yes"
"2021","Castro","1-Lubbock","5 Years Prior","5","No"
"2021","Castro","1-Lubbock","5 Years Prior","5","Yes"
"2021","Chambers","6-Houston","Prior Fiscal Year","11","No"
"2021","Chambers","6-Houston","Prior Fiscal Year","3","Yes"
"2021","Chambers","6-Houston","5 Years Prior","10","No"
"2021","Chambers","6-Houston","5 Years Prior","8","Yes"
"2021","Chambers","6-Houston","First 6 Months of FY","3","No"
"2021","Cherokee","4-Tyler","Prior Fiscal Year","28","No"
"2021","Cherokee","4-Tyler","Prior Fiscal Year","6","Yes"
"2021","Cherokee","4-Tyler","5 Years Prior","21","No"
"2021","Cherokee","4-Tyler","5 Years Prior","22","Yes"
"2021","Cherokee","4-Tyler","First 6 Months of FY","28","No"
"2021","Cherokee","4-Tyler","First 6 Months of FY","1","Yes"
"2021","Childress","1-Lubbock","First 6 Months of FY","3","No"
"2021","Clay","2-Abilene","Prior Fiscal Year","6","No"
"2021","Clay","2-Abilene","Prior Fiscal Year","4","Yes"
"2021","Clay","2-Abilene","5 Years Prior","2","No"
"2021","Cochran","1-Lubbock","Prior Fiscal Year","3","No"
"2021","Coke","9-Midland","Prior Fiscal Year","4","No"
"2021","Coke","9-Midland","Prior Fiscal Year","1","Yes"
"2021","Coke","9-Midland","5 Years Prior","1","Yes"
"2021","Coleman","2-Abilene","Prior Fiscal Year","10","No"
"2021","Coleman","2-Abilene","Prior Fiscal Year","2","Yes"
"2021","Coleman","2-Abilene","5 Years Prior","2","No"
"2021","Coleman","2-Abilene","5 Years Prior","2","Yes"
"2021","Coleman","2-Abilene","First 6 Months of FY","1","No"
"2021","Coleman","2-Abilene","First 6 Months of FY","1","Yes"
"2021","Collin","3-Arlington","Prior Fiscal Year","122","No"
"2021","Collin","3-Arlington","Prior Fiscal Year","17","Yes"
"2021","Collin","3-Arlington","5 Years Prior","74","No"
"2021","Collin","3-Arlington","5 Years Prior","79","Yes"
"2021","Collin","3-Arlington","First 6 Months of FY","64","No"
"2021","Collin","3-Arlington","First 6 Months of FY","8","Yes"
"2021","Collingsworth","1-Lubbock","Prior Fiscal Year","4","No"
"2021","Collingsworth","1-Lubbock","5 Years Prior","2","Yes"
"2021","Colorado","6-Houston","Prior Fiscal Year","3","No"
"2021","Colorado","6-Houston","5 Years Prior","2","No"
"2021","Colorado","6-Houston","5 Years Prior","2","Yes"
"2021","Comal","8-San Antonio","Prior Fiscal Year","39","No"
"2021","Comal","8-San Antonio","Prior Fiscal Year","12","Yes"
"2021","Comal","8-San Antonio","5 Years Prior","89","No"
"2021","Comal","8-San Antonio","5 Years Prior","64","Yes"
"2021","Comal","8-San Antonio","First 6 Months of FY","16","No"
"2021","Comal","8-San Antonio","First 6 Months of FY","4","Yes"
"2021","Comanche","2-Abilene","Prior Fiscal Year","5","No"
"2021","Comanche","2-Abilene","Prior Fiscal Year","1","Yes"
"2021","Comanche","2-Abilene","5 Years Prior","1","No"
"2021","Comanche","2-Abilene","5 Years Prior","1","Yes"
"2021","Comanche","2-Abilene","First 6 Months of FY","3","No"
"2021","Concho","9-Midland","Prior Fiscal Year","8","No"
"2021","Concho","9-Midland","First 6 Months of FY","1","No"
"2021","Cooke","3-Arlington","Prior Fiscal Year","33","No"
"2021","Cooke","3-Arlington","Prior Fiscal Year","15","Yes"
"2021","Cooke","3-Arlington","5 Years Prior","16","No"
"2021","Cooke","3-Arlington","5 Years Prior","20","Yes"
"2021","Cooke","3-Arlington","First 6 Months of FY","8","No"
"2021","Cooke","3-Arlington","First 6 Months of FY","1","Yes"
"2021","Coryell","7-Austin","Prior Fiscal Year","91","No"
"2021","Coryell","7-Austin","Prior Fiscal Year","25","Yes"
"2021","Coryell","7-Austin","5 Years Prior","60","No"
"2021","Coryell","7-Austin","5 Years Prior","24","Yes"
"2021","Coryell","7-Austin","First 6 Months of FY","51","No"
"2021","Coryell","7-Austin","First 6 Months of FY","7","Yes"
"2021","Cottle","2-Abilene","Prior Fiscal Year","1","No"
"2021","Crane","9-Midland","Prior Fiscal Year","1","No"
"2021","Crane","9-Midland","Prior Fiscal Year","1","Yes"
"2021","Crane","9-Midland","5 Years Prior","2","Yes"
"2021","Crockett","9-Midland","Prior Fiscal Year","7","No"
"2021","Crockett","9-Midland","Prior Fiscal Year","1","Yes"
"2021","Crockett","9-Midland","5 Years Prior","4","No"
"2021","Crockett","9-Midland","5 Years Prior","2","Yes"
"2021","Crosby","1-Lubbock","Prior Fiscal Year","8","No"
"2021","Crosby","1-Lubbock","Prior Fiscal Year","6","Yes"
"2021","Crosby","1-Lubbock","5 Years Prior","3","No"
"2021","Crosby","1-Lubbock","5 Years Prior","9","Yes"
"2021","Crosby","1-Lubbock","First 6 Months of FY","2","No"
"2021","Crosby","1-Lubbock","First 6 Months of FY","3","Yes"
"2021","Dallam","1-Lubbock","Prior Fiscal Year","2","No"
"2021","Dallam","1-Lubbock","Prior Fiscal Year","5","Yes"
"2021","Dallam","1-Lubbock","5 Years Prior","5","No"
"2021","Dallam","1-Lubbock","5 Years Prior","3","Yes"
"2021","Dallam","1-Lubbock","First 6 Months of FY","2","No"
"2021","Dallas","3-Arlington","Prior Fiscal Year","924","No"
"2021","Dallas","3-Arlington","Prior Fiscal Year","200","Yes"
"2021","Dallas","3-Arlington","5 Years Prior","838","No"
"2021","Dallas","3-Arlington","5 Years Prior","572","Yes"
"2021","Dallas","3-Arlington","First 6 Months of FY","399","No"
"2021","Dallas","3-Arlington","First 6 Months of FY","42","Yes"
"2021","Dawson","9-Midland","Prior Fiscal Year","12","No"
"2021","Dawson","9-Midland","5 Years Prior","4","No"
"2021","Dawson","9-Midland","5 Years Prior","4","Yes"
"2021","Dawson","9-Midland","First 6 Months of FY","3","No"
"2021","Deaf Smith","1-Lubbock","Prior Fiscal Year","14","No"
"2021","Deaf Smith","1-Lubbock","Prior Fiscal Year","3","Yes"
"2021","Deaf Smith","1-Lubbock","5 Years Prior","3","No"
"2021","Deaf Smith","1-Lubbock","5 Years Prior","3","Yes"
"2021","Deaf Smith","1-Lubbock","First 6 Months of FY","1","No"
"2021","Deaf Smith","1-Lubbock","First 6 Months of FY","1","Yes"
"2021","Delta","4-Tyler","Prior Fiscal Year","2","No"
"2021","Delta","4-Tyler","Prior Fiscal Year","3","Yes"
"2021","Delta","4-Tyler","5 Years Prior","4","No"
"2021","Denton","3-Arlington","Prior Fiscal Year","209","No"
"2021","Denton","3-Arlington","Prior Fiscal Year","55","Yes"
"2021","Denton","3-Arlington","5 Years Prior","71","No"
"2021","Denton","3-Arlington","5 Years Prior","63","Yes"
"2021","Denton","3-Arlington","First 6 Months of FY","121","No"
"2021","Denton","3-Arlington","First 6 Months of FY","13","Yes"
"2021","DeWitt","8-San Antonio","Prior Fiscal Year","2","No"
"2021","DeWitt","8-San Antonio","Prior Fiscal Year","1","Yes"
"2021","DeWitt","8-San Antonio","5 Years Prior","13","No"
"2021","DeWitt","8-San Antonio","5 Years Prior","15","Yes"
"2021","DeWitt","8-San Antonio","First 6 Months of FY","1","No"
"2021","Dickens","1-Lubbock","Prior Fiscal Year","1","No"
"2021","Dimmit","8-San Antonio","Prior Fiscal Year","1","No"
"2021","Dimmit","8-San Antonio","5 Years Prior","6","No"
"2021","Dimmit","8-San Antonio","5 Years Prior","13","Yes"
"2021","Dimmit","8-San Antonio","First 6 Months of FY","10","No"
"2021","Donley","1-Lubbock","First 6 Months of FY","1","No"
"2021","Duval","11-Edinburg","Prior Fiscal Year","8","No"
"2021","Duval","11-Edinburg","Prior Fiscal Year","4","Yes"
"2021","Duval","11-Edinburg","5 Years Prior","3","No"
"2021","Duval","11-Edinburg","5 Years Prior","7","Yes"
"2021","Duval","11-Edinburg","First 6 Months of FY","5","No"
"2021","Eastland","2-Abilene","Prior Fiscal Year","7","No"
"2021","Eastland","2-Abilene","Prior Fiscal Year","2","Yes"
"2021","Eastland","2-Abilene","5 Years Prior","2","No"
"2021","Eastland","2-Abilene","5 Years Prior","5","Yes"
"2021","Eastland","2-Abilene","First 6 Months of FY","5","No"
"2021","Eastland","2-Abilene","First 6 Months of FY","2","Yes"
"2021","Ector","9-Midland","Prior Fiscal Year","58","No"
"2021","Ector","9-Midland","Prior Fiscal Year","13","Yes"
"2021","Ector","9-Midland","5 Years Prior","66","No"
"2021","Ector","9-Midland","5 Years Prior","44","Yes"
"2021","Ector","9-Midland","First 6 Months of FY","33","No"
"2021","Ector","9-Midland","First 6 Months of FY","5","Yes"
"2021","Ellis","3-Arlington","Prior Fiscal Year","13","No"
"2021","Ellis","3-Arlington","Prior Fiscal Year","7","Yes"
"2021","Ellis","3-Arlington","5 Years Prior","20","No"
"2021","Ellis","3-Arlington","5 Years Prior","13","Yes"
"2021","Ellis","3-Arlington","First 6 Months of FY","2","No"
"2021","El Paso","10-El Paso","Prior Fiscal Year","83","No"
"2021","El Paso","10-El Paso","Prior Fiscal Year","25","Yes"
"2021","El Paso","10-El Paso","5 Years Prior","47","No"
"2021","El Paso","10-El Paso","5 Years Prior","37","Yes"
"2021","El Paso","10-El Paso","First 6 Months of FY","36","No"
"2021","El Paso","10-El Paso","First 6 Months of FY","16","Yes"
"2021","Erath","3-Arlington","Prior Fiscal Year","6","No"
"2021","Erath","3-Arlington","Prior Fiscal Year","3","Yes"
"2021","Erath","3-Arlington","5 Years Prior","9","No"
"2021","Erath","3-Arlington","5 Years Prior","2","Yes"
"2021","Erath","3-Arlington","First 6 Months of FY","9","No"
"2021","Erath","3-Arlington","First 6 Months of FY","1","Yes"
"2021","Falls","7-Austin","Prior Fiscal Year","30","No"
"2021","Falls","7-Austin","Prior Fiscal Year","5","Yes"
"2021","Falls","7-Austin","5 Years Prior","2","No"
"2021","Falls","7-Austin","First 6 Months of FY","10","No"
"2021","Falls","7-Austin","First 6 Months of FY","1","Yes"
"2021","Fannin","3-Arlington","Prior Fiscal Year","28","No"
"2021","Fannin","3-Arlington","Prior Fiscal Year","6","Yes"
"2021","Fannin","3-Arlington","5 Years Prior","4","No"
"2021","Fannin","3-Arlington","First 6 Months of FY","13","No"
"2021","Fayette","7-Austin","Prior Fiscal Year","7","No"
"2021","Fayette","7-Austin","Prior Fiscal Year","1","Yes"
"2021","Fayette","7-Austin","5 Years Prior","10","No"
"2021","Fayette","7-Austin","5 Years Prior","13","Yes"
"2021","Fayette","7-Austin","First 6 Months of FY","1","No"
"2021","Fayette","7-Austin","First 6 Months of FY","2","Yes"
"2021","Fisher","2-Abilene","Prior Fiscal Year","1","No"
"2021","Fisher","2-Abilene","First 6 Months of FY","1","Yes"
"2021","Floyd","1-Lubbock","Prior Fiscal Year","3","No"
"2021","Floyd","1-Lubbock","5 Years Prior","3","No"
"2021","Foard","2-Abilene","Prior Fiscal Year","1","No"
"2021","Foard","2-Abilene","5 Years Prior","1","No"
"2021","Fort Bend","6-Houston","Prior Fiscal Year","46","No"
"2021","Fort Bend","6-Houston","Prior Fiscal Year","4","Yes"
"2021","Fort Bend","6-Houston","5 Years Prior","50","No"
"2021","Fort Bend","6-Houston","5 Years Prior","18","Yes"
"2021","Fort Bend","6-Houston","First 6 Months of FY","9","No"
"2021","Franklin","4-Tyler","Prior Fiscal Year","10","No"
"2021","Franklin","4-Tyler","5 Years Prior","10","No"
"2021","Franklin","4-Tyler","5 Years Prior","6","Yes"
"2021","Franklin","4-Tyler","First 6 Months of FY","6","No"
"2021","Freestone","7-Austin","Prior Fiscal Year","9","No"
"2021","Freestone","7-Austin","Prior Fiscal Year","12","Yes"
"2021","Freestone","7-Austin","5 Years Prior","1","No"
"2021","Freestone","7-Austin","First 6 Months of FY","2","No"
"2021","Frio","8-San Antonio","Prior Fiscal Year","13","No"
"2021","Frio","8-San Antonio","Prior Fiscal Year","2","Yes"
"2021","Frio","8-San Antonio","5 Years Prior","4","No"
"2021","Frio","8-San Antonio","5 Years Prior","5","Yes"
"2021","Frio","8-San Antonio","First 6 Months of FY","5","No"
"2021","Gaines","9-Midland","Prior Fiscal Year","8","No"
"2021","Gaines","9-Midland","Prior Fiscal Year","8","Yes"
"2021","Gaines","9-Midland","5 Years Prior","5","Yes"
"2021","Gaines","9-Midland","First 6 Months of FY","3","No"
"2021","Galveston","6-Houston","Prior Fiscal Year","67","No"
"2021","Galveston","6-Houston","Prior Fiscal Year","27","Yes"
"2021","Galveston","6-Houston","5 Years Prior","58","No"
"2021","Galveston","6-Houston","5 Years Prior","55","Yes"
"2021","Galveston","6-Houston","First 6 Months of FY","43","No"
"2021","Galveston","6-Houston","First 6 Months of FY","10","Yes"
"2021","Garza","1-Lubbock","Prior Fiscal Year","6","No"
"2021","Garza","1-Lubbock","Prior Fiscal Year","3","Yes"
"2021","Garza","1-Lubbock","5 Years Prior","4","No"
"2021","Garza","1-Lubbock","First 6 Months of FY","5","No"
"2021","Gillespie","8-San Antonio","Prior Fiscal Year","4","No"
"2021","Gillespie","8-San Antonio","5 Years Prior","1","No"
"2021","Gillespie","8-San Antonio","5 Years Prior","8","Yes"
"2021","Gillespie","8-San Antonio","First 6 Months of FY","1","No"
"2021","Goliad","8-San Antonio","Prior Fiscal Year","3","No"
"2021","Goliad","8-San Antonio","First 6 Months of FY","1","Yes"
"2021","Gonzales","8-San Antonio","Prior Fiscal Year","5","No"
"2021","Gonzales","8-San Antonio","Prior Fiscal Year","4","Yes"
"2021","Gonzales","8-San Antonio","5 Years Prior","5","No"
"2021","Gonzales","8-San Antonio","5 Years Prior","1","Yes"
"2021","Gonzales","8-San Antonio","First 6 Months of FY","2","No"
"2021","Gonzales","8-San Antonio","First 6 Months of FY","1","Yes"
"2021","Gray","1-Lubbock","Prior Fiscal Year","5","No"
"2021","Gray","1-Lubbock","Prior Fiscal Year","3","Yes"
"2021","Gray","1-Lubbock","5 Years Prior","5","No"
"2021","Gray","1-Lubbock","5 Years Prior","5","Yes"
"2021","Gray","1-Lubbock","First 6 Months of FY","7","No"
"2021","Gray","1-Lubbock","First 6 Months of FY","1","Yes"
"2021","Grayson","3-Arlington","Prior Fiscal Year","46","No"
"2021","Grayson","3-Arlington","Prior Fiscal Year","15","Yes"
"2021","Grayson","3-Arlington","5 Years Prior","35","No"
"2021","Grayson","3-Arlington","5 Years Prior","37","Yes"
"2021","Grayson","3-Arlington","First 6 Months of FY","26","No"
"2021","Grayson","3-Arlington","First 6 Months of FY","1","Yes"
"2021","Gregg","4-Tyler","Prior Fiscal Year","93","No"
"2021","Gregg","4-Tyler","Prior Fiscal Year","24","Yes"
"2021","Gregg","4-Tyler","5 Years Prior","50","No"
"2021","Gregg","4-Tyler","5 Years Prior","57","Yes"
"2021","Gregg","4-Tyler","First 6 Months of FY","68","No"
"2021","Gregg","4-Tyler","First 6 Months of FY","7","Yes"
"2021","Grimes","7-Austin","Prior Fiscal Year","14","No"
"2021","Grimes","7-Austin","Prior Fiscal Year","3","Yes"
"2021","Grimes","7-Austin","5 Years Prior","5","No"
"2021","Grimes","7-Austin","5 Years Prior","8","Yes"
"2021","Grimes","7-Austin","First 6 Months of FY","2","No"
"2021","Guadalupe","8-San Antonio","Prior Fiscal Year","42","No"
"2021","Guadalupe","8-San Antonio","Prior Fiscal Year","8","Yes"
"2021","Guadalupe","8-San Antonio","5 Years Prior","45","No"
"2021","Guadalupe","8-San Antonio","5 Years Prior","27","Yes"
"2021","Guadalupe","8-San Antonio","First 6 Months of FY","20","No"
"2021","Guadalupe","8-San Antonio","First 6 Months of FY","2","Yes"
"2021","Hale","1-Lubbock","Prior Fiscal Year","14","No"
"2021","Hale","1-Lubbock","Prior Fiscal Year","9","Yes"
"2021","Hale","1-Lubbock","5 Years Prior","8","No"
"2021","Hale","1-Lubbock","5 Years Prior","12","Yes"
"2021","Hale","1-Lubbock","First 6 Months of FY","9","No"
"2021","Hale","1-Lubbock","First 6 Months of FY","4","Yes"
"2021","Hall","1-Lubbock","Prior Fiscal Year","2","No"
"2021","Hall","1-Lubbock","Prior Fiscal Year","1","Yes"
"2021","Hall","1-Lubbock","First 6 Months of FY","3","No"
"2021","Hamilton","7-Austin","Prior Fiscal Year","8","No"
"2021","Hamilton","7-Austin","5 Years Prior","4","No"
"2021","Hamilton","7-Austin","5 Years Prior","4","Yes"
"2021","Hansford","1-Lubbock","Prior Fiscal Year","2","No"
"2021","Hansford","1-Lubbock","5 Years Prior","2","No"
"2021","Hansford","1-Lubbock","5 Years Prior","1","Yes"
"2021","Hardeman","2-Abilene","5 Years Prior","1","No"
"2021","Hardeman","2-Abilene","5 Years Prior","1","Yes"
"2021","Hardin","5-Beaumont","Prior Fiscal Year","41","No"
"2021","Hardin","5-Beaumont","Prior Fiscal Year","12","Yes"
"2021","Hardin","5-Beaumont","5 Years Prior","6","No"
"2021","Hardin","5-Beaumont","5 Years Prior","4","Yes"
"2021","Hardin","5-Beaumont","First 6 Months of FY","29","No"
"2021","Hardin","5-Beaumont","First 6 Months of FY","1","Yes"
"2021","Harris","6-Houston","Prior Fiscal Year","483","No"
"2021","Harris","6-Houston","Prior Fiscal Year","148","Yes"
"2021","Harris","6-Houston","5 Years Prior","576","No"
"2021","Harris","6-Houston","5 Years Prior","384","Yes"
"2021","Harris","6-Houston","First 6 Months of FY","241","No"
"2021","Harris","6-Houston","First 6 Months of FY","21","Yes"
"2021","Harrison","4-Tyler","Prior Fiscal Year","32","No"
"2021","Harrison","4-Tyler","Prior Fiscal Year","13","Yes"
"2021","Harrison","4-Tyler","5 Years Prior","29","No"
"2021","Harrison","4-Tyler","5 Years Prior","16","Yes"
"2021","Harrison","4-Tyler","First 6 Months of FY","16","No"
"2021","Hartley","1-Lubbock","Prior Fiscal Year","1","No"
"2021","Haskell","2-Abilene","Prior Fiscal Year","1","No"
"2021","Haskell","2-Abilene","5 Years Prior","1","No"
"2021","Hays","7-Austin","Prior Fiscal Year","121","No"
"2021","Hays","7-Austin","Prior Fiscal Year","32","Yes"
"2021","Hays","7-Austin","5 Years Prior","57","No"
"2021","Hays","7-Austin","5 Years Prior","33","Yes"
"2021","Hays","7-Austin","First 6 Months of FY","42","No"
"2021","Hays","7-Austin","First 6 Months of FY","6","Yes"
"2021","Hemphill","1-Lubbock","5 Years Prior","1","No"
"2021","Hemphill","1-Lubbock","5 Years Prior","1","Yes"
