"fiscal_year","region","alleged_victim_gender","alleged_victim_race_ethnicity","age_group","priority","intakes"
"2021","2-Abilene","Male","Anglo","65 and Older","1","217"
"2021","2-Abilene","Male","Anglo","65 and Older","2","712"
"2021","2-Abilene","Male","Anglo","65 and Older","3","90"
"2021","2-Abilene","Male","Anglo","65 and Older","4","30"
"2021","2-Abilene","Male","Asian","18-64 with Disability","1","2"
"2021","2-Abilene","Male","Asian","18-64 with Disability","2","2"
"2021","2-Abilene","Male","Hispanic","18-64 with Disability","1","29"
"2021","2-Abilene","Male","Hispanic","18-64 with Disability","2","87"
"2021","2-Abilene","Male","Hispanic","18-64 with Disability","3","13"
"2021","2-Abilene","Male","Hispanic","18-64 with Disability","4","1"
"2021","2-Abilene","Male","Hispanic","65 and Older","1","43"
"2021","2-Abilene","Male","Hispanic","65 and Older","2","105"
"2021","2-Abilene","Male","Hispanic","65 and Older","3","19"
"2021","2-Abilene","Male","Hispanic","65 and Older","4","6"
"2021","2-Abilene","Male","Native American","18-64 with Disability","1","4"
"2021","2-Abilene","Male","Native American","18-64 with Disability","2","3"
"2021","2-Abilene","Male","Native American","65 and Older","1","1"
"2021","2-Abilene","Male","Native American","65 and Older","2","1"
"2021","2-Abilene","Male","Other","18-64 with Disability","1","38"
"2021","2-Abilene","Male","Other","18-64 with Disability","2","101"
"2021","2-Abilene","Male","Other","18-64 with Disability","3","16"
"2021","2-Abilene","Male","Other","18-64 with Disability","4","2"
"2021","2-Abilene","Male","Other","65 and Older","1","35"
"2021","2-Abilene","Male","Other","65 and Older","2","146"
"2021","2-Abilene","Male","Other","65 and Older","3","22"
"2021","2-Abilene","Male","Other","65 and Older","4","12"
"2021","2-Abilene","Unknown","Anglo","18-64 with Disability","1","1"
"2021","2-Abilene","Unknown","Anglo","18-64 with Disability","2","3"
"2021","2-Abilene","Unknown","Anglo","65 and Older","1","2"
"2021","2-Abilene","Unknown","Anglo","65 and Older","2","6"
"2021","2-Abilene","Unknown","Anglo","65 and Older","3","2"
"2021","2-Abilene","Unknown","Anglo","65 and Older","4","1"
"2021","2-Abilene","Unknown","Hispanic","65 and Older","1","1"
"2021","2-Abilene","Unknown","Hispanic","65 and Older","2","2"
"2021","2-Abilene","Unknown","Other","18-64 with Disability","2","3"
"2021","2-Abilene","Unknown","Other","18-64 with Disability","3","1"
"2021","2-Abilene","Unknown","Other","65 and Older","1","2"
"2021","2-Abilene","Unknown","Other","65 and Older","2","2"
"2021","2-Abilene","Unknown","Other","65 and Older","3","1"
"2021","3-Arlington","Female","African American","18-64 with Disability","1","250"
"2021","3-Arlington","Female","African American","18-64 with Disability","2","757"
"2021","3-Arlington","Female","African American","18-64 with Disability","3","112"
"2021","3-Arlington","Female","African American","18-64 with Disability","4","28"
"2021","3-Arlington","Female","African American","65 and Older","1","377"
"2021","3-Arlington","Female","African American","65 and Older","2","1153"
"2021","3-Arlington","Female","African American","65 and Older","3","202"
"2021","3-Arlington","Female","African American","65 and Older","4","97"
"2021","3-Arlington","Female","African American","Under 18","1","1"
"2021","3-Arlington","Female","Anglo","18-64 with Disability","1","481"
"2021","3-Arlington","Female","Anglo","18-64 with Disability","2","1295"
"2021","3-Arlington","Female","Anglo","18-64 with Disability","3","160"
"2021","3-Arlington","Female","Anglo","18-64 with Disability","4","28"
"2021","3-Arlington","Female","Anglo","65 and Older","1","1141"
"2021","3-Arlington","Female","Anglo","65 and Older","2","3684"
"2021","3-Arlington","Female","Anglo","65 and Older","3","595"
"2021","3-Arlington","Female","Anglo","65 and Older","4","351"
"2021","3-Arlington","Female","Anglo","Unknown","2","1"
"2021","3-Arlington","Female","Anglo","Unknown","3","1"
"2021","3-Arlington","Female","Asian","18-64 with Disability","1","12"
"2021","3-Arlington","Female","Asian","18-64 with Disability","2","26"
"2021","3-Arlington","Female","Asian","18-64 with Disability","3","4"
"2021","3-Arlington","Female","Asian","18-64 with Disability","4","3"
"2021","3-Arlington","Female","Asian","65 and Older","1","21"
"2021","3-Arlington","Female","Asian","65 and Older","2","97"
"2021","3-Arlington","Female","Asian","65 and Older","3","17"
"2021","3-Arlington","Female","Asian","65 and Older","4","10"
"2021","3-Arlington","Female","Hispanic","18-64 with Disability","1","74"
"2021","3-Arlington","Female","Hispanic","18-64 with Disability","2","264"
"2021","3-Arlington","Female","Hispanic","18-64 with Disability","3","32"
"2021","3-Arlington","Female","Hispanic","18-64 with Disability","4","5"
"2021","3-Arlington","Female","Hispanic","65 and Older","1","126"
"2021","3-Arlington","Female","Hispanic","65 and Older","2","491"
"2021","3-Arlington","Female","Hispanic","65 and Older","3","105"
"2021","3-Arlington","Female","Hispanic","65 and Older","4","40"
"2021","3-Arlington","Female","Hispanic","Under 18","2","1"
"2021","3-Arlington","Female","Native American","18-64 with Disability","1","2"
"2021","3-Arlington","Female","Native American","18-64 with Disability","2","11"
"2021","3-Arlington","Female","Native American","18-64 with Disability","3","1"
"2021","3-Arlington","Female","Native American","65 and Older","1","2"
"2021","3-Arlington","Female","Native American","65 and Older","2","8"
"2021","3-Arlington","Female","Other","18-64 with Disability","1","153"
"2021","3-Arlington","Female","Other","18-64 with Disability","2","455"
"2021","3-Arlington","Female","Other","18-64 with Disability","3","95"
"2021","3-Arlington","Female","Other","18-64 with Disability","4","20"
"2021","3-Arlington","Female","Other","65 and Older","1","239"
"2021","3-Arlington","Female","Other","65 and Older","2","1127"
"2021","3-Arlington","Female","Other","65 and Older","3","322"
"2021","3-Arlington","Female","Other","65 and Older","4","275"
"2021","3-Arlington","Male","African American","18-64 with Disability","1","229"
"2021","3-Arlington","Male","African American","18-64 with Disability","2","562"
"2021","3-Arlington","Male","African American","18-64 with Disability","3","78"
"2021","3-Arlington","Male","African American","18-64 with Disability","4","20"
"2021","3-Arlington","Male","African American","65 and Older","1","234"
"2021","3-Arlington","Male","African American","65 and Older","2","702"
"2021","3-Arlington","Male","African American","65 and Older","3","105"
"2021","3-Arlington","Male","African American","65 and Older","4","87"
"2021","3-Arlington","Male","Anglo","18-64 with Disability","1","429"
"2021","3-Arlington","Male","Anglo","18-64 with Disability","2","1073"
"2021","3-Arlington","Male","Anglo","18-64 with Disability","3","159"
"2021","3-Arlington","Male","Anglo","18-64 with Disability","4","43"
"2021","3-Arlington","Male","Anglo","65 and Older","1","746"
"2021","3-Arlington","Male","Anglo","65 and Older","2","2315"
"2021","3-Arlington","Male","Anglo","65 and Older","3","321"
"2021","3-Arlington","Male","Anglo","65 and Older","4","221"
"2021","3-Arlington","Male","Asian","18-64 with Disability","1","3"
"2021","3-Arlington","Male","Asian","18-64 with Disability","2","33"
"2021","3-Arlington","Male","Asian","18-64 with Disability","3","4"
"2021","3-Arlington","Male","Asian","65 and Older","1","13"
"2021","3-Arlington","Male","Asian","65 and Older","2","58"
"2021","3-Arlington","Male","Asian","65 and Older","3","12"
"2021","3-Arlington","Male","Asian","65 and Older","4","5"
"2021","3-Arlington","Male","Asian","Under 18","1","1"
"2021","3-Arlington","Male","Hispanic","18-64 with Disability","1","82"
"2021","3-Arlington","Male","Hispanic","18-64 with Disability","2","248"
"2021","3-Arlington","Male","Hispanic","18-64 with Disability","3","28"
"2021","3-Arlington","Male","Hispanic","18-64 with Disability","4","6"
"2021","3-Arlington","Male","Hispanic","65 and Older","1","95"
"2021","3-Arlington","Male","Hispanic","65 and Older","2","343"
"2021","3-Arlington","Male","Hispanic","65 and Older","3","51"
"2021","3-Arlington","Male","Hispanic","65 and Older","4","33"
"2021","3-Arlington","Male","Native American","18-64 with Disability","2","4"
"2021","3-Arlington","Male","Native American","65 and Older","1","1"
"2021","3-Arlington","Male","Native American","65 and Older","2","9"
"2021","3-Arlington","Male","Native American","65 and Older","3","2"
"2021","3-Arlington","Male","Other","18-64 with Disability","1","99"
"2021","3-Arlington","Male","Other","18-64 with Disability","2","363"
"2021","3-Arlington","Male","Other","18-64 with Disability","3","62"
"2021","3-Arlington","Male","Other","18-64 with Disability","4","27"
"2021","3-Arlington","Male","Other","65 and Older","1","171"
"2021","3-Arlington","Male","Other","65 and Older","2","628"
"2021","3-Arlington","Male","Other","65 and Older","3","187"
"2021","3-Arlington","Male","Other","65 and Older","4","147"
"2021","3-Arlington","Unknown","African American","18-64 with Disability","1","2"
"2021","3-Arlington","Unknown","African American","18-64 with Disability","2","4"
"2021","3-Arlington","Unknown","African American","65 and Older","1","5"
"2021","3-Arlington","Unknown","African American","65 and Older","2","9"
"2021","3-Arlington","Unknown","African American","65 and Older","3","2"
"2021","3-Arlington","Unknown","Anglo","18-64 with Disability","1","4"
"2021","3-Arlington","Unknown","Anglo","18-64 with Disability","2","10"
"2021","3-Arlington","Unknown","Anglo","18-64 with Disability","3","2"
"2021","3-Arlington","Unknown","Anglo","18-64 with Disability","4","2"
"2021","3-Arlington","Unknown","Anglo","65 and Older","1","11"
"2021","3-Arlington","Unknown","Anglo","65 and Older","2","26"
"2021","3-Arlington","Unknown","Anglo","65 and Older","3","7"
"2021","3-Arlington","Unknown","Anglo","65 and Older","4","3"
"2021","3-Arlington","Unknown","Asian","65 and Older","1","2"
"2021","3-Arlington","Unknown","Hispanic","18-64 with Disability","1","1"
"2021","3-Arlington","Unknown","Hispanic","65 and Older","2","3"
"2021","3-Arlington","Unknown","Hispanic","65 and Older","4","1"
"2021","3-Arlington","Unknown","Other","18-64 with Disability","2","3"
"2021","3-Arlington","Unknown","Other","18-64 with Disability","3","1"
"2021","3-Arlington","Unknown","Other","18-64 with Disability","4","2"
"2021","3-Arlington","Unknown","Other","65 and Older","1","6"
"2021","3-Arlington","Unknown","Other","65 and Older","2","26"
"2021","3-Arlington","Unknown","Other","65 and Older","3","6"
"2021","3-Arlington","Unknown","Other","65 and Older","4","14"
"2021","4-Tyler","Female","African American","18-64 with Disability","1","48"
"2021","4-Tyler","Female","African American","18-64 with Disability","2","167"
"2021","4-Tyler","Female","African American","18-64 with Disability","3","14"
"2021","4-Tyler","Female","African American","18-64 with Disability","4","3"
"2021","4-Tyler","Female","African American","65 and Older","1","91"
"2021","4-Tyler","Female","African American","65 and Older","2","242"
"2021","4-Tyler","Female","African American","65 and Older","3","23"
"2021","4-Tyler","Female","African American","65 and Older","4","15"
"2021","4-Tyler","Female","Anglo","18-64 with Disability","1","181"
"2021","4-Tyler","Female","Anglo","18-64 with Disability","2","489"
"2021","4-Tyler","Female","Anglo","18-64 with Disability","3","51"
"2021","4-Tyler","Female","Anglo","18-64 with Disability","4","14"
"2021","4-Tyler","Female","Anglo","65 and Older","1","344"
"2021","4-Tyler","Female","Anglo","65 and Older","2","987"
"2021","4-Tyler","Female","Anglo","65 and Older","3","147"
"2021","4-Tyler","Female","Anglo","65 and Older","4","86"
"2021","4-Tyler","Female","Asian","18-64 with Disability","1","1"
"2021","4-Tyler","Female","Asian","18-64 with Disability","2","1"
"2021","4-Tyler","Female","Asian","65 and Older","2","4"
"2021","4-Tyler","Female","Asian","65 and Older","3","1"
"2021","4-Tyler","Female","Hispanic","18-64 with Disability","1","8"
"2021","4-Tyler","Female","Hispanic","18-64 with Disability","2","16"
"2021","4-Tyler","Female","Hispanic","18-64 with Disability","3","6"
"2021","4-Tyler","Female","Hispanic","65 and Older","1","8"
"2021","4-Tyler","Female","Hispanic","65 and Older","2","34"
"2021","4-Tyler","Female","Hispanic","65 and Older","3","6"
"2021","4-Tyler","Female","Hispanic","65 and Older","4","2"
"2021","4-Tyler","Female","Native American","65 and Older","1","1"
"2021","4-Tyler","Female","Native American","65 and Older","2","4"
"2021","4-Tyler","Female","Native American","65 and Older","4","1"
"2021","4-Tyler","Female","Other","18-64 with Disability","1","38"
"2021","4-Tyler","Female","Other","18-64 with Disability","2","101"
"2021","4-Tyler","Female","Other","18-64 with Disability","3","17"
"2021","4-Tyler","Female","Other","18-64 with Disability","4","2"
"2021","4-Tyler","Female","Other","65 and Older","1","58"
"2021","4-Tyler","Female","Other","65 and Older","2","172"
"2021","4-Tyler","Female","Other","65 and Older","3","32"
"2021","4-Tyler","Female","Other","65 and Older","4","35"
"2021","4-Tyler","Male","African American","18-64 with Disability","1","71"
"2021","4-Tyler","Male","African American","18-64 with Disability","2","130"
"2021","4-Tyler","Male","African American","18-64 with Disability","3","20"
"2021","4-Tyler","Male","African American","18-64 with Disability","4","2"
"2021","4-Tyler","Male","African American","65 and Older","1","76"
"2021","4-Tyler","Male","African American","65 and Older","2","165"
"2021","4-Tyler","Male","African American","65 and Older","3","20"
"2021","4-Tyler","Male","African American","65 and Older","4","13"
"2021","4-Tyler","Male","Anglo","18-64 with Disability","1","139"
"2021","4-Tyler","Male","Anglo","18-64 with Disability","2","372"
"2021","4-Tyler","Male","Anglo","18-64 with Disability","3","40"
"2021","4-Tyler","Male","Anglo","18-64 with Disability","4","10"
"2021","4-Tyler","Male","Anglo","65 and Older","1","228"
"2021","4-Tyler","Male","Anglo","65 and Older","2","649"
"2021","4-Tyler","Male","Anglo","65 and Older","3","76"
"2021","4-Tyler","Male","Anglo","65 and Older","4","41"
"2021","4-Tyler","Male","Asian","18-64 with Disability","2","2"
"2021","4-Tyler","Male","Asian","65 and Older","1","1"
"2021","4-Tyler","Male","Asian","65 and Older","2","1"
"2021","4-Tyler","Male","Hispanic","18-64 with Disability","1","8"
"2021","4-Tyler","Male","Hispanic","18-64 with Disability","2","21"
"2021","4-Tyler","Male","Hispanic","18-64 with Disability","3","1"
"2021","4-Tyler","Male","Hispanic","18-64 with Disability","4","1"
"2021","4-Tyler","Male","Hispanic","65 and Older","1","8"
"2021","4-Tyler","Male","Hispanic","65 and Older","2","20"
"2021","4-Tyler","Male","Hispanic","65 and Older","3","5"
"2021","4-Tyler","Male","Hispanic","65 and Older","4","2"
"2021","4-Tyler","Male","Native American","18-64 with Disability","2","3"
"2021","4-Tyler","Male","Native American","65 and Older","2","1"
"2021","4-Tyler","Male","Other","18-64 with Disability","1","32"
"2021","4-Tyler","Male","Other","18-64 with Disability","2","91"
"2021","4-Tyler","Male","Other","18-64 with Disability","3","16"
"2021","4-Tyler","Male","Other","18-64 with Disability","4","6"
"2021","4-Tyler","Male","Other","65 and Older","1","36"
"2021","4-Tyler","Male","Other","65 and Older","2","115"
"2021","4-Tyler","Male","Other","65 and Older","3","31"
"2021","4-Tyler","Male","Other","65 and Older","4","24"
"2021","4-Tyler","Unknown","African American","18-64 with Disability","2","1"
"2021","4-Tyler","Unknown","African American","65 and Older","2","4"
"2021","4-Tyler","Unknown","Anglo","18-64 with Disability","1","1"
"2021","4-Tyler","Unknown","Anglo","18-64 with Disability","2","2"
"2021","4-Tyler","Unknown","Anglo","18-64 with Disability","4","1"
"2021","4-Tyler","Unknown","Anglo","65 and Older","1","2"
"2021","4-Tyler","Unknown","Anglo","65 and Older","2","10"
"2021","4-Tyler","Unknown","Anglo","65 and Older","3","2"
"2021","4-Tyler","Unknown","Anglo","65 and Older","4","2"
"2021","4-Tyler","Unknown","Asian","65 and Older","2","1"
"2021","4-Tyler","Unknown","Hispanic","18-64 with Disability","2","1"
"2021","4-Tyler","Unknown","Other","18-64 with Disability","1","1"
"2021","4-Tyler","Unknown","Other","65 and Older","2","1"
"2021","4-Tyler","Unknown","Other","65 and Older","3","2"
"2021","4-Tyler","Unknown","Other","Unknown","2","1"
"2021","5-Beaumont","Female","African American","18-64 with Disability","1","61"
"2021","5-Beaumont","Female","African American","18-64 with Disability","2","149"
"2021","5-Beaumont","Female","African American","18-64 with Disability","3","19"
"2021","5-Beaumont","Female","African American","18-64 with Disability","4","9"
"2021","5-Beaumont","Female","African American","65 and Older","1","79"
"2021","5-Beaumont","Female","African American","65 and Older","2","247"
"2021","5-Beaumont","Female","African American","65 and Older","3","30"
"2021","5-Beaumont","Female","African American","65 and Older","4","15"
"2021","5-Beaumont","Female","Anglo","18-64 with Disability","1","119"
"2021","5-Beaumont","Female","Anglo","18-64 with Disability","2","294"
"2021","5-Beaumont","Female","Anglo","18-64 with Disability","3","36"
"2021","5-Beaumont","Female","Anglo","18-64 with Disability","4","6"
"2021","5-Beaumont","Female","Anglo","65 and Older","1","183"
"2021","5-Beaumont","Female","Anglo","65 and Older","2","570"
"2021","5-Beaumont","Female","Anglo","65 and Older","3","77"
"2021","5-Beaumont","Female","Anglo","65 and Older","4","46"
"2021","5-Beaumont","Female","Asian","18-64 with Disability","2","2"
"2021","5-Beaumont","Female","Asian","65 and Older","2","4"
"2021","5-Beaumont","Female","Asian","65 and Older","3","1"
"2021","5-Beaumont","Female","Hispanic","18-64 with Disability","1","7"
"2021","5-Beaumont","Female","Hispanic","18-64 with Disability","2","13"
"2021","5-Beaumont","Female","Hispanic","18-64 with Disability","4","2"
"2021","5-Beaumont","Female","Hispanic","65 and Older","1","2"
"2021","5-Beaumont","Female","Hispanic","65 and Older","2","23"
"2021","5-Beaumont","Female","Hispanic","65 and Older","3","2"
"2021","5-Beaumont","Female","Hispanic","65 and Older","4","5"
"2021","5-Beaumont","Female","Native American","65 and Older","1","1"
"2021","5-Beaumont","Female","Native American","65 and Older","2","2"
"2021","5-Beaumont","Female","Native American","65 and Older","4","1"
"2021","5-Beaumont","Female","Other","18-64 with Disability","1","36"
"2021","5-Beaumont","Female","Other","18-64 with Disability","2","91"
"2021","5-Beaumont","Female","Other","18-64 with Disability","3","17"
"2021","5-Beaumont","Female","Other","18-64 with Disability","4","3"
"2021","5-Beaumont","Female","Other","65 and Older","1","46"
"2021","5-Beaumont","Female","Other","65 and Older","2","192"
"2021","5-Beaumont","Female","Other","65 and Older","3","47"
"2021","5-Beaumont","Female","Other","65 and Older","4","22"
"2021","5-Beaumont","Male","African American","18-64 with Disability","1","46"
"2021","5-Beaumont","Male","African American","18-64 with Disability","2","134"
"2021","5-Beaumont","Male","African American","18-64 with Disability","3","20"
"2021","5-Beaumont","Male","African American","18-64 with Disability","4","5"
"2021","5-Beaumont","Male","African American","65 and Older","1","61"
"2021","5-Beaumont","Male","African American","65 and Older","2","171"
"2021","5-Beaumont","Male","African American","65 and Older","3","19"
"2021","5-Beaumont","Male","African American","65 and Older","4","11"
"2021","5-Beaumont","Male","African American","Under 18","1","1"
"2021","5-Beaumont","Male","Anglo","18-64 with Disability","1","82"
"2021","5-Beaumont","Male","Anglo","18-64 with Disability","2","236"
"2021","5-Beaumont","Male","Anglo","18-64 with Disability","3","28"
"2021","5-Beaumont","Male","Anglo","18-64 with Disability","4","4"
"2021","5-Beaumont","Male","Anglo","65 and Older","1","173"
"2021","5-Beaumont","Male","Anglo","65 and Older","2","424"
"2021","5-Beaumont","Male","Anglo","65 and Older","3","49"
"2021","5-Beaumont","Male","Anglo","65 and Older","4","28"
"2021","5-Beaumont","Male","Asian","18-64 with Disability","1","2"
"2021","5-Beaumont","Male","Asian","18-64 with Disability","2","1"
