"release_date","release_type","inmate_type","gender","race","age","county","offense_code","offense","offense_description","sentence_date","offense_date","sentence_years"
"2020-03-13T00:00:00.000","Parole","ID","M","H","71","Bexar","35110000","Drug","DEL OF HEROIN UNDER 28G (HABIT)","1991-02-27T00:00:00.000","1989-07-26T00:00:00.000","31 to 40 Years"
"2020-02-11T00:00:00.000","Discharge","ID","M","H","72","Nueces","38990026","Other","REPEATED VIOL PROTECT ORDER","2016-12-14T00:00:00.000","2015-12-16T00:00:00.000","4 Years"
"2019-10-04T00:00:00.000","MS","ID","M","H","72","Nueces","22090000","Property","BURG HABIT","1992-06-05T00:00:00.000","1992-04-10T00:00:00.000","21 to 25 Years"
"2020-01-07T00:00:00.000","Parole","ID","M","B","71","Dallas","22090000","Property","BURG HABIT","1983-08-24T00:00:00.000","1983-05-25T00:00:00.000","31 to 40 Years"
"2020-08-13T00:00:00.000","Parole","ID","M","B","72","Hale","13150005","Violent","AGG ASLT W/DW","2012-04-20T00:00:00.000","2011-07-19T00:00:00.000","10 Years"
"2019-11-25T00:00:00.000","Parole","ID","M","H","70","Bastrop","09150000","Violent","MURDER W/DEADLY WPN","1991-07-26T00:00:00.000","1988-08-15T00:00:00.000","60 Years +"
"2020-08-14T00:00:00.000","Parole","ID","M","W","71","Jefferson","12120000","Violent","AGGRV ROBBERY PRIOR CONVI","1975-05-19T00:00:00.000","1974-06-24T00:00:00.000","Life"
"2019-10-28T00:00:00.000","Parole","ID","M","W","70","Tarrant","12990001","Violent","ROBBERY THREATS","2015-07-06T00:00:00.000","2015-03-12T00:00:00.000","10 Years"
"2020-05-06T00:00:00.000","Discharge","ID","M","B","73","Dallas","13990073","Violent","ASLT FV IMP BRTH/CIRC","2016-02-29T00:00:00.000","2015-04-01T00:00:00.000","5 Years"
"2020-02-24T00:00:00.000","Parole","ID","M","B","74","Dallas","12130000","Violent","AGG ROBBERY W/DEADLY WPN","1990-04-13T00:00:00.000","1990-02-16T00:00:00.000","31 to 40 Years"
"2020-01-14T00:00:00.000","Parole","ID","M","B","71","Wichita","12990002","Violent","AGG ROBBERY","2002-11-22T00:00:00.000","2002-04-19T00:00:00.000","26 to 30 Years"
"2019-09-24T00:00:00.000","DMS","ID","M","B","70","Harris","54040011","Other","DWI","2019-06-25T00:00:00.000","2018-10-05T00:00:00.000","2 Years & Less"
"2019-10-18T00:00:00.000","Parole","ID","M","W","73","Potter","13200000","Violent","INJUR TO ELDER INDIV ENH","1990-07-05T00:00:00.000","1989-11-27T00:00:00.000","31 to 40 Years"
"2020-06-25T00:00:00.000","Parole","ID","M","B","72","Navarro","13150007","Violent","AGG ASLT FM","2012-07-11T00:00:00.000","2011-08-02T00:00:00.000","11 to 15 Years"
"2019-10-29T00:00:00.000","Parole","ID","M","W","75","Cass","11180000","Violent","AGGRAVATED SEXUAL ABUSE","1976-02-06T00:00:00.000","1975-09-30T00:00:00.000","Life"
"2020-01-10T00:00:00.000","DMS","ID","M","H","70","Howard","54040011","Other","DWI 3RD OR MORE","2017-02-28T00:00:00.000","2016-04-29T00:00:00.000","7 Years"
"2020-08-10T00:00:00.000","Parole","ID","M","B","70","Hardin","35990002","Drug","POSS WID C/SUB 1-4G","2015-08-06T00:00:00.000","2012-11-03T00:00:00.000","4 Years"
"2019-10-10T00:00:00.000","Parole","ID","M","B","70","Dallas","54040011","Other","DWI","2017-08-31T00:00:00.000","2017-07-22T00:00:00.000","3 Years"
"2019-10-04T00:00:00.000","Parole","ID","M","B","69","Bexar","13150005","Violent","AGG ASLT W/DWPN/REPEATER","2015-05-29T00:00:00.000","2015-02-13T00:00:00.000","7 Years"
"2019-10-29T00:00:00.000","SAFPF - Prob","SAFP","M","W","70","Carson","48010020","Other","EVADING ARREST DET W/VEH",,"2017-03-10T00:00:00.000","SAFPF"
"2019-12-05T00:00:00.000","Parole","ID","M","W","70","Fannin","54040011","Other","DWI 3RD/M-ENH","2011-08-04T00:00:00.000","2010-08-11T00:00:00.000","11 to 15 Years"
"2020-07-21T00:00:00.000","Parole","ID","M","B","74","Harris","25060000","Property","FORGERY BY POSSESSING HAB","1980-05-30T00:00:00.000","1979-11-08T00:00:00.000","Life"
"2019-09-03T00:00:00.000","Parole","ID","M","B","69","Dallas","23170000","Property","THEFT OVER 50 PRIOR CONVI","1971-09-29T00:00:00.000","1971-05-27T00:00:00.000","Life"
"2019-12-02T00:00:00.000","Parole","ID","M","B","67","Ector","12120000","Violent","ROBB BY ASLT","1973-07-30T00:00:00.000","1973-03-07T00:00:00.000","60 Years +"
"2019-10-04T00:00:00.000","Discharge","SJ","M","B","72","Harris","23990194","Property","THEFT>=2500<30K","2018-11-08T00:00:00.000","2018-06-05T00:00:00.000","17 to 18 Months"
"2020-07-21T00:00:00.000","DMS","ID","M","W","75","Hutchinson","54040011","Other","DWI 3/M","2018-11-14T00:00:00.000","2017-06-17T00:00:00.000","4 Years"
"2020-07-14T00:00:00.000","Parole","ID","M","B","71","Jefferson","35310000","Drug","DEL COCAINE","1991-09-11T00:00:00.000","1990-06-21T00:00:00.000","31 to 40 Years"
"2019-09-09T00:00:00.000","Parole","ID","M","W","69","Runnels","49990002","Other","ESCAPE","1997-02-24T00:00:00.000","1996-12-22T00:00:00.000","31 to 40 Years"
"2020-07-08T00:00:00.000","Parole","ID","M","B","75","Jefferson","73990619","Other","TAMPERING W/GOV RECORD","2011-01-03T00:00:00.000","2009-02-11T00:00:00.000","31 to 40 Years"
"2019-09-16T00:00:00.000","Parole","ID","M","W","69","Nueces","22090000","Property","BURG HABITATION","1989-09-19T00:00:00.000","1989-07-02T00:00:00.000","41 to 59 Years"
"2019-12-05T00:00:00.000","Parole","ID","M","B","69","Dallas","11180000","Violent","AGG SEX ASLT","1988-06-29T00:00:00.000","1988-03-11T00:00:00.000","41 to 59 Years"
"2019-10-17T00:00:00.000","Parole","ID","M","B","70","Bexar","52030024","Other","FELON POSS FIREARM","2006-03-03T00:00:00.000","2005-05-19T00:00:00.000","16 to 20 Years"
"2020-04-08T00:00:00.000","Parole","ID","M","H","72","Nueces","54040011","Other","DWI 3RD OFF (HABITUAL FEL OFF)","2012-01-04T00:00:00.000","2010-09-04T00:00:00.000","21 to 25 Years"
"2020-06-17T00:00:00.000","Parole","ID","M","W","72","Trinity","54040011","Other","DWI 3RD/MORE","2017-03-09T00:00:00.000","2015-06-19T00:00:00.000","11 to 15 Years"
"2020-06-23T00:00:00.000","Parole","ID","M","B","70","Williamson","54040011","Other","DWI 3RD OR MORE","2019-08-05T00:00:00.000","2019-04-20T00:00:00.000","4 Years"
"2019-10-09T00:00:00.000","Parole","ID","M","W","70","Wichita","12990001","Violent","ROBBERY","2017-01-20T00:00:00.000","2013-12-27T00:00:00.000","6 Years"
"2019-09-16T00:00:00.000","Discharge","ID","M","H","69","Bexar","11990004","Violent","AGG SEX ASLT CHILD","2009-12-14T00:00:00.000","2002-06-01T00:00:00.000","10 Years"
"2019-10-31T00:00:00.000","DMS","ID","M","B","74","Tyler","54040011","Other","DWI","2017-04-26T00:00:00.000","2015-06-24T00:00:00.000","10 Years"
"2020-05-01T00:00:00.000","Discharge","SJ","M","B","71","Tarrant","23990196","Property","THEFT<2500-2/MORE PREV CONV","2019-12-03T00:00:00.000","2019-08-15T00:00:00.000","6 Months & Less"
"2020-01-17T00:00:00.000","Discharge","ID","M","B","73","Nueces","11990001","Violent","SEX ASLT","2011-03-21T00:00:00.000","2010-10-19T00:00:00.000","9 Years"
"2020-01-16T00:00:00.000","Parole","ID","M","B","65","Upshur","22100000","Violent","BURG HABIT","1989-04-20T00:00:00.000","1989-02-12T00:00:00.000","31 to 40 Years"
"2019-10-25T00:00:00.000","Discharge","SJ","M","W","70","Denton","25890001","Property","FORG","2019-07-25T00:00:00.000","2015-06-16T00:00:00.000","6 Months & Less"
"2020-03-30T00:00:00.000","Parole","ID","M","W","70","Hill","36010001","Violent","INDEC W/CHILD CONTACT","2015-02-19T00:00:00.000","2012-11-01T00:00:00.000","8 Years"
"2020-01-23T00:00:00.000","Discharge","SJ","M","B","69","Harris","24110003","Property","UUV","2019-12-11T00:00:00.000","2018-07-30T00:00:00.000","17 to 18 Months"
"2020-08-19T00:00:00.000","Parole","ID","M","W","70","Tarrant","36010001","Violent","INDEC W/CHILD CONTACT","2011-01-07T00:00:00.000","2009-10-09T00:00:00.000","8 Years"
"2019-12-18T00:00:00.000","DMS","ID","M","H","72","Bexar","54040011","Other","DWI 3/M","2018-10-23T00:00:00.000","2017-11-18T00:00:00.000","2 Years & Less"
"2020-02-11T00:00:00.000","Parole","ID","M","B","69","Harris","52030024","Other","FELON POSS WPN","2018-12-11T00:00:00.000","2018-09-12T00:00:00.000","5 Years"
"2019-09-04T00:00:00.000","Parole","ID","M","B","70","Harris","11990004","Violent","AGG SEX ASLT/CHILD","1997-05-28T00:00:00.000","1995-07-15T00:00:00.000","41 to 59 Years"
"2020-07-31T00:00:00.000","Parole","ID","M","B","69","Brazos","35420000","Drug","POSS CONT SUB","1990-12-12T00:00:00.000","1990-05-17T00:00:00.000","31 to 40 Years"
"2020-06-15T00:00:00.000","Parole","ID","M","H","70","Bexar","13150005","Violent","AGG ASLT W/DWPN","2018-02-07T00:00:00.000","2015-01-25T00:00:00.000","4 Years"
"2020-05-15T00:00:00.000","Parole","ID","M","W","70","Cooke","35420000","Drug","POSS CONT SUB","1985-05-28T00:00:00.000","1984-06-04T00:00:00.000","60 Years +"
"2019-09-03T00:00:00.000","MS","ID","M","W","67","Collin","12120000","Violent","AGG ROBBERY","1987-10-26T00:00:00.000","1987-06-27T00:00:00.000","21 to 25 Years"
"2020-02-07T00:00:00.000","Parole","ID","M","W","70","Comal","50150004","Other","BAIL JUMPING/FAILURE TO APPEAR","2017-09-12T00:00:00.000","2013-09-12T00:00:00.000","11 to 15 Years"
"2020-06-26T00:00:00.000","Parole","ID","M","W","69","Bexar","23170000","Property","THEFT $750-$20,000","1991-10-21T00:00:00.000","1990-06-07T00:00:00.000","Life"
"2020-01-08T00:00:00.000","Parole","ID","M","B","67","Dallas","12120000","Violent","AGGRV ROBBERY","1980-02-29T00:00:00.000","1979-09-21T00:00:00.000","60 Years +"
"2020-04-07T00:00:00.000","Parole","ID","M","H","71","Nolan","22990002","Property","BURG HABIT","2008-09-05T00:00:00.000","2007-04-27T00:00:00.000","16 to 20 Years"
"2020-05-07T00:00:00.000","Parole","ID","M","B","69","Ector","35990015","Drug","POSS CONT SUB 1-4G","2017-02-17T00:00:00.000","2016-04-07T00:00:00.000","8 Years"
"2020-05-20T00:00:00.000","MS","ID","F","H","69","Nueces","35320000","Drug","POSS COCAINE - HABITUAL","1992-06-19T00:00:00.000","1992-04-04T00:00:00.000","21 to 25 Years"
"2020-07-20T00:00:00.000","Discharge","ID","M","W","68","Angelina","36990007","Other","FAILURE REG SEX OFFENDER YEARLY","2018-05-16T00:00:00.000","2016-11-01T00:00:00.000","2 Years & Less"
"2020-06-16T00:00:00.000","Parole","ID","M","H","67","El Paso","54040011","Other","DWI","2018-08-17T00:00:00.000","2018-02-07T00:00:00.000","7 Years"
"2020-01-16T00:00:00.000","Parole","ID","M","W","70","Travis","09150000","Violent","MURDER","1996-06-10T00:00:00.000","1995-09-09T00:00:00.000","21 to 25 Years"
"2019-10-30T00:00:00.000","SAFPF - Prl","SAFP","M","B","67","Bexar","22090000","Property","BURG HABITATION HABITUAL","1979-01-02T00:00:00.000","1978-09-19T00:00:00.000","SAFPF"
"2020-04-06T00:00:00.000","DMS","ID","F","W","71","Potter","09990017","Violent","MANSLAUGHTER","2015-09-09T00:00:00.000","2014-05-12T00:00:00.000","8 Years"
"2020-07-31T00:00:00.000","Parole","ID","M","B","70","Brazos","22990002","Property","BURG HABIT","2016-10-06T00:00:00.000","2012-06-13T00:00:00.000","16 to 20 Years"
"2020-07-01T00:00:00.000","Parole","ID","M","B","69","Caldwell","54040028","Other","DWI W/CHILD","2018-01-02T00:00:00.000","2016-02-12T00:00:00.000","4 Years"
"2020-01-16T00:00:00.000","Parole","ID","M","W","71","Lamar","11990004","Violent","AGG SEXUAL ASLT CHILD","1999-05-25T00:00:00.000","1999-01-01T00:00:00.000","21 to 25 Years"
"2019-10-09T00:00:00.000","Parole","ID","M","W","71","Harris","12120000","Violent","AGG ROBBERY HABITU","1979-01-11T00:00:00.000","1978-02-10T00:00:00.000","Life"
"2020-04-27T00:00:00.000","Parole","ID","M","H","74","Nueces","35990209","Drug","PROH SUB/ITEMS CORR FACIL","2011-07-11T00:00:00.000","2011-01-17T00:00:00.000","16 to 20 Years"
"2019-11-04T00:00:00.000","MS","ID","M","W","66","Ector","12120000","Violent","ROBBERY","1986-12-04T00:00:00.000","1986-06-10T00:00:00.000","21 to 25 Years"
"2019-09-03T00:00:00.000","DMS","ID","M","B","70","Galveston","52030024","Other","UNL POSS FIREARM BY FELON","2019-05-22T00:00:00.000","2018-09-27T00:00:00.000","2 Years & Less"
"2019-10-11T00:00:00.000","MS","ID","M","H","67","Bexar","22140000","Property","BURG VEH","1990-02-12T00:00:00.000","1989-06-25T00:00:00.000","26 to 30 Years"
"2020-07-07T00:00:00.000","MS","ID","M","H","69","Hale","36140000","Violent","INDECENCY W/CHILD","1994-09-13T00:00:00.000","1987-12-15T00:00:00.000","21 to 25 Years"
"2019-10-16T00:00:00.000","Parole","ID","M","B","67","Harris","52030012","Other","POSS OF FIREARM","1999-12-14T00:00:00.000","1999-02-03T00:00:00.000","31 to 40 Years"
"2019-09-12T00:00:00.000","Parole","ID","M","W","71","Rains","54040011","Other","DWI","2012-04-19T00:00:00.000","2011-07-27T00:00:00.000","16 to 20 Years"
"2020-02-26T00:00:00.000","Discharge","ID","M","B","70","Harris","35990015","Drug","POSS CONT SUBS 1-4G","2018-03-27T00:00:00.000","2018-02-26T00:00:00.000","2 Years & Less"
"2020-02-11T00:00:00.000","Parole","ID","M","W","68","Tarrant","35720000","Drug","POSS C/S METHAMPHETAMINE","1993-05-28T00:00:00.000","1992-04-25T00:00:00.000","26 to 30 Years"
"2019-09-06T00:00:00.000","Parole","ID","M","W","71","Travis","11190000","Violent","AGG SEXUAL ASSAULT /CHILD","1993-09-07T00:00:00.000","1992-07-20T00:00:00.000","41 to 59 Years"
"2019-09-04T00:00:00.000","Parole","ID","M","W","67","Liberty","50150004","Other","BAIL JUMP-FAIL TO APPEAR","2002-11-25T00:00:00.000","2002-11-05T00:00:00.000","21 to 25 Years"
"2020-07-15T00:00:00.000","Parole","ID","M","W","69","Dallas","09150000","Violent","MURDER W/MALICE","1974-03-27T00:00:00.000","1973-05-23T00:00:00.000","Capital Life"
"2020-03-06T00:00:00.000","DMS","ID","M","W","69","Bexar","54040011","Other","DWI 3RD/M","2016-11-21T00:00:00.000","2015-11-15T00:00:00.000","2 Years & Less"
"2020-08-19T00:00:00.000","Parole","ID","M","B","67","Harris","09160000","Violent","ATT MURDER","1993-09-13T00:00:00.000","1992-12-13T00:00:00.000","60 Years +"
"2019-09-27T00:00:00.000","MS","ID","M","W","75","Bexar","11180000","Violent","AGG SEXUAL ASSAULT","1984-09-18T00:00:00.000","1983-10-09T00:00:00.000","31 to 40 Years"
"2020-03-27T00:00:00.000","Parole","ID","M","B","68","Harris","09160000","Violent","ATT MURDER","1981-05-18T00:00:00.000","1981-01-05T00:00:00.000","31 to 40 Years"
"2020-06-26T00:00:00.000","Discharge","SJ","M","B","68","Harris","35990014","Drug","POSS CS PG1<1G","2020-02-13T00:00:00.000","2014-09-10T00:00:00.000","7 to 8 Months"
"2020-04-16T00:00:00.000","SAFPF - Prob","SAFP","M","B","65","Wilbarger","54040011","Other","DRIVING WHILE INTOXICATED 3RD OR",,"2019-03-10T00:00:00.000","SAFPF"
"2019-11-22T00:00:00.000","Parole","ID","M","H","73","Wichita","11020000","Violent","RAPE BY FORCE & THREATS","1974-02-19T00:00:00.000","1973-12-08T00:00:00.000","Life"
"2020-02-03T00:00:00.000","Discharge","ID","M","W","68","Kaufman","36990007","Other","SEX OFFEND DUTY REG LIFE/ANN","2015-04-06T00:00:00.000","2013-05-06T00:00:00.000","5 Years"
"2020-06-04T00:00:00.000","Parole","ID","M","W","64","Dallas","22990001","Property","BURG BLDG","2018-04-03T00:00:00.000","2017-04-18T00:00:00.000","3 Years"
"2020-05-04T00:00:00.000","Parole","ID","M","B","67","Dallas","12990002","Violent","AGG ROBBERY W/DW FIREARM","2011-08-10T00:00:00.000","2009-11-19T00:00:00.000","16 to 20 Years"
"2020-07-16T00:00:00.000","Parole","ID","M","W","67","Lubbock","36120000","Violent","INCEST","1996-04-04T00:00:00.000","1994-03-30T00:00:00.000","Life"
"2020-06-26T00:00:00.000","Discharge","SJ","M","H","68","Williamson","35990014","Drug","POSS CS PG1 L/1G:METH","2020-02-24T00:00:00.000","2019-07-22T00:00:00.000","11 to 12 Months"
"2020-07-20T00:00:00.000","Discharge","SJ","M","B","68","Smith","23990196","Property","THEFT PROP<2500 2/M PREV CONV","2019-04-01T00:00:00.000","2017-04-30T00:00:00.000","17 to 18 Months"
"2020-08-21T00:00:00.000","Parole","ID","M","B","67","Harris","12130000","Violent","AGGRV ROBBERY","1983-03-21T00:00:00.000","1982-09-02T00:00:00.000","41 to 59 Years"
"2020-07-22T00:00:00.000","DMS","ID","M","W","67","Parker","13990043","Violent","INJURY TO ELDERLY","2019-01-24T00:00:00.000","2018-04-07T00:00:00.000","5 Years"
"2019-09-30T00:00:00.000","SAFPF - Prl","SAFP","M","B","67","Harris","12120000","Violent","ROBBERY","1991-01-28T00:00:00.000","1990-04-27T00:00:00.000","SAFPF"
