"fiscal_year","county","region","allegation_type","allegations"
"2021","Swisher","1-Lubbock","Mental Health Neglect","2"
"2021","Swisher","1-Lubbock","Physical Abuse","1"
"2021","Swisher","1-Lubbock","Physical Neglect","31"
"2021","Terry","1-Lubbock","Medical Neglect","2"
"2021","Terry","1-Lubbock","Physical Neglect","150"
"2021","Wheeler","1-Lubbock","Medical Neglect","4"
"2021","Wheeler","1-Lubbock","Mental Health Neglect","4"
"2021","Wheeler","1-Lubbock","Physical Neglect","10"
"2021","Yoakum","1-Lubbock","Medical Neglect","2"
"2021","Yoakum","1-Lubbock","Physical Neglect","13"
"2021","Archer","2-Abilene","Exploitation","1"
"2021","Archer","2-Abilene","Medical Neglect","14"
"2021","Archer","2-Abilene","Mental Health Neglect","3"
"2021","Archer","2-Abilene","Physical Abuse","4"
"2021","Archer","2-Abilene","Physical Neglect","63"
"2021","Baylor","2-Abilene","Medical Neglect","4"
"2021","Baylor","2-Abilene","Mental Health Neglect","2"
"2021","Baylor","2-Abilene","Physical Neglect","19"
"2021","Brown","2-Abilene","Emotional/Verbal Abuse","1"
"2021","Brown","2-Abilene","Exploitation","1"
"2021","Brown","2-Abilene","Medical Neglect","39"
"2021","Brown","2-Abilene","Mental Health Neglect","3"
"2021","Brown","2-Abilene","Physical Abuse","4"
"2021","Brown","2-Abilene","Physical Neglect","167"
"2021","Callahan","2-Abilene","Emotional/Verbal Abuse","1"
"2021","Callahan","2-Abilene","Exploitation","1"
"2021","Callahan","2-Abilene","Medical Neglect","9"
"2021","Callahan","2-Abilene","Physical Neglect","75"
"2021","Clay","2-Abilene","Emotional/Verbal Abuse","1"
"2021","Clay","2-Abilene","Medical Neglect","16"
"2021","Clay","2-Abilene","Mental Health Neglect","4"
"2021","Clay","2-Abilene","Physical Abuse","2"
"2021","Clay","2-Abilene","Physical Neglect","53"
"2021","Coleman","2-Abilene","Exploitation","3"
"2021","Coleman","2-Abilene","Medical Neglect","9"
"2021","Coleman","2-Abilene","Physical Abuse","2"
"2021","Coleman","2-Abilene","Physical Neglect","44"
"2021","Comanche","2-Abilene","Medical Neglect","10"
"2021","Comanche","2-Abilene","Physical Neglect","72"
"2021","Cottle","2-Abilene","Medical Neglect","3"
"2021","Cottle","2-Abilene","Physical Neglect","10"
"2021","Eastland","2-Abilene","Emotional/Verbal Abuse","1"
"2021","Eastland","2-Abilene","Exploitation","2"
"2021","Eastland","2-Abilene","Medical Neglect","33"
"2021","Eastland","2-Abilene","Mental Health Neglect","2"
"2021","Eastland","2-Abilene","Physical Abuse","3"
"2021","Eastland","2-Abilene","Physical Neglect","105"
"2021","Fisher","2-Abilene","Medical Neglect","3"
"2021","Fisher","2-Abilene","Physical Abuse","1"
"2021","Fisher","2-Abilene","Physical Neglect","10"
"2021","Foard","2-Abilene","Medical Neglect","3"
"2021","Foard","2-Abilene","Physical Neglect","9"
"2021","Hardeman","2-Abilene","Exploitation","1"
"2021","Hardeman","2-Abilene","Medical Neglect","5"
"2021","Hardeman","2-Abilene","Mental Health Neglect","3"
"2021","Hardeman","2-Abilene","Physical Neglect","15"
"2021","Haskell","2-Abilene","Emotional/Verbal Abuse","3"
"2021","Haskell","2-Abilene","Medical Neglect","8"
"2021","Haskell","2-Abilene","Mental Health Neglect","1"
"2021","Haskell","2-Abilene","Physical Abuse","2"
"2021","Haskell","2-Abilene","Physical Neglect","31"
"2021","Jack","2-Abilene","Medical Neglect","3"
"2021","Jack","2-Abilene","Physical Abuse","2"
"2021","Jack","2-Abilene","Physical Neglect","22"
"2021","Jones","2-Abilene","Emotional/Verbal Abuse","1"
"2021","Jones","2-Abilene","Medical Neglect","11"
"2021","Jones","2-Abilene","Mental Health Neglect","3"
"2021","Jones","2-Abilene","Physical Abuse","3"
"2021","Jones","2-Abilene","Physical Neglect","75"
"2021","Kent","2-Abilene","Medical Neglect","2"
"2021","Kent","2-Abilene","Physical Neglect","2"
"2021","Knox","2-Abilene","Emotional/Verbal Abuse","1"
"2021","Knox","2-Abilene","Medical Neglect","4"
"2021","Knox","2-Abilene","Mental Health Neglect","3"
"2021","Knox","2-Abilene","Physical Abuse","1"
"2021","Knox","2-Abilene","Physical Neglect","41"
"2021","Mitchell","2-Abilene","Medical Neglect","5"
"2021","Mitchell","2-Abilene","Physical Neglect","32"
"2021","Montague","2-Abilene","Emotional/Verbal Abuse","2"
"2021","Montague","2-Abilene","Exploitation","5"
"2021","Montague","2-Abilene","Medical Neglect","33"
"2021","Montague","2-Abilene","Mental Health Neglect","7"
"2021","Montague","2-Abilene","Physical Abuse","3"
"2021","Montague","2-Abilene","Physical Neglect","112"
"2021","Nolan","2-Abilene","Emotional/Verbal Abuse","1"
"2021","Nolan","2-Abilene","Exploitation","1"
"2021","Nolan","2-Abilene","Medical Neglect","17"
"2021","Nolan","2-Abilene","Mental Health Neglect","1"
"2021","Nolan","2-Abilene","Physical Neglect","96"
"2021","Runnels","2-Abilene","Medical Neglect","6"
"2021","Runnels","2-Abilene","Physical Abuse","2"
"2021","Runnels","2-Abilene","Physical Neglect","48"
"2021","Scurry","2-Abilene","Exploitation","1"
"2021","Scurry","2-Abilene","Medical Neglect","8"
"2021","Scurry","2-Abilene","Physical Abuse","1"
"2021","Scurry","2-Abilene","Physical Neglect","81"
"2021","Shackelford","2-Abilene","Medical Neglect","2"
"2021","Shackelford","2-Abilene","Physical Neglect","14"
"2021","Stephens","2-Abilene","Medical Neglect","7"
"2021","Stephens","2-Abilene","Mental Health Neglect","1"
"2021","Stephens","2-Abilene","Physical Neglect","31"
"2021","Stonewall","2-Abilene","Medical Neglect","3"
"2021","Stonewall","2-Abilene","Physical Neglect","7"
"2021","Taylor","2-Abilene","Emotional/Verbal Abuse","8"
"2021","Taylor","2-Abilene","Exploitation","14"
"2021","Taylor","2-Abilene","Medical Neglect","129"
"2021","Taylor","2-Abilene","Mental Health Neglect","11"
"2021","Taylor","2-Abilene","Physical Abuse","15"
"2021","Taylor","2-Abilene","Physical Neglect","829"
"2021","Throckmorton","2-Abilene","Medical Neglect","3"
"2021","Throckmorton","2-Abilene","Physical Neglect","14"
"2021","Wichita","2-Abilene","Emotional/Verbal Abuse","13"
"2021","Wichita","2-Abilene","Exploitation","20"
"2021","Wichita","2-Abilene","Medical Neglect","221"
"2021","Wichita","2-Abilene","Mental Health Neglect","36"
"2021","Wichita","2-Abilene","Physical Abuse","13"
"2021","Wichita","2-Abilene","Physical Neglect","927"
"2021","Wilbarger","2-Abilene","Emotional/Verbal Abuse","1"
"2021","Wilbarger","2-Abilene","Medical Neglect","35"
"2021","Wilbarger","2-Abilene","Mental Health Neglect","7"
"2021","Wilbarger","2-Abilene","Physical Abuse","1"
"2021","Wilbarger","2-Abilene","Physical Neglect","94"
"2021","Young","2-Abilene","Exploitation","1"
"2021","Young","2-Abilene","Medical Neglect","13"
"2021","Young","2-Abilene","Mental Health Neglect","3"
"2021","Young","2-Abilene","Physical Abuse","3"
"2021","Young","2-Abilene","Physical Neglect","87"
"2021","Collin","3-Arlington","Emotional/Verbal Abuse","6"
"2021","Collin","3-Arlington","Exploitation","6"
"2021","Collin","3-Arlington","Medical Neglect","135"
"2021","Collin","3-Arlington","Mental Health Neglect","32"
"2021","Collin","3-Arlington","Physical Abuse","26"
"2021","Collin","3-Arlington","Physical Neglect","560"
"2021","Cooke","3-Arlington","Medical Neglect","46"
"2021","Cooke","3-Arlington","Mental Health Neglect","4"
"2021","Cooke","3-Arlington","Physical Abuse","1"
"2021","Cooke","3-Arlington","Physical Neglect","100"
"2021","Dallas","3-Arlington","Emotional/Verbal Abuse","35"
"2021","Dallas","3-Arlington","Exploitation","34"
"2021","Dallas","3-Arlington","Medical Neglect","726"
"2021","Dallas","3-Arlington","Mental Health Neglect","122"
"2021","Dallas","3-Arlington","Physical Abuse","113"
"2021","Dallas","3-Arlington","Physical Neglect","3411"
"2021","Dallas","3-Arlington","Sexual Abuse","3"
"2021","Denton","3-Arlington","Emotional/Verbal Abuse","6"
"2021","Denton","3-Arlington","Exploitation","1"
"2021","Denton","3-Arlington","Medical Neglect","144"
"2021","Denton","3-Arlington","Mental Health Neglect","36"
"2021","Denton","3-Arlington","Physical Abuse","14"
"2021","Denton","3-Arlington","Physical Neglect","410"
"2021","Ellis","3-Arlington","Emotional/Verbal Abuse","4"
"2021","Ellis","3-Arlington","Exploitation","3"
"2021","Ellis","3-Arlington","Medical Neglect","38"
"2021","Ellis","3-Arlington","Mental Health Neglect","2"
"2021","Ellis","3-Arlington","Physical Abuse","6"
"2021","Ellis","3-Arlington","Physical Neglect","179"
"2021","Erath","3-Arlington","Exploitation","1"
"2021","Erath","3-Arlington","Medical Neglect","10"
"2021","Erath","3-Arlington","Mental Health Neglect","1"
"2021","Erath","3-Arlington","Physical Abuse","1"
"2021","Erath","3-Arlington","Physical Neglect","37"
"2021","Fannin","3-Arlington","Emotional/Verbal Abuse","2"
"2021","Fannin","3-Arlington","Medical Neglect","52"
"2021","Fannin","3-Arlington","Mental Health Neglect","3"
"2021","Fannin","3-Arlington","Physical Abuse","1"
"2021","Fannin","3-Arlington","Physical Neglect","91"
"2021","Grayson","3-Arlington","Medical Neglect","146"
"2021","Grayson","3-Arlington","Mental Health Neglect","21"
"2021","Grayson","3-Arlington","Physical Abuse","6"
"2021","Grayson","3-Arlington","Physical Neglect","382"
"2021","Grayson","3-Arlington","Sexual Abuse","1"
"2021","Hood","3-Arlington","Emotional/Verbal Abuse","3"
"2021","Hood","3-Arlington","Exploitation","4"
"2021","Hood","3-Arlington","Medical Neglect","38"
"2021","Hood","3-Arlington","Mental Health Neglect","5"
"2021","Hood","3-Arlington","Physical Abuse","2"
"2021","Hood","3-Arlington","Physical Neglect","107"
"2021","Hunt","3-Arlington","Emotional/Verbal Abuse","3"
"2021","Hunt","3-Arlington","Exploitation","4"
"2021","Hunt","3-Arlington","Medical Neglect","79"
"2021","Hunt","3-Arlington","Mental Health Neglect","5"
"2021","Hunt","3-Arlington","Physical Abuse","2"
"2021","Hunt","3-Arlington","Physical Neglect","227"
"2021","Johnson","3-Arlington","Emotional/Verbal Abuse","5"
"2021","Johnson","3-Arlington","Exploitation","3"
"2021","Johnson","3-Arlington","Medical Neglect","75"
"2021","Johnson","3-Arlington","Mental Health Neglect","11"
"2021","Johnson","3-Arlington","Physical Abuse","3"
"2021","Johnson","3-Arlington","Physical Neglect","252"
"2021","Johnson","3-Arlington","Sexual Abuse","1"
"2021","Kaufman","3-Arlington","Emotional/Verbal Abuse","1"
"2021","Kaufman","3-Arlington","Exploitation","2"
"2021","Kaufman","3-Arlington","Medical Neglect","48"
"2021","Kaufman","3-Arlington","Mental Health Neglect","6"
"2021","Kaufman","3-Arlington","Physical Abuse","6"
"2021","Kaufman","3-Arlington","Physical Neglect","173"
"2021","Navarro","3-Arlington","Emotional/Verbal Abuse","1"
"2021","Navarro","3-Arlington","Exploitation","5"
"2021","Navarro","3-Arlington","Medical Neglect","31"
"2021","Navarro","3-Arlington","Mental Health Neglect","6"
"2021","Navarro","3-Arlington","Physical Abuse","3"
"2021","Navarro","3-Arlington","Physical Neglect","107"
"2021","Palo Pinto","3-Arlington","Exploitation","1"
"2021","Palo Pinto","3-Arlington","Medical Neglect","13"
"2021","Palo Pinto","3-Arlington","Physical Neglect","66"
"2021","Parker","3-Arlington","Emotional/Verbal Abuse","3"
"2021","Parker","3-Arlington","Exploitation","3"
"2021","Parker","3-Arlington","Medical Neglect","21"
"2021","Parker","3-Arlington","Mental Health Neglect","2"
"2021","Parker","3-Arlington","Physical Abuse","5"
"2021","Parker","3-Arlington","Physical Neglect","148"
"2021","Rockwall","3-Arlington","Exploitation","2"
"2021","Rockwall","3-Arlington","Medical Neglect","12"
"2021","Rockwall","3-Arlington","Mental Health Neglect","1"
"2021","Rockwall","3-Arlington","Physical Abuse","1"
"2021","Rockwall","3-Arlington","Physical Neglect","60"
"2021","Somervell","3-Arlington","Medical Neglect","4"
"2021","Somervell","3-Arlington","Physical Abuse","2"
"2021","Somervell","3-Arlington","Physical Neglect","12"
"2021","Tarrant","3-Arlington","Emotional/Verbal Abuse","54"
"2021","Tarrant","3-Arlington","Exploitation","46"
"2021","Tarrant","3-Arlington","Medical Neglect","763"
"2021","Tarrant","3-Arlington","Mental Health Neglect","91"
"2021","Tarrant","3-Arlington","Physical Abuse","128"
"2021","Tarrant","3-Arlington","Physical Neglect","2985"
"2021","Tarrant","3-Arlington","Sexual Abuse","2"
"2021","Wise","3-Arlington","Emotional/Verbal Abuse","2"
"2021","Wise","3-Arlington","Exploitation","4"
"2021","Wise","3-Arlington","Medical Neglect","21"
"2021","Wise","3-Arlington","Mental Health Neglect","3"
"2021","Wise","3-Arlington","Physical Abuse","2"
"2021","Wise","3-Arlington","Physical Neglect","128"
"2021","Anderson","4-Tyler","Emotional/Verbal Abuse","2"
"2021","Anderson","4-Tyler","Exploitation","2"
"2021","Anderson","4-Tyler","Medical Neglect","21"
"2021","Anderson","4-Tyler","Physical Abuse","4"
"2021","Anderson","4-Tyler","Physical Neglect","102"
"2021","Anderson","4-Tyler","Sexual Abuse","1"
"2021","Bowie","4-Tyler","Exploitation","1"
"2021","Bowie","4-Tyler","Medical Neglect","58"
"2021","Bowie","4-Tyler","Mental Health Neglect","11"
"2021","Bowie","4-Tyler","Physical Abuse","5"
"2021","Bowie","4-Tyler","Physical Neglect","203"
"2021","Camp","4-Tyler","Exploitation","1"
"2021","Camp","4-Tyler","Medical Neglect","7"
"2021","Camp","4-Tyler","Physical Abuse","1"
"2021","Camp","4-Tyler","Physical Neglect","26"
"2021","Cass","4-Tyler","Exploitation","1"
"2021","Cass","4-Tyler","Medical Neglect","23"
"2021","Cass","4-Tyler","Mental Health Neglect","1"
"2021","Cass","4-Tyler","Physical Neglect","68"
"2021","Cherokee","4-Tyler","Emotional/Verbal Abuse","4"
"2021","Cherokee","4-Tyler","Medical Neglect","19"
"2021","Cherokee","4-Tyler","Physical Abuse","5"
"2021","Cherokee","4-Tyler","Physical Neglect","125"
"2021","Delta","4-Tyler","Physical Abuse","1"
"2021","Delta","4-Tyler","Physical Neglect","12"
"2021","Franklin","4-Tyler","Medical Neglect","2"
"2021","Franklin","4-Tyler","Physical Neglect","15"
"2021","Gregg","4-Tyler","Emotional/Verbal Abuse","1"
"2021","Gregg","4-Tyler","Exploitation","5"
"2021","Gregg","4-Tyler","Medical Neglect","39"
"2021","Gregg","4-Tyler","Mental Health Neglect","5"
"2021","Gregg","4-Tyler","Physical Abuse","3"
"2021","Gregg","4-Tyler","Physical Neglect","197"
"2021","Gregg","4-Tyler","Sexual Abuse","1"
"2021","Harrison","4-Tyler","Emotional/Verbal Abuse","6"
"2021","Harrison","4-Tyler","Exploitation","4"
"2021","Harrison","4-Tyler","Medical Neglect","42"
"2021","Harrison","4-Tyler","Mental Health Neglect","4"
"2021","Harrison","4-Tyler","Physical Abuse","5"
"2021","Harrison","4-Tyler","Physical Neglect","154"
"2021","Henderson","4-Tyler","Emotional/Verbal Abuse","2"
"2021","Henderson","4-Tyler","Exploitation","3"
"2021","Henderson","4-Tyler","Medical Neglect","32"
"2021","Henderson","4-Tyler","Mental Health Neglect","1"
"2021","Henderson","4-Tyler","Physical Abuse","4"
"2021","Henderson","4-Tyler","Physical Neglect","199"
"2021","Henderson","4-Tyler","Sexual Abuse","1"
"2021","Hopkins","4-Tyler","Emotional/Verbal Abuse","1"
"2021","Hopkins","4-Tyler","Medical Neglect","19"
"2021","Hopkins","4-Tyler","Physical Abuse","2"
"2021","Hopkins","4-Tyler","Physical Neglect","86"
"2021","Lamar","4-Tyler","Medical Neglect","26"
"2021","Lamar","4-Tyler","Mental Health Neglect","1"
"2021","Lamar","4-Tyler","Physical Abuse","1"
"2021","Lamar","4-Tyler","Physical Neglect","167"
"2021","Lamar","4-Tyler","Sexual Abuse","2"
"2021","Marion","4-Tyler","Emotional/Verbal Abuse","2"
"2021","Marion","4-Tyler","Medical Neglect","13"
"2021","Marion","4-Tyler","Mental Health Neglect","3"
"2021","Marion","4-Tyler","Physical Abuse","1"
"2021","Marion","4-Tyler","Physical Neglect","50"
"2021","Morris","4-Tyler","Medical Neglect","11"
"2021","Morris","4-Tyler","Physical Abuse","1"
"2021","Morris","4-Tyler","Physical Neglect","40"
"2021","Panola","4-Tyler","Medical Neglect","10"
"2021","Panola","4-Tyler","Mental Health Neglect","3"
"2021","Panola","4-Tyler","Physical Neglect","42"
"2021","Rains","4-Tyler","Medical Neglect","6"
"2021","Rains","4-Tyler","Mental Health Neglect","4"
"2021","Rains","4-Tyler","Physical Abuse","1"
"2021","Rains","4-Tyler","Physical Neglect","23"
"2021","Red River","4-Tyler","Medical Neglect","2"
"2021","Red River","4-Tyler","Physical Neglect","29"
"2021","Rusk","4-Tyler","Emotional/Verbal Abuse","1"
"2021","Rusk","4-Tyler","Exploitation","2"
"2021","Rusk","4-Tyler","Medical Neglect","13"
"2021","Rusk","4-Tyler","Mental Health Neglect","1"
"2021","Rusk","4-Tyler","Physical Abuse","2"
"2021","Rusk","4-Tyler","Physical Neglect","74"
"2021","Rusk","4-Tyler","Sexual Abuse","1"
"2021","Smith","4-Tyler","Emotional/Verbal Abuse","5"
"2021","Smith","4-Tyler","Exploitation","7"
"2021","Smith","4-Tyler","Medical Neglect","117"
"2021","Smith","4-Tyler","Mental Health Neglect","18"
"2021","Smith","4-Tyler","Physical Abuse","14"
"2021","Smith","4-Tyler","Physical Neglect","572"
"2021","Titus","4-Tyler","Medical Neglect","8"
"2021","Titus","4-Tyler","Mental Health Neglect","4"
"2021","Titus","4-Tyler","Physical Neglect","39"
"2021","Upshur","4-Tyler","Exploitation","1"
"2021","Upshur","4-Tyler","Medical Neglect","23"
"2021","Upshur","4-Tyler","Mental Health Neglect","5"
"2021","Upshur","4-Tyler","Physical Abuse","1"
"2021","Upshur","4-Tyler","Physical Neglect","89"
"2021","Van Zandt","4-Tyler","Emotional/Verbal Abuse","5"
"2021","Van Zandt","4-Tyler","Exploitation","2"
"2021","Van Zandt","4-Tyler","Medical Neglect","20"
"2021","Van Zandt","4-Tyler","Mental Health Neglect","5"
"2021","Van Zandt","4-Tyler","Physical Abuse","4"
"2021","Van Zandt","4-Tyler","Physical Neglect","131"
"2021","Wood","4-Tyler","Emotional/Verbal Abuse","5"
"2021","Wood","4-Tyler","Medical Neglect","27"
"2021","Wood","4-Tyler","Mental Health Neglect","6"
"2021","Wood","4-Tyler","Physical Abuse","1"
"2021","Wood","4-Tyler","Physical Neglect","124"
"2021","Angelina","5-Beaumont","Exploitation","1"
"2021","Angelina","5-Beaumont","Medical Neglect","41"
"2021","Angelina","5-Beaumont","Mental Health Neglect","10"
"2021","Angelina","5-Beaumont","Physical Neglect","186"
"2021","Hardin","5-Beaumont","Emotional/Verbal Abuse","1"
"2021","Hardin","5-Beaumont","Exploitation","2"
"2021","Hardin","5-Beaumont","Medical Neglect","31"
"2021","Hardin","5-Beaumont","Physical Abuse","1"
"2021","Hardin","5-Beaumont","Physical Neglect","112"
"2021","Houston","5-Beaumont","Emotional/Verbal Abuse","2"
"2021","Houston","5-Beaumont","Medical Neglect","15"
"2021","Houston","5-Beaumont","Mental Health Neglect","3"
"2021","Houston","5-Beaumont","Physical Neglect","60"
"2021","Jasper","5-Beaumont","Emotional/Verbal Abuse","2"
"2021","Jasper","5-Beaumont","Medical Neglect","24"
"2021","Jasper","5-Beaumont","Mental Health Neglect","1"
"2021","Jasper","5-Beaumont","Physical Abuse","2"
"2021","Jasper","5-Beaumont","Physical Neglect","91"
"2021","Jefferson","5-Beaumont","Emotional/Verbal Abuse","5"
"2021","Jefferson","5-Beaumont","Exploitation","13"
"2021","Jefferson","5-Beaumont","Medical Neglect","126"
"2021","Jefferson","5-Beaumont","Mental Health Neglect","21"
"2021","Jefferson","5-Beaumont","Physical Abuse","12"
"2021","Jefferson","5-Beaumont","Physical Neglect","655"
"2021","Nacogdoches","5-Beaumont","Emotional/Verbal Abuse","1"
"2021","Nacogdoches","5-Beaumont","Medical Neglect","35"
"2021","Nacogdoches","5-Beaumont","Mental Health Neglect","5"
"2021","Nacogdoches","5-Beaumont","Physical Neglect","130"
"2021","Nacogdoches","5-Beaumont","Sexual Abuse","1"
"2021","Newton","5-Beaumont","Emotional/Verbal Abuse","1"
"2021","Newton","5-Beaumont","Medical Neglect","3"
"2021","Newton","5-Beaumont","Physical Abuse","3"
"2021","Newton","5-Beaumont","Physical Neglect","32"
"2021","Orange","5-Beaumont","Exploitation","3"
"2021","Orange","5-Beaumont","Medical Neglect","52"
"2021","Orange","5-Beaumont","Mental Health Neglect","13"
"2021","Orange","5-Beaumont","Physical Abuse","7"
"2021","Orange","5-Beaumont","Physical Neglect","221"
