"taxpayer_number","taxpayer_name","taxpayer_address","taxpayer_city","taxpayer_state","taxpayer_zip","location_name","location_address","location_city","location_state","location_zip","responsibility_begin_date_yyyymmdd","responsibility_end_date_yyyymmdd","obligation_end_date_yyyymmdd","liquor_receipts","wine_receipts","beer_receipts","cover_charge_receipts","total_receipts"
"32053030816","EL CHE-BICHERO, LLC","8514 EL GATO RD","LAREDO","TX","78045","MICHIN, FRESH MEXICAN KITCHEN","427 N LOOP 1604 W STE 202","SAN ANTONIO","TX","78232","2015-01-23T00:00:00.000","2019-01-25T00:00:00.000","2018-01-31T00:00:00.000","5442","76","679","0","6197"
"32060375865","SAM'S OAK HAVEN, LLC","16310 SAINT HELENA WAY","HOUSTON","TX","77053","SAM'S BOAT GULF COAST KITCHEN & SPORTS BAR","1827 N LOOP 1604 E STE 103","SAN ANTONIO","TX","78232","2016-08-16T00:00:00.000","2019-03-06T00:00:00.000","2018-01-31T00:00:00.000","13837","2148","19547","0","35532"
"12633886135","BEIGE ENTERTAINMENT, LLC","PO BOX 781914","SAN ANTONIO","TX","78278","NEW YORK BAR","2838 N LOOP 1604 E STE 105","SAN ANTONIO","TX","78232","2009-02-27T00:00:00.000","2021-06-01T00:00:00.000","2018-02-28T00:00:00.000","14462","0","9149","0","23611"
"32059720600","PJ2301 LLC","9542 W INTERSTATE 10","SAN ANTONIO","TX","78230","PJ2301 LLC","220 BROADWAY ST","SAN ANTONIO","TX","78205","2017-08-10T00:00:00.000","2019-08-09T00:00:00.000","2018-03-31T00:00:00.000","590","285","308","0","1183"
"32033791321","MARI GALVAN","610 MERIDA ST","SAN ANTONIO","TX","78207","TAMPICO SEAFOOD RESTAURANT","1722 S ZARZAMORA ST","SAN ANTONIO","TX","78207","2014-03-07T00:00:00.000","2018-03-21T00:00:00.000","2018-03-31T00:00:00.000","0","0","0","0","0"
"32044634668","RECTOR BAR, LLC","8801 LOCKWAY ST","SAN ANTONIO","TX","78217","SLACKERS","126 W RECTOR ST STE 136","SAN ANTONIO","TX","78216","2011-12-06T00:00:00.000",,"2018-02-28T00:00:00.000","58897","108","28917","0","87922"
"32041228845","TORY VENTURES, INCORPORATED","203 N PRESA ST","SAN ANTONIO","TX","78205","DAVENPORT LOUNGE","203 N PRESA ST","SAN ANTONIO","TX","78205","2010-04-20T00:00:00.000","2018-05-15T00:00:00.000","2018-03-31T00:00:00.000","5215","200","2810","0","8225"
"32058716153","AUSTIN HWY BAR & GRILL, INC.","6818 MERRY OAKS DR","SAN ANTONIO","TX","78242","BAR 23 SPORTS BAR & GRILL","4429 WALZEM RD","SAN ANTONIO","TX","78218","2016-07-14T00:00:00.000","2018-05-10T00:00:00.000","2018-03-31T00:00:00.000","20653","0","4043","0","24696"
"32061967322","MARIA D HERNANDEZ","2139 COUGAR PASS DR","SAN ANTONIO","TX","78230","EL BURRITO WEY  ESTILO JALISCO","11470 PERRIN BEITEL RD","SAN ANTONIO","TX","78217","2017-03-27T00:00:00.000","2018-05-22T00:00:00.000","2018-03-31T00:00:00.000","0","0","201","0","201"
"32042288269","AMC ITD, LLC","11500 ASH ST","LEAWOOD","KS","66211","AMC THEATRES ALAMO IMAX 2","849 E COMMERCE ST STE 483","SAN ANTONIO","TX","78205","2014-05-14T00:00:00.000",,"2018-01-31T00:00:00.000","1413","0","0","0","1413"
"32060904193","PURPLE LION, LLC","6350 MEADOWVISTA DR APT 412","CORPUS CHRISTI","TX","78414","LIONZ DEN","5042 SHERRI ANN RD","SAN ANTONIO","TX","78233","2017-08-24T00:00:00.000","2018-05-11T00:00:00.000","2018-03-31T00:00:00.000","1300","848","632","0","2780"
"32042288269","AMC ITD, LLC","11500 ASH ST","LEAWOOD","KS","66211","AMC THEATRES ALAMO IMAX 2","849 E COMMERCE ST STE 483","SAN ANTONIO","TX","78205","2014-05-14T00:00:00.000",,"2018-02-28T00:00:00.000","0","374","3601","0","3975"
"32041228845","TORY VENTURES, INCORPORATED","203 N PRESA ST","SAN ANTONIO","TX","78205","DAVENPORT LOUNGE","203 N PRESA ST","SAN ANTONIO","TX","78205","2010-04-20T00:00:00.000","2018-05-15T00:00:00.000","2018-01-31T00:00:00.000","6800","200","2900","0","9900"
"17430007959","SJ2 RESTAURANT GROUP, LLC","PO BOX 100510","SAN ANTONIO","TX","78201","SHUCK SHACK","520 E GRAYSON ST","SAN ANTONIO","TX","78215","2015-02-09T00:00:00.000","2020-01-17T00:00:00.000","2018-01-31T00:00:00.000","4158","1921","4383","0","10462"
"17427050780","WLS BEVERAGE COMPANY","701 E 83RD AVE STE 17","MERRILLVILLE","IN","46410","WLS BEVERAGE COMPANY/COURTYARD","80 NE LOOP 410","SAN ANTONIO","TX","78216","1996-02-23T00:00:00.000","2018-05-24T00:00:00.000","2018-03-31T00:00:00.000","1455","1203","894","0","3552"
"32042288269","AMC ITD, LLC","11500 ASH ST","LEAWOOD","KS","66211","AMC THEATRES RIVERCENTER #9","849 E COMMERCE ST STE 800","SAN ANTONIO","TX","78205","2013-03-25T00:00:00.000",,"2018-01-31T00:00:00.000","5437","807","5009","0","11253"
"32060904193","PURPLE LION, LLC","6350 MEADOWVISTA DR APT 412","CORPUS CHRISTI","TX","78414","LIONZ DEN","5042 SHERRI ANN RD","SAN ANTONIO","TX","78233","2017-08-24T00:00:00.000","2018-05-11T00:00:00.000","2018-01-31T00:00:00.000","1860","1000","1000","0","3860"
"32041228845","TORY VENTURES, INCORPORATED","203 N PRESA ST","SAN ANTONIO","TX","78205","DAVENPORT LOUNGE","203 N PRESA ST","SAN ANTONIO","TX","78205","2010-04-20T00:00:00.000","2018-05-15T00:00:00.000","2018-02-28T00:00:00.000","4285","115","2160","0","6560"
"17427050780","WLS BEVERAGE COMPANY","701 E 83RD AVE STE 17","MERRILLVILLE","IN","46410","WLS BEVERAGE COMPANY/COURTYARD","80 NE LOOP 410","SAN ANTONIO","TX","78216","1996-02-23T00:00:00.000","2018-05-24T00:00:00.000","2018-02-28T00:00:00.000","1402","1908","723","0","4033"
"12604441183","RAJACO, LLC","7210 BLANCO RD","SAN ANTONIO","TX","78216","MCFINNIGAN","23127 W INTERSTATE 10 # 201","SAN ANTONIO","TX","78257","2009-06-16T00:00:00.000",,"2018-02-28T00:00:00.000","21843","75","14812","0","36730"
"32042288269","AMC ITD, LLC","11500 ASH ST","LEAWOOD","KS","66211","AMC THEATRES RIVERCENTER #9","849 E COMMERCE ST STE 800","SAN ANTONIO","TX","78205","2013-03-25T00:00:00.000",,"2018-02-28T00:00:00.000","9064","833","5575","0","15472"
"32061967322","MARIA D HERNANDEZ","2139 COUGAR PASS DR","SAN ANTONIO","TX","78230","EL BURRITO WEY  ESTILO JALISCO","11470 PERRIN BEITEL RD","SAN ANTONIO","TX","78217","2017-03-27T00:00:00.000","2018-05-22T00:00:00.000","2018-02-28T00:00:00.000","0","0","298","0","298"
"32042288269","AMC ITD, LLC","11500 ASH ST","LEAWOOD","KS","66211","AMC THEATRES ALAMO IMAX 2","849 E COMMERCE ST STE 483","SAN ANTONIO","TX","78205","2014-05-14T00:00:00.000",,"2018-03-31T00:00:00.000","0","102","1373","0","1475"
"32061967322","MARIA D HERNANDEZ","2139 COUGAR PASS DR","SAN ANTONIO","TX","78230","EL BURRITO WEY  ESTILO JALISCO","11470 PERRIN BEITEL RD","SAN ANTONIO","TX","78217","2017-03-27T00:00:00.000","2018-05-22T00:00:00.000","2018-01-31T00:00:00.000","0","0","305","0","305"
"32060904193","PURPLE LION, LLC","6350 MEADOWVISTA DR APT 412","CORPUS CHRISTI","TX","78414","LIONZ DEN","5042 SHERRI ANN RD","SAN ANTONIO","TX","78233","2017-08-24T00:00:00.000","2018-05-11T00:00:00.000","2018-02-28T00:00:00.000","1300","931","931","0","3162"
"17427050780","WLS BEVERAGE COMPANY","701 E 83RD AVE STE 17","MERRILLVILLE","IN","46410","WLS BEVERAGE COMPANY/COURTYARD","80 NE LOOP 410","SAN ANTONIO","TX","78216","1996-02-23T00:00:00.000","2018-05-24T00:00:00.000","2018-01-31T00:00:00.000","2733","1570","2291","0","6594"
"32042288269","AMC ITD, LLC","11500 ASH ST","LEAWOOD","KS","66211","AMC THEATRES RIVERCENTER #9","849 E COMMERCE ST STE 800","SAN ANTONIO","TX","78205","2013-03-25T00:00:00.000",,"2018-03-31T00:00:00.000","7289","736","5166","0","13191"
"32060951343","LEONOR FLORES DELGADO","431 NASH BLVD","SAN ANTONIO","TX","78223","210 SOUTHTOWN","310 RIVERSIDE DR","SAN ANTONIO","TX","78210","2016-08-19T00:00:00.000","2018-03-19T00:00:00.000","2018-03-31T00:00:00.000","0","0","0","0","0"
"32008170998","JOHN WAYNE DOWNUM","PO BOX 15858","SAN ANTONIO","TX","78212","THE ANNEX","330 SAN PEDRO AVE","SAN ANTONIO","TX","78212","1997-03-21T00:00:00.000","2019-03-20T00:00:00.000","2018-01-31T00:00:00.000","29137","173","12834","0","42144"
"32057580873","WHISKEY GIRLS, LLC","11855 PERRIN BEITEL RD","SAN ANTONIO","TX","78217","WHISKEY GIRLS","11855 PERRIN BEITEL RD","SAN ANTONIO","TX","78217","2018-08-31T00:00:00.000",,"2018-01-31T00:00:00.000","9471","160","8928","0","18559"
"32056361986","SPORTS BAR VENTURES LLC","9134 DUBLIN SPG","SAN ANTONIO","TX","78254","THE DRAFT SPORTS BAR & GRILL","22015 W INTERSTATE 10 STE 101","SAN ANTONIO","TX","78257","2015-07-30T00:00:00.000","2018-02-28T00:00:00.000","2018-02-28T00:00:00.000","0","0","0","0","0"
"13310545192","REEL DINNER PARTNERS I, LLC","PO BOX 690388","SAN ANTONIO","TX","78269","ALAMO DRAFTHOUSE CINEMA-WESTLAKES","1255 SW LOOP 410","SAN ANTONIO","TX","78227","2016-03-15T00:00:00.000","2018-08-29T00:00:00.000","2018-02-28T00:00:00.000","27887","6046","42995","0","76928"
"32053126630","ON THE ROCKS PUB LLC","PO BOX 690307","SAN ANTONIO","TX","78269","ON THE ROCKS PUB","101 ALAMO PLZ STE 105","SAN ANTONIO","TX","78205","2014-09-18T00:00:00.000",,"2018-03-31T00:00:00.000","144894","189","71749","0","216832"
"32056361986","SPORTS BAR VENTURES LLC","9134 DUBLIN SPG","SAN ANTONIO","TX","78254","THE DRAFT SPORTS BAR & GRILL","22015 W INTERSTATE 10 STE 101","SAN ANTONIO","TX","78257","2015-07-30T00:00:00.000","2018-02-28T00:00:00.000","2018-01-31T00:00:00.000","0","0","0","0","0"
"32057580873","WHISKEY GIRLS, LLC","11855 PERRIN BEITEL RD","SAN ANTONIO","TX","78217","WHISKEY GIRLS","11855 PERRIN BEITEL RD","SAN ANTONIO","TX","78217","2018-08-31T00:00:00.000",,"2018-02-28T00:00:00.000","8128","83","9726","0","17937"
"17421943535","CLICKS NO. 1 LIMITED","3100 MONTICELLO AVE STE 350","DALLAS","TX","75205","CLICKS BILLIARDS","903 E BITTERS RD STE 307","SAN ANTONIO","TX","78216","2003-06-16T00:00:00.000","2018-06-01T00:00:00.000","2018-02-28T00:00:00.000","0","0","0","0","0"
"32057580873","WHISKEY GIRLS, LLC","11855 PERRIN BEITEL RD","SAN ANTONIO","TX","78217","WHISKEY GIRLS","11855 PERRIN BEITEL RD","SAN ANTONIO","TX","78217","2018-08-31T00:00:00.000",,"2018-03-31T00:00:00.000","5686","24","4831","0","10541"
"17427593870","HILLS & DALES, INC.","PO BOX 690307","SAN ANTONIO","TX","78269","HILLS & DALES","15403 WHITE FAWN DR","SAN ANTONIO","TX","78255","2017-03-16T00:00:00.000",,"2018-02-28T00:00:00.000","97146","756","71868","0","169770"
"17427593870","HILLS & DALES, INC.","PO BOX 690307","SAN ANTONIO","TX","78269","HILLS & DALES","15403 WHITE FAWN DR","SAN ANTONIO","TX","78255","2017-03-16T00:00:00.000",,"2018-03-31T00:00:00.000","156473","724","117993","0","275190"
