"fiscal_year","region","gender","race_ethnicity","children_in_adoption_placements"
"2017","7-Austin","Male","Hispanic","9"
"2017","7-Austin","Male","Native American","1"
"2017","7-Austin","Male","Other","10"
"2017","7-Austin","Male","Other","7"
"2017","7-Austin","Male","Other","4"
"2017","7-Austin","Male","Unknown","2"
"2017","7-Austin","Male","Unknown","1"
"2017","7-Austin","Unknown","Anglo","1"
"2016","7-Austin","Female","African American","41"
"2016","7-Austin","Female","African American","28"
"2016","7-Austin","Female","African American","4"
"2016","7-Austin","Female","African American","1"
"2016","7-Austin","Female","Anglo","66"
"2016","7-Austin","Female","Anglo","61"
"2016","7-Austin","Female","Anglo","21"
"2016","7-Austin","Female","Asian","1"
"2016","7-Austin","Female","Asian","2"
"2016","7-Austin","Female","Hispanic","103"
"2016","7-Austin","Female","Hispanic","41"
"2016","7-Austin","Female","Hispanic","6"
"2016","7-Austin","Female","Hispanic","1"
"2016","7-Austin","Female","Other","27"
"2016","7-Austin","Female","Other","7"
"2016","7-Austin","Female","Other","1"
"2016","7-Austin","Female","Unknown","2"
"2016","7-Austin","Male","African American","30"
"2016","7-Austin","Male","African American","25"
"2016","7-Austin","Male","African American","4"
"2016","7-Austin","Male","Anglo","75"
"2016","7-Austin","Male","Anglo","53"
"2016","7-Austin","Male","Anglo","11"
"2016","7-Austin","Male","Asian","2"
"2016","7-Austin","Male","Hispanic","110"
"2016","7-Austin","Male","Hispanic","58"
"2016","7-Austin","Male","Hispanic","11"
"2016","7-Austin","Male","Native American","1"
"2016","7-Austin","Male","Other","25"
"2016","7-Austin","Male","Other","15"
"2016","7-Austin","Male","Other","1"
"2016","7-Austin","Male","Unknown","1"
"2016","7-Austin","Male","Unknown","1"
"2015","7-Austin","Female","African American","52"
"2015","7-Austin","Female","African American","14"
"2015","7-Austin","Female","African American","5"
"2015","7-Austin","Female","Anglo","60"
"2015","7-Austin","Female","Anglo","49"
"2015","7-Austin","Female","Anglo","14"
"2015","7-Austin","Female","Anglo","2"
"2015","7-Austin","Female","Hispanic","84"
"2015","7-Austin","Female","Hispanic","49"
"2015","7-Austin","Female","Hispanic","11"
"2015","7-Austin","Female","Other","14"
"2015","7-Austin","Female","Other","11"
"2015","7-Austin","Female","Unknown","3"
"2015","7-Austin","Female","Unknown","1"
"2015","7-Austin","Male","African American","45"
"2015","7-Austin","Male","African American","20"
"2015","7-Austin","Male","African American","3"
"2015","7-Austin","Male","Anglo","75"
"2015","7-Austin","Male","Anglo","48"
"2015","7-Austin","Male","Anglo","9"
"2015","7-Austin","Male","Asian","1"
"2015","7-Austin","Male","Hispanic","84"
"2015","7-Austin","Male","Hispanic","46"
"2015","7-Austin","Male","Hispanic","12"
"2015","7-Austin","Male","Hispanic","1"
"2015","7-Austin","Male","Other","21"
"2015","7-Austin","Male","Other","3"
"2015","7-Austin","Male","Other","1"
"2015","7-Austin","Male","Unknown","4"
"2015","7-Austin","Male","Unknown","1"
"2014","7-Austin","Female","African American","50"
"2014","7-Austin","Female","African American","18"
"2014","7-Austin","Female","African American","8"
"2014","7-Austin","Female","Anglo","59"
"2014","7-Austin","Female","Anglo","29"
"2014","7-Austin","Female","Anglo","9"
"2014","7-Austin","Female","Hispanic","70"
"2014","7-Austin","Female","Hispanic","42"
"2014","7-Austin","Female","Hispanic","16"
"2014","7-Austin","Female","Other","15"
"2014","7-Austin","Female","Other","7"
"2014","7-Austin","Female","Other","1"
"2014","7-Austin","Female","Unknown","3"
"2014","7-Austin","Male","African American","46"
"2014","7-Austin","Male","African American","17"
"2014","7-Austin","Male","African American","11"
"2014","7-Austin","Male","Anglo","63"
"2014","7-Austin","Male","Anglo","28"
"2014","7-Austin","Male","Anglo","14"
"2014","7-Austin","Male","Hispanic","73"
"2014","7-Austin","Male","Hispanic","46"
"2014","7-Austin","Male","Hispanic","11"
"2014","7-Austin","Male","Other","23"
"2014","7-Austin","Male","Other","5"
"2014","7-Austin","Male","Other","1"
"2014","7-Austin","Male","Unknown","3"
"2014","7-Austin","Male","Unknown","1"
"2013","7-Austin","Female","African American","44"
"2013","7-Austin","Female","African American","17"
"2013","7-Austin","Female","African American","3"
"2013","7-Austin","Female","African American","1"
"2013","7-Austin","Female","Anglo","60"
"2013","7-Austin","Female","Anglo","37"
"2013","7-Austin","Female","Anglo","10"
"2013","7-Austin","Female","Asian","1"
"2013","7-Austin","Female","Hispanic","76"
"2013","7-Austin","Female","Hispanic","37"
"2013","7-Austin","Female","Hispanic","19"
"2013","7-Austin","Female","Other","8"
"2013","7-Austin","Female","Other","7"
"2013","7-Austin","Female","Other","3"
"2013","7-Austin","Female","Unknown","2"
"2013","7-Austin","Male","African American","50"
"2013","7-Austin","Male","African American","20"
"2013","7-Austin","Male","African American","7"
"2013","7-Austin","Male","Anglo","59"
"2013","7-Austin","Male","Anglo","37"
"2013","7-Austin","Male","Anglo","11"
"2013","7-Austin","Male","Hispanic","74"
"2013","7-Austin","Male","Hispanic","37"
"2013","7-Austin","Male","Hispanic","19"
"2013","7-Austin","Male","Other","14"
"2013","7-Austin","Male","Other","8"
"2013","7-Austin","Male","Other","2"
"2013","7-Austin","Male","Unknown","3"
"2013","7-Austin","Male","Unknown","2"
"2012","7-Austin","Female","African American","40"
"2012","7-Austin","Female","African American","14"
"2012","7-Austin","Female","African American","4"
"2012","7-Austin","Female","Anglo","49"
"2012","7-Austin","Female","Anglo","17"
"2012","7-Austin","Female","Anglo","14"
"2012","7-Austin","Female","Asian","1"
"2012","7-Austin","Female","Hispanic","78"
"2012","7-Austin","Female","Hispanic","27"
"2012","7-Austin","Female","Hispanic","11"
"2012","7-Austin","Female","Other","17"
"2012","7-Austin","Female","Unknown","3"
"2012","7-Austin","Female","Unknown","1"
"2012","7-Austin","Male","African American","30"
"2012","7-Austin","Male","African American","22"
"2012","7-Austin","Male","African American","2"
"2012","7-Austin","Male","Anglo","55"
"2012","7-Austin","Male","Anglo","35"
"2012","7-Austin","Male","Anglo","13"
"2012","7-Austin","Male","Hispanic","61"
"2012","7-Austin","Male","Hispanic","33"
"2012","7-Austin","Male","Hispanic","9"
"2012","7-Austin","Male","Native American","2"
"2012","7-Austin","Male","Other","15"
"2012","7-Austin","Male","Other","6"
"2012","7-Austin","Male","Other","2"
"2012","7-Austin","Male","Unknown","3"
"2012","7-Austin","Male","Unknown","1"
