"fiscal_year","county","region","legal_status","legal_statuses_granted_during_fiscal_year"
"2021","Cherokee","4-Tyler","Permanent Managing Permanency One Parent's Rights Terminated","3"
"2021","Cherokee","4-Tyler","Permanent Managing Permanency Parental Rights Terminated (All)","36"
"2021","Cherokee","4-Tyler","Temporary Managing Conservatorship","70"
"2021","Childress","1-Lubbock","Adoption","4"
"2021","Childress","1-Lubbock","DFPS Responsibility Terminated","7"
"2021","Childress","1-Lubbock","Permanent Managing Permanency One Parent's Rights Terminated","1"
"2021","Childress","1-Lubbock","Permanent Managing Permanency Parental Rights Terminated (All)","3"
"2021","Childress","1-Lubbock","Temporary Managing Conservatorship","6"
"2021","Clay","2-Abilene","Adoption","3"
"2021","Clay","2-Abilene","DFPS Responsibility Terminated","1"
"2021","Clay","2-Abilene","Permanent Managing Permanency Parental Rights Terminated (All)","2"
"2021","Clay","2-Abilene","Temporary Managing Conservatorship","15"
"2021","Cochran","1-Lubbock","DFPS Responsibility Terminated","2"
"2021","Cochran","1-Lubbock","Temporary Managing Conservatorship","4"
"2021","Coke","9-Midland","Permanent Managing Permanency Parental Rights Terminated (All)","4"
"2021","Coke","9-Midland","Temporary Managing Conservatorship","1"
"2021","Coleman","2-Abilene","Adoption","2"
"2021","Coleman","2-Abilene","DFPS Responsibility Terminated","20"
"2021","Coleman","2-Abilene","Permanent Managing Permanency No Parental Rights Terminated","1"
"2021","Coleman","2-Abilene","Permanent Managing Permanency Parental Rights Terminated (All)","1"
"2021","Coleman","2-Abilene","Temporary Managing Conservatorship","16"
"2021","Collin","3-Arlington","Adoption","66"
"2021","Collin","3-Arlington","DFPS Responsibility Terminated","139"
"2021","Collin","3-Arlington","Permanent Managing Permanency No Parental Rights Terminated","15"
"2021","Collin","3-Arlington","Permanent Managing Permanency One Parent's Rights Terminated","4"
"2021","Collin","3-Arlington","Permanent Managing Permanency Parental Rights Terminated (All)","64"
"2021","Collin","3-Arlington","Temporary Managing Conservatorship","158"
"2021","Collingsworth","1-Lubbock","Adoption","1"
"2021","Collingsworth","1-Lubbock","DFPS Responsibility Terminated","9"
"2021","Collingsworth","1-Lubbock","Temporary Managing Conservatorship","1"
"2021","Colorado","6-Houston","Adoption","3"
"2021","Colorado","6-Houston","Permanent Managing Permanency Parental Rights Terminated (All)","5"
"2021","Colorado","6-Houston","Temporary Managing Conservatorship","12"
"2021","Comal","8-San Antonio","Adoption","30"
"2021","Comal","8-San Antonio","DFPS Responsibility Terminated","78"
"2021","Comal","8-San Antonio","Permanent Managing Permanency No Parental Rights Terminated","3"
"2021","Comal","8-San Antonio","Permanent Managing Permanency One Parent's Rights Terminated","5"
"2021","Comal","8-San Antonio","Permanent Managing Permanency Parental Rights Terminated (All)","38"
"2021","Comal","8-San Antonio","Temporary Managing Conservatorship","110"
"2021","Comanche","2-Abilene","Adoption","3"
"2021","Comanche","2-Abilene","DFPS Responsibility Terminated","8"
"2021","Comanche","2-Abilene","Permanent Managing Permanency Parental Rights Terminated (All)","4"
"2021","Comanche","2-Abilene","Temporary Managing Conservatorship","16"
"2021","Concho","9-Midland","DFPS Responsibility Terminated","1"
"2021","Concho","9-Midland","Temporary Managing Conservatorship","3"
"2021","Cooke","3-Arlington","Adoption","9"
"2021","Cooke","3-Arlington","DFPS Responsibility Terminated","37"
"2021","Cooke","3-Arlington","Permanent Managing Permanency No Parental Rights Terminated","2"
"2021","Cooke","3-Arlington","Permanent Managing Permanency Parental Rights Terminated (All)","15"
"2021","Cooke","3-Arlington","Temporary Managing Conservatorship","43"
"2021","Coryell","7-Austin","Adoption","51"
"2021","Coryell","7-Austin","DFPS Responsibility Terminated","128"
"2021","Coryell","7-Austin","Permanent Managing Permanency No Parental Rights Terminated","10"
"2021","Coryell","7-Austin","Permanent Managing Permanency One Parent's Rights Terminated","1"
"2021","Coryell","7-Austin","Permanent Managing Permanency Parental Rights Terminated (All)","35"
"2021","Coryell","7-Austin","Temporary Managing Conservatorship","134"
"2021","Cottle","2-Abilene","DFPS Responsibility Terminated","3"
"2021","Cottle","2-Abilene","Temporary Managing Conservatorship","4"
"2021","Crane","9-Midland","DFPS Responsibility Terminated","6"
"2021","Crane","9-Midland","Temporary Managing Conservatorship","4"
"2021","Crockett","9-Midland","Adoption","1"
"2021","Crockett","9-Midland","DFPS Responsibility Terminated","4"
"2021","Crockett","9-Midland","Permanent Managing Permanency Parental Rights Terminated (All)","2"
"2021","Crosby","1-Lubbock","DFPS Responsibility Terminated","11"
"2021","Crosby","1-Lubbock","Temporary Managing Conservatorship","8"
"2021","Culberson","10-El Paso","Adoption","2"
"2021","Culberson","10-El Paso","Permanent Managing Permanency Parental Rights Terminated (All)","2"
"2021","Culberson","10-El Paso","Temporary Managing Conservatorship","3"
"2021","Dallam","1-Lubbock","Adoption","3"
"2021","Dallam","1-Lubbock","DFPS Responsibility Terminated","12"
"2021","Dallam","1-Lubbock","Permanent Managing Permanency Parental Rights Terminated (All)","10"
"2021","Dallam","1-Lubbock","Temporary Managing Conservatorship","24"
"2021","Dallas","3-Arlington","Adoption","216"
"2021","Dallas","3-Arlington","DFPS Responsibility Terminated","1035"
"2021","Dallas","3-Arlington","Permanent Managing Permanency No Parental Rights Terminated","209"
"2021","Dallas","3-Arlington","Permanent Managing Permanency One Parent's Rights Terminated","14"
"2021","Dallas","3-Arlington","Permanent Managing Permanency Parental Rights Terminated (All)","210"
"2021","Dallas","3-Arlington","Possessory Conservatorship","2"
"2021","Dallas","3-Arlington","Temporary Managing Conservatorship","1171"
"2021","Dawson","9-Midland","Adoption","6"
"2021","Dawson","9-Midland","DFPS Responsibility Terminated","8"
"2021","Dawson","9-Midland","Permanent Managing Permanency No Parental Rights Terminated","1"
"2021","Dawson","9-Midland","Permanent Managing Permanency Parental Rights Terminated (All)","4"
"2021","Dawson","9-Midland","Temporary Managing Conservatorship","10"
"2021","DeWitt","8-San Antonio","Adoption","7"
"2021","DeWitt","8-San Antonio","DFPS Responsibility Terminated","5"
"2021","DeWitt","8-San Antonio","Permanent Managing Permanency No Parental Rights Terminated","2"
"2021","DeWitt","8-San Antonio","Permanent Managing Permanency Parental Rights Terminated (All)","4"
"2021","DeWitt","8-San Antonio","Temporary Managing Conservatorship","15"
"2021","Deaf Smith","1-Lubbock","Adoption","2"
"2021","Deaf Smith","1-Lubbock","DFPS Responsibility Terminated","18"
"2021","Deaf Smith","1-Lubbock","Permanent Managing Permanency No Parental Rights Terminated","1"
"2021","Deaf Smith","1-Lubbock","Permanent Managing Permanency Parental Rights Terminated (All)","5"
"2021","Deaf Smith","1-Lubbock","Temporary Managing Conservatorship","19"
"2021","Delta","4-Tyler","DFPS Responsibility Terminated","5"
"2021","Delta","4-Tyler","Permanent Managing Permanency No Parental Rights Terminated","1"
"2021","Delta","4-Tyler","Permanent Managing Permanency Parental Rights Terminated (All)","3"
"2021","Denton","3-Arlington","Adoption","94"
"2021","Denton","3-Arlington","DFPS Responsibility Terminated","315"
"2021","Denton","3-Arlington","Permanent Managing Permanency No Parental Rights Terminated","17"
"2021","Denton","3-Arlington","Permanent Managing Permanency One Parent's Rights Terminated","8"
"2021","Denton","3-Arlington","Permanent Managing Permanency Parental Rights Terminated (All)","101"
"2021","Denton","3-Arlington","Temporary Managing Conservatorship","331"
"2021","Dickens","1-Lubbock","Temporary Managing Conservatorship","6"
"2021","Dimmit","8-San Antonio","Adoption","3"
"2021","Dimmit","8-San Antonio","DFPS Responsibility Terminated","13"
"2021","Dimmit","8-San Antonio","Permanent Managing Permanency One Parent's Rights Terminated","1"
"2021","Dimmit","8-San Antonio","Permanent Managing Permanency Parental Rights Terminated (All)","1"
"2021","Dimmit","8-San Antonio","Temporary Managing Conservatorship","14"
"2021","Donley","1-Lubbock","Adoption","2"
"2021","Donley","1-Lubbock","DFPS Responsibility Terminated","4"
"2021","Donley","1-Lubbock","Permanent Managing Permanency No Parental Rights Terminated","1"
"2021","Donley","1-Lubbock","Temporary Managing Conservatorship","4"
"2021","Duval","11-Edinburg","Adoption","1"
"2021","Duval","11-Edinburg","DFPS Responsibility Terminated","9"
"2021","Duval","11-Edinburg","Permanent Managing Permanency One Parent's Rights Terminated","11"
"2021","Duval","11-Edinburg","Permanent Managing Permanency Parental Rights Terminated (All)","8"
"2021","Duval","11-Edinburg","Temporary Managing Conservatorship","23"
"2021","Eastland","2-Abilene","Adoption","1"
"2021","Eastland","2-Abilene","DFPS Responsibility Terminated","15"
"2021","Eastland","2-Abilene","Permanent Managing Permanency Parental Rights Terminated (All)","11"
"2021","Eastland","2-Abilene","Temporary Managing Conservatorship","53"
"2021","Ector","9-Midland","Adoption","63"
"2021","Ector","9-Midland","DFPS Responsibility Terminated","75"
"2021","Ector","9-Midland","Permanent Managing Permanency No Parental Rights Terminated","6"
"2021","Ector","9-Midland","Permanent Managing Permanency One Parent's Rights Terminated","1"
"2021","Ector","9-Midland","Permanent Managing Permanency Parental Rights Terminated (All)","87"
"2021","Ector","9-Midland","Temporary Managing Conservatorship","169"
"2021","El Paso","10-El Paso","Adoption","59"
"2021","El Paso","10-El Paso","DFPS Responsibility Terminated","135"
"2021","El Paso","10-El Paso","Permanent Managing Permanency No Parental Rights Terminated","10"
"2021","El Paso","10-El Paso","Permanent Managing Permanency One Parent's Rights Terminated","11"
"2021","El Paso","10-El Paso","Permanent Managing Permanency Parental Rights Terminated (All)","80"
"2021","El Paso","10-El Paso","Temporary Managing Conservatorship","218"
"2021","Ellis","3-Arlington","Adoption","15"
"2021","Ellis","3-Arlington","DFPS Responsibility Terminated","15"
"2021","Ellis","3-Arlington","Permanent Managing Permanency Parental Rights Terminated (All)","20"
"2021","Ellis","3-Arlington","Temporary Managing Conservatorship","26"
"2021","Erath","3-Arlington","Adoption","5"
"2021","Erath","3-Arlington","DFPS Responsibility Terminated","24"
"2021","Erath","3-Arlington","Permanent Managing Permanency No Parental Rights Terminated","3"
"2021","Erath","3-Arlington","Permanent Managing Permanency Parental Rights Terminated (All)","8"
"2021","Erath","3-Arlington","Temporary Managing Conservatorship","25"
"2021","Falls","7-Austin","Adoption","13"
"2021","Falls","7-Austin","DFPS Responsibility Terminated","17"
"2021","Falls","7-Austin","Permanent Managing Permanency Parental Rights Terminated (All)","21"
"2021","Falls","7-Austin","Temporary Managing Conservatorship","26"
"2021","Fannin","3-Arlington","Adoption","17"
"2021","Fannin","3-Arlington","DFPS Responsibility Terminated","33"
"2021","Fannin","3-Arlington","Permanent Managing Permanency No Parental Rights Terminated","7"
"2021","Fannin","3-Arlington","Permanent Managing Permanency One Parent's Rights Terminated","1"
"2021","Fannin","3-Arlington","Permanent Managing Permanency Parental Rights Terminated (All)","22"
"2021","Fannin","3-Arlington","Temporary Managing Conservatorship","27"
"2021","Fayette","7-Austin","Adoption","5"
"2021","Fayette","7-Austin","DFPS Responsibility Terminated","10"
"2021","Fayette","7-Austin","Permanent Managing Permanency No Parental Rights Terminated","2"
"2021","Fayette","7-Austin","Permanent Managing Permanency Parental Rights Terminated (All)","16"
"2021","Fayette","7-Austin","Temporary Managing Conservatorship","31"
"2021","Fisher","2-Abilene","DFPS Responsibility Terminated","4"
"2021","Fisher","2-Abilene","Temporary Managing Conservatorship","14"
"2021","Floyd","1-Lubbock","DFPS Responsibility Terminated","3"
"2021","Floyd","1-Lubbock","Permanent Managing Permanency No Parental Rights Terminated","2"
"2021","Floyd","1-Lubbock","Temporary Managing Conservatorship","1"
"2021","Foard","2-Abilene","DFPS Responsibility Terminated","1"
"2021","Foard","2-Abilene","Permanent Managing Permanency No Parental Rights Terminated","2"
"2021","Foard","2-Abilene","Permanent Managing Permanency Parental Rights Terminated (All)","3"
"2021","Foard","2-Abilene","Temporary Managing Conservatorship","2"
"2021","Fort Bend","6-Houston","Adoption","29"
"2021","Fort Bend","6-Houston","DFPS Responsibility Terminated","37"
"2021","Fort Bend","6-Houston","Permanent Managing Permanency No Parental Rights Terminated","5"
"2021","Fort Bend","6-Houston","Permanent Managing Permanency One Parent's Rights Terminated","1"
"2021","Fort Bend","6-Houston","Permanent Managing Permanency Parental Rights Terminated (All)","20"
"2021","Fort Bend","6-Houston","Temporary Managing Conservatorship","48"
"2021","Franklin","4-Tyler","Adoption","6"
"2021","Franklin","4-Tyler","DFPS Responsibility Terminated","11"
"2021","Franklin","4-Tyler","Permanent Managing Permanency Parental Rights Terminated (All)","4"
"2021","Franklin","4-Tyler","Temporary Managing Conservatorship","10"
"2021","Freestone","7-Austin","Adoption","3"
"2021","Freestone","7-Austin","DFPS Responsibility Terminated","20"
"2021","Freestone","7-Austin","Permanent Managing Permanency No Parental Rights Terminated","1"
"2021","Freestone","7-Austin","Permanent Managing Permanency Parental Rights Terminated (All)","5"
"2021","Freestone","7-Austin","Temporary Managing Conservatorship","17"
"2021","Frio","8-San Antonio","Adoption","20"
"2021","Frio","8-San Antonio","DFPS Responsibility Terminated","13"
"2021","Frio","8-San Antonio","Permanent Managing Permanency Parental Rights Terminated (All)","18"
"2021","Frio","8-San Antonio","Temporary Managing Conservatorship","28"
"2021","Gaines","9-Midland","Adoption","12"
"2021","Gaines","9-Midland","DFPS Responsibility Terminated","8"
"2021","Gaines","9-Midland","Permanent Managing Permanency No Parental Rights Terminated","1"
"2021","Gaines","9-Midland","Permanent Managing Permanency Parental Rights Terminated (All)","8"
"2021","Gaines","9-Midland","Temporary Managing Conservatorship","1"
"2021","Galveston","6-Houston","Adoption","29"
"2021","Galveston","6-Houston","DFPS Responsibility Terminated","163"
"2021","Galveston","6-Houston","Permanent Managing Permanency No Parental Rights Terminated","9"
"2021","Galveston","6-Houston","Permanent Managing Permanency One Parent's Rights Terminated","4"
"2021","Galveston","6-Houston","Permanent Managing Permanency Parental Rights Terminated (All)","42"
"2021","Galveston","6-Houston","Temporary Managing Conservatorship","217"
"2021","Garza","1-Lubbock","DFPS Responsibility Terminated","6"
"2021","Garza","1-Lubbock","Permanent Managing Permanency No Parental Rights Terminated","1"
"2021","Garza","1-Lubbock","Temporary Managing Conservatorship","10"
"2021","Gillespie","8-San Antonio","Adoption","3"
"2021","Gillespie","8-San Antonio","DFPS Responsibility Terminated","5"
"2021","Gillespie","8-San Antonio","Permanent Managing Permanency Parental Rights Terminated (All)","4"
"2021","Gillespie","8-San Antonio","Temporary Managing Conservatorship","16"
"2021","Goliad","8-San Antonio","DFPS Responsibility Terminated","10"
"2021","Goliad","8-San Antonio","Permanent Managing Permanency No Parental Rights Terminated","1"
"2021","Goliad","8-San Antonio","Permanent Managing Permanency Parental Rights Terminated (All)","1"
"2021","Goliad","8-San Antonio","Temporary Managing Conservatorship","8"
"2021","Gonzales","8-San Antonio","Adoption","4"
"2021","Gonzales","8-San Antonio","DFPS Responsibility Terminated","4"
"2021","Gonzales","8-San Antonio","Permanent Managing Permanency Parental Rights Terminated (All)","7"
"2021","Gonzales","8-San Antonio","Temporary Managing Conservatorship","10"
"2021","Gray","1-Lubbock","Adoption","10"
"2021","Gray","1-Lubbock","DFPS Responsibility Terminated","14"
"2021","Gray","1-Lubbock","Permanent Managing Permanency No Parental Rights Terminated","2"
"2021","Gray","1-Lubbock","Permanent Managing Permanency One Parent's Rights Terminated","2"
"2021","Gray","1-Lubbock","Permanent Managing Permanency Parental Rights Terminated (All)","18"
"2021","Gray","1-Lubbock","Temporary Managing Conservatorship","58"
"2021","Grayson","3-Arlington","Adoption","38"
"2021","Grayson","3-Arlington","DFPS Responsibility Terminated","67"
"2021","Grayson","3-Arlington","Permanent Managing Permanency No Parental Rights Terminated","10"
"2021","Grayson","3-Arlington","Permanent Managing Permanency One Parent's Rights Terminated","1"
"2021","Grayson","3-Arlington","Permanent Managing Permanency Parental Rights Terminated (All)","32"
"2021","Grayson","3-Arlington","Temporary Managing Conservatorship","89"
"2021","Gregg","4-Tyler","Adoption","45"
"2021","Gregg","4-Tyler","DFPS Responsibility Terminated","166"
"2021","Gregg","4-Tyler","Permanent Managing Permanency No Parental Rights Terminated","7"
"2021","Gregg","4-Tyler","Permanent Managing Permanency One Parent's Rights Terminated","7"
"2021","Gregg","4-Tyler","Permanent Managing Permanency Parental Rights Terminated (All)","56"
"2021","Gregg","4-Tyler","Temporary Managing Conservatorship","168"
"2021","Grimes","7-Austin","Adoption","4"
"2021","Grimes","7-Austin","DFPS Responsibility Terminated","12"
"2021","Grimes","7-Austin","Permanent Managing Permanency Parental Rights Terminated (All)","1"
"2021","Grimes","7-Austin","Temporary Managing Conservatorship","36"
"2021","Guadalupe","8-San Antonio","Adoption","23"
"2021","Guadalupe","8-San Antonio","DFPS Responsibility Terminated","36"
