"ticket_id","ticket_method_received","ticket_created_date_time","ticket_status","ticket_closed_date_time","issue_type","issue_sub_category","request_activity","request_outcome","street_address","city","zip","neighborhood_district","latitude","longitude","new_geocoded_address"
"22-00104118","Citizen Mobile App","2022-08-25T18:47:48.000","Open","2022-08-25T18:47:48.000","Trash Complaints","Missed Garbage Pick-Up",,,"12509 MISTY CREEK DR","LITTLE ROCK","72211","WARD 6","34.73586223","-92.41444324","POINT (-92.41444324 34.73586223)"
"22-00104117","Citizen Mobile App","2022-08-25T18:47:47.000","Open","2022-08-25T18:47:47.000","Trash Complaints","Missed Garbage Pick-Up",,,"11325 ETHAN ALLEN DR","LITTLE ROCK","72211","WARD 4","34.76123783","-92.40046292","POINT (-92.40046292 34.76123783)"
"22-00104116","Phone","2022-08-25T18:31:33.000","Open","2022-08-25T18:31:33.000","Code Violations","Housing Code Violations",,,"6600 DOVE LN","LITTLE ROCK","72206","WARD 1","34.71813841","-92.19592995","POINT (-92.19592995 34.71813841)"
"22-00104114","Phone","2022-08-25T18:20:41.000","Open","2022-08-25T18:20:41.000","Trash Complaints","Missed Garbage Pick-Up",,,"7318 M ST","LITTLE ROCK","72207","WARD 3","34.76468005","-92.35594409","POINT (-92.35594409 34.76468005)"
"22-00104112","Citizen Mobile App","2022-08-25T18:17:33.000","Open","2022-08-25T18:17:33.000","Trash Complaints","Missed Garbage Pick-Up",,,"1111 S PULASKI ST","LITTLE ROCK","72202","WARD 1","34.73978543","-92.2864056","POINT (-92.2864056 34.73978543)"
"22-00104111","Citizen Mobile App","2022-08-25T18:11:30.000","Open","2022-08-25T18:11:30.000","Trash Complaints","Missed Garbage Pick-Up",,,"201 THAYER ST","LITTLE ROCK","72205","WARD 3","34.7493735","-92.30068974","POINT (-92.30068974 34.7493735)"
"22-00104110","Citizen Mobile App","2022-08-25T18:08:29.000","Open","2022-08-25T18:08:29.000","Trash Complaints","Missed Garbage Pick-Up",,,"2501 W 2ND ST","LITTLE ROCK","72205","WARD 3","34.74937481","-92.30008434","POINT (-92.30008434 34.74937481)"
"22-00104109","Phone","2022-08-25T17:58:53.000","Open","2022-08-25T17:58:53.000","Trash Complaints","Garbage Cart Issues",,,"1009 BROWN ST","LITTLE ROCK","72204","WARD 1","34.74159211","-92.30990205","POINT (-92.30990205 34.74159211)"
"22-00104108","Phone","2022-08-25T17:57:42.000","Open","2022-08-25T17:57:42.000","Trash Complaints","Knuckleboom Pick-Up",,,"15 WALNUT VALLEY DR","LITTLE ROCK","72211","WARD 4","34.76568216","-92.39190807","POINT (-92.39190807 34.76568216)"
"22-00104107","Citizen Mobile App","2022-08-25T17:53:22.000","Open","2022-08-25T17:53:22.000","Trash Complaints","On-Call / Bulky Items / Special Pick-Up Request",,,"11180 RIVERCREST DR","LITTLE ROCK","72212","WARD 4","34.80003121","-92.39695541","POINT (-92.39695541 34.80003121)"
"22-00104106","Phone","2022-08-25T17:52:43.000","Open","2022-08-25T17:52:43.000","Trash Complaints","On-Call / Bulky Items / Special Pick-Up Request",,,"10018 SUFFOLK DR","LITTLE ROCK","72204","WARD 6","34.72413937","-92.38631333","POINT (-92.38631333 34.72413937)"
"22-00104104","Phone","2022-08-25T17:50:14.000","Open","2022-08-25T17:50:14.000","Trash Complaints","Knuckleboom Pick-Up",,,"11810 PLEASANT TREE DR","LITTLE ROCK","72211","WARD 5","34.76586042","-92.40650514","POINT (-92.40650514 34.76586042)"
"22-00104103","Phone","2022-08-25T17:35:51.000","Open","2022-08-25T17:35:51.000","Trash Complaints","Missed Garbage Pick-Up",,,"1908 W 29TH ST","LITTLE ROCK","72206","WARD 1","34.72181632","-92.2954028","POINT (-92.2954028 34.72181632)"
"22-00104102","Citizen Mobile App","2022-08-25T17:32:12.000","Open","2022-08-25T17:32:12.000","Trash Complaints","Missed Garbage Pick-Up",,,"12704 MISTY CREEK DR","LITTLE ROCK","72211","WARD 6","34.73636477","-92.41596561","POINT (-92.41596561 34.73636477)"
"22-00104096","Phone","2022-08-25T17:17:52.000","Open","2022-08-25T17:17:52.000","Trash Complaints","Missed Garbage Pick-Up",,,"3115 WYNNE DR","LITTLE ROCK","72204","WARD 6","34.72435118","-92.36176889","POINT (-92.36176889 34.72435118)"
"22-00104095","Generated by Officer","2022-08-25T17:17:19.000","Closed","2022-08-25T17:17:27.000","Code Violations","Parking in Yard","Inspect Site","Left Warning/Advisory Notice - Close SR","5403 WYCLIFFE DR","LITTLE ROCK","72209","WARD 2","34.68529973","-92.33692729","POINT (-92.33692729 34.68529973)"
"22-00104094","Phone","2022-08-25T17:17:18.000","Open","2022-08-25T17:17:18.000","Trash Complaints","Missed Garbage Pick-Up",,,"7412 M ST","LITTLE ROCK","72207","WARD 3","34.7647094","-92.35653982","POINT (-92.35653982 34.7647094)"
"22-00104093","Phone","2022-08-25T17:16:13.000","Open","2022-08-25T17:16:13.000","Trash Complaints","Missed Garbage Pick-Up",,,"2518 S BATTERY ST","LITTLE ROCK","72206","WARD 1","34.72434655","-92.29475387","POINT (-92.29475387 34.72434655)"
"22-00104092","Phone","2022-08-25T17:15:27.000","Open","2022-08-25T17:15:27.000","Public Works","Manhole/Storm Drain Maintenance",,,"127 WHITE OAK LN","LITTLE ROCK","72227","WARD 3","34.77855858","-92.3609518","POINT (-92.3609518 34.77855858)"
"22-00104091","Generated by Officer","2022-08-25T17:14:03.000","Closed","2022-08-25T17:14:13.000","Code Violations","Parking in Yard","Inspect Site","Left Warning/Advisory Notice - Close SR","5301 HALIFAX DR","LITTLE ROCK","72209","WARD 2","34.68336563","-92.33560429","POINT (-92.33560429 34.68336563)"
"22-00104090","Generated by Officer","2022-08-25T17:13:09.000","Closed","2022-08-25T17:13:18.000","Code Violations","Parking in Yard","Inspect Site","Left Warning/Advisory Notice - Close SR","5301 HALIFAX DR","LITTLE ROCK","72209","WARD 2","34.68336563","-92.33560429","POINT (-92.33560429 34.68336563)"
"22-00104089","Phone","2022-08-25T17:11:47.000","Closed","2022-08-25T17:29:43.000","Trash Complaints","Missed Garbage Pick-Up",,,"3322 WOLFE ST","LITTLE ROCK","72206","WARD 1","34.71592357","-92.29402751","POINT (-92.29402751 34.71592357)"
"22-00104087","Citizen Mobile App","2022-08-25T17:08:01.000","Open","2022-08-25T17:08:01.000","Trash Complaints","Missed Yard Waste Pick-Up",,,"1417 KAVANAUGH BLVD","LITTLE ROCK","72205","WARD 3","34.75467928","-92.30830077","POINT (-92.30830077 34.75467928)"
"22-00104086","Phone","2022-08-25T17:07:40.000","Open","2022-08-25T17:07:40.000","Trash Complaints","Missed Garbage Pick-Up",,,"1009 JOHNSON ST","LITTLE ROCK","72204","WARD 1","34.74149581","-92.30778403","POINT (-92.30778403 34.74149581)"
"22-00104085","Citizen Mobile App","2022-08-25T16:58:57.000","Open","2022-08-25T16:58:57.000","Trash Complaints","Missed Yard Waste Pick-Up",,,"209 BROOKSIDE DR","LITTLE ROCK","72205","WARD 4","34.75457946","-92.37337223","POINT (-92.37337223 34.75457946)"
"22-00104084","Phone","2022-08-25T16:58:17.000","Open","2022-08-25T16:58:17.000","Trash Complaints","Garbage Cart Issues",,,"1508 WELCH ST","LITTLE ROCK","72202","WARD 1","34.73267129","-92.2601816","POINT (-92.2601816 34.73267129)"
"22-00104083","Phone","2022-08-25T16:56:16.000","Open","2022-08-25T16:56:16.000","Trash Complaints","Garbage Cart Issues",,,"18 BAY ST","LITTLE ROCK","72204","WARD 6","34.72894985","-92.36817294","POINT (-92.36817294 34.72894985)"
"22-00104082","Phone","2022-08-25T16:55:35.000","Open","2022-08-25T16:55:35.000","Trash Complaints","On-Call / Bulky Items / Special Pick-Up Request",,,"27 NEW HORIZON LN","LITTLE ROCK","72206","WARD 1","34.72022997","-92.27072474","POINT (-92.27072474 34.72022997)"
"22-00104081","Phone","2022-08-25T16:49:49.000","Open","2022-08-25T16:49:49.000","Trash Complaints","Missed Garbage Pick-Up",,,"201 N SUMMIT ST","LITTLE ROCK","72205","WARD 3","34.75187032","-92.29385099","POINT (-92.29385099 34.75187032)"
"22-00104080","Phone","2022-08-25T16:49:04.000","Open","2022-08-25T16:49:04.000","Trash Complaints","Missed Garbage Pick-Up",,,"4401 W 27TH ST","LITTLE ROCK","72204","WARD 1","34.72685305","-92.32307981","POINT (-92.32307981 34.72685305)"
"22-00104078","Phone","2022-08-25T16:47:57.000","Open","2022-08-25T16:47:57.000","Trash Complaints","Missed Garbage Pick-Up",,,"301 GILL ST","LITTLE ROCK","72205","WARD 3","34.75276875","-92.29252718","POINT (-92.29252718 34.75276875)"
"22-00104073","CSR Mobile Apps","2022-08-25T16:43:51.000","Closed","2022-08-25T16:46:18.000","Code Violations","Parking in Yard","Inspect Site","Violation - Issue Citation","6400 PECAN AVE","LITTLE ROCK","72206","WARD 1","34.71888158","-92.1979082","POINT (-92.1979082 34.71888158)"
"22-00104072","Phone","2022-08-25T16:40:50.000","Open","2022-08-25T16:40:50.000","Trash Complaints","Missed Garbage Pick-Up",,,"1900 S SCOTT ST","LITTLE ROCK","72206","WARD 1","34.73033461","-92.27262948","POINT (-92.27262948 34.73033461)"
"22-00104071","Citizen Mobile App","2022-08-25T16:40:48.000","Open","2022-08-25T16:40:48.000","Trash Complaints","Missed Garbage Pick-Up",,,"408 OAK PARK DR","LITTLE ROCK","72204","WARD 7","34.71434006","-92.35401477","POINT (-92.35401477 34.71434006)"
"22-00104070","Generated by Officer","2022-08-25T16:38:24.000","Open","2022-08-25T16:38:24.000","Code Violations","High Grass & Weeds",,,"5207 MABELVALE PIKE","LITTLE ROCK","72209","WARD 2","34.70178399","-92.33744012","POINT (-92.33744012 34.70178399)"
"22-00104069","CSR Mobile Apps","2022-08-25T16:37:47.000","Open","2022-08-25T16:37:47.000","Code Violations","Housing Code Violations","Issue Violation Notice","Completed","1900 SECURITY AVE","LITTLE ROCK","72202","WARD 1","34.72884877","-92.2523611","POINT (-92.2523611 34.72884877)"
"22-00104068","Phone","2022-08-25T16:34:14.000","Open","2022-08-25T16:34:14.000","Trash Complaints","Missed Garbage Pick-Up",,,"3216 S BATTERY ST","LITTLE ROCK","72206","WARD 1","34.71812726","-92.29508984","POINT (-92.29508984 34.71812726)"
"22-00104067","Phone","2022-08-25T16:32:03.000","Open","2022-08-25T16:32:03.000","Code Violations","High Grass & Weeds",,,"5205 MABELVALE PIKE","LITTLE ROCK","72209","WARD 2","34.70209798","-92.3369064","POINT (-92.3369064 34.70209798)"
"22-00104066","CSR Mobile Apps","2022-08-25T16:31:45.000","Open","2022-08-25T16:31:45.000","Code Violations","Housing Code Violations","Issue Violation Notice","Completed","1812 SECURITY AVE","LITTLE ROCK","72202","WARD 1","34.72920617","-92.25235139","POINT (-92.25235139 34.72920617)"
"22-00104065","Phone","2022-08-25T16:30:24.000","Open","2022-08-25T16:30:24.000","Trash Complaints","Missed Garbage Pick-Up",,,"4820 W 23RD ST","LITTLE ROCK","72204","WARD 1","34.73110562","-92.32793631","POINT (-92.32793631 34.73110562)"
"22-00104064","Phone","2022-08-25T16:30:10.000","Open","2022-08-25T16:30:10.000","Trash Complaints","Missed Garbage Pick-Up",,,"12412 BRODIE CREEK TRL","LITTLE ROCK","72211","WARD 7","34.72989765","-92.41544744","POINT (-92.41544744 34.72989765)"
"22-00104063","CSR Mobile Apps","2022-08-25T16:28:43.000","Open","2022-08-25T16:28:43.000","Code Violations","Trash / Rubbish / Debris on Premise","Issue Violation Notice","Completed","1812 SECURITY AVE","LITTLE ROCK","72202","WARD 1","34.72920617","-92.25235139","POINT (-92.25235139 34.72920617)"
"22-00104062","Phone","2022-08-25T16:27:17.000","Open","2022-08-25T16:27:17.000","Trash Complaints","Missed Garbage Pick-Up",,,"3710 W 13TH ST","LITTLE ROCK","72204","WARD 1","34.73965614","-92.31513458","POINT (-92.31513458 34.73965614)"
"22-00104061","Citizen Mobile App","2022-08-25T16:25:43.000","Open","2022-08-25T16:25:43.000","Trash Complaints","Missed Garbage Pick-Up",,,"4109 W 12TH ST","LITTLE ROCK","72204","WARD 1","34.74037513","-92.31950032","POINT (-92.31950032 34.74037513)"
"22-00104060","CSR Mobile Apps","2022-08-25T16:25:42.000","Open","2022-08-25T16:25:42.000","Trash Complaints","On-Call / Bulky Items / Special Pick-Up Request",,,"1724 RICE ST","LITTLE ROCK","72202","WARD 1","34.73400427","-92.30060584","POINT (-92.30060584 34.73400427)"
"22-00104058","Phone","2022-08-25T16:24:00.000","Open","2022-08-25T16:24:00.000","Trash Complaints","Garbage Cart Issues",,,"3101 DR MARTIN LUTHER KING DR","LITTLE ROCK","72206","WARD 1","34.71863771","-92.28983424","POINT (-92.28983424 34.71863771)"
"22-00104057","Phone","2022-08-25T16:22:56.000","Open","2022-08-25T16:22:56.000","Trash Complaints","Missed Garbage Pick-Up",,,"5205 W 23RD ST","LITTLE ROCK","72204","WARD 1","34.73092905","-92.33184712","POINT (-92.33184712 34.73092905)"
"22-00104055","Phone","2022-08-25T16:20:57.000","Open","2022-08-25T16:22:37.000","Trash Complaints","Missed Garbage Pick-Up",,,"2000 COUNTRY CLUB LN","LITTLE ROCK","72207","WARD 3","34.7701071","-92.32353064","POINT (-92.32353064 34.7701071)"
"22-00104054","Phone","2022-08-25T16:19:43.000","Open","2022-08-25T16:22:37.000","Trash Complaints","Missed Garbage Pick-Up",,,"2524 ADAMS ST","LITTLE ROCK","72204","WARD 1","34.72824834","-92.32525257","POINT (-92.32525257 34.72824834)"
"22-00104052","Phone","2022-08-25T16:19:19.000","Open","2022-08-25T16:22:37.000","Trash Complaints","Missed Garbage Pick-Up",,,"2009 HOWARD ST","LITTLE ROCK","72202","WARD 1","34.73010357","-92.29829395","POINT (-92.29829395 34.73010357)"
"22-00104050","Phone","2022-08-25T16:17:05.000","Open","2022-08-25T16:22:37.000","Trash Complaints","Missed Garbage Pick-Up",,,"3906 W 14TH ST","LITTLE ROCK","72204","WARD 1","34.73884723","-92.31721074","POINT (-92.31721074 34.73884723)"
"22-00104049","CSR Mobile Apps","2022-08-25T16:16:37.000","Open","2022-08-25T16:16:37.000","Code Violations","Trash / Rubbish / Debris on Premise","Issue Violation Notice","Completed","2001 E CAPITOL AVE","LITTLE ROCK","72202","WARD 1","34.74281442","-92.24771395","POINT (-92.24771395 34.74281442)"
"22-00104048","Phone","2022-08-25T16:15:21.000","Open","2022-08-25T16:22:37.000","Trash Complaints","Missed Garbage Pick-Up",,,"9 ARROW RIDGE CT","LITTLE ROCK","72205","WARD 4","34.76078311","-92.37034211","POINT (-92.37034211 34.76078311)"
"22-00104047","Generated by Officer","2022-08-25T16:15:19.000","Open","2022-08-25T16:15:19.000","Code Violations","Housing Rental Code Violations (Mobile Homes)","Inspect Site","Notice Issued","67 JAN DR","LITTLE ROCK","72210","WARD 7","34.64479668","-92.44275821","POINT (-92.44275821 34.64479668)"
"22-00104045","Phone","2022-08-25T16:14:04.000","Open","2022-08-25T16:22:37.000","Trash Complaints","Missed Garbage Pick-Up",,,"7800 W 32ND ST","LITTLE ROCK","72204","WARD 6","34.72416923","-92.36106928","POINT (-92.36106928 34.72416923)"
"22-00104043","CSR Mobile Apps","2022-08-25T16:13:36.000","Open","2022-08-25T16:13:36.000","Code Violations","High Grass & Weeds","Issue Violation Notice","Completed","2001 E CAPITOL AVE","LITTLE ROCK","72202","WARD 1","34.74281442","-92.24771395","POINT (-92.24771395 34.74281442)"
"22-00104042","Phone","2022-08-25T16:12:37.000","Open","2022-08-25T16:22:37.000","Trash Complaints","Missed Garbage Pick-Up",,,"3015 S TYLER ST","LITTLE ROCK","72204","WARD 1","34.72420253","-92.33385907","POINT (-92.33385907 34.72420253)"
"22-00104039","Phone","2022-08-25T16:06:53.000","Open","2022-08-25T16:18:39.000","Trash Complaints","On-Call / Bulky Items / Special Pick-Up Request",,,"9 KERIEN LN","LITTLE ROCK","72223","WARD 5","34.77983574","-92.46230278","POINT (-92.46230278 34.77983574)"
"22-00104038","CSR Mobile Apps","2022-08-25T16:04:37.000","Open","2022-08-25T16:04:37.000","Code Violations","Trash / Rubbish / Debris on Premise","Issue Violation Notice","Completed","1922 E CAPITOL AVE","LITTLE ROCK","72202","WARD 1","34.74319369","-92.24794643","POINT (-92.24794643 34.74319369)"
"22-00104037","CSR Mobile Apps","2022-08-25T16:04:35.000","Open","2022-08-25T16:18:39.000","Trash Complaints","On-Call / Bulky Items / Special Pick-Up Request",,,"2101 S BATTERY ST","LITTLE ROCK","72202","WARD 1","34.729042","-92.29392979","POINT (-92.29392979 34.729042)"
"22-00104036","CSR Mobile Apps","2022-08-25T16:04:32.000","Open","2022-08-25T16:04:32.000","Code Violations","High Grass & Weeds","Issue Violation Notice","Completed","1922 E CAPITOL AVE","LITTLE ROCK","72202","WARD 1","34.74319369","-92.24794643","POINT (-92.24794643 34.74319369)"
"22-00104035","Phone","2022-08-25T15:57:13.000","Open","2022-08-25T16:18:49.000","Trash Complaints","Knuckleboom Pick-Up",,,"7615 APACHE RD","LITTLE ROCK","72205","WARD 6","34.74963935","-92.35996082","POINT (-92.35996082 34.74963935)"
"22-00104034","Phone","2022-08-25T15:56:20.000","Open","2022-08-25T16:18:49.000","Trash Complaints","Knuckleboom Pick-Up",,,"2507 GUNPOWDER RD","LITTLE ROCK","72227","WARD 4","34.77582344","-92.3836726","POINT (-92.3836726 34.77582344)"
"22-00104032","Citizen Mobile App","2022-08-25T15:55:28.000","Open","2022-08-25T16:22:37.000","Trash Complaints","Missed Garbage Pick-Up",,,"1823 BISCAYNE DR","LITTLE ROCK","72227","WARD 4","34.7690908","-92.36288744","POINT (-92.36288744 34.7690908)"
"22-00104031","Phone","2022-08-25T15:54:54.000","Open","2022-08-25T15:54:54.000","Trash Complaints","On-Call / Bulky Items / Special Pick-Up Request",,,"13105 ARCHER LN","LITTLE ROCK","72211","WARD 6","34.74982027","-92.41949537","POINT (-92.41949537 34.74982027)"
"22-00104026","CSR Mobile Apps","2022-08-25T15:49:25.000","Open","2022-08-25T15:49:25.000","Code Violations","High Grass & Weeds","Issue Violation Notice","Completed","36 PINEDALE CIR","LITTLE ROCK","72103","WARD 7","34.66116929","-92.39022922","POINT (-92.39022922 34.66116929)"
"22-00104025","Phone","2022-08-25T15:48:15.000","Open","2022-08-25T16:22:37.000","Trash Complaints","Missed Garbage Pick-Up",,,"14919 CANTRELL RD","LITTLE ROCK","72223","WARD 5","34.80056219","-92.44039574","POINT (-92.44039574 34.80056219)"
"22-00104020","Phone","2022-08-25T15:44:35.000","Open","2022-08-25T16:22:37.000","Trash Complaints","Missed Garbage Pick-Up",,,"14 SKYWAY DR","LITTLE ROCK","72207","WARD 3","34.76168027","-92.35742116","POINT (-92.35742116 34.76168027)"
"22-00104019","Citizen Mobile App","2022-08-25T15:43:22.000","Open","2022-08-25T16:22:37.000","Trash Complaints","Missed Garbage Pick-Up",,,"7207 N ST","LITTLE ROCK","72207","WARD 3","34.76517009","-92.35442558","POINT (-92.35442558 34.76517009)"
"22-00104018","Phone","2022-08-25T15:41:22.000","Closed","2022-08-25T15:41:55.000","Trash Complaints","On-Call / Bulky Items / Special Pick-Up Request",,,"10511 WARREN DR","LITTLE ROCK","72209","WARD 2","34.654159","-92.35399314","POINT (-92.35399314 34.654159)"
"22-00104017","Phone","2022-08-25T15:40:22.000","Open","2022-08-25T15:40:22.000","Animal Services","Stray Animal - Running at Large",,,"6 BIRDIE LN","LITTLE ROCK","72210","WARD 7","34.67588757","-92.43072541","POINT (-92.43072541 34.67588757)"
"22-00104015","Phone","2022-08-25T15:38:49.000","Open","2022-08-25T16:22:37.000","Trash Complaints","Missed Garbage Pick-Up",,,"12504 MISTY CREEK DR","LITTLE ROCK","72211","WARD 6","34.73623948","-92.41407688","POINT (-92.41407688 34.73623948)"
"22-00104014","Phone","2022-08-25T15:38:04.000","Open","2022-08-25T15:38:04.000","Code Violations","High Grass & Weeds",,,"6 MCGOVERN DR","LITTLE ROCK","72205","WARD 4","34.76337701","-92.38688355","POINT (-92.38688355 34.76337701)"
"22-00104013","Generated by Officer","2022-08-25T15:35:20.000","Open","2022-08-25T15:35:20.000","Code Violations","High Grass & Weeds","Issue Violation Notice","Completed","1220 W 24TH ST","LITTLE ROCK","72206","WARD 1","34.72612629","-92.28818356","POINT (-92.28818356 34.72612629)"
"22-00104012","Phone","2022-08-25T15:35:16.000","Open","2022-08-25T16:22:37.000","Trash Complaints","Missed Garbage Pick-Up",,,"2816 S HARRISON ST","LITTLE ROCK","72204","WARD 1","34.72590327","-92.33310859","POINT (-92.33310859 34.72590327)"
"22-00104011","Phone","2022-08-25T15:34:52.000","Open","2022-08-25T15:34:52.000","Code Violations","High Grass & Weeds",,,"9 TIMBERSIDE CV","LITTLE ROCK","72204","WARD 7","34.69701465","-92.38084567","POINT (-92.38084567 34.69701465)"
"22-00104010","Generated by Officer","2022-08-25T15:34:41.000","Open","2022-08-25T15:34:41.000","Code Violations","High Grass & Weeds","Issue Violation Notice","Completed","1218 W 24TH ST","LITTLE ROCK","72206","WARD 1","34.72612194","-92.2880689","POINT (-92.2880689 34.72612194)"
"22-00104009","Phone","2022-08-25T15:34:41.000","Open","2022-08-25T16:22:37.000","Trash Complaints","Missed Garbage Pick-Up",,,"1705 S CEDAR ST","LITTLE ROCK","72204","WARD 1","34.73561745","-92.31787699","POINT (-92.31787699 34.73561745)"
"22-00104007","Citizen Mobile App","2022-08-25T15:34:18.000","Open","2022-08-25T16:22:37.000","Trash Complaints","Missed Garbage Pick-Up",,,"721 S VALENTINE ST","LITTLE ROCK","72205","WARD 3","34.74493027","-92.3130767","POINT (-92.3130767 34.74493027)"
"22-00104006","Generated by Officer","2022-08-25T15:33:53.000","Open","2022-08-25T15:33:53.000","Code Violations","High Grass & Weeds","Issue Violation Notice","Completed","2323 S PULASKI ST","LITTLE ROCK","72206","WARD 1","34.72617144","-92.28835436","POINT (-92.28835436 34.72617144)"
"22-00104005","Phone","2022-08-25T15:33:28.000","Open","2022-08-25T15:33:28.000","Code Violations","Trash / Rubbish / Debris on Premise",,,"11015 DOGWOOD CV","LITTLE ROCK","72210","WARD 7","34.65970212","-92.43516389","POINT (-92.43516389 34.65970212)"
"22-00104003","Generated by Officer","2022-08-25T15:33:11.000","Open","2022-08-25T15:33:11.000","Code Violations","High Grass & Weeds","Issue Violation Notice","Completed","2321 S PULASKI ST","LITTLE ROCK","72206","WARD 1","34.72625193","-92.28835015","POINT (-92.28835015 34.72625193)"
"22-00104001","Generated by Officer","2022-08-25T15:31:44.000","Open","2022-08-25T15:31:44.000","Code Violations","High Grass & Weeds","Issue Violation Notice","Completed","2319 S PULASKI ST","LITTLE ROCK","72206","WARD 1","34.72633243","-92.28834593","POINT (-92.28834593 34.72633243)"
"22-00104000","Citizen Mobile App","2022-08-25T15:31:17.000","Open","2022-08-25T15:31:17.000","Trash Complaints","Garbage Cart Issues",,,"12420 BRODIE CREEK TRL","LITTLE ROCK","72211","WARD 7","34.72990843","-92.41581024","POINT (-92.41581024 34.72990843)"
"22-00103999","Generated by Officer","2022-08-25T15:30:57.000","Open","2022-08-25T15:30:57.000","Code Violations","High Grass & Weeds","Issue Violation Notice","Completed","2315 S PULASKI ST","LITTLE ROCK","72206","WARD 1","34.72649341","-92.28833751","POINT (-92.28833751 34.72649341)"
"22-00103998","Phone","2022-08-25T15:28:29.000","Open","2022-08-25T16:22:56.000","Trash Complaints","Missed Yard Waste Pick-Up",,,"1418 S VALENTINE ST","LITTLE ROCK","72204","WARD 1","34.73769637","-92.3141564","POINT (-92.3141564 34.73769637)"
"22-00103997","Citizen Mobile App","2022-08-25T15:28:15.000","Open","2022-08-25T16:22:37.000","Trash Complaints","Missed Garbage Pick-Up",,,"12420 BRODIE CREEK TRL","LITTLE ROCK","72211","WARD 7","34.72990843","-92.41581024","POINT (-92.41581024 34.72990843)"
"22-00103993","Phone","2022-08-25T15:25:50.000","Open","2022-08-25T16:22:37.000","Trash Complaints","Missed Garbage Pick-Up",,,"2009 S ARCH ST","LITTLE ROCK","72206","WARD 1","34.72929982","-92.27954371","POINT (-92.27954371 34.72929982)"
"22-00103992","CSR Mobile Apps","2022-08-25T15:25:14.000","Open","2022-08-25T15:25:14.000","Code Violations","Abandoned/Inoperable Vehicle","Issue Violation Notice","Completed","6112 SANDY LN","LITTLE ROCK","72204","WARD 7","34.69578626","-92.39782478","POINT (-92.39782478 34.69578626)"
"22-00103991","Phone","2022-08-25T15:24:07.000","Open","2022-08-25T16:22:37.000","Trash Complaints","Missed Garbage Pick-Up",,,"1865 S SCHILLER ST","LITTLE ROCK","72202","WARD 1","34.73162969","-92.2960166","POINT (-92.2960166 34.73162969)"
