"id","usdafmid","name","street","city","zip","lat","long","locationtype","day","times","dates","locationdescription","website","facebook","twitter","youtube","othersocialmedia","start","finish","credit","wic","wiccash","sfmnp","snap","organic","bakedgoods","cheese","crafts","flowers","eggs","seafood","herbs","vegetables","honey","jams","maple","meat","nursery","nuts","plants","poultry","prepared","soap","trees","wine","coffee","beans","fruits","grains","juices","mushrooms","petfood","tofu","wildharvested","datasource","insertts","updatets","lastverifieddate","location"
"95","1006845","CCFA Farmers Market Canon City","211 South 3rd Street","Canon City","81212","38.437478","-105.243441","Local government building grounds",,"Times",,"211 South 3rd Street","http://www.canoncityfarmersmarket.com","https://www.facebook.com/pages/Canon-City-Farmers-Market/604185459656195",,,,"31-May","1-Oct","Y","N","N","N","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N","N","Y","USDA","2013-05-16T00:00:00.000","2013-05-16T00:00:00.000",,"211 South 3rd Street
Canon City, Colorado 81212
(38.437478, -105.243441)"
"96","1006847","CCFA Salida Farmers Market","5th and E street","Salida","81201","38.532657","-105.99412","Other",,"Times",,"5th and E street",,"https://www.facebook.com/pages/Central-Colorado-Foodshed-Alliance/148961155114184",,"http://www.youtube.com/watch?v=0KvOkZH2QQ0",,"6-Jun","10-Oct","Y","N","N","N","Y","-","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","N","Y","Y","N","Y","Y","N","N","Y","N","Y","Y","Y","N","N","N","Y","USDA","2013-05-16T00:00:00.000","2013-05-16T00:00:00.000",,"5th and E street
Salida, Colorado 81201
(38.532657, -105.99412)"
"97","1002817","Chapel Hill Mall Farmers' Market","1710 Briargate Blvd.","Colorado Springs",,"38.9454","-104.796",,,"Times",,"1710 Briargate Blvd.",,,,,,,,"N","N","N","N","N","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USDA","2013-05-16T00:00:00.000","2013-05-16T00:00:00.000",,"1710 Briargate Blvd.
Colorado Springs, Colorado 
(38.9454, -104.796)"
"98","1009284","Chimney Rock Farms","500 County Road 175","Bayfield","81122","37.223","-107.342",,,"Times",,"500 County Road 175","http://www.chimneyrockfarms.com/",,,,,,,"Y","N","N","N","N","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USDA","2013-05-16T00:00:00.000","2013-05-16T00:00:00.000",,"500 County Road 175
Bayfield, Colorado 81122
(37.223, -107.342)"
"170","1000315","Ouray Farmers' Market","Ouray Elks Centennial Park","Ouray",,"38.022","-107.672",,,"Times",,"Ouray Elks Centennial Park","http://www.ourayfarmersmarket.org",,,,,,,"N","N","N","N","N","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USDA","2013-05-16T00:00:00.000","2013-05-16T00:00:00.000",,"Ouray Elks Centennial Park
Ouray, Colorado 
(38.022, -107.672)"
"101","1009656","Colorado Farm and Art Market","215 S. Tejon","Colorado Springs","80903","38.830543","-104.822309",,,"3 p.m. - 7 p.m.","June 15 - Oct. 12","215 S. Tejon","http://www.farmandartmarket.com","https://www.facebook.com/farmandartmarket","https://twitter.com/cofarmartmarket",,,"14-Jun","11-Oct","Y","N","N","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","N","Y","N","N","Y","N","USDA","2013-05-16T00:00:00.000","2013-05-16T00:00:00.000",,"215 S. Tejon
Colorado Springs, Colorado 80903
(38.830543, -104.822309)"
"102","1009657","Colorado Farm and Art Market2","7350 Pine Creek Road","Colorado Springs","80919","38.937716","-104.814688",,,"9 a.m. - 1 p.m.","June 11 - Oct. 8","7350 Pine Creek Road","http://www.farmandartmarket.com","https://www.facebook.com/farmandartmarket","https://twitter.com/cofarmartmarket",,,"10-Jun","7-Oct","Y","N","N","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","N","Y","N","N","USDA","2013-05-16T00:00:00.000","2013-05-16T00:00:00.000",,"7350 Pine Creek Road
Colorado Springs, Colorado 80919
(38.937716, -104.814688)"
"105","1009282","Cotopaxi Farmers Market","20326 U.S. Hwy 50 Cotopaxi Community Church","Cotopaxi","81223","38.3728","-105.682",,,"Times",,"20326 U.S. Hwy 50 Cotopaxi Community Church","http://www.localharvest.org/cotopaxi-farmers-market-M57956",,,,,,,"Y","N","N","N","N","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USDA","2013-05-16T00:00:00.000","2013-05-16T00:00:00.000",,"20326 U.S. Hwy 50 Cotopaxi Community Church
Cotopaxi, Colorado 81223
(38.3728, -105.682)"
"106","1000756","Craig Farmers' Market","Alice Pleasant Park","Craig",,"40.5152","-107.546",,,"Times",,"Alice Pleasant Park",,,,,,,,"N","N","N","N","N","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USDA","2013-05-16T00:00:00.000","2013-05-16T00:00:00.000",,"Alice Pleasant Park
Craig, Colorado 
(40.5152, -107.546)"
"107","1012156","Creede Farmers, Local Artisan and Antique Market","23 Main Street (Days of '92 lot)","Creede","81130","37.853333","-106.927284",,,"Times",,"23 Main Street (Days of '92 lot)","http://www.creedefarmersmarket.com","Creede Farmers Market",,,,"25-May","1-Sep","Y","N","N","N","Y","-","Y","Y","Y","Y","Y","N","N","Y","Y","Y","N","N","N","Y","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","USDA","2013-05-16T00:00:00.000","2013-05-16T00:00:00.000",,"23 Main Street (Days of '92 lot)
Creede, Colorado 81130
(37.853333, -106.927284)"
"111","1011155","Downtown Mead Farmers' Market","P.O. Box 55","Mead","80542","40.229627","-104.988845",,,"12 p.m. - 4 p.m.","June 5 - Aug. 28","441 Third St.","www.townofmead.org/2162/Downtown-Mead-Farmers-Market","https://www.facebook.com/pages/Downtown-Mead-Farmers-Market/869282329791286",,,,"24-Jun","23-Sep","Y","N","N","N","N","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","N","N","Y","Y","N","Y","Y","N","Y","Y","N","Y","Y","N","Y","N","N","N","USDA","2013-05-16T00:00:00.000","2013-05-16T00:00:00.000",,"P.O. Box 55
Mead, Colorado 80542
(40.229627, -104.988845)"
"113","1005920","Eagle Springs Organic Farmer's Market at Eagle Springs Crossing","1733 Railroad Ave","Rifle","81650","39.546808","-107.784791","Other",,"Times",,"1733 Railroad Ave","http://www.eaglespringsorganic.com",,,,,"31-Dec","30-Dec","Y","Y","Y","Y","N","Y","Y","N","Y","N","Y","N","Y","Y","N","N","N","Y","N","N","Y","Y","Y","N","N","Y","N","N","Y","N","N","N","N","N","N","USDA","2013-05-16T00:00:00.000","2013-05-16T00:00:00.000",,"1733 Railroad Ave
Rifle, Colorado 81650
(39.546808, -107.784791)"
"115","1006377","Town of Elizabeth Farmers' Market","165 S Main Street","Elizabeth","80107","39.361195","-104.595551","Local government building grounds",,"8 a.m. - 1 p.m.","Starting June 4","165 S Main Street","http://www.townofelizabeth.org/farmer-s-market.html",,,,,"14-Jun","27-Sep","N","N","N","N","N","N","Y","Y","Y","N","Y","N","Y","Y","Y","N","N","N","N","N","N","N","Y","Y","N","N","N","N","Y","N","N","N","N","N","N","Magpie Supply","2013-05-16T00:00:00.000","2013-05-16T00:00:00.000",,"165 S Main Street
Elizabeth, Colorado 80107
(39.361195, -104.595551)"
"117","1000015","Evening Farmer's Market on the Riverwalk","101 S. Union Ave","Pueblo","81003","38.2651","-104.613",,"Thursday","4 PM - 8 PM","June 26 - Sept. 11","101 S. Union Ave","http://www.puebloharp.com",,,,,"25-Jun","10-Sep","N","N","N","N","N","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USDA","2013-05-16T00:00:00.000","2013-05-16T00:00:00.000",,"101 S. Union Ave
Pueblo, Colorado 81003
(38.2651, -104.613)"
"119","1006251","Fairview Elementary Youth Farmers' Market","2715 W. 11th Ave","Denver","80204","39.734147","-105.021583","Educational institution",,"Times",,"2715 W. 11th Ave","http://www.dug.org",,,,,"July","Sep","Y","N","N","N","Y","N","N","N","N","Y","N","N","Y","Y","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","USDA","2013-05-16T00:00:00.000","2013-05-16T00:00:00.000",,"2715 W. 11th Ave
Denver, Colorado 80204
(39.734147, -105.021583)"
"120","1008941","Farmers & Artisans Community Market","433 South 1st Street","Bennett","80102","39.759025","-104.433355","Local government building grounds",,"Times",,"433 South 1st Street","http://farmersandartisansmarket.com/index.htm","https://www.facebook.com/FarmersAndArtisanMarketInBennett",,,,"30-May","17-Oct","Y","N","N","N","N","-","Y","N","Y","N","Y","N","Y","Y","Y","Y","N","N","N","N","Y","N","Y","Y","N","N","Y","N","Y","N","N","N","N","N","N","USDA","2013-05-16T00:00:00.000","2013-05-16T00:00:00.000",,"433 South 1st Street
Bennett, Colorado 80102
(39.759025, -104.433355)"
"121","1007865","Farmers Market of Pueblo","1000 West 6th Street","Pueblo",,"38.2721","-104.621",,,"Times",,"1000 West 6th Street",,,,,,,,"N","N","N","N","N","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USDA","2013-05-16T00:00:00.000","2013-05-16T00:00:00.000",,"1000 West 6th Street
Pueblo, Colorado 
(38.2721, -104.621)"
"126","1005569","Fresh Picked by Kids Farmers Market","701 Park Ave.","Las Animas",,"38.0658","-103.237",,,"Times",,"701 Park Ave.",,,,,,,,"N","N","N","N","N","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USDA","2013-05-16T00:00:00.000","2013-05-16T00:00:00.000",,"701 Park Ave.
Las Animas, Colorado 
(38.0658, -103.237)"
"127","1000714","Garden of Eaton Farmers Market","Hwy 85","Eaton","80615","40.5301","-104.712",,,"Times",,"Hwy 85",,,,,,,,"N","N","N","N","N","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USDA","2013-05-16T00:00:00.000","2013-05-16T00:00:00.000",,"Hwy 85
Eaton, Colorado 80615
(40.5301, -104.712)"
"129","1001645","Georgetown Farmers Market","7th St. & Rose St.","Georgetown",,"39.7069","-105.697",,,"Times",,"7th St. & Rose St.",,,,,,,,"N","N","N","N","N","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USDA","2013-05-16T00:00:00.000","2013-05-16T00:00:00.000",,"7th St. & Rose St.
Georgetown, Colorado 
(39.7069, -105.697)"
"151","1001861","Liberty Heights Farmers' Market","12105 Ambasador Dr.","Colorado Springs",,"39.0044","-104.796",,,"Times",,"12105 Ambasador Dr.","http://www.monumentfarmersmarket.com",,,,,,,"N","N","N","N","N","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USDA","2013-05-16T00:00:00.000","2013-05-16T00:00:00.000",,"12105 Ambasador Dr.
Colorado Springs, Colorado 
(39.0044, -104.796)"
"130","1003531","Glenwood's  Downtown Market","828 Grand AveÂ ","Glenwood Springs","81601","39.54558","-107.324584","Closed-off public street","Tuesday","4 PM - 8 PM","June 10 - Sept. 9","9th and Grand Ave. (Centennial Park)","http://www.glenwoodmarket.com","https://www.facebook.com/glenwoodmarket?ref=hl",,,,,,"Y","Y","N","Y","Y","-","Y","N","Y","Y","Y","Y","N","Y","Y","Y","N","Y","N","N","N","N","Y","Y","N","Y","N","N","Y","N","N","N","N","N","N","USDA","2013-05-16T00:00:00.000","2013-05-16T00:00:00.000",,"828 Grand AveÂ 
Glenwood Springs, Colorado 81601
(39.54558, -107.324584)"
"131","1006866","Granby Farmers Market","366 E. Agate Ave.","Granby","80446","40.0849","-105.937",,,"Times",,"366 E. Agate Ave.","http://www.granbychamber.com",,,,,,,"N","N","N","N","N","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USDA","2013-05-16T00:00:00.000","2013-05-16T00:00:00.000",,"366 E. Agate Ave.
Granby, Colorado 80446
(40.0849, -105.937)"
"133","1002360","Grand Park Farmers Market","46 Market St.","Grand",,"39.9301","-105.79",,,"Times",,"46 Market St.",,,,,,,,"N","N","N","N","N","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USDA","2013-05-16T00:00:00.000","2013-05-16T00:00:00.000",,"46 Market St.
Grand, Colorado 
(39.9301, -105.79)"
"134","1003820","Greeley Winter Market","715 10th Street","Greeley","80631","40.422715","-104.689927",,,"Times",,"715 10th Street","http://www.greeleygov.com/fm","https://www.facebook.com/greeleyfarmersmarket",,,,,,"Y","N","N","N","Y","-","Y","Y","N","N","Y","N","Y","Y","Y","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","USDA","2013-05-16T00:00:00.000","2013-05-16T00:00:00.000",,"715 10th Street
Greeley, Colorado 80631
(40.422715, -104.689927)"
"136","1001675","Gunnison Farmers Market","East Virginia","Gunnison","81230","38.54562","-106.9264","Closed-off public street",,"9:30 a.m. - 1:30 p.m.","June 18 - Oct. 29","East Virginia","http://www.gunnisonfarmersmarket.com","https://www.facebook.com/pages/Gunnison-Farmers-Market/132413843443126",,,,,,"N","N","N","N","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","Y","Y","N","Y","Y","N","Y","N","Y","N","N","N","Y","USDA","2013-05-16T00:00:00.000","2013-05-16T00:00:00.000",,"East Virginia
Gunnison, Colorado 81230
(38.54562, -106.9264)"
