Receipt,Permit,Current Status,DIV,WD,County,Designated Basin,Management District,PM,Township,Range,Section,Q10,Q40,Q160,CoordsEW,CoordsEW Dir,CoordsNS,CoordsNS Dir,UTM x,UTM y,Location Accuracy,Parcel Name,Permit Issued,First Beneficial Use,Permit Expires,Well Constructed,Pump Installed,Well Plugged,Elevation,Well Depth,Top Perforated Casing,Bottom Perforated Casing,Yield,More Information,Location,Counties
0462648 ,225424-,Permit Expired,5,51,GRAND,,,S,3.0 N,76.0 W,24,,NW,NW,140,W,25,N,426575.5,4451760,Spotted from section lines,PERRY L MILLER TRACTS,06/24/2000,,06/24/2002,,,,,,,,,https://dwr.state.co.us/Tools/WellPermits/0462648,"(40.213047, -105.862876)",1450
0505595R,247914-,Permit Issued,5,51,GRAND,,,S,2.0 N,76.0 W,32,,SE,SW,1850,W,25,S,420511,4437492.6,Spotted from section lines,,02/25/2003,,02/25/2005,,,,,,,,,https://dwr.state.co.us/Tools/WellPermits/0505595R,"(40.083971, -105.93237)",1450
0109515,109429-,Permit Issued,5,51,GRAND,,,S,1.0 N,76.0 W,34,,SW,SW,515,W,25,S,423438.7,4428103.9,Spotted from section lines,GRAND COUNTRY ESTATES 1ST ADDT,08/10/1980,,,,,,,,,,,https://dwr.state.co.us/Tools/WellPermits/0109515,"(39.99966, -105.896921)",1450
0505595S,247915-,Permit Issued,5,51,GRAND,,,S,2.0 N,76.0 W,32,,SE,SW,1802,W,25,S,420496.4,4437493,Spotted from section lines,,02/25/2003,,02/25/2005,,,,,,,,,https://dwr.state.co.us/Tools/WellPermits/0505595S,"(40.08397, -105.932546)",1450
0438514,51113-F,Well Constructed,5,51,GRAND,,,S,1.0 S,75.0 W,14,,SW,SW,640,W,25,S,435512.1,4422653,Spotted from section lines,THOMPSON OUTRIGHT EXEMPT,12/09/1998,05/21/2000,12/09/2000,11/02/1998,08/31/1999,,,191,91,191,11,https://dwr.state.co.us/Tools/WellPermits/0438514,"(39.95156, -105.754958)",1450
0438514,51113-F,Well Constructed,5,51,GRAND,,,S,1.0 S,75.0 W,14,,SW,SW,640,W,25,S,435512.1,4422653,Spotted from section lines,THOMPSON OUTRIGHT EXEMPT,12/09/1998,05/21/2000,12/09/2000,11/02/1998,08/31/1999,,,191,91,191,11,https://dwr.state.co.us/Tools/WellPermits/0438514,"(39.95156, -105.754958)",1450
0277929 ,148814-,Well Constructed,5,51,GRAND,,,S,1.0 S,76.0 W,4,,NW,NE,1620,E,25,N,423680.2,4428085.6,Spotted from section lines,GRAND COUNTRY ESTATES,08/06/1987,,,07/17/1987,,,,150,90,150,,https://dwr.state.co.us/Tools/WellPermits/0277929,"(39.99952, -105.894096)",1450
0543803 ,265647-,Well Constructed,5,51,GRAND,,,S,1.0 N,76.0 W,29,,NE,NE,954,E,27,N,421796.8,4431275.4,Spotted from section lines,VAL MORITZ VILLAGE,09/21/2005,,09/21/2007,,04/24/2006,,,,,,10,https://dwr.state.co.us/Tools/WellPermits/0543803,"(40.028076, -105.916537)",1450
0505595U,247919-,Permit Issued,5,51,GRAND,,,S,2.0 N,76.0 W,32,,SE,SW,1732,W,27,S,420475.1,4437494.2,Spotted from section lines,,02/25/2003,,02/25/2005,,,,,,,,,https://dwr.state.co.us/Tools/WellPermits/0505595U,"(40.083977, -105.932793)",1450
0543803 ,265647-,Well Constructed,5,51,GRAND,,,S,1.0 N,76.0 W,29,,NE,NE,954,E,27,N,421796.8,4431275.4,Spotted from section lines,VAL MORITZ VILLAGE,09/21/2005,,09/21/2007,,04/24/2006,,,,,,10,https://dwr.state.co.us/Tools/WellPermits/0543803,"(40.028076, -105.916537)",1450
0349587,169057-,Well Constructed,5,51,GRAND,,,S,1.0 S,75.0 W,6,,SE,SE,351,E,28,S,430482.1,4425957.2,Spotted from section lines,SUNSET RIDGE (FILING: 2),03/16/1993,,03/16/1995,06/26/1993,,,,285,180,285,,https://dwr.state.co.us/Tools/WellPermits/0349587,"(39.980927, -105.814191)",1450
0505595T,247918-,Permit Issued,5,51,GRAND,,,S,2.0 N,76.0 W,32,,SE,SW,1772,W,29,S,420487.3,4437494.5,Spotted from section lines,,02/25/2003,,02/25/2005,,,,,,,,,https://dwr.state.co.us/Tools/WellPermits/0505595T,"(40.083978, -105.932652)",1450
3605055C,269458-,Well Constructed,5,51,GRAND,,,S,2.0 S,75.0 W,10,,SE,SE,819,E,30,S,434859.3,4415006.6,Spotted from section lines,,06/20/2006,,,04/26/2006,,,,15,,,,https://dwr.state.co.us/Tools/WellPermits/3605055C,"(39.882626, -105.761839)",1450
9502201 ,263956-,Well Constructed,5,51,GRAND,,,S,2.0 N,76.0 W,32,,SE,SE,1250,E,30,S,421142.9,4437477.3,Spotted from section lines,,06/23/2005,,06/23/2007,09/21/2005,07/07/2006,,,301,181,281,8.3,https://dwr.state.co.us/Tools/WellPermits/9502201,"(40.083886, -105.924956)",1450
0372402,181283-,Permit Issued,5,51,GRAND,,,S,1.0 S,76.0 W,34,,SW,SE,1500,E,35,S,425383.6,4417955.1,Spotted from section lines,WINTER PARK HIGHLANDS (FILING: 4),08/30/1994,,08/30/1996,,,,,,,,,https://dwr.state.co.us/Tools/WellPermits/0372402,"(39.908404, -105.872975)",1450
0084804 ,93291-,Well Constructed,5,51,GRAND,,,S,1.0 S,76.0 W,34,,NE,NE,230,E,40,N,425694.4,4419524.8,Spotted from section lines,,09/12/1977,,,11/17/1977,,,,365,55,365,,https://dwr.state.co.us/Tools/WellPermits/0084804,"(39.922575, -105.869528)",1450
9115173 ,35420-,Well Constructed,5,51,GRAND,,,S,1.0 N,76.0 W,34,,SW,SW,1100,W,40,S,423620.6,4428112.2,Spotted from section lines,GRAND COUNTRY ESTATES,09/27/1968,09/29/1968,,09/29/1968,,,,94,,,,https://dwr.state.co.us/Tools/WellPermits/9115173,"(39.999749, -105.894791)",1450
0459137I,224714-,Permit Expired,5,51,GRAND,,,S,3.0 N,76.0 W,12,,NE,NE,1175,E,40,N,427874.5,4454967.2,Spotted from section lines,SHOREWOOD,04/11/2000,,04/11/2002,,,,,,,,,https://dwr.state.co.us/Tools/WellPermits/0459137I,"(40.24205, -105.84796)",1450
9501091A,,Application Withdrawn,5,51,GRAND,,,S,1.0 N,76.0 W,34,,SW,SW,1100,W,40,S,423620.6,4428112.2,Spotted from section lines,GRAND COUNTRY ESTATES,,,,,,,,92,,,,https://dwr.state.co.us/Tools/WellPermits/9501091A,"(39.999749, -105.894791)",1450
0405225 ,198552-,Well Constructed,5,51,GRAND,,,S,3.0 N,76.0 W,25,,SW,SW,1189,W,40,S,426810.7,4448561.9,Spotted from section lines,LAKE FOREST,09/30/1996,12/31/1959,,,,,,75,,,,https://dwr.state.co.us/Tools/WellPermits/0405225,"(40.184258, -105.859739)",1450
9115495 ,60540-,Permit Canceled,5,51,GRAND,,,S,3.0 N,75.0 W,6,,NW,NW,20,W,40,N,428270.9,4456562.6,Spotted from section lines,BRECKON,05/11/1972,07/31/1967,,,,,,64,,,,https://dwr.state.co.us/Tools/WellPermits/9115495,"(40.256461, -105.843484)",1450
9501091B,35420--A,Well Constructed,5,51,GRAND,,,S,1.0 N,76.0 W,34,,SW,SW,1100,W,40,S,423620.6,4428112.2,Spotted from section lines,GRAND COUNTRY ESTATES,05/15/2002,,05/15/2004,06/01/2002,06/14/2002,,,294,206,296,7,https://dwr.state.co.us/Tools/WellPermits/9501091B,"(39.999749, -105.894791)",1450
0913386 ,95819-,Permit Expired,5,51,GRAND,,,S,2.0 S,75.0 W,10,,NE,NW,2500,W,45,N,434208.6,4416599.9,Spotted from section lines,WINTER PARK VILLAGE,12/15/1977,,12/15/1979,,,,,,,,,https://dwr.state.co.us/Tools/WellPermits/0913386,"(39.896928, -105.7696)",1450
0453227 ,221308-,Well Constructed,5,51,GRAND,,,S,3.0 N,76.0 W,12,,NE,NE,1050,E,45,N,427912.5,4454964.8,Spotted from section lines,SHOREWOOD,11/09/1999,,11/09/2001,05/18/2000,,,,150,90,150,,https://dwr.state.co.us/Tools/WellPermits/0453227,"(40.242035, -105.847514)",1450
0268523,145693-,Permit Issued,5,51,GRAND,,,S,1.0 S,75.0 W,5,,NW,NE,1331,E,45,N,431790.3,4427974.1,Spotted from section lines,,10/15/1986,,,,,,,,,,,https://dwr.state.co.us/Tools/WellPermits/0268523,"(39.999205, -105.799085)",1450
3649169E,285238-,Well Constructed,5,51,GRAND,,,S,1.0 S,75.0 W,7,,NE,NW,2236,W,49,N,429663.6,4425938.8,Spotted from section lines,,03/14/2011,,,09/19/2010,,,,8,,,,https://dwr.state.co.us/Tools/WellPermits/3649169E,"(39.980697, -105.823769)",1450
0363290 ,175668-,Well Constructed,5,51,GRAND,,,S,1.0 S,76.0 W,4,,NE,NE,1170,E,50,N,423817.4,4428076.8,Spotted from section lines,GRAND COUNTRY VILLAGE,01/10/1994,,01/10/1996,03/03/1994,,,,150,90,150,,https://dwr.state.co.us/Tools/WellPermits/0363290,"(39.999451, -105.892491)",1450
9116374,137116-,Well Constructed,5,51,GRAND,,,S,1.0 N,78.0 W,18,,NE,NW,1350,W,50,N,399656.2,4434861.1,Spotted from section lines,,,06/06/1957,,06/06/1957,,,,55,,,,https://dwr.state.co.us/Tools/WellPermits/9116374,"(40.058036, -106.176536)",1450
9115647 ,69168-,Well Constructed,5,51,GRAND,,,S,1.0 S,76.0 W,3,,NW,NW,300,W,50,N,424265.5,4428072.1,Spotted from section lines,WINTER PARK HIGHLANDS (FILING: 4),06/01/1973,09/07/1973,06/01/1975,06/19/1973,,,,110,,,,https://dwr.state.co.us/Tools/WellPermits/9115647,"(39.999446, -105.887242)",1450
9116143 ,99199-,Well Constructed,5,51,GRAND,,,S,1.0 S,75.0 W,5,,NE,NE,1000,E,50,N,431891.2,4427971.9,Spotted from section lines,,06/06/1978,12/01/1979,06/06/1980,09/06/1979,,,,375,275,375,,https://dwr.state.co.us/Tools/WellPermits/9116143,"(39.999195, -105.797902)",1450
0428177 ,209456-,Well Constructed,5,51,GRAND,,,S,1.0 N,76.0 W,33,,SE,SW,2400,W,50,S,422405,4428141.6,Spotted from section lines,ALPINE ACRES,05/07/1998,,05/07/2000,06/29/1998,05/08/2000,,,277,197,277,7,https://dwr.state.co.us/Tools/WellPermits/0428177,"(39.999908, -105.909038)",1450
0373918D,13455-AD,Application Denied,5,51,GRAND,,,S,1.0 S,75.0 W,19,,NE,NE,475,E,50,N,430425.3,4422698.7,Spotted from section lines,,,,,,,,,,,,,https://dwr.state.co.us/Tools/WellPermits/0373918D,"(39.951571, -105.81451)",1450
0459137H,224713-,Permit Expired,5,51,GRAND,,,S,3.0 N,76.0 W,12,,NE,NE,1250,E,50,N,427851.5,4454964.7,Spotted from section lines,SHOREWOOD,04/11/2000,,04/11/2002,,,,,,,,,https://dwr.state.co.us/Tools/WellPermits/0459137H,"(40.24203, -105.848231)",1450
0478816 ,69168--A,Well Constructed,5,51,GRAND,,,S,1.0 S,76.0 W,3,,NW,NW,300,W,50,N,424265.5,4428072.1,Spotted from section lines,WINTER PARK HIGHLANDS (FILING: 4),07/12/2001,,07/12/2003,04/01/2002,05/01/2002,,,210,120,210,8,https://dwr.state.co.us/Tools/WellPermits/0478816,"(39.999446, -105.887242)",1450
0028344A,9913-AD,Application Denied,5,51,GRAND,,,S,1.0 S,75.0 W,19,,NE,NE,475,E,50,N,430425.3,4422698.7,Spotted from section lines,,,,,,,,,,,,,https://dwr.state.co.us/Tools/WellPermits/0028344A,"(39.951571, -105.81451)",1450
0200563,112304-,Permit Expired,5,51,GRAND,,,S,3.0 N,76.0 W,13,,NW,NW,964,W,50,N,426861.4,4453371.4,Spotted from section lines,WILDACRES,12/27/1979,,,,,,,,,,,https://dwr.state.co.us/Tools/WellPermits/0200563,"(40.227584, -105.859699)",1450
9114858 ,9098-,Well Constructed,5,51,GRAND,,,S,3.0 N,76.0 W,26,,NW,NE,1500,E,50,N,426042.4,4450155.3,Spotted from section lines,,07/05/1961,07/12/1961,,07/10/1961,,,8600,47,37,47,,https://dwr.state.co.us/Tools/WellPermits/9114858,"(40.198541, -105.868954)",1450
0907778 ,65136-,Permit Expired,5,51,GRAND,,,S,3.0 N,75.0 W,25,,NW,NW,50,W,50,N,436180.8,4450023.7,Spotted from section lines,OVERLAND ESTATES,10/03/1972,,,,,,,,,,,https://dwr.state.co.us/Tools/WellPermits/0907778,"(40.198194, -105.749827)",1450
0240951,11521-AD,Application Denied,5,51,GRAND,,,S,1.0 S,75.0 W,29,,NE,NE,100,E,50,N,432146.5,4421078.1,Spotted from section lines,,,,,,,,,,,,,https://dwr.state.co.us/Tools/WellPermits/0240951,"(39.937108, -105.794184)",1450
0502250 ,246022-,Well Constructed,5,51,GRAND,,,S,3.0 N,76.0 W,24,,NW,NW,150,W,50,N,426578.4,4451752.3,Spotted from section lines,PERRY L MILLER TRACTS,11/29/2002,,11/29/2004,06/12/2004,07/05/2004,,,270,90,270,5,https://dwr.state.co.us/Tools/WellPermits/0502250,"(40.212975, -105.86284)",1450
0384437K,13624-AD,Application Denied,5,51,GRAND,,,S,2.0 S,75.0 W,8,,SW,SE,2390,E,50,S,431199.9,4415051.6,Spotted from section lines,,,,,,,,,,,,,https://dwr.state.co.us/Tools/WellPermits/0384437K,"(39.882743, -105.804632)",1450
0444664A,217524-,Permit Issued,5,51,GRAND,,,S,3.0 N,77.0 W,34,,SE,SE,400,E,50,S,415217,4447206.7,Spotted from section lines,MURRAY EXEMPTION,05/14/1999,,05/14/2001,,,,,,,,,https://dwr.state.co.us/Tools/WellPermits/0444664A,"(40.170961, -105.995733)",1450
0011533 ,147437-,Well Constructed,5,51,GRAND,,,S,4.0 N,75.0 W,31,,NW,NE,2600,E,50,N,429135.6,4458152.7,Spotted from section lines,,04/10/1987,,,04/20/1987,08/01/1987,,,30,25,30,10,https://dwr.state.co.us/Tools/WellPermits/0011533,"(40.270858, -105.833489)",1450
0102598,105406-,Well Constructed,5,51,GRAND,,,S,1.0 S,75.0 W,18,,SW,SW,130,W,50,S,429020.7,4422747.7,Spotted from section lines,MILLERS TRACT,04/04/1979,,,08/12/1980,,,,105,40,105,,https://dwr.state.co.us/Tools/WellPermits/0102598,"(39.951896, -105.830951)",1450
0517536A,254152-,Well Constructed,5,51,GRAND,,,S,3.0 N,77.0 W,34,,SW,SE,3300,W,50,S,414767.3,4447215.8,Spotted from section lines,SHY MOOSE SUBDIVISION EXEMPTION,11/19/2003,,11/19/2006,10/01/2006,02/16/2007,,,350,90,330,15,https://dwr.state.co.us/Tools/WellPermits/0517536A,"(40.170996, -106.001019)",1450
