"the_geom","phone","city","zip","url","major","poi_name","address_id","address_l1","address_l2","state"
"POINT (-104.9970983604054 39.74984494254278)",,"Denver","0.0",,,"Larimer Corporate Plaza","0","1675 Larimer St.",,
"POINT (-104.99454778313293 39.74807705211572)",,"Denver","0.0",,,"Independence Plaza","0","1050 17th St.",,
"POINT (-105.05213677349434 39.64911685935175)","303-761-0117","Denver","80235.0",,,"Fort Logan National Cemetery","0","3698 S. Sheridan Blvd.",,
"POINT (-104.99559633494488 39.75285452048388)",,"Denver","0.0",,,"Blake Street Terrace","0","1860 Blake St.",,
"POINT (-105.02015960024318 39.76539763708365)",,"Denver","0.0",,,"Highland Neighborhood","0",,,
"POINT (-105.01949086281206 39.754494583446274)",,"Denver","0.0",,,"Jefferson Park Neighborhood","0",,,
"POINT (-104.99187355541096 39.7501402636164)",,"Denver","0.0",,,"Embassy Suites","0","1881 Curtis St.",,
"POINT (-104.99079739549865 39.745287485974416)",,"Denver","0.0",,,"Dominion Plaza","0","600 17th St.",,
"POINT (-104.94202370418475 39.74773267886377)","303-322-7009","Denver","80205.0","http://www.dmnh.org/imax.htm",,"Imax Theatre and Gates Planetarium","0","2001 Colorado Blvd.",,
"POINT (-104.99416806675254 39.75585238238244)","303-292-0200","Denver","80205.0","http://www.coloradorockies.com/index.html","YES","Coors Field","0","2001 Blake St.",,
"POINT (-105.0038994781305 39.74163700170328)","303-556-3291","Denver","80204.0",,,"Ninth Street Historic Park","0","1027 9th St.",,
"POINT (-104.98656325010563 39.74134164462953)",,"Denver","0.0",,,"Denver Post Tower","0","1560 Broadway",,
"POINT (-104.99082992661693 39.739214756897354)","720-913-4900","Denver","80202.0","http://www.denvergov.org/","YES","Denver City and County Building","0","1435 Bannock St.",,
"POINT (-104.9871075190843 39.73706002706393)","303-866-3682","Denver","0.0",,"YES","Colorado Historical Society and Museum","0","1300 Broadway",,
"POINT (-104.99917634395979 39.75082390810172)",,"Denver","0.0",,,"JP Plaza","0","1601 Blake St.",,
"POINT (-104.98909829432165 39.74591290424809)",,"Denver","0.0",,,"Hyatt Regency","0","1750 Welton St.",,
"POINT (-104.92738946998287 39.702953230070705)","303-399-1859","Denver","80246.0","http://denvergov.com/dephome.asp?depid=105",,"Four Mile House and Historic Park","0","715 S. Forest St.",,
"POINT (-104.99958243443615 39.74687074973025)","303-556-2400","Denver","80202.0","http://www.cudenver.edu/","YES","University of Colorado at Denver","0","1250 14th St.",,
"POINT (-105.01700155776234 39.74863049012771)","303-433-7444","Denver","80211.0","http://www.cmdenver.org/navigation.html","YES","Children's Museum","0","2121 Childrens Museum Dr.",,
"POINT (-104.9861786647075 39.755611537506866)",,"Denver","0.0",,,"Five Points","0",,,
"POINT (-104.93083242849957 39.709864104194764)","303-399-2660","Denver","80246.0","http://www.mizelarts.org/",,"Mizel Arts Center","0","350 S. Dahlia St.",,
"POINT (-104.95341423559438 39.717455240791935)","303-388-3900","Denver","80206.0","http://www.taubman.com/shopcen/frmsets/1024/html/locater/1024fr",,"Cherry Creek Shopping Center","0","3000 E. 1st Ave.",,
"POINT (-104.95005455138045 39.750267300078235)","303-376-4800","Denver","80205.0","http://www.denverzoo.org/",,"Denver Zoo","0","2300 Steele St.",,
"POINT (-104.99839965913623 39.74604282372036)",,"Denver","0.0",,,"Hotel Teatro","0","1100 14th St.",,
"POINT (-104.99784030910274 39.75388260422142)",,"Denver","0.0",,,"18th Street Atrium","0",,,
"POINT (-104.9846380551067 39.739231039956564)","303-866-2604","Denver","80203.0","http://www.archives.state.co.us/cap/first.htm","YES","State Capitol","0","200 E. Colfax Ave.",,
"POINT (-104.99124825513769 39.74613051503917)",,"Denver","0.0",,,"Legacy Tower","0","700 17th St.",,
"POINT (-104.90526268554225 39.74769676973318)","303-446-9207","Denver","80220.0",,,"Houston Fine Arts Center","0","7111 Montview Blvd.",,
"POINT (-104.98324288603465 39.74446769299408)",,"Denver","0.0",,,"Warwick Hotel","0",,,
"POINT (-104.98875641807876 39.74414861783413)",,"Denver","0.0",,,"410 W 17th St","0","410 W. 17th St.",,
"POINT (-104.89534208947651 39.721000086679)","303-360-5360","Denver","0.0",,,"Wings Over the Rockies Air and Space Museum","0","7711 E. Academy Blvd. (Lowry Campus)",,
"POINT (-104.98054427522402 39.75603737105496)",,"Denver","0.0",,,"Curtis Park Neighborhood","0",,,
"POINT (-104.99004566476577 39.74584186198979)",,"Denver","0.0",,,"Wells Fargo Tower","0","621 17th St.",,
"POINT (-104.99146657193137 39.74937257982549)",,"Denver","0.0",,,"Denver Place","0",,,
"POINT (-104.99046195827918 39.74385506476693)","303-260-6000","Denver","80202.0","http://www.denverpavilions.com",,"Denver Pavilions Shopping Center","0","500 16th St.",,
"POINT (-104.98972030558292 39.737528130765725)","720-865-5000","Denver","80204.0","http://www.denverartmuseum.org/","YES","Denver Art Museum","0","100 W. 14th Ave. Parkway",,
"POINT (-104.99269671240347 39.74586189806263)",,"Denver","0.0",,,"Hudson's Bay Centre","0","1600 Stout St.",,
"POINT (-104.99910412369724 39.752221278181764)","303-628-5578","Denver","0.0",,,"Oxford Executive Suites","0","1616 17th St.",,
"POINT (-104.99707880633434 39.751083656046035)",,"Denver","0.0",,,"Alamo Plaza","0","1401 17th St.",,
"POINT (-105.00322658368424 39.74363271395856)","303-556-3276","Denver","80204.0","http://www.ahec.edu/","YES","Auraria Campus/Higher Education","0","1380 Lawrence St.",,
"POINT (-104.98021700403427 39.73937047746347)",,"Denver","0.0",,,"Capitol Hill Neighborhood","0",,,
"POINT (-104.96005452473474 39.732021861748024)","720-865-3500","Denver","80206.0","http://www.botanicgardens.org/",,"Denver Botanic Gardens","0","1005 York St.",,
"POINT (-104.9481668785179 39.702595460770056)","303-777-4441","Denver","80209.0","http://www.du.edu/phipps/",,"Phipps Mansion","0","3400 Belcaro Dr.",,
"POINT (-104.98917632860537 39.74520839668685)",,"Denver","0.0",,,"Qwest Tower","0",,,
"POINT (-104.93849790736692 39.73103423515755)","303-372-0000","Denver","0.0",,"YES","University of Colorado Health Sciences Center","0","4200 E. 9th Ave.",,
"POINT (-104.9901374890996 39.75607931920746)",,"Denver","0.0",,,"Ball Park Neighborhood","0",,,
"POINT (-104.99733732327417 39.75037030745267)",,"Denver","0.0",,,"Market Center","0",,,
"POINT (-104.9887983072311 39.74913487996139)",,"Denver","0.0",,,"Federal District","0",,,
"POINT (-104.99968556581103 39.73764916420572)",,"Denver","0.0",,,"La Alma / Lincoln Park Neighborhood","0",,,
"POINT (-104.98089573250172 39.73751012070022)","303-832-4092","Denver","80203.0","http://www.mollybrown.org/","YES","Molly Brown House Museum","0","1340 Pennsylvania St.",,
"POINT (-104.98983616000413 39.74408775961285)",,"Denver","0.0",,,"Glenarm Plaza","0","1616 Glenarm Pl.",,
"POINT (-104.98769787723052 39.742523965927774)",,"Denver","0.0",,,"World Trade Center","0","1625 Broadway",,
"POINT (-104.99274764758866 39.74054076771796)","303-892-1436","Denver","80204.0","http://www.firedenver.org/museum/","YES","Denver Firefighters Museum","0","1326 Tremont Pl.",,
"POINT (-105.02014442918806 39.74396680417311)","303-458-4850","Denver","0.0",,"YES","Invesco Field at Mile High Stadium","0","2755 W. 17th Ave.",,
"POINT (-104.98997593251227 39.73709308518414)","303-620-4933","Denver","80204.0","http://www.coloradohistory.org/","YES","Byers-Evans House","0","1310 Bannock St.",,
"POINT (-104.99238700527758 39.73976367489291)","303-405-4761","Denver","80204.0","http://www.usmint.gov/mint_tours/index.cfm?action=denver","YES","United States Mint at Denver","0","320 W. Colfax Ave.",,
"POINT (-104.98080961618865 39.72824821002911)","303-894-2505","Denver","80203.0",,,"Grant-Humphreys Mansion","0","770 Pennsylvania St.",,
"POINT (-104.99295401733889 39.75159064388913)",,"Denver","80202.0",,"YES","Sakura Square","0","1255 19th St.",,
"POINT (-104.97068544238283 39.77916740914287)","303-295-4444","Denver","80216.0","http://www.denvergov.org/dephome.asp?depid=58",,"Denver Coliseum","0","4600 Humboldt St.",,
"POINT (-104.99886501982803 39.74673626924135)",,"Denver","0.0",,,"Lawrence Center","0",,,
"POINT (-104.98546868412643 39.7435495466562)",,"Denver","0.0",,,"Wells Fargo Center","0","1700 Lincoln Ave.",,
"POINT (-104.99917614795908 39.75022887393851)",,"Denver","0.0",,,"16 Market Square","0",,,
"POINT (-105.05394198405708 39.780051354356374)","303-477-1621","Denver","80211.0","http://www.lakesideamusementpark.com",,"Lakeside Amusement Park","0","4601 Sheridan Blvd.",,
"POINT (-104.96080573146571 39.68251819878037)","303-871-2336","Denver","80208.0","http://www.du.edu/RitchieCenter/",,"Ritchie Events Center","0","2240 E. Buchtel Blvd.",,
"POINT (-104.98518389109108 39.74455958832817)",,"Denver","0.0",,,"Mellon Financial Center","0","1775 Sherman St.",,
"POINT (-105.00850548287536 39.75393620441628)",,"Denver","0.0",,,"Confluence Park","0",,,
"POINT (-104.99017363723101 39.74425943023698)","303-825-4904","Denver","80202.0",,"YES","Paramount Theater","0","1631 Glenarm Pl.",,
"POINT (-104.96482829808951 39.7825275163583)","303-296-0219","Denver","80216.0","http://www.suteatro.org/",,"El Centro Su Teatro","0","4725 High St.",,
"POINT (-104.9899602364552 39.746586142695605)",,"Denver","0.0",,,"First Interstate Tower North","0","633 17th St.",,
"POINT (-104.9900549507995 39.740673349199994)",,"Denver","80202.0",,"YES","Wellington E. Webb Municipal Office Building","0","201 W. Colfax Ave.",,
"POINT (-104.99250319869998 39.7452056326768)",,"Denver","0.0",,,"Denver Dry Building","0","700 16th St.",,
"POINT (-104.99795281651177 39.7483524271168)",,"Denver","0.0",,,"Writer Square Tower","0",,,
"POINT (-104.96074674625129 39.677824441716496)","303-871-2000","Denver","80208.0","http://www.du.edu/","YES","University of Denver","0","2199 S. University Blvd.",,
"POINT (-104.99999044991944 39.752990628978694)","303-534-1012","Denver","80202.0",,"YES","Union Station","0","1701 Wynkoop St.",,
"POINT (-104.98927039494731 39.74205827223477)","303-893-3333","Denver","0.0",,,"Adam's Mark Hotel","0","1550 Court Pl.",,
"POINT (-104.9703342821062 39.78114376832781)","303-297-1166","Denver","80216.0","http://www.nationalwestern.com",,"National Western Complex","0","4655 Humboldt St.",,
"POINT (-104.9793407598487 39.74292344138007)",,"Denver","0.0",,,"Uptown Neighborhood","0",,,
"POINT (-104.99877653250633 39.72988441197742)","303-571-4401","Denver","80204.0","http://www.museo.org/",,"Museo de las Americas","0","861 Santa Fe Dr.",,
"POINT (-104.98767043113077 39.7438470637378)","303-297-3111","Denver","80202.0","http://www.brownpalace.com/",,"Brown Palace Hotel","0","321 17th St.",,
"POINT (-104.98777437350861 39.74495282675775)",,"Denver","0.0",,,"Trinity Place","0","1801 Broadway",,
"POINT (-104.99360422070271 39.74774013189085)",,"Denver","0.0",,,"US Bank Tower","0","950 17th St.",,
"POINT (-104.99874629439637 39.72764791184676)","303-595-3800","Denver","80204.0",,,"Denver Civic Theater","0","721 Santa Fe Dr.",,
"POINT (-105.04566078695126 39.74821307061018)",,"Denver","0.0",,,"Sloan's Lake","0",,,
"POINT (-105.00322658368424 39.74363271395856)","303-556-2400","Denver","80204.0","http://www.mscd.edu/","YES","Metropolitan State College of Denver","0","1380 Lawrence St.",,
"POINT (-104.97903465573592 39.746431563133626)",,,"0.0",,,"Uptown Square","0",,,
"POINT (-104.99883949073518 39.75192572410731)",,"Denver","0.0",,,"Millenium Financial Center","0",,,
"POINT (-105.001626448867 39.749744443177406)",,"Denver","0.0",,,"Elephant Corral","0","1444 Wazee St.",,
"POINT (-105.00106889084003 39.76150272892397)",,"Denver","0.0",,,"City of Cuenavaca Park","0",,,
"POINT (-104.99654674840008 39.74766593762109)",,"Denver","0.0",,,"Park Central","0",,,
"POINT (-104.98843012089253 39.745004064944055)",,"Denver","0.0",,,"Denver Club Building","0","518 17th St",,
"POINT (-104.99227156185788 39.74318480733024)",,"Denver","0.0",,,"Public Service Building","0","550 15th St.",,
