"provider_id","provider_name","provider_service_type","street_address","city","state","zip","county","community","award_date","expiration_date","qris_rating_level","total_licensed_capacity","licensed_home_capacity","licensed_infant_capacity","licensed_toddler_capacity","licensed_preschool_capacity","licensed_school_age_capacity","licensed_preschool_and_school_age_capacity"
"29357","Promise Christian Preschool","Preschool Program","270 76th st","Boulder","CO","80303","Boulder",,"2020-09-14T00:00:00.000","2023-09-14T00:00:00.000","2","18",,,,"18",,
"32222","TAMMY ST. ONGE","Three under Two Family Child Care Home","1525 Armstrong Dr","Longmont","CO","80504","Boulder",,,,"1","6","6",,,,,
"33420","The Cottage School North","Child Care Center","1301 North ST","Boulder","CO","80304","Boulder",,"2020-05-13T00:00:00.000","2023-05-13T00:00:00.000","2","84",,"19","20",,,"45"
"35872","Blossom International Preschool","Child Care Center","5001 Pennsylvania Ave","Boulder","CO","80303","Boulder",,,,"1","30",,,,,,"30"
"38200","BOULDER WALDORF KINDERGARTEN","Child Care Center","4072 19th ST","Boulder","CO","80304","Boulder",,"2021-10-21T00:00:00.000","2024-10-21T00:00:00.000","2","67",,,"9",,,"58"
"40067","BVSD Bear Creek Elementary School SAC","School-Age Child Care Center","2500 Table Mesa Drive","Boulder","CO","80305","Boulder",,,,"NA","60",,,,,,
"40445","BVSD Eisenhower Elementary School SAC","School-Age Child Care Center","1220 Eisenhower Drive","Boulder","CO","80303","Boulder",,,,"NA","60",,,,,"60",
"40474","BVSD Flatirons Elementary School SAC","School-Age Child Care Center","1150 7th Stree","Boulder","CO","80302","Boulder",,,,"NA","100",,,,,"100",
"40475","BVSD Foothill Elementary School SAC","School-Age Child Care Center","1001 Hawthorn Avenue","Boulder","CO","80304","Boulder",,,,"NA","60",,,,,"60",
"40477","BVSD Louisville Elementary School SAC","School-Age Child Care Center","400 Hutchinson St","Louisville","CO","80027","Boulder",,,,"NA","100",,,,,"100",
"40480","BVSD Mesa Elementary School SAC","School-Age Child Care Center","1575 Lehigh Street","Boulder","CO","80305","Boulder",,,,"NA","60",,,,,,
"40482","BVSD Superior Elementary School SAC","School-Age Child Care Center","1800 S Indiana St","Superior","CO","80027","Boulder",,,,"NA","75",,,,,"75",
"43051","YMCA OF BLDR VALLEY @ ARAPAHOE BRANCH","School-Age Child Care Center","2800 Dagny WAY","Lafayette","CO","80026","Boulder",,,,"NA","300",,,,,"300",
"44888","BVSD Eldorado PK8 SAC","School-Age Child Care Center","3351 S Indiana ST","Superior","CO","80027","Boulder",,,,"1","50",,,,,"50",
"45117","The Tiny Tim Center, INC","Child Care Center","611 KORTE PARKWAY","LONGMONT","CO","80501","Boulder",,"2019-04-30T00:00:00.000","2022-04-30T00:00:00.000","4","122",,"10","26",,,"86"
"45609","Gateway Montessori School","Child Care Center","1500 9th Ave","Longmont","CO","80501","Boulder",,"2021-05-31T00:00:00.000","2024-05-31T00:00:00.000","3","68",,,"18",,,"50"
"45985","UNIV CO FMLY HSNG CHILDRENS CTR","Child Care Center","2202 Arapahoe","Boulder","CO","80302","Boulder",,"2022-08-24T00:00:00.000","2025-08-24T00:00:00.000","2","72",,"8","24",,,"40"
"46768","Erie Elementary Preschool","Preschool Program","4137 NE County LIne RD","ERIE","CO","80516","Boulder",,,,"1","32",,,,"32",,
"46905","BOULDER MONTESSORI SCHOOL","Child Care Center","3300 Redstone RD","Boulder","CO","80305","Boulder",,"2021-11-09T00:00:00.000","2026-11-01T00:00:00.000","4","90",,,"13",,,"77"
"46938","BOULDER DAY NURSERY","Child Care Center","1518 Spruce ST","Boulder","CO","80302","Boulder",,"2019-08-12T00:00:00.000","2024-09-01T00:00:00.000","4","60",,"10","20",,,"30"
"46939","BIXBY SCHOOL","Child Care Center","4760 Table Mesa DR","Boulder","CO","80305","Boulder",,,,"1","46",,,,,,"46"
"46954","CORNERSTONE PRESCHOOL","Preschool Program","1000 W 15th AVE","Longmont","CO","80501","Boulder",,,,"1","27",,,,,,"27"
"47035","Family Learning Center Inc.","Child Care Center","3164 34th ST","Boulder","CO","80301","Boulder",,"2020-03-26T00:00:00.000","2025-04-01T00:00:00.000","4","38",,,,,,"38"
"47130","BVSD Ryan Elementary Preschool","Preschool Program","1405 Centaur Village DR","Lafayette","CO","80026","Boulder",,"2020-02-05T00:00:00.000","2023-01-31T00:00:00.000","4","32",,,,"32",,
"47168","Children's House Preschool","Child Care Center","3370 Iris Walk CT","Boulder","CO","80304","Boulder",,"2017-08-22T00:00:00.000","2022-07-01T00:00:00.000","4","25",,,,,,"25"
"47214","JARROW MONTESSORI SCHOOL","Child Care Center","3900 Orange CT","Boulder","CO","80304","Boulder",,,,"1","153",,,"24",,,"129"
"47265","Mapleton Montessori School","Child Care Center","3121 29th ST","Boulder","CO","80301","Boulder",,,,"1","62",,,,,,"62"
"47340","NEW HORIZONS COOPERATIVE PRESCHOOL","Preschool Program","1825 Upland AVE","Boulder","CO","80304","Boulder",,"2022-02-28T00:00:00.000","2025-02-28T00:00:00.000","4","20",,,,,,"20"
"47361","Mt Calvary Rainbow Child Care Center","Child Care Center","5660 Sioux Drive","Boulder","CO","80303","Boulder",,"2022-01-28T00:00:00.000","2025-01-28T00:00:00.000","2","30",,,,,,"30"
"47519","Mountain View Preschool","Child Care Center","355 Ponca PL","Boulder","CO","80303","Boulder",,,,"1","64",,,,,,"64"
"47537","YMCA BV Mapleton Branch","School-Age Child Care Center","2850 Mapleton AVE","Boulder","CO","80301","Boulder",,,,"NA","250",,,,,"250",
"47695","ALAYA PRESCHOOL KINDERGARTEN","Child Care Center","3340 19th ST","Boulder","CO","80304","Boulder",,,,"1","58",,,"10",,,"48"
"47703","Lyons Elementary Preschool Prgm","Child Care Center","338 High ST","Lyons","CO","80540","Boulder",,,,"1","20",,,,"20",,
"47777","Gates Camp","Neighborhood Youth Organization","2895 County Rd 100","Ward","CO","80481","Boulder",,,,"1","100",,,,,,
"47812","CAMP PAUL HUMMEL","Resident Camp","192 Mine LN","Boulder","CO","80302","Boulder",,,,"1","48",,,,,,
"47822","PRESBYTERIAN HIGHLANDS CAMP","Resident Camp","1306 CO HWY 7 Business Route","Allenspark","CO","80510","Boulder",,,,"1","150",,,,,,
"47995","COLORADO MOUNTAIN RANCH","School-Age Child Care Center","10063 Gold Hill RD","Boulder","CO","80302","Boulder",,,,"NA","120",,,,,,
"52733","Rhonda Haun","Family Child Care Home","919 Bragg Pl","Longmont","CO","80501","Boulder",,,,"1","6","6",,,,,
"56245","St Louis Early Learning Center","Child Care Center","841 Grant AVE","Louisville","CO","80027","Boulder",,"2020-12-16T00:00:00.000","2023-12-16T00:00:00.000","2","95",,,,,,"95"
"56605","GAIL DUNNING","Family Child Care Home","745 W Fir CT","Louisville","CO","80027","Boulder",,,,"1","6","6",,,,,
"56676","SACRED HEART OF JESUS PRESCHOOL","Child Care Center","1317 Mapleton AVE","Boulder","CO","80304","Boulder",,"2019-12-02T00:00:00.000","2022-12-02T00:00:00.000","2","75",,,,,,"75"
"59025","Boulder County Head Start","Child Care Center","2800 Dagny Way","Lafayette","CO","80026","Boulder",,"2021-12-14T00:00:00.000","2025-09-01T00:00:00.000","4","64",,,,"64",,
"59502","Mt. Zion Lutheran Preschool","Child Care Center","1680 Balsam AVE","Boulder","CO","80304","Boulder",,,,"1","50",,,"10",,,"40"
"60981","Beverly Glover","Family Child Care Home","1015 Glenwood DR","Lafayette","CO","80026","Boulder",,"2019-12-30T00:00:00.000","2022-12-30T00:00:00.000","2","6","6",,,,,
"62397","CHILD LEARNING CENTER","Child Care Center","2501 Kittredge LOOP","Boulder","CO","80309","Boulder",,"2018-03-31T00:00:00.000","2021-03-31T00:00:00.000","4","15",,,,"15",,
"63862","FRIENDS N FUN CHILDRENS CENTER","Child Care Center","105 E Simpson","Lafayette","CO","80026","Boulder",,,,"1","21",,,,,,"21"
"64600","Rocky Moutain Elementary Preschool","Preschool Program","800 E 5th AVE","Longmont","CO","80504","Boulder",,"2020-04-06T00:00:00.000","2023-04-06T00:00:00.000","2","32",,,,"32",,
"67940","COUNTRYSIDE MONTESSORI PRESCHOOL","Child Care Center","5524 Baseline RD","Boulder","CO","80303","Boulder",,,,"1","45",,,,,,"45"
"67978","Mountain Shadows Montessori School","Child Care Center","4154 N 63rd ST","Boulder","CO","80301","Boulder",,,,"1","110",,,"20",,,"90"
"68810","BVSD Lafayette Elementary SAC","School-Age Child Care Center","101 N Bermont","Lafayette","CO","80026","Boulder",,,,"NA","90",,,,,"90",
"69032","Boulder Country Day","Child Care Center","4820 Nautilus CT","Boulder","CO","80301","Boulder",,"2020-01-14T00:00:00.000","2023-01-31T00:00:00.000","4","80",,,,,,"80"
"69811","Aspen Center for Child Development","Child Care Center","501 5th AVE","Longmont","CO","80501","Boulder",,,,"1","67",,"10","20","37",,
"71341","BVSD Sanchez Elementary SAC","School-Age Child Care Center","655 Sir Galahad","Lafayette","CO","80026","Boulder",,,,"1","50",,,,,"50",
"71688","BVSD RYAN ELEMENTARY SAC","School-Age Child Care Center","1405 Centaur Village","Lafayette","CO","80026","Boulder",,,,"1","138",,,,,"138",
"72310","Sherilyn Bidinger","Experienced Family Child Care Home","1835 Princess DR","Longmont","CO","80501","Boulder",,,,"1","9","9",,,,,
"72327","BOULDER JOURNEY SCHOOL","Child Care Center","1919 Yarmouth AVE","Boulder","CO","80304","Boulder",,,,"1","197",,"20","72",,,"105"
"72959","Persimmon Early Learning","Child Care Center","2222 14th St","Boulder","CO","80302","Boulder",,"2022-05-31T00:00:00.000","2025-05-31T00:00:00.000","4","63",,"8","23",,,"32"
"73525","Kiki Day-Knaggs","Family Child Care Home","718 Nighthawk CIR","Louisville","CO","80027","Boulder",,,,"1","6","6",,,,,
"73837","Commerce Children's Center","Child Care Center","325 Broadway Bldg 26","Boulder","CO","80305","Boulder",,"2021-01-11T00:00:00.000","2024-12-01T00:00:00.000","4","112",,"20","30",,,"62"
"74600","Barbara McGregor","Large Family Child Care Home","3535 Eastman AVE","Boulder","CO","80305","Boulder",,,,"1","12",,,,,,"12"
"74659","The Cougar Club","School-Age Child Care Center","8778 Morton RD","Longmont","CO","80503","Boulder",,,,"1","60",,,,,"60",
"74666","BVSD Coal Creek Elementary SAC","School-Age Child Care Center","801 W Tamarisk","Louisville","CO","80027","Boulder",,,,"1","100",,,,,"100",
"74667","BVSD Fireside Elementary SAC","School-Age Child Care Center","845 W Dahlia","Louisville","CO","80027","Boulder",,,,"1","100",,,,,"100",
"75169","FRIENDS' SCHOOL","Child Care Center","5441 Pennsylvania AVE","Boulder","CO","80303","Boulder",,"2020-03-10T00:00:00.000","2023-01-31T00:00:00.000","4","45",,,,,,"45"
"75220","Early Connections Infant and Toddler Childcare Program","Child Care Center","6600 Arapahoe RD","Boulder","CO","80303","Boulder",,"2021-12-09T00:00:00.000","2024-12-09T00:00:00.000","2","40",,"20","20",,,
"78411","BVSD DOUGLASS ELEMENTARY SAC","School-Age Child Care Center","840 75th ST","Boulder","CO","80303","Boulder",,,,"1","60",,,,,"60",
"78523","Niwot Elementary Preschool","Preschool Program","8778 Morton RD","Longmont","CO","80503","Boulder",,"2021-05-18T00:00:00.000","2024-05-18T00:00:00.000","2","59",,,,"59",,
"79022","BVSD Heatherwood Elementary SAC","School-Age Child Care Center","7750 Concord","Boulder","CO","80301","Boulder",,,,"1","60",,,,,"60",
"80531","Saint John the Baptist Catholic School","Child Care Center","350 Emery ST","Longmont","CO","80501","Boulder",,"2020-06-25T00:00:00.000","2023-06-25T00:00:00.000","2","48",,,,,,"48"
"81467","Sonshine Daycare and Preschool","Child Care Center","10345 Ute HWY","Longmont","CO","80504","Boulder",,,,"1","90",,,,,,"90"
"81468","City Of Longmont","School-Age Child Care Center","700 Longs Peak AVE","Longmont","CO","80501","Boulder",,,,"1","150",,,,,"150",
"82036","City of Lafayette Day Camp","School-Age Child Care Center","101 E Baseline Rd","Lafayette","CO","80026","Boulder",,,,"NA","130",,,,,"130",
"82201","BVSD Pioneer Elementary SAC","School-Age Child Care Center","101 Baseline RD","Lafayette","CO","80026","Boulder",,,,"NA","100",,,,,"100",
"82350","Longmont Estates Preschool","Preschool Program","1601 Northwestern RD","Longmont","CO","80503","Boulder",,"2022-03-18T00:00:00.000","2025-03-18T00:00:00.000","2","34",,,,"34",,
"82879","ST VRAIN VALLEY OCHS INFANT NURSERY","Child Care Center","1200 S Sunset ST","Longmont","CO","80501","Boulder",,,,"1","10",,"10",,,,
"86354","BVSD CARIBOU MOUNTAIN PRESCHOOL","Child Care Center","1 N Sundown TRL","Nederland","CO","80466","Boulder",,"2020-02-05T00:00:00.000","2023-01-31T00:00:00.000","4","56",,,,,,"56"
"86355","BVSD Fireside Elementary Preschool","Preschool Program","845 W Dahlia ST","Louisville","CO","80027","Boulder",,"2020-01-31T00:00:00.000","2023-01-31T00:00:00.000","4","32",,,,"32",,
"86357","BVSD Lafayette Elementary Preschool","Preschool Program","101 N Bermont AVE","LAFAYETTE","CO","80026","Boulder",,"2020-01-31T00:00:00.000","2023-01-31T00:00:00.000","4","32",,,,"32",,
"87384","Jacqueline Copley","Experienced Family Child Care Home","544 Saint Andrews DR","Longmont","CO","80504","Boulder",,"2021-07-30T00:00:00.000","2024-07-31T00:00:00.000","3","9","9",,,,,
"87722","BVSD High Peaks/BCSIS Elementary School SAC","School-Age Child Care Center","3995 E Aurora Avenue","Boulder","CO","80303","Boulder",,,,"NA","60",,,,,,
"87723","BVSD Creekside Elementary School SAC","School-Age Child Care Center","3740 Martin Drive","Boulder","CO","80305","Boulder",,,,"NA","60",,,,,,
"87942","Boulder Valley Waldorf School","Child Care Center","6500 W Dry Creek PKWY","Niwot","CO","80503","Boulder",,,,"1","60",,,,,,"60"
"87962","Louisville Preschool INC","Child Care Center","628 LaFarge AVE","Louisville","CO","80027","Boulder",,"2020-11-12T00:00:00.000","2023-11-12T00:00:00.000","2","30",,,,,,"30"
"88491","CITY OF BOULDER PARKS AND RECS NORTH","School-Age Child Care Center","3170 Broadway","Boulder","CO","80304","Boulder",,,,"1","50",,,,,"50",
"88718","Harmony Preschool","Child Care Center","3990 15th ST","Boulder","CO","80304","Boulder",,,,"1","32",,,,,,"32"
"91330","The Cottage School","Child Care Center","1941 N Terry ST","Longmont","CO","80501","Boulder",,"2021-04-30T00:00:00.000","2024-04-30T00:00:00.000","5","89",,"10","24",,,"55"
"91385","Rocky Mountain Christian Academy PRS","Child Care Center","9447 Niwot RD","Longmont","CO","80503","Boulder",,,,"1","65",,,,"65",,
"93541","Rebecca Dean","Experienced Family Child Care Home","125 E 6th AVE","Longmont","CO","80504","Boulder",,"2020-07-16T00:00:00.000","2023-07-16T00:00:00.000","2","9","9",,,,,
"93810","LYONS COMMUNITY SCHOOL","School-Age Child Care Center","338 High ST","Lyons","CO","80540","Boulder",,,,"1","50",,,,,"50",
"94160","BVSD Whittier Elementary School SAC","School-Age Child Care Center","2008 Pine ST","Boulder","CO","80302","Boulder",,,,"NA","45",,,,,,
"96287","Longmont Christian Preschool","Child Care Center","1440 Collyer ST","Longmont","CO","80501","Boulder",,,,"1","50",,,,,,"50"
"96303","The Acorn School For Early Childhood Dev.","Child Care Center","2845 Wilderness PL","Boulder","CO","80301","Boulder",,"2019-07-31T00:00:00.000","2022-07-31T00:00:00.000","4","135",,"20","34",,,"81"
"97927","Fairview Montessori School","Child Care Center","1501 Jefferson AVE","Louisville","CO","80027","Boulder",,"2019-09-18T00:00:00.000","2022-09-18T00:00:00.000","2","54",,,,,,"54"
"101821","Montessori Academy, LLC","Child Care Center","801 N 111th ST","Lafayette","CO","80026","Boulder",,"2019-07-31T00:00:00.000","2022-07-31T00:00:00.000","3","33",,,"10",,,"23"
"102166","BVSD Creekside Elementary Preschool","Preschool Program","3740 Martin DR","Boulder","CO","80305","Boulder",,"2020-01-31T00:00:00.000","2023-01-31T00:00:00.000","4","32",,,,"32",,
"102473","Peak to Peak Charter School","School-Age Child Care Center","800 Merlin","Lafayette","CO","80026","Boulder",,,,"1","70",,,,,"70",
"102706","CAROLYN HUNTER","Large Family Child Care Home","107 Bass CIR","Lafayette","CO","80026","Boulder",,,,"1","12",,,,,,"12"
"103456","Timberline PK-8 Preschool","Preschool Program","233 E Mountain View","Longmont","CO","80501","Boulder",,,,"1","40",,,,"40",,
"103619","CITY OF BOULDER PARKS AND RECS SOUTH","School-Age Child Care Center","1360 GILLASPIE","BOULDER","CO","80303","Boulder",,,,"1","15",,,,,,
"103975","KRISTIN VICKLES","Family Child Care Home","410 S Bermont AVE","Lafayette","CO","80026","Boulder",,,,"1","6","6",,,,,
"105427","Eagle's Landing","School-Age Child Care Center","4444 Clover Basin DR","Longmont","CO","80503","Boulder",,,,"1","75",,,,,"75",
"106283","Margarita Taylor","Large Family Child Care Home","1641 Alpine ST","Longmont","CO","80504","Boulder",,"2021-12-31T00:00:00.000","2024-12-31T00:00:00.000","5","12","12",,,,,
"1501832","BOULDER PARKS AND RECREATION","School-Age Child Care Center","4655 Hanover AVE","Boulder","CO","80305","Boulder",,,,"1","15",,,,,,
"1504361","Angela Elcock","Family Child Care Home","1413 Twin Sisters DR","Longmont","CO","80501","Boulder",,,,"1","6","6",,,,,
"1504371","BVSD Escuela Bilingue Pioneer Elem Preschool","Preschool Program","101 Baseline RD","Lafayette","CO","80026","Boulder",,"2020-01-31T00:00:00.000","2023-01-31T00:00:00.000","4","32",,,,"32",,
"1505273","BOULDER COUNTY HEAD START","Child Care Center","2675 Mapleton AVE","Boulder","CO","80304","Boulder",,"2021-01-11T00:00:00.000","2025-09-01T00:00:00.000","4","32",,,,"32",,
"1505547","Nichole Tucker","Experienced Family Child Care Home","2311 Dailey ST","Superior","CO","80027","Boulder",,,,"1","9","9",,,,,
"1505551","MARY GOMEZ","Large Family Child Care Home","1226 MILNER LANE","LONGMONT","CO","80503","Boulder",,,,"1","12","12",,,,,
"1506056","TINY MINDERS DAYCARE PRESCHOOL","Child Care Center","3685 3695 Martin DR","Boulder","CO","80305","Boulder",,,,"1","64",,"15","21",,,"28"
"1506066","Imagine!School Age Services","School-Age Child Care Center","1665 Coal Creek DR","Lafayette","CO","80026","Boulder",,,,"1","75",,,,,"75",
"1506786","Lily Villagran","Family Child Care Home","448 Elliott ST","Longmont","CO","80504","Boulder",,,,"2","0",,,,,,
"1509131","Nicole Pulver-Crawford","Large Family Child Care Home","10 Texas Ln","Longmont","CO","80501","Boulder",,,,"1","12","12",,,,,
"1510471","Cynthia Robbins","Three under Two Family Child Care Home","1101 Hillside Ln","Louisville","CO","80027","Boulder",,"2019-09-18T00:00:00.000","2022-09-18T00:00:00.000","2","6","6",,,,,
"1512218","Tigger Time Day Care Program","School-Age Child Care Center","4137 NE County Line RD","Erie","CO","80516","Boulder",,,,"NA","75",,,,,"75",
"1519079","CITY OF BOULDER PARKS AND RECS EAST","School-Age Child Care Center","5660 Sioux DR","Boulder","CO","80303","Boulder",,,,"1","77",,,,,,
"1521951","Fox Den Daycare Program","School-Age Child Care Center","1400 Deerwood DR","Longmont","CO","80501","Boulder",,,,"1","60",,,,,"60",
"1524619","Friend's School Aftercare Program","School-Age Child Care Center","5465 Pennsylvania AVE","Boulder","CO","80303","Boulder",,,,"NA","50",,,,,"50",
"1524815","Louisville Recreation / Senior Center","Preschool Program","900 W Via Appia","Louisville","CO","80027","Boulder",,,,"1","29",,,,"29",,
"1526352","Avid4 Adventure Boulder Day Camp","School-Age Child Care Center","685 Inca Pkwy","Boulder","CO","80303","Boulder",,,,"NA","120",,,,,,
"1527114","Sombrero Marsh Envir Ed Center/Thorne","School-Age Child Care Center","1466 N 63rd ST","Boulder","CO","80308","Boulder",,,,"NA","109",,,,,"109",
"1527370","KinderCare Learning Center @ UCAR","Child Care Center","3050 34th ST","Boulder","CO","80301","Boulder",,"2022-01-26T00:00:00.000","2027-06-01T00:00:00.000","4","80",,"8","22",,,"50"
"1528495","Alpine Elementary School-Lion's Den","School-Age Child Care Center","2005 Alpine","Longmont","CO","80504","Boulder",,,,"1","75",,,,,"75",
"1528644","SHINING MOUNTAIN WALDORF SCHOOL","Child Care Center","999 Violet AVE","Boulder","CO","80304","Boulder",,"2022-04-12T00:00:00.000","2024-06-30T00:00:00.000","4","58",,,,,,"58"
"1528708","Burlington Cmmnty Schl SACC-Trailblazer Club","School-Age Child Care Center","1051 S Pratt PKWY","Longmont","CO","80501","Boulder",,,,"1","60",,,,,"60",
"1531924","Bright Horizons at East Longmont","Child Care Center","919 Deerwood DR","Longmont","CO","80504","Boulder",,,,"1","100",,"8","24",,,"68"
"1531926","Bright Horizons Children's Centers, LLC","Child Care Center","1818 Centennial DR","Louisville","CO","80027","Boulder",,,,"1",,,"10","24",,,"74"
"1533646","Women's Wilderness Institute","Resident Camp","1206 Euclid Ave","Boulder","CO","80302","Boulder",,,,"1","30",,,,,,
"1534446","Dragon Flight & Enrichment @ Flagstaff","School-Age Child Care Center","2040 Miller DR","Longmont","CO","80501","Boulder",,,,"1","175",,,,,"175",
"1535981","BVSD Heatherwood Preschool","Preschool Program","7750 Concord DR RM 121","BOULDER","CO","80301","Boulder",,"2020-01-31T00:00:00.000","2023-01-31T00:00:00.000","4","40",,,,,,"40"
"1536222","BVSD UNIVERSITY HILL ELEM. PRS","Preschool Program","956 16th Street","Boulder","CO","80302","Boulder",,"2020-02-05T00:00:00.000","2023-01-31T00:00:00.000","4","32",,,,"32",,
"1536495","BVSD Alicia Sanchez Elementary Preschool","Preschool Program","655 Sir Galahad DR","Lafayette","CO","80026","Boulder",,"2020-01-31T00:00:00.000","2023-01-31T00:00:00.000","4","32",,,,"32",,
"1537581","Kindercare Learning Centers LLC","Child Care Center","851 Crisman DR","Longmont","CO","80501","Boulder",,,,"4","97",,"10","15",,,"72"
"1539376","Tiny Minders Daycare & Preschool North","Child Care Center","3735 Iris AVE","Boulder","CO","80301","Boulder",,,,"1","76",,"18","24",,,"34"
"1539993","SUNSHINE HOUSE MONTESSORI SCHOOL, INC.","Child Care Center","745 College AVE","Boulder","CO","80302","Boulder",,,,"1","29",,,,,,"29"
"1540892","Longmont Estates Elem Child Care Eagles Nest","School-Age Child Care Center","1601 Northwestern RD","Longmont","CO","80503","Boulder",,,,"NA","75",,,,,"75",
"1542596","Dragon's Den Childcare / Sanborn Elementary","School-Age Child Care Center","2235 Vivian ST","Longmont","CO","80501","Boulder",,,,"1","75",,,,,"75",
"1543515","GINGER JOHNSON","Family Child Care Home","9147 Fleetwood AVE","Longmont","CO","80503","Boulder",,,,"1","6","6",,,,,
"1543570","Meeker Neighborhood Center","Child Care Center","839 Meeker","Longmont","CO","80504","Boulder",,"2021-01-06T00:00:00.000","2025-08-31T00:00:00.000","4","38",,,,,,"38"
"1543687","INDIAN PEAKS ELEMENTARY PRESCHOOL","Preschool Program","1335 S Judson","Longmont","CO","80501","Boulder",,,,"1","20",,,,"20",,
"1543915","Central Elementary Child Care ""Hawks Club""","School-Age Child Care Center","1020 4th AVE","Longmont","CO","80501","Boulder",,,,"1","75",,,,,"75",
"1547122","Exploring Minds Academy","Child Care Center","4051 NE County Line RD","Erie","CO","80516","Boulder",,"2021-10-31T00:00:00.000","2024-10-31T00:00:00.000","4","77",,"4","10",,,"63"
"1547796","Primrose School of Longmont","Child Care Center","1335 Dry Creek DR","Longmont","CO","80503","Boulder",,"2022-07-13T00:00:00.000","2027-06-30T00:00:00.000","4","192",,"18","28",,,"146"
"1549984","CAL-WOOD EDUCATION CENTER","Resident Camp","2282 County RD # 87","Jamestown","CO","80455","Boulder",,,,"1","40",,,,,,
"1550171","PATIENCE MONTESSORI","Child Care Center","3600 Hazelwood CT","Boulder","CO","80304","Boulder",,,,"1","64",,"20","14","30",,
"1551345","Rocky Mountain Day Camp","School-Age Child Care Center","3351 Indiana Street","Superior","CO","80027","Boulder",,,,"1","200",,,,,"200",
"1552047","Dianne Campbell-Ostdiek","Three under Two Family Child Care Home","387 Pika PT","Lafayette","CO","80026","Boulder",,"2019-12-30T00:00:00.000","2022-12-30T00:00:00.000","2","6","6",,,,,
"1553090","Blue Mountain Elementary Camp Lynx","School-Age Child Care Center","1260 Mountain DR","Longmont","CO","80503","Boulder",,,,"1","75",,,,,"75",
"1553092","Blue Mountain Elementary Preschool Program","Preschool Program","1260 Mountain DR","Longmont","CO","80503","Boulder",,"2020-04-27T00:00:00.000","2023-04-27T00:00:00.000","2","20",,,,"20",,
"1553095","Columbine Elementary Preschool","Preschool Program","111 Longs Peak AVE","Longmont","CO","80501","Boulder",,,,"1","20",,,,"20",,
