"id","county","county_fips","year","age","race","count"
"649","Adams","1","2036","65","Asian non Hispanic","5229"
"653","Adams","1","2036","65","American Indian non Hispanic","736"
"164","Adams","1","2037","0","Total","161663"
"163","Adams","1","2037","0","White non Hispanic","46619"
"167","Adams","1","2037","0","Hispanic","99139"
"168","Adams","1","2037","0","Black non Hispanic","5015"
"166","Adams","1","2037","0","Asian non Hispanic","9896"
"165","Adams","1","2037","0","American Indian non Hispanic","995"
"411","Adams","1","2037","18","Total","457842"
"410","Adams","1","2037","18","White non Hispanic","177161"
"414","Adams","1","2037","18","Hispanic","235885"
"413","Adams","1","2037","18","Black non Hispanic","13525"
"412","Adams","1","2037","18","Asian non Hispanic","27511"
"409","Adams","1","2037","18","American Indian non Hispanic","3760"
"655","Adams","1","2037","65","Total","96532"
"659","Adams","1","2037","65","White non Hispanic","58218"
"658","Adams","1","2037","65","Hispanic","29799"
"660","Adams","1","2037","65","Black non Hispanic","2284"
"657","Adams","1","2037","65","Asian non Hispanic","5479"
"656","Adams","1","2037","65","American Indian non Hispanic","752"
"171","Adams","1","2038","0","Total","164285"
"173","Adams","1","2038","0","White non Hispanic","46749"
"170","Adams","1","2038","0","Hispanic","101311"
"169","Adams","1","2038","0","Black non Hispanic","5074"
"172","Adams","1","2038","0","Asian non Hispanic","10153"
"174","Adams","1","2038","0","American Indian non Hispanic","998"
"415","Adams","1","2038","18","Total","463940"
"416","Adams","1","2038","18","White non Hispanic","177439"
"420","Adams","1","2038","18","Hispanic","240941"
"419","Adams","1","2038","18","Black non Hispanic","13678"
"418","Adams","1","2038","18","Asian non Hispanic","28093"
"417","Adams","1","2038","18","American Indian non Hispanic","3788"
"663","Adams","1","2038","65","Total","98660"
"662","Adams","1","2038","65","White non Hispanic","58658"
"661","Adams","1","2038","65","Hispanic","31151"
"666","Adams","1","2038","65","Black non Hispanic","2340"
"665","Adams","1","2038","65","Asian non Hispanic","5742"
"664","Adams","1","2038","65","American Indian non Hispanic","769"
"176","Adams","1","2039","0","Total","166388"
"175","Adams","1","2039","0","White non Hispanic","46742"
"177","Adams","1","2039","0","Hispanic","103147"
"178","Adams","1","2039","0","Black non Hispanic","5121"
"180","Adams","1","2039","0","Asian non Hispanic","10381"
"179","Adams","1","2039","0","American Indian non Hispanic","997"
"421","Adams","1","2039","18","Total","470472"
"423","Adams","1","2039","18","White non Hispanic","177865"
"426","Adams","1","2039","18","Hispanic","246221"
"425","Adams","1","2039","18","Black non Hispanic","13851"
"424","Adams","1","2039","18","Asian non Hispanic","28714"
"422","Adams","1","2039","18","American Indian non Hispanic","3820"
"668","Adams","1","2039","65","Total","100785"
"670","Adams","1","2039","65","White non Hispanic","59046"
"671","Adams","1","2039","65","Hispanic","32569"
"667","Adams","1","2039","65","Black non Hispanic","2389"
"672","Adams","1","2039","65","Asian non Hispanic","5996"
"669","Adams","1","2039","65","American Indian non Hispanic","785"
"182","Adams","1","2040","0","Total","168294"
"186","Adams","1","2040","0","White non Hispanic","46690"
"181","Adams","1","2040","0","Hispanic","104847"
