"entityid","entityname","principaladdress1","principalcity","principalstate","principalzipcode","principalcountry","mailingaddress1","mailingaddress2","mailingcity","mailingstate","mailingzipcode","mailingcountry","entitystatus","jurisdictonofformation","entitytype","agentfirstname","agentmiddlename","agentlastname","agentsuffix","agentorganizationname","agentprincipaladdress1","agentprincipaladdress2","agentprincipalcity","agentprincipalstate","agentprincipalzipcode","agentprincipalcountry","agentmailingaddress1","agentmailingaddress2","agentmailingcity","agentmailingstate","agentmailingzipcode","agentmailingcountry","entityformdate"
"19871309268","SENIOR ANSWERS AND SERVICES","3006 E COLFAX","Denver","CO","80206","US","3006 East Colfax Avenue",,"Denver","CO","80206","US","Good Standing","CO","Nonprofit Corporation","Eileen",,"Doherty",,,"3006 E COLFAX",,"DENVER","CO","80206","US","3006 East Colfax Av",,"Denver","CO","80206","US","1976-08-18T00:00:00.000"
"19871313871","ASSOCIATION FOR APPLIED PSYCHOPHYSIOLOGY AND BIOFEEDBACK,INC.","17 W 110 22nd St #800","Oakbrook Terrace","IL","60181","US","3200 Windy Hill Road, SE","Ste 600W","Atlanta","GA","30339","US","Good Standing","CO","Nonprofit Corporation",,,,,"CAPITOL CORPORATE SERVICES, INC.","36 SOUTH 18TH AVE STE D",,"BRIGHTON","CO","80601","US","3200 Windy Hill RD SE Suite 60",,"Atlanta","CO","30339","US","1976-03-12T00:00:00.000"
"19871358410","MICHEL'S BAKERY, LTD.","40815 HWY 6 & 24","Avon","CO","81620","US","P.O. Box 2436",,"Avon","CO","81620","US","Good Standing","CO","Corporation","Patrick",,"Rouaud",,,"40815 HWY 6 & 24",,"Avon","CO","81620","US","PO Box 2436",,"Avon","CO","81620","US","1978-11-01T00:00:00.000"
"19871363548","COLORADO CORN GROWERS ASSOCIATION","P.O. Box340","Burlington","CO","80807","US",,,,,,,"Good Standing","CO","Nonprofit Corporation","Bruce",,"Unruh",,,"P.O. Box 340","549 South Lincoln","Burlington","CO","80807","US","50522 CR T",,"BURLINGTON","CO","80807","US","1979-01-29T00:00:00.000"
"19871392965","SHERWOOD MEADOWS ASSOCIATION, INC.","371 Nottingham Rd","Avon","CO","81620","US","PO BOX 93",,"Avon","CO","81620","US","Good Standing","CO","Nonprofit Corporation",,,,,"Fireside Properties Inc","216 Main Street Suite 218",,"Edwards","CO","81632","US","PO Box 954",,"Vail","CO","81658","US","1980-02-22T00:00:00.000"
"19871397030","LARIMER CHORAL SOCIETY","301 Drake Rd. Ste. 1","Fort Collins","CO","80525-1730","US","P.O.Box 884",,"Fort Collins","CO","80522","US","Good Standing","CO","Nonprofit Corporation","James","C","Packard",,,"1512 Fairway 7 Ct.",,"FORT COLLINS","CO","80525","US","1512 Fairway 7 Ct.",,"Fort Collins","CO","80525","US","1980-04-03T00:00:00.000"
"19871411076","KREMMLING POST NO. 9374, VETERANS OF FOREIGN WARS OF THE UNITED STATES INCORPORATED","PO Box 1205","Granby","CO","80446","US","PO Box 1205",,"Granby","CO","80446","US","Good Standing","CO","Nonprofit Corporation","Jason","C","Stigers",,,"PO BOX 1205","312 Spruce Dr","Granby","CO","80446","US","P.O. Box 1205","312 County Road 896","Granby","CO","80446","US","1980-09-03T00:00:00.000"
"19871465589","DENVER SAILING ASSOCIATION","755 Locust Street","Denver","CO","80220","US","755 Locust Street",,"Denver","CO","80220","US","Good Standing","CO","Nonprofit Corporation","Fred","C","Wolf",,,"755 Locust Street",,"Denver","CO","80220","US","755 North Locust St.",,"Denver","CO","80220","US","1982-02-19T00:00:00.000"
"19871470370","AURORA ROTARY FOUNDATION, INC.","PO BOX 440567","Aurora","CO","80044-0567","US",,,,,,,"Good Standing","CO","Nonprofit Corporation",,,,,"LawHedge","6105 S. Main Street, Suite 200",,"Aurora","CO","80016","US",,,,,,,"1982-04-02T00:00:00.000"
"19871485591","PARKSIDE 3 HOMEOWNERS ASSOCIATION, INC.","1724 Majestic Drive","Lafayette","CO","80026","US",,,,,,,"Good Standing","CO","Nonprofit Corporation",,,,,"HOA Matters","1724 Majestic Drive","#104","Lafayette","CO","80026","US",,,,,,,"1982-07-21T00:00:00.000"
"20131042483","Santa Fe Pomona Properties LLC, Dissolved March 23, 2022","2445 Prospect Lane","Broomfield","CO","80023","US","450 E Foothill Blvd",,"Pomona","CA","91767","US","Voluntarily Dissolved","CO","Limited Liability Company","Heather","Nicole","Fox",,,"2445 Prospect Lane",,"Bloomfield","CO","80023","US","450 E Foothill Blvd",,"Pomona","CO","91767","US","2013-01-22T00:00:00.000"
"19871518563","HOUSE OF AVERY, LIMITED","6616 SOUTH LAFAYETTE ST.","Centennial","CO","80121-2545","US",,,,,,,"Good Standing","CO","Corporation","DAVID","L.","AVERY",,,"6616 SOUTH LAFAYETTE ST.",,"CENTENNIAL","CO","80121-2545","US",,,,,,,"1983-04-26T00:00:00.000"
"19871556450","THE PEACHTREE HOMEOWNERS ASSOCIATION","1724 Majestic Drive","Lafayette","CO","80026","US",,,,,,,"Good Standing","CO","Nonprofit Corporation",,,,,"HOA Matters","1724 Majestic Drive","#104","Lafayette","CO","80026","US",,,,,,,"1984-02-07T00:00:00.000"
"19871598090","LAKEWOOD ESTATES HOMEOWNERS ASSOCIATION, INC.","2031 S. Jay Way","Lakewood","CO","80227-2517","US","P.O. Box 27836",,"Lakewood","CO","80227","US","Good Standing","CO","Nonprofit Corporation","LAURIE","E.","GRAVES",,,"2031 S. Jay Way",,"Lakewood","CO","80227-2517","US","P.O. Box 27836",,"Lakewood","CO","80227","US","1984-12-12T00:00:00.000"
"19871598851","JESUS WAY CHURCH MINISTRIES INTERDENOMINATIONAL","577 Oakland Ct.","Aurora","CO","80010","US","PO BOX 5381",,"Clovis","NM","88102","US","Good Standing","CO","Nonprofit Corporation","WALTER",,"HENLEY",,,"577 Oakland Ct.",,"AURORA","CO","80010","US","PO Box 5381",,"Clovis","CO","88102","US","1984-12-18T00:00:00.000"
"19871607072","SUN CONSTRUCTION & DESIGN SERVICES, INC.","1232 BOSTON AVE","Longmont","CO","80501","US",,,,,,,"Good Standing","CO","Corporation","STEPHEN","B","STRONG",,,"12632 Waterside Ln",,"LONGMONT","CO","80504","US","1232 Boston Avenue",,"Longmont","CO","80504","US","1985-02-19T00:00:00.000"
"19871705817","JASON LEASING COMPANY, Dissolved February 8, 2022","1140 South Jason St","Denver","CO","80223","US",,,,,,,"Voluntarily Dissolved","CO","Corporation","JOANNE","E.","MCGEE",,,"1140 S JASON ST",,"DENVER","CO","80223","US",,,,,,,"1987-01-09T00:00:00.000"
"19871714605","SAINT ANDREW'S EPISCOPAL CHURCH OF MANITOU SPRINGS","808 MANITOU AVE.","Manitou Springs","CO","80829","US","808 Manitou Ave",,"Manitou Springs","CO","80829","US","Good Standing","CO","Nonprofit Corporation","Susan","Louise","Merrin",,,"6163 Bow River Dr",,"Colorado Springs","CO","80923","US","808 Manitou Ave",,"Manitou Springs","CO","80829","US","1987-03-09T00:00:00.000"
"19871718207","THE BONUS OIL COMPANY","316 MAIN","Russell","KS","67665","US","PO BOX 311",,"Russell","KS","67665","US","Good Standing","KS","Foreign Corporation","DAVID","G","BECK",,,"5971 S VIVIAN ST",,"LITTLETON","CO","80127","US",,,,,,,"1987-03-30T00:00:00.000"
"20131059149","Honorable Comfort Corps Inc.","2668 Dexter Steet","Denver","CO","80207","US",,,,,,,"Good Standing","CO","Nonprofit Corporation","Carol","Elizabeth","McCallister",,,"2668 Dexter Street",,"Denver","CO","80207","US",,,,,,,"2013-01-25T00:00:00.000"
"19871765199","SIMCO CORP.","6722 Orrwood Dr.","Frederick","CO","80516","US",,,,,,,"Good Standing","CO","Corporation","MIKE",,"SIMS",,,"6722 Orrwood Dr.",,"Frederick","CO","80516","US",,,,,,,"1987-12-15T00:00:00.000"
"19881043332","MAJOR CALIBER, INC.","4620 BELFORD CIRCLE","Broomfield","CO","80023","US",,,,,,,"Good Standing","CO","Corporation","IAN","M.","PATRICK",,,"4620 BELFORD CIRCLE",,"BROOMFIELD","CO","80023","US","4620 Belford Cir",,"Broomfield","CO","80023","US","1988-05-06T00:00:00.000"
"19891046801","CLARK HOLDINGS LTD.","2389 Mariposa Dr","Grand Junction","CO","81507","US",,,,,,,"Exists","CO","Limited Partnership","THOMAS",,"CLARK",,,"8304 E KENYON DR",,"DENVER","CO","80237","US",,,,,,,"1989-05-04T00:00:00.000"
"20131059934","Oretha Johnson Consulting","18603 East Radcliff Place","Aurora","CO","80015","US",,,,,,,"Good Standing","CO","Limited Liability Company","Oretha","Torrance","Johnson",,,"18603 East Radcliff Place",,"Aurora","CO","80015","US","18603 E Radcliff Place",,"Aurora","CO","80015","US","2013-01-26T00:00:00.000"
"20131115192","Dante Structural Engineering, PLLC","215 Fairfax St.","Denver","CO","80220","US",,,,,,,"Good Standing","CO","Limited Liability Company",,,,,"United States Corporation Agents, Inc.","121 S. Tejon Street","Suite 900","Colorado Springs","CO","80903","US","215 Fairfax Street",,"Denver","CO","80220","US","2013-02-23T00:00:00.000"
"19901082853","SIMON FAMILY, INC.","18500 Road 30.5","Stratton","CO","80836","US","18500 Road 30.5",,"Stratton","CO","80836","US","Good Standing","CO","Corporation","Colleen","Marie","SIMON",,,"18500 ROAD 30.5",,"STRATTON","CO","80836","US","18500 county road 30.5",,"Stratton","CO","80836-8800","US","1990-08-22T00:00:00.000"
"20131119204","Life in Balance Massage Therapy, LLC","1650 38th St","Boulder","CO","80304","US","4927 Thunderbird Cir","Apt 300","Boulder","CO","80303","US","Good Standing","CO","Limited Liability Company","Cynthia","Catherine","Smith",,,"4927 Thunderbird Cir","Apt 300","Boulder","CO","80303","US",,,,,,,"2013-04-14T00:00:00.000"
"19901103392","S.S. SUBS, INC.","4180 THUNDERCLOUD DR","Colorado Springs","CO","80920","US",,,,,,,"Good Standing","CO","Corporation","DEBRA","A","PUGSLEY",,,"4180 THUNDERCLOUD DRIVE",,"COLORADO SPRINGS","CO","80920","US","4180 Thundercloud Dr",,"Colorado Springs","CO","80920","US","1990-11-26T00:00:00.000"
"19921013386","MUTUAL INTEREST INVESTMENT CLUB LTD. LIABILITY CO.","883 N CLEVELAND AVE","Loveland","CO","80537","US",,,,,,,"Good Standing","CO","Limited Liability Company","THOMAS","ALFRED","PAULSON","Jr.",,"883 CLEVELAND",,"LOVELAND","CO","80537","US","883 CLEVELAND AVE",,"LOVELAND","CO","80537-4716","US","1992-02-11T00:00:00.000"
"19921020150","KIDS WHEELS LTD. LIABILITY CO., Dissolved February 8, 2022","1360 S Wadsworth Blvd","Lakewood","CO","80232","US","1360 S Wadsworth Blvd #102",,"Lakewood","CO","80232","US","Voluntarily Dissolved","CO","Limited Liability Company","Phyllis","E","Eggert",,,"1360 S Wadsworth Blvd","#102","lakewood","CO","80232","US","1360 S Wadsworth Blvd, Lakewood CO","#102","Lakewood, Jefferson County, CO (802","CO","80232","US","1992-02-27T00:00:00.000"
"20131138928","Target Logistics Management, LLC","9320 Lakeside Blvd.","The Woodlands","TX","77381","US","9320 Lakeside Blvd","Suite 300","The Woodlands","TX","77381","US","Good Standing","MA","Foreign Limited Liability Company",,,,,"CAPITOL CORPORATE SERVICES, INC.","36 SOUTH 18TH AVE","STE D","BRIGHTON","CO","80601","US",,,,,,,"2013-02-28T00:00:00.000"
"20131140192","HIGH QUALITY DRYWALL LLC","2515 W 65TH AVE","Denver","CO","80221","US",,,,,,"US","Good Standing","CO","Limited Liability Company","JUAN","JOSE","MADERA",,,"2515 W 65TH AVE",,"DENVER","CO","80221","US",,,,,,,"2013-02-28T00:00:00.000"
"20131145162","Walter/McCann, Inc.","330 East Mulberry Street","Fort Collins","CO","80524","US","330 East Mulberry Street",,"Fort Collins","CO","80524","US","Good Standing","CO","Corporation","Patti","J","Walter",,,"330 East Mulberry Street",,"Fort Collins","CO","80524","US","330 East Mulberry Street",,"Fort Collins, CO  80524","CO","80524","US","2013-03-01T00:00:00.000"
"19931011196","COMPUTER CONSULTING SERVICES OF AMERICA, INC.","7730 E BELLEVIEW AVE STE A-201","Englewood","CO","80111","US",,,,,,,"Good Standing","CO","Corporation","ASHA",,"JAYARAMAN",,,"7730 E BELLEVIEW AVE STE A-201","A-201","ENGLEWOOD","CO","80111","US","7730 East Belleview Ave Suite A-201","A201","Englewood","CO","80111","US","1993-02-01T00:00:00.000"
"19931011212","GUNNISON VALLEY MASONIC TEMPLE ASSOCIATION","122 N IOWA","Gunnison","CO","81230","US",,,,,,,"Good Standing","CO","Nonprofit Corporation","KENNETH","G","ASHWOOD",,,"122 N IOWA",,"GUNNISON","CO","81230","US","222 CROSSCUT RD",,"GUNNISON","CO","81230","US","1993-02-01T00:00:00.000"
"19931019838","KRAFTED HOMES INC.","3555 N. Prospect St., Ste 200","Colorado Springs","CO","80907","US","3555 N. Prospect St, Ste 200",,"Colorado Springs","CO","80907","US","Good Standing","CO","Corporation","ROSE",,"HOCKERSMITH",,,"4755 SANDSTONE DR",,"MONUMENT","CO","80132","US","3555 N Prospect St","STE 200","Colorado Springs","CO","80907","US","1993-02-24T00:00:00.000"
"19931021633","RUNYON SPORTS COMPLEX COMMISSION, INC.","400 Stanton Ave","Pueblo","CO","81003","US","400 Stanton Ave",,"Pueblo","CO","81003","US","Good Standing","CO","Nonprofit Corporation",,,,,"Runyon Sports Complex Commission, INC","400 Stanton Ave",,"Pueblo","CO","81003","US","400 Stanton Ave.","Suite 300","Pueblo","CO","81003","US","1993-03-01T00:00:00.000"
"19931037985","ROCKY MOUNTAIN PHARMACY OF ESTES PARK, INC.","453 E WONDERVIEW AVE STE 1","Estes Park","CO","80517","US","264 Lincoln st",,"Longmont","CO","80502-0941","US","Good Standing","CO","Corporation",,,,,"Stein & Associates, CPA PC","363 Elkhorn Avenue","ste 310","ESTES PARK","CO","80517-3186","US","PO Box 3186","363 E Elkhorn Ave, ste 310","ESTES PARK","CO","80517-3186","US","1993-04-09T00:00:00.000"
"19931083501","THREEFOLD RETURN, INC.","1320 Mesa Road","Colorado Springs","CO","80904","US","PO BOX 6917",,"Colorado Springs","CO","80934","US","Good Standing","CO","Corporation","MIROBIN",,"WEBSTER",,,"1320 Mesa Road",,"COLORADO SPRINGS","CO","80904","US","1320 Mesa Road",,"Colorado Springs","CO","80904","US","1993-08-13T00:00:00.000"
"19931133999","ASPEN HIGHLANDS MOUNTAIN LIMITED LIABILITY COMPANY","117 AABC","Aspen","CO","81611","US","P.O. Box 1248",,"Aspen","CO","81612","US","Good Standing","DE","Foreign Limited Liability Company","David","W.","Clark",,,"117 AABC",,"Aspen","CO","81611","US","Aspen Skiing Company, LLC","P.O. Box 1248","Aspen","CO","81612","US","1993-12-03T00:00:00.000"
"19931136556","HAWKEYE INVSCO LLC","5995 Greenwood Plaza Blvd","Greenwood Village","CO","80111","US",,,,,,,"Good Standing","CO","Limited Liability Company","Kim","Foster","Hresko",,,"5995 Greenwood Plaza Blvd. Ste. 210",,"Greenwood Village","CO","80111","US","5995 Greenwood Plaza Blvd Ste 210",,"Greenwood Village","CO","80111","US","1993-12-10T00:00:00.000"
"19941012562","BRAND FAMILY CORPORATION","c/o HLWA CPA, PC","Westminster","NY","80031","US","1 Stoneleigh Manor Lane",,"Purchase","NY","10577","US","Good Standing","CO","Corporation",,,,,"HLWA CPA, PC","10147 Julian Way",,"Westminster","CO","80031","US","1 Stoneleigh Manor Lane",,"Purchase","CO","10577","US","1994-02-01T00:00:00.000"
"19941021740","COLORADO SPEECH-LANGUAGE-HEARING FOUNDATION","7486 S KENDALL BLVD","Littleton","CO","80128","US",,,,,,,"Good Standing","CO","Nonprofit Corporation","TERESA","M.","EBERLY",,,"7486 S KENDALL BLVD",,"LITTLETON","CO","80128","US","7486 S Kendall Blvd","Suite 425","Littleton","CO","80128","US","1994-02-23T00:00:00.000"
"19941097085","HB INVESTMENTS LLC, Dissolved February 8, 2022","PO Box 881613","Steamboat Springs","CO","80488","US",,,,,,,"Voluntarily Dissolved","CO","Limited Liability Company","Tina",,"Bradley",,,"445 Anglers Drive Unit 2B",,"Steamboat Springs","CO","80487","US","PO Box 772956",,"Steamboat Springs","CO","80477","US","1994-08-29T00:00:00.000"
"19951004962","MARKETPLACE AT KEN CARYL LIMITED LIABILITY COMPANY","5995 Greenwood Plaza Blvd Ste 210","Greenwood Village","CO","80111","US",,,,,,,"Good Standing","CO","Limited Liability Company","Kim","Hrekso","Hresko",,,"5995 Greenwood Plaza Blvd Ste 210",,"Greenwood Village","CO","80111","US",,,,,,,"1995-01-13T00:00:00.000"
"19951005469","COLORADO ASSOCIATION OF PARTNERS IN EDUCATION, INC.","Volunteer Services - Brenda Vasquez","Denver","CO","80203","US","Volunteer Services - Brenda Vasquez","1860 Lincoln St. 8th floor","Denver","CO","80203","US","Good Standing","CO","Nonprofit Corporation",,,,,"Colorado Association of Partners In Education","Volunteer Services - Brenda Vasquez","1860 Lincoln St 8th floor","Denver","CO","80203","US","DPS Volunteer Services, 1860 Lincol","1860 Lincoln St - 8th floor","Denver","CO","80203","US","1995-01-13T00:00:00.000"
"19951021385","HETNET CONSULTING CORP., Dissolved February 8, 2022","19280 E. Long Ave.","Centennial","CO","80016","US","19280 E Long Ave",,"Centennial","CO","80016","US","Voluntarily Dissolved","CO","Corporation","Galina",,"Esterby",,,"19280 E. Long Ave.",,"Centennial","CO","80016","US","19280 E Long Ave",,"Centennial","CO","80016","US","1995-02-17T00:00:00.000"
"20131157339","Power Systems Mfg. LLC","1440 W. Indiantown Rd.","Jupiter","FL","33458","US",,,,,,,"Good Standing","DE","Foreign Limited Liability Company",,,,,"C T Corporation System","7700 E Arapahoe Rd Ste 220",,"Centennial","CO","80112-1268","US","28 LIBERTY STREET, 26TH FLOOR",,"NEW YORK","CO","10005","US","2013-03-08T00:00:00.000"
"19951069042","A FULL HOUSE, INCORPORATED","125 SUMMIT ROAD","Woodland Park","CO","80863","US","P.O. Box 5818",,"Woodland Park","CO","80866","US","Good Standing","CO","Corporation","RONALD","J.","KONIECZNY",,,"125 SUMMIT ROAD",,"WOODLAND PARK","CO","80863","US","125 Summit Road",,"Woodland Park","CO","80863","US","1995-05-25T00:00:00.000"
"20131164306","DS&K Investments, LLC","1808 N. Boise Avenue","Loveland","CO","80538","US","1808 N. Boise Avenue","Suite 200","Loveland","CO","80538","US","Good Standing","CO","Limited Liability Company",,,,,"DS & K Investments, LLC","1808 N. Boise Avenue","Suite 200","Loveland","CO","80538","US","1808 North Boise Avenue","200","Loveland","CO","80538","US","2013-04-11T00:00:00.000"
"19951124793","MEADOWVIEW CARRIAGE/MANOR HOMEOWNERS ASSOCIATION, INC.","905 Little Leaf Court","Longmont","CO","80503","US","905 Little Leaf Court",,"Longmont","CO","80503","US","Good Standing","CO","Nonprofit Corporation","Amy",,"Scott",,,"905 Little Leaf Court",,"Longmont","CO","80503","US","905 Little Leaf Ct",,"Longmont","CO","80503","US","1995-10-10T00:00:00.000"
"20131166395","Patrick Barrett Realty LLC","141 E Meadow Dr","Vail","CO","81657","US",,,,,,,"Good Standing","CO","Limited Liability Company","Patrick","John","Barrett",,,"PO BOX 472",,"Vail","CO","81658","US",,,,,,,"2013-03-14T00:00:00.000"
"19961027361","POPLAR HOMEOWNERS ASSOCIATION","1051 Poplar Ave.","Boulder","CO","80304","US","1051 Poplar Ave.",,"Boulder","CO","80304","US","Good Standing","CO","Nonprofit Corporation","Mary",,"Sweet",,,"1051 Poplar Ave.",,"Boulder","CO","80304","US","1051 Poplar Ave.",,"Boulder","CO","80304","US","1996-02-27T00:00:00.000"
"20131167038","Caliber Midstream Partners LLC","950 17th Street","Denver","CO","80202","US",,,,,,,"Good Standing","DE","Foreign Limited Liability Company",,,,,"C T Corporation System","7700 E Arapahoe Rd Ste 220",,"Centennial","CO","80112-1268","US","28 LIBERTY STREET, 26TH FLOOR",,"NEW YORK","CO","10005","US","2013-03-15T00:00:00.000"
"19961091224","HIGH CHAPARRAL HOMEOWNERS' ASSOCIATION","59401 LOTUS CT","Montrose","CO","81403","US",,,,,,,"Good Standing","CO","Nonprofit Corporation","Carol",,"McKenna",,,"59350 Lotus Court",,"MONTROSE","CO","81403","US","13741 Larkspur Dr",,"Montrose","CO","81403","US","1996-07-10T00:00:00.000"
"19961131902","17TH & PEARL, LLC, Dissolved February 8, 2022","6178 Bay Meadows Dr.","Windsor","CO","80550","US","6178 Bay Meadows Dr.",,"Windsor","CO","80550","US","Voluntarily Dissolved","CO","Limited Liability Company","RONALD","R.","RUDZINSKI",,,"6178 Bay Meadows Dr.",,"Windsor","CO","80550","US","6178 Bay Meadows Dr.",,"Windsor","CO","80550","US","1996-10-09T00:00:00.000"
"19961146279","JCMC INVESTMENTS LLC","10250 Highway 129","Winigan","MO","63566","US","10250 Hwy 129","PO Box 65","Winigan","MO","63566","US","Good Standing","CO","Limited Liability Company","Larry",,"Jacob",,,"465 White Tail Way",,"Monument","CO","80132","US",,,,,,,"1996-11-08T00:00:00.000"
"20131167521","5 G Properties, LLC","10875 Benson Drive","Overland Park","KS","66210","US",,,,,,,"Good Standing","CO","Limited Liability Company",,,,,"Laff Bennett Logan PC","3200 East Cherry Creek South Drive","Suite 200","Denver","CO","80209","US","Laff Bennett Logan, PC","3200 E Cherry Creek S Dr., #200","Denver","CO","80209","US","2013-03-15T00:00:00.000"
"19961159707","KLEH FAMILY, LLLP","799 Crandon Boulevard","Key Biscayne","FL","33149","US",,,,,,,"Good Standing","CO","Limited Liability Limited Partnership",,,,,"Registered Agent Solutions, Inc.","36 South 18th Avenue","Suite D","Brighton","CO","80601","US",,,,,,,"1996-12-09T00:00:00.000"
"19971004830","TEJON INVESTMENTS LLC","18 PENINSULA PLACE","Pagosa Springs","CO","81147","US","PO BOX 1299",,"Pagosa Springs","CO","81147","US","Good Standing","CO","Limited Liability Company","TERRANCE","LEE","SCHMIDT",,,"18 PENINSULA PLACE",,"PAGOSA SPRINGS","CO","81147","US","PO BOX 1299","PO BOX 1299","PAGOSA SPRINGS","CO","81147","US","1997-01-14T00:00:00.000"
"19971022618","NEPPL LIMITED LIABILITY COMPANY","850 Aeroplaza Drive","Colorado Springs","CO","80916","US",,,,,,,"Good Standing","CO","Limited Liability Company","THOMAS","P.","NEPPL",,,"1935 PAYTON CIR",,"COLORADO SPRINGS","CO","80915","US",,,,,,,"1997-02-14T00:00:00.000"
"19971028077","REED & RICHARDSON, LLC","807 51st Ave","Greeley","CO","80634","US",,,,,,,"Good Standing","CO","Limited Liability Company","SCOTT","A.","RICHARDSON",,,"807 51ST AVE",,"GREELEY","CO","80634","US","807 51st ave","807 51st Ave","GREELEY","CO","80634","US","1997-02-25T00:00:00.000"
"19971087768","BRADLEY BROTHERS ROOFING, INC.","792 Idalia Street","Aurora","CO","80011","US","792 Idalia Street",,"Aurora","CO","80011","US","Good Standing","CO","Corporation","Duane","Edward","Bradley","Jr.",,"792 Idalia Street",,"Aurora","CO","80011","US",,,,,,,"1997-06-03T00:00:00.000"
"20131167967","1148 Lavender, LLC","4112 Lakefront Dr.","Loveland","CO","80537","US",,,,,,,"Good Standing","CO","Limited Liability Company","David","B.","Gleditsch",,,"4112 Lakefront Dr.",,"Loveland","CO","80537","US","4112 Lakefront Drive",,"Loveland CO","CO","80537","US","2013-03-15T00:00:00.000"
"19971129666","CHALK BLUFFS VETERINARY SERVICES, P.C.","62679 WCR 57","Grover","CO","80729","US","62679 WCR 57",,"Grover","CO","80729","US","Good Standing","CO","Corporation","BRENDA","A.","HAUN",,,"62679 WCR 57",,"GROVER","CO","80729","US",,,,,,,"1997-08-14T00:00:00.000"
"20131168000","1120 Lavender, LLC","4112 Lakefront Dr.","Loveland","CO","80537","US",,,,,,,"Good Standing","CO","Limited Liability Company","David","B.","Gleditsch",,,"4112 Lakefront Dr.",,"Loveland","CO","80537","US","4112 Lakefront Drive",,"Loveland CO","CO","80537","US","2013-03-15T00:00:00.000"
