"loanrange","businessname","address","city","state","zip","naicscode","businesstype","raceethnicity","gender","veteran","nonprofit","jobsretained","dateapproved","lender","cd","loanamount"
"a $5-10 million","ARAPAHOE MOTORS, INC.","1190 Plum Valley Lane 0.0","HIGHLANDS RANCH","CO","80129","441110","Corporation","Unanswered","Unanswered","Unanswered",,"150","4/9/2020","JPMorgan Chase Bank, National Association","CO - 06",
"a $5-10 million","ASPEN VALLEY HOSPITAL DISTRICT","0401 CASTLE CREEK ROAD","ASPEN","CO","81611","622110","Non-Profit Organization","Unanswered","Unanswered","Unanswered","Y","500","5/3/2020","Zions Bank, A Division of","CO - 03",
"a $5-10 million","ASPENPOINTE INC.","675 SOUTHPOINTE CT, STE 210","COLORADO SPRINGS","CO","80906","621420","Non-Profit Organization","Unanswered","Unanswered","Unanswered","Y","467","4/5/2020","FirstBank","CO - 05",
"a $5-10 million","BAD DADDY'S INTERNATIONAL LLC","141 UNION BLVD","LAKEWOOD","CO","80228","722511","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"500","4/5/2020","Cadence Bank, National Association","CO - 07",
"a $5-10 million","BIGHORN CONSTRUCTION & RECLAMATION, LLC","555 17th Street","DENVER","CO","80202","237120","Limited  Liability Company(LLC)","White","Male Owned","Unanswered",,"360","4/13/2020","KeyBank National Association","CO - 01",
"a $5-10 million","BOSTON MARKET CORP","14103 Denver West Parkway","GOLDEN","CO","80401","722513","Corporation","Unanswered","Unanswered","Unanswered",,"500","4/27/2020","Meridian Bank","CO - 02",
"a $5-10 million","BOULDER MEDICAL CENTER, P.C.","2750 Broadway","BOULDER","CO","80304","621111","Corporation","Unanswered","Unanswered","Unanswered",,,"4/10/2020","First National Bank of Omaha","CO - 02",
"a $5-10 million","BRIGADE ENERGY SERVICES, LLC","700 17TH ST 1550","DENVER","CO","80202","213112","Corporation","Unanswered","Unanswered","Unanswered",,"350","4/15/2020","Cadence Bank, National Association","CO - 01",
"a $5-10 million","CAREPOINT, P.C.","5600 S. Quebec St.","ENGLEWOOD","CO","80111","621111","Corporation","Unanswered","Unanswered","Unanswered",,"383","4/12/2020","KeyBank National Association","CO - 01",
"a $5-10 million","COBB MECHANICAL CONTRACTORS","2906 W Morrison St","COLORADO SPRINGS","CO","80934","238220","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"0","4/4/2020","UMB Bank, National Association","CO - 05",
"a $5-10 million","COLORADO MUSEUM OF NATURAL HISTORY","2001 N Colorado Blvd","DENVER","CO","80205","712110","Non-Profit Organization","Unanswered","Unanswered","Unanswered","Y","494","4/27/2020","U.S. Bank, National Association","CO - 01",
"a $5-10 million","DAVIS GRAHAM & STUBBS LLP","1550 17th Street, Ste 500","DENVER","CO","80202","922130","Partnership","Unanswered","Unanswered","Unanswered",,"227","4/15/2020","U.S. Bank, National Association","CO - 01",
"a $5-10 million","DUTCH'S HOME IMPROVEMENT, INC.","5755 INDUSTRIAL PL, STE F","COLORADO SPRINGS","CO","80916","238170","Corporation","Unanswered","Unanswered","Unanswered",,"6","4/29/2020","UMB Bank, National Association","CO - 05",
"a $5-10 million","E2 OPTICS, LLC","76 Inverness Dr E","ENGLEWOOD","CO","80112","517911","Limited  Liability Company(LLC)","White","Unanswered","Non-Veteran",,"500","4/14/2020","KeyBank National Association","CO - 04",
"a $5-10 million","ENERGY INSPECTION SERVICES, LLC","479 Wolverine Dr","BAYFIELD","CO","81122","541990","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"174","4/15/2020","Zions Bank, A Division of","CO - 03",
"a $5-10 million","ESCO CONSTRUCTION CO.","3540 Evergreen Pkwy","EVERGREEN","CO","80439","237110","Corporation","Unanswered","Unanswered","Unanswered",,"0","4/14/2020","UMB Bank, National Association","CO - 02",
"a $5-10 million","FCI CONSTRUCTORS","3070 I-70 BUSINESS LOOP","GRAND JUNCTION","CO","81504","236220","Corporation","White","Male Owned","Non-Veteran",,"394","4/3/2020","Timberline Bank","CO - 03",
"a $5-10 million","FIORE & SONS, INC","80 East 62nd Ave; #101","DENVER","CO","80216","238910","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"0","4/8/2020","UMB Bank, National Association","CO - 01",
"a $5-10 million","FIRST MERIDIAN SERVICES, INC.","8231 East Prentice Avenue","ENGLEWOOD","CO","80111","722310","Subchapter S Corporation","Unanswered","Male Owned","Non-Veteran",,"500","4/8/2020","Zions Bank, A Division of","CO - 01",
"a $5-10 million","GCSES II HOLDINGS, LP","1470 WALNUT ST","BOULDER","CO","80302","237120","Partnership","Unanswered","Unanswered","Unanswered",,"457","4/7/2020","CIBC Bank USA","CO - 02",
"a $5-10 million","GERALD H. PHIPPS, INC.","5995 Greenwood Plaza Blvd","ENGLEWOOD","CO","80111","236210","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"438","4/11/2020","KeyBank National Association","CO - 01",
"a $5-10 million","GOLFTEC ENTERPRISES, LLC","67 Inverness Drive East Suite 175","ENGLEWOOD","CO","80112","611620","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"467","4/8/2020","CIBC Bank USA","CO - 04",
"a $5-10 million","GORES VITAC HOLDINGS","6260 Lookout Road","BOULDER","CO","80301","561492","Corporation","Unanswered","Unanswered","Unanswered",,"500","4/8/2020","Emigrant Bank","CO - 02",
"a $5-10 million","GRAEBEL COMPANIES, INC.","16346 Airport Circle","AURORA","CO","80011","484210","Corporation","Unanswered","Unanswered","Unanswered",,"422","4/10/2020","BMO Harris Bank National Association","CO - 01",
"a $5-10 million","GROUP VOYAGERS, INC.","5301 S. Federal Circle","LITTLETON","CO","80123","561520","Corporation","Unanswered","Unanswered","Unanswered",,"380","4/28/2020","BOKF, National Association","CO - 01",
"a $5-10 million","HASELDEN CONSTRUCTION","6950 S POTOMAC ST Ste 100","CENTENNIAL","CO","80112","236220","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"392","4/5/2020","FirstBank","CO - 04",
"a $5-10 million","INSPIRATO, LLC","1544 WAZEE ST","DENVER","CO","80202","721199","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"481","4/8/2020","First Western Trust Bank","CO - 01",
"a $5-10 million","INTELLISOURCE, LLC","1899 Wynkoop St, Ste 200","DENVER","CO","80202","561320","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"500","4/28/2020","U.S. Bank, National Association","CO - 01",
"a $5-10 million","INTREPID POTASH, INC.","1001 17th Street #1050","DENVER","CO","80202","212391","Corporation","Unanswered","Unanswered","Unanswered",,"444","4/9/2020","BMO Harris Bank National Association","CO - 01",
"a $5-10 million","K2D INC","2035  2ND AVE","GREELEY","CO","80631","424470","Corporation","Unanswered","Male Owned","Non-Veteran",,"500","4/15/2020","Bank of America, National Association","CO - 04",
"a $5-10 million","KONA GRILL ACQUISITION, LLC","1624 MARKET ST","DENVER","CO","80202","722110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"500","4/28/2020","BBVA USA","CO - 01",
"a $5-10 million","LERCH BATES INC.","9780 S. Meridian Blvd, Suite 450","ENGLEWOOD","CO","80112","541330","Employee Stock Ownership Plan(ESOP)","Unanswered","Unanswered","Unanswered",,"0","4/15/2020","UMB Bank, National Association","CO - 04",
"a $5-10 million","LIGNETIC, INC","1075 E SOUTH BOULDER RD","LOUISVILLE","CO","80027","321999","Corporation","Unanswered","Unanswered","Unanswered",,"490","4/28/2020","Texas Capital Bank, National Association","CO - 02",
"a $5-10 million","LONG BUILDING TECHNOLOGIES, INC.","5001 S. Zuni Street","LITTLETON","CO","80120","423730","Subchapter S Corporation","White","Unanswered","Unanswered",,"0","4/6/2020","UMB Bank, National Association","CO - 01",
"a $5-10 million","LONGBOW INDUSTRIES LLC","1171 Des Moiines Avenue","LOVELAND","CO","80537","238120","Limited  Liability Company(LLC)","Unanswered","Male Owned","Non-Veteran",,"380","4/12/2020","Sunflower Bank, National Association","CO - 02",
"a $5-10 million","MAC ACQUISITION LLC","1855 BLAKE ST #200","DENVER","CO","80202","722511","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"36","4/15/2020","Newtek Small Business Finance, Inc.","CO - 01",
"a $5-10 million","MAC ACQUISITION OF NEW JERSEY LLC","1855 Blake St Suite 200","DENVER","CO","80202","722511","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"500","4/30/2020","Axos Bank","CO - 01",
"a $5-10 million","MADWIRE, LLC","3405 S Timberline Road","FORT COLLINS","CO","80525","519130","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"500","4/6/2020","FirstBank","CO - 02",
"a $5-10 million","METRO COMMUNITY PROVIDER NETWORK","2255 Oneida Street","DENVER","CO","80224","621111","Non-Profit Organization","Unanswered","Unanswered","Unanswered","Y","458","4/6/2020","BOKF, National Association","CO - 01",
"a $5-10 million","MISION YOGURT, INC.","10943 Meade Way","WESTMINSTER","CO","80031","722511","Corporation","Hispanic","Female Owned","Veteran",,"355","4/7/2020","Zions Bank, A Division of","CO - 07",
"a $5-10 million","MORTGAGE SOLUTIONS OF COLORADO LLC","5455 N Union Blvd","COLORADO SPRINGS","CO","80918","522310","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"0","4/9/2020","Independent Bank","CO - 05",
"a $5-10 million","MOTION & FLOW CONTROL PRODUCTS, INC.","10822 W. Toller Drive Suite 300","LITTLETON","CO","80127","423840","Corporation","Unanswered","Unanswered","Unanswered",,"405","4/7/2020","CIBC Bank USA","CO - 01",
"a $5-10 million","NAVAJO TRANSITIONAL ENERGY COMPANY, LLC","385 Interlocken Crescent Suite 400","BROOMFIELD","CO","80021","212111","Limited  Liability Company(LLC)","Asian","Unanswered","Unanswered",,"500","5/8/2020","KeyBank National Association","CO - 02",
"a $5-10 million","NEW AGE BEVERAGES CORPORATION","2420 17TH ST Suite 220","DENVER","CO","80202","312111","Corporation","White","Male Owned","Non-Veteran",,"442","4/10/2020","East West Bank","CO - 01",
"a $5-10 million","NORTH PARK TRANSPORTATION COMPANY","5150 Columbine Street","DENVER","CO","80216","484122","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"249","4/15/2020","BOKF, National Association","CO - 01",
"a $5-10 million","NORTH RANGE BEHAVIORAL HEALTH","1300 N 17th Ave","GREELEY","CO","80631","621420","Non-Profit Organization","Unanswered","Unanswered","Unanswered","Y","494","4/27/2020","Bank of Colorado","CO - 04",
"a $5-10 million","OMNITRAX HOLDINGS COMBINED INC","252 CLAYTON ST","DENVER","CO","80206","482112","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"500","4/13/2020","PNC Bank, National Association","CO - 01",
"a $5-10 million","ORTHOPAEDIC & SPINE CENTER OF THE ROCKIES, PC","2500 E Prospect RD","FORT COLLINS","CO","80525","621111","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,,"4/9/2020","First National Bank of Omaha","CO - 02",
"a $5-10 million","PAX8, INC.","5500 S. Quebec St. #350","GREENWOOD VILLAGE","CO","80111","541511","Corporation","Unanswered","Unanswered","Unanswered",,"249","4/4/2020","BOKF, National Association","CO - 01",
"a $5-10 million","PBS BRAND CO., LLC","3120 N Uinta St Ste 300 0.0","DENVER","CO","80238","722511","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"500","4/9/2020","JPMorgan Chase Bank, National Association","CO - 01",
"a $5-10 million","PEAK 8 PROPERTIES, LLC","100 S MAIN ST","BRECKENRIDGE","CO","80424","721110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"500","4/5/2020","FirstBank","CO - 02",
"a $5-10 million","PERFORMANCE ENERGY SERVICES LLC","2149 BRIDGE ST","BRIGHTON","CO","80601","237120","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"468","4/14/2020","Ciera Bank","CO - 04",
"a $5-10 million","PERFX WIRELINE SERVICES, LLC","1525 Raleigh St, Suite 500","DENVER","CO","80204","213112","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"414","4/10/2020","Zions Bank, A Division of","CO - 01",
"a $5-10 million","PRIMESOURCE STAFFING, LLC","10065 E Harvard Ave, Suite 230","DENVER","CO","80231","561320","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"500","4/28/2020","KeyBank National Association","CO - 01",
"a $5-10 million","PUBLICATION PRINTERS CORP.","2001 S PLATTE RIVER DR","DENVER","CO","80223","323111","Corporation","White","Unanswered","Unanswered",,"450","4/5/2020","BBVA USA","CO - 01",
"a $5-10 million","QUALITY BEHAVIORAL OUTCOMES, LLC","390 Union Blvd Suite 300","LAKEWOOD","CO","80228","624190","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"500","4/28/2020","Comerica Bank","CO - 07",
"a $5-10 million","ROCKY MOUNTAIN CANCER CENTERS, LLP","7951 E. MAPLEWOOD AVE, Suite 300","GREENWOOD VILLAGE","CO","80111","621111","Limited Liability Partnership","Unanswered","Unanswered","Unanswered",,"478","4/5/2020","Farmers & Stockmens Bank","CO - 01",
"a $5-10 million","ROLFSON OIL, LLC","8361 N RAMPART RANGE RD STE B208","LITTLETON","CO","80125","484230","Limited  Liability Company(LLC)","White","Male Owned","Non-Veteran",,"256","4/8/2020","BBVA USA","CO - 01",
"a $5-10 million","SERVICE SYSTEMS ASSOCIATES, INC.","4624 CENTRAL PARK BLVD","DENVER","CO","80238","722310","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"500","4/16/2020","Farmers & Stockmens Bank","CO - 01",
"a $5-10 million","SHERMAN & HOWARD","633 17th St Ste 3000","DENVER","CO","80202","922130","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"326","4/4/2020","BOKF, National Association","CO - 01",
"a $5-10 million","SNAPPY NAILS & SPA 2 INC","5160 W 120th Avenue unit c","WESTMINSTER","CO","80021","812113","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"9","5/1/2020","Bank of the West","CO - 02",
"a $5-10 million","SNAPPY NAILS & SPA 9 INC","2055 W 136th Avenue unit 130","BROOMFIELD","CO","80023","812113","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"14","4/30/2020","Bank of the West","CO - 02",
"a $5-10 million","SNOOZE IMPORT EXPORT LLC","3001 Brighton Blvd, Suite 303 0.0","DENVER","CO","80216","722511","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"404","4/8/2020","JPMorgan Chase Bank, National Association","CO - 01",
"a $5-10 million","SOUTHWEST HEALTH SYSTEM INC","1311 North Mildred Road","CORTEZ","CO","81321","622110","Non-Profit Organization","Unanswered","Unanswered","Unanswered","Y","423","4/9/2020","Zions Bank, A Division of","CO - 03",
"a $5-10 million","SPANISH PEAKS HEALTHCARE SYSTEMS","41 MONTEBELLO RD STE 200","PUEBLO","CO","81001","621498","Non-Profit Organization","Unanswered","Unanswered","Unanswered","Y","395","4/8/2020","Glacier Bank","CO - 03",
"a $5-10 million","SPECTRA LOGIC CORPORATION","6285 LOOKOUT RD","BOULDER","CO","80301","334118","Corporation","Unanswered","Unanswered","Unanswered",,,"5/3/2020","Wells Fargo Bank, National Association","CO - 02",
"a $5-10 million","STRIVE PREPARATORY SCHOOLS","2480 W 26TH AVE STE B-360","DENVER","CO","80211","611110","Non-Profit Organization","Unanswered","Unanswered","Unanswered","Y","498","4/10/2020","Bank of Colorado","CO - 01",
"a $5-10 million","SULLIVAN'S HOLDING LLC","1855 Blake St Suite 200","DENVER","CO","80202","722511","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"500","4/30/2020","Axos Bank","CO - 01",
"a $5-10 million","TABLEROCK HOLDINGS, LLC","140 E 19th Ave, Suite 600","DENVER","CO","80203","541370","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"421","4/7/2020","Zions Bank, A Division of","CO - 01",
"a $5-10 million","TEAMLINX, LLLP","9900 E. 51st Ave","DENVER","CO","80238","238210","Partnership","Unanswered","Unanswered","Unanswered",,"500","4/11/2020","Zions Bank, A Division of","CO - 01",
"a $5-10 million","THE LARAMAR GROUP, LLC","7555 HAMPDEN AVE","DENVER","CO","80231","531390","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"379","4/13/2020","Fifth Third Bank","CO - 01",
"a $5-10 million","THE ONE GROUP LLC","1624 Market St Ste 311","DENVER","CO","80202","722511","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"500","4/28/2020","BBVA USA","CO - 01",
"a $5-10 million","THE PREMIER GROUP STAFFING, LLC","600 S BROADWAY","DENVER","CO","80209","561320","Limited  Liability Company(LLC)","Unanswered","Unanswered","Non-Veteran",,"450","4/10/2020","JPMorgan Chase Bank, National Association","CO - 01",
"a $5-10 million","THE WESTERN SUGAR COOPERATIVE","7555 E. HAMPDEN AVE Suite 520","DENVER","CO","80231","311313","Corporation","Unanswered","Unanswered","Unanswered",,"500","4/27/2020","CoBank ACB","CO - 01",
"a $5-10 million","TRANSWEST FREIGHTLINER LLC","20770 I-76","BRIGHTON","CO","80603","441228","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"500","4/14/2020","Zions Bank, A Division of","CO - 04",
"a $5-10 million","TRUST-BOSTON MARKET CORP","14103 Denver West Parkway","LAKEWOOD","CO","80401","722513","Trust","Unanswered","Unanswered","Unanswered",,"500","5/19/2020","Meridian Bank","CO - 02",
"a $5-10 million","U.S. TRANSPORT,INC","241 W. 56TH AVE","DENVER","CO","80216","484220","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"277","4/8/2020","First Western Trust Bank","CO - 01",
"a $5-10 million","WARD ELECTRIC COMPANY, INC.","9586 E I 25 FRONTAGE RD STE B","LONGMONT","CO","80504","237130","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"315","4/10/2020","Citywide Banks","CO - 02",
"a $5-10 million","WEIFIELD GROUP CONTRACTING INC.","6950 S Jordan Road","CENTENNIAL","CO","80127","236220","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"0","5/4/2020","UMB Bank, National Association","CO - 01",
"a $5-10 million","WELLBRIDGE CLUB MANAGEMENT, LLC","6140 Greenwood Plaza Blvd","GREENWOOD VILLAGE","CO","80111","713940","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"500","4/28/2020","BOKF, National Association","CO - 01",
"a $5-10 million","WELLTOK, INC.","1515 Arapahoe St Tower 3, Suite 700","DENVER","CO","80202","541512","Corporation","Unanswered","Unanswered","Unanswered",,,"4/15/2020","Radius Bank","CO - 01",
"a $5-10 million","WENDY'S OF COLORADO SPRINGS, INC.","11515 N. Academy Blvd","COLORADO SPRINGS","CO","80909","722511","Partnership","Unanswered","Male Owned","Non-Veteran",,"500","4/13/2020","BBVA USA","CO - 05",
"a $5-10 million","WISCONSIN ILLINOIS SENIOR HOUSING INC","13185 West Green Mountain Drive","DENVER","CO","80228","623312","Non-Profit Organization","Unanswered","Unanswered","Unanswered","Y","500","4/28/2020","BBVA USA","CO - 07",
"b $2-5 million","23, LTD.","1700 BROADWAY STE 1500","DENVER","CO","80290","561312","Corporation","Unanswered","Unanswered","Unanswered",,"103","4/11/2020","InBank","CO - 01",
"b $2-5 million","5280 PRODUCTIONS LLC","4640 PECOS ST Unit B","DENVER","CO","80211","561311","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"379","4/28/2020","Bank of Colorado","CO - 01",
"b $2-5 million","636 CHICAGO HOTEL, LLC","1575 Welton St Ste 300","DENVER","CO","80202","721110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"0","4/5/2020","UMB Bank, National Association","CO - 01",
"b $2-5 million","A&E TIRE INC","3855 E 52nd Ave","DENVER","CO","80216","441320","Corporation","Unanswered","Unanswered","Unanswered",,"163","4/3/2020","BOKF, National Association","CO - 01",
"b $2-5 million","AAS SERVICES LLC","1597 Cole Boulevard, Suite 200","LAKEWOOD","CO","80401","524298","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"202","4/7/2020","Emigrant Bank","CO - 02",
"b $2-5 million","ACM LLP","303 East 17th Avenue, Suite 600","DENVER","CO","80203","541219","Limited Liability Partnership","Unanswered","Unanswered","Unanswered",,"151","4/4/2020","BOKF, National Association","CO - 01",
"b $2-5 million","ACME DELIVERY SERVICE, INC.","18101 E COLFAX AVE","AURORA","CO","80011","493110","Corporation","Unanswered","Male Owned","Unanswered",,"263","4/6/2020","Commerce Bank","CO - 01",
"b $2-5 million","ACME MANUFACTURING COMPANY, INC.","4661 Monaco St.","DENVER","CO","80216","332510","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"0","4/8/2020","UMB Bank, National Association","CO - 01",
"b $2-5 million","ADVANCED EMISSIONS SOLUTIONS, INC.","8051 E MAPLEWOOD AVE, SUITE 210","GREENWOOD VILLAGE","CO","80111","541620","Corporation","Unanswered","Unanswered","Unanswered",,"165","4/11/2020","BOKF, National Association","CO - 01",
"b $2-5 million","ADVANCED OILFIELD SERVICES LLC","804 Grand Ave","PLATTEVILLE","CO","80651","213112","Limited  Liability Company(LLC)","Unanswered","Male Owned","Unanswered",,"181","4/27/2020","Bank of Colorado","CO - 04",
"b $2-5 million","AGFINITY, INC.","4065 ST CLOUD DR Ste 100","LOVELAND","CO","80538","424910","Corporation","Unanswered","Unanswered","Unanswered",,"195","4/6/2020","Bank of Colorado","CO - 02",
"b $2-5 million","AKERNA CORP.","1630 Welton St","DENVER","CO","80202","541512","Corporation","Unanswered","Unanswered","Unanswered",,"136","4/12/2020","KeyBank National Association","CO - 01",
"b $2-5 million","AKSAN UNITED FORTUNE, INC.","6850 W 52ND AVE #200","ARVADA","CO","80002","722211","Corporation","Asian","Male Owned","Non-Veteran",,"459","4/8/2020","BBVA USA","CO - 07",
"b $2-5 million","ALL PACKAGING COMPANY","14806 E 33rd Pl","AURORA","CO","80011","424990","Corporation","Unanswered","Unanswered","Unanswered",,"206","5/3/2020","Bank of America, National Association","CO - 01",
"b $2-5 million","ALVARADO RESTAURANT GROUP LLC","924 W COLFAX AVE Suite 203","DENVER","CO","80204","722513","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"500","4/9/2020","Solera National Bank","CO - 01",
"b $2-5 million","AMERICAN POWER, LLC","1716 Main Street Ste A-150","LONGMONT","CO","80501","237130","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"143","4/6/2020","FirstBank","CO - 04",
"b $2-5 million","AMERICAN WATER WORKS ASSOCIATION","6666 West Quincy Ave. 0.0","DENVER","CO","80235","813920","Non-Profit Organization","Unanswered","Unanswered","Unanswered","Y","155","4/10/2020","JPMorgan Chase Bank, National Association","CO - 01",
"b $2-5 million","AMI MECHANICAL INC","12141 PENNSYLVANIA ST","THORNTON","CO","80241","238220","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,,"4/13/2020","TBK Bank, SSB","CO - 06",
"b $2-5 million","ARB MIDSTREAM, LLC","1600 BROADWAY, SUITE 2400","DENVER","CO","80202","486110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"0","4/3/2020","The Bank of Commerce","CO - 01",
"b $2-5 million","ARGUS EVENT STAFFING, LLC","4001 Fox Street","DENVER","CO","80216","561320","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"500","4/7/2020","MidFirst Bank","CO - 01",
"b $2-5 million","ARIZONA RESTAURANT COMPANY, LLC","1515 N Academy Blvd, Ste 400","COLORADO SPRINGS","CO","80909","722110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"500","4/12/2020","BBVA USA","CO - 05",
"b $2-5 million","ARKANSAS VALLEY REGIONAL MEDICAL CENTER","1100 CARSON AVE","LA JUNTA","CO","81050","622110","Non-Profit Organization","Unanswered","Unanswered","Unanswered","Y","293","4/6/2020","The First National Bank of Las Animas","CO - 04",
"b $2-5 million","ASPHALT SPECIALTIES CO. INC.","10100 DALLAS ST","HENDERSON","CO","80640","237310","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"397","4/10/2020","Bank of the West","CO - 06",
"b $2-5 million","ASSOCIATES IN FAMILY MEDICINE, P.C.","1300 Riverside Ave, Suite 102","FORT COLLINS","CO","80524","621111","Corporation","Unanswered","Unanswered","Unanswered",,,"4/8/2020","First National Bank of Omaha","CO - 02",
"b $2-5 million","ATA SERVICES INC","405 URBAN ST STE 150","LAKEWOOD","CO","80228","561311","Corporation","Unanswered","Unanswered","Unanswered",,"186","4/28/2020","BOKF, National Association","CO - 07",
"b $2-5 million","ATLANTIC STAR FOODS, LLC","7490 CLUBHOUSE RD","BOULDER","CO","80301","722511","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"443","4/7/2020","Cadence Bank, National Association","CO - 02",
