"entityid","entityname","principaladdress1","principaladdress2","principalcity","principalstate","principalzipcode","principalcountry","mailingzipcode","mailingcountry","entitystatus","jurisdictonofformation","entitytype","agentfirstname","agentmiddlename","agentlastname","agentsuffix","agentorganizationname","agentprincipaladdress1","agentprincipaladdress2","agentprincipalcity","agentprincipalstate","agentprincipalzipcode","agentprincipalcountry","agentmailingaddress1","agentmailingaddress2","agentmailingcity","agentmailingstate","agentmailingzipcode","entityformdate"
"20051201976","Colorado Real Estate Finance Group, Inc.","6075 S Quebec St","100","Englewood","CO","80111","US",,,"Good Standing","CO","Corporation","Adam","P.","Smith",,,"6075 S Quebec St","Suite 100","Centennial","CO","80111","US","6075 S Quebec St","100","Englewood","CO","80111","2005-05-17T00:00:00.000"
"20211551799","CORE Real Estate Holdings Corp","6075 S Quebec St","100","Englewood","CO","80111","US","80111","US","Good Standing","CO","Corporation",,,,,"The Colorado Real Estate Finance Group, Inc.","6075 S Quebec St","100","Englewood","CO","80111","US","6075 S Quebec St","100","Englewood","CO","80111","2021-06-15T00:00:00.000"
"20211943796","Pura Vida Limited, LLC","9777 Pyramid Ct. #100","100","Englewood","CO","80112","US",,,"Good Standing","CO","Limited Liability Company","Adam",,"HEBENER",,,"9777 Pyramid Ct. #100","100","Englewood","CO","80112","US",,,,,,"2021-10-14T00:00:00.000"
"20201151090","LC Logistics, LLC","3597 South Pearl","#100","Englewood","CO","80113","US","28806","US","Good Standing","CO","Limited Liability Company","Scott","E","Wolfson",,,"3597 South Pearl","#100","Englewood","CO","80113","US","4550 Linden Hill Road, Suite 201",,"Wilmington","CO","19808","2020-02-19T00:00:00.000"
"20041244380","AdPay, Inc.","391 Inverness Parkway","#100","Englewood","CO","80112","US","60606","US","Good Standing","Delaware","Foreign Corporation",,,,,"Corporation Service Company","1900 W. Littleton Boulevard",,"Littleton","CO","80120","US",,,,,,"2004-07-13T00:00:00.000"
"20101550543","Sopris Systems, LLC","7887 E Belleview Ave","#100","Englewood","CO","80111","US",,,"Good Standing","Delaware","Foreign Limited Liability Company",,,,,"C T Corporation System","7700 E Arapahoe Rd Ste 220",,"Centennial","CO","80112-1268","US",,,,,,"2010-10-06T00:00:00.000"
"20091648494","affordable wedding professional, Delinquent June 1, 2011","901 Englewood Pkwy","#100","Englewood","CO","80110","US",,,"Delinquent","CO","Nonprofit Corporation",,,,,"Afforadable Wedding Professional","901 Englewood Pkwy","#100","Englewood","CO","80110","US",,,,,,"2009-12-11T00:00:00.000"
"20141361736","Noble Pharm Marketing, LLC, Delinquent November 1, 2018","13796 Compark Blvd.","#100","Englewood","CO","80112","US",,,"Delinquent","CO","Limited Liability Company",,,,,"Forbush Goldberg, PLLC","902 S. Weber Street",,"Colorado Springs","CO","80903","US",,,,,,"2014-06-11T00:00:00.000"
"19821501944","Rohan Colorado Inc., Dissolved December 29, 1995","6300 Syracuse Way","#100","Englewood","CO","80111","US",,,"Voluntarily Dissolved","CO","Corporation","Perry","S.","Nissler",,,"1600 Stout Street","#1100","Denver","CO","80202","US",,,,,,"1982-12-20T00:00:00.000"
"19871392096","CHEROKEE KIVAS CONDOMINIUM HOMEOWNERS ASSOCIATION","3675 S Cherokee St","#100","Englewood","CO","80110-3555","US",,,"Good Standing","CO","Nonprofit Corporation","Leroy","Connell","Cockrell","Jr.",,"3675 S. Cherokee St.","Unit #106","Englewood","CO","80110","US",,,,,,"1980-02-13T00:00:00.000"
"19991057186","Selkirk Holdings, Inc.","12526 E JAMISON PLACE","#100","Englewood","CO","80112","US",,,"Good Standing","CO","Corporation","MARK","B.","STONE",,,"12526 E JAMISON PLACE","SUITE 100","ENGLEWOOD","CO","80112","US","12526 E JAMISON PL","UNIT 100","Englewood","CO","80112-4501","1999-03-26T00:00:00.000"
"20131212068","DBBG Enterprises, LLC, Dissolved April 4, 2016","13796 Compark Blvd.","# 100","Englewood","CO","80112","US",,,"Voluntarily Dissolved","CO","Limited Liability Company",,,,,"Forbush Goldberg, PLLC","902 S. Weber Street",,"Colorado Springs","CO","80903","US",,,,,,"2013-04-01T00:00:00.000"
"20191324610","Alpine Holdings Ltd., Dissolved July 6, 2020","333 W. Hampden Ave.","#1000","Englewood","CO","80110","US","80110","US","Voluntarily Dissolved","CO","Limited Liability Company","J.","Bryan","Gwinn",,,"333 W. Hampden Ave. #1000",,"Englewood","CO","80110","US",,,,,,"2019-04-16T00:00:00.000"
"20211191141","Wormwood Jasmine LLC","915 W Lehigh Ave","#1001","Englewood","CO","80110","US",,,"Delinquent","CO","Limited Liability Company","Elizabeth",,"Hsieh",,,"915 W Lehigh Ave","#1001","Englewood","CO","80110","US",,,,,,"2021-02-25T00:00:00.000"
"20191311986","Allie Moore LLC","3435 S. Inca St, Suite C","#1001 E","Englewood","CO","80110","US","80110","US","Good Standing","CO","Limited Liability Company","Donald",,"Moore",,,"851 Clarkson St.",,"Denver","CO","80218","US",,,,,,"2019-04-10T00:00:00.000"
"20061032992","EchoStar Technologies Investment I LLC, Dissolved September 28, 2017","EchoStar","100 Inverness Terrace East","Englewood","CO","80112","US","80112","US","Voluntarily Dissolved","CO","Limited Liability Company",,,,,"Corporation Service Company","1560 Broadway","Suite 2090","Denver","CO","80202","US",,,,,,"2006-01-23T00:00:00.000"
"20101022864","EPG Holdings L.L.C., Dissolved September 28, 2017","EchoStar","100 Inverness Terrace East","Englewood","CO","80112","US","80112","US","Voluntarily Dissolved","CO","Limited Liability Company",,,,,"Corporation Service Company","1560 Broadway","Suite 2090","Denver","CO","80202","US",,,,,,"2010-01-13T00:00:00.000"
"20051056327","the kneaded touch, Delinquent May 1, 2006","6565 S. Syracuse Way","101","Englewood","CO","80111","US",,,"Delinquent","CO","Limited Liability Company","Bonnie",,"Llanes",,,"6565 S. Syracuse Way","101","Englewood","CO","80111","US",,,,,,"2005-03-31T00:00:00.000"
"20161856514","Fox & Crow Salon LLC, Delinquent May 1, 2019","1610 E. Girard Pl","101","Englewood","CO","80113","US",,,"Delinquent","CO","Limited Liability Company","Emily","Jayne","Clark",,,"1610 E. Girard Way","101","Englewood","CO","80113","US",,,,,,"2016-12-21T00:00:00.000"
"20171081428","Millennial Services LLC, Dissolved February 7, 2020","7222 S Blackhawk St","101","Englewood","CO","80112","US","80112","US","Voluntarily Dissolved","CO","Limited Liability Company","Chaac","Axictli","Martinez-Mata",,,"6044 Blue Ridge Drive #D",,"Highlands Ranch","CO","80130","US",,,,,,"2017-01-29T00:00:00.000"
"20151641630","CarpenTrey LLC, Delinquent June 1, 2021","3492 W Quincy Ave","101","Sheridan","CO","80110","US","80110","US","Delinquent","CO","Limited Liability Company","Trey","M","Onustock","III",,"3492 W Quincy Ave","101","Sheridan","CO","80110","US","3492 W Quincy Ave","101","Englewood","CO","80110","2015-10-01T00:00:00.000"
"20221573614","TRISUN ENERGY SERVICES LLC","10245 Taliesin Dr","101","Englewood","CO","80112","US","30093-1655","US","Good Standing","CO","Limited Liability Company","RUSSELL",,"MARINE",,,"10245 Taliesin Dr","101","Englewood","CO","80112","US",,,,,,"2022-06-08T00:00:00.000"
"20221587271","4000 SHERWOOD LLC","10245 TALIESIN DR","101","Englewood","CO","80112","US","30093-1655","US","Good Standing","CO","Limited Liability Company","RUSSELL",,"MARINE",,,"10245 TALIESIN DR","101","ENGLEWOOD","CO","80112","US",,,,,,"2022-06-15T00:00:00.000"
"20021288520","TIMBERLINE GEOTEK, INC. Reinstated April 01, 2004","2 Inverness Drive East","#101","Englewood","CO","80112","US",,,"Good Standing","CO","Corporation","COREY","D","WALKER",,,"2 Inverness Drive East","#101","Englewood","CO","80112","US","2 Inverness Drive East","#101","Englewood","CO","80112","2002-10-17T00:00:00.000"
"20071125747","All Elements Massage, Inc., Delinquent September 1, 2009","3350 S. Clarkson St.","#101","Englewood","CO","80113","US","80113","US","Delinquent","CO","Corporation","Susan","Michelle","Webb",,,"3350 S. Clarkson St.","#101","Englewood","CO","80113","US",,,,,,"2007-03-12T00:00:00.000"
"20081269253","Non Profit Real Estate, Inc.","6143 S WILLOW DR","#101","Englewood","CO","80111","US",,,"Good Standing","CO","Nonprofit Corporation","DAVID",,"BOVARD",,,"6143 S Willow DR","101","Denver","CO","80111","US",,,,,,"2008-05-15T00:00:00.000"
"20131027496","Key Transit, LLC","3780 S Broadway","#101","Englewood","CO","80113","US","80134","US","Good Standing","CO","Limited Liability Company","Scott",,"Turk",,,"12620 Forest Canyon Dr",,"Parker","CO","80138","US","12620 Forest Canyon Dr.",,"Parker","CO","80138","2013-01-14T00:00:00.000"
"20151016199","PMRC LLC","6380 S Boston St","#101","Englewood","CO","80111","US","80111","US","Good Standing","CO","Limited Liability Company","Duff",,"Hall",,,"6380 S Boston St","#133","Englewood","CO","80111","US","6380 S Boston St, #133","#133","Greenwood Village","CO","80111","2015-01-07T00:00:00.000"
"20171893036","Parkway Lending LLC, Delinquent April 1, 2021","15460 canyon gulch lane","#101","Englewood","CO","80112","US",,,"Delinquent","CO","Limited Liability Company","Scott",,"Chapiewsky",,,"15460 canyon gulch lane","#101","englewood","CO","80112","US",,,,,,"2017-11-29T00:00:00.000"
"20041343964","ZAP CONSULTING, INC., Delinquent May 1, 2013","6874 S IVY WAY","# 101","Englewood","CO","80112","US","90631","US","Delinquent","CO","Corporation","BOLTZ",,"MELISSA",,,"6874 S IVY WAY","# 101","ENGLEWOOD","CO","80112","US",,,,,,"2004-10-04T00:00:00.000"
"20141694307","Organic Green Cleaning Service, LLC, Delinquent April 1, 2016","15859 E Jamison Dr","#10-102","Englewood","CO","80112","US","80112","US","Delinquent","CO","Limited Liability Company","Julio",,"Vasquez-Jaimes",,,"15859 E Jamison Dr","#10-102","Englewood","CO","80112","US",,,,,,"2014-11-14T00:00:00.000"
"20201691322","Legacy Digital Solutions LLC","324 Inverness Drive South","10-102","Englewood","CO","80112","US","80112","US","Good Standing","CO","Limited Liability Company","Zechariah","Parker","Friend",,,"324 Inverness Drive South","10-102","Englewood","CO","80112","US","324 Inverness Drive South","10-102","Englewood","CO","80112","2020-08-10T00:00:00.000"
"20201019659","IDD Services Colorado","7550 S. Blackhawk St","#10103","Englewood","CO","80112","US",,,"Delinquent","CO","Corporation",,,,,"IDD Services of Colorado","7550 S. Blackhawk St","#10103","Englewood","CO","80112","US",,,,,,"2020-01-07T00:00:00.000"
"20051180854","Untied Soccer Coaches, Delinquent July 1, 2006","14400 E Fremont Avenue","#10-104","Englewood","CO","80112","US",,,"Delinquent","CO","Limited Liability Company","Marley",,"Wilson",,,"14400 E Fremont Avenue","#10-104","Englewood","CO","80112","US",,,,,,"2005-05-04T00:00:00.000"
"20141246460","Eagle Promotions Inc., Delinquent September 1, 2019","7550 S Blackhawk St.","#10-107","Englewood","CO","80112","US","80112-0000","US","Delinquent","CO","Corporation",,,,,"Eagle Promotions","7550 S Blackhawk ST #10107","#10-107","ENGLEWOOD","CO","80112-0000","US",,,,,,"2014-04-19T00:00:00.000"
"20111707733","KUDLA FAMILY PARTNERSHIP, LLLP, Delinquent May 1, 2014","c/o Metropolitan Homes","10111 Inverness Main St Ste N","Englewood","CO","80112","US",,,"Delinquent","CO","Limited Liability Limited Partnership",,,,,"Ryley Carlock & Applewhite","Attn: Barry Permut","1700 Lincoln St, Ste 3500","Denver","CO","80203-4535","US",,,,,,"2011-12-27T00:00:00.000"
"20071070192","C & N Consulting Services, LLC, Delinquent August 1, 2008","15859 E. Jamison Dr.","10112","Englewood","CO","80112","US",,,"Delinquent","CO","Limited Liability Company","Nicki","M","Flood",,,"15859 E. Jamison Dr.","10112","Englewood","CO","80112","US",,,,,,"2007-02-09T00:00:00.000"
"20001138649","PHILBONE MUSIC COMPANY","15859 E. JAMISON DRIVE","#10112","Englewood","CO","80112","US",,,"Good Standing","CO","Corporation","STUART","ALAN","MILLER",,,"15859 E. JAMISON DRIVE","#10112","ENGLEWOOD","CO","80112","US",,,,,,"2000-07-17T00:00:00.000"
"20141444067","School Coffee Ltd., Delinquent December 1, 2015","1564 E Girard Place","#1013A","Englewood","CO","80113","US",,,"Delinquent","CO","Limited Liability Company","Philip",,"Cochran-Schaefer",,,"1564 E Girard Place","#1013A","Englewood","CO","80113","US",,,,,,"2014-07-23T00:00:00.000"
"20218073274","Ford Properties LLC","6350 S Havana St","#1015","Englewood","CO","80111","US",,,"Good Standing","CO","Limited Liability Company","Ryan",,"Ford",,,"6350 S Havana St","#1015","Englewood","CO","80111","US",,,,,,"2021-11-12T00:00:00.000"
"20061278704","Like no Other Academy, Inc., Delinquent January 1, 2008","10155 E. Peakview Ave.","10155 E. Peakview Ave","Englewood","CO","80111","US","80111","US","Delinquent","CO","Corporation","Geni","Kay","Hunt","Mrs.",,"10155 E. Peakview Ave.","10155 E. Peakview Ave","Englewood","CO","80111","US","10155 E. Peakview Ave.","10155 E Peakview Ave.","Englewood","CO","80111","2006-07-10T00:00:00.000"
"20211607114","Xicano Puppet Theater","200 W Grand Ave","101B","Englewood","CO","80110","US",,,"Good Standing","CO","Nonprofit Corporation","Xochomilco","Mercedes","Corona",,,"200 W Grand Ave","101B","Englewood","CO","80110","US",,,,,,"2021-06-29T00:00:00.000"
"20151140835","Caleb Lucas LLC, Delinquent July 1, 2017","8205 S Poplar Way","102","Englewood","CO","80112","US",,,"Delinquent","CO","Limited Liability Company","Caleb",,"Lucas",,,"8205 S Poplar Way","102","Englewood","CO","80112","US","8205 S Poplar Way","102","Englewood","CO","80112","2015-02-25T00:00:00.000"
"20161410316","Colorado Survey Company, Limited, Dissolved October 31, 2017","7272 S. Blackhawk Street","102","Englewood","CO","80112","US","80155","US","Voluntarily Dissolved","CO","Limited Liability Company","Joseph","William","Stice","III",,"7272 S. Blackhawk Street","102","Englewood","CO","80112","US","P.O. Box 3092",,"Englewood","CO","80155","2016-06-16T00:00:00.000"
"20171512963","Lincoln Center Dental PLLC, Delinquent May 1, 2021","12501 Lincoln Ave","#102","Englewood","CO","80112","US","80015","US","Delinquent","CO","Limited Liability Company",,,,,"Basslegate PLLC","5616 S Gibraltar Way #E",,"Centennial","CO","80015","US",,,,,,"2017-07-03T00:00:00.000"
"20151158915","Funky Lollipop LLC, Delinquent August 1, 2016","10303 E Peakview Ave","#102","Englewood","CO","80111","US",,,"Delinquent","CO","Limited Liability Company","Megan",,"Harlan",,,"10303 E Peakview Ave","G102","Englewood","CO","80111","US",,,,,,"2015-03-03T00:00:00.000"
"20151639853","Cognitio, LLC, Dissolved October 5, 2018","10400 Spring Green Drive","#102","Englewood","CO","80112","US","80112","US","Voluntarily Dissolved","CO","Limited Liability Company",,,,,"United States Corporation Agents, Inc.","121 S. Tejon Street, Suite 900",,"Colorado Springs","CO","80903","US",,,,,,"2015-10-01T00:00:00.000"
"20181613051","Best Day Possible","3677 South Huron Street","#102","Englewood","CO","80110","US","80110","US","Good Standing","CO","Nonprofit Corporation","Nancy",,"Weissert",,,"3677 South Huron Street","suite 102","Denver","CO","80110","US",,,,,,"2018-08-01T00:00:00.000"
"20191283747","Wyze Axe Throwing LLC","4011 S Broadway","#102","Englewood","CO","80113","US",,,"Delinquent","CO","Limited Liability Company",,,,,"Wyze Axe Throwing LLC","4001 S Broadway","Unit #102","Englewood","CO","80113","US",,,,,,"2019-03-30T00:00:00.000"
"20051130737","Tenaja Trail LLC, Dissolved March 11, 2013","3677 S. Huron Street","#102","Englewood","CO","80110-8135","US","80237","US","Voluntarily Dissolved","CO","Limited Liability Company","F.","Steven","Mooney",,,"3677 S. Huron Street","#102","Englewood","CO","80110-8135","US",,,,,,"2005-03-31T00:00:00.000"
"20181536335","Summit Castle Advisors, LLC, Dissolved June 15, 2019","9850 Zenith Meridian Drive","10-201","Englewood","CO","80112","US",,,"Voluntarily Dissolved","CO","Limited Liability Company",,,,,"Summit Castle, LLC","9850 Zenith Meridian Drive","10-201","Englewood","CO","80112","US",,,,,,"2018-07-05T00:00:00.000"
"20171041343","Kyle Petrash Agency LLC, Delinquent June 1, 2018","7440 S Blackhawk St","#10-203","Englewood","CO","80112","US",,,"Delinquent","CO","Limited Liability Company","Kyle",,"Petrash",,,"7440 S Blackhawk St","#10-203","Englewood","CO","80112","US",,,,,,"2017-01-18T00:00:00.000"
"20211364343","Katie Marie Organizing, LLC","3470 S Platte River Dr.","10205","Englewood","CO","80110","US",,,"Noncompliant","CO","Limited Liability Company","Kaitlin",,"Toney",,,"3470 S Platte River Dr.","10205","Englewood","CO","80110","US",,,,,,"2021-04-16T00:00:00.000"
"20091225125","Tru Smoke, Dissolved March 25, 2010","7550 S Blackhawk St","10-208","Englewood","CO","80112","US","80112","US","Voluntarily Dissolved","CO","Corporation","Alan",,"Spires",,,"7550 S Blackhawk St","10-208","Englewood","CO","80112","US",,,,,,"2009-04-21T00:00:00.000"
"20051465994","Hostile Records Inc, Delinquent June 1, 2008","3640 S Fox","103","Englewood","CO","80110","US","80110","US","Delinquent","CO","Corporation","Brandon","Allen","Williams",,,"3640 S Fox","103","Englewood","CO","80110","US",,,,,,"2005-12-15T00:00:00.000"
"20081376848","ENVY Body Spa and Salon, Delinquent January 1, 2010","12624 Washinton Lane","103","Englewood","CO","80112","US","80130","US","Delinquent","CO","Limited Liability Company","Nicole","Lynn","Johnson",,,"4758 Laurelglen Lane",,"Highlands Ranch","CO","80130","US",,,,,,"2008-07-15T00:00:00.000"
"20171366045","H AND M CLEANING LLC, Delinquent October 1, 2018","3670 S LOWELL BLVD","103","Sheridan","CO","80236","US",,,"Delinquent","CO","Limited Liability Company","mayra","l","CISNEROS BONILLA",,,"3670 S LOWELL BLVD","103","SHERIDAN","CO","80236","US",,,,,,"2017-05-12T00:00:00.000"
"20181403542","HL Technologies, llc, Dissolved November 9, 2021","10500 Spring Green Dr","103","Englewood","CO","80112","US",,,"Voluntarily Dissolved","CO","Limited Liability Company","Evan","Michael","Colvin",,,"10500 Spring Green Dr","103","Englewood","CO","80112","US",,,,,,"2018-05-21T00:00:00.000"
"20191731591","High Country Lab Services LLC","10909 E Arapahoe Pl","103","Englewood","CO","80112","US","80016","US","Good Standing","CO","Limited Liability Company","Olaoluwa",,"Abimbola",,,"25977 E Frost Cir",,"Aurora","CO","80016","US","10909 E Arapahoe Pl","103","Englewood","CO","80112","2019-09-11T00:00:00.000"
"20201789086","Rehab Journals, LLC","10400 Spring Green Drive","103","Englewood","CO","80112","US",,,"Good Standing","CO","Limited Liability Company","Kathleen","Marie","Zara",,,"10400 Spring Green Drive","103","Englewood","CO","80112","US",,,,,,"2020-09-13T00:00:00.000"
"20211373960","WOMEN'S WRITES PUBLISHING AND AUTHOR SERVICES INC., Dissolved July 27, 2022","160 W GRAND AVE","#103","Englewood","CO","80110","US",,,"Voluntarily Dissolved","CO","Nonprofit Corporation","TED",,"HUNTINGTON",,,"160 W GRAND AVE","#103","ENGLEWOOD","CO","80110","US",,,,,,"2021-04-20T00:00:00.000"
"19901074867","WACHSMANN & ASSOCIATES, P.C.","6053 S QUEBEC ST STE 103","#103","Englewood","CO","80111","US",,,"Good Standing","CO","Corporation","JOHN","R.","WACHSMANN",,,"6053 S QUEBEC ST STE 103",,"ENGLEWOOD","CO","80111","US","6053 South Quebec Street","Suite 103","Englewood","CO","80111","1990-07-16T00:00:00.000"
"20001197623","WRENCHMAN EXPRESS COMPANY, Dissolved March 31, 2005","3640 S.FOX ST","#103","Englewood","CO","80110","US",,,"Administratively Dissolved","CO","Corporation","BRANDON","A.","WILLIAMS",,,"3640 S. FOX ST#103",,"ENGLEWOOD","CO","80110","US",,,,,,"2000-10-11T00:00:00.000"
"20061224919","Ronin Protective Services LLC, Delinquent September 1, 2019","8295 S. Poplar Way","#103","Englewood","CO","80112","US",,,"Delinquent","CO","Limited Liability Company","Robert","Roy","McKinney",,,"8295 S. Poplar Way","#103","Englewood","CO","80112","US","8295 S Poplar Way Apt 103",,"Englewood","CO","80112-440","2006-06-04T00:00:00.000"
"20091335571","AJF Enterprises LLC","3425 S. Marion St.","#103","Englewood","CO","80113","US",,,"Good Standing","CO","Limited Liability Company","Anthony",,"Foster",,,"3425 S. Marion St.","#103","Englewood","CO","80113","US",,,,,,"2009-06-20T00:00:00.000"
"20091335697","Transcendent LLC","3425 S. Marion St.","#103","Englewood","CO","80113","US",,,"Good Standing","CO","Limited Liability Company","Anthony",,"Foster",,,"3425 S. Marion St.","#103","Englewood","CO","80113","US",,,,,,"2009-06-20T00:00:00.000"
"20111629287","Midnite Star LLC, Delinquent April 1, 2018","8295 S. Poplar Way","#103","Englewood","CO","80112","US",,,"Delinquent","CO","Limited Liability Company","Rob","Roy","McKinney",,,"8295 S. Poplar Way","#103","Englewood","CO","80112","US",,,,,,"2011-11-14T00:00:00.000"
"20121506850","Morgan Consulting Services, LLC, Dissolved January 7, 2014","3175 West Floyd Avenue","#103","Englewood","CO","80110","US",,,"Voluntarily Dissolved","CO","Limited Liability Company","Nicholas","Eugene","Morgan",,,"3175 West Floyd Avenue","#103","Englewood","CO","80110","US",,,,,,"2012-09-14T00:00:00.000"
"20161127451","SG Lighthouse, LLC","10400 Spring Green Drive","#103","Englewood","CO","80112","US",,,"Good Standing","CO","Limited Liability Company","E.","Martin","Cochran",,,"2801 Youngfield St","Suite 101","Golden","CO","80401","US",,,,,,"2016-02-23T00:00:00.000"
"20161165232","BESC LLC","3255 S. Bryan st.","#103","Englewood","CO","80110","US",,"US","Delinquent","CO","Limited Liability Company","Byron","E.","Soto Campos",,,"3255 S. Bryan st.","#103","Englewood","CO","80110","US",,,,,,"2016-03-03T00:00:00.000"
"20161626238","Studio A, Dissolved January 24, 2021","1610 E Girard Pl","#103","Englewood","CO","80113","US",,,"Voluntarily Dissolved","CO","Limited Liability Company","Amy","Carr","Katz",,,"460 S Marion Parkway","801C","Denver","CO","80209","US",,,,,,"2016-09-18T00:00:00.000"
"19991179607","LESLEY STABINSKY COMPTON, PC, Dissolved March 18, 2015","6081 S QUEBEC ST","# 103","Englewood","CO","80111","US","77375","US","Voluntarily Dissolved","CO","Corporation","Lesley","Stabinsky","Compton",,,"6081 S QUEBEC ST","# 103","ENGLEWOOD","CO","80111","US",,,,,,"1999-09-24T00:00:00.000"
"20181803429","Adventure Chiropractic LLC, Delinquent March 1, 2020","9850 Zenith Meridian Dr","10-303","Englewood","CO","80112","US",,,"Delinquent","CO","Limited Liability Company","Samuel",,"Jeter",,,"1560 Boulder St","Apt. 332","Denver","CO","80211","US",,,,,,"2018-10-10T00:00:00.000"
"20051032083","Frontier Title Company DTC, LLC, Delinquent July 1, 2010","Suite 190","10303 East Dry Creek Road","Englewood","CO","80112","US",,,"Delinquent","CO","Limited Liability Company","Joel","A.","Moritz",,,"Suite 190","10303 E. Dry Creek Road","Englewood","CO","80112","US",,,,,,"2005-01-20T00:00:00.000"
"20051032111","Lending Frontier Company, LLC, Delinquent July 1, 2010","Suite 190","10303 East Dry Creek Road","Englewood","CO","80112","US",,,"Delinquent","CO","Limited Liability Company","Joel","A","Moritz",,,"Suite 190","10303 E. Dry Creek Road","Englewood","CO","80112","US",,,,,,"2005-01-20T00:00:00.000"
"20051342968","Frontier Metro Real Estate, LLC, Delinquent March 1, 2010","Suite 100","10303 East Dry Creek Road","Englewood","CO","80112","US",,,"Delinquent","CO","Limited Liability Company","Joel","A","Moritz",,,"Suite 100","10303 East Dry Creek Road","Englewood","CO","80112","US",,,,,,"2005-09-12T00:00:00.000"
"20151573055","Denver Against Public Pot, Delinquent February 1, 2018","c/o JDS Professional  Group","10303 E Dry Creek Rd #400","Englewood","CO","80112","US",,,"Delinquent","CO","Nonprofit Corporation","Jacquie",,"Noonan",,,"10303 E Dry Creek Rd #400",,"Englewood","CO","80112","US",,,,,,"2015-09-01T00:00:00.000"
"20198008814","BeaconPath Financial Services, LLC","C/O Richard Staves","10303 E Dry Creek Rd, 4th Fl","Englewood","CO","80112","US",,,"Good Standing","CO","Limited Liability Company","Richard",,"Staves",,,"C/O Richard Staves","10303 E Dry Creek Rd, 4th Fl","Englewood","CO","80112","US",,,,,,"2019-12-13T00:00:00.000"
