"bill_number","title","date_signed","status"
"HB12-1249","State Auditor's Office Tobacco Settlement Funding","2012-03-24T00:00:00.000","Governor Action - Signed "
"HB12-1258","Alternative Fuel Vehicle Charging Facilities","2012-05-03T00:00:00.000","Governor Action - Signed "
"HB12-1262","Amend Uniform Commercial Code Secured Transactions","2012-05-09T00:00:00.000","Governor Action - Signed "
"HB12-1269","FCPA Disclosure Candidate Cmt Spec Dist Election","2012-04-06T00:00:00.000","Governor Action - Signed "
"HB12-1271","Juvenile Direct File Limitations","2012-04-20T00:00:00.000","Governor Action - Signed "
"HB12-1274","Regulation Notaries Public DOS Cash Fund","2012-05-24T00:00:00.000","Governor Action - Signed "
"HB12-1275","Colorado Wildlife Sporting License Plate","2012-05-21T00:00:00.000","Governor Action - Signed "
"HB12-1276","Child Care Licensure Material Waivers","2012-05-18T00:00:00.000","Governor Action - Signed "
"HB12-1282","State Geological Survey Review Of Subdivision Plan","2012-05-11T00:00:00.000","Governor Action - Signed "
"HB12-1285","Intergovt Coop Wildland Fire Mitigation","2012-04-06T00:00:00.000","Governor Action - Signed "
"HB12-1286","Film Production Activities In Colorado","2012-05-18T00:00:00.000","Governor Action - Signed "
"HB12-1288","Administration Of IT Projects In State Gov","2012-03-24T00:00:00.000","Governor Action - Signed "
"HB12-1289","Auto Insurance Complaints Adverse Action","2012-04-12T00:00:00.000","Governor Action - Signed "
"HB12-1290","Create Colorado Healthy Landscapes Tax Checkoff","2012-04-26T00:00:00.000","Governor Action - Signed "
"HB12-1292","Update Election Law Administration Timing Process","2012-05-17T00:00:00.000","Governor Action - Signed "
"HB12-1295","Colorado Rockies Vehicle License Plate","2012-04-09T00:00:00.000","Governor Action - Signed "
"HB12-1297","Sunset Discontinue Cmt On Anticompetitive Conduct","2012-04-26T00:00:00.000","Governor Action - Signed "
"HB12-1299","Lessee Can Claim Innovative Motor Veh Tax Credit","2012-04-12T00:00:00.000","Governor Action - Signed "
"HB12-1301","FY 2012-13 Legislative Appropriation","2012-03-08T00:00:00.000","Governor Action - Signed "
"HB12-1302","Flight For Life Colorado Special License Plate","2012-05-24T00:00:00.000","Governor Action - Signed "
"HB12-1307","Bd Assessment Appeals Nonlawyer Trustees","2012-05-24T00:00:00.000","Governor Action - Signed "
"HB12-1312","Pub Util Commn Elec Transmission Lines Certificate","2012-04-12T00:00:00.000","Governor Action - Signed "
"HB12-1313","Statewide Initiative Title Board Procedures","2012-04-26T00:00:00.000","Governor Action - Signed "
"HB12-1315","Reorganization Of Governor's Energy Office","2012-05-24T00:00:00.000","Governor Action - Signed "
"HB12-1318","Guidelines For Controlled Maintenance Funding","2012-04-23T00:00:00.000","Governor Action - Signed "
"HB12-1323","Montrose Associate County Judge","2012-04-13T00:00:00.000","Governor Action - Signed "
"HB12-1324","Colorado Mesa University","2012-05-21T00:00:00.000","Governor Action - Signed "
"HB12-1326","Concerning Assistance To The Elderly.","2012-05-22T00:00:00.000","Governor Action - Signed "
"HB12-1327","Towing Carriers Repeal Bond Impose 5 Yr Revocation","2012-05-24T00:00:00.000","Governor Action - Signed "
"HB12-1328","Unif Consumer Credit Code Contracts For Purchase","2012-05-24T00:00:00.000","Governor Action - Signed "
"HB12-1329","County Treasurer Becoming Public Trustee","2012-05-21T00:00:00.000","Governor Action - Signed "
"HB12-1334","Severence Tax Funding Agricultural Energy Projects","2012-05-24T00:00:00.000","Governor Action - Signed "
"HB12-1335","2012-13 Long Appropriations Bill","2012-05-07T00:00:00.000","Governor Action - Signed "
"HB12-1336","Prison Utilization Study","2012-05-03T00:00:00.000","Governor Action - Signed "
"HB12-1337","Close Colorado State Penitentiary II","2012-05-03T00:00:00.000","Governor Action - Signed "
"HB12-1338","Transfer Of General Fund Surplus To State Ed Fund","2012-05-03T00:00:00.000","Governor Action - Signed "
"HB12-1339","Colorado Benefits Management System Project","2012-05-03T00:00:00.000","Governor Action - Signed "
"HB12-1340","Nursing Facility Reduction Per Diem Rate","2012-05-03T00:00:00.000","Governor Action - Signed "
"HB12-1341","TANF Strategic Use Fund Repeal","2012-05-03T00:00:00.000","Governor Action - Signed "
"HB12-1342","Work Therapy Program And Fund","2012-05-03T00:00:00.000","Governor Action - Signed "
"HB12-1343","Transfer From State Rail Bank Fund To General Fund","2012-05-03T00:00:00.000","Governor Action - Signed "
"HB12-1344","Transfers Of Capital Construction Moneys","2012-05-03T00:00:00.000","Governor Action - Signed "
"HB12-1345","Financing Of Public Schools","2012-05-19T00:00:00.000","Governor Action - Signed "
"HB12-1346","Sex Offender Registration No Fixed Residence","2012-05-24T00:00:00.000","Governor Action - Signed "
"HB12-1353","Proportional Reductions Tier 2 Sev Tax Transfers","2012-05-24T00:00:00.000","Governor Action - Signed "
"HB12-1357","Unspent Proceeds Of FML Lease-Purchase Agreements","2012-05-24T00:00:00.000","Governor Action - Signed "
"HB12-1360","Surplus General Fund Transfer To Econ Dev Fund","2012-05-24T00:00:00.000","Governor Action - Signed "
"SB12-007","Group Special License Plate Procedure","2012-04-06T00:00:00.000","Governor Action - Signed "
"SB12-008","Postpone Repeal Denver Basin Aquifers","2012-03-08T00:00:00.000","Governor Action - Signed "
"SB12-011","Child Abuse Differential Response Program","2012-03-24T00:00:00.000","Governor Action - Signed "
"SB12-012","DOR Audits Auto Emission Test Centers","2012-05-09T00:00:00.000","Governor Action - Signed "
"SB12-013","Low-speed Electric Vehicles","2012-05-03T00:00:00.000","Governor Action - Signed "
"SB12-014","Tie FCPA Reporting Schedule Date Primary Election","2012-01-30T00:00:00.000","Governor Action - Signed "
"SB12-022","Maintain Child Care Assistance Working Families","2012-04-13T00:00:00.000","Governor Action - Signed "
"SB12-023","Improve Eligible Persons Access To PACE Program","2012-04-12T00:00:00.000","Governor Action - Signed "
"SB12-024","Residential Nonprofit Corp Refunds Open Meetings","2012-03-22T00:00:00.000","Governor Action - Signed "
"SB12-029","Enactment Of 2011 CRS","2012-03-19T00:00:00.000","Governor Action - Signed "
"SB12-030","Public Trustee & Foreclosure Sales","2012-04-12T00:00:00.000","Governor Action - Signed "
"SB12-031","Federal Mineral Lease Districts","2012-04-06T00:00:00.000","Governor Action - Signed "
"SB12-033","Child Fatality Reviews","2012-04-12T00:00:00.000","Governor Action - Signed "
"SB12-034","Repeal Rapid Screen For High-emitting Vehicles","2012-04-13T00:00:00.000","Governor Action - Signed "
"SB12-035","Spaceflight Entity Limited Liability","2012-04-19T00:00:00.000","Governor Action - Signed "
"SB12-037","Electronic Prescription Controlled Substances","2012-03-22T00:00:00.000","Governor Action - Signed "
"SB12-040","Higher Ed Facilities Eligible For Controlled Maint","2012-04-16T00:00:00.000","Governor Action - Signed "
"SB12-041","Commercial Vehicle Enter Fund Continuous Approp","2012-05-09T00:00:00.000","Governor Action - Signed "
"SB12-042","Child Support Requirements & Federal Law","2012-03-19T00:00:00.000","Governor Action - Signed "
"SB12-043","Increase Age To Attend Children's Resident Camp","2012-03-09T00:00:00.000","Governor Action - Signed "
"SB12-045","Higher Ed Associate Degree Transfer Students","2012-04-18T00:00:00.000","Governor Action - Signed "
"SB12-048","Local Foods Local Jobs","2012-03-15T00:00:00.000","Governor Action - Signed "
"SB12-055","9Health Fair Tax Checkoff","2012-04-16T00:00:00.000","Governor Action - Signed "
"SB12-056","Court Appointments Domestic Relations Cases","2012-04-13T00:00:00.000","Governor Action - Signed "
"SB12-057","Indigenous Language Instruction","2012-04-16T00:00:00.000","Governor Action - Signed "
"SB12-059","Commercial Vehicle Standards Livestock & Weight","2012-04-16T00:00:00.000","Governor Action - Signed "
"SB12-060","Improve Medicaid Fraud Prosecution","2012-05-09T00:00:00.000","Governor Action - Signed "
"SB12-061","Charter School Applying Authorizing Revoking","2012-04-13T00:00:00.000","Governor Action - Signed "
"SB12-062","Voting By Military Personnel","2012-04-12T00:00:00.000","Governor Action - Signed "
"SB12-064","Colorado Children's Trust Fund","2012-03-24T00:00:00.000","Governor Action - Signed "
"SB12-066","Guardianship Program Eligibility","2012-04-06T00:00:00.000","Governor Action - Signed "
"SB12-067","For-profit And Nonprofit Charter Schools","2012-04-23T00:00:00.000","Governor Action - Signed "
"SB12-072","Colorado Mounted Rangers","2012-03-24T00:00:00.000","Governor Action - Signed "
"SB12-074","Consumer-directed Care Designee Service Provider","2012-04-13T00:00:00.000","Governor Action - Signed "
"SB12-077","Repeal Regulation Of Yellow Grease By CDPHE","2012-04-06T00:00:00.000","Governor Action - Signed "
"SB12-079","Safe2tell Program Revisions School Safety","2012-03-24T00:00:00.000","Governor Action - Signed "
"SB12-091","Nursing Home Administrator Qualifications","2012-04-16T00:00:00.000","Governor Action - Signed "
"SB12-092","Motor Vehicle Video Display","2012-04-13T00:00:00.000","Governor Action - Signed "
"SB12-094","Clarify State Sales Tax Definition Of Food","2012-03-09T00:00:00.000","Governor Action - Signed "
"SB12-095","Motor Vehicle Sales Cert Of Title Bond Requirement","2012-04-13T00:00:00.000","Governor Action - Signed "
"SB12-096","Office Of Information Technology Amend Contracts","2012-03-24T00:00:00.000","Governor Action - Signed "
"SB12-097","Streamline Change Of Surface Water Diversion Point","2012-03-22T00:00:00.000","Governor Action - Signed "
"SB12-099","Expand Access To Academic Model Juvenile Facility","2012-04-12T00:00:00.000","Governor Action - Signed "
"SB12-102","Repeal Crime Of Criminal Libel","2012-04-13T00:00:00.000","Governor Action - Signed "
"SB12-110","Funding For AG Insurance Fraud Investigations","2012-05-03T00:00:00.000","Governor Action - Signed "
"SB12-111","Full-time Equivalent Employees Dept Reporting","2012-03-19T00:00:00.000","Governor Action - Signed "
"SB12-112","Full-time Equivalent Employees Definition","2012-03-19T00:00:00.000","Governor Action - Signed "
"SB12-113","Direct Public Assistance Recoveries In Long Bill","2012-03-19T00:00:00.000","Governor Action - Signed "
"SB12-114","Disputed Tobacco Settlement Payments To Gen Fund","2012-03-19T00:00:00.000","Governor Action - Signed "
"SB12-115","Limited Gaming Tax Consider Recipient Testimony","2012-03-19T00:00:00.000","Governor Action - Signed "
"SB12-121","BEST Program And Charter School Institute","2012-05-11T00:00:00.000","Governor Action - Signed "
"SB12-123","Enhance Secretary Of State On-line Filing System","2012-05-11T00:00:00.000","Governor Action - Signed "
"SB12-127","Medicaid Health Homes Long-term Care Providers","2012-04-23T00:00:00.000","Governor Action - Signed "
"SB12-131","Duty Search For Designated Beneficiary Agreements","2012-04-13T00:00:00.000","Governor Action - Signed "
"SB12-133","Recycle Electronic Devices Divert From Landfills","2012-04-20T00:00:00.000","Governor Action - Signed "
"SB12-134","Hospital Payment Assistance Program","2012-05-07T00:00:00.000","Governor Action - Signed "
"SB12-146","Limit Acceptance Benefits Reward Official Action","2012-04-12T00:00:00.000","Governor Action - Signed "
"SB12-148","Name Change Metropolitan State College Of Denver","2012-04-18T00:00:00.000","Governor Action - Signed "
"SB12-152","Procedures For Filing Reports With The GA","2012-04-13T00:00:00.000","Governor Action - Signed "
"SB12-156","DPA Authority To Expend Gifts Grants & Donations","2012-05-03T00:00:00.000","Governor Action - Signed "
"SB12-158","Consolidate Public Housing Agencies In DOLA","2012-05-03T00:00:00.000","Governor Action - Signed "
"SJR12-003","Water Projects Eligibility Lists","2012-03-09T00:00:00.000","Governor Action - Signed "
