"entityid","registranttypeabbr","name","fein","filingtype","documentid","amendmententityid","externalfilingfromnccs","externalfilingtype","actualfinancialsprovided","principaladdress","principalcity","principalstate","principalzipcode","principalzipcode4","residentialcounty","mailingaddress","mailingcity","mailingstate","mailingzipcode","mailingzipcode4","phone","fax","website","authorizedofficername","authorizedofficersigneddate","cfoname","cfosigneddate","registrationapproveddate","paymentprocesseddate","nextrenewalregistrationdate","fiscalyearstartdate","fiscalyearenddate","nteecode1","nteecode2","nteecode3","taxexemptstatus","taxexemptcode","irsexemptiondate","taxdeductible","extensionfiled","consolidatedregistrationstatement","fiscalyearbeginning","fiscalyearending","newcharity","outsideprofessionalfundraiserfees","totalcontributionsraisedpreviousyear","totalfundraisingexpensespreviousyear","totalmanagementgeneralexpensespreviousyear","expensesdividedbycontributions","totalexpensesplusmanagementgeneraldividedbycontributions","relatedorganizations","relatedtootherorganization","relatedorganizationtaxexempt","solicitednontaxdeductiblegifts","statedgiftnottaxdeductible","revenuefromcontibutions","revenuefromgovernment","programservicerevenue","revenuefrominvestments","revenuefromspecialevents","revenuefromsales","revenueother","revenuetotal","expensesfromprogramservices","expensesfromadministrativeother","expensesfundraising","expensesaffiliates","expensesother","expensesothercomment","expensestotal","endofyearassests","endofyeartotalliabilities","endofyearassestsminusliabilities","unrestrictedassests","temporarilyrestrictedassets","permanentlyrestrictedassets","publicbenefitcorporation","pbcrecordingmethod","pbcpromotedbenefit","pbcissuesstockshares","pbcstocksharesavailable","pbcbenefitreportsent","pbcannualbenefitreport","conflictofinterest","conflictofinterestaffirmation","legalbusinessformation","currentstatus","statusdate","principaladdress2","principalprovince","principalcountry","mailingaddress2","mailingprovince","mailingcountry","placeformed","dateformed","expirationdate","programserviceratio"
"20103031256","CO","EAGLE'S NEST GROUP CENTER","262049854","RENEWAL","20183005807","20173007325",,,"true","93 RANCHETTES RD.","Bailey","CO","80421",,"PARK",,,,,,"3038389900","3038389901","www.eaglesnestgc.org","Melanie V. Kennedy","2018-02-12T00:00:00.000",,,"2018-02-14T00:00:00.000","2018-02-12T00:00:00.000","2018-11-15T00:00:00.000","07-01","06-30","HUMAN SERVICES",,,"true","501(C)(3)",,"true","false","false","2016-07-01T00:00:00.000","2017-06-30T00:00:00.000",,"0","14497","0","0",,,,"false","false","false","false","14497","0","860200","0","0","0","0","1749354","871624","0","0","0","0",,"871624","88364","54120","34244","0","0","0","false",,,,,,,,,"Corporation","EXPIRED - MAY NOT SOLICIT",,,,"UNITED STATES",,,,"CO","20091012","02/15/21","1"
"20033009117","CO","FIRST ASCENT FOUNDATION","841438009","RENEWAL","20103006108","20093006512",,,"true","3091 7TH STREET","Boulder","CO","80304",,"BOULDER",,,,,,"3034445670","3034473146",,"Pamela Peters","2010-05-11T00:00:00.000",,,"2010-05-11T00:00:00.000","2010-05-11T00:00:00.000","2011-06-15T00:00:00.000","02-01","01-31","EDUCATION",,,"true","501(C)(3)",,"true","false","false","2009-02-01T00:00:00.000","2010-01-31T00:00:00.000",,"0","100","0","0",,,,"false","false","false","false","100","0","0","0","0","0","0","100","133.9","0","0","0","0",,"133.9","0","33.9","-33.9","0","0","0","false",,,,,,,,,"Corporation","GOOD",,,,"UNITED STATES",,,,"CO","19970902","09/15/23","1"
"20113004864","CO","TO RETURN INC","263570959","RENEWAL","20133011560","20123007967",,,"true","321 FAWN DRIVE","Carbondale","CO","81623",,"EAGLE","PO BOX 2782","BASALT","CO","81621",,"9703152157",,"www.toreturn.org","Denise A Jurgens","2013-04-25T00:00:00.000",,,"2013-04-29T00:00:00.000","2013-04-17T00:00:00.000","2014-05-15T00:00:00.000","01-01","12-31","EDUCATION","EMPLOYMENT","HUMAN SERVICES","true","501(C)(3)",,"true","false","false","2012-01-01T00:00:00.000","2012-12-31T00:00:00.000",,"0","34706","0","0",,,,"false","false","false","false","34706","0","0","1","0","0","0","34707","38341","0","0","0","0",,"38341","20447","336","20111","20111","0","0","false",,,,,,,,,"Corporation","GOOD",,,,"UNITED STATES",,,"UNITED STATES","CO","20080930","11/15/22","1"
"20053008206","CO","CATHOLIC MEDIA GROUPS","742501953","INITIAL REGISTRATION - ESTIMATES","20053008206",,,,"false","2960 WAGNER STREET","Strasburg","CO","80136",,"ADAMS","P.O. BOX 299","STRASBURG","CO","80136",,"3033493818","3035680193",,"Julia K Eddy","2005-10-14T00:00:00.000",,,"2005-10-17T00:00:00.000","2005-10-14T00:00:00.000","2006-05-15T00:00:00.000","01-01","12-31","COMMUNITY IMPROVEMENT,CAPACITY BUILDING","EDUCATION","PHILANTHROPY,VOLUNTARISM,& GRANTMAKING","true","501(C)(3)",,"true","false","false","2004-01-01T00:00:00.000","2004-12-31T00:00:00.000",,"0","17470","0","0",,,,"false","false","false","false","17470","0","0","0","22836","0","0","40306","19581","0","0","0","0",,"19581","24774","0","24774","0","0","0","false",,,,,,,,,"Corporation","GOOD",,,,"UNITED STATES",,,"UNITED STATES","CO","19791210","11/15/22","1"
"20113023187","CO","HEARTWORK","273164321","RENEWAL","20143000707","20133001040",,,"true","11025 VOYAGER PARKWAY","Colorado Springs","CO","80921",,"EL PASO",,,,,,"7192653122",,"www.heartwork.tv","Jeremiah J Parks","2014-01-09T00:00:00.000",,,"2014-01-13T00:00:00.000","2014-01-09T00:00:00.000","2015-01-15T00:00:00.000","09-01","08-31","CIVIL RIGHTS,SOCIAL ACTION,& ADVOCACY","RELIGION,SPIRITUAL DEVELOPMENT","YOUTH DEVELOPMENT","true","501(C)(3)","2006-10-11T00:00:00.000","true","false","false","2012-09-01T00:00:00.000","2013-08-31T00:00:00.000",,"0","251301","24628","11110",,,,"false","false","false","false","251301","0","0","0","0","1359","0","252660","139549","11110","24628","0","0",,"175287","106673","206","106467","0","0","0","false",,,,,,,,,"Corporation","GOOD",,,,"UNITED STATES",,,,"CO","20100724","08/15/23","0.79612"
"20093005557","CO","BIOMEDICAL RESEARCH FOUNDATION OF COLORADO","742427577","RENEWAL","20093012321","20093005557",,,"true","2020 SOUTH ONEIDA STREET, SUITE 201","Denver","CO","80224",,"DENVER",,,,,,"3035049968","3035049765",,"Michael S Schaffer","2009-11-11T00:00:00.000",,,"2009-11-12T00:00:00.000","2009-11-11T00:00:00.000","2010-05-15T00:00:00.000","01-01","12-31","MEDICAL RESEARCH",,,"true","501(C)(3)",,"true","true","false","2008-01-01T00:00:00.000","2008-12-31T00:00:00.000",,"0","256241","0","102157",,,,"false","false","false","false","256241","0","0","12588","0","0","0","270004","335985","102157","0","0","0",,"438142","1161026","0","1161026","0","0","0","false",,,,,,,,,"Corporation","GOOD",,,,"UNITED STATES",,,,"CO","19861104","11/15/22","0.76684"
"20073004063","CO","LIFELONG LEARNING OF ESTES VALLEY","208395633","RENEWAL","20213006876","20203006837",,,"true","721 CHICKADEE LANE","Estes Park","CO","80517",,"LARIMER",,,,,,"9705779864",,,"James P Johnson","2021-03-16T00:00:00.000",,,"2021-03-17T00:00:00.000","2021-03-16T00:00:00.000","2021-12-15T00:00:00.000","08-01","07-31","EDUCATION",,,"true","501(C)(3)",,"true","false","false","2019-08-01T00:00:00.000","2020-07-31T00:00:00.000",,"0","63259.5","0","9806.17",,,,"false","false","false","false","63259.5","0","46201.5","57.31","4735","0","0","114253.31","92399.39","9806.17","0","0","0",,"102205.56","33177.75","0","33177.75","33177.75","0","0","false",,,,,,,,,"Corporation","GOOD",,,,"UNITED STATES",,,,"CO","20070207","03/15/23","0.90405"
"20123004128","CO","CHRISTIAN MOTORSPORTS INTERNATIONAL, INC.","953912415","RENEWAL","20203011644","20193025241",,,"true","1250 E BASELINE RD STE101","Tempe","AZ","85283",,"MARICOPA","1250 E BASELINE RD STE 101","TEMPE","AZ","85283",,"4805075323","4805075393","www.teamrfc.org","Eddie Baugher","2020-05-06T00:00:00.000",,,"2020-05-07T00:00:00.000","2020-05-06T00:00:00.000","2021-05-15T00:00:00.000","01-01","12-31","RELIGION,SPIRITUAL DEVELOPMENT",,,"true","501(C)(3)",,"true","false","false","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000",,"0","1142408","67203","340819",,,,"false","false","false","false","1142408","0","8390","7075","94071","-621","0","1256753","770418","340819","67203","0","0",,"1178440","953045","20042","933003","487941","445062","0","false",,,,,,,,,"Corporation","GOOD",,,,"UNITED STATES",,,"UNITED STATES","CA","19781023","11/15/22","0.65376"
"20093014527","CO","AMERICAN MORGAN HORSE INSTITUTE","042731219","INITIAL REGISTRATION","20093014527",,,,"true","122 BOSTWICK ROAD","Shelburne","VT","05482",,,"P.O. BOX 837","SHELBURNE","VT","05482",,"8024825438","8024826645","www.morganhorseinstitute.com","Robert Morgan","2009-12-16T00:00:00.000",,,"2009-12-16T00:00:00.000","2009-12-16T00:00:00.000","2009-11-15T00:00:00.000","07-01","06-30","ANIMALS",,,"true","501(C)(3)",,"true","false","false","2007-07-01T00:00:00.000","2008-06-30T00:00:00.000",,"0","447675","30327","63176",,,,"false","false","false","false","447675","0","0","52622","104307","-4178","0","2164264","2034682","63176","30327","0","0",,"2128185","2024524","501387","1523137","0","0","0","false",,,,,,,,,"Corporation","WITHDRAWN",,,,"UNITED STATES",,,"UNITED STATES","MA","19801215",,"0.95606"
"20113031432","CO","SIDS AMERICA INC","263531046","RENEWAL","20153012718","20143017854",,,"true","13710 STRUTHERS ROAD SUITE 120","Colorado Springs","CO","80921",,"EL PASO","PO BOX 63133","COLORADO SPRINGS","CO","80962",,"8008151306","8003402904","www.sidsamerica.org","William T Darnell","2015-04-20T00:00:00.000",,,"2015-04-29T00:00:00.000","2015-04-20T00:00:00.000","2016-05-15T00:00:00.000","01-01","12-31","EDUCATION","PHILANTHROPY,VOLUNTARISM,& GRANTMAKING","RELIGION,SPIRITUAL DEVELOPMENT","true","501(C)(3)","2010-06-09T00:00:00.000","true","false","false","2014-01-01T00:00:00.000","2014-12-31T00:00:00.000",,"0","13240","0","4724",,,,"false","false","false","false","13240","0","0","0","0","0","0","13240","5687","4724","0","0","0",,"10411","8542","609","7933","7933","0","0","false",,,,,,,,,"Corporation","GOOD",,,,"UNITED STATES",,,"UNITED STATES","TX","20081014","08/15/23","0.54625"
"20083005343","CO","NORTHERN COLORADO XPLOSION","200300459","AMENDMENT","20103000836","20083005343",,,"true","5459 SPYGLASS POINT","Fort Collins","CO","80528",,"WELD","P.O. BOX 714","WINDSOR","CO","80550",,"9702191450",,,"Sandra K Nelson","2010-01-19T00:00:00.000",,,"2010-01-19T00:00:00.000","2010-01-19T00:00:00.000","2010-01-15T00:00:00.000","09-01","08-31","RECREATION,SPORTS",,,"true","501(C)(3)",,"true","false","false","2007-09-01T00:00:00.000","2008-08-31T00:00:00.000",,"0","18070","0","0",,,,"false","false","false","false","18070","0","28332","0","0","0","46680","46402","0","0","0","0","46680",,"46680","2446","279","2167","0","0","0","false",,,,,,,,,"Corporation","EXPIRED - MAY NOT SOLICIT",,,,"UNITED STATES",,,"UNITED STATES","CO","20030901","07/15/14","0"
"20023003298","CO","PINNACOL FOUNDATION","841575318","RENEWAL","20203034564","20193038832",,,"true","7501 E LOWRY BLVD","Denver","CO","80230",,"DENVER",,,,,,"3033614864","3033615864","www.pinnacol.com/foundation","Kathy Kranz","2020-12-14T00:00:00.000",,,"2020-12-15T00:00:00.000","2020-12-14T00:00:00.000","2021-12-15T00:00:00.000","08-01","07-31","PHILANTHROPY,VOLUNTARISM,& GRANTMAKING",,,"true","501(C)(3)","2002-12-01T00:00:00.000","true","false","false","2019-08-01T00:00:00.000","2020-07-31T00:00:00.000",,"0","359768","0","8116","0","0","PINNACOL ASSURANCE","true","true","true","true","359768","0","0","11724","-38245","0","0","333247","438036","8116","0","0","0",,"446152","1249357","10","1249347","1247347","2000","0","false",,,,,,,,,"Corporation","GOOD",,,,"UNITED STATES",,,,"CO","20010212","03/15/23","0.98181"
"20023003467","CO","FORT COLLINS AREA UNITED WAY, INC.","846031503","RENEWAL","20033001900","20023003467",,,"false","424 PINE STREET, SUITE 102","Fort Collins","CO","80524",,"LARIMER",,,,,,"9704077000","9704077099",,"Gordan L. Thibedeau","2003-02-12T00:00:00.000","Cindy Kelleher","2002-11-03T15:17:00.000","2003-02-12T00:00:00.000","2003-02-12T00:00:00.000","2003-11-15T00:00:00.000","07-01","06-30","COMMUNITY IMPROVEMENT,CAPACITY BUILDING","HEALTH","HUMAN SERVICES","true","501(C)(3)",,"true","false","false","2001-07-01T00:00:00.000","2002-06-30T00:00:00.000",,"0","3265352","345109","123745","8","12",,"false","false","false","false","3265352","0","0","15634","0","0",,"3280986","2825863","123745","345109","0",,,"3294717","3041384","2037308","1004076","446870","557206","0","false",,,,,,,,,"Corporation","GOOD",,,,"UNITED STATES",,,,"CO","19580717","02/15/23","0.8577"
"20133029153","CO","THE BETTER ANGELS SOCIETY","454587107","RENEWAL","20143019259","20133029153",,,"true","1 ASHFIELD STREET, #3","Shelburne Falls","MA","01370",,"FRANKLIN","310 W. 20TH STREET","KANSAS CITY","MO","64108",,"4133413580","4133413582","www.thebetteranglessociety.org","Kim Klein","2014-05-29T00:00:00.000",,,"2014-06-02T00:00:00.000","2014-05-29T00:00:00.000","2015-05-15T00:00:00.000","01-01","12-31","EDUCATION",,,"true","501(C)(3)","2002-08-13T00:00:00.000","true","false","false","2013-01-01T00:00:00.000","2013-12-31T00:00:00.000",,"0","186155","98256","103719",,,,"false","false","false","false","186155","0","0","0","0","0","0","186155","28298","103719","98256","0","0",,"230273","485960","0","485960","0","0","0","false",,,,,,,,,"Corporation","GOOD",,,,"UNITED STATES",,,"UNITED STATES","DE","20110912","08/15/23","0.12289"
"20053007767","CO","CHILDFUND INTERNATIONAL, USA","540536100","RENEWAL","20113008923","20103002266",,,"true","2821 EMERYWOOD PARKWAY","Richmond","VA","23294",,"HENRICO",,,,,,"8047563514","8047562774","www.childfund.org","Chris Plyler","2011-03-24T00:00:00.000",,,"2011-03-25T00:00:00.000","2011-03-24T00:00:00.000","2011-11-15T00:00:00.000","07-01","06-30","COMMUNITY IMPROVEMENT,CAPACITY BUILDING","EDUCATION","HEALTH","true","501(C)(3)",,"true","true","false","2009-07-01T00:00:00.000","2010-06-30T00:00:00.000",,"430835","212431296","23420237","16606120",,,,"false","false","false","false","212431296","0","1358045","1514120","0","0","0","215772220","172555320","16606120","23420237","0","0",,"212581677","83079437","22056457","61022980","0","0","0","false",,,,,,,,,"Corporation","GOOD",,,,"UNITED STATES",,,,"VA","19381006","02/15/23","0.81171"
"20193014887","CO","THE COOLWORKS FOUNDATION","834159478","RENEWAL","20223012357","20213012383",,,"true","10248 S TURKEY CREEK RD","Morrison","CO","80465",,"JEFFERSON","PO BOX 383","MORRISON","CO","80465",,"7205187987",,"coolworks.org","Matthew A Moore","2022-05-10T00:00:00.000",,,"2022-05-11T00:00:00.000","2022-05-10T00:00:00.000","2023-05-15T00:00:00.000","01-01","12-31","EDUCATION","EMPLOYMENT","YOUTH DEVELOPMENT","true","501(C)(3)",,"true","false","false","2021-01-01T00:00:00.000","2021-12-31T00:00:00.000",,"0","0","0","269.12",,,"TUMBLEWEED, INC. DBA COOLWORKS","true","false","false","false","0","0","0","0","0","0","0","0","0","269.12","0","0","0",,"269.12","2300.34","0","2300.34","0","0","0","false",,,,,,,,,"Corporation","GOOD",,,,"UNITED STATES",,,"UNITED STATES","CO","20190313","08/15/23","0"
"20173001235","CO","ADAPTIVE TRAINING FOUNDATION","471872676","INITIAL REGISTRATION","20173001235",,,,"true","11837 JUDD COURT, SUITE 120","Dallas","TX","75243",,"DALLAS","1808 ASTON AVE, SUITE 230","CARLSBAD","CA","92008",,"7609312620","7609312620","adaptivetrainingfoundation.org","John Magdeleno","2017-01-13T00:00:00.000",,,"2017-01-13T00:00:00.000","2017-01-13T00:00:00.000","2017-05-15T00:00:00.000","01-01","12-31","HEALTH","HUMAN SERVICES",,"true","501(C)(3)","2010-01-14T00:00:00.000","true","false","false","2015-01-01T00:00:00.000","2015-12-31T00:00:00.000",,"0","220432","0","24396",,,,"false","false","false","false","220432","0","0","0","0","97395","0","317827","116370","24396","0","0","0",,"140766","194487","5962","188525","0","0","0","false",,,,,,,,,"Corporation","GOOD",,,,"UNITED STATES",,,,"TX","20140917","08/15/23","0.82669"
"20073011047","CO","NATIONAL MARFAN FOUNDATION, INC","521265361","RENEWAL","20093014367","20083012270",,,"true","22 MANHASSET AVENUE","Port Washington","NY","11050",,"NASSAU",,,,,,"5168838712","5168838040","www.marfan.org","Judith M Giblandi","2009-12-14T00:00:00.000",,,"2009-12-14T00:00:00.000","2009-12-14T00:00:00.000","2010-11-15T00:00:00.000","07-01","06-30","DISEASES,DISORDERS,& MEDICAL DISCIPLINES",,,"true","501(C)(3)",,"true","true","false","2008-07-01T00:00:00.000","2009-06-30T00:00:00.000",,"0","1221023","411618","417174",,,,"false","false","false","false","1221023","0","260491","-572061","0","0","0","1744487","2842352","417174","411618","0","0",,"3671144","9371165","259810","9111355","0","0","0","false",,,,,,,,,"Corporation","GOOD",,,,"UNITED STATES",,,,"MD","19811209","02/15/23","0.77424"
