DAMID,Dam Name,Other Dam Names,NID ID,WDID,Physical Status,DIV,WD,County,PM,Township,Range,Section,Q160,Q40,UTM x,UTM y,Location Accuracy,Latdecdeg,Longdecdeg,Stream,Downstream Town,Town Distance,Year Completed,Purposes,Federal Land,Federal Regulations,Dam Type,Dam Length,Dam Height,Crest Elevation,Normal Storage,Surface Area,Drainage Area,Spillway Capacity,Outlet Description,Outlet Capacity,Outlet Inspection,Hazard Class,EAP,EAP Date,EAP Inundation Map,Inundation Map Date,Last Inspection Date,Overall Conditions,Safe Storage,Inspector,Current Restrictions,Primary Name,Primary Contact,Assigned To,More Information,Location,Counties
240101,EASTDALE #1,,01900,2403577,Active,3,24,COSTILLA,C,1.0 N,74.0 W,13,NW,SE,444994.8,4100702,GPS,37.050944,-105.618619,COSTILLA CREEK,"ARROYA HONDO, NM",51,1909,I,N,N,RE,2175,31,7582,3468,336,7680,4384,"2 3 W X6 H CONCRETE CONDUITS, CAST IN PLACE",990,10/25/2021,Low,Not Required,,No,,10/25/2021,Unsatisfactory,Continue Existing Restriction,MP3,YES,EASTDALE MUTUAL DITCH & RESERVOIR (DEAN SWIFT),DEAN SWIFT,MP3,https://dwr.state.co.us/Tools/DamSafety/Dams/240101,"(37.050944, -105.618619)",1441
770102,GOMEZ,,02654,,Active,7,77,ARCHULETA,N,32.0 N,1.0 W,3,SE,NW,327868.5,4101073,GPS,37.04011,-106.935513,COYOTE CREEK,"DULCE, NM",12,1971,PS,N,N,RE,480,23,7510,137,15,160,85,12 PVC,8,,Low,Not Required,,No,,10/10/2019,Satisfactory,Full Storage,MJG,No,CORA GOMEZ,CORA GOMEZ,MJG,https://dwr.state.co.us/Tools/DamSafety/Dams/770102,"(37.04011, -106.935513)",1396
220103,TRUJILLO MEADOWS,,00788,2203575,Active,3,22,CONEJOS,N,32.0 N,5.0 E,5,NW,NW,371281.4,4101205.7,GPS,37.048268,-106.447553,LOS PINOS RIVER,ANTONITO,36,1956,RF,Y,N,RE,315,43,10014,913,69,10880,19290,"36 CMP, EXTENDED D/S IN 1998",145,10/08/2014,High,Yes,12/20/2018,Yes,10/01/2015,06/09/2022,Conditionally Satisfactory,Conditional Full Storage,MJG,No,COLORADO PARKS AND WILDLIFE,ERIC EISINGER,MJG,https://dwr.state.co.us/Tools/DamSafety/Dams/220103,"(37.048268, -106.447553)",1440
190124,LANDSAT #A-33,,,,Active,2,19,LAS ANIMAS,S,34.0 S,69.0 W,27,NE,SE,492245.4,4101346.7,GPS,37.058339,-105.087235,S. FK. PURGATOIRE,WESTON,18,1950,R,N,N,RE,360,17,0,4,1,0,464,8 STEEL,6,,N,Not Required,,No,,,,,,No,,,MP3,https://dwr.state.co.us/Tools/DamSafety/Dams/190124,"(37.058339, -105.087235)",1013
460101,HENRY S POND,,02699,,Active,7,46,ARCHULETA,N,32.0 N,6.0 W,9,NE,NE,277899.3,4102040.9,GPS,37.038336,-107.497234,SIEMBRITO ARROYO,ALLISON,10,1988,IP,N,N,RE,125,21.5,0,3,1,180,4325,24 CMP,25,,Low,Not Required,,No,,09/19/2016,Satisfactory,Full Storage,MJG,No,"CHARETTE, ART ",ART CHARETTE,MJG,https://dwr.state.co.us/Tools/DamSafety/Dams/460101,"(37.038336, -107.497234)",1011
240102,EASTDALE #2,,01901,2403578,Active,3,24,COSTILLA,C,1.0 N,73.0 W,9,NW,NE,449673.8,4102542,GPS,37.067792,-105.566123,COSTILLA CREEK,"ARROYA HONDO, NM",52,1909,I,N,N,RE,3913,32,7632,3041,357,9600,5700,2-3 X6 CONC,990,,Low,Not Required,,No,,10/25/2021,Conditionally Satisfactory,Conditional Full Storage,MP3,No,EASTDALE MUTUAL DITCH & RESERVOIR (DEAN SWIFT),DEAN SWIFT,MP3,https://dwr.state.co.us/Tools/DamSafety/Dams/240102,"(37.067792, -105.566123)",1441
220109,CAVE LAKE,,02288,,Breached,3,22,CONEJOS,N,33.0 N,10.0 E,28,SE,NW,421526,4103125.3,GPS,37.071113,-105.882791,RIO GRANDE,"ESPANOLA, NM",93,1900,I,N,N,RE,1080,8.5,0,110,46,1600,62,12 STEEL,11,,N,Not Required,,No,,,,,,No,T-BONE RANCH,,,https://dwr.state.co.us/Tools/DamSafety/Dams/220109,"(37.071113, -105.882791)",1440
310102,PINE RIVER WATERSHED P. R. 1,ARCHIE CRUZ DAM,01067,,Active,7,31,LA PLATA,N,33.0 N,6.0 W,32,NW,NE,275461.8,4105252.2,GPS,37.066674,-107.525569,SPRING CREEK,"BLANCO, NM",40,1967,C,N,N,RE,530,45,0,98,8,544,588,12 WSP,18,,Low,Not Required,,No,,09/19/2016,Conditionally Satisfactory,Conditional Full Storage,MJG,No,"PINE RIVER CANAL CO. (NOSSMAN, JAKE)",JAKE NOSSMAN,MJG,https://dwr.state.co.us/Tools/DamSafety/Dams/310102,"(37.066674, -107.525569)",1011
330107,LONG HOLLOW,BOBBY K TAYLOR RESERVOIR,03021,,Active,7,33,LA PLATA,N,33.0 N,12.0 W,32,SW,NE,217665,4106040,GPS,37.058153,-108.175138,LONG HOLLOW,,,2014,ISR,N,N,RE,792,110,6330,5309,250,43,19500,42-inch Concrete Encased Steel - D/S Control via FCV,162,,High,Yes,12/19/2014,Yes,08/01/2014,08/12/2021,Satisfactory,Full Storage,MJG,No,"LA PLATA WATER CONSERVANCY DISTRICT (HUNTINGTON, DAN)",DAN HUNTINGTON,MJG,https://dwr.state.co.us/Tools/DamSafety/Dams/330107,"(37.058153, -108.175138)",1011
770101,SAPPINGTON,,01408,,Active,7,77,ARCHULETA,N,33.0 N,1.0 E,20,NE,NE,334791.4,4106312,GPS,37.088556,-106.858859,COYOTE CREEK,"DULCE, NM",18,1981,PIF,N,N,RE,390,55,7760,312,20,300,800,10 DIP,12,05/24/2001,Significant,Yes,05/01/2008,No,,12/22/2020,Satisfactory,Conditional Full Storage,MJG,No,"ALPINE LAKES RANCH DITCH CO. (SMITH, RON)",RON SMITH,MJG,https://dwr.state.co.us/Tools/DamSafety/Dams/770101,"(37.088556, -106.858859)",1396
240108,SANCHEZ - EAST DIKE,,02886,,Abandoned,3,24,COSTILLA,C,2.0 N,72.0 W,25,SE,NE,464543.6,4106353,GPS,37.102825,-105.399036,VENTERO CREEK,SAN LUIS,8,1911,IFR,N,N,RE,4500,31,8327,103114,3145,55616,24500,No outlet on this dam,,,N,Yes,09/30/2009,Yes,01/01/2000,10/25/2021,Unsatisfactory,Continue Existing Restriction,MP3,No,"SANCHEZ DITCH AND RESERVOIR CO. (CALDON, KEITH)",KEITH CALDON,MP3,https://dwr.state.co.us/Tools/DamSafety/Dams/240108,"(37.102825, -105.399036)",1441
190108,HERMOSA VALLEY,,00537,1903789,Active,2,19,LAS ANIMAS,S,34.0 S,61.0 W,5,SW,NW,565402.2,4107328.6,GPS,37.110009,-104.263902,SAN FRANCISCO CREEK,TRINCHERA,13,1922,IP,N,N,RE,810,45,5720,1000,121,150,1289,24 CIP,85,,NPH,Not Required,,No,,,,,,No,ROBERTS BROS. (TOM ROBERTS),TOM ROBERTS,MP3,https://dwr.state.co.us/Tools/DamSafety/Dams/190108,"(37.110009, -104.263902)",1013
240106,SANCHEZ,,00790,2403576,Active,3,24,COSTILLA,C,2.0 N,72.0 W,24,SW,SW,463517.6,4107583,GPS,37.113873,-105.410642,VENTERO CREEK,SAN LUIS,7,1911,IFR,N,N,RE,1170,130,8327,103114,3145,55616,8850,10.5 H X 8 W ARCHED CROWN CONCRETE CONDUIT,950,10/25/2021,High,Yes,06/20/2019,Yes,06/06/2016,07/22/2022,,,MP3,YES,"SANCHEZ DITCH AND RESERVOIR CO. (CALDON, KEITH)",KEITH CALDON,MP3,https://dwr.state.co.us/Tools/DamSafety/Dams/240106,"(37.113873, -105.410642)",1441
660105,A.F. MIZER DRY CREEK,DRY CANYON DAM,02636,,Abandoned,2,66,BACA,S,34.0 S,50.0 W,6,SW,SW,670258.1,4108423.6,GPS,37.106679,-103.083901,WEST CARRIZO,"KENTON, OKLAHOMA",18,1956,IC,N,N,RE,609,24,4780,24,3,350,2168,12 RCP,11,,Low,Not Required,,No,,12/09/1992,,,,No,CARRIZO RANCH CO. (MILES F. MIZER),MILES F. MIZER,MP3,https://dwr.state.co.us/Tools/DamSafety/Dams/660105,"(37.106679, -103.083901)",1397
660104,A.F. MIZER #1,DEEP HOLE DAM,00552,,Abandoned,2,66,BACA,S,34.0 S,50.0 W,6,SW,SW,670406.6,4108426.6,GPS,37.106679,-103.082225,WEST CARRIZO,"KENTON, OKLAHOMA",17,1956,IC,N,N,RE,354,39,4790,178,16,800,1726,30 RCP,113,,Low,Not Required,,No,,12/09/1992,,,,No,CARRIZO RANCH CO. (MILES F. MIZER),MILES F. MIZER,MP3,https://dwr.state.co.us/Tools/DamSafety/Dams/660104,"(37.106679, -103.082225)",1397
190112,LONGS CANYON,,01332,,Active,2,19,LAS ANIMAS,S,33.0 S,64.0 W,31,SE,SW,535336.5,4108443.7,GPS,37.121678,-104.602235,LONGS CANYON,SOPRIS,2,0,I,N,N,RE,1300,75,0,0,141,49900,28700,8 X8 CONC,3460,,N,Not Required,,No,,,,,,No,MODEL LAND & IRR. CO.,,MP3,https://dwr.state.co.us/Tools/DamSafety/Dams/190112,"(37.121678, -104.602235)",1013
220106,POSO,RIPRAP,01265,,Active,3,22,CONEJOS,N,33.0 N,8.0 E,8,NE,NW,400874.1,4108921.2,GPS,37.121394,-106.115842,RIO GRANDE,ROMEO,7,1962,IPC,N,Y,RE,500,37,8147,72,5,2700,2576,24 CMP,42,,Low,Not Required,,No,,07/20/1999,,,,No,U.S. BUREAU OF LAND MANAGEMENT (EUGENE ALLISON),EUGENE ALLISON,MJG,https://dwr.state.co.us/Tools/DamSafety/Dams/220106,"(37.121394, -106.115842)",1440
190113,MADRID,,01333,,Abandoned,2,19,LAS ANIMAS,S,33.0 S,65.0 W,36,SW,NW,532965.1,4108988.8,GPS,37.126677,-104.628901,PURGATOIRE RIVER,TRINIDAD,7,1916,S,N,N,RE,2500,50,6300,332,30,30,839,2-24 CMP,154,,Low,Not Required,,No,,04/24/1991,,,,No,"CITY OF TRINIDAD (VALENTINE, MIKE)",MIKE VALENTINE,MP3,https://dwr.state.co.us/Tools/DamSafety/Dams/190113,"(37.126677, -104.628901)",1013
770103,SPENCE,,01056,7703512,Active,7,77,ARCHULETA,N,33.0 N,1.0 E,8,NE,SE,334480.4,4109016,GPS,37.112862,-106.862953,SPENCE CREEK,"DULCE, NM",20,1965,IPF,N,N,RE,915,44,7860,425,32,1792,4243,18 CMP with 14 steel liner pipe installed in 2003,19,07/08/2003,Significant,Yes,05/01/2008,No,,12/22/2020,Satisfactory,Conditional Full Storage,MJG,No,"ALPINE LAKES RANCH DITCH CO. (SMITH, RON)",RON SMITH,MJG,https://dwr.state.co.us/Tools/DamSafety/Dams/770103,"(37.112862, -106.862953)",1396
220105,OSTRICH,,02254,,Active,3,22,CONEJOS,N,33.0 N,8.0 E,4,SW,NW,401375.5,4109624.4,GPS,37.127782,-106.110285,RIO GRANDE,ROMEO,7,1963,IC,N,Y,RE,767,37,8115,90,6,1400,947,24 CMP,51,,Low,Not Required,,No,,07/20/1999,,,,No,U.S. BUREAU OF LAND MANAGEMENT (EUGENE ALLISON),EUGENE ALLISON,MJG,https://dwr.state.co.us/Tools/DamSafety/Dams/220105,"(37.127782, -106.110285)",1440
310103,PINE RIVER WATERSHED P. R. 2,BERT STONE DAM,01068,,Active,7,31,LA PLATA,N,33.0 N,6.0 W,18,NE,NE,274696.1,4109898.7,GPS,37.108338,-107.535572,SPRING CREEK,"BLANCO, NM",42,1968,C,N,N,RE,892,50,0,192,12,736,600,14 WSP,27,,Low,Not Required,,No,,09/19/2016,Satisfactory,Full Storage,MJG,No,"PINE RIVER CANAL CO. (NOSSMAN, JAKE)",JAKE NOSSMAN,MJG,https://dwr.state.co.us/Tools/DamSafety/Dams/310103,"(37.108338, -107.535572)",1011
660103,MAES BROTHERS,,01335,,Active,2,66,LAS ANIMAS,S,34.0 S,45.0 W,2,SW,NE,725199.4,4110081.4,GPS,37.110003,-102.465574,WEST CARRIZO CREEK,"KENTON, OKLAHOMA",15,0,I,N,N,RE,415,53,0,459,25,3443,4871,18 &15 RCP,40,,N,Not Required,,No,,,,,,No,ROBERT N. PATTERSON,,MP3,https://dwr.state.co.us/Tools/DamSafety/Dams/660103,"(37.110003, -102.465574)",1397
240103,MESITA,,00789,,Abandoned,3,24,COSTILLA,C,2.0 N,74.0 W,16,NW,NW,440000,4110431.5,GPS,37.13834,-105.67557,RIO GRANDE,"ARROYA HONDO, NM",72,1910,I,N,N,RE,3000,50,7645,2606,207,6400,1727,30 X48 HORSES*,481,,Low,Not Required,,No,,06/05/2002,,,BGN,No,"SANCHEZ DITCH AND RESERVOIR CO. (CALDON, KEITH)",KEITH CALDON,MP3,https://dwr.state.co.us/Tools/DamSafety/Dams/240103,"(37.13834, -105.67557)",1441
220108,GOSHAWK,,01264,,Active,3,22,CONEJOS,N,34.0 N,8.0 E,33,SE,SE,402596.9,4110688.6,GPS,37.137509,-106.09668,RIO GRANDE,ROMEO,7,1963,IPC,N,Y,RE,750,32,8064,191,7,8960,2899,24 CMP,41,,Low,Not Required,,No,,07/20/1999,,,,No,U.S. BUREAU OF LAND MANAGEMENT (EUGENE ALLISON),EUGENE ALLISON,MJG,https://dwr.state.co.us/Tools/DamSafety/Dams/220108,"(37.137509, -106.09668)",1440
190122,TRINIDAD,,00050,,Active,2,19,LAS ANIMAS,S,33.0 S,64.0 W,27,NW,SW,539470.2,4110865,GPS,37.143336,-104.555573,PURGATOIRE RIVER,TRINIDAD,1,1976,CSFRI,N,Y,RE,6860,200,6281,119877,2018,429440,458300,10 FT RCP,5500,08/24/2011,High,Yes,07/01/2018,Yes,04/09/2009,08/21/2012,Conditionally Satisfactory,Conditional Full Storage,MP3,No,"U.S. ARMY CORPS OF ENGINEERS (RAMOS, SHELLEY)",SHELLEY RAMOS,MP3,https://dwr.state.co.us/Tools/DamSafety/Dams/190122,"(37.143336, -104.555573)",1013
190104,FISHER PEAK DET. FPC-1,,00533,,Active,2,19,LAS ANIMAS,S,33.0 S,63.0 W,19,SW,NE,544660,4112117,Digitized,37.154387,-104.49706,PURGATOIRE RIVER,TRINIDAD,1,1961,C,N,N,RE,540,80,5540,274,12,704,5512,2-10 WSP,15,09/21/2011,High,Yes,07/01/2014,Yes,07/01/2014,06/07/2019,Satisfactory,Full Storage,MP3,No,"CITY OF TRINIDAD DPW (BEACH, TOM)",TOM BEACH,MP3,https://dwr.state.co.us/Tools/DamSafety/Dams/190104,"(37.154387, -104.49706)",1013
290102,HARRIS BROTHERS AND BOONE #1,BUCKLES LAKE,01053,2903506,Active,7,29,ARCHULETA,N,34.0 N,1.0 E,35,NE,SW,339326,4112162,GPS,37.142051,-106.80911,BIG BRANCH,TRUJILLO,17,1947,I,Y,N,RE,418,23.6,0,49,10,640,2498,8 SP,4,,Low,Not Required,,No,,10/20/2021,Satisfactory,Full Storage,MJG,No,"ALPINE LAKES RANCH DITCH CO. (SMITH, RON)",RON SMITH,MJG,https://dwr.state.co.us/Tools/DamSafety/Dams/290102,"(37.142051, -106.80911)",1396
190118,RUSSEL,RUSSELL LAKE,00546,1903856,Active,2,19,LAS ANIMAS,S,33.0 S,68.0 W,20,NE,SW,498322.7,4112436.8,GPS,37.158338,-105.018897,CROOKED CREEK,VIGIL,5,1967,IRPF,N,N,RE,260,16,7796,320,28,96,3289,15 STL,18,,Low,Not Required,,No,,07/13/2015,Satisfactory,Full Storage,MP3,No,"BAR NOTHING RANCH (MULLINS, MARK)",MARK MULLINS,MP3,https://dwr.state.co.us/Tools/DamSafety/Dams/190118,"(37.158338, -105.018897)",1013
190105,FISHER PEAK DET. FPC-2,,00534,,Active,2,19,LAS ANIMAS,S,33.0 S,64.0 W,24,NE,SW,543515,4112562,Digitized,37.158453,-104.509928,PURGATOIRE RIVER,TRINIDAD,0,1961,C,N,N,RE,445,55,6142.5,94,8,218,1083,12 WSP,22,09/21/2011,High,Yes,07/01/2014,Yes,07/01/2014,11/04/2020,Conditionally Satisfactory,Conditional Full Storage,MP3,No,"CITY OF TRINIDAD DPW (BEACH, TOM)",TOM BEACH,MP3,https://dwr.state.co.us/Tools/DamSafety/Dams/190105,"(37.158453, -104.509928)",1013
290103,HARRIS BROTHERS AND BOONE #2,HARRIS LAKE,01054,2903507,Active,7,29,ARCHULETA,N,34.0 N,1.0 E,26,SE,NW,339307,4113428,GPS,37.153454,-106.809596,BIG BRANCH,TRUJILLO,17,1947,I,Y,N,RE,224,18,0,206,39,500,2952,8 SP,4,,Low,Not Required,,No,,10/20/2021,Satisfactory,Full Storage,MJG,No,"ALPINE LAKES RANCH DITCH CO. (SMITH, RON)",RON SMITH,MJG,https://dwr.state.co.us/Tools/DamSafety/Dams/290103,"(37.153454, -106.809596)",1396
190127,BAR NOTHING LOWER #1,,02693,,Active,2,19,LAS ANIMAS,S,33.0 S,68.0 W,17,SE,NW,498471.2,4113823.5,GPS,37.17084,-105.017233,CROOKED CREEK,WESTON,20,1967,IP,N,N,RE,310,18,0,40,5,160,22,NONE,0,,NPH,Not Required,,No,,05/03/2012,Conditionally Satisfactory,Conditional Full Storage,MP3,No,"BAR NOTHING RANCH (MULLINS, MARK)",MARK MULLINS,MP3,https://dwr.state.co.us/Tools/DamSafety/Dams/190127,"(37.17084, -105.017233)",1013
240107,SANCHEZ STABILIZING,,00817,,Active,3,24,COSTILLA,C,2.0 N,73.0 W,2,NE,NE,453785.7,4113858.1,GPS,37.170005,-105.520567,COSTILLA CREEK,"ARROYA HONDO, NM",72,1956,IF,N,N,RE,800,28.5,7815,260,33,2240,353,30 CMP,83,,Low,Not Required,,No,,10/25/2021,Conditionally Satisfactory,Conditional Full Storage,MP3,No,"SANCHEZ DITCH AND RESERVOIR CO. (CALDON, KEITH)",KEITH CALDON,MP3,https://dwr.state.co.us/Tools/DamSafety/Dams/240107,"(37.170005, -105.520567)",1441
240105,SALAZAR #2,LOWER SALAZAR,01882,,Abandoned,3,24,COSTILLA,C,3.0 N,70.0 W,33,SE,SW,477907.5,4115054.9,GPS,37.181677,-105.248895,RITO SECO,SAN LUIS,7,1926,I,N,N,RE,2400,15,0,35,9,70,588,,0,,Low,Not Required,,No,,,,,,No,"BATTLE MOUNTAIN RESOURCES INC. (MARDRID, JULIO)",JULIO MARDRID,MP3,https://dwr.state.co.us/Tools/DamSafety/Dams/240105,"(37.181677, -105.248895)",1441
190125,PINON CANYON DETENTION,,00105,,Active,2,19,LAS ANIMAS,S,33.0 S,64.0 W,12,NW,SW,542480,4115628,Digitized,37.186137,-104.52141,PINON CANYON ARROYO,TRINIDAD,2,1954,C,N,N,ER,695,73,6224,406,19,800,11900,24 CONCRETE BOX CONDUIT,108,09/21/2011,High,Yes,07/01/2014,Yes,07/01/2014,06/07/2019,Satisfactory,Full Storage,MP3,No,"CITY OF TRINIDAD PUBLIC WORKS DEPT. (BEACH, TOM)",TOM BEACH,MP3,https://dwr.state.co.us/Tools/DamSafety/Dams/190125,"(37.186137, -104.52141)",1013
190115,MONUMENT LAKE,,00543,1903857,Active,2,19,LAS ANIMAS,S,32.0 S,69.0 W,36,SE,SE,495661.8,4117984.6,GPS,37.208339,-105.048898,CHERRY CREEK,MONUMENT PARK,0,1935,SRF,N,N,RE,808,24,8592.61,1511,87,486,128.3,30 CIP; NOTE: D/S END IS 30 STEEL PIPE REDUCED TO 24 STEEL PIPE AT EMERGENCY BLOW OFF VALVE (C-202B). INTAKES ARE 30 LOW LEVEL CIP & 24 UPPER CIP. BUTTERFLY VALVES AT U/S GATE STRUCTURE ON DAM CREST. D/S VALVES FOR BIFURCATION ARE ECCENTRIC PLUG VALVES.,55.1,08/11/2016,High,Yes,07/06/2021,Yes,12/06/2013,05/12/2022,Conditionally Satisfactory,Conditional Full Storage,MP3,No,"CITY OF TRINIDAD (VALENTINE, MIKE)",MIKE VALENTINE,MP3,https://dwr.state.co.us/Tools/DamSafety/Dams/190115,"(37.208339, -105.048898)",1013
330105,RED MESA WARD,"MORMON, WARD",01075,3303522,Active,7,33,LA PLATA,N,34.0 N,12.0 W,27,NW,NW,220990.9,4117986.6,GPS,37.166679,-108.14223,HAY GULCH,"FARMINGTON, NM",32,1915,I,N,N,RE,420,59,6895,1176,59,19200,5500,2 WX4 H ARCHED-CROWN RECTANGULAR CONCRETE CONDUIT,138,09/01/2009,High,Yes,07/01/2011,Yes,07/01/2011,07/18/2022,Conditionally Satisfactory,Conditional Full Storage,MJG,No,RED MESA RESERVOIR & DITCH CO. (JIM GREER),JIM GREER,MJG,https://dwr.state.co.us/Tools/DamSafety/Dams/330105,"(37.166679, -108.14223)",1011
290108,SLESINGER,CRESCENT LAKE,02136,,Active,7,29,ARCHULETA,N,34.0 N,1.0 E,12,NE,SE,341341.4,4118556,GPS,37.200004,-106.78779,LECHE CREEK,TRUJILLO,22,1950,IF,Y,N,RE,105,17,0,30,7,160,89,NONE,0,,Low,Not Required,,No,,05/21/2021,,,MJG,No,RUSSEL FAMILY LTD. PTNRSHIP (CHARLES RUSSELL) (SANFORD STRATTON),SANFORD STRATTON,MJG,https://dwr.state.co.us/Tools/DamSafety/Dams/290108,"(37.200004, -106.78779)",1396
240104,SALAZAR #1,UPPER SALAZAR,01881,,Active,3,24,COSTILLA,C,3.0 N,72.0 W,14,SE,SW,462761.2,4119021.1,GPS,37.216945,-105.419733,RITO SECO,SAN LUIS,1,1904,IP,N,N,RE,2100,26,8050,16,6,480,442,8 STEEL CONDUIT,5,,Low,Not Required,,No,,06/18/2019,Conditionally Satisfactory,Conditional Full Storage,MP3,No,"BATTLE MOUNTAIN RESOURCES INC. (MARDRID, JULIO)",JULIO MARDRID,MP3,https://dwr.state.co.us/Tools/DamSafety/Dams/240104,"(37.216945, -105.419733)",1441
