"year","institutionname","agedesc","gender","ethnicity","studentlevel","degreelevel","programname"
"2014","Metropolitan State University of Denver","25-40","Male","White, non-Hispanic","Undergraduate","Bachelor","Nutrition Sciences"
"2014","Front Range Community College","21-24","Female","White, non-Hispanic","Undergraduate","Associate","Liberal Arts and Sciences, General Studies and Humanities, Other"
"2014","University of Colorado Boulder","25-40","Male","White, non-Hispanic","Undergraduate","Bachelor","Physiology, General"
"2014","University of Colorado Boulder","21-24","Male","Asian","Undergraduate","Bachelor","Japanese Language and Literature"
"2014","Colorado State University - Pueblo","Over 40","Female","Hispanic","Undergraduate","Bachelor","English Language and Literature, General"
"2014","Colorado State University","21-24","Female","Hispanic","Undergraduate","Bachelor","Human Nutrition"
"2014","Community College of Denver","25-40","Female","White, non-Hispanic","Undergraduate","Associate","Legal Assistant/Paralegal"
"2014","University of Colorado Colorado Springs","21-24","Female","Hispanic","Undergraduate","Bachelor","Geography"
"2014","Adams State University","17-20","Female","White, non-Hispanic","Undergraduate","Associate","Liberal Arts and Sciences, General Studies and Humanities, Other"
"2014","University of Northern Colorado","21-24","Male","White, non-Hispanic","Undergraduate","Bachelor","Foreign Languages and Literatures, General"
"2014","CSU-Global Campus","Over 40","Male","More than one race/ethnicity (non-hispanic)","Undergraduate","Bachelor",
"2014","Colorado State University","Over 40","Female","Unknown","Graduate","Masters","Business/Commerce, General"
"2014","Northeastern Junior College","17-20","Female","Hispanic","Undergraduate","Associate","Liberal Arts and Sciences/Liberal Studies"
"2014","Colorado Mountain College","25-40","Male","Unknown","Undergraduate","Associate","Liberal Arts and Sciences/Liberal Studies"
"2014","University of Northern Colorado","21-24","Female","Black or African American, non-Hispanic","Undergraduate","Bachelor","Psychology, General"
"2014","Front Range Community College","25-40","Female","Unknown","Undergraduate","Associate","Liberal Arts and Sciences/Liberal Studies"
"2014","Red Rocks Community College","25-40","Female","White, non-Hispanic","Undergraduate","Certificate","Web Page, Digital/Multimedia and Information Resources Design"
"2014","Colorado Mountain College","21-24","Male","White, non-Hispanic","Undergraduate","Certificate","Resort Management"
"2014","Colorado Mountain College","21-24","Male","White, non-Hispanic","Undergraduate","Certificate","Resort Management"
"2014","Colorado Mountain College","21-24","Male","White, non-Hispanic","Undergraduate","Certificate","Resort Management"
"2014","Red Rocks Community College","25-40","Male","White, non-Hispanic","Undergraduate","Certificate","Automobile/Automotive Mechanics Technology/Technician"
"2014","University of Colorado Boulder","21-24","Male","Black or African American, non-Hispanic","Undergraduate","Bachelor","Ecology and Evolutionary Biology"
"2014","University of Colorado Colorado Springs","25-40","Female","White, non-Hispanic","Graduate","Masters","History, General"
"2014","University of Colorado Boulder","25-40","Female","White, non-Hispanic","Undergraduate","Bachelor","Sociology"
"2014","University of Colorado Boulder","21-24","Female","Black or African American, non-Hispanic","Undergraduate","Bachelor","Physiology, General"
"2014","Adams State University","21-24","Female","Hispanic","Undergraduate","Bachelor","Sociology"
"2014","Fort Lewis College","25-40","Female","Native American or Alaskan Native","Undergraduate","Bachelor","Marketing/Marketing Management, General"
"2014","Community College of Denver","Over 40","Female","Unknown","Undergraduate","Certificate","Mental Health Counseling/Counselor"
"2014","Metropolitan State University of Denver","Over 40","Male","White, non-Hispanic","Undergraduate","Bachelor","Foreign Languages and Literatures, General"
"2014","Community College of Denver","21-24","Male","Non-Resident Alien","Undergraduate","Associate","Liberal Arts and Sciences/Liberal Studies"
"2014","Colorado State University","25-40","Female","More than one race/ethnicity (non-hispanic)","Graduate","Masters","Natural Sciences"
"2014","Community College of Aurora","Over 40","Female","Black or African American, non-Hispanic","Undergraduate","Certificate","Computer and Information Sciences, General"
"2014","Arapahoe Community College","17-20","Male","More than one race/ethnicity (non-hispanic)","Undergraduate","Certificate","Emergency Medical Technology/Technician (EMT Paramedic)"
"2014","University of Northern Colorado","25-40","Male","Non-Resident Alien","Graduate","Masters","Music, General"
"2014","Red Rocks Community College","25-40","Female","Asian","Undergraduate","Associate","Radiologic Technology/Science - Radiographer"
"2014","University of Northern Colorado","25-40","Male","White, non-Hispanic","Undergraduate","Bachelor","Physics, General"
"2014","Trinidad State Junior College","Over 40","Female","Hispanic","Undergraduate","Associate","Business/Office Automation/Technology/Data Entry"
"2014","Arapahoe Community College","17-20","Male","White, non-Hispanic","Undergraduate","Certificate","Criminal Justice/Law Enforcement Administration"
"2014","Arapahoe Community College","25-40","Female","White, non-Hispanic","Undergraduate","Certificate","Emergency Medical Technology/Technician (EMT Paramedic)"
"2014","Colorado Mountain College","17-20","Female","Hispanic","Undergraduate","Certificate","Nursing Assistant/Aide and Patient Care Assistant/Aide"
"2014","Red Rocks Community College","Over 40","Male","White, non-Hispanic","Undergraduate","Certificate","Business Administration and Management, General"
"2014","Red Rocks Community College","Over 40","Male","White, non-Hispanic","Undergraduate","Certificate","Business Administration and Management, General"
"2014","Colorado State University","25-40","Male","White, non-Hispanic","Graduate","Masters",
"2014","Community College of Denver","21-24","Male","More than one race/ethnicity (non-hispanic)","Undergraduate","Associate","Liberal Arts and Sciences/Liberal Studies"
"2014","University of Colorado Denver","25-40","Male","White, non-Hispanic","Graduate","Masters",
"2014","Colorado Mountain College","Over 40","Female","White, non-Hispanic","Undergraduate","Associate","General Studies"
"2014","Metropolitan State University of Denver","25-40","Female","White, non-Hispanic","Undergraduate","Bachelor","Psychology, General"
"2014","Aims Community College","21-24","Female","White, non-Hispanic","Undergraduate","Associate","Surgical Technology/Technologist"
"2014","Front Range Community College","21-24","Male","White, non-Hispanic","Undergraduate","Certificate","Automobile/Automotive Mechanics Technology/Technician"
"2014","Pueblo Community College","25-40","Male","More than one race/ethnicity (non-hispanic)","Undergraduate","Certificate","Computer and Information Sciences, General"
"2014","University of Northern Colorado","25-40","Male","White, non-Hispanic","Undergraduate","Bachelor",
"2014","Front Range Community College","Over 40","Female","White, non-Hispanic","Undergraduate","Associate","Veterinary/Animal Health Technology/Technician and Veterinary Assistant"
"2014","Fort Lewis College","21-24","Female","White, non-Hispanic","Undergraduate","Bachelor","Fine/Studio Arts, General"
"2014","University of Colorado Boulder","25-40","Female","Asian","Undergraduate","Bachelor","Cell/Cellular and Molecular Biology"
"2014","Colorado State University - Pueblo","21-24","Male","White, non-Hispanic","Undergraduate","Bachelor","Mathematics, General"
"2014","Colorado State University","21-24","Male","More than one race/ethnicity (non-hispanic)","Undergraduate","Bachelor","Foreign Languages and Literatures, General"
"2014","Trinidad State Junior College","25-40","Female","Hispanic","Undergraduate","Associate","General Studies"
"2014","University of Colorado Boulder","25-40","Male","White, non-Hispanic","Undergraduate","Bachelor","Humanities/Humanistic Studies"
"2014","Fort Lewis College","21-24","Female","Hispanic","Undergraduate","Bachelor","Psychology, General"
"2014","Fort Lewis College","17-20","Female","White, non-Hispanic","Undergraduate","Bachelor","Psychology, General"
"2014","Morgan Community College","Over 40","Female","More than one race/ethnicity (non-hispanic)","Undergraduate","Associate","Liberal Arts and Sciences/Liberal Studies"
"2014","Pikes Peak Community College","21-24","Female","White, non-Hispanic","Undergraduate","Associate","Dental Assisting/Assistant"
"2014","Front Range Community College","Over 40","Female","White, non-Hispanic","Undergraduate","Certificate","Teaching English as a Second or Foreign Language/ESL Language Instructor"
"2014","University of Northern Colorado","21-24","Male","White, non-Hispanic","Undergraduate","Bachelor","Criminal Justice/Safety Studies"
"2014","University of Colorado Boulder","21-24","Female","Black or African American, non-Hispanic","Undergraduate","Bachelor",
"2014","Metropolitan State University of Denver","21-24","Male","Asian","Undergraduate","Bachelor","Health and Physical Education/Fitness, General"
"2014","Aims Community College","Over 40","Male","Unknown","Undergraduate","Certificate","Welding Technology/Welder"
"2014","Aims Community College","Over 40","Male","Unknown","Undergraduate","Certificate","Welding Technology/Welder"
"2014","Aims Community College","Over 40","Male","Unknown","Undergraduate","Certificate","Welding Technology/Welder"
"2014","Aims Community College","Over 40","Male","Unknown","Undergraduate","Certificate","Welding Technology/Welder"
"2014","Aims Community College","Over 40","Male","Unknown","Undergraduate","Certificate","Welding Technology/Welder"
"2014","Colorado State University","21-24","Male","Hispanic","Undergraduate","Bachelor","Philosophy"
"2014","University of Northern Colorado","25-40","Female","Unknown","Undergraduate","Bachelor","Criminal Justice/Safety Studies"
"2014","University of Colorado Denver","21-24","Female","Hispanic","Undergraduate","Bachelor","Multi-/Interdisciplinary Studies, Other"
"2014","Arapahoe Community College","17-20","Male","Hispanic","Undergraduate","Certificate","Automobile/Automotive Mechanics Technology/Technician"
"2014","Colorado State University","21-24","Male","White, non-Hispanic","Undergraduate","Bachelor","Physics, General"
"2014","University of Colorado Colorado Springs","25-40","Male","White, non-Hispanic","Undergraduate","Bachelor","Computer Graphics"
"2014","Trinidad State Junior College","25-40","Female","Hispanic","Undergraduate","Certificate","Medical Office Assistant/Specialist"
"2014","Trinidad State Junior College","25-40","Female","Hispanic","Undergraduate","Associate","Registered Nursing/Registered Nurse"
"2014","Trinidad State Junior College","25-40","Female","Hispanic","Undergraduate","Certificate","Counseling Psychology"
"2014","Colorado School of Mines","21-24","Male","White, non-Hispanic","Graduate","Masters","Mathematics, General"
"2014","Lamar Community College","25-40","Female","More than one race/ethnicity (non-hispanic)","Undergraduate","Associate","Registered Nursing/Registered Nurse"
"2014","University of Colorado Boulder","25-40","Male","Black or African American, non-Hispanic","Graduate","Masters","Business Administration and Management, General"
"2014","University of Colorado Boulder","21-24","Female","Non-Resident Alien","Undergraduate","Bachelor",
"2014","University of Colorado Boulder","25-40","Male","Hispanic","Undergraduate","Bachelor","International/Global Studies"
"2014","University of Colorado Boulder","21-24","Female","White, non-Hispanic","Undergraduate","Bachelor","Germanic Languages, Literatures, and Linguistics, General"
"2014","Community College of Denver","21-24","Male","White, non-Hispanic","Undergraduate","Associate","Liberal Arts and Sciences/Liberal Studies"
"2014","University of Colorado Boulder","21-24","Male","Non-Resident Alien","Undergraduate","Bachelor","Applied Mathematics, General"
"2014","University of Colorado Colorado Springs","25-40","Male","White, non-Hispanic","Undergraduate","Bachelor","Registered Nursing/Registered Nurse"
"2014","University of Northern Colorado","21-24","Male","Asian","Undergraduate","Bachelor","History, General"
"2014","Northeastern Junior College","17-20","Male","White, non-Hispanic","Undergraduate","Associate","Electromechanical and Instrumentation and Maintenance Technologies/Technicians, Other"
"2014","Pikes Peak Community College","21-24","Female","White, non-Hispanic","Undergraduate","Associate","Medical Office Management/Administration"
"2014","Aims Community College","17-20","Male","Native American or Alaskan Native","Undergraduate","Certificate","Autobody/Collision and Repair Technology/Technician"
"2014","Aims Community College","17-20","Male","Native American or Alaskan Native","Undergraduate","Certificate","Autobody/Collision and Repair Technology/Technician"
"2014","Aims Community College","25-40","Female","White, non-Hispanic","Undergraduate","Associate","Registered Nursing/Registered Nurse"
"2014","Colorado Mesa University","25-40","Female","White, non-Hispanic","Undergraduate","Bachelor",
"2014","Pikes Peak Community College","Over 40","Female","Hispanic","Undergraduate","Certificate","Medical Office Management/Administration"
"2014","Pikes Peak Community College","Over 40","Female","Hispanic","Undergraduate","Certificate","Medical Office Management/Administration"
"2014","Pueblo Community College","Under 17","Male","Unknown","Undergraduate","Associate","General Studies"
"2014","Red Rocks Community College","17-20","Male","Hispanic","Undergraduate","Certificate","Computer Systems Networking and Telecommunications"
"2014","Community College of Denver","25-40","Female","Hispanic","Undergraduate","Associate","Liberal Arts and Sciences, General Studies and Humanities, Other"
"2014","Pueblo Community College","17-20","Male","Hispanic","Undergraduate","Certificate","Business Administration and Management, General"
"2014","Fort Lewis College","21-24","Male","White, non-Hispanic","Undergraduate","Bachelor","Economics, General"
"2014","University of Colorado Boulder","25-40","Female","White, non-Hispanic","Undergraduate","Bachelor",
"2014","Aims Community College","21-24","Male","White, non-Hispanic","Undergraduate","Certificate","Emergency Medical Technology/Technician (EMT Paramedic)"
"2014","Arapahoe Community College","Over 40","Female","Black or African American, non-Hispanic","Undergraduate","Associate","General Studies"
"2014","Aims Community College","21-24","Male","White, non-Hispanic","Undergraduate","Certificate",
"2014","Colorado State University","25-40","Male","White, non-Hispanic","Undergraduate","Bachelor","Mathematics, General"
"2014","Colorado State University","21-24","Male","White, non-Hispanic","Undergraduate","Bachelor",
"2014","University of Colorado Boulder","21-24","Male","White, non-Hispanic","Undergraduate","Bachelor","Communication Sciences and Disorders, General"
"2014","University of Northern Colorado","Over 40","Male","Hispanic","Graduate","Masters","Educational Leadership and Administration, General"
"2014","Front Range Community College","25-40","Male","Hispanic","Undergraduate","Certificate","Geographic Information Science and Cartography"
"2014","Colorado State University - Pueblo","25-40","Male","White, non-Hispanic","Undergraduate","Bachelor","Business/Managerial Economics"
"2014","Colorado School of Mines","21-24","Male","Unknown","Undergraduate","Bachelor","Bioengineering and Biomedical Engineering"
"2014","University of Colorado Denver","25-40","Female","Non-Resident Alien","Graduate","Masters",
"2014","Colorado Mesa University","21-24","Male","More than one race/ethnicity (non-hispanic)","Undergraduate","Bachelor",
"2014","Metropolitan State University of Denver","25-40","Male","Non-Resident Alien","Undergraduate","Bachelor","Finance, General"
"2014","University of Colorado Denver","21-24","Male","White, non-Hispanic","Undergraduate","Bachelor","Drama and Dramatics/Theatre Arts, General"
"2014","Colorado Northwestern Community College","Over 40","Female","White, non-Hispanic","Undergraduate","Associate","Dental Hygiene/Hygienist"
"2014","Colorado State University","25-40","Male","White, non-Hispanic","Graduate","Masters",
"2014","Colorado State University - Pueblo","Over 40","Female","White, non-Hispanic","Undergraduate","Bachelor","Social Sciences, General"
"2014","Front Range Community College","25-40","Female","Hispanic","Undergraduate","Associate","General Studies"
"2014","Metropolitan State University of Denver","21-24","Female","Asian","Undergraduate","Bachelor","Nutrition Sciences"
"2014","Adams State University","25-40","Female","Hispanic","Undergraduate","Bachelor","Liberal Arts and Sciences/Liberal Studies"
"2014","University of Colorado Boulder","25-40","Female","Black or African American, non-Hispanic","Undergraduate","Bachelor",
"2014","Community College of Denver","21-24","Male","Hispanic","Undergraduate","Associate","Liberal Arts and Sciences/Liberal Studies"
"2014","Morgan Community College","25-40","Female","Unknown","Undergraduate","Associate","Liberal Arts and Sciences/Liberal Studies"
"2014","University of Colorado Boulder","21-24","Male","Unknown","Graduate","Masters","Aerospace, Aeronautical and Astronautical/Space Engineering"
"2014","Pikes Peak Community College","21-24","Male","White, non-Hispanic","Undergraduate","Certificate","Criminal Justice/Police Science"
"2014","Pueblo Community College","25-40","Male","Black or African American, non-Hispanic","Undergraduate","Certificate","Computer and Information Sciences, General"
"2014","University of Colorado Denver","21-24","Female","White, non-Hispanic","Undergraduate","Bachelor","Geography"
"2014","University of Colorado Denver","25-40","Female","White, non-Hispanic","Undergraduate","Bachelor","Sociology"
"2014","Adams State University","25-40","Male","White, non-Hispanic","Graduate","Masters","Business Administration and Management, General"
"2014","Trinidad State Junior College","17-20","Female","Black or African American, non-Hispanic","Undergraduate","Associate","General Studies"
"2014","Morgan Community College","25-40","Female","White, non-Hispanic","Undergraduate","Certificate","Medical Office Assistant/Specialist"
"2014","Pueblo Community College","17-20","Male","Hispanic","Undergraduate","Certificate","Health Professions and Related Clinical Sciences, Other"
"2014","Metropolitan State University of Denver","25-40","Male","Native American or Alaskan Native","Undergraduate","Bachelor","Health and Physical Education/Fitness, General"
"2014","University of Colorado Denver","25-40","Female","Asian","Undergraduate","Bachelor","Physiological Psychology/Psychobiology"
"2014","Colorado State University - Pueblo","Over 40","Male","White, non-Hispanic","Graduate","Masters","Business/Commerce, General"
"2014","University of Colorado Denver","25-40","Female","White, non-Hispanic","Undergraduate","Bachelor","Biology/Biological Sciences, General"
"2014","Otero Junior College","21-24","Female","White, non-Hispanic","Undergraduate","Certificate","Criminal Justice/Police Science"
"2014","Northeastern Junior College","17-20","Female","White, non-Hispanic","Undergraduate","Associate",
"2014","Western State Colorado University","21-24","Male","White, non-Hispanic","Undergraduate","Bachelor",
"2014","Colorado School of Mines","21-24","Male","More than one race/ethnicity (non-hispanic)","Undergraduate","Bachelor","Engineering Physics/Applied Physics"
"2014","Metropolitan State University of Denver","Over 40","Male","White, non-Hispanic","Undergraduate","Bachelor","Physics, General"
"2014","Front Range Community College","21-24","Male","White, non-Hispanic","Undergraduate","Associate","Computer and Information Sciences, General"
"2014","Metropolitan State University of Denver","25-40","Male","More than one race/ethnicity (non-hispanic)","Undergraduate","Bachelor","Mathematics, General"
"2014","Front Range Community College","17-20","Male","White, non-Hispanic","Undergraduate","Associate","Liberal Arts and Sciences, General Studies and Humanities, Other"
"2014","University of Colorado Boulder","25-40","Male","White, non-Hispanic","Graduate","Masters","Mathematics, General"
"2014","University of Colorado Boulder","21-24","Female","Black or African American, non-Hispanic","Undergraduate","Bachelor","History, General"
"2014","Aims Community College","25-40","Female","White, non-Hispanic","Undergraduate","Associate","Medical/Health Management and Clinical Assistant/Specialist"
"2014","Adams State University","21-24","Male","White, non-Hispanic","Undergraduate","Bachelor","Kinesiology and Exercise Science"
"2014","Front Range Community College","21-24","Female","Unknown","Undergraduate","Associate","Liberal Arts and Sciences/Liberal Studies"
"2014","Colorado State University","25-40","Male","White, non-Hispanic","Graduate","Masters","Atmospheric Sciences and Meteorology, General"
"2014","Front Range Community College","21-24","Male","Unknown","Undergraduate","Certificate","Automobile/Automotive Mechanics Technology/Technician"
"2014","University of Colorado Boulder","21-24","Male","Hispanic","Undergraduate","Bachelor","Sociology"
"2014","Arapahoe Community College","Over 40","Male","White, non-Hispanic","Undergraduate","Certificate","Business Administration and Management, General"
"2014","University of Colorado Boulder","25-40","Male","Hispanic","Undergraduate","Bachelor","Astronomy"
"2014","Colorado State University - Pueblo","25-40","Female","Hispanic","Undergraduate","Bachelor","Social Work"
"2014","Front Range Community College","25-40","Female","More than one race/ethnicity (non-hispanic)","Undergraduate","Associate","Alternative and Complementary Medicine and Medical Systems, Other"
"2014","Colorado State University","25-40","Female","Unknown","Graduate","Doctoral","Chemistry, General"
"2014","University of Colorado Denver","25-40","Male","Hispanic","Graduate","Masters","Business Administration, Management and Operations, Other"
"2014","University of Northern Colorado","25-40","Female","White, non-Hispanic","Undergraduate","Bachelor","Health Services/Allied Health/Health Sciences, General"
"2014","Colorado Mountain College","25-40","Female","White, non-Hispanic","Undergraduate","Associate","Registered Nursing/Registered Nurse"
"2014","Morgan Community College","25-40","Female","White, non-Hispanic","Undergraduate","Associate","General Studies"
"2014","University of Colorado Denver","25-40","Male","White, non-Hispanic","Undergraduate","Bachelor","Business Administration and Management, General"
"2014","University of Colorado Boulder","21-24","Female","More than one race/ethnicity (non-hispanic)","Undergraduate","Bachelor","Film/Cinema/Video Studies"
"2014","Metropolitan State University of Denver","25-40","Male","Unknown","Undergraduate","Bachelor","Criminal Justice/Safety Studies"
"2014","University of Colorado Boulder","21-24","Female","More than one race/ethnicity (non-hispanic)","Undergraduate","Bachelor","Ecology and Evolutionary Biology"
"2014","Metropolitan State University of Denver","21-24","Female","White, non-Hispanic","Undergraduate","Bachelor","Philosophy"
"2014","Metropolitan State University of Denver","Over 40","Female","White, non-Hispanic","Undergraduate","Bachelor","Rhetoric and Composition"
"2014","Red Rocks Community College","17-20","Male","Unknown","Undergraduate","Associate","Liberal Arts and Sciences/Liberal Studies"
"2014","Community College of Denver","25-40","Female","Unknown","Undergraduate","Certificate","Nursing Assistant/Aide and Patient Care Assistant/Aide"
"2014","University of Northern Colorado","25-40","Male","Non-Resident Alien","Undergraduate","Bachelor","Economics, General"
"2014","Community College of Denver","Over 40","Female","Black or African American, non-Hispanic","Undergraduate","Associate","Early Childhood Education and Teaching"
"2014","University of Colorado Denver","Over 40","Male","White, non-Hispanic","Undergraduate","Bachelor","Computer and Information Sciences, General"
"2014","Metropolitan State University of Denver","25-40","Male","Unknown","Undergraduate","Bachelor","Psychology, General"
"2014","Colorado Mesa University","17-20","Male","White, non-Hispanic","Undergraduate","Bachelor","Business/Commerce, General"
"2014","University of Colorado Denver","25-40","Female","Unknown","Graduate","Masters","Nursing Administration"
"2014","Pikes Peak Community College","Over 40","Male","White, non-Hispanic","Undergraduate","Certificate","Welding Technology/Welder"
"2014","Pikes Peak Community College","Over 40","Male","White, non-Hispanic","Undergraduate","Certificate","Welding Technology/Welder"
"2014","University of Northern Colorado","21-24","Male","Unknown","Undergraduate","Bachelor","Music Teacher Education"
"2014","Colorado State University","21-24","Female","Asian","Undergraduate","Bachelor","Apparel and Textile Marketing Management"
"2014","Front Range Community College","25-40","Male","White, non-Hispanic","Undergraduate","Certificate","Architectural Engineering Technology/Technician"
"2014","Metropolitan State University of Denver","Over 40","Male","White, non-Hispanic","Undergraduate","Bachelor","Psychology, General"
"2014","University of Colorado Denver","25-40","Male","Asian","Graduate","Masters","Library and Information Science"
"2014","Pikes Peak Community College","25-40","Female","Black or African American, non-Hispanic","Undergraduate","Certificate","Phlebotomy Technician/Phlebotomist"
"2014","Morgan Community College","Over 40","Female","White, non-Hispanic","Undergraduate","Certificate","Emergency Medical Technology/Technician (EMT Paramedic)"
"2014","Colorado Mountain College","25-40","Female","White, non-Hispanic","Undergraduate","Associate","Emergency Medical Technology/Technician (EMT Paramedic)"
"2014","Metropolitan State University of Denver","25-40","Male","Hispanic","Undergraduate","Bachelor","Health/Health Care Administration/Management"
"2014","Colorado Mesa University","25-40","Male","White, non-Hispanic","Undergraduate","Bachelor","Biology/Biological Sciences, General"
"2014","Community College of Aurora","21-24","Female","White, non-Hispanic","Undergraduate","Certificate","Cinematography and Film/Video Production"
"2014","Trinidad State Junior College","25-40","Female","White, non-Hispanic","Undergraduate","Associate",
"2014","Pueblo Community College","17-20","Female","White, non-Hispanic","Undergraduate","Associate","Liberal Arts and Sciences/Liberal Studies"
"2014","University of Colorado Boulder","21-24","Male","Unknown","Undergraduate","Bachelor","Mechanical Engineering"
"2014","Aims Community College","17-20","Female","White, non-Hispanic","Undergraduate","Certificate","Petroleum Technology/Technician"
"2014","Fort Lewis College","21-24","Female","Hispanic","Undergraduate","Bachelor","Business/Commerce, General"
"2014","University of Colorado Boulder","25-40","Male","White, non-Hispanic","Graduate","Masters","Computer Science"
"2014","Morgan Community College","17-20","Female","More than one race/ethnicity (non-hispanic)","Undergraduate","Certificate","Nursing Assistant/Aide and Patient Care Assistant/Aide"
"2014","Colorado State University","25-40","Male","Asian","Graduate","Masters","Computer and Information Sciences, General"
"2014","Pikes Peak Community College","25-40","Male","Hispanic","Undergraduate","Certificate","Psychiatric/Mental Health Services Technician"
"2014","University of Colorado Boulder","25-40","Female","Asian","Undergraduate","Bachelor","English Language and Literature, General"
"2014","Colorado State University","Over 40","Male","Native American or Alaskan Native","Graduate","Masters",
"2014","Front Range Community College","17-20","Female","Hispanic","Undergraduate","Certificate","Phlebotomy Technician/Phlebotomist"
"2014","University of Colorado Boulder","21-24","Male","More than one race/ethnicity (non-hispanic)","Undergraduate","Bachelor","Business Administration and Management, General"
"2014","Metropolitan State University of Denver","25-40","Female","More than one race/ethnicity (non-hispanic)","Undergraduate","Bachelor","English Language and Literature, General"
