"spid","fileid","actiontypecode","actiontype","actionrefid","recordstatuscd","recordstatus","lastname","firstname","middlename","suffix","organizationname","address1","address2","city","state","country","zipcode","zipcode4","assignor"
"1473835","1716891","A","add",,"A","active",,,,,"Internal Revenue Service","PO Box 145595",,"Cincinnati","OH","US","45250",,"0"
"170434","174336","A","add",,"A","active",,,,,"HOME STATE BANK (THE)","935 CLEVELAND AVE",,"LOVELAND","CO","United States","80537",,"0"
"1473938","1717046","A","add",,"A","active",,,,,"Denver Diagnostic Pain","13402 W COAL MINE AVE","SUITE 240","LITTLETON","CO","United States","80127",,"0"
"180468","184394","A","add",,"A","active",,,,,"WELLS FARGO BANK MINNESOTA, NATIONAL ASSOCIATION",,,,,,,,"0"
"1090536","1123177","D","delete only","871359","I","inactive",,,,,"CWCAPITAL LLC","ONE CHARLES RIVER PLACE","63 KENDRICK STREET","NEEDHAM HEIGHTS","MA","United States","02494",,"0"
"779297","768469","A","add",,"A","active",,,,,"FIFTH THIRD BANK",,,,,,,,"0"
"463782","459657","A","add",,"A","active",,,,,"BANK OF AMERICA","P.O BOX 2759",,"JACKSONVILLE","FL","United States","32203",,"0"
"889503","876632","A","add",,"A","active",,,,,"DE LAGE LANDEN FINANCIAL SERVICES, INC.","1111 OLD EAGLE SCHOOL ROAD",,"WAYNE","PA","United States","19087",,"0"
"1473629","1716552","A","add",,"A","active",,,,,"Snap-on Credit LLC","950 TECHNOLOGY WAY, SUITE 301",,"LIBERTYVILLE","IL","United States","60048-5339",,"0"
"660993","652379","A","add",,"A","active",,,,,"INTERNAL REVENUE SERVICE","PO BOX 145595",,"CINCINNATI","OH","United States","45250",,"0"
"133121","138896","A","add",,"A","active",,,,,"UNITED STATES OF AMERICA ACTING THROUGH THE FARM SERVICE AGENCY",,,,,,,,"0"
"341744","341120","A","add",,"A","active",,,,,"WORLDWIDE DISTRIBUTORS",,,,,,,,"0"
"1473871","1716936","A","add",,"A","active",,,,,"Internal Revenue Service","PO Box 145595",,"Cincinnati","OH","US","45250",,"0"
"766044","755400","A","add",,"A","active",,,,,"FIRST NATIONAL BANK HOLCOMB","P O BOX 429",,"HOLCOMB","KS","United States","67851",,"0"
"1361984","1550527","C","change only","1229625","A","active",,,,,"Denver Health and Hospital Authority","777 Bannock St.","Third Party Recovery Unit, MC 1926","Denver","CO","United States","80204",,"0"
"1082130","1110362","A","add",,"A","active",,,,,"COMMUNITY BANKS OF COLORADO, A DIVISION OF NBH BANK, N.A","1111 Main Street","Suite 2700","Kansas City","MO","United States","64105",,"0"
"871887","859408","A","add",,"A","active",,,,,"BANK OF AMERICA","PO BOX 2759",,"JACKSONVILLE","FL","United States","32203",,"0"
"1395980","1603691","A","add",,"A","active",,,,,"Internal Revenue Service","PO Box 145595",,"Cincinnati","OH","US","45250",,"0"
"1339562","1513347","A","add",,"A","active",,,,,"Internal Revenue Service","PO Box 145595",,"Cincinnati","OH","US","45250",,"0"
"1268351","1402682","A","add",,"A","active",,,,,"Corporation Service Company, as Representative","P.O. Box 2576 uccsprep@cscinfo.com",,"Springfield","IL","United States","62708",,"0"
"551489","544586","A","add",,"A","active",,,,,"SNAP ON CREDIT","950 TECHNOLOGY WAY, SUITE 301",,"LIBERTYVILLE","IL","United States","60048",,"0"
"118251","124689","A","add",,"A","active",,,,,"FIRST NATIONAL BANK","205 WEST OAK STREET",,"FORT COLLINS","CO","United States","80521",,"0"
"1108362","1151373","A","add",,"A","active",,,,,"Kubota Credit Corporation, U.S.A.","1025 North Brook Pkwy.",,"Suwanee","GA","United States","30024",,"0"
"1147210","1212671","A","add",,"A","active",,,,,"Landmark Financial Corporation","5600 Greenwood Plaza Boulevard","Suite 350","Greenwood Village","CO","United States","80111",,"0"
"1535117","1804348","A","add",,"A","active",,,,,"U.S. Small Business Administration","10737 Gateway West, #300",,"El Paso","TX","United States","79935",,"0"
"216744","219396","A","add",,"A","active",,,,,"REWARDS NETWORK ESTABLISHMENT SERVICES, INC.","9055 E MINERAL CIR STE 105",,"CENTENNIAL","CO","United States","80112",,"0"
"1163854","1238833","A","add",,"A","active",,,,,"CENTENNIAL BANK","2500 BROADWAY",,"BOULDER","CO","United States","80304",,"0"
"855729","843582","A","add",,"A","active",,,,,"US BANK NATIONAL ASSOCIATION ND","PO BOX 3427",,"OSHKOSH","WI","United States","54903",,"0"
"829653","817961","A","add",,"A","active",,,,,"INTERNAL REVENUE SERVICE","PO BOX 145595",,"CINCINNATI","OH","United States","45250",,"0"
"645766","637400","A","add",,"A","active",,,,,"CENTURA HEALTH",,,,,,,,"0"
"415670","413342","A","add",,"I","inactive",,,,,"COLORADO EAST BANK & TRUST","401 SOUTH MAIN",,"LAMAR","CO","United States","81052",,"0"
"589367","581940","A","add",,"A","active",,,,,"LOVE FUNDING CORPORATION","1250 CONNECTICUT AVENUE NW","SUITE 550","WASHINGTON","DC","United States","20036",,"0"
"1408888","1623742","A","add",,"A","active",,,,,"UMB Bank, N.A.","1008 Oak Street",,"Kansas City","MO","United States","64106",,"0"
"637267","629044","A","add",,"A","active",,,,,"FIRST NATIONAL BANK",,,,,,,,"0"
"1195984","1288296","A","add",,"A","active",,,,,"U.S. BANK NATIONAL ASSOCIATION","555 S.W. OAK STREET","PD-OR-P7LD","PORTLAND","OR","United States","97204",,"0"
"848520","836464","A","add",,"A","active",,,,,"R C HENDERSON TRUST","201 KING OF PRUSSIA RD",,"RADNOR","PA","United States","19087",,"0"
"602169","594553","A","add",,"A","active",,,,,"COLORADO ENTERPRISE FUND","1888 SHERMAN STREET, SUITE 530",,"DENVER","CO","United States","80203",,"0"
"845241","833243","A","add",,"A","active",,,,,"MARRICK MEDICAL FINANCE, LLC.","469 S. CHERRY STREET SUITE 100",,"DENVER","CO","United States","80246",,"0"
"580685","573394","A","add",,"A","active",,,,,"DEERE & COMPANY","6400 NW 86TH ST",,"JOHNSTON","IA","United States","50131",,"0"
"260458","261494","A","add",,"A","active",,,,,"INTERNAL REVENUE SERVICE","PO BOX 145595",,"CINCINNATI","OH","United States","45250",,"0"
"1057852","1072709","A","add",,"A","active",,,,,"Sheffield Financial, A Division of Branch Banking and Trust Company","PO Box 1704",,"Clemmons","NC","United States","27012",,"0"
"1473734","1716709","A","add",,"A","active",,,,,"Internal Revenue Service","PO Box 145595",,"Cincinnati","OH","US","45250",,"0"
"1394898","1602089","A","add",,"A","active",,,,,"FIRST NATIONAL BANK MINNESOTA","226 West Nassau Street",,"St. Peter","MN","United States","56082",,"0"
"547191","540393","A","add",,"A","active",,,,,"PREMIER FARM CREDIT, PCA",,,,,,,,"0"
"320267","320074","A","add",,"A","active",,,,,"COLORADO EAST BANK & TRUST","100 WEST PEARL","P O BOX 1019","LAMAR","CO","United States","81052",,"0"
"308571","308476","A","add",,"A","active",,,,,"NORTHFORK BANK CENTER - MONTROSE BANK","360","P.O. BOX 600","HOTCHKISS","CO","United States","81419",,"0"
"836300","824478","A","add",,"A","active",,,,,"YAMPA VALLEY BANK","435 MACK LANE",,"CRAIG","CO","United States","81625",,"0"
"324762","324531","A","add",,"A","active",,,,,"GENESEE CAPITAL CORPORATION",,,,,,,,"0"
"1249324","1372032","A","add",,"A","active",,,,,"Marrick Medical Finance, LLC.","8100 East Arapahoe Road - Third Floor",,"Centennial","CO","United States","80112",,"0"
"395030","393163","A","add",,"A","active",,,,,"DOOSAN INFRACORE INTERNATIONAL, INC. AND OR ANY OF ITS SUBSIDIARIES",,,,,,,,"0"
"528272","521991","A","add",,"A","active",,,,,"CENTENNIAL BANK OF THE WEST","P. O. BOX 5847",,"DENVER","CO","United States","80217",,"0"
"1038864","1042844","A","add",,"A","active",,,,,"SNAP ON CREDIT LLC","950 TECHNOLOGY WAY, SUITE 301",,"LIBERTYVILLE","IL","United States","60048",,"0"
"540200","533563","A","add",,"A","active",,,,,"GE MONEY BANK","332 MINNESOTA STREET","SUITE 610","ST PAUL","MN","United States","55101",,"0"
"1473633","1716558","A","add",,"A","active",,,,,"Commodity Credit Corporation/Farm Service Agency","PO Box 188",,"Eads","CO","United States","81036",,"0"
"1330902","1500928","C","change only","983941","A","active",,,,,"TBK Bank, SSB","401 S. Main",,"Lamar","CO","United States","81052",,"0"
"262374","263389","A","add",,"A","active",,,,,"MATSCO A DIVISION OF GREATER BAY BANK N.A.",,,,,,,,"0"
"1110578","1154794","A","add",,"A","active",,,,,"WAGNER EQUIPMENT CO","18000 SMITH ROAD",,"AURORA","CO","United States","80011",,"0"
"263320","264309","A","add",,"A","active",,,,,"MONTEGRA CAPITAL RESOURCES, LTD.","730 17TH ST STE 690",,"DENVER","CO","United States","80202",,"0"
"1020802","1014945","A","add",,"A","active",,,,,"Wells Fargo Equipment Finance, Inc.","733 Marquette Avenue, Suite 700",,"Minneapolis","MN","United States","55402",,"0"
"555799","548819","A","add",,"A","active",,,,,"AMERICAN HONDA FIN CORP","PO BOX 997503",,"SACRAMENTO","CA","United States","95899",,"0"
"1116326","1164005","A","add",,"A","active",,,,,"SNAP ON CREDIT LLC","950 TECHNOLOGY WAY, SUITE 301",,"LIBERTYVILLE","IL","United States","60048",,"0"
"1133749","1191864","A","add",,"A","active",,,,,"Internal Revenue Service","PO Box 145595",,"Cincinnati","OH","US","45250",,"0"
"1305601","1461952","A","add",,"A","active",,,,,"Internal Revenue Service","PO Box 145595",,"Cincinnati","OH","US","45250",,"0"
"868244","855847","A","add",,"A","active",,,,,"BANK OF CHOICE, A DIVISION OF BANK MIDWEST, N.A.",,,,,,,,"0"
"1473907","1716997","A","add",,"A","active",,,,,"DreamSpring","2000 Zearing Ave",,"Albuquerque","NM","United States","87104",,"0"
"1354462","1537781","A","add",,"A","active",,,,,"TECHNOLOGY CREDIT UNION","2010 N FIRST ST. STE 206",,"SAN JOSE","CA","United States","95131",,"0"
"896338","128869","A","add",,"A","active",,,,,"GENERAL ELECTRIC CAPITAL CORPORATION","300 EAST CARPENTER FREEWAY SUITE 40",,"IRVING","TX","United States","75062",,"0"
"331353","330926","A","add",,"A","active",,,,,"VECTRA BANK COLORADO, NATIONAL ASSOCIATION","401 WEST NORTHERN AVENUE",,"PUEBLO","CO","United States","81004",,"0"
"854493","842362","A","add",,"A","active",,,,,"WAGNER EQUIPMENT CO.","18000 SMITH ROAD",,"AURORA","CO","United States","80011",,"0"
"1717708","2056463","A","add",,"A","active",,,,,"U.S. Bank National Association, as Trustee","100 Wall Street","16th Floor","New York","NY","United States","10005",,"0"
"588573","581158","A","add",,"A","active",,,,,"DENVER HEALTH AND HOSPITAL AUTHORITY","MC 1926","990 BANNOCK STREET 2ND FLOOR","DENVER","CO","United States","80204",,"0"
"420964","418582","A","add",,"A","active",,,,,"SNAP ON CREDIT","950 TECHNOLOGY WAY, SUITE 301",,"LIBERTYVILLE","IL","United States","60048",,"0"
"1003723","988732","A","add",,"A","active",,,,,"COLORADO BUSINESS BANK","4582 S. ULSTER STREET PKWY., STE. 100",,"DENVER","CO","United States","80237",,"0"
"603069","595430","A","add",,"A","active",,,,,"SNAP ON CREDIT","950 TECHNOLOGY WAY, SUITE 301",,"LIBERTYVILLE","IL","United States","60048",,"0"
"1627530","1937656","A","add",,"A","active",,,,,"STOCKMENS BANK","25 N. CASCADE AVENUE, SUITE 100",,"COLORADO SPRINGS","CO","United States","80903",,"0"
"195232","198616","A","add",,"A","active",,,,,"IRS","600 17TH ST",,"DENVER","CO","United States","80265",,"0"
"178603","182611","A","add",,"A","active",,,,,"NATIONAL CITY BANK","6750 MILLER ROAD",,"BRECKSVILLE","OH","United States","44141",,"0"
"1572777","1853511","A","add",,"A","active",,,,,"Alarm Financial Ventures, Inc.","1401 Los Gamos Drive","Suite 102","San Rafael","CA","United States","94903",,"0"
"542954","536252","A","add",,"I","inactive",,,,,"JP MORGAN CHASE BANK, N.A.","P.O. BOX  36648","KY1-4305","LOUISVILLE","KY","United States","40233",,"0"
"614743","606892","A","add",,"A","active",,,,,"KEYBANK NATIONAL ASSOCIATION","9250 S. ARAPAHOE ROAD",,"ENGLEWOOD","CO","United States","80112",,"0"
"683986","675128","A","add",,"A","active",,,,,"MANHEIM COLORADO FOR ITSELF AND AS AGENT","400 NORTHRIDGE ROAD SUITE 800","ATTN:  CYNTHIA KIRBY","ATLANTA","GA","United States","30350",,"0"
"606687","598974","A","add",,"A","active",,,,,"DOCTOR'S ASSOCIATES INC.","325 BIC DRIVE",,"MILFORD","CT","United States","06461",,"0"
"1074763","1099150","A","add",,"A","active",,,,,"MARINE ONE ACCEPTANCE CORPORATION","5000 QUORUM DRIVE SUITE 200",,"DALLAS","TX","United States","75254",,"0"
"453819","450240","A","add",,"A","active",,,,,"CREDIT UNION OF COLORADO",,,,,,,,"0"
"260046","261095","A","add",,"A","active",,,,,"CATERPILLAR FINANCIAL SERVICES CORPORATION",,,,,,,,"0"
"435165","432461","A","add",,"A","active",,,,,"HORIZON BANKS, N.A.","3002 BLUFF ST",,"BOULDER","CO","United States","80301",,"0"
"565988","558878","A","add",,"A","active",,,,,"DEERE & COMPANY","6400 NW 86TH ST",,"JOHNSTON","IA","United States","50131",,"0"
"1201109","1296508","A","add",,"A","active",,,,,"FIRST AMERICAN BANK","1609 N. Swan Street","P.O. Box 2677","Silver City","NM","United States","88061",,"0"
"273248","273947","A","add",,"A","active",,,,,"MERCHANTS MORTGAGE & TRUST CORPORATION",,,,,,,,"0"
"501850","496291","A","add",,"A","active",,,,,"D&S FACTORS, LLC","PO BOX 10",,"NEW PLYMOUTH","ID","United States","83655",,"0"
"893929","62443","A","add",,"A","active",,,,,"HELLER CAPITAL MANAGEMENT INC","500 W MONROE ST",,"CHICAGO","IL","United States","60661",,"0"
"279408","279958","A","add",,"A","active",,,,,"IRS","600 17TH ST",,"DENVER","CO","United States","80265",,"0"
"510183","504402","A","add",,"A","active",,,,,"US BANCORP","1310 MADRID STREET","STE 101","MARSHALL","MN","United States","56258",,"0"
"1287212","1432616","A","add",,"A","active",,,,,"U.S. BANK, NA","PO BOX 3427",,"OSHKOSH","WI","United States","54903",,"0"
"1473776","1716813","A","add",,"A","active",,,,,"Internal Revenue Service","PO Box 145595",,"Cincinnati","OH","US","45250",,"0"
"202366","205492","A","add",,"A","active",,,,,"BANK OF GRAND JUNCTION",,,,,,,,"0"
"265150","266076","A","add",,"A","active",,,,,"MATSCO A DIVISION OF GREATER BAY BANK N.A.",,,,,,,,"0"
"250126","251442","A","add",,"A","active",,,,,"COMMUNITY HOSPITAL",,,,,,,,"0"
"281308","281814","A","add",,"A","active",,,,,"JP MORGAN CHASE BANK, NA",,,,,,,,"0"
"1262712","1393541","A","add",,"A","active",,,,,"United States of America acting through Farm Service Agency","621 Iris Drive",,"Sterling","CO","United States","80751",,"0"
"954263","909156","A","add",,"A","active",,,,,"Internal Revenue Service","PO Box 145595",,"Cincinnati","OH","US","45250",,"0"
"1020868","1015070","A","add",,"A","active",,,,,"Marrick Medical Finance","PO Box 461061",,"Denver","CO","United States","80246",,"0"
"316192","316003","A","add",,"A","active",,,,,"ALPINE BANK","400 7TH STREET SOUTH",,"RIFLE","CO","United States","81650",,"0"
"1122062","1173028","A","add",,"A","active",,,,,"MEDALLION BANK","1100 E 6600 S SUITE 510",,"SALT LAKE CITY","UT","United States","84121",,"0"
"1225646","1335096","A","add",,"A","active",,,,,"The First National Bank of Hugo","321 4th Street","P O Box 158","Hugo","CO","United States","80821",,"0"
"302523","302500","A","add",,"A","active",,,,,"AMERICAN BANK OF COMMERCE","225 NORTH MAIN STREET",,"PUEBLO","CO","United States","81003",,"0"
"1093344","1127327","A","add",,"A","active",,,,,"Internal Revenue Service","PO Box 145595",,"Cincinnati","OH","US","45250",,"0"
"1169179","1245831","A","add",,"A","active",,,,,"SNAP ON CREDIT LLC","950 TECHNOLOGY WAY, SUITE 301",,"LIBERTYVILLE","IL","United States","60048",,"0"
"956285","912229","A","add",,"A","active",,,,,"CAPITAL ONE, N.A.","PO BOX 660070",,"SACRAMENTO","CA","United States","95866",,"1"
"1024254","1020221","A","add",,"A","active",,,,,"Internal Revenue Service","PO Box 145595",,"Cincinnati","OH","US","45250",,"0"
"1324393","1491038","A","add",,"A","active",,,,,"U.S. BANK, NA","PO BOX 3427",,"OSHKOSH","WI","United States","54903",,"0"
"342923","342289","A","add",,"A","active",,,,,"TRIAD MACHINE TOOL COMPANY","7881 W 48TH AVENUE",,"WHEAT RIDGE","CO","United States","80033",,"0"
"1438642","1669478","A","add",,"A","active",,,,,"CORPORATION SERVICE COMPANY as REPRESENTATIVE","P.O. BOX 2576   uccsprep@cscinfo.com",,"Springfield","IL","United States","62708",,"0"
"245273","246742","A","add",,"A","active",,,,,"FIRST NATIONAL BANK","2120 MAIN STREET","P O BOX 730","TORRINGTON","WY","United States","82240",,"0"
"219083","221663","A","add",,"A","active",,,,,"RABO AGSERVICES, INC.",,,,,,,,"0"
"1201052","1296407","A","add",,"A","active",,,,,"First National Bank of Omaha","1620 Dodge Street Stop 3202",,"Omaha","NE","United States","68197",,"0"
"459295","455428","A","add",,"A","active",,,,,"DE LAGE LANDEN FINANCIAL SERVICES, INC.",,,,,,,,"0"
"804768","793449","A","add",,"A","active",,,,,"MEMORIAL HEALTH SYSTEM",,,,,,,,"0"
"1112891","1158620","A","add",,"A","active",,,,,"Denver Health and Hospital Authority","990 Bannock Street","Legal Unit, MC 1926","Denver","CO","United States","80204",,"0"
"838347","826504","A","add",,"A","active",,,,,"SPACE AGE FCU",,,,,,,,"0"
"1473755","1716753","A","add",,"A","active",,,,,"Internal Revenue Service","PO Box 145595",,"Cincinnati","OH","US","45250",,"0"
"610738","602932","A","add",,"A","active",,,,,"CATERPILLAR FINANCIAL SERVICES CORPORATION","2120 WEST END AVE",,"NASHVILLE","TN","United States","37203",,"0"
"885460","872687","A","add",,"A","active",,,,,"PARK WESTERN LEASING, INC.","13949 WEST COLFAX AVE. #200",,"GOLDEN","CO","United States","80401",,"0"
"478885","473970","A","add",,"A","active",,,,,"JPMORGAN CHASE BANK, NA","KY1-2514","P. O. BOX 33035","LOUISVILLE","KY","United States","40232",,"0"
"1203810","1300724","A","add",,"A","active",,,,,"Franklin D. Azar & Associates, P.C.","14426 East Evans Avenue",,"Aurora","CO","United States","80014",,"0"
"966420","928403","A","add",,"A","active",,,,,"ALAMOSA STATE BANK","PO BOX 1098",,"ALAMOSA","CO","United States","81101",,"0"
"1230205","1341872","A","add",,"A","active",,,,,"Flatirons Bank","1095 Canyon Blvd","Suite 100","Boulder","CO","United States","80302",,"0"
"1169478","1246235","A","add",,"A","active",,,,,"INTERNATIONAL BANK","200 SOUTH SECOND ST",,"RATON","NM","United States","87740",,"0"
"776166","765392","A","add",,"A","active",,,,,"WYOMING BANK & TRUST","5827 YELLOWSTONE ROAD",,"CHEYENNE","WY","United States","82009",,"0"
"308980","308870","A","add",,"A","active",,,,,"FARMERS BANK",,,,,,,,"0"
"1415162","1633484","A","add",,"A","active",,,,,"Commodity Credit Corporation","57 W Bromley Lane",,"Brighton","CO","United States","80601",,"0"
"543098","536384","A","add",,"A","active",,,,,"BB&T EQUIPMENT FINANCE CORPORATION","5130 PARKWAY PLAZA BOULEVARD",,"CHARLOTTE","NC","United States","28217",,"0"
"1473833","1716889","A","add",,"A","active",,,,,"Caterpillar Financial Services Corporation","2120 West End Avenue",,"Nashville","TN","United States","37203",,"0"
"350732","349964","A","add",,"A","active",,,,,"IRS","600 17TH ST",,"DENVER","CO","United States","80265",,"0"
"699232","690057","A","add",,"A","active","Jorgensen","Alan","S.",,,"1951 SOUTH CLARKSON STREET",,"DENVER","CO","United States","80210",,"0"
"348016","347254","A","add",,"A","active",,,,,"DENVER HEALTH AND HOSPITAL AUTHORITY","MC 1926","990 BANNOCK STREET 2ND FLOOR","DENVER","CO","United States","80204",,"0"
"752416","742058","A","add",,"A","active",,,,,"AMERICAN GENERAL FINANCIAL SERVICES (DE), INC.","4032 S COLLEGE AVE.","UNIT 6","FORT COLLINS","CO","United States","80525",,"0"
"1084426","1113711","A","add",,"A","active",,,,,"KeyBank National Association","4910 Tiedeman Road",,"Brooklyn","OH","United States","44144",,"0"
"794094","782968","A","add",,"A","active",,,,,"VECTRA BANK COLORADO, NATIONAL ASSOCIATION","1101 EAST 2ND AVENUE",,"DURANGO","CO","United States","81301",,"0"
"246051","247506","A","add",,"A","active",,,,,"NEW FRONTIER BANK",,,,,,,,"0"
"987274","962410","A","add",,"A","active",,,,,"Empire Bank","1800 S Glenstone",,"Springfield","MO","United States","65804",,"0"
"121674","127865","A","add",,"A","active",,,,,"U.S. BANK NATIONAL ASSOCIATION",,,,,,,,"0"
"1138693","1199711","A","add",,"A","active",,,,,"Home State Bank","PO Box 329",,"Loveland","CO","United States","80539",,"0"
"407738","405551","A","add",,"A","active",,,,,"US BANCORP","PO BOX 580337",,"MINNEAPOLIS","MN","United States","55458",,"0"
"243071","244652","A","add",,"A","active",,,,,"NEW WEST BANK",,,,,,,,"0"
"286782","287222","A","add",,"A","active",,,,,"DEERE & COMPANY",,,,,,,,"0"
"348357","347594","A","add",,"A","active",,,,,"IRS","600 17TH ST",,"DENVER","CO","United States","80265",,"0"
"860529","848278","A","add",,"A","active",,,,,"CNH CAPITAL AMERICA LLC","100 BRUBAKER AVE",,"NEW HOLLAND","PA","United States","17557",,"0"
"1231991","1344565","A","add",,"A","active",,,,,"MERCEDES-BENZ FINANCIAL SERVICES USA LLC","PO BOX 279319",,"Sacramento","CA","United States","95827",,"0"
"994902","974644","A","add",,"A","active",,,,,"Wells Fargo Bank, N.A.","1700 Lincoln Street",,"Denver","CO","United States","80203",,"0"
"985720","959915","A","add",,"A","active",,,,,"General Electric Credit Corporation of Tennessee","PO Box 35701",,"Billings","MT","United States","59107-5701",,"0"
"996065","976511","A","add",,"A","active",,,,,"Bank of Colorado","190 Main St",,"Akron","CO","United States","80720",,"0"
"522069","515938","A","add",,"A","active",,,,,"FORT MORGAN STATE BANK",,,,,,,,"0"
"280368","280878","A","add",,"A","active",,,,,"JPMORGAN CHASE BANK, NA",,,,,,,,"0"
"1064871","1083731","A","add",,"A","active",,,,,"Centura Health","8140 South Holly St",,"Centennial","CO","United States","80122",,"0"
