"facilityid","recordid","serialnumber","servicedesc","pe","pedesc","category","description","county","agency","programidentifier","siteaddress","city","st","zip","latitude","longitude","activitydate","_01a","_01b","_01c","_01d","_01e","_01f","_02a","_02b","_02c","_02d","_02e","_02f","_02g","_03a","_03b","_03c","_03d","_03e","_03f","_03g","_04a","_04b","_04c","_05a","_05b","_05c","_05d","_06a","_06b","_06c","_07a","_07b","_07c","_08a","_08b","_08c","totalcritical","numberoffbicritical","_09a","_09b","_10a","i0b","_10c","_11a","_11b","_11c","_12a","_12b","_12c","_12d","_13a","_13b","_13c","_14a","_14b","_14c","_14d","_14e","_14f","_14g","_14h","_14i","_15a","_15b","totalnoncritical"
"FA0002204","PR0000641","DAVIS8IOA","Inspection, Routine","1005","No fee license (K-12 schools, non-profit)","Med Risk (3)","Food - Institutions","Douglas","Tri-County Health Department","Sand Creek Elementary","8898 Maplewood Dr","Highlands Ranch","CO","80126","39.561083","-104.9646779","2018-10-01T00:00:00.000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"FA0010333","PR0011553","DAE4TE4CC","Inspection, Routine","1025","Restaurant (0 - 100 seats)","Med Risk (3)","Food - Restaurants","Adams","Tri-County Health Department","Real Good Food","1670 Jasper St Unit H","Aurora","CO","80011","39.74328","-104.80408","2018-08-21T00:00:00.000","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"FA0004736","PR0009440","DAC5D3409","Inspection, Routine","1025","Restaurant (0 - 100 seats)","Med Risk (3)","Food - Restaurants","Adams","Tri-County Health Department","Los Tamales","4952 E 62nd Ave Unit A7","Commerce City","CO","80022","39.836506","-104.923851","2018-10-01T00:00:00.000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","3"
"FA0005738","PR0004182","DA92AK74Z","Inspection, Critical Item","1065","Restaurant (>200 seats)","Med Risk (3)","Food - Restaurants","Adams","Tri-County Health Department","3 Margaritas","14697 Delaware St Unit 800","Westminster","CO","80023","39.88332","-105.025322","2018-10-01T00:00:00.000","0","1","1","0","0","0","0","0","1","1","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","9","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"FA0000309","PR0000517","DALLBCZSG","Inspection, Routine","1005","No fee license (K-12 schools, non-profit)","Med Risk (3)","Food - Institutions","Adams","Tri-County Health Department","Shaw Heights Junior High School","8780 Circle Dr","Westminster","CO","80030","39.871838","-104.981834","2018-10-01T00:00:00.000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","1","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","4"
"FA0000170","PR0000443","DAJ0NSAXV","Inspection, Routine","1005","No fee license (K-12 schools, non-profit)","Med Risk (3)","Food - Institutions","Adams","Tri-County Health Department","Northstar Elementary","8740 Northstar Dr","Thornton","CO","80260","39.914249","-104.860611","2018-10-01T00:00:00.000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"FA0001194","PR0011196","DARQUFKI5","Inspection, Routine","1025","Restaurant (0 - 100 seats)","Med Risk (3)","Food - Restaurants","Arapahoe","Tri-County Health Department","Canon Catering","6518 S Broadway","Littleton","CO","80121","39.60015488","-104.9881383","2018-10-01T00:00:00.000","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2","0","0","1","1","1","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","7"
"FA0008985","PR0009424","DAN552KGK","Inspection, Critical Item","1045","Restaurant (101 - 200 seats)","Med Risk (3)","Food - Restaurants","Arapahoe","Tri-County Health Department","Early Bird Restaurant","5425 Landmark Pl","Greenwood Village","CO","80111","39.61790466","-104.9012604","2018-10-01T00:00:00.000","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","4","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"FA0000266","PR0000384","DAYZYGWXC","Inspection, Routine","1005","No fee license (K-12 schools, non-profit)","Med Risk (3)","Food - Institutions","Adams","Tri-County Health Department","Kearney Middle School","6160 Kearney St","Commerce City","CO","80022","39.913227","-104.977707","2018-10-01T00:00:00.000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2"
"FA0005811","PR0005620","DAHRFIZZQ","Inspection, Routine","1025","Restaurant (0 - 100 seats)","Low Risk (2)","Food - Restaurants","Arapahoe","Tri-County Health Department","Dominos Pizza 6218","5210 E Arapahoe Rd","Littleton","CO","80122","39.594952","-104.927002","2018-10-01T00:00:00.000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"FA0007445","PR0007128","DAVPDJYME","Inspection, Routine","1025","Restaurant (0 - 100 seats)","Med Risk (3)","Food - Restaurants","Arapahoe","Tri-County Health Department","Monaghans Bar & Grill","3889 S King St","Sheridan","CO","80236","39.64613","-105.033394","2018-10-01T00:00:00.000","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","4","1","1","1","0","0","0","0","0","1","0","1","0","1","1","0","0","1","1","1","0","0","0","1","0","0","0","0","10"
"FA0009223","PR0009930","DADYDRNJE","Inspection, Critical Item","1025","Restaurant (0 - 100 seats)","Med Risk (3)","Food - Restaurants","Arapahoe","Tri-County Health Department","Aki Asian Hot Pot","12303 E Mississippi Ave","Aurora","CO","80012","39.697565","-104.845388","2018-12-28T00:00:00.000","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","4","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"FA0010407","PR0011661","DAKI160VS","Inspection, First Operational","1045","Restaurant (101 - 200 seats)","Med Risk (3)","Food - Restaurants","Adams","Tri-County Health Department","Sumo Sushi","10048 Grant St","Thornton","CO","80229-2018","39.87872392","-104.9835318","2018-10-02T00:00:00.000","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","6","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"FA0004647","PR0004619","DAJ3SANTO","Inspection, Routine","1005","No fee license (K-12 schools, non-profit)","Med Risk (3)","Food - Institutions","Adams","Tri-County Health Department","Pinnacle High School","8412 Huron St","Thornton","CO","80260","39.903362","-104.994286","2018-10-02T00:00:00.000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","3"
"FA0004248","PR0011220","DA0214208","Inspection, Routine","1225","Grocery Store w/ Deli (0 - 15,000 sq. ft.)","Low Risk (2)","Food - Grocery","Adams","Tri-County Health Department","El Mercadito Tixca","6501 E 64th Ave","Commerce City","CO","80022","39.839157","-105.019295","2018-10-02T00:00:00.000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","2"
"FA0002933","PR0001151","DA601X5MO","Inspection, Routine","1025","Restaurant (0 - 100 seats)","Med Risk (3)","Food - Restaurants","Arapahoe","Tri-County Health Department","Swedish Medical Center","501 E Hampden Ave","Englewood","CO","80113","39.653194","-104.980476","2018-10-02T00:00:00.000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","3"
"FA0003680","PR0000423","DAGMJQDRV","Inspection, Routine","1025","Restaurant (0 - 100 seats)","Low Risk (2)","Food - Restaurants","Arapahoe","Tri-County Health Department","Brunswick Zone Heather Ridge","2200 S Peoria St","Aurora","CO","80014","39.676537","-104.847092","2018-10-02T00:00:00.000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","3","2","1","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","6"
"FA0005173","PR0004927","DAFSRPODX","Inspection, Critical Item","1265","Grocery Store w/ Deli (>15,000 sq. ft.)","High Risk (4)","Food - Grocery","Arapahoe","Tri-County Health Department","Sprouts Farmers Market","1150 S Ironton St Unit 130","Aurora","CO","80012","39.700298","-104.863602","2018-10-02T00:00:00.000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"FA0007300","PR0011465","DAVHQYXCC","Inspection, Routine","1025","Restaurant (0 - 100 seats)","Med Risk (3)","Food - Restaurants","Arapahoe","Tri-County Health Department","Ground Floor Cage Coffee House","9200 E Mineral Ave","Centennial","CO","80112","39.573975","-104.882256","2018-10-02T00:00:00.000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"FA0004303","PR0003319","DA1H30RJM","Inspection, Routine","1045","Restaurant (101 - 200 seats)","Med Risk (3)","Food - Restaurants","Arapahoe","Tri-County Health Department","Noodles and Company","6200 S Main St Ste 101","Aurora","CO","80016","39.604393","-104.708939","2018-10-02T00:00:00.000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","2","0","0","0","1","1","1","0","0","0","1","0","1","1","0","0","0","0","1","0","0","0","0","0","1","0","0","8"
"FA0002024","PR0001391","DAP4S4ZML","Inspection, Critical Item","1065","Restaurant (>200 seats)","High Risk (4)","Food - Restaurants","Arapahoe","Tri-County Health Department","Del Friscos Double Eagle Steak House","8100 E Orchard Rd","Greenwood Village","CO","80111","39.609146","-104.891022","2018-10-02T00:00:00.000","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"FA0004858","PR0003911","DASUVU1F9","Inspection, Routine","1025","Restaurant (0 - 100 seats)","Med Risk (3)","Food - Restaurants","Adams","Tri-County Health Department","Riccos Burritos","7794 Washington St","Denver","CO","80229","39.988861","-104.752197","2018-10-02T00:00:00.000","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","5","4","0","0","1","0","0","1","0","1","0","1","0","1","1","0","0","1","1","0","1","0","0","1","0","1","0","0","11"
"FA0001200","PR0000289","DAEK23V5M","Inspection, Routine","1007","Limited Food Service (convenience, other)","Very Low Risk (1)","Food - Restaurants","Arapahoe","Tri-County Health Department","Caribou Coffee 1176","1400 E Hampden Ave","Cherry Hills Village","CO","80113","39.653091","-104.97113","2018-10-02T00:00:00.000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","3"
"FA0005853","PR0000328","DAS4WKUIM","Inspection, Routine","1225","Grocery Store w/ Deli (0 - 15,000 sq. ft.)","High Risk (4)","Food - Grocery","Arapahoe","Tri-County Health Department","Tonys Meats","4991 E Dry Creek Rd","Littleton","CO","80122","39.580608","-104.930283","2018-10-02T00:00:00.000","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","1","0","0","1","0","0","0","0","0","1","1","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","7"
"FA0004031","PR0011781","DAEHQSBNU","Inspection, Routine","1025","Restaurant (0 - 100 seats)","Med Risk (3)","Food - Other","Arapahoe","Tri-County Health Department","M Catering and Sides (Inside M Mart)","2000 S Havana St","Aurora","CO","80014","39.6800911","-104.8658942","2018-12-10T00:00:00.000","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1"
"FA0001530","PR0003755","DA2NPDZWQ","Inspection, Critical Item","1065","Restaurant (>200 seats)","Med Risk (3)","Food - Restaurants","Adams","Tri-County Health Department","Cinebarre","10001 Grant St","Thornton","CO","80229","39.890911","-104.879173","2018-10-02T00:00:00.000","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"FA0006441","PR0003921","DAIRPRNAP","Inspection, Routine","1025","Restaurant (0 - 100 seats)","Med Risk (3)","Food - Restaurants","Arapahoe","Tri-County Health Department","Subway 44404","3602 River Point Pkwy Unit A","Sheridan","CO","80110","39.650043","-105.009132","2018-10-02T00:00:00.000","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"FA0006896","PR0006532","DARF7OU7G","Inspection, Critical Item","1025","Restaurant (0 - 100 seats)","Med Risk (3)","Food - Restaurants","Adams","Tri-County Health Department","Goodys Eatery","3010 W 72nd Ave","Westminster","CO","80030","39.846882","-105.031418","2018-10-02T00:00:00.000","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"FA0000267","PR0000387","DA5NTZBB8","Inspection, Routine","1005","No fee license (K-12 schools, non-profit)","Med Risk (3)","Food - Institutions","Adams","Tri-County Health Department","Kemp Elementary","6775 Oneida St","Commerce City","CO","80022","39.914513","-104.923477","2018-10-02T00:00:00.000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"FA0003981","PR0011353","DA8OLSP6S","Inspection, Routine","1025","Restaurant (0 - 100 seats)","Med Risk (3)","Food - Restaurants","Arapahoe","Tri-County Health Department","Wingchesters","5428 S Parker Rd Unit 9","Aurora","CO","80015","39.615391","-104.816528","2018-12-31T00:00:00.000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","4"
"FA0010234","PR0011397","DAVPHHLAT","Inspection, Routine","1025","Restaurant (0 - 100 seats)","Low Risk (2)","Food - Restaurants","Arapahoe","Tri-County Health Department","Shipley Do-nuts","5400 Parker Rd","Aurora","CO","80015","39.61627","-104.81553","2018-12-31T00:00:00.000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2"
"FA0002687","PR0009790","DABUZNH3H","Inspection, Critical Item","1065","Restaurant (>200 seats)","High Risk (4)","Food - Restaurants","Arapahoe","Tri-County Health Department","Sweet Tomatoes Restaurant","14015 E Evans Ave","Aurora","CO","80014","39.679253","-104.826591","2018-12-31T00:00:00.000","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"FA0009958","PR0011206","DAQLEYLLJ","Inspection, Routine","1025","Restaurant (0 - 100 seats)","Med Risk (3)","Food - Restaurants","Arapahoe","Tri-County Health Department","Landmark Cafe","5500 S Quebec St","Greenwood Village","CO","80111","39.61595","-104.90278","2018-10-03T00:00:00.000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","3"
"FA0001143","PR0000704","DAPFQA2U0","Inspection, Critical Item","1025","Restaurant (0 - 100 seats)","Med Risk (3)","Food - Restaurants","Arapahoe","Tri-County Health Department","Sandcreek Lounge","16893 E Iliff Ave","Aurora","CO","80013","39.673786","-104.791496","2018-10-04T00:00:00.000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"FA0000762","PR0003115","DAIPH7LI4","Inspection, Routine","1007","Limited Food Service (convenience, other)","Very Low Risk (1)","Food - Restaurants","Arapahoe","Tri-County Health Department","Barnes and Noble Booksellers 2084","170 S Abilene St","Aurora","CO","80012","39.713017","-104.824883","2018-10-04T00:00:00.000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","2"
"FA0000138","PR0003318","DA54JIEWA","Inspection, Routine","1005","No fee license (K-12 schools, non-profit)","Med Risk (3)","Food - Institutions","Adams","Tri-County Health Department","Adams 12 Five Star Schools North Stadium","12500 Delaware St","Westminster","CO","80234","39.882786","-104.977867","2018-10-04T00:00:00.000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"
"FA0010402","PR0011655","DA5MR1IZE","Inspection, Routine","1025","Restaurant (0 - 100 seats)","Med Risk (3)","Food - Restaurants","Arapahoe","Tri-County Health Department","Golden Flame Hot Wings-Production Kitchen","18757 E Hampden Unit 152","Aurora","CO","80013-3586","39.65313882","-104.7694614","2018-10-04T00:00:00.000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"FA0004459","PR0001479","DADH874SG","Inspection, Routine","1025","Restaurant (0 - 100 seats)","Low Risk (2)","Food - Restaurants","Arapahoe","Tri-County Health Department","Taco Bell 5716","5572 S Broadway","Littleton","CO","80121","39.615704","-104.987976","2018-10-03T00:00:00.000","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","4","3","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","7"
