DIV,WD,County,Station Name,Data Source,DWR Abbrev,USGS Station ID,Station Status,Station Type,Date Time,Variable,Stage,Amount,Units,Flag,More Information,Location,UTM x,UTM y,Location Accuracy,Counties
4,41,MONTROSE,"IRONSTONE CANAL NEAR OLATHE, CO",Co. Division of Water Resources,IRNSTNCO,,Active,Diversion,08/29/2022 04:15:00 PM,DISCHRG,5.24,381,CFS,,https://dwr.state.co.us/Tools/Stations/IRNSTNCO,"(38.568838, -107.979397)",240425,4273141,User supplied,32
4,68,OURAY,"UNCOMPAHGRE RIVER NEAR OURAY, CO",U.S. Geological Survey,UNCOURCO,09146020,Active,Stream,08/29/2022 04:00:00 PM,DISCHRG,,92.7,CFS,,https://dwr.state.co.us/Tools/Stations/UNCOURCO,"(38.043332, -107.683131)",264547.4,4214021.1,User supplied,1061
4,59,GUNNISON,"TAYLOR RIVER BELOW TAYLOR PARK RESERVOIR, CO.",U.S. Geological Survey,TAYBERCO,09109000,Active,Stream,08/29/2022 04:00:00 PM,DISCHRG,,231,CFS,,https://dwr.state.co.us/Tools/Stations/TAYBERCO,"(38.818329, -106.60921)",360297.1,4297846.4,User supplied,1005
4,40,DELTA,"ALFALFA DITCH NEAR ECKERT, CO",Co. Division of Water Resources,ALFECKCO,,Active,Diversion,08/29/2022 04:45:00 PM,DISCHRG,0.23,2.3,CFS,,https://dwr.state.co.us/Tools/Stations/ALFECKCO,"(38.854726, -107.929185)",245816.4,4304733.1,User supplied,1443
4,59,GUNNISON,SPRING CREEK RESERVOIR,Co. Division of Water Resources,SPCRESCO,,Active,Reservoir,08/29/2022 04:15:00 PM,STORAGE,9.54,-888,AF,M,https://dwr.state.co.us/Tools/Stations/SPCRESCO,"(38.861175, -106.707025)",351892.6,4302755.7,GPS,1005
4,40,DELTA,"EAST CANAL TAIL AT DRAGON'S TEETH DROP, CO",Co. Division of Water Resources,UVTECNCO,,Active,Diversion,08/29/2022 04:45:00 PM,DISCHRG,0.98,-888,CFS,M,https://dwr.state.co.us/Tools/Stations/UVTECNCO,"(38.700146, -107.961377)",242466,4287665,GPS,1443
4,40,DELTA,"SURFACE CREEK NEAR CEDAREDGE, CO",U.S. Geological Survey,SURCEDCO,09143000,Active,Stream,08/29/2022 04:30:00 PM,DISCHRG,,28.8,CFS,,https://dwr.state.co.us/Tools/Stations/SURCEDCO,"(38.984712, -107.854523)",252748.3,4318955.6,User supplied,1443
4,40,DELTA,HIGHLINE DITCH ON LEROUX CREEK NEAR LAZEAR,Co. Division of Water Resources,LELAHICO,,Active,Diversion,08/29/2022 04:15:00 PM,DISCHRG,0.95,14,CFS,,https://dwr.state.co.us/Tools/Stations/LELAHICO,"(38.895461, -107.794927)",257607,4308889,User supplied,1443
4,40,GUNNISON,MUDDY CREEK BELOW PAONIA RESERVOIR,Co. Division of Water Resources,MUDBPRCO,09131500,Active,Stream,08/29/2022 04:30:00 PM,DISCHRG,4.5,151,CFS,,https://dwr.state.co.us/Tools/Stations/MUDBPRCO,"(38.940461, -107.357242)",295700,4312811,User supplied,1005
4,59,GUNNISON,"ELK CREEK AT COAL CREEK ABV CRESTED BUTTE, CO",U.S. Geological Survey,ELKCOLCO,09110990,Active,Stream,08/29/2022 04:15:00 PM,DISCHRG,,0.78,CFS,,https://dwr.state.co.us/Tools/Stations/ELKCOLCO,"(38.857007, -107.059805)",321272,4302923.9,Digitized,1005
4,41,MONTROSE,SOUTH CANAL NEAR MONTROSE,Co. Division of Water Resources,SOUCANCO,,Active,Diversion,08/29/2022 04:30:00 PM,DISCHRG,4.88,1050,CFS,,https://dwr.state.co.us/Tools/Stations/SOUCANCO,"(38.482886, -107.75674)",259541,4262995,User supplied,32
4,62,MONTROSE,"GUNNISON RIVER BELOW GUNNISON TUNNEL, CO",U.S. Geological Survey,GUNBEPCO,09128000,Active,Stream,08/29/2022 04:30:00 PM,DISCHRG,,447,CFS,,https://dwr.state.co.us/Tools/Stations/GUNBEPCO,"(38.529154, -107.648957)",269091.9,4267854.5,User supplied,32
4,60,SAN MIGUEL,"SAN MIGUEL RIVER NEAR PLACERVILLE, CO",U.S. Geological Survey,SMGPLACO,09172500,Active,Stream,08/29/2022 04:05:00 PM,DISCHRG,,171,CFS,,https://dwr.state.co.us/Tools/Stations/SMGPLACO,"(38.042502, -108.133347)",225027.3,4215166.4,User supplied,1069
4,61,MONTROSE,"DOLORES RIVER AT BEDROCK, CO",U.S. Geological Survey,DOLBEDCO,09169500,Active,Stream,08/29/2022 04:15:00 PM,DISCHRG,,57.9,CFS,,https://dwr.state.co.us/Tools/Stations/DOLBEDCO,"(38.310273, -108.885396)",160255.3,4247388.1,User supplied,32
4,60,MONTROSE,"SAN MIGUEL RIVER AT URAVAN, CO.",U.S. Geological Survey,SANURECO,09177000,Active,Stream,08/29/2022 04:15:00 PM,DISCHRG,,137,CFS,,https://dwr.state.co.us/Tools/Stations/SANURECO,"(38.357215, -108.71289)",175554.4,4251978.3,User supplied,32
4,40,GUNNISON,"PAONIA RESERVOIR NEAR BARDINE, CO",U.S. Geological Survey,PAORESCO,09131495,Active,Reservoir,08/29/2022 04:00:00 PM,STORAGE,,2237,CFS,,https://dwr.state.co.us/Tools/Stations/PAORESCO,"(38.943051, -107.352563)",296112.9,4313088.1,User supplied,1005
4,41,MONTROSE,GARNET DITCH,Co. Division of Water Resources,GARNETCO,,Active,Diversion,08/29/2022 04:30:00 PM,DISCHRG,1.52,55.4,CFS,,https://dwr.state.co.us/Tools/Stations/GARNETCO,"(38.664208, -108.004801)",238558,4283799,User supplied,32
4,68,OURAY,"UNCOMPAHGRE RIVER NEAR RIDGWAY, CO.",U.S. Geological Survey,UNCRIDCO,09146200,Active,Stream,08/29/2022 04:00:00 PM,DISCHRG,,136,CFS,,https://dwr.state.co.us/Tools/Stations/UNCRIDCO,"(38.183883, -107.745906)",259499.3,4229781.2,User supplied,1061
4,28,SAGUACHE,RAZOR CREEK BELOW VOUGA RESERVOIR NEAR DOYLEVILLE,Co. Division of Water Resources,RAZBVGCO,,Active,Stream,08/29/2022 04:00:00 PM,DISCHRG,0.27,1.38,CFS,,https://dwr.state.co.us/Tools/Stations/RAZBVGCO,"(38.356041, -106.664453)",354571,4246630,User supplied,1067
4,42,MESA,GUNNISON RIVER BELOW REDLANDS DIVERSION DAM,Co. Division of Water Resources,GUNREDCO,,Active,Stream,08/29/2022 04:30:00 PM,DISCHRG,1.67,409,CFS,,https://dwr.state.co.us/Tools/Stations/GUNREDCO,"(39.03819, -108.570103)",190984,4327082,User supplied,1015
4,68,OURAY,COW CREEK NEAR RIDGWAY RESERVOIR,Co. Division of Water Resources,COWCRKCO,,Active,Stream,08/29/2022 04:45:00 PM,DISCHRG,1.35,27.3,CFS,,https://dwr.state.co.us/Tools/Stations/COWCRKCO,"(38.245126, -107.75198)",259169,4236594,User supplied,1061
4,42,MESA,REDLANDS CANAL NEAR GRAND JUNCTION,Co. Division of Water Resources,RLCGRJCO,,Active,Diversion,08/29/2022 04:30:00 PM,DISCHRG2,,829,CFS,,https://dwr.state.co.us/Tools/Stations/RLCGRJCO,"(39.04806, -108.576053)",190512,4328198,User supplied,1015
4,41,DELTA,"UNCOMPAHGRE RIVER AT DELTA, CO.",U.S. Geological Survey,UNCDELCO,09149500,Active,Stream,08/29/2022 04:15:00 PM,DISCHRG,,333,CFS,,https://dwr.state.co.us/Tools/Stations/UNCDELCO,"(38.741951, -108.080426)",232266.8,4292646.9,User supplied,1443
4,62,GUNNISON,"SILVER JACK RESERVOIR NEAR CIMARRON, CO",U.S. Geological Survey,SJKRESCO,09125800,Active,Reservoir,08/29/2022 04:00:00 PM,STORAGE,,5567,CFS,,https://dwr.state.co.us/Tools/Stations/SJKRESCO,"(38.232779, -107.541739)",277533.2,4234696.6,User supplied,1005
4,59,GUNNISON,"TAYLOR RIVER AT TAYLOR PARK, CO.",U.S. Geological Survey,TAYATPCO,09107000,Active,Stream,08/29/2022 04:00:00 PM,DISCHRG,,61.7,CFS,,https://dwr.state.co.us/Tools/Stations/TAYATPCO,"(38.860276, -106.566706)",364066.8,4302437.1,User supplied,1005
4,40,DELTA,"ALFALFA RUN BELOW FRUIT GROWERS RESERVOIR, CO",Co. Division of Water Resources,ALFFRUCO,,Active,Stream,08/29/2022 04:15:00 PM,DISCHRG,0.56,6.41,CFS,,https://dwr.state.co.us/Tools/Stations/ALFFRUCO,"(38.826671, -107.955283)",243449.7,4301692.3,User supplied,1443
4,40,DELTA,OVERLAND DITCH @ 8 FT PARSHALL FLUME,Co. Division of Water Resources,OVRLNDCO,,Active,Diversion,08/29/2022 04:45:00 PM,DISCHRG,1.06,34.6,CFS,,https://dwr.state.co.us/Tools/Stations/OVRLNDCO,"(38.923352, -107.794603)",257730,4311984,User supplied,1443
4,28,SAGUACHE,"COCHETOPA CREEK BELOW ROCK CREEK NEAR PARLIN, CO",U.S. Geological Survey,CHETOPCO,09118450,Active,Stream,08/29/2022 04:15:00 PM,DISCHRG,,59.7,CFS,,https://dwr.state.co.us/Tools/Stations/CHETOPCO,"(38.337228, -106.773618)",344991.6,4244720,User supplied,1067
4,40,DELTA,KISER CREEK ABOVE BIG DITCH HEADGATE,Co. Division of Water Resources,KISCRKCO,,Active,Stream,08/29/2022 04:30:00 PM,DISCHRG,0.79,13.8,CFS,,https://dwr.state.co.us/Tools/Stations/KISCRKCO,"(38.965534, -107.942505)",245057,4317070,User supplied,1443
4,41,MONTROSE,ABC LATERAL,Co. Division of Water Resources,ABCLATCO,,Active,Diversion,08/29/2022 04:30:00 PM,DISCHRG1,2.48,51,CFS,,https://dwr.state.co.us/Tools/Stations/ABCLATCO,"(38.485076, -107.750198)",260119,4263221,User supplied,32
4,59,GUNNISON,"EAST RIVER BELOW CEMENT CREEK NR CRESTED BUTTE, CO",U.S. Geological Survey,EASCEMCO,09112200,Active,Stream,08/29/2022 04:15:00 PM,DISCHRG,,129,CFS,,https://dwr.state.co.us/Tools/Stations/EASCEMCO,"(38.784164, -106.870889)",337500.4,4294487.1,User supplied,1005
4,62,MONTROSE,"CIMARRON RIVER BLW SQUAW CREEK AT CIMARRON, CO",U.S. Geological Survey,CIMSQWCO,09127000,Active,Stream,08/29/2022 04:15:00 PM,DISCHRG,,50.8,CFS,,https://dwr.state.co.us/Tools/Stations/CIMSQWCO,"(38.446948, -107.55523)",277009.8,4258499.1,User supplied,32
4,61,MONTROSE,"DOLORES RIVER NEAR BEDROCK, CO.",U.S. Geological Survey,DOLBENCO,09171100,Active,Stream,08/29/2022 03:45:00 PM,DISCHRG,,68.6,CFS,,https://dwr.state.co.us/Tools/Stations/DOLBENCO,"(38.356942, -108.833452)",165014.5,4252378.7,User supplied,32
4,40,MONTROSE,"FQ LATERAL TAIL NEAR PEA GREEN, CO",Co. Division of Water Resources,UVTFQLCO,,Active,Diversion,08/29/2022 04:45:00 PM,DISCHRG,0.78,8.58,CFS,,https://dwr.state.co.us/Tools/Stations/UVTFQLCO,"(38.661083, -108.115195)",228939,4283773,GPS,32
4,40,GUNNISON,MUDDY CREEK ABOVE PAONIA RESERVOIR,Co. Division of Water Resources,MUDAPRCO,09131490,Active,Stream,08/29/2022 04:45:00 PM,DISCHRG,5.2,21.7,CFS,,https://dwr.state.co.us/Tools/Stations/MUDAPRCO,"(38.98751, -107.347847)",296649,4318012,User supplied,1005
4,40,DELTA,"CRAWFORD RESERVOIR NEAR CRAWFORD, CO",U.S. Geological Survey,CRARESCO,09129550,Active,Reservoir,08/29/2022 04:00:00 PM,STORAGE,,2589,CFS,,https://dwr.state.co.us/Tools/Stations/CRARESCO,"(38.691382, -107.606179)",273332.9,4285753.1,User supplied,1443
4,59,GUNNISON,"TAYLOR PARK RESERVOIR AT TAYLOR PARK, CO.",U.S. Geological Survey,TAYRESCO,09108500,Active,Reservoir,08/29/2022 04:30:00 PM,STORAGE,,71040,CFS,,https://dwr.state.co.us/Tools/Stations/TAYRESCO,"(38.818789, -106.607239)",360469,4297894,User supplied,1005
4,60,SAN MIGUEL,"SOUTH FORK SAN MIGUEL RIVER NEAR OPHIR, CO",U.S. Geological Survey,SFSANOCO,09171310,Active,Stream,08/29/2022 04:15:00 PM,DISCHRG,,77.6,CFS,,https://dwr.state.co.us/Tools/Stations/SFSANOCO,"(37.873114, -107.894459)",245411.3,4195686.3,User supplied,1069
4,41,MONTROSE,UNCOMPAHGRE RIVER AT UNCOMPAHGRE ROAD BRIDGE,Co. Division of Water Resources,UNCBRGCO,,Active,Stream,08/29/2022 04:15:00 PM,DISCHRG,3.94,943,CFS,,https://dwr.state.co.us/Tools/Stations/UNCBRGCO,"(38.377959, -107.81014)",254527,4251490,User supplied,32
4,59,GUNNISON,"OHIO CREEK ABOVE MOUTH NR GUNNISON, CO",U.S. Geological Survey,OHIOCRCO,09113980,Active,Stream,08/29/2022 04:00:00 PM,DISCHRG,,38.7,CFS,,https://dwr.state.co.us/Tools/Stations/OHIOCRCO,"(38.587773, -106.931438)",331780.6,4272801.3,User supplied,1005
4,41,MONTROSE,MONTROSE & DELTA CANAL,Co. Division of Water Resources,MANDCNCO,,Active,Diversion,08/29/2022 04:30:00 PM,DISCHRG,3.83,489,CFS,,https://dwr.state.co.us/Tools/Stations/MANDCNCO,"(38.394471, -107.826349)",253167,4253366,User supplied,32
4,59,GUNNISON,"GUNNISON RIVER AT GUNNISON WHITEWATER PARK, CO",U.S. Geological Survey,GUNGWPCO,09114520,Active,Stream,08/29/2022 04:00:00 PM,DISCHRG,,459,CFS,,https://dwr.state.co.us/Tools/Stations/GUNGWPCO,"(38.533279, -106.949092)",330115,4266786,User supplied,1005
4,40,DELTA,"GUNNISON RIVER AT DELTA, CO.",U.S. Geological Survey,GUNDELCO,09144250,Active,Stream,08/29/2022 04:15:00 PM,DISCHRG,,675,CFS,,https://dwr.state.co.us/Tools/Stations/GUNDELCO,"(38.753048, -108.078419)",232483.4,4293872.6,User supplied,1443
4,40,DELTA,"SURFACE CREEK AT CEDAREDGE, CO.",U.S. Geological Survey,SURACECO,09143500,Active,Stream,08/29/2022 04:30:00 PM,DISCHRG,,18.9,CFS,,https://dwr.state.co.us/Tools/Stations/SURACECO,"(38.901656, -107.921187)",246677,4309919.8,User supplied,1443
4,68,OURAY,"RIDGWAY RESERVOIR NEAR RIDGWAY, CO",U.S. Geological Survey,RIDRESCO,09147022,Active,Reservoir,08/29/2022 04:15:00 PM,STORAGE,,62490,CFS,,https://dwr.state.co.us/Tools/Stations/RIDRESCO,"(38.237215, -107.758125)",258605,4235732.1,User supplied,1061
4,40,MONTROSE,"CQ LATERAL TAIL NEAR PEA GREEN, CO",Co. Division of Water Resources,UVTCQLCO,,Active,Diversion,08/29/2022 04:00:00 PM,DISCHRG,0.92,11.1,CFS,,https://dwr.state.co.us/Tools/Stations/UVTCQLCO,"(38.632666, -108.13048)",227501,4280664,GPS,32
4,28,SAGUACHE,TOMMY DITCH NEAR DOYLEVILLE,Co. Division of Water Resources,TOMMYDCO,,Active,Stream,08/29/2022 04:30:00 PM,DISCHRG,0,-999,CFS,Ssn,https://dwr.state.co.us/Tools/Stations/TOMMYDCO,"(38.345084, -106.657382)",355167,4245403,User supplied,1067
4,28,SAGUACHE,"TOMICHI CREEK AT SARGENTS, CO",U.S. Geological Survey,TOMSARCO,09115500,Active,Stream,08/29/2022 04:00:00 PM,DISCHRG,,34.7,CFS,,https://dwr.state.co.us/Tools/Stations/TOMSARCO,"(38.395037, -106.422639)",375767.3,4250603.6,User supplied,1067
4,40,DELTA,LEROUX CREEK ABOVE CARL SMITH RESERVOIR,Co. Division of Water Resources,LRASMICO,,Active,Stream,08/29/2022 04:45:00 PM,DISCHRG,1.81,30.3,CFS,,https://dwr.state.co.us/Tools/Stations/LRASMICO,"(38.963278, -107.736986)",262859,4316264,User supplied,1443
4,59,GUNNISON,"TAYLOR RIVER AT ALMONT, CO.",U.S. Geological Survey,TAYALMCO,09110000,Active,Stream,08/29/2022 04:00:00 PM,DISCHRG,,289,CFS,,https://dwr.state.co.us/Tools/Stations/TAYALMCO,"(38.66444, -106.845323)",339452.6,4281155.4,User supplied,1005
4,62,GUNNISON,"LAKE FORK AT GATEVIEW, CO.",U.S. Geological Survey,LAKFORCO,09124500,Active,Stream,08/29/2022 04:00:00 PM,DISCHRG,,176,CFS,,https://dwr.state.co.us/Tools/Stations/LAKFORCO,"(38.298887, -107.230064)",304992.8,4241330.2,User supplied,1005
4,40,DELTA,OVERLAND DITCH AT OAK MESA,Co. Division of Water Resources,OAKMSACO,,Active,Diversion,08/29/2022 04:30:00 PM,DISCHRG,1.09,36.2,CFS,,https://dwr.state.co.us/Tools/Stations/OAKMSACO,"(38.950143, -107.700263)",265998,4314711,User supplied,1443
4,28,SAGUACHE,RAZOR CREEK ABOVE VOUGA RESERVOIR NEAR DOYLEVILLE,Co. Division of Water Resources,RAZAVUCO,,Active,Stream,08/29/2022 04:30:00 PM,DISCHRG,0.19,2.63,CFS,,https://dwr.state.co.us/Tools/Stations/RAZAVUCO,"(38.345005, -106.657849)",355126,4245395,User supplied,1067
4,42,MESA,"GUNNISON RIVER NEAR GRAND JUNCTION, CO.",U.S. Geological Survey,GUNGRJCO,09152500,Active,Stream,08/29/2022 04:30:00 PM,DISCHRG,,1240,CFS,,https://dwr.state.co.us/Tools/Stations/GUNGRJCO,"(38.983319, -108.45066)",201094.4,4320591.3,User supplied,1015
4,41,MONTROSE,FAIRVIEW INLET OFF THE SOUTH CANAL NEAR MONTROSE,Co. Division of Water Resources,FAIRVWCO,,Active,Diversion,08/29/2022 04:15:00 PM,DISCHRG,0.86,15.3,CFS,,https://dwr.state.co.us/Tools/Stations/FAIRVWCO,"(38.473952, -107.769168)",258427,4262036,User supplied,32
4,40,GUNNISON,"ANTHRACITE CREEK ABOVE MOUTH NEAR SOMERSET, CO",U.S. Geological Survey,ANTABMCO,09132095,Active,Stream,08/29/2022 04:30:00 PM,DISCHRG,,83.6,CFS,,https://dwr.state.co.us/Tools/Stations/ANTABMCO,"(38.937222, -107.358346)",295595.2,4312454.5,User supplied,1005
4,42,MESA,KANNAH CREEK BELOW JUNIATA ENLARGED DIVERSION,Co. Division of Water Resources,KANJUNCO,,Active,Stream,08/29/2022 04:45:00 PM,DISCHRG,0.36,4.55,CFS,,https://dwr.state.co.us/Tools/Stations/KANJUNCO,"(38.96137, -108.239268)",219323,4317481,User supplied,1015
4,41,MONTROSE,UNCOMPAHGRE RIVER NEAR OLATHE,Co. Division of Water Resources,UNCOLACO,,Active,Stream,08/29/2022 04:15:00 PM,DISCHRG,2.63,65.8,CFS,,https://dwr.state.co.us/Tools/Stations/UNCOLACO,"(38.59954, -107.982641)",240253,4276558,User supplied,32
4,60,MONTROSE,SAN MIGUEL RIVER AT BROOKS BRIDGE NEAR NUCLA CO,U.S. Geological Survey,SANBROCO,09174600,Active,Stream,08/29/2022 04:30:00 PM,DISCHRG,,68.2,CFS,,https://dwr.state.co.us/Tools/Stations/SANBROCO,"(38.244158, -108.502044)",193507.9,4238707.4,User supplied,32
4,62,HINSDALE,"LAKE FORK BLW LAKE SAN CRISTOBAL NR LAKE CITY, CO",U.S. Geological Survey,LAKFBLCO,09123450,Active,Stream,08/29/2022 04:30:00 PM,DISCHRG,,66.8,CFS,,https://dwr.state.co.us/Tools/Stations/LAKFBLCO,"(37.984365, -107.291949)",298717.5,4206558.5,User supplied,28
4,41,MONTROSE,LOUTSENHIZER CANAL,Co. Division of Water Resources,LOUTCNCO,,Active,Diversion,08/29/2022 04:30:00 PM,DISCHRG,6.19,120,CFS,,https://dwr.state.co.us/Tools/Stations/LOUTCNCO,"(38.437548, -107.861902)",250210,4258243,User supplied,32
4,42,MESA,JUNIATA ENLARGMENT DIVERSION,Co. Division of Water Resources,JUNLRGCO,,Active,Diversion,08/29/2022 04:45:00 PM,DISCHRG,-0.26,0,CFS,,https://dwr.state.co.us/Tools/Stations/JUNLRGCO,"(38.961613, -108.239279)",219323,4317508,GPS,1015
4,60,SAN MIGUEL,TROUT LAKE (LEVEL & ALARM),Co. Division of Water Resources,TROUTLVL,,Active,Reservoir,08/29/2022 04:15:00 PM,STORAGE,19.87,2701,AF,,https://dwr.state.co.us/Tools/Stations/TROUTLVL,"(37.828797, -107.88767)",245856,4190749,User supplied,1069
4,62,GUNNISON,"CIMARRON RIVER NEAR CIMARRON, CO",U.S. Geological Survey,CIMCIMCO,09126000,Active,Stream,08/29/2022 04:15:00 PM,DISCHRG,,124,CFS,,https://dwr.state.co.us/Tools/Stations/CIMCIMCO,"(38.258201, -107.546122)",277227,4237528.8,User supplied,1005
4,40,DELTA,"FRUIT GROWERS RESERVOIR NEAR ORCHARD CITY, CO",U.S. Geological Survey,FRUORCCO,09143600,Active,Reservoir,08/29/2022 04:00:00 PM,STORAGE,,881.5,CFS,,https://dwr.state.co.us/Tools/Stations/FRUORCCO,"(38.826719, -107.954825)",243490,4301696,GPS,1443
4,40,DELTA,"SMITH FORK NEAR LAZEAR, CO.",U.S. Geological Survey,SMILAZCO,09129600,Active,Stream,08/29/2022 04:15:00 PM,DISCHRG,,0,CFS,,https://dwr.state.co.us/Tools/Stations/SMILAZCO,"(38.707451, -107.710145)",264341.6,4287798.9,User supplied,1443
4,59,GUNNISON,"EAST RIVER AT ALMONT, CO",U.S. Geological Survey,EASALMCO,09112500,Active,Stream,08/29/2022 04:15:00 PM,DISCHRG,,180,CFS,,https://dwr.state.co.us/Tools/Stations/EASALMCO,"(38.664441, -106.848104)",339210.9,4281160.2,User supplied,1005
4,40,MONTROSE,"MONTROSE & DELTA CANAL TAIL ABOVE STATE HWY 348, CO",Co. Division of Water Resources,UVTMDCCO,,Active,Diversion,08/29/2022 04:15:00 PM,DISCHRG,1.52,24,CFS,,https://dwr.state.co.us/Tools/Stations/UVTMDCCO,"(38.622505, -108.09593)",230471,4279434,GPS,32
4,59,GUNNISON,"OHIO CREEK NEAR BALDWIN, CO.",U.S. Geological Survey,OHIBALCO,09113500,Active,Stream,08/29/2022 04:30:00 PM,DISCHRG,,33.5,CFS,,https://dwr.state.co.us/Tools/Stations/OHIBALCO,"(38.702219, -106.998391)",326226.1,4285627.3,User supplied,1005
4,59,GUNNISON,"GUNNISON RIVER NEAR GUNNISON, CO.",U.S. Geological Survey,GUNGUNCO,09114500,Active,Stream,08/29/2022 04:15:00 PM,DISCHRG,,511,CFS,,https://dwr.state.co.us/Tools/Stations/GUNGUNCO,"(38.541946, -106.949774)",330075.7,4267748.6,User supplied,1005
4,40,DELTA,BIG DITCH ON SURFACE CREEK AT CEDAREDGE,Co. Division of Water Resources,BIGSURCO,,Active,Stream,08/29/2022 04:30:00 PM,DISCHRG2,0.85,14.6,CFS,,https://dwr.state.co.us/Tools/Stations/BIGSURCO,"(38.901605, -107.921438)",246655,4309915,User supplied,1443
4,68,OURAY,"DALLAS CREEK NEAR RIDGWAY, CO",U.S. Geological Survey,DALRIDCO,09147000,Active,Stream,08/29/2022 04:00:00 PM,DISCHRG,,51.2,CFS,,https://dwr.state.co.us/Tools/Stations/DALRIDCO,"(38.177778, -107.758404)",258384,4229135.5,User supplied,1061
4,68,OURAY,"UNCOMPAHGRE RIVER AT COLONA, CO.",U.S. Geological Survey,UNCCOLCO,09147500,Active,Stream,08/29/2022 04:15:00 PM,DISCHRG,,206,CFS,,https://dwr.state.co.us/Tools/Stations/UNCCOLCO,"(38.331439, -107.77923)",257072,4246245,User supplied,1061
4,40,DELTA,NORTH FORK GUNNISON RIVER BELOW LEROUX CREEK,Co. Division of Water Resources,NORLUXCO,09135950,Active,Stream,08/29/2022 04:30:00 PM,DISCHRG,7.6,79,CFS,,https://dwr.state.co.us/Tools/Stations/NORLUXCO,"(38.788454, -107.739182)",262086,4296865,User supplied,1443
4,68,OURAY,"UNCOMPAHGRE RIVER BELOW RIDGWAY RESERVOIR, CO",U.S. Geological Survey,UNCBRRCO,09147025,Active,Stream,08/29/2022 04:30:00 PM,DISCHRG,,208,CFS,,https://dwr.state.co.us/Tools/Stations/UNCBRRCO,"(38.240561, -107.760319)",258424.2,4236109.1,User supplied,1061
4,40,DELTA,"NORTH FK GUNNISON RIVER ABOVE MOUTH NR LAZEAR, CO",U.S. Geological Survey,NFGMOUCO,09136100,Active,Stream,08/29/2022 04:15:00 PM,DISCHRG,,119,CFS,,https://dwr.state.co.us/Tools/Stations/NFGMOUCO,"(38.785169, -107.833432)",253887.4,4296750.4,User supplied,1443
