"lawid","title","text","enacteddate","amendeddate","isrecent","sequencenumber","type","agency","significantupdatedate","expireddate","archiveddate","repealeddate","topic","technologycategories","incentivecategories","regulationcategories","usercategories","references"
"6293","Renewable and Alternative Fuel Storage Tank Regulations","The Colorado Division of Oil and Public Safety is responsible for
enforcing rules concerning the placement of underground and
aboveground storage tanks that contain renewable fuel. These
rules must be promulgated so that the process of obtaining a
permit for an underground storage tank that contains renewable
fuel is more efficient and affordable. For the purpose of this
regulation, a renewable fuel is a motor vehicle fuel that is
produced from plant or animal products or wastes as opposed to
fossil fuel sources. (Reference Colorado Revised Statutes ( http://www.lexisnexis.com/hottopics/michie/ ) 8-20.5-202 and
8-20.5-302)","2007-06-01 00:00:00 UTC",,"FALSE","80","Laws and Regulations",,,,,,,"ETH|BIOD",,"OTHER","STATION","http://www.sos.state.co.us/CCR/Welcome.do|http://www.lexisnexis.com/hottopics/michie/"
"6581","Low-Speed Electric Vehicle (EV) Access to Roadways","A low-speed EV is a self-propelled vehicle using electricity as
its primary propulsion method, has at least three wheels in
contact with the ground, does not use handlebars to steer,
displays a vehicle identification number, and meets manufacturer
requirements as defined in Title 49 of the Code of Federal
Regulations ( http://www.gpo.gov/fdsys/browse/collectionCfr.action?collectionCode=CFR ), section 565. A low-speed EV may be operated on a roadway with
a speed limit of up to 40 miles per hour (mph) as long as the
roadway's lane is at least 11 feet wide, the roadway provides two
or more lanes in either direction, and the Colorado Department of
Transportation has determined that operation of a low-speed EV on
the roadway poses no substantial safety risk. Otherwise, a
low-speed EV may only be operated on a roadway with a speed limit
of 35 miles per hour (mph) or less. Regardless, a low-speed EV
may directly cross any roadway with a speed limit greater than 35
mph. Low-speed EVs may not be sold or offered for sale unless
they comply with state vehicle safety requirements.

A Class-B low-speed EV is defined as a low-speed EV that is
capable of traveling at greater than 25 mph but less than 45 mph.
A Class-B low-speed EV may be operated only on a roadway with a
speed limit of 45 mph or less, but may directly cross a roadway
with a speed limit greater than 45 mph. The Colorado Department
of Revenue may not register or issue a title for a Class-B
low-speed EV until after the U.S. Department of Transportation
has adopted a federal motor vehicle safety standard for low-speed
EVs that authorizes operation at greater than 25 mph but less
than 45 mph. Neither a low-speed EV nor a Class-B low-speed EV
may be operated on a limited-access highway.(Reference Colorado
Revised Statutes ( http://www.lexisnexis.com/hottopics/michie/ )
12-6-120, 42-1-102, 42-4-109.5, 42-4-109.6)",,,"FALSE","65","Laws and Regulations",,,,,,,"NEVS",,"DREST","IND|FLEET","http://www.lexisnexis.com/hottopics/michie/"
"5619","State Agency Alternative Fuel Use and Vehicle Acquisition Requirement","The Colorado Department of Personnel and Administration (DPA)
requires all state-owned diesel vehicles and equipment to be
fueled with a fuel blend of 20% biodiesel (B20), subject to the
availability of the fuel and so long as the price differential is
not greater than $0.10 more per gallon as compared to
conventional diesel. Biodiesel is defined as fuel composed of
mono-alkyl esters of long chain fatty acids derived from plant or
animal matter that meets ASTM specifications and is produced in
Colorado.

Additionally, DPA has adopted a policy to increase the use of
alternative fuels and establish objectives to increase its use
for each succeeding year. DPA must purchase motor vehicles that
operate on compressed natural gas (CNG), plug-in hybrid electric
vehicles, or vehicles that operate on other alternative fuels,
subject to the availability of vehicles and adequate fueling
infrastructure and assuming the incremental base or life cycle
cost of the vehicle is not more than 10% over the cost of a
comparable dedicated conventional vehicle. DPA may adopt a policy
to allow some vehicles to be exempt from this requirement.

Beginning in 2013, on or before November 1 of each year, DPA must
submit a report to the general assembly outlining vehicle
purchases, including alternative fuel and conventional vehicles;
alternative fueling infrastructure availability in the state;
alternative fuel vehicle (AFV) purchase exemptions;
administrative policies in place to facilitate the purchase of
AFVs; suggested changes to facilitate the gradual conversion of
the motor vehicle fleet to AFVs; and a plan for the necessary
infrastructure development.

In addition, each state agency must develop a plan to improve
commuting options for its employees. The plans should evaluate
opportunities including plug-in electric vehicle charging.

(Reference Senate Bill ( http://www.leg.state.co.us/clics/clics2013A/cslFrontPages.nsf/HomeSplash?OpenForm ) 13-070, 2013; Executive Order ( http://www.colorado.gov/cs/Satellite/GovRitter/GOVR/1177024890415 ) D0012 07, 2007; and Colorado Revised Statutes ( http://www.lexisnexis.com/hottopics/michie/ ) 24-30-1104)",,"2010-04-22 00:00:00 UTC","FALSE","85","Laws and Regulations",,,,,,,"HEV|NG|ETH|BIOD",,"REQ","FLEET","http://www.colorado.gov/cs/Satellite/GovRitter/GOVR/1177024890415|http://www.lexisnexis.com/hottopics/Colorado/"
"11565","Alternative Fuel Vehicle (AFV) Fleet Technical Assistance","The Colorado Energy Office and the Regional Air Quality Council
administer Refuel Colorado Fleets, a free energy coaching program for
fleet managers and communities. The program helps fleet managers
identify AFV options and develop a business case. Energy coaches guide
fleet managers through the acquisition process by providing technical
expertise on issues such as fueling, incentives, maintenance, and
safety. Energy coaches also work with local leaders, fuel providers, and
dealerships to encourage AFV development in each community. For more
information, including a list of regional contacts, see the [Refuel
Colorado Fleets](http://refuelcolorado.com/colorado-fleet-resources)
website.
",,,"TRUE","17","State Incentives",,"2015-02-05 18:32:02 UTC",,,,,"ETH|LPG|BIOD|HEV|ELEC|NG|HY","OTHER",,"FLEET|STATION",
"5246","Alternative Fuel, Advanced Vehicle, and Idle Reduction Technology Tax Credit","The Colorado Department of Revenue offers the Innovative Motor
Vehicle Credit for a vehicle titled and registered in Colorado
that uses or is converted to use an alternative fuel, is a hybrid
electric vehicle (HEV), is a plug-in hybrid electric vehicle
(PHEV), or has its power source replaced with one that uses an
alternative fuel. Electric vehicles (EVs) and PHEVs must have a
maximum speed of at least 55 miles per hour. Qualified idle
reduction technologies are also eligible for the tax credit.
Credits for vehicles purchased or converted January 1, 2012,
through December 31, 2021, are based on defined vehicle and
technology categories as listed below. Credit amounts vary for
each category and tax year with percentages applying to
incremental cost for alternative fuel vehicle (AFV) purchases and
power source replacements and actual cost for conversions and
idle reduction technologies.

Category
2013
2014-2018
2019
2020
2021

1 - Original equipment manufacturer (OEM) light-duty EV or PHEV
See below
See below
See below
See below
See below

1A - Conversion of a light-duty motor vehicle to a EV or PHEV
75%
75%
56.25%
37.5%
18.75%

2 - Light-duty diesel-electric hybrid passenger vehicle with a
minimum fuel economy of 70 miles per gallon (mpg)
25%
15%
11.25%
7.5%
3.75%

3 - Light-duty passenger vehicle, light-duty truck, or
medium-duty diesel-electric truck conversion that increases
original fuel economy by at least 40%
35%
25%
18.75%
12.5%
6.52%

4 - Dedicated or bi-fuel OEM light-duty passenger vehicle,
light-duty truck, or medium-duty truck powered by compressed
natural gas (CNG) or liquefied petroleum gas (LPG or propane)
10.5%
12.25% (2014-2016); 10.5% (2016-2018)
7.875%
5.25%
2.625%

4A - Dedicated or bi-fuel light-duty passenger vehicle,
light-duty truck, or medium-duty truck converted to use CNG or
propane
35%
25%
18.75%
12.5%
6.25%

5 - Idle reduction technologies
25%
25%
18.75%
12.5%
6.25%

Credits for EVs and PHEVs in Category 1 are equal to the actual
cost incurred to purchase or lease the vehicle, multiplied by the
battery capacity, and divided by 100. That amount must be
multiplied by a factor to determine the credit amount, as
follows: 1.0 for 2013-2018, 0.75 for 2019, 0.50 for 2020, and
0.25 for 2021.

The credit is capped at $6,000 for the following: OEM or
converted AFVs, HEVs, PHEVs, idle reduction technologies, and
power source replacements. The credit for PHEV conversions is
capped at $7,500 until January 1, 2014, and $6,000 thereafter. A
person who claimed a tax credit in previous years for the
purchase or lease of Model Year 2004 and newer HEV may claim an
additional credit for the conversion of the same vehicle to a
PHEV. The purchase of a used vehicle may qualify if the vehicle
was not previously registered in Colorado. Credits may not be
carried forward and a taxpayer will receive a refund for the
excess credit.

Credits for CNG, electric, and plug-in hybrid electric vehicles
purchased, leased, or converted during the 2013 tax year may be
determined in one of two different ways. For more information,
see the Department of Revenue's Income 67 FYI ( http://www.colorado.gov/cs/Satellite/Revenue/REVX/1193047059436 )
publication.

(Reference House Bill ( http://www.leg.state.co.us/clics/clics2013A/cslFrontPages.nsf/HomeSplash?OpenForm ) 13-1247, 2013 and Colorado Revised Statutes ( http://www.lexisnexis.com/hottopics/michie/ ) 39-22-516.5 and
39-22-516.7)",,"2014-06-06 00:00:00 UTC","FALSE","10","State Incentives",,"2014-07-15 15:51:20 UTC","2021-12-31 00:00:00 UTC",,,,"AFTMKTCONV|LPG|IR|HEV|HY|ELEC|NG","TAX",,"FLEET|MAN|IND","http://www.lexisnexis.com/hottopics/michie/|http://www.leg.state.co.us/clics/clics2013A/cslFrontPages.nsf/HomeSplash?OpenForm"
"11486","Plug-In Electric Vehicle (PEV) Fee",,"2013-05-15 00:00:00 UTC",,"FALSE","57","Laws and Regulations",,,,,,,"HEV|ELEC",,"OTHER","IND|FLEET","http://www.lexisnexis.com/hottopics/Colorado/"
"6289","Alternative Fuel Definition","Alternative fuel is defined as compressed natural gas, propane,
ethanol, or any mixture containing 85% or more ethanol (E85) with
gasoline or other fuels, electricity, or any other fuels, which
may include, but are not limited to, clean diesel and
reformulated gasoline, so long as the Colorado Air Quality
Control Commission determines that these other fuels result in
comparable reductions in carbon monoxide emissions and brown
cloud pollutants. Alternative fuel does not include any fuel
product that contains or is treated with methyl tertiary butyl
ether (MTBE). (Reference Colorado Revised Statutes ( http://www.lexisnexis.com/hottopics/michie/ ) 25-7-106.8)",,,"FALSE","90","Laws and Regulations",,,,,,,"LPG|BIOD|ETH|HY|NG|ELEC",,"OTHER","PURCH|AFS|AFP","http://www.lexisnexis.com/hottopics/michie/"
"11532","Natural Gas Vehicle (NGV) Production Support and Procurement","In 2011, Colorado joined Arkansas, Kentucky, Louisiana, Maine, Mississippi, New Mexico, Ohio, Oklahoma, Pennsylvania, Tennessee, Texas, Utah, Virginia, West Virginia, and Wyoming in signing a <a href=""http://www.colorado.gov/cs/Satellite?c=Document_C&childpagename=GovEnergyOffice%2FDocument_C%2FCBONAddLinkView&cid=1251624360555&pagename=CBONWrapper"">memorandum of understanding</a> (MOU) to stimulate the production and demand for original equipment manufacturer (OEM) NGVs. The MOU aims to encourage OEMs to offer functional and affordable light- and medium-duty NGVs, aggregate state vehicle procurement through a joint request for proposals (RFP), boost private investment in natural gas fueling infrastructure, and encourage greater coordination between state and local agencies. In July 2012, National Association of State Procurement Officials coordinated the solicitation of a joint RFP, which the Oklahoma Department of Central Services (DCS) issued on behalf of the MOU signatories, as well as additional states. As a result, state fleets have access to more affordable NGVs through dealerships now included in state vehicle purchasing bids. For more information, including awarded vehicles by state and vehicle purchase information for state fleets, see the DCS <a href=""https://www.ok.gov/dcs/solicit/app/solicitationDetail.php?conID=410"">Statewide Contract for NGVs</a> solicitation page.","2011-11-09 00:00:00 UTC",,"FALSE","87","Laws and Regulations",,,,,,,"NG",,"CCEINIT","MAN",
"10856","Electric Vehicle Supply Equipment (EVSE) Multi-Unit Dwelling Installations and Access","A tenant may install Level 1 or Level 2 EVSE at their own expense
on or in leased premises. The landlord may seek a fee or
reimbursement for the actual cost of electricity as well as the
cost of installation or upgrades to existing equipment. In
addition, the tenant may request that the EVSE be accessible by
other tenants, in which case the EVSE must be in compliance with
all applicable requirements, and the landlord may seek a fee to
reserve a specific parking space. The landlord may also require
the tenant to comply with safety, system registration, and
aesthetic requirements or provisions.

Common interest communities must also provide residents with an
opportunity to charge plug-in electric vehicles (PHEVs) and may
not create restrictions around EVSE. Common interest communities
are encouraged to allow EVSE and to apply for grants from the
Electric Vehicle Grant Fund ( http://cleanairfleets.org/documents/detail/electric_vehicle_and_charging_station_grant_application/ ) or otherwise fund the installation of EVSE on common property
as an amenity for residents and guests.

(Reference Senate Bill ( http://www.leg.state.co.us/clics/clics2013A/cslFrontPages.nsf/HomeSplash?OpenForm ) 13-126, 2013 and Colorado Revised Statutes ( http://www.lexisnexis.com/hottopics/michie/ ) 38-12-601 and
38-33.3-106.8)","2013-05-03 00:00:00 UTC",,"FALSE","50","Laws and Regulations",,,,,,,"ELEC|HEV",,"REQ|OTHER","IND|STATION","http://www.lexisnexis.com/hottopics/Colorado/"
"10858","Alternative Fuel Tax","Excise taxes are imposed on compressed natural gas (CNG),
liquefied natural gas (LNG), and liquefied petroleum gas (LPG)
effective January 1, 2014, on a per gallon basis as follows:

2014
2015
2016
2017
2018
2019 & Beyond

CNG
$0.03
$0.06
$0.09
$0.12
$0.15
$0.183

LNG
$0.03
$0.05
$0.07
$0.08
$0.10
$0.12

LPG
$0.03
$0.05
$0.07
$0.09
$0.11
$0.135

Beginning January 1, 2014, plug-in electric vehicle (PHEV) owners
must pay an annual registration fee of $50. After paying the fee,
the vehicle owner must affix the PHEV registration decal to the
front windshield of the vehicle. Fees contribute to the Highway
Users Tax Fund ( http://www.colorado.gov/cs/Satellite/Treasury_v2/CBON/1251592046960 ) and the Electric Vehicle Grant Fund ( http://cleanairfleets.org/documents/detail/electric_vehicle_and_charging_station_grant_application/ ).

(Reference House Bill ( http://www.leg.state.co.us/clics/clics2013A/cslFrontPages.nsf/HomeSplash?OpenForm ) 13-1110, 2013 and Colorado Revised Statutes ( http://www.lexisnexis.com/hottopics/michie/ ) 39-27-102 and
42-3-304)","2013-05-15 00:00:00 UTC",,"FALSE","56","Laws and Regulations",,,,,,,"LPG|NG",,"FUEL","IND|FLEET|STATION","http://www.lexisnexis.com/hottopics/Colorado/"
"10572","Natural Gas Fueling Station Air Quality Permit Exemption","The Colorado Department of Public Health & Environment, Air
Quality Control Commission, has determined that natural gas
fueling stations are exempt from the requirement to file Air
Pollutant Emission Notices. (Reference Colorado Air Quality
Control Commission Regulations ( http://www.colorado.gov/cs/Satellite/CDPHE-Main/CBON/1251601911433 ) Number 3, Part A, Section II.D.1.hhh)",,,"FALSE","42","State Incentives",,,,,,,"NG","EXEM",,"STATION|FLEET","http://www.colorado.gov/cs/Satellite/CDPHE-Main/CBON/1251601911433"
"202","Low Emission Vehicle (LEV) Sales Tax Exemption","Vehicles, vehicle power sources, or parts used for converting a
vehicle power source to reduce emissions are exempt from state
sales tax. This exemption applies to vehicles that are certified
to federal LEV standards and have a gross vehicle weight rating
of over 10,000 pounds. The vehicle power source includes the
engine or motor and associated wiring, fuel lines, engine coolant
system, fuel storage containers, and other components. (Reference
Colorado Revised Statutes ( http://www.lexisnexis.com/hottopics/michie/ ) 39-26-719)",,,"FALSE","30","State Incentives",,,,,,,"AFTMKTCONV|LPG|NG","EXEM|TAX",,"MAN|IND","http://www.lexisnexis.com/hottopics/michie/"
"4272","Alternative Fuel Vehicle (AFV) Weight Limit Exemption","Gross vehicle weight rating limits for AFVs are 1,000 pounds
greater than those for comparable conventional vehicles, as long
as the AFVs operate using an alternative fuel or both alternative
and conventional fuel, when operating on a highway that is not
part of the interstate system. (Reference Colorado Revised
Statutes ( http://www.lexisnexis.com/hottopics/michie/ )
25-7-106.8 and 42-4-508)",,,"FALSE","40","State Incentives",,,,,,,"LPG|AFTMKTCONV|HY|NG|ELEC","EXEM",,"IND|FLEET","http://www.lexisnexis.com/hottopics/michie/"
"11492","Idle Reduction Weight Exemption",,"2013-04-30 00:00:00 UTC",,"FALSE","37","State Incentives",,"2014-07-21 19:30:46 UTC",,,,,"IR","EXEM",,"IND|FLEET","http://www.sos.state.co.us/CCR/Welcome.do"
"8740","Ethanol Infrastructure Grants","The Colorado Corn Blender Pump Pilot Program provides funding
assistance for each qualified station dispensing mid-level
ethanol blends. Projects must meet the application requirements
and receive approval from Colorado Corn and the Colorado
Department of Oil and Public Safety. Funding is available for up
to ten stations in the state.",,,"FALSE","25","State Incentives",,,,,,,"ETH","GNT",,"STATION",
"4273","Hybrid Electric Vehicle (HEV) High Occupancy Vehicle (HOV) Lane Exemption","The Colorado Department of Transportation (CDOT) allows HEVs to travel
in HOV and high occupancy toll (HOT) lanes. Qualifying vehicles must
obtain a permit and display an HOV exemption decal and a toll
transponder. CDOT reached its quota of 2,000 permits and will place new
applicants on a waiting list (verified June 2014). For more information,
visit the CDOT [Hybrid Vehicle Use in the HOT/HOV
Lanes](https://www.codot.gov/programs/hybrids) website. (Reference
[Colorado Revised
Statutes](http://www.lexisnexis.com/hottopics/Colorado/) 42-4-1012)
",,,"FALSE","35","State Incentives",,,,,,,"HEV","EXEM",,"IND","http://www.lexisnexis.com/hottopics/michie/"
