"permittype","permitnum","description","statuscurrent","applieddate","completeddate","applicant","fromlud","proposedlud","address","locationaddresses","locationcount","latitude","longitude","multipoint"
"LU / OP / Closure (LOC)","LOC2022-0152","Land Use Amendment to accommodate R-CG","Under Review","2022-08-11T00:00:00.000",,"HORIZON LAND SURVEYS","R-C2","R-CG","3303 42 ST SW","3303 42 ST SW","1","51.02524783118654","-114.14841279955122","MULTIPOINT ((-114.148412799551 51.025247831187))"
"LU / OP / Closure (LOC)","LOC2022-0151","Land Use Amendment to accommodate MU-1","Under Review","2022-08-09T00:00:00.000",,"O2 PLANNING AND DESIGN","DC","MU-1","4230 QUESNAY WOOD DR SW","4230 QUESNAY WOOD DR SW","1","51.01692537497058","-114.12344288226744","MULTIPOINT ((-114.123442882267 51.016925374971))"
"LU / OP / Closure (LOC)","LOC2022-0150","Land Use Amendment and Outline Plan","Under Review","2022-08-08T00:00:00.000",,"BROWN & ASSOCIATES PLANNING GROUP","S-FUD","R-G","14310 6 ST NE","14310 6 ST NE","1","51.18308537591782","-114.0478958903435","MULTIPOINT ((-114.047895890343 51.183085375918))"
"LU / OP / Closure (LOC)","LOC2022-0149","Land Use Amendment to accommodate R-C2","Under Review","2022-08-08T00:00:00.000",,,"R-C1","R-C2","8634 47 AV NW","8634 47 AV NW","1","51.09510025582613","-114.21290794064075","MULTIPOINT ((-114.212907940641 51.095100255826))"
"LU / OP / Closure (LOC)","LOC2022-0148","Land Use Amendment to accommodate M-G","Under Review","2022-08-05T00:00:00.000",,"CASOLA KOPPE","R-2M","M-G","1201 NA'A DR SW","1201 NA'A DR SW","1","51.08064636645964","-114.19747254428552","MULTIPOINT ((-114.197472544286 51.08064636646))"
"LU / OP / Closure (LOC)","LOC2022-0147","Land Use Amendment to accommodate DC","Under Review","2022-08-04T00:00:00.000",,"YASMITA ENGINEERING","R-C1N","DC","1203 MARTINDALE BV NE","1203 MARTINDALE BV NE","1","51.12206817622791","-113.9551377218791","MULTIPOINT ((-113.955137721879 51.122068176228))"
"LU / OP / Closure (LOC)","LOC2022-0146","Land Use Amendment to accommodate R-CG","Submitted","2022-08-03T00:00:00.000",,"HORIZON LAND SURVEYS","R-CG","R-CG","35 CRESTON CR NW","35 CRESTON CR NW","1","51.07761880495767","-114.11844667885917","MULTIPOINT ((-114.118446678859 51.077618804958))"
"LU / OP / Closure (LOC)","LOC2022-0145","Land Use Amendment to accommodate R-C2","Under Review","2022-08-03T00:00:00.000",,"HORIZON LAND SURVEYS","R-C1","R-C2","2711 40 ST SW","2711 40 ST SW","1","51.02999294621326","-114.14558096478852","MULTIPOINT ((-114.145580964789 51.029992946213))"
"LU / OP / Closure (LOC)","LOC2022-0144","Land Use Amendment to accommodate R-CG","Submitted","2022-08-03T00:00:00.000",,"HORIZON LAND SURVEYS","R-C2","R-CG","2048 50 AV SW","2048 50 AV SW","1","51.008848884324536","-114.10907090059412","MULTIPOINT ((-114.109070900594 51.008848884325))"
"LU / OP / Closure (LOC)","LOC2022-0143","Land Use Amendment to accommodate R-CG","Submitted","2022-07-29T00:00:00.000",,"CNJ DEVELOPMENTS","R-C2","R-CG","637 51 AV SW","637 51 AV SW","1","51.00771329675051","-114.07858200924365","MULTIPOINT ((-114.078582009244 51.007713296751))"
"LU / OP / Closure (LOC)","LOC2022-0142","Land Use Amendment to accommodate R-C2","Under Review","2022-07-28T00:00:00.000",,"HORIZON LAND SURVEYS","R-C1","R-C2","2627 45 ST SW","2627 45 ST SW","1","51.031034679657495","-114.1529915287756","MULTIPOINT ((-114.152991528776 51.031034679657))"
"LU / OP / Closure (LOC)","LOC2022-0141","Land Use Amendment to accommodate R-CG","Under Review","2022-07-28T00:00:00.000",,"HORIZON LAND SURVEYS","R-C2","R-CG","2402 41 ST SE","2402 41 ST SE","1","51.03303893410746","-113.97412234839838","MULTIPOINT ((-113.974122348398 51.033038934107))"
"LU / OP / Closure (LOC)","LOC2022-0140","Land Use Amendment to accommodate R-CG","Under Review","2022-07-27T00:00:00.000",,"HORIZON LAND SURVEYS","R-C2","R-CG","4103 42 ST SW","4103 42 ST SW","1","51.019800570954324","-114.14818358060414","MULTIPOINT ((-114.148183580604 51.019800570954))"
"LU / OP / Closure (LOC)","LOC2022-0139","Land Use Amendment to accommodate R-C2","Under Review","2022-07-27T00:00:00.000",,"TRICOR DESIGN GROUP","R-C1s","R-C2","4919 22 AV NW","4919 22 AV NW","1","51.07779242332657","-114.16024494207463","MULTIPOINT ((-114.160244942075 51.077792423327))"
"LU / OP / Closure (LOC)","LOC2022-0138","Land Use Amendment to accommodate R-C2","Under Review","2022-07-27T00:00:00.000",,"HORIZON LAND SURVEYS","R-C1","R-C2","2020 51 AV SW","2020 51 AV SW","1","51.007835266082324","-114.10757878598841","MULTIPOINT ((-114.107578785988 51.007835266082))"
"LU / OP / Closure (LOC)","LOC2022-0137","Land Use Amendment to accommodate R-CG","Submitted","2022-07-27T00:00:00.000",,"HORIZON LAND SURVEYS","R-C2","R-CG","3111 42 ST SW","3111 42 ST SW","1","51.02653220210073","-114.14841775615763","MULTIPOINT ((-114.148417756158 51.026532202101))"
"LU / OP / Closure (LOC)","LOC2022-0136","Land Use Amendment to accommodate C-C1","Under Review","2022-07-26T00:00:00.000",,"CITYTREND","DC","C-C2","19651 56 ST SE","19651 56 ST SE","1","50.873691083987936","-113.9524473104801","MULTIPOINT ((-113.95244731048 50.873691083988))"
"LU / OP / Closure (LOC)","LOC2022-0135","Land Use Amendment to accommodate MU-1","Submitted","2022-07-25T00:00:00.000",,"O2 PLANNING AND DESIGN","DC","MU-1","950 MCPHERSON SQ NE","950 MCPHERSON SQ NE","1","51.05017353425581","-114.041026196311","MULTIPOINT ((-114.041026196311 51.050173534256))"
"LU / OP / Closure (LOC)","LOC2022-0134","Land Use Amendment to accommodate R-CG","Under Review","2022-07-25T00:00:00.000",,"SAVOY DESIGNS","R-C2","R-CG","4316 10 AV SW","4316 10 AV SW","1","51.0433880541938","-114.14927925128804","MULTIPOINT ((-114.149279251288 51.043388054194))"
"LU / OP / Closure (LOC)","LOC2022-0133","Land Use Amendment to accommodate R-CG","Under Review","2022-07-25T00:00:00.000",,"SAVOY DESIGNS","R-C2","R-CG","2140 5 AV NW","2140 5 AV NW","1","51.05734887236479","-114.11022814025338","MULTIPOINT ((-114.110228140253 51.057348872365))"
"LU / OP / Closure (LOC)","LOC2022-0132","Land Use Amendment to accommodate DC","Submitted","2022-07-22T00:00:00.000",,"TRICOR DESIGN GROUP","I-G","I-G","3640 26 ST NE","3640 26 ST NE","1","51.08556761917669","-113.99760349036517","MULTIPOINT ((-113.997603490365 51.085567619177))"
"LU / OP / Closure (LOC)","LOC2022-0131","Land Use Amendment to accommodate MU-1","Under Review","2022-07-20T00:00:00.000",,"SARINA DEVELOPMENTS","R-C2","MU-1","1918 33 AV SW","1932 33 AV SW;1936 33 AV SW;1918 33 AV SW;1940 33 AV SW;1924 33 AV SW;1922 33 AV SW;1928 33 AV SW","7","51.02410079122235","-114.1062621123416","MULTIPOINT ((-114.106262112342 51.024100791222), (-114.106516209087 51.024100604844), (-114.105620443085 51.024101831412), (-114.106733356076 51.024099282996), (-114.105946167291 51.024101464646), (-114.105783298553 51.024101863902), (-114.106135800856 51.024102730933))"
"LU / OP / Closure (LOC)","LOC2022-0130","Land Use Amendment to accommodate M-CG","Submitted","2022-07-15T00:00:00.000",,,"R-C2","M-CG","3714 14A ST SW","3718 14A ST SW;3714 14A ST SW;3722 14A ST SW;3726 14A ST SW","4","51.0215404536981","-114.09596244748406","MULTIPOINT ((-114.095962447484 51.021540453698), (-114.095963697508 51.02165851534), (-114.095963012491 51.021430256614), (-114.095962639262 51.021304696777))"
"LU / OP / Closure (LOC)","LOC2022-0129","Land Use Amendment to accommodate MU-1","Under Review","2022-07-15T00:00:00.000",,"CIVICWORKS","C-COR2 f2.8h12","MU-1","1210 11 AV SE","1204 11 AV SE;1212 11 AV SE;1210 11 AV SE;1216 11 AV SE","4","51.04009852895584","-114.03648645262162","MULTIPOINT ((-114.036486452622 51.040098528956), (-114.036187660411 51.039982501372), (-114.036312152231 51.040030845544), (-114.036000923168 51.039909984864))"
"LU / OP / Closure (LOC)","LOC2022-0128","Land Use Amendment to accommodate I-C","Under Review","2022-07-14T00:00:00.000",,"BROWN & ASSOCIATES PLANNING GROUP","C-COR3 f1.0h15","I-C","2505 COUNTRY HILLS BV NE","2505 COUNTRY HILLS BV NE","1","51.15405607345519","-113.99957974619844","MULTIPOINT ((-113.999579746198 51.154056073455))"
"LU / OP / Closure (LOC)","LOC2022-0127","Land Use Amendment and Outline Plan","Submitted","2022-07-13T00:00:00.000",,"IBI GROUP","I-H;I-H","I-G;S-CRI","8919 BARLOW TR SE","8919 BARLOW TR SE","1","50.97438203061133","-113.98226482892358","MULTIPOINT ((-113.982264828924 50.974382030611))"
"LU / OP / Closure (LOC)","LOC2022-0126","Land Use Amendment to accommodate CC-X","Under Review","2022-07-13T00:00:00.000",,"IBI GROUP","DC","CC-X","473 12 AV SE","473 12 AV SE","1","51.041022453825306","-114.05396827076606","MULTIPOINT ((-114.053968270766 51.041022453825))"
"LU / OP / Closure (LOC)","LOC2022-0125","LOC/Road Closure","Submitted","2022-07-13T00:00:00.000",,"GLOBAL RAYMAC SURVEYING & ENGINEERING","DC;NO-LUD","DC;DC","6939 32 AV NW","6939 32 AV NW","1","51.081437207163745","-114.18695801595483","MULTIPOINT ((-114.186958015955 51.081437207164))"
"LU / OP / Closure (LOC)","LOC2022-0124",,"New","2022-07-11T00:00:00.000",,"SAVOY DESIGNS","R-C2","R-CG","4316 10 AV SW","4316 10 AV SW","1","51.0433880541938","-114.14927925128804","MULTIPOINT ((-114.149279251288 51.043388054194))"
"LU / OP / Closure (LOC)","LOC2022-0123","Land Use Amendment and Outline Plan","Submitted","2022-07-11T00:00:00.000",,"IBI GROUP","DC","R-G","949 77 ST SW","949 77 ST SW","1","51.05836078291853","-114.19969191658707","MULTIPOINT ((-114.199691916587 51.058360782919))"
"LU / OP / Closure (LOC)","LOC2022-0122","Land Use Amendment to accommodate M-CG","Submitted","2022-07-11T00:00:00.000",,"CIVICWORKS","DC","M-CG","1023 CAMERON AV SW","1023 CAMERON AV SW","1","51.03615669917668","-114.08563986667488","MULTIPOINT ((-114.085639866675 51.036156699177))"
"LU / OP / Closure (LOC)","LOC2022-0121","Land Use Amendment to accommodate R-CG","Under Review","2022-07-07T00:00:00.000",,"KEN HOMES","R-C2","R-CG","2048 43 AV SW","2048 43 AV SW","1","51.01525412091169","-114.10903731335208","MULTIPOINT ((-114.109037313352 51.015254120912))"
"LU / OP / Closure (LOC)","LOC2022-0120","Land Use Amendment to accommodate C-C1","Submitted","2022-07-07T00:00:00.000",,"SEIKA ARCHITECTURE","M-2","C-C1","265 RED EMBERS WY NE","265 RED EMBERS WY NE","1","51.16669122151612","-113.95498430399827","MULTIPOINT ((-113.954984303998 51.166691221516))"
"LU / OP / Closure (LOC)","LOC2022-0119","Cornerstone Stage 7 Land Use Amendment","Under Review","2022-07-05T00:00:00.000",,"STANTEC CONSULTING","S-FUD;S-FUD;S-FUD;S-FUD;S-FUD;S-FUD;S-FUD;S-FUD","R-G;R-Gm;M-G;MU-1;C-N2;S-SPR;S-CRI;S-UN","13000 68 ST NE","7880 120 AV NE;13000 68 ST NE;7990R 120 AV NE","3","51.16168928598642","-113.92924547612289","MULTIPOINT ((-113.929245476123 51.161689285986), (-113.934924911865 51.171212512467), (-113.923138954804 51.161677513452))"
"LU / OP / Closure (LOC)","LOC2022-0118","Land Use Amendment to accommodate R-C2","Submitted","2022-07-05T00:00:00.000",,"VISTA GEOMATICS","R-C1","R-C2","4515 22 AV NW","4515 22 AV NW","1","51.07291228026954","-114.1537300492984","MULTIPOINT ((-114.153730049298 51.07291228027))"
"LU / OP / Closure (LOC)","LOC2022-0117","Land Use Amendment to accommodate M-CG","Submitted","2022-07-04T00:00:00.000",,"CIVICWORKS","M-C1","M-CG","4935 17 AV SW","4935 17 AV SW;4931 17 AV SW","2","51.037655325492416","-114.15888299857954","MULTIPOINT ((-114.15888299858 51.037655325492), (-114.158622323616 51.037650654306))"
"LU / OP / Closure (LOC)","LOC2022-0116","Land Use Amendment to accommodate MU-1","Under Review","2022-07-04T00:00:00.000",,"CIVICWORKS","M-C2","MU-1","528 10 ST NW","528 10 ST NW;628 10 ST NW","2","51.057378526434974","-114.08576154253358","MULTIPOINT ((-114.085761542534 51.057378526435), (-114.085766993961 51.057789046773))"
"LU / OP / Closure (LOC)","LOC2022-0115","Land Use Amendment to accommodate I-G","Submitted","2022-07-04T00:00:00.000",,"RICK BALBI ARCHITECT","DC","I-G","5002 24 ST SE","5002 24 ST SE;2526 50 AV SE;2539 49 AV SE;4990 BARLOW TR SE;5020 BARLOW TR SE;2502 50 AV SE;2526 50 AV SE;2539 49 AV SE","8","51.00942953224333","-114.00138831514205","MULTIPOINT ((-114.001388315142 51.009429532243), (-114.000115439913 51.009205425023), (-113.999471122546 51.009093051532), (-114.000843871614 51.009348647334), (-114.00123120375 51.009151479865), (-114.00098926808 51.008961869551), (-114.000232853061 51.008850328211), (-113.999472528729 51.009493097099))"
"LU / OP / Closure (LOC)","LOC2022-0114","Land Use Amendment to accommodate R-CG","Under Review","2022-06-30T00:00:00.000",,"NEW CENTURY DESIGN","R-C2","R-CG","806 14 ST SE","806 14 ST SE","1","51.03959638402757","-114.0283351855942","MULTIPOINT ((-114.028335185594 51.039596384028))"
"LU / OP / Closure (LOC)","LOC2022-0113","Land Use Amendment to accommodate M-CG","Submitted","2022-06-30T00:00:00.000",,"CIVICWORKS","R-C2","M-CG","501 22 AV NW","501 22 AV NW;507 22 AV NW","2","51.07221385972909","-114.07179062670268","MULTIPOINT ((-114.071790626703 51.072213859729), (-114.072007972983 51.072213699085))"
"LU / OP / Closure (LOC)","LOC2022-0112","Land Use Amendment to accommodate M-CG","Submitted","2022-06-30T00:00:00.000",,"CIVICWORKS","R-C2","M-CG","453 35 AV NW","457 35 AV NW;453 35 AV NW","2","51.084050165078956","-114.07128546977263","MULTIPOINT ((-114.071285469773 51.084050165079), (-114.071038861756 51.084050315182))"
"LU / OP / Closure (LOC)","LOC2022-0111","Land Use Amendment to accommodate R-CG","Under Review","2022-06-30T00:00:00.000",,"TRICOR DESIGN GROUP","R-C2","M-CG","342 32 AV NE","342 32 AV NE","1","51.08162271480798","-114.05516921189457","MULTIPOINT ((-114.055169211895 51.081622714808))"
"LU / OP / Closure (LOC)","LOC2022-0110","Land Use Amendment","Submitted","2022-06-30T00:00:00.000",,,"S-FUD;S-FUD","R-G;M-G","13616 30 ST NW","13616 30 ST NW","1","51.176687343643785","-114.1296453547401","MULTIPOINT ((-114.12964535474 51.176687343644))"
"LU / OP / Closure (LOC)","LOC2022-0109","Land Use Amendment and Outline Plan","Under Review","2022-06-29T00:00:00.000",,"PLANNING PLUS","S-FUD;S-FUD;S-FUD;S-FUD;S-FUD;S-FUD;S-FUD;S-FUD;S-FUD;S-FUD","R-G;R-Gm;M-G;M-1;M-2;MU-2;C-N2;S-UN;S-SPR;S-CI","500 84 ST SE","500 84 ST SE","1","51.048624649831034","-113.9117035403395","MULTIPOINT ((-113.911703540339 51.048624649831))"
"LU / OP / Closure (LOC)","LOC2022-0108","Land Use Amendment and Outline Plan","Submitted","2022-06-28T00:00:00.000",,"PLANNING PLUS","S-FUD;S-FUD;S-FUD;S-FUD;S-FUD;S-FUD;S-FUD;S-FUD;S-FUD;S-FUD;S-FUD","R-G;R-Gm;M-G;M-1;M-2;MU-2;C-N2;S-UN;S-SPR;S-CI;S-FUD","500 84 ST SE","500 84 ST SE","1","51.048624649831034","-113.9117035403395","MULTIPOINT ((-113.911703540339 51.048624649831))"
"LU / OP / Closure (LOC)","LOC2022-0107","Land Use Amendment to accommodate R-CG","Under Review","2022-06-28T00:00:00.000",,,"R-C2","R-CG","926 20 AV NW","926 20 AV NW","1","51.07065475897899","-114.08290510492941","MULTIPOINT ((-114.082905104929 51.070654758979))"
"LU / OP / Closure (LOC)","LOC2022-0106",,"New","2022-06-23T00:00:00.000",,,,,,,,,,
"LU / OP / Closure (LOC)","LOC2022-0105","Land Use Amendment to accommodate C-N1","Under Review","2022-06-22T00:00:00.000",,"SEIKA ARCHITECTURE","R-C2","C-N1","355 RIVERGLEN DR SE","359 RIVERGLEN DR SE;363 RIVERGLEN DR SE;355 RIVERGLEN DR SE","3","50.973053505666996","-114.01393221979059","MULTIPOINT ((-114.013932219791 50.973053505667), (-114.014068225512 50.973046881832), (-114.013763750728 50.973063027903))"
"LU / OP / Closure (LOC)","LOC2022-0104","Land Use Amendment to accommodate DC","Submitted","2022-06-17T00:00:00.000",,"JADE AND DAGGER TATTOO","M-C2","DC","1815 8 ST SW","1815 8 ST SW","1","51.03634377375449","-114.08200791492919","MULTIPOINT ((-114.082007914929 51.036343773754))"
"LU / OP / Closure (LOC)","LOC2022-0103","Land Use Amendment to accommodate C-R3","Submitted","2022-06-15T00:00:00.000",,"SYSTEMIC ARCHITECTURE","DC","C-R3","19655 SETON WY SE","19655 SETON WY SE","1","50.87494721815733","-113.95772185368334","MULTIPOINT ((-113.957721853683 50.874947218157))"
"LU / OP / Closure (LOC)","LOC2022-0102","Stephen Ave Quarter","Cancelled","2022-06-15T00:00:00.000","2022-07-25T00:00:00.000","BROWN & ASSOCIATES PLANNING GROUP",,,"115 7 AV SW","115 7 AV SW;102 8 AV SW;127 7 AV SW;123 7 AV SW;101 7 AV SW;109 7 AV SW;111 7 AV SW;117 7 AV SW;121 7 AV SW;129 7 AV SW;131 7 AV SW;125 7 AV SW;126A 8 AV SW;112 8 AV SW;114 8 AV SW;120 8 AV SW;110R 8 AV SW;110 8 AV SW;120R 8 AV SW;118 8 AV SW","20","51.04640410890148","-114.06392477940265","MULTIPOINT ((-114.063924779403 51.046404108901), (-114.063383752831 51.045671434727), (-114.064570462 51.0464231718), (-114.06435895023 51.046417732803), (-114.063273698373 51.046381080887), (-114.063544720933 51.046394391483), (-114.063762246862 51.046394956237), (-114.064032006912 51.046423333181), (-114.064179744335 51.046414397266), (-114.064665364716 51.046427614198), (-114.065013369627 51.04644090574), (-114.064461902839 51.046418736857), (-114.064573313481 51.045699496784), (-114.063766073947 51.04568196051), (-114.063906743003 51.045681479143), (-114.06428233914 51.045696321987), (-114.063582289943 51.045898146834), (-114.063690799775 51.045678288794), (-114.064387990068 51.04604011211), (-114.064084860463 51.045690775889))"
"LU / OP / Closure (LOC)","LOC2022-0101","Land Use Amendment to accommodate R-CG","Under Review","2022-06-15T00:00:00.000",,"TRICOR DESIGN GROUP","DC","R-CG","3003 26 ST SW","3003 26 ST SW","1","51.02834801060915","-114.12389485845311","MULTIPOINT ((-114.123894858453 51.028348010609))"
"LU / OP / Closure (LOC)","LOC2022-0100","Land Use Amendment to accommodate R-CG","Under Review","2022-06-14T00:00:00.000",,"ARC1 DESIGN","R-C2","R-CG","2201 32 ST SW","2201 32 ST SW","1","51.03454615536991","-114.13426159438778","MULTIPOINT ((-114.134261594388 51.03454615537))"
"LU / OP / Closure (LOC)","LOC2022-0099","Land Use Amendment to accommodate C-N2","Under Review","2022-06-14T00:00:00.000",,"RIDDELL KURCZABA ARCHITECTURE","DC","C-N2","1515 19 ST NW","1511 19 ST NW;1509 19 ST NW;1507 19 ST NW;1505 19 ST NW;1515 19 ST NW;1513 19 ST NW","6","51.065736639410446","-114.10650590355053","MULTIPOINT ((-114.106505903551 51.06573663941), (-114.106506002858 51.065599618253), (-114.106506102125 51.065462579113), (-114.106507091151 51.065321592679), (-114.106505704646 51.06601055586), (-114.106512698969 51.065837974149))"
"LU / OP / Closure (LOC)","LOC2022-0098","Land Use Amendment to accommodate M-CG","Submitted","2022-06-08T00:00:00.000",,"CITY OF CALGARY - REAL ESTATE & DEVELOPMENT SERVICES","R-C1","M-CG","3502 CHARLESWOOD DR NW","3502 CHARLESWOOD DR NW","1","51.084072523255216","-114.12385224100034","MULTIPOINT ((-114.123852241 51.084072523255))"
"LU / OP / Closure (LOC)","LOC2022-0097","Land Use Amendment to accommodate R-C2","Under Review","2022-06-07T00:00:00.000",,,"M-H1 f3.0h22","R-C2","346 1 AV NE","346 1 AV NE;344 1 AV NE;340 1 AV NE;334 1 AV NE;330 1 AV NE;207 3 ST NE;201 3 ST NE;209 3 ST NE","8","51.05360638220191","-114.05495949060752","MULTIPOINT ((-114.054959490608 51.053606382202), (-114.055232965013 51.053606612885), (-114.055449769069 51.053607517086), (-114.055666573132 51.053608420884), (-114.055883377204 51.053609324281), (-114.054516718696 51.053802898067), (-114.054517074857 51.053693205339), (-114.054516513963 51.053871489725))"
"LU / OP / Closure (LOC)","LOC2022-0096","Land Use Amendment to accommodate R-CG","Under Review","2022-06-07T00:00:00.000",,"TRICOR DESIGN GROUP","R-C2","R-CG","114 HOUNSLOW DR NW","114 HOUNSLOW DR NW","1","51.09340860364262","-114.0844868273056","MULTIPOINT ((-114.084486827306 51.093408603643))"
"LU / OP / Closure (LOC)","LOC2022-0095","Land Use Amendment to accommodate R-C2","Under Review","2022-05-30T00:00:00.000",,,"R-C1","R-C2","8345 34 AV NW","8345 34 AV NW","1","51.08936483555466","-114.20855377514313","MULTIPOINT ((-114.208553775143 51.089364835555))"
"LU / OP / Closure (LOC)","LOC2022-0094","Land Use Amendment to accommodate DC","Submitted","2022-05-26T00:00:00.000",,"SUPERIOR DRAFTING & DESIGN","I-E","I-E","207 36 AV NE","207 36 AV NE","1","51.084861291950354","-114.05957992723538","MULTIPOINT ((-114.059579927235 51.08486129195))"
"LU / OP / Closure (LOC)","LOC2022-0093","Land Use Amendment to accommodate R-CGex","Under Review","2022-05-25T00:00:00.000",,"NEW CENTURY DESIGN","R-C1","R-CGex","44 WHEATLAND AV SW","44 WHEATLAND AV SW","1","51.04057753691681","-114.16167292723104","MULTIPOINT ((-114.161672927231 51.040577536917))"
"LU / OP / Closure (LOC)","LOC2022-0092","Land Use Amendment to accommodate MU-1","Submitted","2022-05-24T00:00:00.000",,"CIVICWORKS","DC","MU-1","742 85 ST SW","8490 BROADCAST AV SW;742 85 ST SW","2","51.064861820378","-114.20959427289438","MULTIPOINT ((-114.209594272894 51.064861820378), (-114.210697574697 51.065570024376))"
"LU / OP / Closure (LOC)","LOC2022-0091","Land Use Amendment to accommodate DC","Submitted","2022-05-19T00:00:00.000",,"TOWNSHIP PLANNING + DESIGN","S-FUD;S-FUD","S-FUD;S-UN","2705R 84 ST NE","2705R 84 ST NE","1","51.07750804587462","-113.91720484850646","MULTIPOINT ((-113.917204848506 51.077508045875))"
"LU / OP / Closure (LOC)","LOC2022-0090","Land Use Amendment to accommodate DC","Submitted","2022-05-18T00:00:00.000",,"SITUATED CONSULTING CO","DC","DC","101 3 ST SW","101 3 ST SW","1","51.052536898312596","-114.07040559765865","MULTIPOINT ((-114.070405597659 51.052536898313))"
"LU / OP / Closure (LOC)","LOC2022-0089","Land Use Amendment to accommodate DC","Under Review","2022-05-17T00:00:00.000",,"DAVIGNON MARTIN ARCHITECTURE","CR20-C20/R20","DC","409 8 AV SW","409 8 AV SW","1","51.045657010431384","-114.07116973522034","MULTIPOINT ((-114.07116973522 51.045657010431))"
"LU / OP / Closure (LOC)","LOC2022-0088","Land Use Amendment to accommodate R-C2","Under Review","2022-05-17T00:00:00.000",,,"DC","R-C2","2811 26 ST SW","2811 26 ST SW","1","51.02962478641848","-114.12390720085581","MULTIPOINT ((-114.123907200856 51.029624786418))"
"LU / OP / Closure (LOC)","LOC2022-0087","Land Use Amendment to accommodate I-H","Submitted","2022-05-16T00:00:00.000",,"QUANTUMPLACE DEVELOPMENTS","S-FUD","I-H","4920 68 ST SE","4920 68 ST SE;4920 68 ST SE;4920 68 ST SE","3","51.01081734335047","-113.91807742296626","MULTIPOINT ((-113.918077422966 51.01081734335), (-113.934968631554 51.010917862725), (-113.934968251001 51.021440398149))"
"LU / OP / Closure (LOC)","LOC2022-0086","Land Use Amendment to accommodate DC (MU-1)","Submitted","2022-05-13T00:00:00.000",,"O2 PLANNING AND DESIGN","M-C2","MU-1","1001 3 AV NW","335 9A ST NW;1001 3 AV NW","2","51.0553056617837","-114.08468566621268","MULTIPOINT ((-114.084685666213 51.055305661784), (-114.085064229207 51.055490781869))"
