"street_name","cross_street_name1","cross_street_name2","direction","material","pm_stencil_unitid","pm_zone","stencil_num","stencil_type","line"
"52 ST","MEMORIAL DR",,"SB","PAINT","1110272364","NE","2","RT","LINESTRING (-113.956257558892 51.054166125455, -113.956031617357 51.053645141281)"
"5 ST SW","5 AV SW","6 AV SW","SB","PAINT","1110002534","DT","3","LT","LINESTRING (-114.07376454002 51.048446971102, -114.073802151389 51.047893399385)"
"37 ST NW","VARSITY DRIVE","VILLA CRES","NS","PAINT","1110064836","NW","1","DEDICATED LANE","LINESTRING (-114.141192434867 51.089258973472, -114.141183996957 51.089096166354)"
"88 AVE","36 ST NE",,"WB","PAINT","1110279705","NE","2","LT","LINESTRING (-113.981322817581 51.132022895242, -113.98077846355 51.13202399637)"
"BARLOW TR","90 AVE","OFF RAMP TO 98 AVE","SB","PAINT","1110205452","SE","4","RT","LINESTRING (-113.982022166351 50.9709603274, -113.982045214898 50.969804347045)"
"1 AVE NE","4 ST NE",,"EW","PAINT","1110061295","NE","1","DEDICATED LANE","LINESTRING (-114.052033447379 51.053476192787, -114.05185689491 51.053475140341)"
"SOUTHLAND DR","BLACKFOOT TR",,"EB","PAINT","1110050801","SE","6","LT","LINESTRING (-114.0391576466 50.965569724869, -114.038853379682 50.965668775117)"
"COUNTRY HILLS BV NE","36 ST NE",,"WB","PAINT","1110001651","NE","3","LT","LINESTRING (-113.981249949911 51.154423234417, -113.979601442945 51.154428844932)"
"14 ST","SYMONS VALLEY PARKWAY",,"SB","PAINT","1110226263","NW","1","LT","LINESTRING (-114.094607861542 51.181983004383, -114.09457102989 51.181737574317)"
"WHITEHORN RD","100 WHITEHORN PLACE","50M NORTH OF","NS","PAINT","1110027369","NE","4","SPEED HUMP","LINESTRING (-113.967475990023 51.086959531966, -113.967474369025 51.086800096154)"
"SYMONS VALLEY PARKWAY","14 ST",,"EB","PAINT","1110226267","NW","1","LT","LINESTRING (-114.09543783718 51.181468578133, -114.095070028135 51.18148029427)"
"140 AVE","14 ST",,"WB","PAINT","1110226266","NW","1","LT","LINESTRING (-114.094125466702 51.181478203788, -114.09349877259 51.181470143749)"
"NORTHLAND DR NW","52 AVE NW","SHAGANAPPI TR NW","NB","PAINT","1109943181","NW","2","DEDICATED LANE","LINESTRING (-114.14134085883 51.101513839076, -114.141202587991 51.101196894387)"
"RICHMOND RD SW","29 ST SW","31 ST SW","WB","PAINT","1109634606","SW","3","SPECIAL","LINESTRING (-114.133113079708 51.024896439884, -114.131707948298 51.025328287681)"
"60 ST NE","SADDLETOWNE CIRCLE NE",,"SB","PAINT","1109689118","NE","3","RT","LINESTRING (-113.946950529465 51.127473042241, -113.947182752045 51.126822325912)"
"30 AVE NW","5 ST NW","5 A ST NW","EW","PAINT","1109945188","NW","4","SPEED HUMP","LINESTRING (-114.074930198913 51.079597432975, -114.074791248245 51.079597962443)"
"36 ST NE","16 AVE NE","RUNDLEHORN DR NE","NB","PAINT","1110135936","NE","2","DEDICATED LANE","LINESTRING (-113.981457828463 51.068110717989, -113.981439153029 51.067883149832)"
"MAHOGANY BV","MAHOGANY GA",,"SE","PAINT","1109998871","SE","1","OPTLT","LINESTRING (-113.93727359253 50.899671708297, -113.937019642299 50.899646896844)"
"11 ST","58 AVE",,"NB","PAINT","1110120755","SE","3","LT","LINESTRING (-114.03726731073 51.001568936583, -114.037263491332 51.001507095167, -114.037260475164 51.001507096129, -114.037260474402 51.001506145008)"
"36 ST NE","AIRPORT TRAIL NE",,"NB","PAINT","1109942541","NE","2","LT","LINESTRING (-113.981648431855 51.13945707452, -113.981648463042 51.139367596673)"
"DOUGLAS PARK BLVD","DOUGLAS PARK PLACE","DOUGLAS PARK MANOR","EW","PAINT","1110027989","SE","4","SPEED HUMP","LINESTRING (-113.996583464895 50.939301945202, -113.99630157368 50.939272251978)"
"SPRUCE MEADOWS WAY","194 AVE",,"SB","PAINT","1110204929","SW","3","LT","LINESTRING (-114.09386538354 50.87818886504, -114.093852856811 50.877942260712)"
"12 AVE SW","27 ST SW","28 ST SW","EW","PAINT","1109942289","SW","3","SPEED HUMP","LINESTRING (-114.127450438965 51.04137088474, -114.12740043929 51.041370955434)"
"2 ST NW","16 AVE NW",,"NB","PAINT","1109944417","NW","1","BIKE LOOP","LINESTRING (-114.067354378611 51.066721397102, -114.06736152771 51.066617986257)"
"12 ST SE","8 AVE SE",,"NB","PAINT","1110127817","SE","1","BIKE LOOP","LINESTRING (-114.034184648442 51.041341691388, -114.033334129471 51.042229607153)"
"BRENTWOOD RD NW","BRISEBOIS DR NW",,"EB","PAINT","1109945385","NW","12","BIKE","LINESTRING (-114.133352062174 51.089492156325, -114.132662512119 51.089019746145, -114.132450004654 51.088666062874, -114.131625051747 51.087559555146, -114.131291973612 51.087299243547, -114.129812012079 51.08638564044, -114.128731246595 51.085966816287, -114.128105826578 51.085582630112, -114.126386102632 51.084223987218, -114.125422704922 51.083643477103)"
"11 ST SE","HERITAGE DR",,"NB","PAINT","1109788104","SE","3","LT","LINESTRING (-114.033567394982 50.986511229783, -114.033610323932 50.986276220754)"
"12 ST SE","8 AVE SE","9 AVE SE","SB","PAINT","1110127816","SE","1","BIKE LOOP","LINESTRING (-114.033420184911 51.042275251342, -114.034325013155 51.041361629943)"
"4 ST NE","1 AVE NE",,"EW","PAINT","1110061313","NE","6","BIKE","LINESTRING (-114.05177558727 51.053430708733, -114.051699280732 51.053436450981)"
"60 ST NE","SADDLETOWNE CI NE",,"WB","PAINT","1110001642","NE","3","RT","LINESTRING (-113.946719875852 51.126514761287, -113.945486387407 51.126314398811)"
"RICHARDSON WAY","37 ST",,"WB","PAINT","1110295127","SW","5","LT","LINESTRING (-114.140678784167 51.012494017056, -114.139635884336 51.01249298007)"
"COUNTRY HILLS BV NW","SHAGANAPPI TR NW",,"WB","PAINT","1110001725","NW","6","LT","LINESTRING (-114.123225101934 51.142772749306, -114.122085758762 51.143142637526, -114.1220970966 51.143140247047)"
"EVANSPARK BLVD","SYMONS VALLEY PARKWAY",,"SB","PAINT","1110054785","NW","2","LT","LINESTRING (-114.117981733866 51.16858167517, -114.117981180412 51.16836475709)"
"24 ST","ANDERSON RD SW",,"NB","PAINT","1110279715","SW","2","DEDICATED LANE","LINESTRING (-114.117824804371 50.950163945144, -114.117776555326 50.949949062776)"
"GLENMORE TR SW","MACLEOD TR S","OFF RAMP","EB","PAINT","1109695578","SW","3","RT","LINESTRING (-114.073357820135 50.994000263147, -114.072370329335 50.993995170467)"
"33 ST SE","17 AVE SE",,"NB","PAINT","1110193642","SE","3","LT","LINESTRING (-113.986510748581 51.03760836258, -113.986516992327 51.037470884042)"
"25 ST","50 AV",,"SB","PAINT","1110000390","SE","2","LT","LINESTRING (-113.998764275168 51.009245501314, -113.998575775552 51.008818548952)"
"10 ST NW","2 AVE NW",,"SB","PAINT","1109944332","NW","3","LT","LINESTRING (-114.085859059434 51.054628976653, -114.08585834866 51.054244606408)"
"88 AVE","60 ST",,"EB","PAINT","1110217825","NE","1","LT","LINESTRING (-113.94774145376 51.132524903793, -113.947113943876 51.132510350741)"
"GLENMORE TR","HERITAGE DR","WB OFF RAMP TO EB HERITAGE DR","EB","PAINT","1110190994","SE","2","LT","LINESTRING (-114.026326461211 50.989471306052, -114.025918227542 50.989564051795)"
"ANDERSON RD","14 ST",,"WB","PAINT","1110038941","SW","1","LT","LINESTRING (-114.092894563835 50.950642537734, -114.091911398855 50.950665853192)"
"CAROL DRIVE","NORTHMOUNT DRIVE",,"NB","PAINT","1110136616","NW","2","LT","LINESTRING (-114.097292765982 51.082879411566, -114.097168340747 51.082969899051)"
"MACLEOD TRAIL S","SOUTHLAND DRIVE",,"SB","PAINT","1110049286","SW","3","RT","LINESTRING (-114.071849692327 50.965851613901, -114.071850544313 50.965547476633)"
"CAMBRIAN DR","10 ST NW",,"WB","PAINT","1110063425","NW","4","BIKE","LINESTRING (-114.086523883905 51.079295655479, -114.086383213282 51.079182830221)"
"COUNTRY HILLS BV","28 ST NE",,"EB","PAINT","1110047702","NE","5","ST","LINESTRING (-113.994280310187 51.154281481634, -113.993522385234 51.154284296305)"
"SETON BLVD SE","SETON WAY SE",,"EB","PAINT","1109933156","SE","3","RT","LINESTRING (-113.958494993582 50.881961071169, -113.957706724033 50.882176513729)"
"17 AVE SE","84 ST SE",,"EB","PAINT","1109941449","SE","2","RT","LINESTRING (-113.913125225129 51.037575835213, -113.912443379475 51.037572176382)"
"14 AVE SW","29 ST SW","30 ST SW","EW","PAINT","1109942243","SW","4","SPEED HUMP","LINESTRING (-114.130097636305 51.039796267692, -114.129984450145 51.039795204285)"
"9 AVE SW","2 ST SW",,"EB","PAINT","1109938780","DT","2","LT","LINESTRING (-114.068221783412 51.044787069791, -114.068395362167 51.044796483079)"
"HILLCREST AVE SW","8 ST","EARL GREY CR SW","EW","PAINT","1109406621","MR","8","SPEED HUMP","LINESTRING (-114.083624833507 51.031275133595, -114.080714221847 51.031251923331)"
"BOWFORT RD","83 ST",,"WB","PAINT","1110117676","NW","2","SPECIAL","LINESTRING (-114.211785599855 51.085820277372, -114.211536785577 51.085738678989)"
"14 AVE SW","24 ST SW","23 ST SW","EW","PAINT","1109749338","SW","4","SHARROW","LINESTRING (-114.11667593782 51.039746503959, -114.117822746286 51.039734769848)"
"OLD BANFF COACH RD","85 ST",,"WB","PAINT","1110147600","SW","2","LT","LINESTRING (-114.210801538582 51.066997638808, -114.209632822228 51.066998089086)"
"196 AVE","52 ST SE",,"WB","PAINT","1110375675","SE","2","LT","LINESTRING (-113.941282275294 50.885290343399, -113.940096534171 50.88547865373)"
"EDGEMONT BLVD","SHAGANAPPI TR NW",,"EB","PAINT","1110279725","NW","2","LT","LINESTRING (-114.134310616723 51.127048303367, -114.133518496387 51.126881140603)"
"10 ST NW","16 AVE NW",,"SB","PAINT","1109942277","NW","2","LT","LINESTRING (-114.084870889588 51.067594375478, -114.084871976812 51.067354880093)"
"BOWNESS RD NW","70 ST NW",,"EB","PAINT","1109406560","NW","1","LT","LINESTRING (-114.190257126373 51.088986948392, -114.190631423206 51.088986338712, -114.190898779506 51.088985902491, -114.191172818958 51.08898545473, -114.191346599617 51.088985170453)"
"100 AVE","16 ST NE",,"EB","PAINT","1110279728","NE","3","RT","LINESTRING (-114.019769354111 51.143422265676, -114.01908384384 51.143442242907)"
"WOODPARK BLVD","ANDERSON RD SW",,"NB","PAINT","1110279711","SW","2","LT","LINESTRING (-114.108905971991 50.950288493287, -114.108945182944 50.950008943284)"
"9 AVE SE","MACLEOD TR SE",,"EB","PAINT","1110002516","DT","5","SPECIAL","LINESTRING (-114.057822589104 51.044387826232, -114.056747545818 51.044356697583)"
"ANDERSON RD","24 ST SW",,"EB","PAINT","1110279717","SW","2","LT","LINESTRING (-114.119399302887 50.950404950747, -114.11874153206 50.950456063559)"
"GLENDEER CIRCLE","GLENDEER CIRCLE AUTOMALL ENTRANCE",,"NB","PAINT","1110190996","SE","3","LT","LINESTRING (-114.028825289052 50.988217028347, -114.028888462334 50.987994379829)"
"CROWCHILD TRAIL NW","BRISEBOI DR NW",,"EB","PAINT","1109942047","NW","2","LT","LINESTRING (-114.133962094549 51.089782831204, -114.133771415571 51.089668880731)"
"ROSSCARROCK GATE SW","BOW TR SW","7 AVE SW","NS","MMA","1109944384","SW","2","SPECIAL","LINESTRING (-114.147026529398 51.046844712455, -114.147465644971 51.046277182875)"
"CROWCHILD TR NW","TWELVE MILE COULEE RD NW",,"EB","PAINT","1109656477","NW","2","LT","LINESTRING (-114.257541105856 51.143654661484, -114.257203348986 51.143531111781)"
"11 ST SW","S OF 8 AV",,,"PAINT","1110002486","DT","2","SPECIAL","LINESTRING (-114.088811060769 51.046075694519, -114.088828327817 51.045833242671)"
"ANDERSON RD","WOODPARK BLVD SW",,"WB","PAINT","1110279710","SW","4","LT","LINESTRING (-114.108639648642 50.950509053665, -114.107815928034 50.950508703109)"
"24 ST","ANDERSON RD SW",,"SB","PAINT","1110279714","SW","2","DEDICATED LANE","LINESTRING (-114.118179255552 50.950997324033, -114.118209744402 50.950808717815)"
"130 AVE","WOODFIELD RD SW",,"EB","PAINT","1110295813","SW","3","RT","LINESTRING (-114.134039384147 50.936001426361, -114.13321317303 50.93599489033)"
"130 AVE","37 ST SW",,"WB","PAINT","1110295818","SW","2","LT","LINESTRING (-114.139640253191 50.935761653729, -114.13922528875 50.935794482274)"
"COUNTRY HILLS BLVD NW","BEDDINGTON TR",,"EB","PAINT","1109697898","NW","3","RT","LINESTRING (-114.102120491497 51.142316732715, -114.100703007691 51.142296981801, -114.099877582686 51.142308179491, -114.098860542138 51.142392963092, -114.098085285402 51.142472289922)"
"8 AVE SW","4 ST SW",,"EW","PAINT","1110002512","DT","3","BIKE","LINESTRING (-114.071630603671 51.045849307852, -114.071390231867 51.045717389449)"
"CROWCHILD TR NW","TWELVE MILE COULEE RD NW",,"WB","PAINT","1109656475","NW","2","LT","LINESTRING (-114.256603572949 51.143316744351, -114.256091155363 51.143135084544)"
"30 AVE NW","7 ST NW","AT 905 30 AVE NW","NS","PAINT","1109945186","NW","4","SPEED HUMP","LINESTRING (-114.07921830582 51.079932631475, -114.079094019936 51.079865599569)"
"10 ST NW","18 AVE",,"SB","PAINT","1109942279","NW","2","LT","LINESTRING (-114.084874714972 51.068994834705, -114.084874829993 51.068928223659)"
"8 AVE SE","8 ST  SE","7 ST SE","EW","EPOXY","1110320032","SE","4","SPEED HUMP","LINESTRING (-114.037622825946 51.043371776404, -114.037198409586 51.043275973793)"
"9 AVE SE","MACLEOD TR SE",,"NE","PAINT","1110002517","DT","3","SPECIAL","LINESTRING (-114.058120351168 51.044566348615, -114.05785244148 51.044552210328)"
"44 AV NE","52 ST NE",,"EB","PAINT","1109628963","NE","2","LT","LINESTRING (-113.958584573153 51.091390910374, -113.959106481231 51.091388377403)"
"19 ST SE","BLACKFOOT TR",,"NB","PAINT","1110050803","SE","3","RT","LINESTRING (-114.017699327872 51.037409105908, -114.017741539032 51.037302541369)"
"SOUTHLAND DR","BRADBURY DR",,"EB","PAINT","1110259271","SW","2","DEDICATED LANE","LINESTRING (-114.099269558996 50.961400297557, -114.098939599735 50.961389160385)"
"38 AVE SW","16 ST SW","16 A ST SW","EW","PAINT","1109941996","SW","4","SPEED HUMP","LINESTRING (-114.101560591589 51.020153632114, -114.101439886136 51.020154145092)"
"9 AVE SE","3 ST SE",,"EW","PAINT","1110002522","DT","4","SPECIAL","LINESTRING (-114.055873649107 51.044328545642, -114.055575346168 51.044315198768)"
"27 AVE NE","BARLOW TRAIL",,"EB","PAINT","1110054286","NE","2","LT","LINESTRING (-114.002396287148 51.076840992171, -114.002015693063 51.076840999352)"
"MAHOGANY BV","MAHOGANY GA",,,"PAINT","1109998870","SE","1","OPTLT","LINESTRING (-113.936931366779 50.899561361875, -113.936982258238 50.89941589586)"
"10 ST NW","3 AVE NW",,"NB","PAINT","1109944331","NW","2","LT","LINESTRING (-114.085887498855 51.055313974169, -114.085881135723 51.055138918452)"
"11 AVE SW","8 ST SW",,"WB","PAINT","1109742569","DT","2","RT","LINESTRING (-114.081260361193 51.042928063514, -114.080879443905 51.042909636267)"
"ROSSMOUNT RD SW","ROSSDALE RD SW","8 AVE SW","EW","MMA","1109944388","SW","2","SPECIAL","LINESTRING (-114.149226738249 51.045808496269, -114.147901236226 51.045377901451, -114.147786039585 51.045173383184)"
"130 AVE","48 ST",,"EB","PAINT","1110117701","SE","3","RT","LINESTRING (-113.966327968567 50.931850497485, -113.96590892803 50.931852368072)"
"9 AVE SE","16 ST SE",,"E","PAINT","1110193663","SE","2","DEDICATED LANE","LINESTRING (-114.021818437424 51.036493729013, -114.021552815524 51.036572218326)"
"9 AVE","17 AVE SE",,"WB","PAINT","1110276042","SE","1","RT","LINESTRING (-114.02484268752 51.037617313597, -114.02464539777 51.037555585935)"
"SETON WAY","SETON CIRCLE",,"NB","PAINT","1110275602","SE","2","FISH HOOK OPT RIGHT","LINESTRING (-113.95308657157 50.867905378603, -113.952824065202 50.86762614835)"
"NORTHLAND DRIVE","5124 NORTHLAND DR","SIR WINSTIN CHURCHILL DRIVEWAY","NS","PAINT","1110064883","NW","3","BIKE","LINESTRING (-114.141186535494 51.09896565578, -114.141186982622 51.098853700774)"
"MACLEOD TRAIL","162 AVE SE","SPRUCE MEADOWS TRAIL","SB","PAINT","1110117203","SE","3","RT","LINESTRING (-114.058958297138 50.899370004628, -114.058753249434 50.899029492823)"
"25A ST SW","19 AVE","21 AVE","NS","PAINT","1109781832","SW","4","SPEED HUMP","LINESTRING (-114.122276433744 51.035533707858, -114.122275617482 51.035223546994)"
"29 ST NW","16 AVE NW","15 AVE NW","SB","PAINT","1110142280","NW","3","RT","LINESTRING (-114.129269172733 51.066960047489, -114.129273933321 51.066771901213)"
"GLENMORE TR","CROWCHILD TR",,"EB","PAINT","1110275628","SW","2","DEDICATED LANE","LINESTRING (-114.122406847515 51.001331467455, -114.121317016949 51.001168670541)"
"68 ST","76 AVE SE",,"NB","PAINT","1110375810","SE","2","LT","LINESTRING (-113.935181320339 50.984992657911, -113.935147148604 50.984266996275)"
"12 AVE NE","36 ST NE",,"EB","PAINT","1109406532","NE","2","LT","LINESTRING (-113.981779857524 51.062647668771, -113.985226805568 51.062648155216)"
"11 ST","HERITAGE DR",,"NB","PAINT","1110191004","SE","3","LT","LINESTRING (-114.039736419453 50.986955092543, -114.039821993047 50.986549756328)"
"8 AVE SW","8 ST SW",,"WB","PAINT","1110002494","DT","2","LT","LINESTRING (-114.080986870572 51.046053408058, -114.080695717033 51.046045062898)"
"86 AVE SE","MACLEOD TRAIL",,"WB","PAINT","1110050010","SE","3","RT","LINESTRING (-114.071017092719 50.975938931994, -114.070741307086 50.975939099326)"
"CROWCHILD TR NW","40 AVE NW","LANE EXIT TO OFF RAMP (ON CROWCHILD TR)","SB","PAINT","1109750685","NW","3","RT","LINESTRING (-114.142193842743 51.093460057801, -114.140912023984 51.092694536898)"
"49 ST NW","40 AVE NW",,"NB","PAINT","1110055450","NW","3","RT","LINESTRING (-114.15841079315 51.087999095755, -114.158452957363 51.087797443394)"
"162 AVE SE","SHAWVILLE BV SE",,"WB","PAINT","1110117192","SE","2","LT","LINESTRING (-114.065795748179 50.904193953188, -114.065615237633 50.904232111934)"
"80 AV NE","SADDLETOWNE CI NE",,"EB","PAINT","1110001643","NE","2","RT","LINESTRING (-113.951578209784 51.1251251304, -113.950045566072 51.125113987724)"
"NOLAN HILL DR","NOLAN HILL BLVD NW",,"NS","PAINT","1110366501","NW","4","FISH HOOK OPT LEFT WITH DOT","LINESTRING (-114.160657945129 51.172018347057, -114.160558274036 51.170816444221)"
"8 AVE SE","13 ST SE","14 ST","EW","PAINT","1110320047","SE","4","SPEED HUMP","LINESTRING (-114.029126315477 51.040304761807, -114.028768514996 51.04014160843)"
"17 AVE","42 ST",,"EB","PAINT","1110274930","SE","3","FISH HOOK LEFT","LINESTRING (-113.973700488068 51.037792491738, -113.973309492512 51.037795810213)"
"9 AVE SE","17 AVE","16 ST","EW","PAINT","1110276043","SE","4","DEDICATED LANE","LINESTRING (-114.024852494168 51.0375101187, -114.02383101976 51.037131148513, -114.02335727182 51.036937414461)"
"8 AVE SW","ROSSMOUNT RD SW","42 ST SW","EW","MMA","1109944389","SW","1","SPECIAL","LINESTRING (-114.148224071651 51.045023116989, -114.147924129769 51.04503063214)"
"SETON WAY","SETON AVE",,"NB","PAINT","1110275599","SE","2","FISH HOOK OPT RIGHT","LINESTRING (-113.955589938436 50.870834286564, -113.955351731353 50.870625941376)"
"HERITAGE DR","14 ST",,"WB","PAINT","1109995576","SW","3","OPTLT","LINESTRING (-114.09460135931 50.979595607727, -114.093228206057 50.979594389551)"
"9 AVE SE","14 ST SE","15 ST SE","EW","PAINT","1109730580","SE","8","DEDICATED LANE","LINESTRING (-114.028792937069 51.039125251946, -114.025566812339 51.037811281068)"
"1 ST SE","18 AV SE","ENTRANCE TO TALISMAN CENTRE","SB","PAINT","1110001089","SE","3","LT","LINESTRING (-114.061381516931 51.035525071282, -114.061166608578 51.035054663205)"
"20 ST","26 AVE","25 AVE","NS","PAINT","1109992288","SW","4","SPEED HUMP","LINESTRING (-114.109194829762 51.031239149845, -114.109315742843 51.03099773913)"
"9 AVE","17 AVE SE",,"EB","PAINT","1110276044","SE","2","RT","LINESTRING (-114.026106947339 51.037984011061, -114.02586373636 51.037889347398)"
"NORTHLAND DR NW","52 AV NW",,"NB","PAINT","1110001705","NW","3","OPTRT","LINESTRING (-114.141217797475 51.100759821623, -114.141201766551 51.10033384922)"
"68 ST","GLENMORE TR SE",,"SB","PAINT","1110375807","SE","3","RT","LINESTRING (-113.935307013605 50.983127253747, -113.935361477371 50.982365901918)"
"51 ST SW","RICHMOND ROAD",,"SB","PAINT","1110117223","SW","2","RT","LINESTRING (-114.159931190044 51.01847069146, -114.159918572622 51.018310869522)"
"9 AVE SE","19 ST SE","S OF 22 ST","NS","PAINT","1110276027","SE","31","SHARROW","LINESTRING (-114.019759047483 51.035273043187, -114.018016890832 51.034486951, -114.01690605378 51.034018008475, -114.015258698001 51.033253377325, -114.013611112766 51.032493729275, -114.011750651487 51.031632964552, -114.011437821635 51.0314882228)"
"FONDA WAY SE","39 ST SE","FONDA DRIVE SE","EW","PAINT","1110135942","SE","4","BIKE","LINESTRING (-113.976795891183 51.051399100715, -113.975895514882 51.051414305313)"
"26 ST SW","BOW TRAIL SW","SOVEREIGN CRES SW","NS","PAINT","1109942264","SW","4","SHARROW","LINESTRING (-114.123631531484 51.043115096824, -114.123629632858 51.042064751011)"
"42 AVE","42 AVE SW","MACLEOD TR","WB","PAINT","1110306270","SW","3","RT","LINESTRING (-114.06344979622 51.016103954264, -114.06251379671 51.016072493793)"
"CAPRI AVE NW","CAYUGA DR NW","CALANDAR RD NW AT 64 CAPRI AVE","EW","PAINT","1109631387","NW","4","SPEED HUMP","LINESTRING (-114.106356470591 51.089521129553, -114.10529564527 51.089288378162)"
"17 AVE SE","44 ST SE",,"EB","PAINT","1110193612","SE","3","FISH HOOK LEFT","LINESTRING (-113.970381383673 51.037772482145, -113.970114408669 51.037801993137)"
"28 AVE SW","26 A ST SW","27 ST SW","EW","PAINT","1109939409","SW","4","SPEED HUMP","LINESTRING (-114.126365611172 51.028510402765, -114.126065769907 51.02850911833)"
"8 AVE SE","8 ST SE","7 ST SE","EW","PAINT","1110320031","SE","4","SPEED HUMP","LINESTRING (-114.039782390903 51.043901475446, -114.039614288393 51.043853205527)"
"CHRISTIE PARK GATE SW","17 AVE SW",,"SB","PAINT","1109741857","SW","3","LT","LINESTRING (-114.178322180194 51.037462155694, -114.17841799152 51.037288903673)"
"17 AVE SE BUS L:ANES","28 ST SE",,"EW","PAINT","1110193658","SE","4","DEDICATED LANE","LINESTRING (-113.993247846156 51.037635650019, -113.992874611573 51.037847732776)"
"SHAGANAPPI TR NW","JOHN LAURIE BLVD NW",,"NB","PAINT","1109700583","NW","6","LT","LINESTRING (-114.140342291611 51.108409396113, -114.140354111973 51.10840441515, -114.140193375223 51.108742384699)"
"9 AVE SE","7 ST SE",,"EB","PAINT","1110064839","SE","6","BIKE","LINESTRING (-114.044277012662 51.043783761241, -114.043780530657 51.04379755603, -114.043650155643 51.043762815418, -114.043686467474 51.043751486471)"
"HERITAGE DR","GLENMORE TR","OFF RAMP TO WB GLENMORE","NB","PAINT","1110190946","SE","3","RT","LINESTRING (-114.024894623929 50.98954472693, -114.024820867588 50.989412010647, -114.024826322865 50.989259725551, -114.024859262999 50.989073692218)"
"37 ST NW","VILLA CRES","VILLA CRES","NS","PAINT","1110064837","NW","4","BIKE","LINESTRING (-114.141184830229 51.090734176513, -114.141184586255 51.090054873432)"
"MAHOGANY BV","MAHOGANY GA",,,"PAINT","1109998872","SE","1","ST","LINESTRING (-113.937421393224 50.89957642123, -113.937420260229 50.899452298957)"
"28 ST SW","19 AVE SW","21 AVE SW","NS","PAINT","1109781829","SW","4","SPEED HUMP","LINESTRING (-114.128110682288 51.035518552892, -114.128109828777 51.035209007892)"
"MCKENZIE TOWNE BLVD SE","INVERNESS GATE SE","MCKENZIE TOWNE CIRCLE SE","EB","PAINT","1109933184","SE","3","OPTRT","LINESTRING (-113.96646234106 50.91642699522, -113.965396728613 50.916438950156, -113.965390917711 50.916439011363)"
"MCKINGHT BV NE","47 ST NE",,"WB","PAINT","1109942073","NE","3","RT","LINESTRING (-113.964486044125 51.09619893761, -113.963555312427 51.096198651212)"
"68 AVE SW","5 ST SW","7 ST SW","EW","PAINT","1110049283","SW","16","SPEED HUMP","LINESTRING (-114.081166610474 50.99229194286, -114.076611791746 50.992292552509)"
"85 ST NW","48 AVE NW",,"SB","PAINT","1109942801","NW","2","ST","LINESTRING (-114.210995660501 51.096216571156, -114.211004344935 51.096132831126)"
"16 AVE","BOWFORT RD","INTERCHANGE","EB","PAINT","1110117508","NW","2","LT","LINESTRING (-114.210456772409 51.083167187113, -114.209967080847 51.083103372412)"
"36 ST NE","16 AVE NE",,"SB","PAINT","1109406529","NE","2","RT","LINESTRING (-113.982048667015 51.068313616874, -113.982081217129 51.069043145594)"
"11 AVE NW","2 ST NW","1 ST NW","EW","MMA","1109944408","NW","4","SPECIAL","LINESTRING (-114.067468546738 51.062476003064, -114.065020928348 51.062466864988)"
"32 AVE NE","36 ST NE",,"NB","PAINT","1109406522","NE","4","LT","LINESTRING (-113.981696990525 51.081507253204, -113.981687346069 51.080544344915)"
