"uid","name","description","provenance","type","category","tags","url","api_endpoint","creation_date","last_metadata_updated_date","last_data_updated_date","derived_view","visits","downloads","row_count","column_count","license","attribution","attribution_link","parent_uid","timedate_howdataiscollected","timedate_updatefrequency","timedate_temporalresolution","timedate_creationdate","licenseattribution_licenseurl","datasupplier_businessunit","additionalinformation_sourceurl","timedate_timeperiodcovered","timedate_temporalstartdate","datasupplier_organization","geospatialinformation_mapprojection","geospatialinformation_datasetcontainsgeospatialinformation","timedate_dateoflastupdate"
"ga6m-7k2i","Civic Census by Ward, Age and Gender","Ward-level tabulations of annual census counts of residents categorized by age group and gender. Ward boundaries can change over time. These results are based on the ward boundaries at the time of data collection in each year.","official","dataset","Demographics","census,population","https://data.calgary.ca/d/ga6m-7k2i","https://data.calgary.ca/resource/ga6m-7k2i.json","2019-07-15T17:56:20.000","2022-08-02T21:19:20.000","2019-09-05T22:20:57.000","false","504","99","1539","6","See Terms of Use","The City of Calgary",,,,"None",,,"https://data.calgary.ca/d/Open-Data-Terms/u45n-7awa","City Clerk's Office",,"1994-present",,"The City of Calgary",,"No",
"ur7i-7irs","Civic census 2011 - Travel by Bike to Work","","official","map","Transportation/Transit",,"https://data.calgary.ca/d/ur7i-7irs","https://data.calgary.ca/resource/ur7i-7irs.json","2018-07-06T16:50:56.000","2020-02-20T22:36:36.000","2018-07-06T16:45:51.000","true","108","26",,,"See Terms of Use",,,"7tad-i2m6",,,,,,,,,,,,,
"t2x5-8ez2","Census By Ward 2014","Census data is an official count of dwelling units and population within those units. The data is physically collected and may be supplemented with other information such as the periodic age/gender distribution data. This additional data allows for better interpretation of the population statistics. 
Data is presented by ward boundaries, the electoral areas represented by one councillor.","official","map","Demographics","census,ward","https://data.calgary.ca/d/t2x5-8ez2","https://data.calgary.ca/resource/t2x5-8ez2.json","2016-09-26T22:06:15.000","2020-04-09T16:58:33.000","2016-09-26T22:06:45.000","true","325","78",,,"See Terms of Use","The City of Calgary",,"aj43-35ks",,"None",,,"https://data.calgary.ca/d/Open-Data-Terms/u45n-7awa","City Clerk's Office",,,,"The City of Calgary","EPSG:4326 WGS84","Yes","n/a"
"52c4-m6wc","2076 RTM Road Network Scenario","","official","filter",,,"https://data.calgary.ca/d/52c4-m6wc","https://data.calgary.ca/resource/52c4-m6wc.json","2019-02-06T16:26:51.000","2020-02-20T22:42:27.000","2019-02-06T16:21:36.000","true","81","53","27119",,"See Terms of Use","City of Calgary",,"gvs2-78b3",,,,,,,,,,,,,
"m9hp-7qj2","Impervious Surface 2010","The Impervious Surface - 2010 layer contains polygon features generated from the 2010 Digital Aerial Survey mapping line work. The Impervious Surface layer features represent the various impervious surface types found within The City of Calgary. These features are classified by surface type and description based on the classification and specifications used in the Digital Aerial Survey Program. Additional higher level general surface type classification and referencing to the Alberta Township System (ATS) has been applied to each impervious surface layer feature. To learn more about other DAS products available, visit <a href=""https://www.calgary.ca/cs/iis/mapping-products/digital-aerial-survey.html"">Digital Aerial Survey</a>.","official","dataset","Environment","buildings,concrete,ctp,gravel,hydrography,land use and mobility,mdp,pavement,roads,watershed","https://data.calgary.ca/d/m9hp-7qj2","https://data.calgary.ca/resource/m9hp-7qj2.json","2022-06-16T17:14:34.000","2022-06-16T17:50:14.000","2022-06-16T17:40:28.000","false","32","6","771666","5","See Terms of Use","The City of Calgary",,,"Digital Aerial Survey mapping line work","None",,,"https://data.calgary.ca/d/Open-Data-Terms/u45n-7awa","Corporate Analytics and Innovation",,"2010",,"The City of Calgary","EPSG:4326 WGS84","Yes",
"54kk-f9vc","ICI - Health Care and Social Assistance Garbage Composition - Diversion Potential","This chart shows weight per cent composition grouped by material diversion potential.

This dataset is for garbage bin waste from the Industrial, Commercial, and Institutional (ICI) sector. The North American Industry Classification System (NAICS) is used to categorize ICI businesses and organizations into sub-sectors for ease of data collection and reporting.  The NAICS sub-sectors included in this study are: Accommodation and Food Services (NAICS code 72), Retail Trade (44-45), Manufacturing (31-33), Health Care and Social Assistance (62), and Public Administration (91).  All businesses and organizations included in the study were customers of The City’s Commercial Collections service, except for one privately-serviced customer in the Accommodation and Food Services sub-sector that was added to provide better sector representation.  A total of 115 samples are included in the dataset:  30 in Accommodation and Food Services, 35 in Retail Trade, 17 in Manufacturing, 25 in Health Care and Social Assistance, and 8 in Public Administration.  The weight per cent for each sub-sector is the pooled average of samples collected in the four seasons of 2019.  

Waste Composition studies are periodically conducted by Waste and Recycling Services to help assess the performance of diversion and education programs and inform improvements and new program design.","official","chart","Help and Information",,"https://data.calgary.ca/d/54kk-f9vc","https://data.calgary.ca/resource/54kk-f9vc.json","2020-02-26T20:05:22.000","2022-01-20T21:58:17.000","2020-02-19T21:10:14.000","true","59","6",,,"See Terms of Use","The City of Calgary","https://www.calgary.ca/UEP/WRS/Pages/Garbage-collection-information/Residential-services/Garbage-Collection.aspx","65wd-2exm",,"None",,,"https://data.calgary.ca/d/Open-Data-Terms/u45n-7awa","Waste and Recycling Services","https://www.calgary.ca/UEP/WRS/Pages/Garbage-collection-information/Residential-services/Garbage-Collection.aspx","2019",,"The City of Calgary",,"No",
"k3vj-nsbs","ICI - Retail Garbage Composition - Proper Disposal Location","This chart shows weight per cent composition grouped by proper disposal location.

This dataset is for garbage bin waste from the Industrial, Commercial, and Institutional (ICI) sector. The North American Industry Classification System (NAICS) is used to categorize ICI businesses and organizations into sub-sectors for ease of data collection and reporting. The NAICS sub-sectors included in this study are: Accommodation and Food Services (NAICS code 72), Retail Trade (44-45), Manufacturing (31-33), Health Care and Social Assistance (62), and Public Administration (91). All businesses and organizations included in the study were customers of The City’s Commercial Collections service, except for one privately-serviced customer in the Accommodation and Food Services sub-sector that was added to provide better sector representation. A total of 115 samples are included in the dataset: 30 in Accommodation and Food Services, 35 in Retail Trade, 17 in Manufacturing, 25 in Health Care and Social Assistance, and 8 in Public Administration. The weight per cent for each sub-sector is the pooled average of samples collected in the four seasons of 2019. 

Waste Composition studies are periodically conducted by Waste and Recycling Services to help assess the performance of diversion and education programs and inform improvements and new program design.","official","chart","Help and Information",,"https://data.calgary.ca/d/k3vj-nsbs","https://data.calgary.ca/resource/k3vj-nsbs.json","2020-02-26T20:23:05.000","2022-01-20T22:00:27.000","2020-02-19T21:10:14.000","true","61","8",,,"See Terms of Use","The City of Calgary","https://www.calgary.ca/UEP/WRS/Pages/Garbage-collection-information/Residential-services/Garbage-Collection.aspx","65wd-2exm",,"None",,,"https://data.calgary.ca/d/Open-Data-Terms/u45n-7awa","Waste and Recycling Services","https://www.calgary.ca/UEP/WRS/Pages/Garbage-collection-information/Residential-services/Garbage-Collection.aspx","2019",,"The City of Calgary",,"No",
"mmck-7yr8","Green Cart Waste Composition 2020 By Material","Waste Composition studies are periodically conducted by Waste and Recycling Services to help assess the performance of diversion and education programs and inform improvements and new program design.  This dataset is for Green Cart waste from residential dwellings, and represents the weighted average of samples of 20-25 residences collected in 22 communities in each of the four seasons of 2020 (88 samples).  The communities sampled were selected to collectively represent the range of housing types and demographics in Calgary.  The weight per cent composition is provided for a number of material categories and subcategories. For more information please visit: <a href=""https://www.calgary.ca/uep/wrs/recycling-information/residential-services/green-cart/green-cart-composting.html"">Green cart composting</a>","official","chart","Help and Information",,"https://data.calgary.ca/d/mmck-7yr8","https://data.calgary.ca/resource/mmck-7yr8.json","2021-01-26T17:01:27.000","2021-02-04T21:31:49.000","2021-01-26T16:34:40.000","true","255","0",,,"See Terms of Use","The City of Calgary",,"2i2v-2r6r",,"None",,,"https://data.calgary.ca/d/Open-Data-Terms/u45n-7awa","Waste and Recycling Services",,,,"The City of Calgary",,"No",
"8yjp-3uu9","Multi Family Garbage Composition - Diversion Potential","This chart shows multi family garbage bin composition, grouped by diversion potential. 

The multi-family results represent garbage bin waste from multi-family complexes, and represents the pooled average of samples in each of the four seasons of 2019 (40 samples). The multi-family developments sampled included both low rise and high rise types, and all were customers of The City’s Commercial Collections service.

Waste Composition studies are periodically conducted by Waste and Recycling Services to help assess the performance of diversion and education programs and inform improvements and new program design.","official","chart","Help and Information",,"https://data.calgary.ca/d/8yjp-3uu9","https://data.calgary.ca/resource/8yjp-3uu9.json","2020-02-26T16:42:21.000","2022-01-20T22:03:30.000","2020-02-19T21:10:14.000","true","95","2",,,"See Terms of Use","The City of Calgary","https://www.calgary.ca/UEP/WRS/Pages/Garbage-collection-information/Residential-services/Garbage-Collection.aspx","44h7-jkm5",,"None",,,"https://data.calgary.ca/d/Open-Data-Terms/u45n-7awa","Waste and Recycling Services","https://www.calgary.ca/UEP/WRS/Pages/Garbage-collection-information/Residential-services/Garbage-Collection.aspx","2019",,"The City of Calgary",,"No",
"s4rb-rqkw","Single Family Black Cart Material Diversion Potential","Waste Composition studies are periodically conducted by Waste and Recycling Services to help assess the performance of diversion and education programs and inform improvements and new program design.  This dataset is for Black Cart waste from residential dwellings, and represents the pooled average of samples of 20-25 residences collected in 18 communities in each of the four seasons of 2019 (72 samples).  The communities sampled were selected to collectively represent the range of housing types and demographics in Calgary.  The weight per cent composition is provided for a number of material categories and subcategories. 
See https://www.calgary.ca/UEP/WRS/Pages/Garbage-collection-information/Residential-services/Garbage-Collection.aspx for more information.","official","chart","Help and Information",,"https://data.calgary.ca/d/s4rb-rqkw","https://data.calgary.ca/resource/s4rb-rqkw.json","2020-01-16T16:32:21.000","2022-01-20T21:42:32.000","2020-02-19T21:10:14.000","true","111","5",,,"See Terms of Use","The City of Calgary","https://www.calgary.ca/UEP/WRS/Pages/Garbage-collection-information/Residential-services/Garbage-Collection.aspx","p2fv-5peq",,"None",,,"https://data.calgary.ca/d/Open-Data-Terms/u45n-7awa","Waste and Recycling Services","https://www.calgary.ca/UEP/WRS/Pages/Garbage-collection-information/Residential-services/Garbage-Collection.aspx","2019",,"The City of Calgary",,"No",
"87hn-64at","ICI - Accommodation and Food Services Garbage Composition - Proper Disposal Location","This chart shows weight per cent composition grouped by proper disposal location.

This dataset is for garbage bin waste from the Industrial, Commercial, and Institutional (ICI) sector. The North American Industry Classification System (NAICS) is used to categorize ICI businesses and organizations into sub-sectors for ease of data collection and reporting.  The NAICS sub-sectors included in this study are: Accommodation and Food Services (NAICS code 72), Retail Trade (44-45), Manufacturing (31-33), Health Care and Social Assistance (62), and Public Administration (91).  All businesses and organizations included in the study were customers of The City’s Commercial Collections service, except for one privately-serviced customer in the Accommodation and Food Services sub-sector that was added to provide better sector representation.  A total of 115 samples are included in the dataset:  30 in Accommodation and Food Services, 35 in Retail Trade, 17 in Manufacturing, 25 in Health Care and Social Assistance, and 8 in Public Administration.  The weight per cent for each sub-sector is the pooled average of samples collected in the four seasons of 2019.  

Waste Composition studies are periodically conducted by Waste and Recycling Services to help assess the performance of diversion and education programs and inform improvements and new program design.","official","chart","Help and Information",,"https://data.calgary.ca/d/87hn-64at","https://data.calgary.ca/resource/87hn-64at.json","2020-02-26T20:16:33.000","2022-01-20T21:58:53.000","2020-02-19T21:10:14.000","true","56","4",,,"See Terms of Use","The City of Calgary","https://www.calgary.ca/UEP/WRS/Pages/Garbage-collection-information/Residential-services/Garbage-Collection.aspx","65wd-2exm",,"None",,,"https://data.calgary.ca/d/Open-Data-Terms/u45n-7awa","Waste and Recycling Services","https://www.calgary.ca/UEP/WRS/Pages/Garbage-collection-information/Residential-services/Garbage-Collection.aspx","2019",,"The City of Calgary",,"No",
"gmzj-skfj","Top 10 Migration origins to Calgary","Interprovincial and intraprovincial migrants, by census metropolitan area and census agglomeration of origin and destination, 2016 boundaries.","official","chart","Government",,"https://data.calgary.ca/d/gmzj-skfj","https://data.calgary.ca/resource/gmzj-skfj.json","2022-03-22T15:41:29.000","2022-03-22T15:45:06.000","2022-03-22T15:27:40.000","true","214","0",,,"See Terms of Use","Statistics Canada","https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1710014101","tbbz-5qpt","Federal census","Annual",,,"https://data.calgary.ca/d/Open-Data-Terms/u45n-7awa","Other - Not City of Calgary","https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1710014101","2016-present",,"Other",,"No",
"5zpx-86qv","Central Business District Cordon Count 2016 Map 2","Every year in May, The City conducts the Central Business District (CBD) cordon count. The cordon count is performed at 31 locations around the CBD over a three week time period, collecting data on how people travel into and out of downtown Calgary. The CBD cordon circles the downtown with the Bow River to the north and the railway tracks to the south and from 11 Street in the west to the Elbow River in the east. These data represent the total number of persons entering (inbound) and exiting (outbound) at each location, by modes, during a 16 hour time period. This raw dataset is NOT normalized to average weekday. It is a snapshot of the inbound and outbound activity on a single day at these locations and reflects conditions specific to that day such as construction, lane closures, weather, etc. Therefore, data may not be directly comparable between locations or years. 
*Attachment is a summary of the inbound and outbound totals and mode of travel.* For additional information on cordon counts, see About --> Source URL.","official","map","Transportation/Transit",,"https://data.calgary.ca/d/5zpx-86qv","https://data.calgary.ca/resource/5zpx-86qv.json","2017-07-20T21:54:58.000","2020-02-20T22:37:44.000","2017-08-02T17:39:03.000","true","137","44",,,"See Terms of Use","The City of Calgary",,"dsje-mu8i",,,,,,,,,,,,,
"i89d-xgp7","Planting Beds (Maintained as per LMA)","Describes the types of Planting Areas, beds or container locations, maintained by Calgary Parks or located on lands under Calgary Parks Stewardship. They include Shrub beds, flower beds (annual and/or perennial), tree beds, planter or standing containers area and hanging basket areas.","official","dataset","Services and Amenities","basket,bed,flower,shrub","https://data.calgary.ca/d/i89d-xgp7","https://data.calgary.ca/resource/i89d-xgp7.json","2021-11-10T21:55:29.000","2022-08-22T15:00:39.000","2022-08-22T15:01:29.000","false","131","38","20604","15","See Terms of Use","The City of Calgary",,,,"Weekly",,,"https://data.calgary.ca/d/Open-Data-Terms/u45n-7awa","Calgary Parks",,,,"The City of Calgary","EPSG:4326 WGS84","Yes",
"uwi9-9nzk","Urban Forest - Public Tree Locations","Information about Calgary's urban forest, including the locations and types of trees on public land.","official","map","Environment",,"https://data.calgary.ca/d/uwi9-9nzk","https://data.calgary.ca/resource/uwi9-9nzk.json","2018-01-18T23:47:30.000","2021-11-12T16:32:19.000","2022-08-22T21:04:02.000","true","1555","65",,,"See Terms of Use","The City of Calgary",,"tfs4-3wwa",,,,,,,,,,,,,
"ychh-qwbf","Waste Per Capita Bar","This dataset contains the number of kilograms of waste landfilled per capita in The City of Calgary. The dataset contains the following information:
Year - the year for which the measurement is provided
KG/Capita - the number of kilograms of waste landfilled per capita in The City for that year","official","chart","Government","citizen-dashboard","https://data.calgary.ca/d/ychh-qwbf","https://data.calgary.ca/resource/ychh-qwbf.json","2016-07-29T19:34:38.000","2016-11-24T16:28:15.000","2020-10-13T22:44:26.000","true","680","468","13",,"See Terms of Use","The City of Calgary",,"nyvz-ddbn",,"Annual ",,"July 29, 2016",,,,,,,,,
"cjn5-grt5","Census By Community 2004","Census data is an official count of dwelling units and population within those units. The data is physically collected and may be supplemented with other information such as the periodic age/gender distribution data. This additional data allows for better interpretation of the population statistics. A community district is a fixed boundary within Calgary, created by and for the Corporation. It represents a distinct geographical area of the city that is determined through the Land Development/Subdivision Process and approved by Council.","official","map","Demographics","census,community","https://data.calgary.ca/d/cjn5-grt5","https://data.calgary.ca/resource/cjn5-grt5.json","2016-10-30T03:13:11.000","2020-04-09T16:58:34.000","2016-10-30T03:13:40.000","true","388","64",,,,,,"33uw-enk8",,"None",,,"https://data.calgary.ca/d/Open-Data-Terms/u45n-7awa","City Clerk's Office",,,,"The City of Calgary","EPSG:4326 WGS84","Yes","n/a"
"kdxm-jibr","Multi-year RTM Road Network scenarios","The Regional Transportation Model (RTM) is a computer simulation of the city and surrounding region.  This file contains the road network assumptions for the 2015 Scenario from the 2015 CTP/MDP Scenario Series.  This series is a time series of future forecasts that are used in transportation planning analysis.  The series contains five horizons from 2015 to 2076 and includes roads classified as collector and above and does not include local roads.  his data is a representation, not an exact replica, of the road network and is intended to represent the road network that Calgary Region residents may experience provided the anticipated changes in infrastructure and land use occur.    For more information see the Transportation Forecasting website: www.calgary.ca/forecasting.  Versions: 2015 Horizon: 092618; 2028 Horizon: 092618; 2039 Horizon: 101118; 2048 Horizon: 101118; 2076 Horizon: 092718.","official","map","Transportation/Transit",,"https://data.calgary.ca/d/kdxm-jibr","https://data.calgary.ca/resource/kdxm-jibr.json","2018-10-12T21:26:25.000","2020-02-20T22:38:47.000","2019-02-06T16:21:36.000","true","312","21",,,"See Terms of Use","City of Calgary",,"gvs2-78b3",,,,,,,,,,,,,
"nc2a-vusy","category_tiles","","official","dataset",,,"https://data.calgary.ca/d/nc2a-vusy","https://data.calgary.ca/resource/nc2a-vusy.json","2020-07-02T01:26:03.000","2022-08-02T21:19:21.000","2021-10-25T22:12:34.000","false","49","3","3","23",,,,,,,,,,,,,,,,"No",
"x34e-bcjz","Community Services","In this model amenities are classified under the following headings: Attractions, Community Centre, Court, Defibrillator, Health Clinic, Hospital, Internet Access, Library,  Skate Parks, Social Dev Ctr, Visitor Info. Name, address, location information and homepage information if available.","official","dataset","Services and Amenities","attraction,centre,community,cout,hospital,library,phs clinic,social dev ctr,visitor info","https://data.calgary.ca/d/x34e-bcjz","https://data.calgary.ca/resource/x34e-bcjz.json","2016-07-06T19:50:55.000","2022-08-01T15:01:00.000","2022-08-01T15:01:01.000","false","2304","872","206","10","See Terms of Use","The City of Calgary",,,,"Monthly",,,"https://data.calgary.ca/d/Open-Data-Terms/u45n-7awa","Corporate Analytics and Innovation",,,,"The City of Calgary","EPSG:4326 WGS84","Yes",
"pai2-tsju","Community Sectors Map","Derived from the Community Boundaries, this dataset shows the sectors and what communities are within those sectors","official","map","Base Maps",,"https://data.calgary.ca/d/pai2-tsju","https://data.calgary.ca/resource/pai2-tsju.json","2018-09-21T21:32:28.000","2022-01-20T22:31:18.000","2020-09-11T21:22:45.000","true","642","36",,,"See Terms of Use","City of Calgary",,"mz2j-7eb5",,"None",,,"https://data.calgary.ca/stories/s/u45n-7awa/","Corporate Analytics and Innovation",,,,"The City of Calgary","WGS84/Web Mercator","Yes",
"9k95-2tw9","Source Watershed Vulnerability","Relative vulnerability ratings of areas in Calgary's source watersheds. For more information, visit: http://www.calgary.ca/UEP/Water/Pages/Watersheds-and-rivers/Souce-Water-Protection.aspx
   
If a land use change or activity were to cause a release of contaminants, the vulnerable areas map indicates which areas are more or less vulnerable to facilitating the movement of contamination to surface waters downstream.
    
The ""Final_rating"" field is used to map the 5 categories. Please see the User Guide for detailed field descriptions:
https://data.calgary.ca/api/views/9k95-2tw9/files/ed1609d8-6be3-4776-ab79-823d0940c862?download=true&filename=SourceWaterVulnerability_UserGuide.docx","official","map","Environment","drinking water,source water,source water protection,vulnerability,water","https://data.calgary.ca/d/9k95-2tw9","https://data.calgary.ca/resource/9k95-2tw9.json","2017-09-07T18:10:33.000","2021-06-18T16:15:41.000","2017-09-07T18:50:16.000","true","670","205",,,"See Terms of Use","The City of Calgary",,"t4dm-fvbb",,"Irregular",,"October 2016","https://data.calgary.ca/d/Open-Data-Terms/u45n-7awa","Water Resources and Water Services",,,,"The City of Calgary",,"Yes","October 2016"
"y3tg-gbwj","Senior management expenses","As part of The City of Calgary's commitment to an open, transparent and accountable local government we release the Senior Management Expense report twice per year in the spring and fall. It includes line item details, including business travel, meals and hosting, and employee recognition for the Senior Management Team. The Senior Management Team includes the City Manager, general managers and directors.

Budgets for the City Manager and each General Manager are reviewed and approved annually by City Council as part of budget deliberations.","official","dataset","Government","disclosure,expense,expenses,management,senior","https://data.calgary.ca/d/y3tg-gbwj","https://data.calgary.ca/resource/y3tg-gbwj.json","2019-09-30T15:15:24.000","2022-08-02T21:19:18.000","2022-03-18T16:16:05.000","false","811","78","682","8","See Terms of Use","The City of Calgary",,,,"Semiannual",,,"https://data.calgary.ca/d/Open-Data-Terms/u45n-7awa","Finance","https://www.calgary.ca/cfod/finance/Pages/Plans-Budgets-and-Financial-Reports/Senior-Management-Expenses.aspx","January 2020-",,"The City of Calgary",,"No",
"vuyp-sbjp","Traffic Counts at Permanent stations","Permanent counts stations are used in trend analysis of traffic patterns around the city.  The stations allow us to create seasonal and weekly variations for traffic data so that we can normalize any portable studies that are of short duration.","official","dataset","Transportation/Transit","car,counts,traffic,vehicle,volumes","https://data.calgary.ca/d/vuyp-sbjp","https://data.calgary.ca/resource/vuyp-sbjp.json","2020-06-15T23:03:55.000","2022-08-13T06:00:06.000","2022-08-13T06:02:09.000","false","749","88","4575437","7","See Terms of Use","The City of Calgary",,,,"Monthly",,,"https://data.calgary.ca/d/Open-Data-Terms/u45n-7awa","Transportation Planning",,,,"The City of Calgary",,"No",
