COMPLEX_NAME,FACILITY_TYPE,TIER,ADDRESS,ORG,TYP_OF_ORG,STEWARD,OPER,LABEL,WEBSITE,PHONE,NOTES,GYM,GYMNAST_FAC,FITNSS_WGHT,FIT_STUDIO,MULTI_PURP_ROOMS,MEET_ROOMS,INDR_POOL,OUTDR_POOL,FW_25M,FW_50M,FW_18M,LANES_POOL,TEACH_POOL,WAVE_POOL,OTHER_POOL,INDR_WAD_POOL,DIVING_TANK,SPRINGBOARD,PLATFORM,DIVE_SLIDE,PLAY_SLIDE,ROPE_SWING,STEAM,HOT_TUB,SAUNA,CLIMB_WALL,TRACK_INDR,OUTDR_WAD_POOL,SPRAY_PARK,ICE_INDR,STAND_ICE,NHL_ICE,OLYMP_ICE,FIG_SKATING,CURL_RNK,CURL_SHEETS,INDR_SURFACE,INDR_TURF,DRY_PAD,RACQFAC_INDR,SQUASH_CRTS,RAQBALL_CRTS,BADMINT_CRTS,TENNIS_CRT,OUTDR_FIELD,ARTF_TURF_OUTDR,DIAM_FAC_OUTDR,TRACK_OUTDR,PUBLIC_GLF,SEMI_PRIV_GLF,HOLE_18,HOLE_9,DRIVERANG_OUTDR,DRIVERANG_INDR,SKI_NORDICTRCK,MUNICPAL_OP,NOTPROFIT_OP,PROFIT_OP,PRIVATE_OP,longitude,latitude,location,Ward Boundaries,Calgary Communities
Highwood Outdoor & Wading Pool,Outdoor Pool,,20 HARLOW AV NW,COSPA,Not-for-Profit,Recreation,COSPA,Highwood Outdoor & Wading Pool,https://highwoodoutdoorpool.com/,403-221-3574,"25m pool (6 lane), wading pool",0,N,N,0,0,0,N,Y,1,0,0,6,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,Y,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,Y,N,N,-114.0778895204748,51.092148339421996,"(51.092148339421996, -114.0778895204748)",7,37
Triwood CA,Arena,,2244 CHICOUTIMI DR NW,CA,Not-for-Profit,Parks,Triwood CA,Triwood CA,https://www.triwoodcommunity.com/,403-282-2677,Ice rink,0,N,N,0,0,0,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,Y,1,0,0,N,N,0,Y,0,1,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,N,Y,N,N,-114.11087571094974,51.08625325678179,"(51.08625325678179, -114.11087571094974)",7,125
Oakridge CA,Arena,,9504 OAKFIELD DR SW,CA,Not-for-Profit,Parks,Oakridge CA,Oakridge Community Association,https://www.oakridgecommunity.ca/,403-238-0007,"Ice rink, squash, hall",0,N,N,0,0,0,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,Y,1,0,0,N,N,0,N,0,0,Y,1,0,0,0,N,0,N,N,N,N,N,N,N,N,N,N,Y,N,N,-114.13173812811175,50.968496033520964,"(50.968496033520964, -114.13173812811175)",8,217
Fox Hollow Golf Course,Golf Course - Public,,999 32 AV NE,Private,Profit,Parks,Fox Hollow Golf Course,Fox Hollow Golf Course,https://www.foxhollowcalgary.com/,403-277-4653,"18 hole, indoor driving range",0,N,N,0,0,0,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,Y,N,Y,N,N,Y,N,N,Y,N,Y,-114.03172890711939,51.074615815616674,"(51.074615815616674, -114.03172890711939)",10,88
Bowness Community Centre,Arena,,7904 43 AV NW,CA,Not-for-Profit,Parks,Bowness CA,Bowness Community Centre,https://www.mybowness.com/,403-288-8300,"Ice rink, meeting room, main hall",0,N,N,0,0,1,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,Y,0,1,0,N,N,0,Y,0,1,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,N,Y,N,N,-114.20014527532342,51.091647542065495,"(51.091647542065495, -114.20014527532342)",13,149
Brentwood Sportsplex,Arena,,1520B NORTHMOUNT DR NW,CA,Not-for-Profit,Recreation,Brentwood CA,Brentwood Sportsplex,https://www.brentwoodcommunity.com/,403-284-3477,"Ice rink, meeting room, banquet hall",0,N,N,0,0,1,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,Y,0,1,0,N,N,0,Y,0,1,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,N,Y,N,N,-114.13781139243956,51.09750549856889,"(51.09750549856889, -114.13781139243956)",7,50
Valley Ridge Golf Course,Golf Course - Semi-Private,,11618 VALLEY RIDGE PA NW,Private,Profit,Valley Ridge Golf Course,Valley Ridge Golf Course,Valley Ridge Golf Course,https://www.valleyridgegolf.com/,403-288-9457,"18 hole, driving range",0,N,N,0,0,0,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,Y,Y,N,Y,N,N,N,N,Y,Y,-114.25272489110056,51.09917214736542,"(51.09917214736542, -114.25272489110056)",13,47
Mount Pleasant Sportsplex,Arena,,2408 6 ST NW,CA,Not-for-Profit,Parks,Mount Pleasant CA,Mount Pleasant Sportsplex,https://www.mpca.ca/index.php?option=com_content&view=article&id=59&Itemid=44,403-282-1314,Ice rink,0,N,N,0,0,0,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,Y,1,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,N,Y,N,N,-114.07544018725739,51.07341768146856,"(51.07341768146856, -114.07544018725739)",7,17
Blue Devil Golf Club,Golf Course - Public,,2300 194 AV SE,Private,Profit,Blue Devil Golf Club,Blue Devil Golf Club,Blue Devil Golf Club,https://www.bluedevilgolf.com/,403-452-7892,"18 hole, 9 hole short, driving range",0,N,N,0,0,0,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,-114.00717999507563,50.88403489919403,"(50.88403489919403, -114.00717999507563)",6,130
Lake Bonavista Recreation Centre,Arena,,1401 ACADIA DR SE,CA,Not-for-Profit,Recreation,Lake Bonavista CA,Lake Bonavista Recreation Centre,http://thelbca.ca/,403-271-7107,"2 ice rinks, gym, fitness studio, meeting rooms",1,N,N,1,0,2,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,Y,2,0,0,Y,N,0,N,0,0,N,0,0,4,0,N,0,N,N,N,N,N,N,N,N,N,N,Y,N,N,-114.0491693700592,50.93689185401632,"(50.93689185401632, -114.0491693700592)",6,267
Thorncliffe / Greenview CA,Arena,,5600 CENTRE ST NE,CA,Not-for-Profit,Parks,Thorncliffe / Greenview CA,Thorncliffe / Greenview CA,https://www.tgcacalgary.com/,403-274-6840,"Ice rink / dry pad, gym, 2 fitness rooms, 4 meeting rooms",1,N,N,2,0,4,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,Y,1,0,0,Y,N,0,Y,0,1,N,0,1,0,0,N,0,N,N,N,N,N,N,N,N,N,N,Y,N,N,-114.06175975767631,51.10154220749916,"(51.10154220749916, -114.06175975767631)",2,192
West Hillhurst CA,Arena,,1940 6 AV NW,CA,Not-for-Profit,Recreation,West Hillhurst CA,West Hillhurst CA,https://www.westhillhurst.com/,403-283-0464,"Ice rink / dry pad, gym, fitness/weights, dance studio, 3 squash courts, 3 tennis courts",1,N,Y,0,0,0,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,Y,1,0,0,N,N,0,Y,0,1,Y,3,0,0,3,N,0,N,N,N,N,N,N,N,N,N,N,Y,N,N,-114.10454100534943,51.058074204732286,"(51.058074204732286, -114.10454100534943)",7,280
McKenzie Meadows Golf Club,Golf Course - Public,,17215 MCKENZIE MEADOWS DR SE,Private,Profit,McKenzie Meadows Golf Club,McKenzie Meadows Golf Club,McKenzie Meadows Golf Club,https://www.mckenziemeadows.com/,403-257-2255,"18 hole, driving range",0,N,N,0,0,0,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,Y,Y,N,Y,N,N,N,N,Y,Y,-114.0023172046404,50.900912663756756,"(50.900912663756756, -114.0023172046404)",4,5
Jimmy Condon Arena,Arena,,502 HERITAGE DR SW,Recreation,Municipal,Recreation,Recreation,Rose Kohn and Jimmy Condon Arenas,https://www.calgary.ca/csps/recreation/arenas/jimmie-condon-arena.html,311,185'x85' ice rink (60 seat cap),0,N,N,0,0,0,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,Y,1,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,N,N,N,-114.07423336929885,50.98033280753998,"(50.98033280753998, -114.07423336929885)",8,120
Optimist Arena,Arena,,5020 26 AV SW,Recreation,Municipal,Recreation,Recreation,Optimist and George Blundun Arenas,https://www.calgary.ca/CSPS/Recreation/Pages/Arenas/Optimist-and-George-Blundun.aspx,311,185'x85' ice rink (300 seat cap) meeting room,0,N,N,0,0,1,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,Y,1,0,0,N,N,0,Y,0,1,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,N,N,N,-114.16012517887101,51.032295296362896,"(51.032295296362896, -114.16012517887101)",1,41
Olympic Plaza,Outdoor Skating Rink,,228 8 AV SE,Parks,Municipal,Facility Management,Parks,Olympic Plaza,https://www.calgary.ca/CSPS/Parks/Pages/Locations/Downtown-parks/Olympic-Plaza.aspx,,,0,N,N,0,0,0,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,N,N,N,-114.05893513403622,51.04582996633383,"(51.04582996633383, -114.05893513403622)",7,262
Max Bell Centre - Perry Cavanagh Arena,Arena,,1001 BARLOW TR SE,Recreation,Municipal,Recreation,Recreation,Max Bell Centre,https://www.calgary.ca/CSPS/Recreation/Pages/Arenas/Max-Bell-Centre.aspx,311,1 ice rink,0,N,N,0,0,0,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,Y,0,1,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,N,N,N,-114.00388939885455,51.042259166105076,"(51.042259166105076, -114.00388939885455)",12,121
MNP Community & Sport Centre,Leisure Centre,,2225 MACLEOD TR SE,Civic Partner,Not-for-Profit,Recreation,Lindsay Park Sports Society,MNP Community & Sport Centre,https://mnpcentre.com/,403-233-8393,"2 - 50m pools, teach pool, dive tank, 5 gyms, track, fitness/weights, 2 fitness studios, racquetball, badminton, hot tub, stream room",5,N,Y,5,0,0,Y,N,0,2,0,8,Y,N,N,N,Y,Y,Y,0,0,N,Y,Y,N,N,Y,N,N,N,0,0,0,N,N,0,N,0,0,Y,0,0,10,0,N,0,N,N,N,N,N,N,N,N,N,N,Y,N,N,-114.06334426212403,51.03457684779973,"(51.03457684779973, -114.06334426212403)",10,187
Henry Viney Arena,Arena,,810 13 AV NE,Recreation,Municipal,Recreation,Recreation,Stew Hendry and Henry Viney Arenas,https://www.calgary.ca/csps/recreation/arenas/Henry-Viney-Arena.html,311,185'x85' ice rink (150 seat cap) meeting room,0,N,N,0,0,1,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,Y,1,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,N,N,N,-114.04539929365575,51.065381708981114,"(51.065381708981114, -114.04539929365575)",10,171
Vecova Centre for Disability Services and Research,Leisure Centre,,3304 33 ST NW,Vecova,Not-for-Profit,RE&DS (CLA),Vecova Centre for Disability Services and Research,Vecova Centre for Disability Services and Research,https://vecova.ca/social-enterprise/recreation-centre/,403-284-2231,"Salt-water pool, gym, 3 studios, 3 multi-purpose rooms",1,N,N,3,3,0,Y,N,0,0,0,0,N,N,Y,N,N,N,N,0,0,N,N,N,N,N,N,N,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,N,Y,N,N,-114.13255720652832,51.08220758166735,"(51.08220758166735, -114.13255720652832)",13,269
Inglewood Golf & Curling Club,Golf Course - Semi-Private,,19 GOSLING WY SE,Private,Not-for-Profit,Parks,Inglewood Golf & Curling Club,Inglewood Golf & Curling Club,https://www.inglewoodgolfclub.ca/,403-272-4363,"18 hole, driving range",0,N,N,0,0,0,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,N,0,0,0,N,Y,6,N,0,0,N,0,0,0,0,N,0,N,N,N,Y,Y,N,Y,N,N,N,N,Y,Y,-114.00212266214167,51.032606615602916,"(51.032606615602916, -114.00212266214167)",10,15
Cardel Rec South,Leisure Centre,,#101 333 SHAWVILLE BV SE,SFCRA,Not-for-Profit,Parks,South Fish Creek Rec Association,Cardel Rec South,https://www.sfcra.com/,403-201-8652,"4 ice rinks, gymnasium, 3 multi-purpose meeting rooms, Shawnessy YMCA",1,N,N,0,3,3,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,Y,0,4,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,N,Y,N,N,-114.06366787572082,50.897018297233906,"(50.897018297233906, -114.06366787572082)",5,115
WinSport,Multi-Sport Facility,,88 CANADA OLYMPIC RD SW,WinSport,Not-for-Profit,WinSport,WinSport,WinSport,https://www.winsport.ca/,403-247-5452,,1,N,Y,0,0,0,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,Y,0,3,1,Y,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,N,Y,N,Y,-114.22088816585826,51.08448299250661,"(51.08448299250661, -114.22088816585826)",13,4
Variety Park Spray Park,Spray Park,,9035 24 ST SW,Parks,Municipal,Water Resources,Parks,Variety Park Spray Park,https://www.calgary.ca/CSPS/Parks/Pages/Locations/SW-parks/South-Glenmore-Park.aspx,,,0,N,N,0,0,0,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,Y,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,Y,N,N,-114.12165288037241,50.9742674679489,"(50.9742674679489, -114.12165288037241)",8,238
Stew Hendry Arena,Arena,,810 13 AV NE,Recreation,Municipal,Recreation,Recreation,Stew Hendry and Henry Viney Arenas,https://www.calgary.ca/CSPS/Recreation/Pages/Arenas/Stew-Hendry-and-Henry-Viney.aspx,311,185'x85' ice rink (400 seat cap),0,N,N,0,0,0,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,Y,1,0,0,N,N,0,Y,0,1,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,N,N,N,-114.04469145488558,51.06517714598993,"(51.06517714598993, -114.04469145488558)",10,171
Remington YMCA in Quarry Park,Aquatic & Fitness Centre,,108 QUARRY PARK RD SE,YMCA,Not-for-Profit,Recreation,Remington YMCA,Remington YMCA in Quarry Park,https://www.ymcacalgary.org/program-descriptions/locations/quarry-park/,403-351-6678,"25m pool (6 lane), small leisure pool, fitness centre, fitness studios, indoor track, gym, large/small multi-purpose rooms",1,N,Y,1,2,0,Y,N,1,0,0,6,N,N,N,N,N,N,N,0,0,N,Y,Y,N,N,N,N,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,N,N,N,N,-114.00609174953063,50.9617471769241,"(50.9617471769241, -114.00609174953063)",4,268
Stu Peppard Arena,Arena,,5320 19 ST SW,Recreation,Municipal,Water Resources,Recreation,Stu Peppard Arena,https://www.calgary.ca/CSPS/Recreation/Pages/Arenas/Stu-Peppard.aspx,311,185'x85' ice rink (550 seat cap),0,N,N,0,0,0,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,Y,1,0,0,N,N,0,Y,0,1,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,N,N,N,-114.10373551195295,51.006386988429114,"(51.006386988429114, -114.10373551195295)",8,238
Rotary Challenger Park,Athletic Park,,3688 48 AV NE,CRCPS,Not-for-Profit,Calgary Rotary Challenger Park Society,Calgary Rotary Challenger Park Society,Rotary Challenger Park,https://www.challengerpark.com/,403-250-2707,"Soccer pitch, 2 softball diamonds, track, 2 tennis courts, basketball court, weights",0,N,Y,0,0,0,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,2,Y,0,Y,Y,N,N,N,N,N,N,N,N,Y,N,Y,-113.98352525042135,51.0991656892198,"(51.0991656892198, -113.98352525042135)",11,86
Father David Bauer Arena,Arena,,2424 UNIVERSITY DR NW,Recreation,Municipal,Recreation,Recreation,Father David Bauer and Norma Bush Arenas,https://www.calgary.ca/CSPS/Recreation/Pages/Arenas/Father-David-Bauer-and-Norma-Bush.aspx,311,"200'x100' ice rink (1750 seat cap), meeting room",0,N,N,0,0,1,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,Y,0,0,1,N,N,0,Y,0,1,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,Y,N,N,N,-114.12633323655585,51.07377112224782,"(51.07377112224782, -114.12633323655585)",13,287
Shane Homes YMCA at Rocky Ridge,Multi-Sport Facility,,11300 ROCKY RIDGE RD NW,YMCA,Not-for-Profit,Recreation,YMCA Calgary,Shane Homes YMCA at Rocky Ridge,https://www.ymcacalgary.org/program-descriptions/locations/shane-homes-ymca-at-rocky-ridge/,403-351-6673,"25m pool, wave pool, 'lazy river', NHL ice, leisure rink, 3 gyms, strength and conditioning centre, 180m running track, climbing wall, 3 fitness studios",3,N,Y,3,0,0,Y,N,1,0,0,8,N,Y,N,N,N,N,N,0,0,N,N,Y,N,Y,Y,N,N,Y,0,1,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,N,Y,N,N,-114.23149830546488,51.15715638077237,"(51.15715638077237, -114.23149830546488)",3,191
Melcor YMCA at Crowfoot,Aquatic & Fitness Centre,,8100 JOHN LAURIE BV NW,YMCA,Not-for-Profit,Parks,YMCA Calgary,Melcor YMCA at Crowfoot,https://www.ymcacalgary.org/program-descriptions/locations/crowfoot/,403-547-6576,"25m pool, teach pool, fitness/weights, gym, fitness studio, multi-purpose rooms, steam rooms, hot tubs",1,N,Y,1,2,0,Y,N,1,0,0,6,Y,N,N,N,N,N,N,0,0,N,Y,Y,N,N,N,N,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,N,Y,N,N,-114.19573084394855,51.128810417266514,"(51.128810417266514, -114.19573084394855)",3,244
Crowchild Twin Arenas,Arena,,185 SCENIC ACRES DR NW,CTAA,Not-for-Profit,Parks,Crowchild Twin Arena Assoc.,Crowchild Twin Arenas,http://www.crowchildtwinarena.net/,403-239-0171,"2 ice rinks, 2 meeting rooms",0,N,N,0,0,2,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,N,N,N,N,Y,2,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,N,Y,N,N,-114.21171899056458,51.11206120553401,"(51.11206120553401, -114.21171899056458)",13,148
South Health Campus YMCA,Fitness Centre,,4448 FRONT ST SE,YMCA,Not-for-Profit,YMCA,South Health Campus YMCA,South Health Campus YMCA,https://www.ymcacalgary.org/program-descriptions/locations/south-health-campus/,403-956-3900,"Strength & conditioning centre, running track, climbing wall, multipurpose spaces",0,N,Y,0,2,0,N,N,0,0,0,0,N,N,N,N,N,N,N,0,0,N,N,N,N,Y,Y,N,N,N,0,0,0,N,N,0,N,0,0,N,0,0,0,0,N,0,N,N,N,N,N,N,N,N,N,N,Y,N,N,-113.95086879364351,50.88190307033423,"(50.88190307033423, -113.95086879364351)",4,90
