"reason_subcategory","reason_category","street_number","street_direction","street_name","street_type","city","arrive_datetime","clear_datetime","latitude","longitude","property_use","incident_type","incident_type_code"
"Medical - BLS","Medical","1500","E","MAIN","ST","MESA","2007-02-21T14:26:38.000","2007-02-21T14:38:30.000","33.4153899867271","-111.798626438174","Restaurant or cafeteria                           ","EMS call, excluding vehicle accident with injury  ","321 "
"Medical - BLS","Medical","500","S","EXTENSION","RD","MESA","2007-02-21T23:47:19.000","2007-02-21T23:53:36.000","33.4058545579079","-111.848457442092","Multifamily dwelling                              ","No Incident found on arrival at dispatch address  ","622 "
"Medical - BLS","Medical","2100","N","CENTER","ST","MESA","2007-02-21T10:23:17.000","2007-02-21T10:41:48.000","33.4543400450252","-111.831116039643","1 or 2 family dwelling                            ","EMS call, excluding vehicle accident with injury  ","321 "
"Medical - BLS","Medical","400","W","UNIVERSITY","DR","MESA","2007-02-22T00:04:22.000","2007-02-22T00:16:42.000","33.4224411717377","-111.840035828815","Street, Other                                     ","EMS call, excluding vehicle accident with injury  ","321 "
"Medical - BLS","Medical","1800","N","STAPLEY","DR","MESA","2007-02-21T21:19:47.000","2007-02-21T21:45:59.000","33.4478935028458","-111.805057327208","Multifamily dwelling                              ","EMS call, excluding vehicle accident with injury  ","321 "
"Medical - BLS","Medical","200","E","JAVELINA","AVE","MESA","2007-02-21T09:30:15.000","2007-02-21T09:48:51.000","33.3804752401872","-111.828302815772","Courthouse                                        ","EMS call, excluding vehicle accident with injury  ","321 "
"Medical - BLS","Medical","700","W","GARNET","AVE","MESA","2007-02-21T02:06:19.000","2007-02-21T02:29:44.000","33.3912334679133","-111.846428155169","1 or 2 family dwelling                            ","EMS call, excluding vehicle accident with injury  ","321 "
"Medical - BLS","Medical","2800","E","KRAMER","ST","MESA","2007-02-21T11:27:52.000","2007-02-21T11:55:41.000","33.4530239683396","-111.770702421574","1 or 2 family dwelling                            ","EMS call, excluding vehicle accident with injury  ","321 "
"Medical - BLS","Medical","500","N","MESA","DR","MESA","2007-02-21T12:56:47.000","2007-02-21T13:17:03.000","33.4251214419118","-111.822879441912","Business office                                   ","EMS call, excluding vehicle accident with injury  ","321 "
"Medical - BLS","Medical","2100","N","CENTER","ST","MESA","2007-02-21T22:02:15.000","2007-02-21T22:07:41.000","33.4543400450252","-111.831116039643","1 or 2 family dwelling                            ","Police matter                                     ","552 "
"Medical - BLS","Medical","500","W","PEPPER","PL","MESA","2007-02-21T16:50:24.000","2007-02-21T17:07:00.000","33.4164736365972","-111.842052341721","1 or 2 family dwelling                            ","EMS call, excluding vehicle accident with injury  ","321 "
"Medical - BLS","Medical","1900","E","HAMPTON","AVE","MESA","2007-02-21T22:31:20.000","2007-02-21T22:53:11.000","33.3896207557804","-111.790927191582","Multifamily dwelling                              ","EMS call, excluding vehicle accident with injury  ","321 "
"Medical - BLS","Medical","3400","E","MAIN","ST","MESA","2007-02-21T20:27:26.000","2007-02-21T20:56:58.000","33.4156328538844","-111.756989525531","1 or 2 family dwelling                            ","EMS call, excluding vehicle accident with injury  ","321 "
"Medical - BLS","Medical","7900","E","LINDNER","AVE","MESA","2007-02-21T20:24:40.000","2007-02-21T20:42:32.000","33.3768442999382","-111.664599449011","1 or 2 family dwelling                            ","EMS call, excluding vehicle accident with injury  ","321 "
"Medical - BLS","Medical","5500","E","DRAGOON","AVE","MESA","2007-02-21T13:41:11.000","2007-02-21T14:00:47.000","33.4041206711894","-111.712714932594","1 or 2 family dwelling                            ","EMS call, excluding vehicle accident with injury  ","321 "
"Medical - BLS","Medical","2700","E","ALLRED","AVE","MESA","2007-02-21T08:03:22.000","2007-02-21T08:22:25.000","33.4127024877367","-111.772521018899","1 or 2 family dwelling                            ","EMS call, excluding vehicle accident with injury  ","321 "
"Medical - BLS","Medical","5100","E","EVERGREEN","ST","MESA","2007-02-21T09:28:31.000","2007-02-21T09:47:46.000","33.4330042358895","-111.722531204247","Residential, Other                                ","EMS call, excluding vehicle accident with injury  ","321 "
"Medical - BLS","Medical","700","E","MARILYN","AVE","MESA","2007-02-21T17:29:37.000","2007-02-21T17:30:16.000","33.4033457868126","-111.815950576349","1 or 2 family dwelling                            ","EMS call, excluding vehicle accident with injury  ","321 "
"Medical - BLS","Medical","6200","E","MCKELLIPS","RD","MESA","2007-02-21T10:40:22.000","2007-02-21T10:53:12.000","33.4519435245856","-111.698846751881","1 or 2 family dwelling                            ","EMS call, excluding vehicle accident with injury  ","321 "
"Medical - BLS","Medical","800","S","VAL VISTA","DR","MESA","2007-02-21T15:01:50.000","2007-02-21T15:27:06.000","33.4008867807992","-111.753858664486","Street, Other                                     ","Motor vehicle accident with injuries              ","322 "
"Medical - BLS","Medical","100","W","1ST","ST","MESA","2007-02-21T08:16:43.000","2007-02-21T08:35:22.000","33.4173470605419","-111.834145430325","Residential street, road or residential driveway  ","Motor vehicle accident with injuries              ","322 "
"Medical - BLS","Medical","1000","S","STAPLEY","DR","MESA","2007-02-21T13:42:04.000","2007-02-21T13:55:25.000","33.3965926431557","-111.805506085585","Mental retardation/development disability facility","EMS call, excluding vehicle accident with injury  ","321 "
"Medical - BLS","Medical","4500","E","MCKELLIPS","RD","MESA","2007-02-21T20:32:19.000","2007-02-21T20:40:29.000","33.4519165245644","-111.733904250962","Department or discount store                      ","EMS call, excluding vehicle accident with injury  ","321 "
"Medical - BLS","Medical","2100","N","CENTER","ST","MESA",,"2007-02-21T21:58:52.000","33.4543400450252","-111.831116039643",,"Dispatch Cancel/Never Dispatched/Test/Dup         ","9001"
"Medical - BLS","Medical","6400","E","JULEP","ST","MESA",,"2007-02-21T13:24:37.000","33.4493601177999","-111.692784076072",,"Medical Call (Non Vehicle Acc) - Cancelled enroute","6117"
"Medical - BLS","Medical","600","S","HOBSON",,"MESA",,"2007-02-21T11:03:11.000",,,,"Dispatch Cancel/Never Dispatched/Test/Dup         ","9001"
"Medical - ALS","Medical","1900","N","67TH","ST","MESA","2007-02-21T00:29:47.000","2007-02-21T00:59:22.000","33.4502727056558","-111.686491067114","1 or 2 family dwelling                            ","EMS call, excluding vehicle accident with injury  ","321 "
"Medical - ALS","Medical","600","S","83RD","WAY","MESA","2007-02-21T04:57:22.000","2007-02-21T05:28:07.000","33.4034867172598","-111.650809275331","1 or 2 family dwelling                            ","EMS call, excluding vehicle accident with injury  ","321 "
"Medical - ALS","Medical","6400","E","JULEP","ST","MESA","2007-02-21T13:24:41.000","2007-02-21T13:53:52.000","33.4493601177999","-111.692784076072","1 or 2 family dwelling                            ","EMS call, excluding vehicle accident with injury  ","321 "
"Medical - ALS","Medical","1000","S","LEBARON",,"MESA","2007-02-21T14:11:16.000","2007-02-21T14:24:13.000",,,"24-hour care Nursing homes, 4 or more persons     ","EMS call, excluding vehicle accident with injury  ","321 "
"Fire-Other","Fire","400","S","GILBERT","RD","MESA","2007-02-21T18:13:29.000","2007-02-21T18:17:37.000","33.4080415579264","-111.788458942074","Convenience store                                 ","No Incident found on arrival at dispatch address  ","622 "
"Medical - ALS","Medical","6400","E","HEATHER","DR","MESA","2007-02-21T17:17:19.000","2007-02-21T17:32:35.000","33.458245211561","-111.692655713393","1 or 2 family dwelling                            ","No Incident found on arrival at dispatch address  ","622 "
"Medical - ALS","Medical","300","E","60 SUPERSTITION","FRWY","MESA","2007-02-21T02:57:42.000","2007-02-21T03:12:58.000",,,"Highway or divided highway                        ","Motor vehicle accident with injuries              ","322 "
"Medical - ALS","Medical","100","N","GREENFIELD","RD","MESA","2007-02-21T10:26:18.000","2007-02-21T10:46:02.000","33.4173969705357","-111.736488441984","Multifamily dwelling                              ","EMS call, excluding vehicle accident with injury  ","321 "
"Medical - ALS","Medical","2500","N","LEMA","DR","MESA","2007-02-21T17:05:52.000","2007-02-21T17:25:01.000","33.4612397048062","-111.714231672732","1 or 2 family dwelling                            ","EMS call, excluding vehicle accident with injury  ","321 "
"Medical - ALS","Medical","500","W","9TH","PL","MESA","2007-02-21T12:09:21.000","2007-02-21T12:20:43.000","33.4319718366879","-111.842554838678","1 or 2 family dwelling                            ","Good intent call, Other                           ","600 "
"Medical - ALS","Medical","5800","E","MCLELLAN","RD","MESA","2007-02-21T12:51:00.000","2007-02-21T13:15:44.000","33.4447929755261","-111.705050820381","Elementary school, including kindergarten         ","EMS call, excluding vehicle accident with injury  ","321 "
"Fire-Other","Fire","2300","E","3RD","DR","MESA","2007-02-21T11:25:23.000","2007-02-21T11:27:42.000","33.4090990346958","-111.781927882387","1 or 2 family dwelling                            ","Unintentional transmission of alarm, Other        ","740 "
"Medical - ALS","Medical","1300","W","GUADALUPE","RD","MESA","2007-02-21T14:17:32.000","2007-02-21T14:20:42.000","33.3642435049048","-111.861390525535","Vehicle parking area                              ","No Incident found on arrival at dispatch address  ","622 "
"Medical - ALS","Medical","2200","E","ALPINE","AVE","MESA","2007-02-21T18:31:50.000","2007-02-21T18:52:30.000","33.4140080579375","-111.785371572313","1 or 2 family dwelling                            ","EMS call, excluding vehicle accident with injury  ","321 "
"Medical - ALS","Medical","300","S","RECKER","RD","MESA","2007-02-21T22:40:47.000","2007-02-21T23:05:24.000","33.4104175579431","-111.702027442057","1 or 2 family dwelling                            ","EMS call, excluding vehicle accident with injury  ","321 "
"Medical - ALS","Medical","8900","E","CRESCENT","AVE","MESA","2007-02-21T16:20:35.000","2007-02-21T16:40:50.000","33.4063303339776","-111.638783383515","1 or 2 family dwelling                            ","EMS call, excluding vehicle accident with injury  ","321 "
"Medical - ALS","Medical","2100","W","BROADWAY","RD","MESA","2007-02-21T15:25:36.000","2007-02-21T15:42:10.000","33.4077169343599","-111.877017038984","Vehicle parking area                              ","EMS call, excluding vehicle accident with injury  ","321 "
"Medical - ALS","Medical","5600","E","ASPEN","AVE","MESA","2007-02-21T15:52:23.000","2007-02-21T16:14:59.000","33.4115171406456","-111.710546580998","Residential board and care                        ","EMS call, excluding vehicle accident with injury  ","321 "
"Medical - ALS","Medical","100","W","BROWN","RD","MESA","2007-02-21T07:24:21.000","2007-02-21T07:33:51.000","33.4350452756732","-111.834339287109","Residential, Other                                ","No Incident found on arrival at dispatch address  ","622 "
"Fire-Other","Fire","1500","N","ALMA SCHOOL","RD","MESA","2007-02-21T18:08:37.000","2007-02-21T18:27:40.000","33.4418106981179","-111.85635944176","Multifamily dwelling                              ","Chemical hazard (no spill or leak)                ","421 "
"Medical - ALS","Medical","300","W","10TH","PL","MESA","2007-02-21T22:48:00.000","2007-02-21T23:07:09.000","33.4341730537534","-111.83833761634","Multifamily dwelling                              ","EMS call, excluding vehicle accident with injury  ","321 "
"Medical - ALS","Medical","1000","S","COLEMAN",,"MESA","2007-02-21T07:29:25.000","2007-02-21T07:32:53.000",,,"Residential, Other                                ","No Incident found on arrival at dispatch address  ","622 "
"Medical - ALS","Medical","2300","E","LEONORA","ST","MESA","2007-02-21T19:18:08.000","2007-02-21T19:43:41.000","33.4558713298122","-111.781196186744","Residential board and care                        ","EMS call, excluding vehicle accident with injury  ","321 "
"Medical - ALS","Medical","1700","E","PEPPER","CIR","MESA","2007-02-21T12:08:53.000","2007-02-21T12:18:04.000","33.4168074969763","-111.79340901007","Residential street, road or residential driveway  ","EMS call, excluding vehicle accident with injury  ","321 "
"Medical - ALS","Medical","2000","W","BROADWAY","RD","MESA","2007-02-21T14:26:44.000","2007-02-21T14:30:42.000","33.4076778961583","-111.874587869233","Outside or special property, Other                ","No Incident found on arrival at dispatch address  ","622 "
"Medical - ALS","Medical","1900","S","VAL VISTA","DR","MESA","2007-02-21T17:02:38.000","2007-02-21T17:15:55.000","33.3806104855811","-111.754119442324","Food and beverage sales, grocery store            ","EMS call, excluding vehicle accident with injury  ","321 "
"Medical - ALS","Medical","800","E","MAIN","ST","MESA","2007-02-21T20:43:18.000","2007-02-21T20:46:06.000","33.4152324957398","-111.81404150426","Food and beverage sales, grocery store            ","No Incident found on arrival at dispatch address  ","622 "
"Medical - ALS","Medical","1600","E","DANA","AVE","MESA","2007-02-21T19:49:02.000","2007-02-21T20:04:50.000","33.4125500359536","-111.796686509727","Residential street, road or residential driveway  ","Lock-in (if lock out , use 511 )                  ","331 "
"Medical - ALS","Medical","2200","N","GAYRIDGE","RD","MESA","2007-02-21T11:31:30.000","2007-02-21T11:47:26.000","33.4559455288491","-111.707864313756","1 or 2 family dwelling                            ","EMS call, excluding vehicle accident with injury  ","321 "
"Medical - ALS","Medical","500","W","GUADALUPE","RD","MESA","2007-02-21T16:02:41.000","2007-02-21T16:16:35.000","33.3642924558003","-111.845187","1 or 2 family dwelling                            ","EMS call, excluding vehicle accident with injury  ","321 "
"Fire-Structure","Fire","3600","N","POWER","RD","MESA","2007-02-21T09:06:42.000","2007-02-21T09:43:27.000","33.4808764413931","-111.684067941393","Outside or special property, Other                ","Gas leak (natural gas or LPG)                     ","412 "
"Medical - ALS","Medical","600","S","LESUEUR",,"MESA","2007-02-21T21:09:26.000","2007-02-21T21:35:19.000",,,"Multifamily dwelling                              ","EMS call, excluding vehicle accident with injury  ","321 "
"Medical - ALS","Medical","7900","E","NAVARRO","AVE","MESA","2007-02-21T08:57:42.000","2007-02-21T09:05:11.000","33.366668457661","-111.663108191532","1 or 2 family dwelling                            ","Rescue, EMS incident, other                       ","300 "
"Medical - ALS","Medical","100","N","MACDONALD",,"MESA","2007-02-21T11:47:21.000","2007-02-21T11:52:03.000",,,"Educational, Other                                ","No Incident found on arrival at dispatch address  ","622 "
"Fire-Other","Fire","3300","S","SIGNAL BUTTE","RD","MESA","2007-02-21T13:43:13.000","2007-02-21T14:49:04.000","33.35493","-111.601083","Electrical distribution                           ","Dumpster or other outside trash receptacle fire   ","154 "
"Medical - ALS","Medical","3500","E","HAMPTON","AVE","MESA","2007-02-21T09:12:59.000","2007-02-21T09:29:27.000","33.3898329675634","-111.756080913263",,,"32  "
"Medical - ALS","Medical","200","N","POWER","RD","MESA","2007-02-21T17:19:21.000","2007-02-21T17:43:15.000","33.4189028398862","-111.684567042095","Residential, Other                                ","EMS call, excluding vehicle accident with injury  ","321 "
"Medical - ALS","Medical","700","W","1ST","PL","MESA","2007-02-21T23:07:53.000","2007-02-21T23:19:46.000","33.4182733208566","-111.846224147279","1 or 2 family dwelling                            ","Good intent call, Other                           ","600 "
"Medical - ALS","Medical","1100","E","GLADE","AVE","MESA","2007-02-21T23:33:44.000","2007-02-21T23:49:05.000","33.3905007335615","-111.807509217737","1 or 2 family dwelling                            ","EMS call, excluding vehicle accident with injury  ","321 "
"Medical - ALS","Medical","200","W","8TH","AVE","MESA","2007-02-21T19:58:43.000","2007-02-21T20:19:56.000","33.4006258913967","-111.836192073695","Playground                                        ","EMS call, excluding vehicle accident with injury  ","321 "
"Medical - Complex","Medical","100","W","BROADWAY","RD","MESA","2007-02-21T07:58:32.000","2007-02-21T08:03:44.000","33.4079160480962","-111.834180425363","Street, Other                                     ","Motor vehicle accident with injuries              ","322 "
"Medical - ALS","Medical","800","E","8TH","PL","MESA","2007-02-21T20:11:31.000","2007-02-21T20:30:24.000","33.4304785077131","-111.813942492287","1 or 2 family dwelling                            ","EMS call, excluding vehicle accident with injury  ","321 "
"Medical - ALS","Medical","1400","N","DELMAR",,"MESA","2007-02-21T19:23:47.000","2007-02-21T19:41:30.000",,,"1 or 2 family dwelling                            ","EMS call, excluding vehicle accident with injury  ","321 "
