"calendar","title","location","description","start_date","end_date","phone","email","requirement"
"Orientación Ley 7-2017","Orientación Ley 7-2017 / Law 7-2017 Seminar","Oficina del Contralor Electoral","Adiestramiento teórico sobre la responsabilidad de los partidos políticos, agrupaciones de ciudadanos o comités de acción política bajo la Ley para la Descolonización Inmediata de Puerto Rico.","2017-05-03T09:00:00.000","2017-05-03T12:00:00.000","(787) 332-2050","secretaria@oce.gov.pr",
"Adiestramiento REI","Radicación Electrónica de Informes","Oficina del Contralor Electoral","Adiestramiento práctico sobre el sistema de radicación electrónica. El participanteconocerá como ingresar transacciones de donativos y de gastos al sistema para produciry radicar los informes requeridos por Ley.","2017-04-05T13:30:00.000","2017-04-05T15:30:00.000","(787) 332-2050","secretaria@oce.gov.pr",
"Adiestramiento REI","Radicación Electrónica de Informes","Oficina del Contralor Electoral","Adiestramiento práctico sobre el sistema de radicación electrónica. El participanteconocerá como ingresar transacciones de donativos y de gastos al sistema para produciry radicar los informes requeridos por Ley.","2017-04-18T13:30:00.000","2017-04-18T15:30:00.000","(787) 332-2050","secretaria@oce.gov.pr",
"Ley 7-2017","Informes de gastos independientes",,"Faltan 20 días para Plebiscito, Informes de Gastos Independientes se radican dentro de 24 hrs de gastar en el agregado $1,000 o más.","2017-05-22T00:00:00.000","2017-06-11T00:00:00.000","(787) 332-2050","secretaria@oce.gov.pr",
"Adiestramiento REI","Radicación Electrónica de Informes","Oficina del Contralor Electoral","Adiestramiento práctico sobre el sistema de radicación electrónica. El participanteconocerá como ingresar transacciones de donativos y de gastos al sistema para produciry radicar los informes requeridos por Ley.","2017-05-03T13:30:00.000","2017-05-03T15:30:00.000","(787) 332-2050","secretaria@oce.gov.pr",
"Ley 7-2017","Informar donativos tardíos",,"Periodo para informar donativos tardíos de $1,000 o más dentro de las 24 hrs. de haberlo recibido.","2017-06-01T00:00:00.000","2017-06-14T00:00:00.000","(787) 332-2050","secretaria@oce.gov.pr",
"Ley 7-2017","Notificación de APC",,"Notificaciones de APC el día laborable después de celebrada la actividad.","2017-06-01T00:00:00.000","2017-06-30T00:00:00.000","(787) 332-2050","secretaria@oce.gov.pr",
"Ley 7-2017","Radicación de informe de ingresos/gastos e informes de medios",,,"2017-06-01T00:00:00.000","2017-06-20T00:00:00.000","(787) 332-2050","secretaria@oce.gov.pr",
"Ley 7-2017","PLEBISCITO",,,"2017-06-11T00:00:00.000",,"(787) 332-2050","secretaria@oce.gov.pr",
"Ley 7-2017","Radicación de informe de ingresos/gastos e informes de medios",,,"2017-07-01T00:00:00.000","2017-07-20T00:00:00.000","(787) 332-2050","secretaria@oce.gov.pr",
"Ley 7-2017","Radicación de informe de ingresos/gastos e informes de medios",,"Si se celebrara el Referendum.","2017-08-01T00:00:00.000","2017-08-20T00:00:00.000","(787) 332-2050","secretaria@oce.gov.pr",
"Ley 7-2017","Radicación de informe de ingresos/gastos e informes de medios",,"Si se celebrara el Referendum.","2017-09-01T00:00:00.000","2017-09-20T00:00:00.000","(787) 332-2050","secretaria@oce.gov.pr",
"Ley 7-2017","Informar donativos tardíos",,"Periodo para informar donativos tardíos de $1,000 o más dentro de las 24 hrs. de haberlo recibido.","2017-10-01T00:00:00.000","2017-10-14T00:00:00.000","(787) 332-2050","secretaria@oce.gov.pr",
"Ley 7-2017","Notificación de APC",,"Notificaciones de APC el día laborable después de celebrada la actividad.","2017-10-01T00:00:00.000","2017-10-30T00:00:00.000","(787) 332-2050","secretaria@oce.gov.pr",
"Ley 7-2017","REFERENDUM",,,"2017-10-08T00:00:00.000",,"(787) 332-2050","secretaria@oce.gov.pr",
"Ley 7-2017","Radicación de informe de ingresos/gastos e informes de medios",,"Si se celebrara el Referendum.","2017-11-01T00:00:00.000","2017-11-20T00:00:00.000","(787) 332-2050","secretaria@oce.gov.pr",
"Ley 7-2017","Radicación de informe de ingresos/gastos e informes de medios",,,"2017-12-01T00:00:00.000","2017-12-20T00:00:00.000","(787) 332-2050","secretaria@oce.gov.pr",
"Orientación Ley 7-2017","Orientación Ley 7-2017 / Law 7-2017 Seminar","Oficina del Contralor Electoral","Adiestramiento teórico sobre la responsabilidad de los partidos políticos, agrupaciones de ciudadanos o comités de acción política bajo la Ley para la Descolonización Inmediata de Puerto Rico.","2017-06-02T09:00:00.000","2017-06-02T12:00:00.000","(787) 332-2050","secretaria@oce.gov.pr",
"Adiestramiento REI","Radicación Electrónica de Informes","Oficina del Contralor Electoral","Adiestramiento práctico sobre el sistema de radicación electrónica. El participanteconocerá como ingresar transacciones de donativos y de gastos al sistema para produciry radicar los informes requeridos por Ley.","2017-05-10T13:30:00.000","2017-05-10T15:30:00.000","(787) 332-2050","secretaria@oce.gov.pr",
"Adiestramiento REI","Radicación Electrónica de Informes","Oficina del Contralor Electoral","Adiestramiento práctico sobre el sistema de radicación electrónica. El participanteconocerá como ingresar transacciones de donativos y de gastos al sistema para produciry radicar los informes requeridos por Ley.","2017-06-02T13:30:00.000","2017-06-02T15:30:00.000","(787) 332-2050","secretaria@oce.gov.pr",
"Adiestramiento REI","Radicación Electrónica de Informes","Oficina del Contralor Electoral","Adiestramiento práctico sobre el sistema de radicación electrónica. El participanteconocerá como ingresar transacciones de donativos y de gastos al sistema para produciry radicar los informes requeridos por Ley.","2017-06-14T13:30:00.000","2017-06-14T15:30:00.000","(787) 332-2050","secretaria@oce.gov.pr",
"Orientación Ley 222-2011","Orientación Ley 222-2011 / Law 222-2011 Seminar","Oficina del Contralor Electoral","Adiestramiento teórico sobre la responsabilidad de los candidatos, tesoreros, comitéspolíticos y funcionarios electos con la Ley para la Fiscalización del Financiamiento delas Campañas Políticas en Puerto Rico.","2017-05-10T09:30:00.000","2017-05-10T12:00:00.000","(787) 332-2050","secretaria@oce.gov.pr",
"Orientación Ley 222-2011","Orientación Ley 222-2011 / Law 222-2011 Seminar","Oficina del Contralor Electoral","Adiestramiento teórico sobre la responsabilidad de los candidatos, tesoreros, comitéspolíticos y funcionarios electos con la Ley para la Fiscalización del Financiamiento delas Campañas Políticas en Puerto Rico.","2017-06-14T09:30:00.000","2017-06-14T12:00:00.000","(787) 332-2050","secretaria@oce.gov.pr",
"Orientación Ley 222-2011","Orientación Ley 222-2011 / Law 222-2011 Seminar","Oficina del Contralor Electoral","Adiestramiento teórico sobre la responsabilidad de los candidatos, tesoreros, comitéspolíticos y funcionarios electos con la Ley para la Fiscalización del Financiamiento delas Campañas Políticas en Puerto Rico.","2017-07-12T09:30:00.000","2017-07-12T12:00:00.000","(787) 332-2050","secretaria@oce.gov.pr",
"Orientación Ley 222-2011","Orientación Ley 222-2011 / Law 222-2011 Seminar","Oficina del Contralor Electoral","Adiestramiento teórico sobre la responsabilidad de los candidatos, tesoreros, comitéspolíticos y funcionarios electos con la Ley para la Fiscalización del Financiamiento delas Campañas Políticas en Puerto Rico.","2017-08-16T09:30:00.000","2017-08-16T12:00:00.000","(787) 332-2050","secretaria@oce.gov.pr",
"Adiestramiento REI","Radicación Electrónica de Informes","Oficina del Contralor Electoral","Adiestramiento práctico sobre el sistema de radicación electrónica. El participanteconocerá como ingresar transacciones de donativos y de gastos al sistema para produciry radicar los informes requeridos por Ley.","2017-07-12T13:30:00.000","2017-07-12T15:30:00.000","(787) 332-2050","secretaria@oce.gov.pr",
"Adiestramiento REI","Radicación Electrónica de Informes","Oficina del Contralor Electoral","Adiestramiento práctico sobre el sistema de radicación electrónica. El participanteconocerá como ingresar transacciones de donativos y de gastos al sistema para produciry radicar los informes requeridos por Ley.","2017-08-16T13:30:00.000","2017-08-16T15:30:00.000","(787) 332-2050","secretaria@oce.gov.pr",
"Adiestramiento REI","Radicación Electrónica de Informes","Oficina del Contralor Electoral","Adiestramiento práctico sobre el sistema de radicación electrónica. El participanteconocerá como ingresar transacciones de donativos y de gastos al sistema para produciry radicar los informes requeridos por Ley.","2017-09-13T13:30:00.000","2017-09-13T15:30:00.000","(787) 332-2050","secretaria@oce.gov.pr",
"Controles Internos","Controles Internos y Errores Comunes en la Radicación de Informes","Oficina del Contralor Electoral","En el curso se orientará a los tesoreros sobre el requisito de establecer un sistema de
controles internos para el comité a los fines que puedan cumplir con el requisito de
llevar una contabilidad completa y detallada de los donativos recibidos y los ga","2017-07-19T09:30:00.000","2017-07-19T12:30:00.000","(787) 332-2050","secretaria@oce.gov.pr",
"Controles Internos","Controles Internos y Errores Comunes en la Radicación de Informes","Oficina del Contralor Electoral","En el curso se orientará a los tesoreros sobre el requisito de establecer un sistema de
controles internos para el comité a los fines que puedan cumplir con el requisito de
llevar una contabilidad completa y detallada de los donativos recibidos y los ga","2017-08-23T09:30:00.000","2017-08-23T12:30:00.000","(787) 332-2050","secretaria@oce.gov.pr",
"Controles Internos","Controles Internos y Errores Comunes en la Radicación de Informes","Oficina del Contralor Electoral","En el curso se orientará a los tesoreros sobre el requisito de establecer un sistema de
controles internos para el comité a los fines que puedan cumplir con el requisito de
llevar una contabilidad completa y detallada de los donativos recibidos y los ga","2017-09-20T09:30:00.000","2017-09-20T12:30:00.000","(787) 332-2050","secretaria@oce.gov.pr",
"CONST-215-103","La Fiscalización del Financiamiento de Campañas Políticas CONST-215-103","Oficina del Contralor Electoral","Adiestramiento convalidado por el Tribunal Supremo de Puerto Rico como educaciónjurídica continua para abogados. 3 hrs convalidadas en derecho constitucional. Librede Costo.","2016-11-15T09:00:00.000","2016-11-15T12:00:00.000","(787) 332-2050","secretaria@oce.gov.pr","Debe confirmar su asistencia para reservar su espacio con el Sr. Carlos Cátala al 787-332-2050 ext. 2548.secretaria@oce.gov.pr"
"CONST-215-103","La Fiscalización del Financiamiento de Campañas Políticas CONST-215-103","Oficina del Contralor Electoral","Adiestramiento convalidado por el Tribunal Supremo de Puerto Rico como educación
jurídica continua para abogados. 3 hrs convalidadas en derecho constitucional. Libre
de Costo.","2016-10-25T09:00:00.000","2016-10-25T12:00:00.000","(787) 332-2050","secretaria@oce.gov.pr","Debe confirmar su asistencia para reservar su espacio con el Sr. Carlos Cátala al 787-332-2050 ext. 2548.secretaria@oce.gov.pr"
"CONST-215-103","La Fiscalización del Financiamiento de Campañas Políticas CONST-215-103","Oficina del Contralor Electoral","Adiestramiento convalidado por el Tribunal Supremo de Puerto Rico como educaciónjurídica continua para abogados. 3 hrs convalidadas en derecho constitucional. Librede Costo.","2017-10-04T09:00:00.000","2017-10-04T12:15:00.000","(787) 332-2050","secretaria@oce.gov.pr","Debe confirmar su asistencia para reservar su espacio con el Sr. Carlos Cátala al 787-332-2050 ext. 2548.secretaria@oce.gov.pr"
"CONST-215-103","La Fiscalización del Financiamiento de Campañas Políticas CONST-215-103","Oficina del Contralor Electoral","Adiestramiento convalidado por el Tribunal Supremo de Puerto Rico como educaciónjurídica continua para abogados. 3 hrs convalidadas en derecho constitucional. Librede Costo.","2018-02-21T09:00:00.000","2018-02-21T12:15:00.000","(787) 332-2050","secretaria@oce.gov.pr","Debe confirmar su asistencia para reservar su espacio con el Sr. Carlos Cátala al 787-332-2050 ext. 2548.secretaria@oce.gov.pr"
"CONST-215-103","La Fiscalización del Financiamiento de Campañas Políticas CONST-215-103","Oficina del Contralor Electoral","Adiestramiento convalidado por el Tribunal Supremo de Puerto Rico como educaciónjurídica continua para abogados. 3 hrs convalidadas en derecho constitucional. Librede Costo.","2018-03-21T09:00:00.000","2018-03-21T12:15:00.000","(787) 332-2050","secretaria@oce.gov.pr","Debe confirmar su asistencia para reservar su espacio con el Sr. Carlos Cátala al 787-332-2050 ext. 2548.secretaria@oce.gov.pr"
"CONST-215-103","La Fiscalización del Financiamiento de Campañas Políticas CONST-215-103","Oficina del Contralor Electoral","Adiestramiento convalidado por el Tribunal Supremo de Puerto Rico como educaciónjurídica continua para abogados. 3 hrs convalidadas en derecho constitucional. Librede Costo.","2018-04-25T09:00:00.000","2018-04-25T12:15:00.000","(787) 332-2050","secretaria@oce.gov.pr","Debe confirmar su asistencia para reservar su espacio con el Sr. Carlos Cátala al 787-332-2050 ext. 2548.secretaria@oce.gov.pr"
"CONST-215-103","La Fiscalización del Financiamiento de Campañas Políticas CONST-215-103","Oficina del Contralor Electoral","Adiestramiento convalidado por el Tribunal Supremo de Puerto Rico como educaciónjurídica continua para abogados. 3 hrs convalidadas en derecho constitucional. Librede Costo.","2018-05-23T09:00:00.000","2018-05-23T12:15:00.000","(787) 332-2050","secretaria@oce.gov.pr","Debe confirmar su asistencia para reservar su espacio con el Sr. Carlos Cátala al 787-332-2050 ext. 2548.secretaria@oce.gov.pr"
"Orientación Ley 222-2011","Orientación Ley 222-2011 / Law 222-2011 Seminar","Oficina del Contralor Electoral","Adiestramiento teórico sobre la responsabilidad de los candidatos, tesoreros, comitéspolíticos y funcionarios electos con la Ley para la Fiscalización del Financiamiento delas Campañas Políticas en Puerto Rico.","2017-09-13T09:30:00.000","2017-09-13T12:00:00.000","(787) 332-2050","secretaria@oce.gov.pr",
"Orientación Ley 222-2011","Orientación Ley 222-2011 / Law 222-2011 Seminar","Oficina del Contralor Electoral","Adiestramiento teórico sobre la responsabilidad de los candidatos, tesoreros, comitéspolíticos y funcionarios electos con la Ley para la Fiscalización del Financiamiento delas Campañas Políticas en Puerto Rico.","2018-01-17T09:30:00.000","2018-01-17T12:00:00.000","(787) 332-2050","secretaria@oce.gov.pr","Debe confirmar su asistencia para reservar su espacio con el Sr. Carlos Cátala al 787-332-2050 ext. 2548.secretaria@oce.gov.pr"
"CONST-215-103","La Fiscalización del Financiamiento de Campañas Políticas CONST-215-103","Oficina del Contralor Electoral","Adiestramiento convalidado por el Tribunal Supremo de Puerto Rico como educaciónjurídica continua para abogados. 3 hrs convalidadas en derecho constitucional. Librede Costo.","2018-06-27T09:00:00.000","2018-06-27T12:15:00.000","(787) 332-2050","secretaria@oce.gov.pr","Debe confirmar su asistencia para reservar su espacio con el Sr. Carlos Cátala al 787-332-2050 ext. 2548.secretaria@oce.gov.pr"
"Orientación Ley 222-2011","Orientación Ley 222-2011 / Law 222-2011 Seminar","Oficina del Contralor Electoral"," Adiestramiento teórico sobre la responsabilidad de los candidatos, tesoreros, comitéspolíticos y funcionarios electos con la Ley para la Fiscalización del Financiamiento delas Campañas Políticas en Puerto Rico. x","2018-02-13T09:30:00.000","2018-02-13T12:00:00.000","(787) 332-2050","secretaria@oce.gov.pr","Debe confirmar su asistencia para reservar su espacio con el Sr. Carlos Cátala al 787-332-2050 ext. 2548.secretaria@oce.gov.pr"
"Adiestramiento REI","Radicación Electrónica de Informes","Oficina del Contralor Electoral","Adiestramiento práctico sobre el sistema de radicación electrónica. El participanteconocerá como ingresar transacciones de donativos y de gastos al sistema para produciry radicar los informes requeridos por Ley.","2018-01-17T13:30:00.000","2018-01-17T15:30:00.000","(787) 332-2050","secretaria@oce.gov.pr","Debe confirmar su asistencia para reservar su espacio con el Sr. Carlos Cátala al 787-332-2050 ext. 2548.secretaria@oce.gov.pr"
"Adiestramiento REI","Radicación Electrónica de Informes","Oficina del Contralor Electoral","Adiestramiento práctico sobre el sistema de radicación electrónica. El participanteconocerá como ingresar transacciones de donativos y de gastos al sistema para produciry radicar los informes requeridos por Ley.","2018-02-13T13:30:00.000","2018-02-13T15:30:00.000","(787) 332-2050","secretaria@oce.gov.pr","Debe confirmar su asistencia para reservar su espacio con el Sr. Carlos Cátala al 787-332-2050 ext. 2548.secretaria@oce.gov.pr"
"Controles Internos","Controles Internos y Errores Comunes en la Radicación de Informes","Oficina del Contralor Electoral","En el curso se orientará a los tesoreros sobre el requisito de establecer un sistema decontroles internos para el comité a los fines que puedan cumplir con el requisito dellevar una contabilidad completa y detallada de los donativos recibidos y los ga","2016-10-07T09:30:00.000","2016-10-07T12:00:00.000","(787) 332-2050","secretaria@oce.gov.pr",
"Controles Internos","Controles Internos y Errores Comunes en la Radicación de Informes","Oficina del Contralor Electoral","En el curso se orientará a los tesoreros sobre el requisito de establecer un sistema decontroles internos para el comité a los fines que puedan cumplir con el requisito dellevar una contabilidad completa y detallada de los donativos recibidos y los ga","2018-01-19T09:30:00.000","2018-01-19T12:00:00.000","(787) 332-2050","secretaria@oce.gov.pr","Debe confirmar su asistencia para reservar su espacio con el Sr. Carlos Cátala al 787-332-2050 ext. 2548.secretaria@oce.gov.pr"
"Controles Internos","Controles Internos y Errores Comunes en la Radicación de Informes","Oficina del Contralor Electoral","En el curso se orientará a los tesoreros sobre el requisito de establecer un sistema decontroles internos para el comité a los fines que puedan cumplir con el requisito dellevar una contabilidad completa y detallada de los donativos recibidos y los ga","2018-03-01T09:30:00.000","2018-02-28T12:00:00.000","(787) 332-2050","secretaria@oce.gov.pr","Debe confirmar su asistencia para reservar su espacio con el Sr. Carlos Cátala al 787-332-2050 ext. 2548.secretaria@oce.gov.pr"
"Orientación Ley 222-2011","Orientación Ley 222-2011 / Law 222-2011 Seminar","Oficina del Contralor Electoral","Adiestramiento teórico sobre la responsabilidad de los candidatos, tesoreros, comitéspolíticos y funcionarios electos con la Ley para la Fiscalización del Financiamiento delas Campañas Políticas en Puerto Rico.","2018-10-11T09:30:00.000","2018-10-11T12:00:00.000","(787) 332-2050","secretaria@oce.gov.pr","Debe confirmar su asistencia para reservar su espacio con el Sr. Carlos Cátala al 787-332-2050 ext. 2560. secretaria@oce.pr.gov"
"Adiestramiento REI","Radicación Electrónica de Informes","Oficina del Contralor Electoral","Adiestramiento práctico sobre el sistema de radicación electrónica. El participanteconocerá como ingresar transacciones de donativos y de gastos al sistema para produciry radicar los informes requeridos por Ley.","2018-10-11T13:30:00.000","2018-10-11T15:30:00.000","(787) 332-2050","secretaria@oce.gov.pr","Debe confirmar su asistencia para reservar su espacio con el Sr. Carlos Cátala al 787-332-2050 ext. 2560. secretaria@oce..pr.gov"
"Adiestramiento REI","Radicación Electrónica de Informes","Oficina del Contralor Electoral","Adiestramiento práctico sobre el sistema de radicación electrónica. El participanteconocerá como ingresar transacciones de donativos y de gastos al sistema para produciry radicar los informes requeridos por Ley.","2018-10-24T13:30:00.000","2018-10-24T15:30:00.000","(787) 332-2050","secretaria@oce.pr.gov","Debe confirmar su asistencia para reservar su espacio con el Sr. Carlos Cátala al 787-332-2050 ext. 2560. secretaria@oce..pr.gov"
"Orientación Ley 222-2011","Orientación Ley 222-2011 / Law 222-2011 Seminar","Oficina del Contralor Electoral","Adiestramiento teórico sobre la responsabilidad de los candidatos, tesoreros, comitéspolíticos y funcionarios electos con la Ley para la Fiscalización del Financiamiento delas Campañas Políticas en Puerto Rico.","2018-10-24T09:30:00.000","2018-10-24T12:00:00.000","(787) 332-2050","secretaria@oce.gov.pr","Debe confirmar su asistencia para reservar su espacio con el Sr. Carlos Cátala al 787-332-2050 ext. 2560. secretaria@oce.pr.gov"
