"business_name","address","address_continued","city","state","zip_code","entity_of_record_name","entity_of_record_reg_number","not_of_record_entity","registry_number","entity_type","registry_date","nonprofit_type","associated_name_type","first_name","middle_name","last_name","suffix"
"THE FIRST PRESBYTERIAN CHURCH OF PORTLAND","1200 SW ALDER ST",,"PORTLAND","OR","97205",,,,"179713","DOMESTIC NONPROFIT CORPORATION","1865-10-23 00:00:00","RELIGIOUS WITH MEMBERS","MAILING ADDRESS",,,,
"THE FIRST PRESBYTERIAN CHURCH OF PORTLAND","1200 SW ALDER ST",,"PORTLAND","OR","97205",,,,"179713","DOMESTIC NONPROFIT CORPORATION","1865-10-23 00:00:00","RELIGIOUS WITH MEMBERS","PRESIDENT","AUDREY",,"SCHINDLER",
"THE FIRST PRESBYTERIAN CHURCH OF PORTLAND","1200 SW ALDER ST",,"PORTLAND","OR","97205",,,,"179713","DOMESTIC NONPROFIT CORPORATION","1865-10-23 00:00:00","RELIGIOUS WITH MEMBERS","PRINCIPAL PLACE OF BUSINESS",,,,
"THE FIRST PRESBYTERIAN CHURCH OF PORTLAND","1200 SW ALDER ST",,"PORTLAND","OR","97205",,,,"179713","DOMESTIC NONPROFIT CORPORATION","1865-10-23 00:00:00","RELIGIOUS WITH MEMBERS","REGISTERED AGENT","MARC",,"LAVENDER",
"THE FIRST PRESBYTERIAN CHURCH OF PORTLAND","1200 SW ALDER ST",,"PORTLAND","OR","97205",,,,"179713","DOMESTIC NONPROFIT CORPORATION","1865-10-23 00:00:00","RELIGIOUS WITH MEMBERS","SECRETARY","MARC",,"LAVENDER",
"FIRST UNITARIAN CHURCH OF PORTLAND, OREGON","1034 SW 13TH AVE",,"PORTLAND","OR","97205",,,,"179812","DOMESTIC NONPROFIT CORPORATION","1866-07-18 00:00:00","RELIGIOUS WITH MEMBERS","MAILING ADDRESS",,,,
"FIRST UNITARIAN CHURCH OF PORTLAND, OREGON","7065 SW VERMONT ST",,"PORTLAND","OR","97223",,,,"179812","DOMESTIC NONPROFIT CORPORATION","1866-07-18 00:00:00","RELIGIOUS WITH MEMBERS","PRESIDENT","MINDY",,"CLARK",
"FIRST UNITARIAN CHURCH OF PORTLAND, OREGON","1011 SW 12TH AVE",,"PORTLAND","OR","97205",,,,"179812","DOMESTIC NONPROFIT CORPORATION","1866-07-18 00:00:00","RELIGIOUS WITH MEMBERS","PRINCIPAL PLACE OF BUSINESS",,,,
"FIRST UNITARIAN CHURCH OF PORTLAND, OREGON","1034 SW 13TH AVE",,"PORTLAND","OR","97205",,,,"179812","DOMESTIC NONPROFIT CORPORATION","1866-07-18 00:00:00","RELIGIOUS WITH MEMBERS","REGISTERED AGENT","TOM",,"DISRUD",
"FIRST UNITARIAN CHURCH OF PORTLAND, OREGON","4026 NE 30TH AVE",,"PORTLAND","OR","97212",,,,"179812","DOMESTIC NONPROFIT CORPORATION","1866-07-18 00:00:00","RELIGIOUS WITH MEMBERS","SECRETARY","BRAD",,"TAYLOR",
"SPENCER BUTTE LODGE NO. 9, INDEPENDENT ORDER OF ODD FELLOWS","1233 CHARNELTON ST",,"EUGENE","OR","97404",,,,"486811","DOMESTIC NONPROFIT CORPORATION","1866-09-05 00:00:00","PUBLIC BENEFIT WITH MEMBERS","MAILING ADDRESS",,,,
"SPENCER BUTTE LODGE NO. 9, INDEPENDENT ORDER OF ODD FELLOWS","89410 FIR BUTTE",,"EUGENE","OR","97402",,,,"486811","DOMESTIC NONPROFIT CORPORATION","1866-09-05 00:00:00","PUBLIC BENEFIT WITH MEMBERS","PRESIDENT","BILL",,"FILLEY",
"SPENCER BUTTE LODGE NO. 9, INDEPENDENT ORDER OF ODD FELLOWS","1233 CHARNELTON",,"EUGENE","OR","97401",,,,"486811","DOMESTIC NONPROFIT CORPORATION","1866-09-05 00:00:00","PUBLIC BENEFIT WITH MEMBERS","PRINCIPAL PLACE OF BUSINESS",,,,
"SPENCER BUTTE LODGE NO. 9, INDEPENDENT ORDER OF ODD FELLOWS","350 PEARL ST #412",,"EUGENE","OR","97401",,,,"486811","DOMESTIC NONPROFIT CORPORATION","1866-09-05 00:00:00","PUBLIC BENEFIT WITH MEMBERS","REGISTERED AGENT","JOHN",,"BENNETT",
"SPENCER BUTTE LODGE NO. 9, INDEPENDENT ORDER OF ODD FELLOWS","PO BOX 1404",,"VENETA","OR","97487",,,,"486811","DOMESTIC NONPROFIT CORPORATION","1866-09-05 00:00:00","PUBLIC BENEFIT WITH MEMBERS","SECRETARY","ROBERT",,"LYDON",
"LEWIS & CLARK COLLEGE","615 S PALATINE HILL ROAD MSC 33",,"PORTLAND","OR","97219",,,,"414","DOMESTIC NONPROFIT CORPORATION","1867-02-02 00:00:00","PUBLIC BENEFIT","MAILING ADDRESS",,,,
"LEWIS & CLARK COLLEGE","LEWIS AND CLARK COLLEGE","615 S PALATINE HILL RD MSC 33","PORTLAND","OR","97219",,,,"414","DOMESTIC NONPROFIT CORPORATION","1867-02-02 00:00:00","PUBLIC BENEFIT","PRESIDENT","WIM",,"WIEWEL",
"LEWIS & CLARK COLLEGE","333 SW 5TH AVE STE 400",,"PORTLAND","OR","97204",,,,"414","DOMESTIC NONPROFIT CORPORATION","1867-02-02 00:00:00","PUBLIC BENEFIT","PRINCIPAL PLACE OF BUSINESS",,,,
"LEWIS & CLARK COLLEGE","615 S PALATINE HILL RD MSC 33",,"PORTLAND","OR","97219",,,,"414","DOMESTIC NONPROFIT CORPORATION","1867-02-02 00:00:00","PUBLIC BENEFIT","REGISTERED AGENT","DAVID","C","REESE",
"LEWIS & CLARK COLLEGE","LEWIS AND CLARK COLLEGE","615 S PALATINE HILL RD","PORTLAND","OR","97219",,,,"414","DOMESTIC NONPROFIT CORPORATION","1867-02-02 00:00:00","PUBLIC BENEFIT","SECRETARY","DAVID","C","REESE",
"WASCO LODGE # 15 A.F. & A.M.","P O BOX 172",,"THE DALLES","OR","97058",,,,"552315","DOMESTIC NONPROFIT CORPORATION","1867-03-25 00:00:00","PUBLIC BENEFIT WITH MEMBERS","MAILING ADDRESS",,,,
"WASCO LODGE # 15 A.F. & A.M.","PO BOX 252",,"MOSIER","OR","97040",,,,"552315","DOMESTIC NONPROFIT CORPORATION","1867-03-25 00:00:00","PUBLIC BENEFIT WITH MEMBERS","PRESIDENT","KEVIN",,"BAUC",
"WASCO LODGE # 15 A.F. & A.M.","105 W 3RD ST",,"THE DALLES","OR","97058",,,,"552315","DOMESTIC NONPROFIT CORPORATION","1867-03-25 00:00:00","PUBLIC BENEFIT WITH MEMBERS","PRINCIPAL PLACE OF BUSINESS",,,,
"WASCO LODGE # 15 A.F. & A.M.","1725 E 16TH",,"THE DALLES","OR","97058",,,,"552315","DOMESTIC NONPROFIT CORPORATION","1867-03-25 00:00:00","PUBLIC BENEFIT WITH MEMBERS","REGISTERED AGENT","JOHN","C","ADAMS",
"WASCO LODGE # 15 A.F. & A.M.","PO BOX 33",,"WASCO","OR","97065",,,,"552315","DOMESTIC NONPROFIT CORPORATION","1867-03-25 00:00:00","PUBLIC BENEFIT WITH MEMBERS","SECRETARY","RODNEY",,"PATTEN",
"FIRST BAPTIST CHURCH, A CORPORATION, OF PORTLAND, OREGON","909 SW 11TH AVE",,"PORTLAND","OR","97205",,,,"179911","DOMESTIC NONPROFIT CORPORATION","1867-04-04 00:00:00","RELIGIOUS WITH MEMBERS","MAILING ADDRESS",,,,
"FIRST BAPTIST CHURCH, A CORPORATION, OF PORTLAND, OREGON","909 SW 11TH AVE",,"PORTLAND","OR","97205",,,,"179911","DOMESTIC NONPROFIT CORPORATION","1867-04-04 00:00:00","RELIGIOUS WITH MEMBERS","PRESIDENT","STEVE",,"BILS",
"FIRST BAPTIST CHURCH, A CORPORATION, OF PORTLAND, OREGON","909 SW 11TH AVE",,"PORTLAND","OR","97205",,,,"179911","DOMESTIC NONPROFIT CORPORATION","1867-04-04 00:00:00","RELIGIOUS WITH MEMBERS","PRINCIPAL PLACE OF BUSINESS",,,,
"FIRST BAPTIST CHURCH, A CORPORATION, OF PORTLAND, OREGON","909 SW 11TH AVE",,"PORTLAND","OR","97205",,,,"179911","DOMESTIC NONPROFIT CORPORATION","1867-04-04 00:00:00","RELIGIOUS WITH MEMBERS","REGISTERED AGENT","STEVE",,"BILS",
"FIRST BAPTIST CHURCH, A CORPORATION, OF PORTLAND, OREGON","909 SW 11TH AVE",,"PORTLAND","OR","97205",,,,"179911","DOMESTIC NONPROFIT CORPORATION","1867-04-04 00:00:00","RELIGIOUS WITH MEMBERS","SECRETARY","STEVEN",,"SHEARER",
"UNITED CHURCH OF CHRIST, CONGREGATIONAL, OF THE DALLES, OREGON","PO BOX 2190",,"THE DALLES","OR","97058",,,,"180018","DOMESTIC NONPROFIT CORPORATION","1867-04-25 00:00:00","RELIGIOUS WITH MEMBERS","MAILING ADDRESS",,,,
"UNITED CHURCH OF CHRIST, CONGREGATIONAL, OF THE DALLES, OREGON","2445 E. 15TH ST.",,"THE DALLES","OR","97058",,,,"180018","DOMESTIC NONPROFIT CORPORATION","1867-04-25 00:00:00","RELIGIOUS WITH MEMBERS","PRESIDENT","GENE",,"PARKER",
"UNITED CHURCH OF CHRIST, CONGREGATIONAL, OF THE DALLES, OREGON","111 E 5TH ST",,"THE DALLES","OR","97058",,,,"180018","DOMESTIC NONPROFIT CORPORATION","1867-04-25 00:00:00","RELIGIOUS WITH MEMBERS","PRINCIPAL PLACE OF BUSINESS",,,,
"UNITED CHURCH OF CHRIST, CONGREGATIONAL, OF THE DALLES, OREGON","401 E 3RD ST STE 105",,"THE DALLES","OR","97058","PEACHEY & MYERS, P.C.","40253593",,"180018","DOMESTIC NONPROFIT CORPORATION","1867-04-25 00:00:00","RELIGIOUS WITH MEMBERS","REGISTERED AGENT",,,,
"UNITED CHURCH OF CHRIST, CONGREGATIONAL, OF THE DALLES, OREGON","401 E 3RD ST STE 105",,"THE DALLES","OR","97058","PEACHEY DAVIES & MYERS, P.C.","40253593",,"180018","DOMESTIC NONPROFIT CORPORATION","1867-04-25 00:00:00","RELIGIOUS WITH MEMBERS","REGISTERED AGENT",,,,
"UNITED CHURCH OF CHRIST, CONGREGATIONAL, OF THE DALLES, OREGON","401 E 3RD ST STE 105",,"THE DALLES","OR","97058","PEACHEY DAVIES MYERS & DUNN, P.C.","40253593",,"180018","DOMESTIC NONPROFIT CORPORATION","1867-04-25 00:00:00","RELIGIOUS WITH MEMBERS","REGISTERED AGENT",,,,
"UNITED CHURCH OF CHRIST, CONGREGATIONAL, OF THE DALLES, OREGON","401 E 3RD ST STE 105",,"THE DALLES","OR","97058","THOMAS C. PEACHEY, P.C.","40253593",,"180018","DOMESTIC NONPROFIT CORPORATION","1867-04-25 00:00:00","RELIGIOUS WITH MEMBERS","REGISTERED AGENT",,,,
"UNITED CHURCH OF CHRIST, CONGREGATIONAL, OF THE DALLES, OREGON","2522 OLD DUFUR RD",,"THE DALLES","OR","97058",,,,"180018","DOMESTIC NONPROFIT CORPORATION","1867-04-25 00:00:00","RELIGIOUS WITH MEMBERS","SECRETARY","RYMMEL",,"LOVELL",
"LAKE OSWEGO UNITED METHODIST CHURCH","C/O TRUSTEES","1855 S SHORE BLVD","LAKE OSWEGO","OR","97034",,,,"297812","DOMESTIC NONPROFIT CORPORATION","1867-07-01 00:00:00","RELIGIOUS WITH MEMBERS","MAILING ADDRESS",,,,
"LAKE OSWEGO UNITED METHODIST CHURCH","1665 SW MIDVALE RD",,"PORTLAND","OR","97219",,,,"297812","DOMESTIC NONPROFIT CORPORATION","1867-07-01 00:00:00","RELIGIOUS WITH MEMBERS","PRESIDENT","JOHN",,"MILNER",
"LAKE OSWEGO UNITED METHODIST CHURCH","1855 SO SHORE BLVD",,"LAKE OSWEGO","OR","97034",,,,"297812","DOMESTIC NONPROFIT CORPORATION","1867-07-01 00:00:00","RELIGIOUS WITH MEMBERS","PRINCIPAL PLACE OF BUSINESS",,,,
"LAKE OSWEGO UNITED METHODIST CHURCH","1665 SW MIDVALE RD",,"PORTLAND","OR","97219",,,,"297812","DOMESTIC NONPROFIT CORPORATION","1867-07-01 00:00:00","RELIGIOUS WITH MEMBERS","REGISTERED AGENT","JOHN",,"MILNER",
"LAKE OSWEGO UNITED METHODIST CHURCH","887 SIXTH STREET",,"LAKE OSWEGO","OR","97034",,,,"297812","DOMESTIC NONPROFIT CORPORATION","1867-07-01 00:00:00","RELIGIOUS WITH MEMBERS","SECRETARY","DAVID",,"RUDAWITZ",
"FIRST BAPTIST CHURCH OF SALEM","395 MARION ST NE",,"SALEM","OR","97301",,,,"180216","DOMESTIC NONPROFIT CORPORATION","1867-07-02 00:00:00","RELIGIOUS WITH MEMBERS","MAILING ADDRESS",,,,
"FIRST BAPTIST CHURCH OF SALEM","4572 CENTURY DR S",,"SALEM","OR","97302",,,,"180216","DOMESTIC NONPROFIT CORPORATION","1867-07-02 00:00:00","RELIGIOUS WITH MEMBERS","PRESIDENT","JOHN",,"PRATT",
"FIRST BAPTIST CHURCH OF SALEM","395 MARION ST NE",,"SALEM","OR","97301",,,,"180216","DOMESTIC NONPROFIT CORPORATION","1867-07-02 00:00:00","RELIGIOUS WITH MEMBERS","PRINCIPAL PLACE OF BUSINESS",,,,
"FIRST BAPTIST CHURCH OF SALEM","395 MARION ST NE",,"SALEM","OR","97301",,,,"180216","DOMESTIC NONPROFIT CORPORATION","1867-07-02 00:00:00","RELIGIOUS WITH MEMBERS","REGISTERED AGENT","STEVE",,"HUNTER",
"FIRST BAPTIST CHURCH OF SALEM","1734 37TH AVE NW",,"SALEM","OR","97304",,,,"180216","DOMESTIC NONPROFIT CORPORATION","1867-07-02 00:00:00","RELIGIOUS WITH MEMBERS","SECRETARY","SKIP",,"NEILL",
"SAMARITAN LODGE NO. 2, OF THE INDEPENDENT ORDER OF ODD FELLOWS","10282 SE MAIN ST",,"MILWAUKIE","OR","97222",,,,"469619","DOMESTIC NONPROFIT CORPORATION","1867-08-17 00:00:00","PUBLIC BENEFIT WITH MEMBERS","MAILING ADDRESS",,,,
"SAMARITAN LODGE NO. 2, OF THE INDEPENDENT ORDER OF ODD FELLOWS","10282 SE MAIN ST",,"MILWAUKIE","OR","97222",,,,"469619","DOMESTIC NONPROFIT CORPORATION","1867-08-17 00:00:00","PUBLIC BENEFIT WITH MEMBERS","PRESIDENT","DALE",,"BOLEN",
"SAMARITAN LODGE NO. 2, OF THE INDEPENDENT ORDER OF ODD FELLOWS","10282 SE MAIN ST",,"MILWAUKIE","OR","97222",,,,"469619","DOMESTIC NONPROFIT CORPORATION","1867-08-17 00:00:00","PUBLIC BENEFIT WITH MEMBERS","PRINCIPAL PLACE OF BUSINESS",,,,
"SAMARITAN LODGE NO. 2, OF THE INDEPENDENT ORDER OF ODD FELLOWS","10282 SE MAIN ST",,"MILWAUKIE","OR","97222",,,,"469619","DOMESTIC NONPROFIT CORPORATION","1867-08-17 00:00:00","PUBLIC BENEFIT WITH MEMBERS","REGISTERED AGENT","MERRILEA",,"MANNING",
"SAMARITAN LODGE NO. 2, OF THE INDEPENDENT ORDER OF ODD FELLOWS","10282 SE MAIN ST",,"MILWAUKIE","OR","97222",,,,"469619","DOMESTIC NONPROFIT CORPORATION","1867-08-17 00:00:00","PUBLIC BENEFIT WITH MEMBERS","SECRETARY","CHRIS",,"LADD",
"LA GRANDE LODGE NO. FORTY ONE ANCIENT FREE AND ACCEPTED MASONS","PO BOX 3025",,"LA GRANDE","OR","97850",,,,"272518","DOMESTIC NONPROFIT CORPORATION","1868-01-07 00:00:00","MUTUAL BENEFIT WITH MEMBERS","MAILING ADDRESS",,,,
"LA GRANDE LODGE NO. FORTY ONE ANCIENT FREE AND ACCEPTED MASONS","62916 FRUITDALE LN",,"LA GRANDE","OR","97850",,,,"272518","DOMESTIC NONPROFIT CORPORATION","1868-01-07 00:00:00","MUTUAL BENEFIT WITH MEMBERS","PRESIDENT","LOUIS","E","GERBER","JR"
"LA GRANDE LODGE NO. FORTY ONE ANCIENT FREE AND ACCEPTED MASONS","1303 1/2 ADAMS AVE",,"LA GRANDE","OR","97850",,,,"272518","DOMESTIC NONPROFIT CORPORATION","1868-01-07 00:00:00","MUTUAL BENEFIT WITH MEMBERS","PRINCIPAL PLACE OF BUSINESS",,,,
"LA GRANDE LODGE NO. FORTY ONE ANCIENT FREE AND ACCEPTED MASONS","1303 1/2 ADAMS AVE",,"LA GRANDE","OR","97850",,,,"272518","DOMESTIC NONPROFIT CORPORATION","1868-01-07 00:00:00","MUTUAL BENEFIT WITH MEMBERS","REGISTERED AGENT","LARRY",,"VERMILLION",
"LA GRANDE LODGE NO. FORTY ONE ANCIENT FREE AND ACCEPTED MASONS","1610 OAK ST",,"LA GRANDE","OR","97850",,,,"272518","DOMESTIC NONPROFIT CORPORATION","1868-01-07 00:00:00","MUTUAL BENEFIT WITH MEMBERS","SECRETARY","NICHOLAS","J","AVILA",
"THE YOUNG MEN'S CHRISTIAN ASSOCIATION OF COLUMBIA-WILLAMETTE","851 SW SIXTH AVE #1500",,"PORTLAND","OR","97204",,,,"587311","DOMESTIC NONPROFIT CORPORATION","1868-05-16 00:00:00","PUBLIC BENEFIT","MAILING ADDRESS",,,,
"THE YOUNG MEN'S CHRISTIAN ASSOCIATION OF COLUMBIA-WILLAMETTE","9500 SW BARBUR BLVD STE 200",,"PORTLAND","OR","97219",,,,"587311","DOMESTIC NONPROFIT CORPORATION","1868-05-16 00:00:00","PUBLIC BENEFIT","PRESIDENT","TYLER","S","WRIGHT",
"THE YOUNG MEN'S CHRISTIAN ASSOCIATION OF COLUMBIA-WILLAMETTE","9500 SW BARBUR BLVD SUITE 200",,"PORTLAND","OR","97219",,,,"587311","DOMESTIC NONPROFIT CORPORATION","1868-05-16 00:00:00","PUBLIC BENEFIT","PRINCIPAL PLACE OF BUSINESS",,,,
"THE YOUNG MEN'S CHRISTIAN ASSOCIATION OF COLUMBIA-WILLAMETTE","851 SW SIXTH AVE #1500",,"PORTLAND","OR","97204",,,,"587311","DOMESTIC NONPROFIT CORPORATION","1868-05-16 00:00:00","PUBLIC BENEFIT","REGISTERED AGENT","ROBERT",,"WINGER",
"THE YOUNG MEN'S CHRISTIAN ASSOCIATION OF COLUMBIA-WILLAMETTE","9500 SW BARBUR BLVD STE 200",,"PORTLAND","OR","97219",,,,"587311","DOMESTIC NONPROFIT CORPORATION","1868-05-16 00:00:00","PUBLIC BENEFIT","SECRETARY","ROSS",,"KELLEY",
"COLUMBIA LODGE NO. 5, I.O.O.F.","1100 W 18TH ST",,"THE DALLES","OR","97058",,,,"94714","DOMESTIC NONPROFIT CORPORATION","1868-07-21 00:00:00","PUBLIC BENEFIT WITH MEMBERS","MAILING ADDRESS",,,,
"COLUMBIA LODGE NO. 5, I.O.O.F.","22411 NW DAIRY CREEK RD",,"NORTH PLAINS","OR","97133",,,,"94714","DOMESTIC NONPROFIT CORPORATION","1868-07-21 00:00:00","PUBLIC BENEFIT WITH MEMBERS","PRESIDENT","GARY",,"CLARK",
"COLUMBIA LODGE NO. 5, I.O.O.F.","1100 W 18TH ST",,"THE DALLES","OR","97058",,,,"94714","DOMESTIC NONPROFIT CORPORATION","1868-07-21 00:00:00","PUBLIC BENEFIT WITH MEMBERS","PRINCIPAL PLACE OF BUSINESS",,,,
"COLUMBIA LODGE NO. 5, I.O.O.F.","22411 NW DAIRY CREEK RD",,"NORTH PLAINS","OR","97133",,,,"94714","DOMESTIC NONPROFIT CORPORATION","1868-07-21 00:00:00","PUBLIC BENEFIT WITH MEMBERS","REGISTERED AGENT","GARY",,"CLARK",
