"division","classification","position","title","_07_31_21","_08_31_21","_9_30_2021","_10_31_21","_11_30_2021","_12_31_21","_01_31_22","_02_28_2022","_3_31_2022","_4_30_2022","_5_31_2022"
"Administration","Accountant 3","13515","SOCIAL SECURITY & MEDICARE",,,,,,,,,,"738.12","745.77"
"Administration","Accountant 3","13515","WORK OUT OF CLASS & LEADWORK",,,,,,,,,,"882.90","882.90"
"Administration","Accountant 3","13515","WORKERS' BENEFIT FUND ASSESSMENT",,,,,,,,,,"1.65","1.68"
"Administration","Accountant 4","13515","BASIC LIFE INSURANCE - $10,000","1.58","1.58","1.58","1.58","1.58","1.58","1.58","1.58","1.58",,
"Administration","Accountant 4","13515","DENTAL INSURANCE","60.05","60.05","60.05","60.05","60.05","61.92","61.92","61.92","61.92",,
"Administration","Accountant 4","13515","EMPLOYMENT RELATIONS BOARD ASSESSMENT","2.40","2.40","2.40","2.40","2.40","2.40","2.40","2.40","2.40",,
"Administration","Accountant 4","13515","HEALTH INSURANCE","722.10","722.10","722.10","722.10","722.10","770.28","770.28","770.28","770.28",,
"Administration","Accountant 4","13515","PERS PENSION OBLIGATION BOND PAYMENT","526.74","526.74","526.74","543.87","543.87","543.87","543.87","543.87","543.87",,
"Administration","Accountant 4","13515","PERS RETIREMENT","2009.14","2009.14","2009.14","2074.46","2074.46","2074.46","2074.46","2074.46","2074.46",,
"Administration","Accountant 4","13515","REGULAR EMPLOYEES SALARY","8551.00","8551.00","8551.00","8829.00","8829.00","8829.00","8829.00","8829.00","8829.00",,
"Administration","Accountant 4","13515","SOCIAL SECURITY & MEDICARE","714.94","722.61","714.94","738.33","738.35","738.13","738.11","738.13","738.12",,
"Administration","Accountant 4","13515","WORK OUT OF CLASS & LEADWORK","855.10","855.10","855.10","882.90","882.90","882.90","882.90","882.90","882.90",,
"Administration","Accountant 4","13515","WORKERS' BENEFIT FUND ASSESSMENT","1.88","1.54","1.78","1.77","1.57","1.42","1.39","1.15","1.74",,
"Administration","Accounting Technician","3524","BASIC LIFE INSURANCE - $10,000",,,,,,,,,,"1.58","1.58"
"Administration","Accounting Technician","3524","DENTAL INSURANCE",,,,,,,,,,"123.82","123.82"
"Administration","Accounting Technician","3524","EMPLOYMENT RELATIONS BOARD ASSESSMENT",,,,,,,,,,"2.40","2.40"
"Administration","Accounting Technician","3524","ESSENTIAL WORKER DIFFERENTIAL",,,,,,,,,,"129.75",
"Administration","Accounting Technician","3524","HEALTH INSURANCE",,,,,,,,,,"1540.56","1540.56"
"Administration","Accounting Technician","3524","PERS PENSION OBLIGATION BOND PAYMENT",,,,,,,,,,"273.33","266.06"
"Administration","Accounting Technician","3524","PERS RETIREMENT",,,,,,,,,,"1042.52","1014.81"
"Administration","Accounting Technician","3524","REGULAR EMPLOYEES SALARY",,,,,,,,,,"4751.00","4751.00"
"Administration","Accounting Technician","3524","SOCIAL SECURITY & MEDICARE",,,,,,,,,,"372.43","370.15"
"Administration","Accounting Technician","3524","WORKERS' BENEFIT FUND ASSESSMENT",,,,,,,,,,"1.43","1.12"
"Administration","Accounting Technician","64950","BASIC LIFE INSURANCE - $10,000",,,,,,,,,,"1.52","1.52"
"Administration","Accounting Technician","64950","DENTAL INSURANCE",,,,,,,,,,"144.96","144.96"
"Administration","Accounting Technician","64950","EMPLOYMENT RELATIONS BOARD ASSESSMENT",,,,,,,,,,"2.40","2.40"
"Administration","Accounting Technician","64950","ESSENTIAL WORKER DIFFERENTIAL",,,,,,,,,,"152.00",
"Administration","Accounting Technician","64950","HEALTH INSURANCE",,,,,,,,,,"2141.45","2141.45"
"Administration","Accounting Technician","64950","PERS PENSION OBLIGATION BOND PAYMENT",,,,,,,,,,"251.38","242.87"
"Administration","Accounting Technician","64950","PERS RETIREMENT",,,,,,,,,,"776.15","749.87"
"Administration","Accounting Technician","64950","REGULAR EMPLOYEES SALARY",,,,,,,,,,"4337.00","4337.00"
"Administration","Accounting Technician","64950","SOCIAL SECURITY & MEDICARE",,,,,,,,,,"330.17","326.21"
"Administration","Accounting Technician","64950","WORKERS' BENEFIT FUND ASSESSMENT",,,,,,,,,,"1.67","1.50"
"Administration","Accounting Technician 2","3524","BASIC LIFE INSURANCE - $10,000","1.58","1.58","1.58","1.58","1.58","1.58","1.58","1.58","1.58",,
"Administration","Accounting Technician 2","3524","COVID RECOGNITION ONE-TIME PAYMENT",,,"1550.00",,,,,,,,
"Administration","Accounting Technician 2","3524","DENTAL INSURANCE","120.11","120.11","120.11","120.11","120.11","123.82","123.82","123.82","123.82",,
"Administration","Accounting Technician 2","3524","EMPLOYMENT RELATIONS BOARD ASSESSMENT","2.40","2.40","2.40","2.40","2.40","2.40","2.40","2.40","2.40",,
"Administration","Accounting Technician 2","3524","ESSENTIAL WORKER DIFFERENTIAL",,,,"150.50","148.50","127.50","160.00","130.00","169.75",,
"Administration","Accounting Technician 2","3524","HEALTH INSURANCE","1444.22","1444.22","1444.22","1444.22","1444.22","1540.56","1540.56","1540.56","1540.56",,
"Administration","Accounting Technician 2","3524","PERS PENSION OBLIGATION BOND PAYMENT","257.66","257.66","344.46","274.48","274.37","273.20","275.02","273.34","275.56",,
"Administration","Accounting Technician 2","3524","PERS RETIREMENT","982.77","982.77","1313.85","1046.96","1046.53","1042.05","1048.99","1042.58","1051.07",,
"Administration","Accounting Technician 2","3524","REGULAR EMPLOYEES SALARY","4601.00","4601.00","4601.00","4751.00","4751.00","4751.00","4751.00","4751.00","4751.00",,
"Administration","Accounting Technician 2","3524","SOCIAL SECURITY & MEDICARE","359.75","352.11","470.69","375.09","374.94","372.26","374.74","372.45","375.50",,
"Administration","Accounting Technician 2","3524","WORKERS' BENEFIT FUND ASSESSMENT","1.64","1.13","0.62","1.66","1.64","1.41","1.76","1.43","1.87",,
"Administration","Accounting Technician 2","64950","BASIC LIFE INSURANCE - $10,000","1.58","1.58",,"3.16","1.58","1.52","1.52","1.52","1.52",,
"Administration","Accounting Technician 2","64950","COVID RECOGNITION ONE-TIME PAYMENT",,,"1550.00",,,,,,,,
"Administration","Accounting Technician 2","64950","DENTAL INSURANCE","150.69","150.69","150.69","144.60","150.69","144.96","144.96","144.96","144.96",,
"Administration","Accounting Technician 2","64950","EMPLOYMENT RELATIONS BOARD ASSESSMENT","2.40","2.40",,"2.40","2.40","2.40","2.40","2.40","2.40",,
"Administration","Accounting Technician 2","64950","ESSENTIAL WORKER DIFFERENTIAL",,,,"40.00","144.00","166.00","144.00","128.00","184.00",,
"Administration","Accounting Technician 2","64950","HEALTH INSURANCE","2103.17","2103.17","2103.17","2103.17","2103.17","2141.45","2141.45","2141.45","2141.45",,
"Administration","Accounting Technician 2","64950","PERS PENSION OBLIGATION BOND PAYMENT","224.34","201.53","86.80","83.55","216.27","240.91","239.68","247.22","253.18",,
"Administration","Accounting Technician 2","64950","PERS RETIREMENT","692.64","622.23","268.00","257.97","667.73","743.82","740.01","763.31","781.68",,
"Administration","Accounting Technician 2","64950","REGULAR EMPLOYEES SALARY","4006.00","3598.80","0.00","1452.03","3717.97","4136.00","4136.00","4286.75","4337.00",,
"Administration","Accounting Technician 2","64950","SOCIAL SECURITY & MEDICARE","294.24","263.09","113.62","101.08","283.22","315.87","314.19","324.51","332.63",,
"Administration","Accounting Technician 2","64950","WORKERS' BENEFIT FUND ASSESSMENT","1.58","0.35",,"0.44","1.58","1.83","1.58","1.52","2.02",,
"Administration","Accounting Technician 3","64949","BASIC LIFE INSURANCE - $10,000","1.58","1.58","1.58","1.58","1.58","1.58","1.58","1.58","1.58",,
"Administration","Accounting Technician 3","64949","COVID RECOGNITION ONE-TIME PAYMENT",,,"1550.00",,,,,,,,
"Administration","Accounting Technician 3","64949","DENTAL INSURANCE","149.83","149.83","149.83","149.83","149.83","154.47","154.47","154.47","154.47",,
"Administration","Accounting Technician 3","64949","EMPLOYMENT RELATIONS BOARD ASSESSMENT","2.40","2.40","2.40","2.40","2.40","2.40","2.40","2.40","2.40",,
"Administration","Accounting Technician 3","64949","ESSENTIAL WORKER DIFFERENTIAL",,,,,,,,,"38.70",,
"Administration","Accounting Technician 3","64949","HEALTH INSURANCE","2052.65","2052.65","2052.65","2052.65","2052.65","2078.99","2078.99","2078.99","2078.99",,
"Administration","Accounting Technician 3","64949","PERS PENSION OBLIGATION BOND PAYMENT","245.90","252.85","344.46","266.06","266.06","266.06","266.06","266.06","268.22",,
"Administration","Accounting Technician 3","64949","PERS RETIREMENT","759.20","780.66","1063.51","821.45","821.45","821.45","821.45","821.45","828.14",,
"Administration","Accounting Technician 3","64949","PUBLIC EMPLOYEES' BENEFIT BOARD FEES","2.95","2.95","2.95","2.95","2.95","2.95","2.95","2.95","2.95",,
"Administration","Accounting Technician 3","64949","REGULAR EMPLOYEES SALARY","4391.00","4515.09","4601.00","4751.00","5847.40","4751.00","4751.00","4751.00","4751.00",,
"Administration","Accounting Technician 3","64949","SOCIAL SECURITY & MEDICARE","329.70","339.19","464.34","364.89","441.11","356.83","356.84","356.82","359.80",,
"Administration","Accounting Technician 3","64949","WORKERS' BENEFIT FUND ASSESSMENT","1.85","1.32","1.50","1.75","1.63","1.78","1.76","1.67","2.02",,
"Administration","Compliance Specialist 2","49529","BASIC LIFE INSURANCE - $10,000",,"0.86",,,,,,,,,
"Administration","Compliance Specialist 2","49529","DENTAL INSURANCE",,"30.30",,,,,,,,,
"Administration","Compliance Specialist 2","49529","EMPLOYMENT RELATIONS BOARD ASSESSMENT",,"1.30",,,,,,,,,
"Administration","Compliance Specialist 2","49529","HEALTH INSURANCE",,"404.67",,,,,,,,,
"Administration","Compliance Specialist 2","49529","PERS PENSION OBLIGATION BOND PAYMENT",,"185.07",,,,,,,,,
"Administration","Compliance Specialist 2","49529","PERS RETIREMENT",,"571.42",,,,,,,,,
"Administration","Compliance Specialist 2","49529","SOCIAL SECURITY & MEDICARE",,"252.48",,,,,,,,,
"Administration","Compliance Specialist 2","49529","WORKERS' BENEFIT FUND ASSESSMENT",,"0.81",,,,,,,,,
"Administration","Executive Assistant","26373","BASIC LIFE INSURANCE - $10,000","1.58","1.58","1.58","1.58","1.58","1.58","1.58","1.58","1.58","1.58","1.58"
"Administration","Executive Assistant","26373","COVID RECOGNITION ONE-TIME PAYMENT",,,"1550.00",,,,,,,,
"Administration","Executive Assistant","26373","DENTAL INSURANCE","150.69","150.69","150.69","150.69","150.69","151.06","151.06","151.06","151.06","151.06","151.06"
"Administration","Executive Assistant","26373","ESSENTIAL WORKER DIFFERENTIAL",,,,"40.00","28.00","51.50","16.00","41.00","48.00","44.00",
"Administration","Executive Assistant","26373","HEALTH INSURANCE","1949.69","1949.69","1949.69","1949.69","1949.69","2079.76","2079.76","2079.76","2079.76","2079.76","2079.76"
"Administration","Executive Assistant","26373","PERS PENSION OBLIGATION BOND PAYMENT","412.05","412.05","498.85","427.67","427.00","428.32","447.60","449.00","449.39","449.17","446.70"
"Administration","Executive Assistant","26373","PERS RETIREMENT","1272.20","1272.20","1540.19","1320.44","1318.37","1322.43","1381.97","1386.29","1387.50","1386.80","1379.20"
"Administration","Executive Assistant","26373","REGULAR EMPLOYEES SALARY","7358.00","7358.00","7358.00","7597.00","9083.28","7597.00","7597.00","7597.00","7597.00","7597.00","7597.00"
"Administration","Executive Assistant","26373","SOCIAL SECURITY & MEDICARE","567.95","560.31","678.87","581.64","694.43","583.37","609.72","611.64","612.16","611.87","616.14"
"Administration","Executive Assistant","26373","WORK OUT OF CLASS & LEADWORK",,,,,,,"379.85","379.85","379.85","379.85","379.85"
"Administration","Executive Assistant","26373","WORKERS' BENEFIT FUND ASSESSMENT","1.91","1.91","1.91","1.91","1.91","1.91","1.91","1.91","1.91","1.91","1.91"
"Administration","Exective Support Specialist 2","121713","BASIC LIFE INSURANCE - $10,000","1.52","1.52","1.52","1.52","1.52","1.52","1.52","1.52","1.52","1.52","1.52"
"Administration","Exective Support Specialist 2","121713","DENTAL INSURANCE","61.76","61.76","61.76","61.76","61.76","61.92","61.92","61.92","61.92","61.92","61.92"
"Administration","Exective Support Specialist 2","121713","ESSENTIAL WORKER DIFFERENTIAL",,,,,,,"10.00",,,,
"Administration","Exective Support Specialist 2","121713","HEALTH INSURANCE","778.95","778.95","778.95","778.95","778.95","793.13","793.13","793.13","793.13","793.13","793.13"
"Administration","Exective Support Specialist 2","121713","PERS PENSION OBLIGATION BOND PAYMENT","266.78","266.78","266.78","275.46","275.46","275.46","277.32","289.13","289.13","289.13","289.83"
"Administration","Exective Support Specialist 2","121713","PERS RETIREMENT","823.70","823.70","823.70","850.50","850.50","850.50","856.24","892.68","892.68","892.68","894.81"
"Administration","Exective Support Specialist 2","121713","PUBLIC EMPLOYEES' BENEFIT BOARD FEES","5.90","5.90","5.90","5.90","5.90","2.95","2.95","2.95","2.95","2.95","2.95"
"Administration","Exective Support Specialist 2","121713","REGULAR EMPLOYEES SALARY","4764.00","4764.00","4764.00","4919.00","4919.00","4919.00","4942.23","5163.00","5163.00","5163.00","5175.29"
"Administration","Exective Support Specialist 2","121713","SOCIAL SECURITY & MEDICARE","356.47","364.11","356.47","369.85","369.85","372.67","373.86","389.99","389.99","389.99","390.94"
"Administration","Exective Support Specialist 2","121713","WORKERS' BENEFIT FUND ASSESSMENT","1.76","1.94","1.78","1.50","1.38","1.52","1.67","1.66","1.79","1.84","1.57"
"Administration","Fiscal Analyst 3","37791","BASIC LIFE INSURANCE - $10,000","1.58","1.58","1.58","1.58","1.58","1.58","1.58","1.58","1.58","1.58","1.58"
"Administration","Fiscal Analyst 3","37791","DENTAL INSURANCE","94.34","94.34","94.34","94.34","94.34","97.26","97.26","97.26","97.26","97.26","97.26"
"Administration","Fiscal Analyst 3","37791","EMPLOYMENT RELATIONS BOARD ASSESSMENT","2.40","2.40","2.40","2.40","2.40","2.40","2.40","2.40","2.40","2.40","2.40"
"Administration","Fiscal Analyst 3","37791","HEALTH INSURANCE","1227.58","1227.58","1227.58","1227.58","1227.58","1309.49","1309.49","1309.49","1309.49","1309.49","1309.49"
"Administration","Fiscal Analyst 3","37791","PERS PENSION OBLIGATION BOND PAYMENT","412.48","412.48","429.92","446.70","446.70","446.70","446.70","446.70","446.70","446.70","446.70"
"Administration","Fiscal Analyst 3","37791","PERS RETIREMENT","1273.54","1273.54","1327.37","1379.20","1379.20","1379.20","1379.20","1379.20","1379.20","1379.20","1379.20"
"Administration","Fiscal Analyst 3","37791","REGULAR EMPLOYEES SALARY","7015.00","7015.00","7311.49","7597.00","7597.00","7597.00","7597.00","7597.00","7597.00","7597.00","7597.00"
"Administration","Fiscal Analyst 3","37791","SOCIAL SECURITY & MEDICARE","565.42","557.78","581.59","604.53","604.53","605.31","605.30","610.29","610.27","610.29","617.93"
"Administration","Fiscal Analyst 3","37791","WORK OUT OF CLASS & LEADWORK","350.75","350.75","365.58","379.85","379.85","379.85","379.85","379.85","379.85","379.85","379.85"
"Administration","Fiscal Analyst 3","37791","WORKERS' BENEFIT FUND ASSESSMENT","1.91","1.91","1.91","1.91","1.91","1.91","1.91","1.91","1.91","1.91","1.91"
"Administration","Human Resource Analyst 1","126755","BASIC LIFE INSURANCE - $10,000",,,"1.58","1.58","1.58","1.58","1.58","1.58","1.58",,
"Administration","Human Resource Analyst 1","126755","DENTAL INSURANCE",,,"162.14","162.14","162.14","167.17","167.17","167.17","167.17",,
"Administration","Human Resource Analyst 1","126755","EMPLOYMENT RELATIONS BOARD ASSESSMENT",,,"2.40","2.40","2.40","2.40","2.40","2.40","2.40",,
"Administration","Human Resource Analyst 1","126755","ESSENTIAL WORKER DIFFERENTIAL",,,,"29.00","4.00","4.00",,"4.00","13.00",,
"Administration","Human Resource Analyst 1","126755","HEALTH INSURANCE",,,"1277.78","1277.78","1277.78","2064.35","2064.35","2064.35","2064.35",,
"Administration","Human Resource Analyst 1","126755","REGULAR EMPLOYEES SALARY",,,"3001.73","4870.00","4870.00","4870.00","4870.00","4870.00","4023.04",,
"Administration","Human Resource Analyst 1","126755","SOCIAL SECURITY & MEDICARE",,,"228.30","381.08","371.53","372.26","371.94","372.26","308.14",,
"Administration","Human Resource Analyst 1","126755","WORKERS' BENEFIT FUND ASSESSMENT",,,"1.21","1.76","1.64","1.76","1.76","1.58","1.23",,
"Administration","Human Resource Analyst 2","21986","BASIC LIFE INSURANCE - $10,000","1.58","1.58","1.58","1.58","1.58","1.58","1.58","1.58","1.58","1.58","1.58"
"Administration","Human Resource Analyst 2","21986","DENTAL INSURANCE","150.69","150.69","150.69","150.69","150.69","151.06","151.06","151.06","151.06","151.06","151.06"
"Administration","Human Resource Analyst 2","21986","EMPLOYMENT RELATIONS BOARD ASSESSMENT","2.40","2.40","2.40","2.40","2.40","2.40","2.40","2.40","2.40","2.40","2.40"
"Administration","Human Resource Analyst 2","21986","ESSENTIAL WORKER DIFFERENTIAL",,,,,,,,,,"8.00",
"Administration","Human Resource Analyst 2","21986","HEALTH INSURANCE","2052.65","2052.65","2052.65","2052.65","2052.65","2078.99","2078.99","2078.99","2078.99","2078.99","2078.99"
"Administration","Human Resource Analyst 2","21986","PERS PENSION OBLIGATION BOND PAYMENT","392.84","392.84","392.84","405.61","405.61","405.61","405.61","405.61","405.61","406.06","405.61"
"Administration","Human Resource Analyst 2","21986","PERS RETIREMENT","1212.89","1212.89","1212.89","1252.31","1252.31","1252.31","1252.31","1252.31","1252.31","1253.69","1252.31"
"Administration","Human Resource Analyst 2","21986","PUBLIC EMPLOYEES' BENEFIT BOARD FEES","2.95","2.95","2.95","2.95","2.95","2.95","2.95","2.95","2.95","2.95","2.95"
"Administration","Human Resource Analyst 2","21986","REGULAR EMPLOYEES SALARY","7015.00","7015.00","7015.00","7243.00","7243.00","7243.00","7243.00","7243.00","7243.00","7243.00","7243.00"
"Administration","Human Resource Analyst 2","21986","SOCIAL SECURITY & MEDICARE","539.88","532.24","532.23","549.68","549.69","548.51","548.51","548.51","548.51","549.13","556.15"
"Administration","Human Resource Analyst 2","21986","WORKERS' BENEFIT FUND ASSESSMENT","1.91","1.91","1.91","1.91","1.91","1.91","1.91","1.91","1.91","1.91","1.91"
"Administration","Human Resource Analyst 3","16533","BASIC LIFE INSURANCE - $10,000","1.58","1.58","1.58","1.58","1.58","1.58","1.58","1.58","1.58","1.58","1.58"
"Administration","Human Resource Analyst 3","16533","DENTAL INSURANCE","162.14","162.14","162.14","162.14","162.14","167.17","167.17","167.17","167.17","167.17","167.17"
"Administration","Human Resource Analyst 3","16533","EMPLOYMENT RELATIONS BOARD ASSESSMENT","2.40","2.40","2.40","2.40","2.40","2.40","2.40","2.40","2.40","2.40","2.40"
"Administration","Human Resource Analyst 3","16533","ESSENTIAL WORKER DIFFERENTIAL",,,,,,,,,,"8.00",
"Administration","Human Resource Analyst 3","16533","HEALTH INSURANCE","2052.65","2052.65","2052.65","2052.65","2052.65","2078.99","2078.99","2078.99","2078.99","2078.99","2078.99"
"Administration","Human Resource Analyst 3","16533","PERS PENSION OBLIGATION BOND PAYMENT","550.40","550.40","550.40","568.26","601.47","594.09","568.26","568.26","568.26","568.71","568.26"
"Administration","Human Resource Analyst 3","16533","PERS RETIREMENT","2099.37","2099.37","2099.37","2167.51","2294.18","2266.03","2167.51","2167.51","2167.51","2169.22","2167.51"
"Administration","Human Resource Analyst 3","16533","PUBLIC EMPLOYEES' BENEFIT BOARD FEES","2.95","2.95","2.95","2.95","2.95","2.95","2.95","2.95","2.95","2.95","2.95"
"Administration","Human Resource Analyst 3","16533","REGULAR EMPLOYEES SALARY","8935.00","8935.00","8935.00","9225.00","9224.99","9225.00","9225.00","9225.00","9225.00","9225.00","9225.00"
"Administration","Human Resource Analyst 3","16533","SOCIAL SECURITY & MEDICARE","739.03","739.02","746.68","763.42","808.79","796.25","760.98","760.97","760.97","766.56","765.94"
"Administration","Human Resource Analyst 3","16533","WORK OUT OF CLASS & LEADWORK","893.50","893.50","893.50","922.50","1515.54","1383.75","922.50","922.50","922.50","922.50","922.50"
"Administration","Human Resource Analyst 3","16533","WORKERS' BENEFIT FUND ASSESSMENT","1.91","1.91","1.91","1.91","1.91","1.91","1.91","1.91","1.91","1.91","1.91"
"Administration","Information Systems Specialist 4","21215","BASIC LIFE INSURANCE - $10,000","1.58","1.58","1.58","1.58","1.58","1.58","1.58","1.58","1.58","1.58","1.58"
"Administration","Information Systems Specialist 4","21215","COVID RECOGNITION ONE-TIME PAYMENT",,,"1550.00",,,,,,,,
"Administration","Information Systems Specialist 4","21215","DENTAL INSURANCE","150.69","150.69","150.69","150.69","150.69","167.17","167.17","167.17","167.17","167.17","167.17"
"Administration","Information Systems Specialist 4","21215","EMPLOYMENT RELATIONS BOARD ASSESSMENT","2.40","2.40","2.40","2.40","2.40","2.40","2.40","2.40","2.40","2.40","2.40"
"Administration","Information Systems Specialist 4","21215","ESSENTIAL WORKER DIFFERENTIAL",,,,"18.00","56.00","73.00",,"95.00",,,
"Administration","Information Systems Specialist 4","21215","HEALTH INSURANCE","1949.69","1949.69","1949.69","1949.69","1949.69","2079.76","2079.76","2079.76","2079.76","2079.76","2079.76"
"Administration","Information Systems Specialist 4","21215","OVERTIME PAYMENTS","1.59",,,,,,,,,,
"Administration","Information Systems Specialist 4","21215","PERS PENSION OBLIGATION BOND PAYMENT","308.56","309.87","409.81","334.49","336.62","337.57","333.48","338.80","350.15","350.15","350.15"
"Administration","Information Systems Specialist 4","21215","PERS RETIREMENT","952.68","956.73","1265.28","1032.73","1039.30","1042.24","1029.62","1046.04","1081.10","1081.10","1081.10"
"Administration","Information Systems Specialist 4","21215","REGULAR EMPLOYEES SALARY","5510.00","5533.45","5768.00","5955.00","5955.00","5955.00","5955.00","5955.00","5955.00","5955.00","5955.00"
