"profile_number","agency_involved","stop_date_and_time","street_address_of_stop","city_of_stop","stop_reason","stop_reason_description","stop_search","stop_search_outcome","stop_outcome","stop_outcome_description","stop_contraband","stop_contraband_description","gender","race","driver_race_description","driver_age","count"
"411483","SPA3","2016-01-01T00:42:00.000","Main St & Fire Department               ","WAT","V   ","Vehicle Equipment","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","F","W","White","28","1"
"388896","SPC2","2016-01-01T00:43:00.000","Morgan Horse Farm Road                  ","WEY","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","F","W","White","45","1"
"391312","SPD2","2016-01-01T00:56:00.000","30 PUTNEY RD                            ","BRO","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","60","1"
"388301","SPA1","2016-01-01T01:01:00.000","Rt 15                                   ","UND","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","21","1"
"391313","SPD2","2016-01-01T01:08:00.000","WESTERN AVE & CEDAR ST                  ","BRO","V   ","Vehicle Equipment","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","26","1"
"386334","SPB1","2016-01-01T01:10:00.000","Main St                                 ","LYV","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","B","Black","27","1"
"386340","SPB1","2016-01-01T01:10:00.000","Main St                                 ","LYV","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","B","Black","27","1"
"391547","SPD2","2016-01-01T01:15:00.000","WESTERN AVE & SPRUCE ST                 ","BRO","V   ","Vehicle Equipment","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","F","W","White","26","1"
"391549","SPD2","2016-01-01T01:22:00.000","328 WESTERN AVE                         ","BRO","V   ","Vehicle Equipment","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","F","W","White","46","1"
"407100","SPD2","2016-01-01T01:30:00.000","71 GUILFORD CENTER RD                   ","GFD","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","20","1"
"391551","SPD2","2016-01-01T01:38:00.000","632 PUTNEY RD                           ","BRO","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","F","W","White","65","1"
"391553","SPD2","2016-01-01T01:57:00.000","US RT 5 & CANOE BROOK RD                ","DUM","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","65","1"
"386970","SPC3","2016-01-01T02:00:00.000","2 RICHVILLE RD                          ","MAN","V   ","Vehicle Equipment","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","F","W","White","22","1"
"386305","SPD3","2016-01-01T02:25:00.000","153 OLMSTEAD DR                         ","SKB","E   ","Externally Generated Stop","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","F","W","White","19","1"
"386307","SPD3","2016-01-01T02:25:00.000","153 OLMSTEAD DR                         ","SKB","E   ","Externally Generated Stop","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","F","W","White","20","1"
"386311","SPD3","2016-01-01T02:25:00.000","153 OLMSTEAD DR                         ","SKB","E   ","Externally Generated Stop","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","20","1"
"386314","SPD3","2016-01-01T02:25:00.000","153 OLMSTEAD DR                         ","SKB","E   ","Externally Generated Stop","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","F","W","White","20","1"
"386315","SPD3","2016-01-01T02:25:00.000","153 OLMSTEAD DR                         ","SKB","E   ","Externally Generated Stop","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","F","W","White","18","1"
"386316","SPD3","2016-01-01T02:25:00.000","153 OLMSTEAD DR                         ","SKB","E   ","Externally Generated Stop","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","20","1"
"386323","SPD3","2016-01-01T02:25:00.000","153 OLMSTEAD DR                         ","SKB","E   ","Externally Generated Stop","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","F","W","White","19","1"
"386326","SPD3","2016-01-01T02:25:00.000","153 OLMSTEAD DR                         ","SKB","E   ","Externally Generated Stop","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","18","1"
"386328","SPD3","2016-01-01T02:25:00.000","153 OLMSTEAD DR                         ","SKB","E   ","Externally Generated Stop","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","F","W","White","20","1"
"386331","SPD3","2016-01-01T02:25:00.000","153 OLMSTEAD DR                         ","SKB","E   ","Externally Generated Stop","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","19","1"
"386333","SPD3","2016-01-01T02:25:00.000","153 OLMSTEAD DR                         ","SKB","E   ","Externally Generated Stop","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","18","1"
"386335","SPD3","2016-01-01T02:25:00.000","153 OLMSTEAD DR                         ","SKB","E   ","Externally Generated Stop","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","20","1"
"388898","SPC2","2016-01-01T02:49:00.000","Vt Route 22A                            ","VRG","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","F","H","Hispanic","17","1"
"389967","SPC2","2016-01-01T02:56:00.000","us rt 7                                 ","FER","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","41","1"
"397098","SPC2","2016-01-01T03:30:00.000","Vt Route 125                            ","RIP","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","F","W","White","47","1"
"386248","SPC2","2016-01-01T03:35:00.000","US Route 7                              ","SAL","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","F","W","White","54","1"
"396512","SPC1","2016-01-01T04:12:00.000","E Mountain Rd; Trailside Dr             ","KIL","E   ","Externally Generated Stop","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","24","1"
"385585","SPC2","2016-01-01T04:19:00.000","US Route 7                              ","FER","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","42","1"
"386250","SPC2","2016-01-01T04:30:00.000","Vt Route 30                             ","CRN","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","H","Hispanic","28","1"
"385937","SPC3","2016-01-01T08:19:00.000","96 NORTHSIDE DR                         ","BEN","V   ","Vehicle Equipment","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","46","1"
"392925","SPC1","2016-01-01T08:42:00.000","US RT 4                                 ","MEN","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","60","1"
"392887","SPD1","2016-01-01T08:56:00.000","I 91 S MM55                             ","WSR","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","46","1"
"472339","SPC1","2016-01-01T09:00:00.000","5022 US ROUTE 4                         ","MEN","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","F","W","White","23","1"
"385698","SPD3","2016-01-01T09:08:00.000","I 89 S MM27                             ","RAN","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","F","W","White","38","1"
"385742","SPD3","2016-01-01T09:12:00.000","587 PLEASANT ST                         ","BET","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","F","W","White","29","1"
"386015","SPD3","2016-01-01T09:25:00.000","I 89 S MM27                             ","RAN","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","F","W","White","22","1"
"385855","SPB3","2016-01-01T09:26:00.000","I 91 N MM87                             ","THE","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","48","1"
"385852","SPB3","2016-01-01T09:44:00.000","I 91 N MM87                             ","THE","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","56","1"
"459773","SPA1","2016-01-01T09:46:00.000","I89 SB                                  ","RMD","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","18","1"
"397779","SPC1","2016-01-01T09:48:00.000","E Hubbardton Rd                         ","CAS","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","F","W","White","20","1"
"400251","SPC1","2016-01-01T09:48:00.000","E Hubbardton Rd & Main St               ","CAS","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","F","W","White","20","1"
"386312","SPB3","2016-01-01T09:50:00.000","I 91 S MM98                             ","BRA","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","F","W","White","49","1"
"400760","SPD2","2016-01-01T10:00:00.000","VT RT 9 & AUGUR HOLE RD                 ","MAR","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","F","B","Black","20","1"
"385800","SPD3","2016-01-01T10:02:00.000","VT RT 14 & PLEASANT VIEW DR             ","ALB","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","F","W","White","28","1"
"385799","SPD3","2016-01-01T10:08:00.000","VT RT 14 & PLEASANT VIEW DR             ","ALB","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","24","1"
"385839","SPB3","2016-01-01T10:20:00.000","I 91 S MM88                             ","THE","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","49","1"
"385797","SPD3","2016-01-01T10:35:00.000","HIGHLAND AVE & LONGVIEW                 ","NPT","V   ","Vehicle Equipment","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","36","1"
"385822","SPB3","2016-01-01T10:39:00.000","I 91 S MM98; 98/45                      ","BRA","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","F","W","White","19","1"
"387392","SPD2","2016-01-01T10:40:00.000","I 91 N MM6; Welcome Ctr                 ","GFD","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","H","Hispanic","17","1"
"388383","SPD2","2016-01-01T10:43:00.000","I 91 S MM6; Welcome Ctr                 ","GFD","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","54","1"
"385834","SPB3","2016-01-01T10:57:00.000","I 91 N MM87                             ","THE","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","63","1"
"388099","SPC3","2016-01-01T11:00:00.000","45 DORSET WEST RD                       ","DOR","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","F","W","White","20","1"
"391832","SPD2","2016-01-01T11:02:00.000","I 91 N MM6                              ","GFD","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","60","1"
"385794","SPD3","2016-01-01T12:10:00.000","E MAIN ST & INDUSTRIAL DR               ","NPT","V   ","Vehicle Equipment","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","22","1"
"388284","SPH1","2016-01-01T12:13:00.000","I 91 N MM29                             ","WST","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","49","1"
"388317","SPD1","2016-01-01T12:34:00.000","I 91 S MM29                             ","WST","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","59","1"
"385796","SPD3","2016-01-01T12:40:00.000","VT RT 105 & PERRAULT                    ","NPC","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","F","W","White","36","1"
"386763","SPC3","2016-01-01T13:00:00.000","US ROUTE 7 N                            ","BEN","M   ","Moving Violation","SPC ","Consent Search-Probable Cause","T   ","Ticket / VCVC Issued","C   ","Contraband/Evidence Found","F","B","Black","30","1"
"392921","SPH1","2016-01-01T13:05:00.000","I 91 S MM26                             ","WST","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","41","1"
"419568","SPA1","2016-01-01T13:15:00.000","I89 NB                                  ","RMD","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","B","Black","26","1"
"385760","SPD3","2016-01-01T13:20:00.000","VT RT 105 & VT RT 105                   ","RIC","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","F","W","White","24","1"
"385997","SPD3","2016-01-01T13:20:00.000","VT RT 105 & BROOK ST                    ","RIC","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","F","W","White","24","1"
"385793","SPD3","2016-01-01T13:40:00.000","S MAIN ST & NOYES ST                    ","RIC","V   ","Vehicle Equipment","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","28","1"
"395275","SPA3","2016-01-01T14:00:00.000","Route 100 & Main st                     ","DUX","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","63","1"
"391428","SPD1","2016-01-01T14:10:00.000","VT RT 131 & I 91 N                      ","WET","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","F","W","White","19","1"
"395278","SPA3","2016-01-01T14:20:00.000","ROUTE 100B & STEVENS BROOK RD           ","MOR","E   ","Externally Generated Stop","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","F","W","White","51","1"
"385790","SPD3","2016-01-01T14:25:00.000","VT ROUTE 105 & VT ROUTE 236             ","SHN","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","F","W","White","26","1"
"385998","SPD3","2016-01-01T14:25:00.000","VT ROUTE 105 & VT ROUTE 236             ","SHN","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","F","W","White","26","1"
"385788","SPD3","2016-01-01T14:40:00.000","ORCHARD ST & VALENTINE DR               ","eno","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","F","W","White","40","1"
"385786","SPD3","2016-01-01T15:10:00.000","2120 VT ROUTE 105                       ","SHN","V   ","Vehicle Equipment","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","B","Black","28","1"
"385542","SPD1","2016-01-01T15:20:00.000","I 91 N MM24                             ","WST","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","F","W","White","30","1"
"459776","SPA1","2016-01-01T15:32:00.000","Access Road                             ","BOL","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","48","1"
"387211","SPC2","2016-01-01T15:40:00.000","Us Route 7                              ","MID","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","37","1"
"419580","SPA1","2016-01-01T15:40:00.000","Vt 104                                  ","CAM","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","29","1"
"419577","SPA1","2016-01-01T15:50:00.000","Vt 15                                   ","CAM","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","73","1"
"385818","SPD3","2016-01-01T15:55:00.000","2008 vt route 105                       ","SHN","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","35","1"
"385890","SPC3","2016-01-01T15:55:00.000","rt 7                                    ","SBY","E   ","Externally Generated Stop","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","42","1"
"419576","SPA1","2016-01-01T16:00:00.000","Vt 15                                   ","CAM","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","24","1"
"419572","SPA1","2016-01-01T16:20:00.000","VT 15                                   ","CAM","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","32","1"
"385820","SPD3","2016-01-01T16:25:00.000","I 89 S MM96                             ","COL","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","F","W","White","41","1"
"385709","SPD3","2016-01-01T16:40:00.000","I 89 S MM27                             ","RAN","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","21","1"
"390692","SPC2","2016-01-01T16:40:00.000","US Route 7                              ","WLM","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","F","H","Hispanic","31","1"
"391762","SPC1","2016-01-01T17:05:00.000","RT 7 & N SHREWSBURY RD                  ","CLA","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","19","1"
"392938","SPD1","2016-01-01T17:14:00.000","I 91 S MM26                             ","WST","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","20","1"
"386017","SPD3","2016-01-01T17:15:00.000","I 89 N MM25                             ","BET","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","19","1"
"465840","SPC1","2016-01-01T17:20:00.000","2997 FRANKLIN ST; OTTER VALLEY HS       ","BRN","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","47","1"
"385537","SPD1","2016-01-01T17:25:00.000","I 91 N MM24                             ","WST","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","F","W","White","23","1"
"385942","SPC3","2016-01-01T17:27:00.000","57 VT ROUTE 7A                          ","ARL","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","53","1"
"386488","SPB3","2016-01-01T17:30:00.000","I 91 N MM103                            ","NWB","V   ","Vehicle Equipment","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","46","1"
"394937","SPC1","2016-01-01T17:40:00.000","S Main St; Curtis Ave                   ","RUC","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","F","W","White","41","1"
"392495","SPC1","2016-01-01T17:41:00.000","VT RT 103 N & BELMONT RD                ","MTH","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","53","1"
"395398","SPA3","2016-01-01T17:44:00.000","Route 302                               ","BER","V   ","Vehicle Equipment","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","29","1"
"394428","SPA3","2016-01-01T17:45:00.000","I 89 S Exit 7                           ","BER","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","25","1"
"396983","SPA3","2016-01-01T17:45:00.000","I 89 N Exit 7                           ","BER","I   ","Investigatory Stop","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","45","1"
"411392","SPA3","2016-01-01T17:47:00.000","3316 BROOK RD                           ","PLA","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","30","1"
"392936","SPD1","2016-01-01T17:50:00.000","I 91 S MM26                             ","WST","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","35","1"
"419546","SPA1","2016-01-01T17:53:00.000","I89 MM 88                               ","SBU","V   ","Vehicle Equipment","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","F","W","White","34","1"
"385710","SPD3","2016-01-01T18:00:00.000","I 89 N MM25                             ","BET","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","60","1"
"385873","SPB3","2016-01-01T18:00:00.000","I 91 S MM99                             ","BRA","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","43","1"
"391801","SPC1","2016-01-01T18:00:00.000","US RT 4                                 ","KIL","V   ","Vehicle Equipment","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","44","1"
"398146","SPC1","2016-01-01T18:00:00.000","US Route 4E; Green Briars Inn           ","KIL","V   ","Vehicle Equipment","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","45","1"
"462791","SPC1","2016-01-01T18:00:00.000","1323 US ROUTE 4                         ","KIL","V   ","Vehicle Equipment","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","M","W","White","22","1"
"472323","SPC1","2016-01-01T18:00:00.000","1491 POST RD                            ","RUT","M   ","Moving Violation","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","F","A","Asian or Pacific Islander","40","1"
"462757","SPC1","2016-01-01T18:03:00.000","485 VT ROUTE 103 S                      ","MTH","V   ","Vehicle Equipment","NS  ","No Search Conducted","W   ","Written Warning Issued","X   ","Not Applicable/No Search","F","W","White","62","1"
"388320","SPD1","2016-01-01T18:06:00.000","I 91 N MM24                             ","WST","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","48","1"
"388547","SPD2","2016-01-01T18:10:00.000","I 91 N MM6; Welcome Ctr                 ","GFD","M   ","Moving Violation","NS  ","No Search Conducted","T   ","Ticket / VCVC Issued","X   ","Not Applicable/No Search","M","W","White","33","1"
