"ticket_type","race","gender","dob","issued_at","stop_based_on","search_based_on","contraband_evidence","outcome_of_stop"
"Warning","B=Black","Female - F","1987-08-27T00:00:00.000","2018-11-23T20:22:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","B=Black","Female - F","1991-07-02T00:00:00.000","2018-06-07T13:02:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","B=Black","Female - F","1992-10-05T00:00:00.000","2018-02-27T14:32:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","B=Black","Female - F","1992-10-05T00:00:00.000","2018-05-03T14:44:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","B=Black","Female - F","1993-09-12T00:00:00.000","2018-07-05T17:12:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","B=Black","Female - F","1995-03-07T00:00:00.000","2018-05-30T09:47:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","B=Black","Female - F","1996-04-19T00:00:00.000","2018-02-20T22:18:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","B=Black","Female - F","1997-10-01T00:00:00.000","2018-07-28T09:55:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","B=Black","Male - M","1945-09-05T00:00:00.000","2018-07-04T20:02:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","B=Black","Male - M","1952-10-11T00:00:00.000","2018-09-30T08:32:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","B=Black","Male - M","1962-06-05T00:00:00.000","2018-06-01T12:00:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","B=Black","Male - M","1964-01-23T00:00:00.000","2018-09-28T21:10:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","B=Black","Male - M","1967-06-25T00:00:00.000","2018-05-27T09:24:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","B=Black","Male - M","1967-10-26T00:00:00.000","2018-10-13T19:09:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","B=Black","Male - M","1971-02-02T00:00:00.000","2018-06-06T11:49:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","B=Black","Male - M","1971-06-05T00:00:00.000","2018-06-02T09:15:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","B=Black","Male - M","1977-03-15T00:00:00.000","2018-03-20T13:33:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","B=Black","Male - M","1980-09-19T00:00:00.000","2018-05-07T17:06:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","B=Black","Male - M","1980-12-08T00:00:00.000","2018-10-03T11:34:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","B=Black","Male - M","1982-02-03T00:00:00.000","2018-10-26T13:35:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","B=Black","Male - M","1983-11-08T00:00:00.000","2018-12-19T11:12:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","B=Black","Male - M","1985-07-24T00:00:00.000","2018-04-21T17:55:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","B=Black","Male - M","1988-12-21T00:00:00.000","2018-10-30T11:31:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","B=Black","Male - M","1989-01-21T00:00:00.000","2018-07-14T18:57:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","B=Black","Male - M","1989-07-16T00:00:00.000","2018-11-02T22:24:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","B=Black","Male - M","1993-03-04T00:00:00.000","2018-05-31T14:40:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","B=Black","Male - M","1994-04-10T00:00:00.000","2018-11-30T18:41:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","B=Black","Male - M","1994-10-12T00:00:00.000","2018-04-16T11:27:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","B=Black","Male - M","1994-10-12T00:00:00.000","2018-04-16T11:27:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","B=Black","Male - M","1995-05-06T00:00:00.000","2018-04-10T15:50:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","B=Black","Male - M","1995-08-21T00:00:00.000","2018-03-30T20:57:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","B=Black","Male - M","1997-09-03T00:00:00.000","2018-10-26T20:24:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","B=Black","Male - M","2000-05-08T00:00:00.000","2018-07-14T00:12:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","B=Black","Male - M","1975-05-01T00:00:00.000","2018-09-08T01:02:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","B=Black","Female - F","1989-10-10T00:00:00.000","2018-09-09T10:06:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","H=Hispanic","Female - F","1969-05-31T00:00:00.000","2018-04-10T14:51:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","H=Hispanic","Female - F","1971-04-26T00:00:00.000","2018-10-03T17:57:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","H=Hispanic","Female - F","1977-02-23T00:00:00.000","2018-08-30T21:41:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","A = Arrest for Violation"
"Warning","H=Hispanic","Female - F","1979-12-26T00:00:00.000","2018-09-17T14:18:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","H=Hispanic","Female - F","1982-10-08T00:00:00.000","2018-06-21T13:31:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","H=Hispanic","Female - F","1988-03-06T00:00:00.000","2018-09-15T09:17:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","H=Hispanic","Female - F","2000-10-17T00:00:00.000","2018-08-30T12:59:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","H=Hispanic","Male - M","1955-05-02T00:00:00.000","2018-04-05T09:26:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","H=Hispanic","Male - M","1965-04-02T00:00:00.000","2018-04-24T14:34:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","H=Hispanic","Male - M","1966-01-15T00:00:00.000","2018-05-25T15:44:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","H=Hispanic","Male - M","1966-10-26T00:00:00.000","2018-10-05T18:45:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","H=Hispanic","Male - M","1969-11-04T00:00:00.000","2018-04-21T01:03:00.000","E = Externally Generated","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","H=Hispanic","Male - M","1975-07-15T00:00:00.000","2018-12-29T15:01:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","H=Hispanic","Male - M","1976-11-12T00:00:00.000","2018-02-24T21:01:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","H=Hispanic","Male - M","1978-07-30T00:00:00.000","2018-02-12T13:56:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","H=Hispanic","Male - M","1979-05-13T00:00:00.000","2018-03-23T23:21:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","H=Hispanic","Male - M","1981-03-10T00:00:00.000","2018-08-29T06:33:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","H=Hispanic","Male - M","1981-12-16T00:00:00.000","2018-07-10T10:36:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","H=Hispanic","Male - M","1982-04-10T00:00:00.000","2018-06-21T16:16:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","H=Hispanic","Male - M","1984-02-23T00:00:00.000","2018-08-03T23:58:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","H=Hispanic","Male - M","1985-11-20T00:00:00.000","2018-06-14T08:09:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","H=Hispanic","Male - M","1990-06-03T00:00:00.000","2018-01-08T22:15:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","H=Hispanic","Male - M","1991-01-27T00:00:00.000","2018-07-22T21:54:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","H=Hispanic","Male - M","1992-11-26T00:00:00.000","2018-04-20T16:36:00.000","V = Vehicle Equipment","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","H=Hispanic","Male - M","1994-10-07T00:00:00.000","2018-01-23T14:30:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","H=Hispanic","Male - M","1995-01-25T00:00:00.000","2018-01-26T22:08:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","H=Hispanic","Male - M","2000-06-22T00:00:00.000","2018-02-12T14:46:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","I=Nat. Amer./Alask. Nat","Female - F","1971-05-22T00:00:00.000","2018-10-18T08:34:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","I=Nat. Amer./Alask. Nat","Female - F","1998-04-25T00:00:00.000","2018-10-16T14:17:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1929-05-04T00:00:00.000","2018-09-23T18:46:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1930-06-08T00:00:00.000","2018-10-04T11:04:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1931-09-28T00:00:00.000","2018-07-11T11:25:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1932-04-22T00:00:00.000","2018-01-15T10:39:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1933-05-13T00:00:00.000","2018-04-03T10:52:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1933-07-10T00:00:00.000","2018-04-24T08:48:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1934-10-19T00:00:00.000","2018-10-04T10:05:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1936-01-02T00:00:00.000","2018-02-01T14:18:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1936-03-26T00:00:00.000","2018-09-03T14:19:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1936-04-08T00:00:00.000","2018-01-15T13:23:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1936-09-14T00:00:00.000","2018-08-10T13:22:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1936-10-31T00:00:00.000","2018-07-04T16:49:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1937-01-17T00:00:00.000","2018-05-22T14:54:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1937-03-19T00:00:00.000","2018-06-06T13:51:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1937-06-07T00:00:00.000","2018-07-26T18:15:00.000","E = Externally Generated","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1938-06-17T00:00:00.000","2018-03-23T11:14:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1938-09-22T00:00:00.000","2018-06-05T12:57:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1938-12-09T00:00:00.000","2018-09-07T10:12:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1939-02-04T00:00:00.000","2018-12-19T09:58:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1939-09-15T00:00:00.000","2018-04-13T10:08:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1940-04-18T00:00:00.000","2018-06-04T12:57:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1940-05-20T00:00:00.000","2018-05-22T12:13:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1940-10-08T00:00:00.000","2018-01-22T13:52:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1941-01-11T00:00:00.000","2018-04-18T13:44:00.000","V = Vehicle Equipment","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1941-01-11T00:00:00.000","2018-08-08T11:22:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1941-01-11T00:00:00.000","2018-04-18T13:44:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1941-04-12T00:00:00.000","2018-05-20T18:14:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1941-09-21T00:00:00.000","2018-10-04T17:49:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1941-11-04T00:00:00.000","2018-05-22T13:50:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1941-12-29T00:00:00.000","2018-01-31T11:37:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1942-06-01T00:00:00.000","2018-04-21T18:37:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1942-06-30T00:00:00.000","2018-05-31T10:41:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1942-08-07T00:00:00.000","2018-08-26T09:56:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1942-08-17T00:00:00.000","2018-12-03T13:12:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1942-12-12T00:00:00.000","2018-12-30T09:58:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1943-03-11T00:00:00.000","2018-07-24T16:02:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1943-03-28T00:00:00.000","2018-11-14T13:36:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1943-04-07T00:00:00.000","2018-11-14T13:46:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1943-04-07T00:00:00.000","2018-11-14T13:46:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1943-04-28T00:00:00.000","2018-05-23T11:00:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1943-04-28T00:00:00.000","2018-06-22T19:38:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1943-05-13T00:00:00.000","2018-09-30T10:11:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1943-05-29T00:00:00.000","2018-05-23T10:32:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1943-05-29T00:00:00.000","2018-05-23T10:32:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1943-05-29T00:00:00.000","2018-11-07T17:58:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1943-06-04T00:00:00.000","2018-10-01T16:52:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1943-06-16T00:00:00.000","2018-06-20T12:57:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1943-06-19T00:00:00.000","2018-05-09T14:21:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1943-06-28T00:00:00.000","2018-07-05T22:45:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1943-12-31T00:00:00.000","2018-12-23T18:30:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1944-02-29T00:00:00.000","2018-08-09T15:02:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1944-05-27T00:00:00.000","2018-12-31T08:43:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1944-12-01T00:00:00.000","2018-04-24T08:17:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1945-01-31T00:00:00.000","2018-05-30T10:29:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1945-03-26T00:00:00.000","2018-02-10T13:50:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1945-03-26T00:00:00.000","2018-07-19T14:31:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1945-04-13T00:00:00.000","2018-11-21T14:10:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1945-04-17T00:00:00.000","2018-09-08T17:22:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1945-11-10T00:00:00.000","2018-04-17T22:03:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1946-02-08T00:00:00.000","2018-06-13T11:07:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1946-02-13T00:00:00.000","2018-01-15T15:20:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1946-05-05T00:00:00.000","2018-05-31T14:18:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1946-12-05T00:00:00.000","2018-11-14T11:47:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1946-12-26T00:00:00.000","2018-10-17T13:02:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1947-02-17T00:00:00.000","2018-08-23T10:01:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1947-02-26T00:00:00.000","2018-10-03T12:50:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1947-03-14T00:00:00.000","2018-09-11T12:50:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1947-03-28T00:00:00.000","2018-07-20T13:04:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1947-03-31T00:00:00.000","2018-08-16T19:00:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1947-05-30T00:00:00.000","2018-08-06T10:43:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1947-05-31T00:00:00.000","2018-04-11T14:59:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1947-06-10T00:00:00.000","2018-06-08T12:36:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1947-06-17T00:00:00.000","2018-10-18T13:57:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1947-06-26T00:00:00.000","2018-05-30T11:12:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1947-09-05T00:00:00.000","2018-12-28T16:00:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1947-10-20T00:00:00.000","2018-01-22T20:37:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1947-11-01T00:00:00.000","2018-01-25T08:39:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1947-12-02T00:00:00.000","2018-07-17T12:26:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1948-01-09T00:00:00.000","2018-01-23T15:06:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1948-02-15T00:00:00.000","2018-09-04T12:21:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1948-03-26T00:00:00.000","2018-08-20T08:55:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1948-04-16T00:00:00.000","2018-06-07T13:11:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1948-05-20T00:00:00.000","2018-05-21T15:04:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1948-05-28T00:00:00.000","2018-07-16T12:53:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1948-07-04T00:00:00.000","2018-07-02T15:53:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1948-08-08T00:00:00.000","2018-10-31T09:41:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1948-09-02T00:00:00.000","2018-10-14T15:31:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1948-09-28T00:00:00.000","2018-01-18T20:40:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
