"incident_no","agency","crash_date","crash_city","crash_location","crash_day","year","crash_time","conditions","crash_circumstances","role","crash_injury","seatbelt","gender","age","latitude","count"
"149759","VSP - A1 Williston","2014-07-30T00:00:00.000","South Burlington","I-89","2014","Wednesday","23:00","Work Zone",,"Pedestrian","Fatality (K)","N/A","Male","61","(44.44893, -73.16042)","1"
"149884","VSP - A1 Williston","2014-07-20T00:00:00.000","Bolton","MinCollector","2014","Sunday","20:00","Good","Operating vehicle in erratic- reckless- careless- negligent- or aggressive manner","Driver","Fatality (K)","No","Male","24.8","(44.37877, -72.91955)","1"
"151494","VSP - A3 Middlesex","2014-07-09T00:00:00.000","East Montpelier","US-2","2014","Wednesday","18:00","Good","Made an improper turn","Driver","Fatality (K)","No","Male","32.4","(44.25853, -72.50202)","1"
"152120","VSP - B4 Rutland","2014-07-06T00:00:00.000","Mt. Holly","VT-103","2014","Sunday","0:00","Good","Failure to keep in proper lane","Driver","Fatality (K)","Yes","Male","84.1","(43.44636, -72.77384)","1"
"152394","VSP - B4 Rutland","2014-07-02T00:00:00.000","Mt. Holly","TOWN ROAD 0017","2014","Wednesday","1:00","Good","Failure to keep in proper lane","Driver","Fatality (K)","No","Male","54.8","(43.44689, -72.85248)","1"
"151710","VSP - A3 Middlesex","2014-06-29T00:00:00.000","Woodbury","VT-14","2014","Sunday","9:00","Good","Failure to keep in proper lane","Driver","Fatality (K)","Yes","Male","52.3","(44.45477, -72.41993)","1"
"151593","VSP - B4 Rutland","2014-06-21T00:00:00.000","Pittsford","US-7","2014","Saturday","15:00","Good","Failure to keep in proper lane","Driver","Fatality (K)","Yes","Male","24.1","(43.73452, -73.04019)","1"
"148330","VSP - A2 St. Albans","2014-06-01T00:00:00.000","Fletcher","TOWN ROAD 0028","2014","Sunday","15:00","Other","Under the influence of medication/drugs/alcohol","Driver","Fatality (K)","Yes","Male","59.8","(44.65999, -72.92097)","1"
"147158","VSP - B4 Rutland","2014-02-21T00:00:00.000","West Haven","VT-22A","2014","Friday","20:00","Slick","No improper driving","Driver","Fatality (K)","Yes","Male","59.2","(43.643, -73.29831)","1"
"146018","VSP - B3 Bradford (VOID)","2014-02-14T00:00:00.000","Fairlee","I-91","2014","Friday","10:00","Slick","Unknown","Driver","Fatality (K)","Yes","Male","47.5","(43.92134, -72.13289)","1"
"146074","VSP - B3 Shaftsbury","2014-02-11T00:00:00.000","Sandgate","TOWN ROAD 0002","2014","Tuesday","15:00","Good","Failure to keep in proper lane","Driver","Fatality (K)","No","Female","26.2","(43.15402, -73.21147)","1"
"146492","VSP - B4 Rutland","2014-01-30T00:00:00.000","Middletown Springs","FAS 0138 (VT 140 TH)","2014","Thursday","12:00","Good","Failure to keep in proper lane","Driver","Fatality (K)","Yes","Female","78.3","(43.49608, -73.16651)","1"
"146284","VSP - A3 Middlesex","2014-01-29T00:00:00.000","Calais","VT-14","2014","Wednesday","10:00","Good","Failure to keep in proper lane","Driver","Fatality (K)","Yes","Male","73.400000000000006","(44.34338, -72.44253)","1"
"146806","VSP - B4 Rutland","2014-01-26T00:00:00.000","Benson","VT-22A","2014","Sunday","15:00","Good","Failed to yield right of way","Passenger","Fatality (K)","No","Male","48","(43.67164, -73.28931)","1"
"145529","VSP - B2 Royalton","2014-01-15T00:00:00.000","Rochester","VT-100","2014","Wednesday","9:00","Good",,"Pedestrian","Fatality (K)","N/A","Male","87","(43.87355, -72.80814)","1"
"142621","VSP - B5 New Haven","2014-01-05T00:00:00.000","Starksboro","TOWN ROAD 0005","2014","Sunday","11:00","Good","Driving too fast for conditions","Driver","Fatality (K)","No","Female","23.3","(44.22785, -73.05223)","1"
"145395","VSP - A1 Williston","2013-12-19T00:00:00.000","Eden","VT-118","2013","Thursday","14:00","Good","Unknown","Driver","Fatality (K)","Yes","Male","68.3","(44.73099, -72.56272)","1"
"145395","VSP - A1 Williston","2013-12-19T00:00:00.000","Eden","VT-118","2013","Thursday","14:00","Good","Unknown","Passenger","Fatality (K)","No","Female","53","(44.73099, -72.56272)","1"
"143279","VSP - B5 New Haven","2013-12-17T00:00:00.000","Addison","VT-22A","2013","Tuesday","18:00","Slick","Failure to keep in proper lane","Driver","Fatality (K)","Yes","Male","46.3","(44.10085, -73.29704)","1"
"145607","VSP - B4 Rutland","2013-12-08T00:00:00.000","Killington","FAS 0159","2013","Sunday","11:00","Good",,"Pedestrian","Fatality (K)","N/A","Male","26","(43.65164, -72.78967)","1"
"142986","VSP - A5 Derby","2013-12-07T00:00:00.000","Irasburg","US-5","2013","Saturday","20:00","Other","Disregarded traffic signs- signals- markings","Driver","Fatality (K)","No","Male","28.8","(44.84904, -72.26277)","1"
"143891","VSP - B5 New Haven","2013-12-02T00:00:00.000","Ripton","VT-125","2013","Monday","20:00","Slick","Failure to keep in proper lane","Driver","Fatality (K)","Yes","Male","54.8","(43.95599, -72.99662)","1"
"143576","VSP - A5 Derby","2013-12-01T00:00:00.000","Canaan","VT-102","2013","Sunday","0:00","Slick","Driving too fast for conditions","Driver","Fatality (K)","No","Male","51.3","(44.99119, -71.54239)","1"
"144324","VSP - B2 Royalton","2013-11-23T00:00:00.000","Randolph","I-89","2013","Saturday","16:00","Slick","Driving too fast for conditions","Passenger","Fatality (K)","No","Male","21","(43.98011, -72.62732)","1"
"145984","VSP - B4 Rutland","2013-11-21T00:00:00.000","Poultney","TOWN ROAD 0006","2013","Thursday","16:00","Good","Fatigued- asleep","Passenger","Fatality (K)","No","Female","84","(43.51765, -73.20773)","1"
"141782","VSP - A2 St. Albans","2013-11-07T00:00:00.000","Jay","VT-105","2013","Thursday","6:00","Good","Failure to keep in proper lane","Driver","Fatality (K)","No","Male","75.900000000000006","(44.97073, -72.52492)","1"
"142555","VSP - A5 Derby","2013-10-23T00:00:00.000","Morgan","VT-111","2013","Wednesday","16:00","Good","No improper driving","Driver","Fatality (K)","No","Female","72.3","(44.86469, -71.95539)","1"
