"granting_department","grant_number","grant_description","funding_source","cfda","start_date","end_date","fiscal_year_issued","award_amount","grantee_name","address_line_1","address_line_2","city","st","zip"
"Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2019-001","FARM AGRONOMIC PRACTICES PROGRAM GRANT","GEN",,"2018-07-01T00:00:00.000","2018-12-31T00:00:00.000","2019","5000.00","Green Dream Farm","1350 Towle Neighborhood",,"Enosburg Falls","VT","05450"
"Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2019-002","FARM AGRONOMIC PRACTICES PROGRAM GRANT","GEN",,"2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2019","5000.00","Scott Magnan's Custom Service","13 Hudson St",,"St Albans","VT","05478"
"Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2019-003","FARM AGRONOMIC PRACTICES PROGRAM GRANT","GEN",,"2018-07-01T00:00:00.000","2018-12-31T00:00:00.000","2019","2420.00","McGarry,Edward","McGarry Farm","91 Berkshire Ctr Rd","Enosburg Falls","VT","05450"
"Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2019-007","FARM AGRONOMIC PRACTICES PROGRAM GRANT","GEN",,"2018-07-01T00:00:00.000","2018-12-31T00:00:00.000","2019","5000.00","Cornerstone Dairy LLC","480 A Airport Road",,"Orleans","VT","05860"
"Agriculture, Food&Mrkts Agency","02200-ARM-CWF-2018-011","AGRICULTURAL CLEAN WATER INITIATIVE PROGRAM","SP",,"2018-07-01T00:00:00.000","2020-07-01T00:00:00.000","2019","149560.00","Poultney-Mettowee Natural Resources","Treasurer","PO Box 209","Poultney","VT","05764"
"Agriculture, Food&Mrkts Agency","02200-TSAG-18-18","2018 TRADE SHOW ASSISTANCE GRANT - NEW YORK NOW","GEN",,"2018-07-12T00:00:00.000","2019-02-15T00:00:00.000","2019","2500.00","V Smiley Preserves","3343 River Rd",,"New Haven","VT","05472"
"Agriculture, Food&Mrkts Agency","02200-VPAG-18-07","FY18 VERMONT PRODUCER ASSOCIATION GRANT","GEN",,"2018-07-13T00:00:00.000","2018-11-15T00:00:00.000","2019","2000.00","Vermont Tree Fruit Growers Association,","241 Brown Rd",,"Shoreham","VT","05770"
"Agriculture, Food&Mrkts Agency","02200-ARM-BMP-1008-1517","Best Management Practice Cost Share Grant","OTH",,"2018-08-01T00:00:00.000","2020-12-31T00:00:00.000","2019","157891.52","Solinsky,Jeffrey J.","230 Craig Pond Road",,"Sutton","VT","05867"
"Agriculture, Food&Mrkts Agency","02200-VBOTF-2018-01","2018 BREAKFAST ON THE FARM","SP",,"2018-08-01T00:00:00.000","2018-09-15T00:00:00.000","2019","20000.00","Vermont Foundation for Agriculture","117 West Main Street",,"Richmond","VT","05477"
"Agriculture, Food&Mrkts Agency","02200-ARM-BMP-915-1518","BEST MANAGEMENT PRACTICE COST SHARE GRANT","OTH",,"2018-08-01T00:00:00.000","2019-12-31T00:00:00.000","2019","24565.61","Marquis,Marc","Marquis Organic Dairy","2689 Number 12 Rd","Newport Ctr","VT","05857"
"Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2019-017","FARM AGRONOMIC PRACTICE PROGRAM GRANT","GEN",,"2018-08-08T00:00:00.000","2018-12-31T00:00:00.000","2019","2381.28","Mead Brothers Dairy LLC","880 Gore Rd South",,"West Charleston","VT","05872"
"Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2019-018","FARM AGRONOMIC PRACTICES PROGRAM GRANT","GEN",,"2018-08-08T00:00:00.000","2018-12-31T00:00:00.000","2019","1000.00","Friends of Northern Lake Champlain Inc","PO Box 1145",,"St. Albans","VT","05478"
"Agriculture, Food&Mrkts Agency","02200-ARM-BMP-1009-1519","BMP Cost Share Program","OTH",,"2018-08-10T00:00:00.000","2020-12-31T00:00:00.000","2019","150000.00","Robert & Normand Thibault Farm","2149 Malletts Bay Ave",,"Colchester","VT","05446"
"Agriculture, Food&Mrkts Agency","02200-ARM-BMP-1010-1520","BEST MANAGEMENT PRACTICE COST SHARE GRANT","OTH",,"2018-08-13T00:00:00.000","2020-12-31T00:00:00.000","2019","90000.00","Rivers,Jamie","5404 VT Route 100",,"Newport","VT","05855"
"Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2019-033","FARM AGRONOMIC PRACTICES PROGRAM GRANT","GEN",,"2018-08-14T00:00:00.000","2019-06-30T00:00:00.000","2019","4596.00","Ferris,Michael","4325 VT Route 12A",,"Braintree","VT","05060"
"Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2019-020","FARM AGRONOMIC PRACTICES PROGRAM GRANT","GEN",,"2018-08-14T00:00:00.000","2018-12-31T00:00:00.000","2019","3600.00","Howrigan,Patrick J","128 Bergeron Road",,"Sheldon","VT","05483"
"Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2019-023","FARM AGRONOMIC PRACTICES PROGRAM GRANT","GEN",,"2018-08-14T00:00:00.000","2019-06-30T00:00:00.000","2019","3813.59","Foster Brothers Farm","297 Lower Foote St",,"Middlebury","VT","05753"
"Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2019-030","FARM AGRONOMIC PRACTICES PROGRAM GRANT","GEN",,"2018-08-14T00:00:00.000","2019-06-30T00:00:00.000","2019","5000.00","Fresn,Albert G","48 Janes Road",,"Swanton","VT","05488"
"Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2019-028","FARM AGRONOMIC PRACTICES PROGRAM GRANT","GEN",,"2018-08-14T00:00:00.000","2018-12-31T00:00:00.000","2019","2700.00","Leach Farms, Inc.","4785 Boston Post Rd",,"Enosburg Falls","VT","05450"
"Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2019-004","FARM AGRONOMIC PRACTICES PROGRAM GRANT","GEN",,"2018-08-14T00:00:00.000","2018-12-31T00:00:00.000","2019","600.00","Webster,Daniel","786 Webster Rd",,"Orleans","VT","05860"
"Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2019-032","FARM AGRONOMIC PRACTICES PROGRAM GRANT","GEN",,"2018-08-14T00:00:00.000","2018-12-31T00:00:00.000","2019","2171.19","Brouillette,Andrew","3989 VT Rte 105",,"Sheldon","VT","05483"
"Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2019-010","FARM AGRONOMIC PRACTICES PROGRAM GRANT","GEN",,"2018-08-14T00:00:00.000","2018-12-31T00:00:00.000","2019","400.00","Mailles Dairy LLC","4704 Dorset St",,"Shelburne","VT","05482"
"Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2019-031","FARM AGRONOMIC PRACTICES PROGRAM GRANT","GEN",,"2018-08-14T00:00:00.000","2019-06-30T00:00:00.000","2019","5000.00","Maplehurst Farm","2183 Gebbie Rd",,"Greensboro","VT","05841"
"Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2019-029","FARM AGRONOMIC PRACTICES PROGRAM GRANT","GEN",,"2018-08-14T00:00:00.000","2018-12-31T00:00:00.000","2019","4680.00","Meadowbrook Acres Inc","1257 Lake Rd",,"Milton","VT","05468"
"Agriculture, Food&Mrkts Agency","022000-ARM-FAP-2019-043","Farm Agronomic Practices Program Grant","GEN",,"2018-08-23T00:00:00.000","2018-12-31T00:00:00.000","2019","780.00","Plouffe,Paul","4960 VT Rt 22A",,"Bridport","VT","05734"
"Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2019-036","Farm Agronomic Practices Program Grant","GEN",,"2018-08-23T00:00:00.000","2018-12-31T00:00:00.000","2019","5000.00","Machia,Ron","1298 Machia Rd",,"Sheldon","VT","05483"
"Agriculture, Food&Mrkts Agency","02200-FTS18-CNP01-A","Farm to School 18","GEN",,"2018-08-23T00:00:00.000","2019-12-31T00:00:00.000","2019","7400.00","Kingdom East Unified Union","119 Park Avenue - P.O Box 107",,"Lyndonville","VT","05851"
"Agriculture, Food&Mrkts Agency","02200-FTS18-CNP01-A","Farm to School 18","SP",,"2018-08-23T00:00:00.000","2019-12-31T00:00:00.000","2019","1600.00","Kingdom East Unified Union","119 Park Avenue - P.O Box 107",,"Lyndonville","VT","05851"
"Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2019-038","FARM AGRONOMIC PRACTICES PROGRAM GRANT","GEN",,"2018-08-23T00:00:00.000","2018-12-31T00:00:00.000","2019","3600.00","Fortin,Edward","197 Fortin Farm Rd",,"Derby Line","VT","05830"
"Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2019-027","FARM AGRONOMIC PRACTICES PROGRAM GRANT","GEN",,"2018-08-23T00:00:00.000","2018-12-31T00:00:00.000","2019","5000.00","Allandra Farm Inc","Allan Brisson","1535 Monkton Rd","Vergennes","VT","05491"
"Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2019-042","FARM AGRONOMIC PRACTICES PROGRAM GRANT","GEN",,"2018-08-23T00:00:00.000","2018-12-31T00:00:00.000","2019","5000.00","Copper Hill Farm, LLC","472 Cherrierville Rd",,"Fairfax","VT","05454"
"Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2019-039","FARM AGRONOMIC PRACTICES PROGRAM GRANT","GEN",,"2018-08-23T00:00:00.000","2018-12-31T00:00:00.000","2019","5000.00","Stronghold Farm","1683 N. Craftsbury Rd",,"Craftsbury Common","VT","05827"
"Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2019-041","FARM AGRONOMIC PRACTICES PROGRAM GRANT","GEN",,"2018-08-23T00:00:00.000","2018-12-31T00:00:00.000","2019","520.00","Davenport,Robert W","762 Waldo Lane",,"Wallingford","VT","05773"
"Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2019-021","FARM AGRONOMIC PRACTICES PROGRAM GRANT","GEN",,"2018-08-23T00:00:00.000","2018-12-31T00:00:00.000","2019","5000.00","Ethan Allen Farm","2 Country Club Dr",,"South Burlington","VT","05403"
"Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2019-037","FARM AGRONOMIC PRACTICES PROGRAM GRANT","GEN",,"2018-08-23T00:00:00.000","2018-12-31T00:00:00.000","2019","2850.00","Fitzgerald,Thomas P. Jr.","2519 Malletts Bay Ave",,"Colchester","VT","05446"
"Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2019-040","FARM AGRONOMIC PRACTICES PROGRAM GRANT","GEN",,"2018-08-23T00:00:00.000","2019-06-30T00:00:00.000","2019","5000.00","B & T Black Creek Farms Ltd","7504 VT Rte 36",,"Enosburg Falls","VT","05450"
"Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2019-044","FARM AGRONOMIC PRACTICES PROGRAM GRANT","GEN",,"2018-08-23T00:00:00.000","2018-12-31T00:00:00.000","2019","5000.00","North Williston Cattle Company","347 Fay Lane",,"Williston","VT","05495"
"Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2019-056","FARM AGRONOMIC PRACTICES PROGRAM GRANT","GEN",,"2018-08-24T00:00:00.000","2018-12-31T00:00:00.000","2019","2100.00","Lawson,Douglas","1179 Covered Bridge Rd",,"Irasburg","VT","05845"
"Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2019-050","FARM AGRONOMIC PRACTICES PROGRAM GRANT","GEN",,"2018-08-24T00:00:00.000","2018-12-31T00:00:00.000","2019","5000.00","Wright Farm","1811 Horseshoe Circle",,"Enosburg Falls","VT","05450"
"Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2019-052","FARM AGRONOMIC PRACTICES PROGRAM GRANT","GEN",,"2018-08-24T00:00:00.000","2019-06-30T00:00:00.000","2019","5000.00","Wayside Meadow Farm","Bruce Nelson","26 Symes Pond Rd","E Ryegate","VT","05042"
"Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2019-054","FARM AGRONOMIC PRACTICES PROGRAM GRANT","GEN",,"2018-08-24T00:00:00.000","2018-12-31T00:00:00.000","2019","4980.00","Brouillette Farms Inc.","2443 Marvin Rd",,"Richford","VT","05476"
"Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2019-046","FARM AGRONOMIC PRACTICES PROGRAM GRANT","GEN",,"2018-08-24T00:00:00.000","2018-12-31T00:00:00.000","2019","5000.00","H.J. & A. Howrigan & Sons, Inc.","551 Howrigan Rd",,"Fairfield","VT","05455"
"Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2019-047","FARM AGRONOMIC PRACTICES PROGRAM GRANT","GEN",,"2018-08-24T00:00:00.000","2018-12-31T00:00:00.000","2019","5000.00","H.J. & A. Howrigan & Sons, Inc.","551 Howrigan Rd",,"Fairfield","VT","05455"
"Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2019-048","FARM AGRONOMIC PRACTICES PROGRAM GRANT","GEN",,"2018-08-24T00:00:00.000","2018-12-31T00:00:00.000","2019","5000.00","H.J. & A. Howrigan & Sons, Inc.","551 Howrigan Rd",,"Fairfield","VT","05455"
"Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2019-049","FARM AGRONOMIC PRACTICES PROGRAM GRANT","GEN",,"2018-08-24T00:00:00.000","2018-12-31T00:00:00.000","2019","5000.00","H.J. & A. Howrigan & Sons, Inc.","551 Howrigan Rd",,"Fairfield","VT","05455"
"Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2019-051","FARM AGRONOMIC PRACTICES PROGRAM GRANT","GEN",,"2018-08-24T00:00:00.000","2018-12-31T00:00:00.000","2019","1200.00","Full Belly Farm","686 Davis Rd",,"Hinesburg","VT","05461"
"Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2019-053","FARM AGRONOMIC PRACTICES PROGRAM GRANT","GEN",,"2018-08-24T00:00:00.000","2018-12-31T00:00:00.000","2019","5000.00","Don-Sim Farm LLP","700 Simpson Hill Rd",,"Sutton","VT","05867"
"Agriculture, Food&Mrkts Agency","02200-ARM-BMP-1012-1523","BEST MANAGEMENT PRACTICE COST SHARE GRANT","OTH",,"2018-08-24T00:00:00.000","2020-12-31T00:00:00.000","2019","100000.00","Vosburg,Mark Paul","572 Bushey Road",,"St Albans","VT","05478"
"Agriculture, Food&Mrkts Agency","02200-ARM-BMP-305-1524","BEST MANAGEMENT PRACTICE COST SHARE GRANT","OTH",,"2018-08-24T00:00:00.000","2020-12-31T00:00:00.000","2019","100000.00","Manning Dairy LLC","392 Bushey Road",,"St. Albans","VT","05478"
"Agriculture, Food&Mrkts Agency","02200-ARM-BMP-715-1522","BEST MANAGEMENT PRACTICE COST SHARE GRANT","OTH",,"2018-08-24T00:00:00.000","2020-12-31T00:00:00.000","2019","100000.00","Newmont Farm, LLC","440 Mallary Rd",,"Bradford","VT","05033"
"Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2019-057","FARM AGRONOMIC PRACTICES PROGRAM GRANT","GEN",,"2018-08-24T00:00:00.000","2018-12-31T00:00:00.000","2019","5000.00","Bourdeau,Jacob","754 Rice Hill Rd",,"Franklin","VT","05457"
"Agriculture, Food&Mrkts Agency","02200-ARM-BMP-1011-1521","BEST MANAGEMENT PRACTICE COST SHARE GRANT","OTH",,"2018-08-24T00:00:00.000","2020-12-31T00:00:00.000","2019","55000.00","Vermont Land Trust Inc","8 Bailey Ave",,"Montpelier","VT","05602"
"Agriculture, Food&Mrkts Agency","02200-ARM-BMP-1013-1525","BEST MANAGEMENT PRACTICE COST SHARE GRANT","OTH",,"2018-08-24T00:00:00.000","2020-12-31T00:00:00.000","2019","25000.00","Dewing,James A II","5032 State Park Rd",,"Enosburg Falls","VT","05450"
"Agriculture, Food&Mrkts Agency","02200-ARM-BMP-452-1537","BEST MANAGEMENT PRACTICE COST SHARE GRANT","OTH",,"2018-08-25T00:00:00.000","2020-12-31T00:00:00.000","2019","50000.00","Gray Farms","PO Box 575",,"Derby","VT","05829"
"Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2019-015","FARM AGRONOMIC PRACTICES PROGRAM GRANT","GEN",,"2018-08-25T00:00:00.000","2018-12-31T00:00:00.000","2019","3400.00","Royer Family Farm","205 Ingalls Drive",,"Orleans","VT","05860"
"Agriculture, Food&Mrkts Agency","02200-ARM-BMP-895-1526","BEST MANAGEMENT PRACTICE COST SHARE GRANT","OTH",,"2018-08-27T00:00:00.000","2020-12-31T00:00:00.000","2019","45027.44","Webb,Tyler","Stony Pond Farm","336 Emch Road","Enosburg Falls","VT","05450"
"Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2019-005","FARM AGRONOMIC PRACTICES PROGRAM GRANT","GEN",,"2018-08-29T00:00:00.000","2018-12-31T00:00:00.000","2019","1890.00","Carpsdale Farms Ltd","843 Stonehouse Rd",,"Enosburg Falls","VT","05450"
"Agriculture, Food&Mrkts Agency","02200-VPAG-18-06","VERMONT PRODUCER ASSOCIATION GRANT (VPAG)","GEN",,"2018-08-31T00:00:00.000","2018-11-15T00:00:00.000","2019","2000.00","Vermont Specialty Food Association","963 Paine Turnpike North",,"Berlin","VT","05602"
"Agriculture, Food&Mrkts Agency","02200-VPAG-18-08","VERMONT PRODUCER ASSOCIATINO GRANT (VPAG) FY18","GEN",,"2018-08-31T00:00:00.000","2018-11-15T00:00:00.000","2019","2000.00","Vermont Wood Works Council Inc","19 Spellman Terr","PO Box 6004","Rutland","VT","05702"
"Agriculture, Food&Mrkts Agency","02200-VPAG-18-03","VERMONT PRODUCER ASSOCIATION GRANT (VPAG) FY18","GEN",,"2018-08-31T00:00:00.000","2018-11-15T00:00:00.000","2019","2000.00","Vermont Fresh Network","PO Box 895",,"Richmond","VT","05477"
"Agriculture, Food&Mrkts Agency","02200-FPOP-2018","VT 2018 Forest Pest Outreach Project","FED","10.025","2018-09-01T00:00:00.000","2019-08-31T00:00:00.000","2019","56412.00","University of Vermont","Treasurer's Office","333 Waterman Bldg","Burlington","VT","05405-0160"
"Agriculture, Food&Mrkts Agency","02200-ARM-NRCC-2019","ADMINISTRATIVE SUPPORT FOR VERMONT'S CONSERVATION DISTRICTS","GEN",,"2018-09-01T00:00:00.000","2019-06-30T00:00:00.000","2019","112000.00","Natural Resources Conservation Council","481 Summer St, Suite 202",,"St. Johnsbury","VT","05819"
"Agriculture, Food&Mrkts Agency","02200-ARM-BMP-1014-1527","BEST MANAGEMENT PRACTICE COST SHARE GRANT","OTH",,"2018-09-03T00:00:00.000","2020-12-31T00:00:00.000","2019","200000.00","Bouchard Family Dairy LLC","15 Bouchard Rd",,"Franklin","VT","05457"
"Agriculture, Food&Mrkts Agency","02200-ARM-BMP-528-1528","BEST MANAGEMENT PRACTICE COST SHARE GRANT","OTH",,"2018-09-07T00:00:00.000","2020-12-31T00:00:00.000","2019","80000.00","Willoughby River Farm","1145 Evansville Rd",,"Brownington","VT","05860"
"Agriculture, Food&Mrkts Agency","02200-ARM-BMP-683-1529","BEST MANAGEMENT PRACTICE COST SHARE GRANT","OTH",,"2018-09-10T00:00:00.000","2020-12-31T00:00:00.000","2019","100000.00","Allandra Farm Inc","Allan Brisson","1535 Monkton Rd","Vergennes","VT","05491"
"Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2019-064","Farm Agronomic Practices Program Grant","GEN",,"2018-09-15T00:00:00.000","2018-12-31T00:00:00.000","2019","1250.00","Schreindorfer,Brendan John","1196 Kittell Rd",,"Enosburg Falls","VT","05450"
"Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2019-059","FARM AGRONOMIC PRACTICES PROGRAM GRANT","GEN",,"2018-09-15T00:00:00.000","2019-06-30T00:00:00.000","2019","5000.00","Taft's Milk & Maple Farm","1470 Taft Rd",,"Huntington","VT","05462"
"Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2019-073","Farm Agronomic Practices Program Grant","GEN",,"2018-09-15T00:00:00.000","2018-12-31T00:00:00.000","2019","5000.00","Magnan Brothers Farm","1380 Chester Arthur Rd",,"Fairfield","VT","05455"
"Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2019-074","Farm Agronomic Practices Program Grant","GEN",,"2018-09-15T00:00:00.000","2018-12-31T00:00:00.000","2019","5000.00","Magnan Bros. Maquam Shore Dairy, LLC","PO Box 27",,"Fairfield","VT","05450"
"Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2019-072","FARM AGRONOMIC PRACTICES PROGRAM GRANT","GEN",,"2018-09-15T00:00:00.000","2018-12-31T00:00:00.000","2019","5000.00","Ridgeview Farm Inc","1665 North Rd",,"Fairfield","VT","05455"
"Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2019-066","FARM AGRONOMIC PRACTICES PROGRAM GRANT","GEN",,"2018-09-15T00:00:00.000","2018-12-31T00:00:00.000","2019","3280.00","Yates,Franklin G","3906 Pond Road",,"Sheldon","VT","05483"
"Agriculture, Food&Mrkts Agency","02200-SCBGP-11-4-A","SPECIALITY CROP BLOCK GRANT PROGRAM - FSMA READINESS","FED","10.170","2018-09-15T00:00:00.000","2018-09-29T00:00:00.000","2019","11635.00","University of Vermont","Treasurer's Office","333 Waterman Bldg","Burlington","VT","05405-0160"
"Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2019-060","Farm Agronomic Practices Program Grant","GEN",,"2018-09-15T00:00:00.000","2019-06-30T00:00:00.000","2019","3600.00","Couture,Paul E.","2031 North Road",,"Enosburg Falls","VT","05450"
"Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2019-070","Farm Agronomic Practices Program Grant","GEN",,"2018-09-15T00:00:00.000","2018-12-31T00:00:00.000","2019","5000.00","Green Mountain Dairy Farm, LLC","PO Box 162",,"Highgate Center","VT","05459"
"Agriculture, Food&Mrkts Agency","02200-ARM-CEAP-2019-001","CEAP EVAPORATOR WASH PANS","OTH",,"2018-09-15T00:00:00.000","2023-09-15T00:00:00.000","2019","15000.00","Cabot Hills Maple","Marcia Maynard","PO Box 68","Cabot","VT","05647"
"Agriculture, Food&Mrkts Agency","02200-ARM-BMP-1018-1533","BEST MANAGEMENT PRACTICE COST SHARE GRANT","OTH",,"2018-09-15T00:00:00.000","2020-12-31T00:00:00.000","2019","54000.00","Hodge,Richard","466 Ely Road",,"Fairlee","VT","05045"
"Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2019-059","FARM AGRONOMIC PRACTICES PROGRAM GRANT","GEN",,"2018-09-15T00:00:00.000","2019-06-30T00:00:00.000","2019","0.00","Taft,Bruce M","1470 Taft Road",,"Huntington","VT","05462"
"Agriculture, Food&Mrkts Agency","02200-ARM-BMP-1016-1531","BEST MANAGEMENT PRACTICE COST SHARE GRANT","OTH",,"2018-09-15T00:00:00.000","2020-12-31T00:00:00.000","2019","18000.00","Creek Valley Farm","6417 Route 14",,"Irasburg","VT","05845"
"Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2019-062","FARM AGRONOMIC PRACTICES PROGRAM GRANT","GEN",,"2018-09-15T00:00:00.000","2018-12-31T00:00:00.000","2019","1920.00","Stebbins,George III","4057 Kittell Road",,"Enosburg Falls","VT","05450"
"Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2019-065","FARM AGRONOMIC PRACTICES PROGRAM GRANT","GEN",,"2018-09-15T00:00:00.000","2018-12-31T00:00:00.000","2019","4400.00","Gingue,Paul Edward","1800 Higgins Hill Road",,"Waterford","VT","05819"
"Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2019-071","FARM AGRONOMIC PRACTICES PROGRAM GRANT","GEN",,"2018-09-15T00:00:00.000","2018-12-31T00:00:00.000","2019","5000.00","Manning Dairy LLC","392 Bushey Road",,"St. Albans","VT","05478"
"Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2019-067","FARM AGRONOMIC PRACTICES PROGRAM GRANT","GEN",,"2018-09-15T00:00:00.000","2018-12-31T00:00:00.000","2019","5000.00","Kane's Scenic River Farm LLC","Thomas & Nancy Kane","5893 VT Rte 105","Enosburg Falls","VT","05450"
"Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2019-067","FARM AGRONOMIC PRACTICES PROGRAM GRANT","GEN",,"2018-09-15T00:00:00.000","2018-12-31T00:00:00.000","2019","0.00","Kane,Nancy S","5893 VT Route 105",,"Enosburg","VT","05450"
"Agriculture, Food&Mrkts Agency","02200-ARM-BMP-1017-1532","BEST MANAGEMENT PRACTICE COST SHARE GRANT","OTH",,"2018-09-15T00:00:00.000","2020-12-31T00:00:00.000","2019","100000.00","Baldwin,Matthew","2188 Baldwin Road",,"Hinesburg","VT","05461"
"Agriculture, Food&Mrkts Agency","02200-ARM-CEAP-2019-002","CEAP SILAGE MANAGEMENT EQUIPMENT","OTH",,"2018-09-15T00:00:00.000","2023-09-14T00:00:00.000","2019","50000.00","The Farm at Wheeler Mountain","2335 Lakeview Road",,"Barton","VT","05822"
"Agriculture, Food&Mrkts Agency","02200-ARM-BMP-1015-1530","BEST MANAGEMENT PRACTICE COST SHARE GRANT","OTH",,"2018-09-15T00:00:00.000","2020-12-31T00:00:00.000","2019","75000.00","Dairy Air Farm, LLC","1722 School Road",,"Derby Line","VT","05830"
