"provider_id","provider_case","provider_name","license_id","current_license_start_date","current_license_end_date","license_type","provider_program_type","address_1","address_2","provider_town","zip_code","phone_number","email_address","county","ahs_district","total_licensed_capacity","infant_licensed_capacity","toddler_licensed_capacity","preschool_licensed_capacity","school_age_licensed_capacity","special_services_status","provider_referral_status","current_stars_level","reported_food_program_participation","accreditation","accreditation_start_date","accreditation_end_date","reported_desired_infant_capacity","reported_desired_toddler_capacity","reported_desired_preschool_capacity","reported_desired_school_age_capacity","reported_infant_vacancies","reported_toddler_vacancies","reported_preschool_vacancies","reported_school_age_vacancies","special_schedule","usual_program_start","usual_program_end","prequalified_prekindgarten_program","prequalified_prekindgarten_start_date","prequalified_prekindgarten_end_date"
"82380","40465","Barnard Pre-K Program","26680","2021-01-30T00:00:00.000","2024-01-27T00:00:00.000","Licensed Provider","CBCCPP","5979 US Route 12",,"Barnard","5031","8022349763","jhansen@wcsu.net","Windsor","HDO","25","0","0","25","0",,"Active","4 Star","1",,,,"0","0","20","0","0","0","0","0",,"07:45:00","14:45:00","Prequalified PreK Program - Public School","5/25/2022","6/30/2025"
"243566","170804","Bethel Elementary Preschool","66734","2020-08-16T00:00:00.000","2023-08-13T00:00:00.000","Licensed Provider","CBCCPP","273 Pleasant Street",,"Bethel","5032","8022346607","abowen@wrvsu.org","Windsor","HDO","35","0","0","35","0",,"Active","4 Star","1",,,,"0","0","15","0","0","0","0","0",,"07:45:00","14:45:00","Prequalified PreK Program - Public School","7/1/2021","6/30/2024"
"188879","123177","Dothan Brook School","54975","2021-01-30T00:00:00.000","2024-01-27T00:00:00.000","Licensed Provider","CBCCPP","2300 Christian Street",,"Hartford","5001","8022958647","grayc@hartfordschools.net","Windsor","HDO","25","0","0","25","0",,"Active","4 Star","1",,,,"0","0","30","0","0","0","0","0",,"08:00:00","15:00:00","Prequalified PreK Program - Public School","7/1/2021","6/30/2024"
"302277","235281","Marion Cross School Pre-K","79214","2021-08-01T00:00:00.000","2024-07-27T00:00:00.000","Licensed Provider","CBCCPP","22 Church Street",,"Norwich","5055","8026491703","shawngonyaw@sau70.org","Windsor","HDO","18","0","0","18","0",,"Inactive","4 Star","1",,,,,,,"0",,,,,,"0","0","Prequalified PreK Program - Public School","7/1/2021","6/30/2024"
"2983","2117","Ottauquechee School - Prekindergarten","1227","2020-12-05T00:00:00.000","2022-12-31T00:00:00.000","Licensed Provider","CBCCPP","304 Dody Lane","Ottauquechee School","Hartford","5059","8022958654","grayc@hartfordschools.net","Windsor","HDO","14","0","0","14","0","Yes","Active","4 Star","1",,,,"0","0","24","0","0","0","1","0",,"08:00:00","15:00:00","Prequalified PreK Program - Public School","7/1/2021","6/30/2024"
"171693","111646","Reading Elementary School","50016","2021-01-31T00:00:00.000","2024-01-27T00:00:00.000","Licensed Provider","CBCCPP","632 VT Route 106","Reading Elementary School","Reading","5062","8024847230","jhansen@wcsu.net","Windsor","SDO","20","0","0","20","0",,"Active","4 Star","1",,,,"0","0","20","0","0","0","0","0",,"07:45:00","11:45:00","Prequalified PreK Program - Public School","7/1/2021","6/30/2024"
"74705","35921","Rivendell Early Childhood Program/Samuel Morey School","22369","2021-08-15T00:00:00.000","2024-01-27T00:00:00.000","Licensed Provider","CBCCPP","214 School Street",,"Fairlee","5045","8023339755","abean@rivendellschool.org","Orange","HDO","30","0","0","30","0","Yes","Active","5 Star","1",,,,"0","0","30","0","0","0","0","0",,"08:00:00","15:00:00","Prequalified PreK Program - Public School","7/1/2021","6/30/2024"
"3680","2625","Rivendell Interstate School District Early Childhood Program","1616","2019-11-24T00:00:00.000","2022-11-19T00:00:00.000","Licensed Provider","CBCCPP","744 Route 113","Westshire  Elementary School","West Fairlee","5083","8023334668","hnichols@rivendellschool.org","Orange","HDO","30","0","0","30","0","Yes","Active","5 Star",,,,,"0","0","24","0","0","0","2","0",,"08:00:00","14:00:00","Prequalified PreK Program - Public School","7/1/2021","6/30/2024"
"177861","115877","Sharon Preschool and Child Care","51176","2020-08-30T00:00:00.000","2023-08-26T00:00:00.000","Licensed Provider","CBCCPP","75 VT Route 132",,"Sharon","5065","8027637425","bsmith@wrvsu.org","Windsor","HDO","45","0","0","45","0","Yes","Active","4 Star",,,,,"0","0","45","0","0","0","0","0",,"08:00:00","17:30:00","Prequalified PreK Program - Public School","7/1/2021","6/30/2024"
"188166","122560","South Royalton Preschool","55894","2019-09-29T00:00:00.000","2022-09-24T00:00:00.000","Licensed Provider","CBCCPP","223 S Windsor Street",,"Royalton","5068","8027637740","rgaudette@wrvsu.org","Windsor","HDO","22","0","0","22","0",,"Active","5 Star","1",,,,"0","0","32","0","0","0","0","0",,"08:00:00","15:00:00","Prequalified PreK Program - Public School","7/1/2021","6/30/2024"
"87115","43973","Stockbridge Central School Prekindergarten","29562","2021-01-31T00:00:00.000","2022-10-22T00:00:00.000","Licensed Provider","CBCCPP","2933 VT Rte 107",,"Stockbridge","5772","8022349248","srivait@wrvsu.org","Windsor","HDO","15","0","0","15","0",,"Active","4 Star","1",,,,"0","0","15","0","0","0","0","0",,"07:45:00","15:00:00","Prequalified PreK Program - Public School","9/24/2021","6/30/2024"
"189648","123854","Washington Village School Pre-K","55919","2020-08-16T00:00:00.000","2023-08-12T00:00:00.000","Licensed Provider","CBCCPP","72  School Lane",,"Washington","5675","8028832312","kgiguere@cvsu.org","Orange","MDO","16","0","0","16","0",,"Inactive","5 Star",,,,,"0","0","28","0","0","0","0","0",,"0","0","Prequalified PreK Program - Public School","1/25/2021","6/30/2024"
"2960","2101","White River School","1207","2020-01-05T00:00:00.000","2022-12-31T00:00:00.000","Licensed Provider","CBCCPP","102 Pine Street",,"Hartford","5001","8022958650","grayc@hartfordschools.net","Windsor","HDO","20","0","0","20","0","Yes","Active","4 Star",,,,,"0","0","30","0","0","0","0","0",,"08:15:00","15:00:00","Prequalified PreK Program - Public School","7/1/2021","6/30/2024"
"220589","149474","Windsor Southeast SU Early Childhood Program (WSSU-ECP)","61575","2019-09-15T00:00:00.000","2022-09-10T00:00:00.000","Licensed Provider","CBCCPP","127 State Street","State Street School","Windsor","5089","8026748289","jennifer.sprague@wsesu.net","Windsor","SDO","25","0","0","25","0",,"Active","5 Star","1",,,,"0","0","18","0","0","0","0","0",,"08:30:00","15:00:00","Prequalified PreK Program - Public School","7/1/2021","6/30/2024"
"303259","236657","Woodstock Elementary School Pre-K Program","79654","2021-08-14T00:00:00.000","2024-08-10T00:00:00.000","Licensed Provider","CBCCPP","15 South St",,"Woodstock","5091","8024572522","mmills@wcsu.net","Windsor","HDO","60","0","0","50","10","Yes","Active","4 Star","1",,,,"0","0","20","15","0","0","0","0",,"08:00:00","17:30:00","Prequalified PreK Program - Public School","3/6/2020","6/30/2023"
"3370","2406","Barre City Preschool Programs","1472","2020-04-12T00:00:00.000","2023-04-08T00:00:00.000","Licensed Provider","CBCCPP","50 Parkside Terrace","Barre City Elementary and Middle School","Barre City","5641","8024766541","mgonybsu@buusd.org","Washington","MDO","55","0","0","55","0","Yes","Active","5 Star",,,,,"0","0","90","0","0","0","0","0",,"08:30:00","15:30:00","Prequalified PreK Program - Public School","7/1/2021","6/30/2024"
"3452","2464","Barre Town Early Education Program","1507","2020-04-12T00:00:00.000","2023-04-08T00:00:00.000","Licensed Provider","CBCCPP","70 Websterville Road",,"Barre Town","5641","8024766617","mgonybsu@buusd.org","Washington","MDO","64","0","0","64","0","Yes","Active","5 Star","1",,,,"0","0","60","0","0","0","0","0",,"08:30:00","15:30:00","Prequalified PreK Program - Public School","7/1/2021","6/30/2024"
"3593","2565","Blue Mountain Union School EEI/Preschool","1573","2020-08-02T00:00:00.000","2023-07-29T00:00:00.000","Licensed Provider","CBCCPP","2420 Route 302","Blue Mountain Union School","Newbury","5081","8027572711","amy.emerson@oesu.org","Orange","JDO","24","0","0","24","0","Yes","Active","5 Star",,,,,"0","0","24","0","0","0","0","0",,"07:30:00","15:30:00","Prequalified PreK Program - Public School","7/1/2021","6/30/2024"
"250739","177171","Bradford Elementary School Preschool","71934","2021-01-31T00:00:00.000","2024-01-27T00:00:00.000","Licensed Provider","CBCCPP","143 Fairground Rd",,"Bradford","5033","8022224077","april.zajko@oesu.org","Orange","HDO","20","0","0","20","0",,"Active","4 Star","1",,,,"0","0","20","0","0","0","0","0",,"08:00:00","11:30:00","Prequalified PreK Program - Public School","9/10/2020","6/30/2023"
"3895","2789","CCSU  Barnet Preschool","1679","2019-10-13T00:00:00.000","2022-10-08T00:00:00.000","Licensed Provider","CBCCPP","163 Kid Row",,"Barnet","5828","8026334978","bethany.hale@ccsuvt.net","Caledonia","JDO","38","0","0","38","0","No","Active","5 Star","1",,,,"0","0","12","0","0","0","0","0",,"07:15:00","15:00:00","Prequalified PreK Program - Public School","7/1/2021","6/30/2024"
"3743","2668","CCSU Cabot Preschool","1637","2019-11-24T00:00:00.000","2022-12-03T00:00:00.000","Licensed Provider","CBCCPP","51 Gym Road",,"Cabot","5647","8025632289","bethany.hale@ccsuvt.net","Washington","MDO","15","0","0","15","0","No","Active","5 Star","1",,,,"0","0","15","28","0","0","0","0",,"08:15:00","15:00:00","Prequalified PreK Program - Public School","6/29/2020","6/30/2023"
"3531","2520","CCSU Danville Preschool","1549","2019-10-13T00:00:00.000","2022-10-08T00:00:00.000","Licensed Provider","CBCCPP","148 Peacham Road","Danville School","Danville","5828","8026843651","bethany.hale@ccsuvt.net","Caledonia","JDO","38","0","0","38","0","No","Active","5 Star","1",,,,"0","0","45","0","0","0","0","0",,"07:00:00","15:30:00","Prequalified PreK Program - Public School","7/1/2021","6/30/2024"
"3524","2514","CCSU Peacham Preschool","1545","2019-10-13T00:00:00.000","2022-10-08T00:00:00.000","Licensed Provider","CBCCPP","340 Bailey Hazen Road","Peacham School","Peacham","5828","8025923513","bethany.hale@ccsuvt.net","Caledonia","JDO","19","0","0","19","0","No","Active","5 Star","1",,,,"0","0","19","0","0","0","0","0",,"08:00:00","14:30:00","Prequalified PreK Program - Public School","7/1/2021","6/30/2024"
"3382","2414","CCSU Twinfield Preschool","1476","2020-03-29T00:00:00.000","2023-03-25T00:00:00.000","Licensed Provider","CBCCPP","106 Nasmith Brook Road",,"Plainfield","5667","8026843801","bethany.hale@ccsuvt.net","Washington","MDO","30","0","0","30","0","No","Active","4 Star",,,,,"0","0","28","0","0","0","0","0",,"08:00:00","15:00:00","Prequalified PreK Program - Public School","7/1/2021","6/30/2024"
"182556","118941","CCSU Walden Preschool","51996","2019-10-13T00:00:00.000","2022-10-08T00:00:00.000","Licensed Provider","CBCCPP","135 Cahoon Farm Road",,"Walden","5873","8025633000","bethany.hale@ccsuvt.net","Caledonia","JDO","19","0","0","19","0",,"Active","5 Star","1",,,,"0","0","19","0","0","0","0","0",,"08:15:00","15:00:00","Prequalified PreK Program - Public School","7/1/2021","6/30/2024"
"3471","2476","CCSU Waterford Preschool","1517","2019-11-24T00:00:00.000","2022-11-19T00:00:00.000","Licensed Provider","CBCCPP","276 Duck Pond Road",,"Waterford","5819","8027489393","bethany.hale@ccsuvt.net","Caledonia","JDO","15","0","0","15","0","Yes","Active","5 Star","1",,,,"0","0","15","0","0","0","0","0",,"08:00:00","12:00:00","Prequalified PreK Program - Public School","7/1/2021","6/30/2024"
"3465","2472","Concord School Preschool","1516","2019-10-27T00:00:00.000","2022-10-22T00:00:00.000","Licensed Provider","CBCCPP","173 School Street",,"Concord","5824","8026952550","mbourgeois@kingdomeast.org","Essex","JDO","15","0","0","15","0",,"Active","5 Star",,,,,"0","0","15","0","0","0","0","0",,"08:00:00","11:00:00","Prequalified PreK Program - Public School","7/1/2021","6/30/2024"
"3694","2634","Lyndon Town School Preschool","1618","2019-10-27T00:00:00.000","2022-10-22T00:00:00.000","Licensed Provider","CBCCPP","2591 Lily Pond Road",,"Lyndon","5851","8026263209","mperkins@kingdomeast.org","Caledonia","JDO","15","0","0","15","0","Yes","Active","4 Star",,,,,"0","0","15","0","0","0","0","0",,"08:00:00","14:30:00","Prequalified PreK Program - Public School","7/1/2021","6/30/2024"
"3855","2760","St Johnsbury School Pre-School Program","1664","2021-01-31T00:00:00.000","2024-01-27T00:00:00.000","Licensed Provider","CBCCPP","257 Western Avenue",,"St Johnsbury","5819","8022746989","nbrochu@stjsd.org","Caledonia","JDO","30","0","0","30","0",,"Active","5 Star",,,,,"0","0","60","0","0","0","0","0",,"07:30:00","10:45:00","Prequalified PreK Program - Public School","7/1/2021","6/30/2024"
"143770","92535","Berkshire Elementary School Early Childhood Program","42860","2021-01-31T00:00:00.000","2024-01-27T00:00:00.000","Licensed Provider","CBCCPP","4850 Water Tower Road",,"Richford","5476","8029332290","karen.carpenter@fnesu.org","Franklin","ADO","20","0","0","20","0","Yes",,"4 Star",,,,,,,"15","0",,,,,,"07:30:00","15:30:00","Prequalified PreK Program - Public School","7/1/2021","6/30/2024"
"3514","2506","Brighton Elementary School Preschool","1541","2019-10-27T00:00:00.000","2022-10-22T00:00:00.000","Licensed Provider","CBCCPP","825 Railroad Street",,"Brighton","5846","8027234373","lisa.wilkins@ncsuvt.org","Essex","NDO","15","0","0","15","0","Yes","Active","4 Star",,,,,"0","0","10","0","0","0","3","0",,"12:00:00","14:30:00","Prequalified PreK Program - Public School","7/1/2021","6/30/2024"
"177906","115926","Burke Town School Preschool","51221","2020-08-16T00:00:00.000","2023-08-12T00:00:00.000","Licensed Provider","CBCCPP","3293 Burke Hollow Road",,"Burke","5871","8024673385","bnewland@kingdomeast.org","Caledonia","JDO","15","0","0","15","0",,,"4 Star",,,,,"0","0","15","0","0","0","1","0",,"07:45:00","15:15:00","Prequalified PreK Program - Public School","3/6/2020","6/30/2023"
"3407","2434","Canaan School Preschool","1484","2021-01-31T00:00:00.000","2024-01-27T00:00:00.000","Licensed Provider","CBCCPP","99 School Street",,"Canaan","5903","8022668910","jlawcewicz@ensuvt.org","Essex","NDO","22","0","0","22","0",,"Active","4 Star",,,,,"0","0","15","0","0","0","0","0",,"07:30:00","12:00:00","Prequalified PreK Program - Public School","7/1/2021","6/30/2024"
"4748","3466","Charleston Preschool Program","1886","2020-02-02T00:00:00.000","2023-01-28T00:00:00.000","Licensed Provider","CBCCPP","255 Center School Road",,"Charleston","5872","8028952915","elisabeth.thompson@ncsuvt.org","Orleans","NDO","15","0","0","15","0","Yes","Active","4 Star",,,,,"0","0","10","0","0","0","3","0",,"12:30:00","15:00:00","Prequalified PreK Program - Public School","7/1/2021","6/30/2024"
"229709","156829","Coventry Village School Preschool","66515","2020-08-16T00:00:00.000","2023-08-12T00:00:00.000","Licensed Provider","CBCCPP","348 Route 5",,"Coventry","5825","8027546464","ami.english@ncsuvt.org","Orleans","NDO","20","0","0","20","0",,"Active","4 Star","1",,,,"0","0","13","0","0","0","0","0",,"08:00:00","11:00:00","Prequalified PreK Program - Public School","7/1/2021","6/30/2024"
"244628","171895","Craftsbury Town School Preschool","67136","2020-08-30T00:00:00.000","2023-08-26T00:00:00.000","Licensed Provider","CBCCPP","84 North Craftsbury Road",,"Craftsbury","5826","8025869671","ahanson@ossu.org","Orleans","VDO","12","0","0","12","0",,"Inactive","4 Star","1",,,,"0","0","14","0","0","0","0","0",,"0","0","Prequalified PreK Program - Public School","6/6/2022","6/30/2025"
"162948","106359","Derby Early Childhood Center","47354","2020-08-30T00:00:00.000","2023-08-26T00:00:00.000","Licensed Provider","CBCCPP","907 Elm Street","Derby Elementary School","Derby","5830","8028733162","jessica.judd@ncsuvt.org","Orleans","NDO","45","0","0","45","0",,"Active","4 Star",,,,,"0","0","30","0","0","0","0","0",,"08:00:00","16:00:00","Prequalified PreK Program - Public School","7/1/2021","6/30/2024"
"286530","213883","Eden Central Preschool Program","76254","2020-08-16T00:00:00.000","2023-08-12T00:00:00.000","Licensed Provider","CBCCPP","140 Knowles Flat Road",,"Eden","5652","8025215530","cbullard@edenschool.net","Lamoille","VDO","16","0","0","16","0",,"Active","5 Star",,,,,"0","0","16","0","0","0","2","0",,"07:30:00","14:15:00","Prequalified PreK Program - Public School","7/1/2021","6/30/2024"
"254328","180872","Hardwick Elementary Preschool","70834","2021-01-31T00:00:00.000","2024-01-27T00:00:00.000","Licensed Provider","CBCCPP","135 South Main Street",,"Hardwick","5843","8024722584","jlamberton@ossu.org","Caledonia","VDO","15","0","0","15","0","Yes","Inactive","4 Star","1",,,,"0","0","15","0","0","0","0","0",,"07:30:00","11:45:00","Prequalified PreK Program - Public School","7/1/2021","6/30/2024"
"3602","2571","Johnson Elementary Preschool Program","1577","2020-05-10T00:00:00.000","2023-05-06T00:00:00.000","Licensed Provider","CBCCPP","57 College Hill",,"Johnson","5656","8028886751","pfontaine@jesvt.org","Lamoille","VDO","30","0","0","30","0","Yes","Inactive","5 Star",,,,,"0","0","30","0","0","0","0","0",,"07:30:00","14:45:00","Prequalified PreK Program - Public School","7/1/2021","6/30/2024"
"3448","2462","Lowell Graded School","1505","2019-10-13T00:00:00.000","2022-10-08T00:00:00.000","Licensed Provider","CBCCPP","52 Gelo Park Road",,"Lowell","5847","8027446641","Samantha.Vallieres@ncsuvt.org","Orleans","NDO","20","0","0","20","0","Yes","Active","4 Star",,,,,"0","0","20","0","0","0","0","0",,"10:15:00","13:30:00","Prequalified PreK Program - Public School","7/1/2021","6/30/2024"
"3702","2639","Miller's Run School Preschool","1622","2020-09-27T00:00:00.000","2023-09-23T00:00:00.000","Licensed Provider","CBCCPP","3249 VT Rte 122",,"Sheffield","5866","8026269755","gblassingame@kingdomeast.org","Caledonia","JDO","16","0","0","16","0","Yes","Active","4 Star",,,,,"0","0","15","0","0","0","1","0",,"07:00:00","10:30:00","Prequalified PreK Program - Public School","7/1/2021","6/30/2024"
"144325","92968","Montgomery Elementary School Early Childhood Program","41954","2021-08-29T00:00:00.000","2024-01-27T00:00:00.000","Licensed Provider","CBCCPP","249 School Drive",,"Montgomery","5471","8023264618","stacey.doe@fnesu.org","Franklin","ADO","20","0","0","20","0",,,"4 Star",,,,,"0","0","12","13","0","0","0","0",,"08:00:00","15:30:00","Prequalified PreK Program - Public School","7/1/2021","6/30/2024"
"232530","159862","Newport City Elementary Pre-Kindergarten Program","66600","2020-08-16T00:00:00.000","2023-08-13T00:00:00.000","Licensed Provider","CBCCPP","166 Sias Avenue",,"Newport","5855","8023342455","thyra.monaghan@ncsuvt.org","Orleans","NDO","30","0","0","30","0",,"Active","4 Star","1",,,,"0","0","30","0","0","0","0","0",,"08:30:00","14:45:00","Prequalified PreK Program - Public School","3/4/2022","6/30/2025"
"106767","62740","Orleans Central Early Childhood Program","31523","2020-08-30T00:00:00.000","2023-08-26T00:00:00.000","Licensed Provider","CBCCPP","130 Kinsey Road",,"Barton","5822","8025256253","jlavine@ocsu.org","Orleans","NDO","70","0","0","70","0","Yes","Active","5 Star","1",,,,"0","0","16","0","0","0","0","0",,"08:00:00","16:00:00","Prequalified PreK Program - Public School","7/1/2021","6/30/2024"
"228806","155867","Preschool at the Jay/Westfield JES","66496","2020-08-16T00:00:00.000","2023-08-12T00:00:00.000","Licensed Provider","CBCCPP","257 Revoir Flats",,"Jay","5859","8029884042","julie.ste.marie@ncsuvt.org","Orleans","NDO","15","0","0","15","0",,"Active","4 Star","1",,,,"0","0","15","0","0","0","0","0",,"09:00:00","16:00:00","Prequalified PreK Program - Public School","7/1/2021","6/30/2024"
"143768","92533","Richford Elementary School Early Childhood Program","42039","2020-08-16T00:00:00.000","2023-08-12T00:00:00.000","Licensed Provider","CBCCPP","1 Elementary School Road",,"Richford","5476","8028487453","kelli.dean@fnesu.org","Franklin","ADO","30","0","0","30","0","Yes",,"5 Star","1",,,,,,"15","0",,,,,,"07:45:00","15:30:00","Prequalified PreK Program - Public School","7/1/2021","6/30/2024"
"4201","3027","Town of Hyde Park School District","1763","2019-11-24T00:00:00.000","2022-11-19T00:00:00.000","Licensed Provider","CBCCPP","50 East Main Street",,"Hyde Park","5655","8025215418","bbaxter@hpes.org","Lamoille","VDO","15","0","0","15","0",,,"4 Star",,,,,"0","0","15","0","0","0","0","0",,"07:45:00","14:45:00","Prequalified PreK Program - Public School","7/1/2021","6/30/2024"
"267280","193792","Troy School Early Education Program","72595","2019-09-15T00:00:00.000","2022-09-10T00:00:00.000","Licensed Provider","CBCCPP","178 Main Street",,"Troy","58590110","8029882565","kristen.roberge@ncsuvt.org","Orleans","NDO","15","0","0","15","0",,"Active","4 Star","1",,,,"0","0","14","0","0","0","0","0",,"08:00:00","15:00:00","Prequalified PreK Program - Public School","11/13/2020","6/30/2023"
"286886","214200","Waterville Elementary Preschool at Belvidere","76294","2020-08-30T00:00:00.000","2023-08-26T00:00:00.000","Licensed Provider","CBCCPP","4515 VT Route 109",,"Belvidere","5442","8025215593","dsargent@wesvt.net","Lamoille","VDO","16","0","0","16","0",,"Inactive","4 Star","1",,,,"0","0","16","0","0","0","0","0",,"0","0","Prequalified PreK Program - Public School","7/9/2021","6/30/2024"
"3696","2635","BFA Elementary School Preschool Program","1620","2019-09-15T00:00:00.000","2022-09-10T00:00:00.000","Licensed Provider","CBCCPP","75 Hunt Street",,"Fairfax","5454","8028492222","czambrano@fwsu.org","Franklin","ADO","32","0","0","22","10",,"Inactive","5 Star",,,,,"0","0",,"0","0","0","4","0",,"08:15:00","14:30:00","Prequalified PreK Program - Public School","7/1/2021","6/30/2024"
"143772","92537","Bakersfield Elementary Early Childhood Program","42837","2020-08-16T00:00:00.000","2023-08-12T00:00:00.000","Licensed Provider","CBCCPP","82 Academy Lane",,"Bakersfield","5441","8028276611","Tracy.viens@fnesu.org","Franklin","ADO","20","0","0","20","0","Yes",,"4 Star",,,,,,,"20","0",,,,,,"07:30:00","15:30:00","Prequalified PreK Program - Public School","7/1/2021","6/30/2024"
"143915","92672","Enosburg Elementary School ECP","42831","2020-08-16T00:00:00.000","2023-08-12T00:00:00.000","Licensed Provider","CBCCPP","303 Dickenson Avenue","Located in Enosburg Falls Elementary School","Enosburg","5450","8029332171","baerbel.paradis@fnesu.org","Franklin","ADO","40","0","0","40","0","Yes","Inactive","5 Star",,,,,"0","0","40","0","0","0","0","0",,"08:45:00","12:15:00","Prequalified PreK Program - Public School","7/1/2021","6/30/2024"
"164241","107262","Fairfield Center School","48079","2019-09-01T00:00:00.000","2022-08-27T00:00:00.000","Licensed Provider","CBCCPP","57 Park Street",,"Fairfield","5455","8025243613","sripley@maplerun.org","Franklin","ADO","20","0","0","20","0",,,"5 Star",,,,,,,"18","0",,,,,,"08:00:00","12:30:00","Prequalified PreK Program - Public School","7/1/2021","6/30/2024"
"3698","2636","Fletcher Elementary School Preschool Program","1621","2019-10-27T00:00:00.000","2022-10-22T00:00:00.000","Licensed Provider","CBCCPP","340 School Road",,"Fletcher","5444","8028496251","bbaskette@fwsu.org","Franklin","ADO","12","0","0","12","0",,"Active","5 Star",,,,,,,"12","0",,,"3",,,"08:00:00","15:00:00","Prequalified PreK Program - Public School","7/1/2021","6/30/2024"
