"stop_no","agency","date_and_time","gender","sex","race","ethnicity","contact1","action_taken1","outcome1","misc_code1","street_address_of_stop","city","officer"
"H714075","406","2020-01-02T15:52:00.000","F","F","W",,"V","NS","W","X","UPPER MAIN ST/ BILLIE BUTLER","ESS","42"
"H714865","406","2020-01-02T16:02:00.000","M","M","W",,"V","NS","W","X","BRICKYARD RD/ DENSMORE DR","EXJ","42"
"H714010","406","2020-01-02T17:38:00.000","M","M","W",,"M","NS","W","X","NORTH ST/LINCOLN ST","EXJ","46"
"H714076","406","2020-01-02T20:01:00.000","M","M","W",,"M","NS","W","X","41 PEARL ST","EXJ","34"
"H714039","406","2020-01-02T20:15:00.000","F","F","B",,"M","NS","W","X","65 MAPLE ST","EXJ","36"
"H714024","406","2020-01-02T21:13:00.000","M","M","W",,"M","NS","W","X","PEARL STREET/ESSEX AUTO","EXJ","46"
"H714074","406","2020-01-02T21:24:00.000","M","M","W",,"M","NS","W","X","10 SUSIE WILSON RD","ESS","34"
"H713999","406","2020-01-02T21:29:00.000","M","M","W",,"M","NS","W","X","PEARL ST/ESSEX AUTO","EXJ","46"
"H724002","406","2020-01-03T06:46:00.000","M","M","W",,"M","NS","W","X","SUMMIT ST & PROSPECT ST","EXJ","44"
"801564","406","2020-01-03T08:23:00.000",,"M","W",,"M","NS","W","X","9 PLEASANT ST","EXJ","2"
"802899","406","2020-01-03T08:37:00.000",,"M","W",,"M","NS","W","X","I 289 MM 10","ESS","35"
"801790","406","2020-01-03T08:40:00.000",,"F","W",,"V","NS","W","X","101 PEARL ST","EXJ","6"
"801789","406","2020-01-03T10:10:00.000",,"M","W",,"V","NS","W","X","i 289 & rt 117","ESS","6"
"803873","406","2020-01-03T14:45:00.000",,"F","W",,"O","NS","T","X","29 RAILROAD AVE","EXJ","1"
"H714139","406","2020-01-03T20:29:00.000","M","M","W",,"M","NS","T","C","MM 10 289","ESS","34"
"H714196","406","2020-01-03T22:07:00.000","M","M","A",,"M","NS","W","X","141 PEAR ST","EXJ","34"
"H714198","406","2020-01-03T23:39:00.000","F","F","H",,"M","NS","W","X","MM9 289","ESS","34"
"802299","406","2020-01-04T05:30:00.000",,"F","W","NHIS","M","NS","W","X","PEARL ST & S SUMMIT ST","EXJ","44"
"816249","406","2020-01-04T10:11:00.000",,"M","W",,"M","NS","W","X","SUSIE WILSON RD & FORT PKWY","ESS","12"
"802197","406","2020-01-04T10:44:00.000",,"M","W","NHIS","M","NS","W","X","200 PEARL ST","EXJ","50"
"802190","406","2020-01-04T11:00:00.000",,"F","W",,"M","NS","W","X","VT RT 289 MM10","ESS","6"
"840509","406","2020-01-05T07:05:00.000",,"M","B","NHIS","V","NS","AW","X","72 UPPER MAIN ST","ESS","50"
"H714356","406","2020-01-05T13:31:00.000","F","F","W",,"M","NS","T","X","136 PEARL ST WB","EXJ","2"
"H714303","406","2020-01-05T19:26:00.000","M","M","W",,"M","NS","T","X","EXIT 9 EB","ESS","2"
"801860","406","2020-01-05T23:51:24.000",,"M","A","ASIA","V","NS","W","X","47 MAIN ST","EXJ","41"
"802191","406","2020-01-06T09:20:00.000",,"M","W",,"E","NS","T","X","27 SUSIE WILSON RD","ESS","6"
"802298","406","2020-01-06T23:55:00.000",,"M","B","NHIS","M","NS","W","X","PEARL ST & WILLEYS CT","EXJ","49"
"802358","406","2020-01-07T06:20:00.000",,"F","W",,"M","NS","W","X","SAND HILL RD & ALLEN MARTIN DR","ESS","40"
"802297","406","2020-01-07T06:49:00.000",,"M","W","NHIS","M","NS","W","X","SUMMIT ST & PROSPECT ST","EXJ","49"
"802359","406","2020-01-07T07:18:00.000",,"F","W",,"M","NS","W","X","i vt 289; exit 7","ESS","40"
"802338","406","2020-01-07T09:00:00.000",,"F","B",,"M","NS","W","X","141 PEARL ST","EXJ","50"
"802339","406","2020-01-07T09:18:00.000",,"F","W",,"M","NS","W","X","40 PEARL ST","EXJ","50"
"802337","406","2020-01-07T09:33:00.000",,"F","W",,"M","NS","W","X","32 PARK ST","EXJ","50"
"802389","406","2020-01-07T13:55:00.000",,"M","W","NHIS","M","NS","W","X","35 OLD COLCHESTER RD","ESS","50"
"H714595","406","2020-01-07T14:06:00.000","M","M","W",,"M","NS","W","X","34 BRICKYARD RD","EXJ","2"
"802391","406","2020-01-07T14:07:00.000",,"F","W",,"M","NS","W","X","11 CENTRAL ST","EXJ","50"
"830372","406","2020-01-07T14:18:00.000",,"F","W","NHIS","M","NS","T","X","36 BRICKYARD ROAD EB","EXJ","2"
"802388","406","2020-01-07T14:22:00.000",,"F","W","NHIS","M","NS","W","X","27 NORTH ST","EXJ","50"
"802390","406","2020-01-07T14:59:00.000",,"M","W",,"M","NS","W","X","1 GROVE ST","EXJ","50"
"H714661","406","2020-01-07T15:25:00.000","F","F","W",,"M","NS","T","X","SUSIE WILSON RD @ PEARL ST","ESS","2"
"802646","406","2020-01-07T15:53:00.000",,"M","W",,"M","NS","T","X","6 LOGWOOD CIR","ESS","50"
"H714596","406","2020-01-07T17:42:00.000","F","F","W",,"M","NS","W","X","LINCOLN ST/WHITCOMB AUTO","EXJ","46"
"802410","406","2020-01-07T17:57:00.000",,"F","W",,"M","NS","W","X","130 PEARL ST","EXJ","47"
"H714590","406","2020-01-07T18:25:00.000","M","M","W",,"M","NS","W","X","SANDHILL ROAD/GREEN BRIAR","ESS","46"
"H714589","406","2020-01-07T19:09:00.000","M","M","W",,"M","NS","W","X","SUSIE WILSON ROAD","ESS","46"
"H714582","406","2020-01-07T20:31:00.000","M","M","W",,"M","NS","W","X","CENTER ROAD/JERICHO ROAD","ESS","46"
"H714586","406","2020-01-07T21:21:00.000","M","M","W",,"M","NS","W","X","PEARL STREET/ESSEX AUTO","EXJ","46"
"802425","406","2020-01-07T23:00:00.000",,"M","W",,"V","NS","W","X","EAST ST & MAPLE ST","EXJ","49"
"802647","406","2020-01-08T10:49:00.000",,"F","W",,"M","NS","W","X","90 CENTER RD","ESS","50"
"H714699","406","2020-01-08T17:38:00.000","F","F","W",,"M","NS","W","X","LINCOLN ST/NORTH ST","EXJ","46"
"802865","406","2020-01-08T18:09:00.000",,"F","W",,"M","NS","W","X","130 PEARL ST","EXJ","37"
"802862","406","2020-01-08T18:17:00.000",,"M","W","NHIS","M","NS","W","X","50 PEARL ST","EXJ","37"
"H714742","406","2020-01-08T18:20:00.000","M","M","W",,"M","NS","W","X","LINCOLN ST/NORTH ST","EXJ","46"
"H714714","406","2020-01-08T18:39:00.000","F","F","W",,"M","NS","W","X","LINCOLN ST/WHITCOMB GARAGE","EXJ","46"
"H714692","406","2020-01-08T20:37:00.000","F","F","W",,"M","NS","W","X","PEARL ST/ESSEX AUTOMOTIVE","EXJ","46"
"H714713","406","2020-01-08T20:58:00.000","F","F","B",,"M","NS","W","X","PEARL ST/ESSEX AUTOMOTIVE","EXJ","46"
"H714685","406","2020-01-08T21:44:00.000","M","M","B",,"M","NS","W","X","PEARL ST / ESSEX AUTOMOTIVE","EXJ","46"
"802685","406","2020-01-09T05:55:00.000",,"M","W",,"M","NS","W","X","PEARL ST & WILLEYS CT","EXJ","49"
"H714858","406","2020-01-09T07:58:00.000","M","M","W",,"M","NS","W","X","MAPLE ST/ PEARL ST","EXJ","42"
"H714867","406","2020-01-09T08:01:00.000","F","F","W",,"M","NS","W","X","11 PLEASANT ST","EXJ","2"
"802796","406","2020-01-09T08:54:00.000",,"M","W",,"M","NS","W","X","141 PEARL ST","EXJ","50"
"802795","406","2020-01-09T09:05:00.000",,"M","B",,"M","NS","W","X","135 PEARL ST","EXJ","50"
"H714836","406","2020-01-09T09:21:00.000","M","M","W",,"M","NS","W","X","150 WEST ST","EXJ","2"
"H714848","406","2020-01-09T10:15:00.000","F","F","W",,"M","NS","W","X","MAINS ST/ TAFT","EXJ","42"
"H714855","406","2020-01-09T10:24:00.000","M","M","W",,"M","NS","W","X","MAIN ST/ RAILROAD ST","EXJ","42"
"H714870","406","2020-01-09T10:49:00.000","M","M","W",,"M","NS","W","X","75 MAPLE ST WB","EXJ","2"
"H714854","406","2020-01-09T11:04:00.000","F","F","W",,"M","NS","W","X","75 MAPLE ST WB","EXJ","2"
"803907","406","2020-01-09T13:30:00.000",,"F","W","NHIS","E","NS","W","X","1 LOST NATION RD","ESS","19"
"802823","406","2020-01-09T13:37:00.000",,"F","W","NHIS","M","NS","W","X","145 MAPLE ST","EXJ","50"
"802824","406","2020-01-09T14:23:00.000",,"M","W","NHIS","M","NS","W","X","159 PEARL ST","EXJ","50"
"802826","406","2020-01-09T14:34:00.000",,"F","W",,"M","NS","W","X","12 S SUMMIT ST","EXJ","50"
"H714828","406","2020-01-09T14:43:00.000","M","M","W",,"M","NS","T","X","36 BRICKYARD ROAD EB","EXJ","2"
"H714761","406","2020-01-09T14:45:00.000","M","M","W",,"M","NS","T","X","MM 8","ESS","42"
"802897","406","2020-01-09T15:53:00.000",,"M","W","NHIS","M","NS","W","X","WEED RD & ESSEX HIGHLANDS","ESS","35"
"802861","406","2020-01-09T17:22:00.000",,"F","W","NHIS","M","NS","W","X","JERICHO RD & SAND HILL RD","ESS","37"
"H714780","406","2020-01-09T17:35:00.000","M","M","W",,"M","NS","W","X","S. SUMMIT / CHERRY ST","EXJ","36"
"H714788","406","2020-01-09T17:47:00.000","M","M","W",,"M","NS","T","X","HILLCREST / PROSPECT ST","EXJ","36"
"H714796","406","2020-01-09T17:59:00.000","F","F","W",,"M","NS","T","X","HILLCREST / PROSPECT ST","EXJ","36"
"H714776","406","2020-01-09T18:13:00.000","M","M","W",,"M","NS","W","X","HILLCREST / PROSPECT","EXJ","36"
"H714827","406","2020-01-09T18:36:00.000","M","M","W",,"M","NS","W","X","CENTRAL ST / LINCOLN ST","EXJ","36"
"802863","406","2020-01-09T20:42:00.000",,"F","W","NHIS","M","NS","W","X","9 MAIN ST","EXJ","37"
"802859","406","2020-01-09T20:59:00.000",,"F","W","NHIS","M","NS","T","X","WEST ST EXT & WEST ST EXT","EXJ","37"
"802864","406","2020-01-09T21:03:00.000",,"F","W","NHIS","M","NS","W","X","WEST ST EXT & WEST ST EXT","EXJ","37"
"H714784","406","2020-01-09T21:20:00.000","M","M","W",,"M","NS","T","X","WEST ST EXT / WEST ST","EXJ","36"
"H714783","406","2020-01-09T22:06:00.000","F","F","W",,"M","NS","W","X","198 MAPLE ST","EXJ","36"
"802860","406","2020-01-09T22:24:00.000",,"M","B",,"V","NS","T","X","86 PINECREST DR","ESS","37"
"802871","406","2020-01-09T23:07:00.000",,"M","W","NHIS","V","NS","W","X","OLD STAGE RD & LOST NATION RD","ESS","41"
"802868","406","2020-01-09T23:25:00.000",,"M","W","NHIS","M","NS","W","X","105 PEARL ST","EXJ","49"
"802866","406","2020-01-09T23:27:00.000",,"M","W","NHIS","V","NS","W","X","159 PEARL ST","EXJ","37"
"802867","406","2020-01-10T01:09:00.000",,"F","W","NHIS","V","NS","W","X","80 PEARL ST","EXJ","37"
"H715001","406","2020-01-10T08:15:00.000","F","F","W",,"M","NS","W","X","BRICKYARD RD @ SUGARTREE","EXJ","2"
"H714993","406","2020-01-10T08:29:00.000","F","F","W",,"M","NS","W","X","BRICKYARD RD @ SUGARTREE LN","EXJ","2"
"802971","406","2020-01-10T09:55:00.000",,"F","W","NHIS","M","NS","W","X","127 PEARL ST","EXJ","50"
"802970","406","2020-01-10T10:12:00.000",,"M","W",,"M","NS","T","X","50 PEARL ST","EXJ","50"
"802966","406","2020-01-10T13:27:00.000",,"M","W","NHIS","V","NS","W","X","105 PEARL ST","EXJ","47"
"802965","406","2020-01-10T20:30:00.000",,"M","B","NHIS","M","NS","T","X","PEARL ST & CURTIS AVE","EXJ","47"
"H714958","406","2020-01-10T20:55:00.000","M","M","W",,"V","NS","W","X","PEARL / HILLCREST","EXJ","36"
"802969","406","2020-01-11T02:36:00.000",,"F","W",,"M","NS","T","X","I 289 MM 8","ESS","40"
"H715050","406","2020-01-11T11:06:00.000","M","M","H",,"M","NS","T","X","MM9","ESS","42"
"H715094","406","2020-01-11T12:49:00.000","M","M","W",,"M","NS","W","X","LINCOLN ST/ REDBARN RD","EXJ","42"
"H715105","406","2020-01-11T12:55:00.000","M","M","W",,"M","NS","W","X","76 LINCOLN ST","EXJ","42"
"804389","406","2020-01-11T15:16:00.000",,"F","W",,"V","NS","W","X","12 PIONEER ST","ESS","37"
"804392","406","2020-01-11T15:25:00.000",,"F","W",,"V","NS","W","X","50 SUSIE WILSON RD","ESS","37"
"804388","406","2020-01-11T15:37:00.000",,"M","W",,"V","NS","T","X","75 LINCOLN ST","EXJ","37"
"804390","406","2020-01-11T16:19:00.000",,"M","B",,"V","NS","W","X","130 MAIN ST","EXJ","37"
"804546","406","2020-01-11T17:46:00.000",,"F","W",,"M","NS","T","X","PARK ST & PARK TER","EXJ","6"
"804535","406","2020-01-12T08:40:00.000",,"M","W","NHIS","E","NS","W","X","4 CENTRAL ST","EXJ","19"
"H715137","406","2020-01-12T11:28:00.000","M","M","W",,"M","NS","W","X","SUSIE WILSON BYPS","ESS","42"
"H715176","406","2020-01-12T20:28:00.000","F","F","A",,"M","NS","W","X","MAIN STREET @ GROVE STREET","EXJ","23"
"H715213","406","2020-01-13T09:27:00.000","M","M","W",,"M","NS","W","X","MM 9","ESS","42"
"803189","406","2020-01-13T11:46:00.000",,"M","W",,"M","NS","W","X","38 RIVER RD","ESS","50"
"H715222","406","2020-01-13T12:09:00.000","M","M","W",,"M","NS","W","X","76 LINCOLN ST","EXJ","42"
"H715428","406","2020-01-13T13:16:00.000","F","F","W",,"M","NS","W","X","76 LINCOLN ST","EXJ","42"
"805857","406","2020-01-13T17:56:00.000",,"F","W",,"M","NS","T","X","LINCOLN TER & SCHOOL ST","EXJ","47"
"H715364","406","2020-01-13T20:37:00.000","M","M","W",,"V","NS","W","X","PEARL ST @ W. HILLCREST","EXJ","2"
"H715380","406","2020-01-14T00:24:00.000","M","M","W",,"M","NS","W","X","RIVER RD / SANDHILL","ESS","36"
"H715379","406","2020-01-14T07:53:00.000","F","F","W",,"M","NS","W","X","WEST ST EXT / WEST ST","EXJ","36"
"H715277","406","2020-01-14T08:04:00.000","M","M","A",,"M","NS","T","X","WEST ST EXT / WEST ST","EXJ","36"
"H715326","406","2020-01-14T08:17:00.000","M","M","W",,"M","NS","W","X","WEST ST EXT / WEST ST","EXJ","36"
"H715340","406","2020-01-14T08:30:00.000","M","M","W",,"M","NS","W","X","WEST ST EXT / WEST ST","EXJ","36"
"H715403","406","2020-01-14T08:42:00.000","F","F","W",,"M","NS","W","X","WEST ST EXT / WEST ST","EXJ","36"
"H715309","406","2020-01-14T08:55:00.000","M","M","B",,"V","NS","T","X","105 PEARL STREET","EXJ","36"
"H715335","406","2020-01-14T09:12:00.000","F","F","W",,"V","NS","W","X","62 PEARL ST","EXJ","36"
"803366","406","2020-01-14T09:15:00.000",,"F","W","NHIS","M","NS","W","X","159 PEARL ST","EXJ","50"
"H715341","406","2020-01-14T09:27:00.000","M","M","W",,"V","NS","W","X","72 PEARL ST","EXJ","36"
"H715282","406","2020-01-14T09:49:00.000","M","M","W",,"V","NS","T","X","PEARL ST / SOUTH SUMMIT","EXJ","36"
"H715314","406","2020-01-14T11:17:00.000","M","M","W",,"V","NS","T","X","105 PEARL ST","EXJ","36"
"816253","406","2020-01-14T11:24:00.000",,"F","A",,"M","NS","W","X","I 289 Exit 9","ESS","12"
"803440","406","2020-01-14T11:32:00.000",,"F","B",,"M","NS","W","X","71 PEARL ST","EXJ","50"
"H715384","406","2020-01-14T11:44:00.000","M","M","W",,"M","NS","W","X","35 PEARL STREET","EXJ","36"
"803442","406","2020-01-14T11:55:00.000",,"M","B","HIS","M","NS","W","X","75 PEARL ST","EXJ","50"
"816067","406","2020-01-14T11:59:00.000",,"F","W",,"M","NS","W","X","LINCOLN ST & RED BARN RD","EXJ","12"
"803624","406","2020-01-14T13:07:00.000",,"F","B",,"V","NS","W","X","141 PEARL ST","EXJ","50"
"803629","406","2020-01-14T13:19:00.000",,"F","W","NHIS","V","NS","W","X","156 PEARL ST","EXJ","50"
"803625","406","2020-01-14T13:30:00.000",,"M","W","NHIS","V","NS","W","X","141 PEARL ST","EXJ","50"
"H715395","406","2020-01-14T14:55:00.000","F","F","W",,"M","NS","W","X","304 BROWNS RIVER ROAD","ESS","2"
"H715503","406","2020-01-14T16:04:00.000","M","M","W",,"M","NS","T","X","EXIT 9 EB OVERPASS","ESS","2"
"H715432","406","2020-01-14T16:45:00.000","F","F","W",,"M","NS","W","X","PINECREST DR @ COLCHESTER RD","EXJ","2"
"H715442","406","2020-01-14T17:12:00.000","F","F","A",,"M","NS","W","X","PINECREST DR @ COLCHESTER RD","EXJ","2"
"803639","406","2020-01-14T18:00:00.000",,"F","W","NHIS","V","NS","W","X","PEARL ST & WEST ST EXT","EXJ","47"
"803632","406","2020-01-14T18:20:00.000",,"M","W","NHIS","M","NS","W","X","I 289 Rock Cut","ESS","45"
"803868","406","2020-01-15T10:26:00.000",,"M","W",,"M","NS","T","X","75 PEARL ST","EXJ","50"
"803982","406","2020-01-15T14:50:00.000",,"F","W","NHIS","M","NS","T","X","75 PEARL ST","EXJ","50"
"803983","406","2020-01-15T15:12:00.000",,"F","W",,"M","NS","T","X","75 PEARL ST","EXJ","50"
"803981","406","2020-01-15T15:32:00.000",,"F","W",,"M","NS","T","X","75 PEARL ST","EXJ","50"
"H715667","406","2020-01-15T17:56:00.000","F","F","W",,"M","NS","T","X","EXIT 9 OVERPASS","ESS","2"
"H715635","406","2020-01-15T18:14:00.000","M","M","B",,"M","NS","W","X","PINECREST DR @ COLCHESTER RD","EXJ","2"
"H715546","406","2020-01-15T18:45:00.000","F","F","W",,"M","NS","W","X","BILLIE BUTLER DR @ CARMICHAEL","ESS","2"
"804001","406","2020-01-15T19:44:00.000",,"M","W",,"M","NS","W","X","105 PEARL ST","EXJ","47"
"804002","406","2020-01-15T20:00:00.000",,"F","A","ASIA","V","NS","W","X","105 PEARL ST","EXJ","47"
"804076","406","2020-01-15T23:36:00.000",,"M","B",,"E","NS","W","X","MAIN ST & CHURCH ST","EXJ","50"
"804094","406","2020-01-16T06:21:00.000",,"M","W","NHIS","M","NS","T","X","UPPER MAIN ST & OLD STAGE RD","ESS","41"
"804016","406","2020-01-16T06:25:00.000",,"M","W","NHIS","M","NS","T","X","UPPER MAIN ST & OLD STAGE RD","ESS","41"
"804062","406","2020-01-16T14:14:00.000",,"M","W",,"M","NS","T","X","141 PEARL ST","EXJ","50"
"804092","406","2020-01-16T16:30:00.000",,"F","U",,"O","NS","T","X","I 289 & Exit 7","ESS","47"
"H715662","406","2020-01-16T17:18:00.000","F","F","W",,"M","NS","W","X","COLCHESTER RD SB @ 176","EXJ","2"
"804414","406","2020-01-17T06:00:00.000",,"M","W","NHIS","M","NS","W","X","196 COLCHESTER RD","ESS","40"
"812454","406","2020-01-17T08:40:00.000",,"F","W",,"E","NS","T","X","196 COLCHESTER RD","ESS","6"
"H715845","406","2020-01-18T09:54:00.000","F","F","W",,"M","NS","W","X","76 LINCOLN ST","EXJ","42"
"H715906","406","2020-01-18T10:29:00.000","F","F","W",,"M","NS","W","X","76 LINCOLN ST","EXJ","42"
"804549","406","2020-01-20T15:15:00.000",,"M","W","NHIS","M","NS","T","X","GROVE ST & MAIN ST","EXJ","6"
"804391","406","2020-01-20T17:27:00.000",,"M","W",,"V","NS","W","X","50 LINCOLN ST","EXJ","37"
"804393","406","2020-01-20T18:04:00.000",,"M","W","NHIS","M","NS","W","X","PINECREST DR & COLCHESTER RD","ESS","37"
"804415","406","2020-01-21T06:32:00.000",,"M","W",,"M","NS","W","X","90 CENTER RD","ESS","40"
"804417","406","2020-01-21T06:45:00.000",,"M","W",,"M","NS","W","X","ALLEN MARTIN PKWY & SAND HILL RD","ESS","49"
"804416","406","2020-01-21T07:07:00.000",,"M","W",,"M","NS","W","X","SAND HILL RD & ALLEN MARTIN PKWY","ESS","49"
"H716139","406","2020-01-21T11:10:00.000","F","F","W",,"V","NS","T","X","SUSIE WILSON BYPASS","EXJ","42"
"H716169","406","2020-01-21T13:29:00.000","M","M","W",,"M","NS","W","X","SUSIE WILSON BYPASS","EXJ","42"
"H716202","406","2020-01-21T14:59:00.000","M","M","W",,"M","NS","W","X","119 MAIN ST","EXJ","42"
"H716198","406","2020-01-21T17:30:00.000","M","M","B",,"M","NS","W","X","PINECREST DR @ COLCHESTER RD","EXJ","2"
"H716122","406","2020-01-21T18:06:00.000","M","M","W",,"M","NS","T","X","PINECREST DT @ COLCHESTER RD","EXJ","2"
"804699","406","2020-01-21T18:45:00.000",,"M","W","NHIS","M","NS","W","X","PINECREST DR & COLCHESTER RD","ESS","37"
"804698","406","2020-01-21T18:53:00.000",,"M","W",,"V","NS","W","X","120 COLCHESTER RD","ESS","37"
"804696","406","2020-01-21T19:20:00.000",,"M","W","NHIS","M","NS","T","X","20 river rd","ESS","37"
"H716199","406","2020-01-21T19:44:00.000","M","M","W",,"V","NS","W","X","141 PEARL ST","EXJ","34"
"H716197","406","2020-01-21T22:59:00.000","M","M","W",,"M","NS","W","X","EXIT 9 OVERPASS","ESS","2"
"H716177","406","2020-01-21T23:24:00.000","F","F","W",,"V","NS","W","X","SUSIE WILSON RD & 2A","ESS","34"
"H716301","406","2020-01-22T07:36:00.000","F","F","A",,"M","NS","W","X","MAIIN ST/ PEARL ST","EXJ","42"
"H716334","406","2020-01-22T07:52:00.000","F","F","A",,"M","NS","W","X","MAPLE ST/ PEARL ST","EXJ","42"
"H716308","406","2020-01-22T08:08:00.000","M","M","W",,"M","NS","W","X","LINCOLN ST/ PARK ST","EXJ","42"
"804967","406","2020-01-22T08:25:00.000",,"F","W",,"M","NS","T","X","100 lincoln street","EXJ","40"
"804969","406","2020-01-22T08:42:00.000",,"M","W","NHIS","M","NS","T","X","45 LINCOLN ST","EXJ","40"
"804971","406","2020-01-22T08:58:00.000",,"F","W","NHIS","M","NS","W","X","NORTH ST & LINCOLN ST","EXJ","40"
"H716343","406","2020-01-22T09:06:00.000","F","F","W",,"M","NS","W","X","COLCHESTER RD/ 289","ESS","42"
"804973","406","2020-01-22T09:09:00.000",,"F","W","NHIS","V","NS","W","X","78 LINCOLN ST","EXJ","40"
"H716352","406","2020-01-22T09:16:00.000","F","F","W",,"M","NS","W","X","67 LINCOLN ST","EXJ","42"
"804975","406","2020-01-22T09:25:00.000",,"F","W",,"V","NS","W","X","PEARL ST & WILLEYS CT","EXJ","40"
"816250","406","2020-01-22T11:15:00.000",,"F","W",,"M","NS","W","X","RIVER RD & N WILLISTON RD","ESS","12"
"806049","406","2020-01-22T13:00:00.000",,"M","W",,"E","NS","W","X","1 MASON DR","EXJ","19"
"H716326","406","2020-01-22T18:02:00.000","F","F","W",,"M","NS","W","X","LINCOLN ST/WHITCOMB GARAGE","EXJ","46"
"806097","406","2020-01-22T18:20:00.000",,"F","W",,"E","NS","W","X","COLCHESTER RD & SUSIE WILSON BYP","ESS","29"
"H716298","406","2020-01-22T18:47:00.000","F","F","A",,"M","NS","W","X","WEST OF EXIT 9","ESS","46"
"805139","406","2020-01-22T19:10:00.000",,"M","W",,"E","NS","W","X","GENTES RD & LAMORE RD","ESS","34"
"805140","406","2020-01-22T19:34:00.000",,"M","W","NHIS","M","NS","T","X","141 PEARL ST","EXJ","34"
"H716286","406","2020-01-22T19:56:00.000","F","F","W",,"M","NS","W","X","LINCOLN ST/NORTH ST","EXJ","46"
"H716323","406","2020-01-22T21:05:00.000","F","F","W",,"M","NS","W","X","PEARL ST/ESSEX AUTO","EXJ","46"
"H716317","406","2020-01-22T21:26:00.000","M","M","W",,"M","NS","W","X","PEARL ST/ESSEX AUTO","EXJ","46"
"H716357","406","2020-01-22T21:38:00.000","M","M","W",,"M","NS","W","X","PEARL ST/ESSEX AUTO","EXJ","46"
"805138","406","2020-01-22T21:45:00.000",,"F","W","NHIS","M","NS","W","X","141 PEARL ST","EXJ","34"
"H716312","406","2020-01-22T21:52:00.000","M","M","W",,"V","NS","W","X","PEARL ST @ SUMMIT ST","EXJ","2"
"805137","406","2020-01-22T22:03:00.000",,"M","W",,"M","NS","W","X","73 MAPLE ST","EXJ","34"
"H716212","406","2020-01-22T22:58:00.000","F","F","W",,"M","NS","T","X","9 ON RAMP EB","ESS","2"
"805136","406","2020-01-23T00:09:00.000",,"M","W",,"M","NS","W","X","141 PEARL ST","EXJ","34"
"805151","406","2020-01-23T06:25:00.000",,"F","W",,"M","NS","T","X","105 PEARL ST","EXJ","40"
"805153","406","2020-01-23T06:49:00.000",,"M","W",,"M","NS","W","X","ESSEX WAY & CENTER RD","ESS","40"
"805154","406","2020-01-23T07:30:00.000",,"M","B",,"M","NS","W","X","194 COLCHESTER RD","ESS","40"
"805155","406","2020-01-23T07:46:00.000",,"F","W","NHIS","M","NS","W","X","78 LINCOLN ST","EXJ","40"
"805208","406","2020-01-23T07:52:00.000",,"M","W",,"M","NS","W","X","27 PARK ST","EXJ","50"
"805640","406","2020-01-23T08:10:00.000",,"M","W","NHIS","M","NS","W","X","138 BROWNS RIVER RD","ESS","29"
"805212","406","2020-01-23T08:30:00.000",,"M","W",,"V","NS","W","X","90 CENTER RD","ESS","50"
"805205","406","2020-01-23T08:47:00.000",,"M","B","NHIS","M","NS","W","X","I 289 & Upper Main St","ESS","50"
"805207","406","2020-01-23T09:52:00.000",,"F","W",,"M","NS","W","X","106 COLCHESTER RD","ESS","50"
"805264","406","2020-01-23T12:15:00.000",,"F","W","NHIS","M","NS","W","X","EDUCATIONAL DR & OLD COLCHESTER RD","EXJ","19"
"805639","406","2020-01-23T14:10:00.000",,"F","W","NHIS","V","NS","W","X","104 OLD COLCHESTER RD","ESS","29"
