"code","organization_name","phone_number","website_address","contact_email","organizational_description","umbrella","county_or_counties_served","addison","bennington","caledonia","chittenden","essex","franklin","grand_isle","lamoille","orange","orleans","rutland","washington","windham","windsor"
"01-410","Vermont Parks Forever","802-917-1719","https://www.vermontparksforever.org","info@vermontparksforever.org","Vermont Parks Forever, the foundation for Vermont State Parks, works to enhance and preserve the parks through the charitable support of generous individuals, foundations, and businesses. VPF provides innovative education opportunities in the parks, increases park access for underserved communities, and inspires stewardship of natural places.","United Way of Addison County","Addison","x",,,,,,,,,,,,,
"01-420","VSA Vermont","802-871-5002","http://www.vsavt.org","ashleigh@vsavt.org","Founded in 1986, VSA Vermont serves Vermonters both with and without disabilities, ages birth through seniors. Through arts-based programs in every region of Vermont, we work to make our state a more accessible and inclusive community. In 2018, we engaged 4,600 participants at 154 sites.","United Way of Addison County","Addison","x",,,,,,,,,,,,,
"01-430","VT Child Care Industry and Careers Council","802-985-2700","https://www.vtchildcareindustry.org","vccicc@comcast.net","VCCICC works to improve quality and sustain growth of the child care workforce. We enhance the knowledge and skills of early care and education providers by coordinating the Registered Child Care Apprenticeship Program.","United Way of Addison County","Addison","x",,,,,,,,,,,,,
"04-200","United Way of Northwest Vermont","802-861-7851","www.unitedwaynwvt.org","cari@unitedwaynwvt.org","We unite communities to solve complex problems, convening advocates, organizations and  institutions to address community issues by working together. Our networks, partnerships and strategic initiatives improve lives.","United Way of Northwest Vermont","Chittenden, Franklin, Grand Isle",,,,"x",,"x","x",,,,,,,
"04-210","Age Well","802-865-0360","www.agewellvt.org","swool@agewellvt.org","Age Well's services meet the needs of clients, families and caregivers of Northwestern Vermont's aging population. We believe that health happens at home and focus on lifestyle and wellness.","United Way of Northwest Vermont","Chittenden, Franklin, Grand Isle",,,,"x",,"x","x",,,,,,,
"04-220","Alzheimer's Association, Vermont Chapter (Alzheimer's Disease And Related Disorders Association, Inc.)","802.316.3839","https://alz.org/vermont","jmitchell@alz.org","The leading voluntary health organization in Alzheimer's care, support and research; 24/7 Helpine, care consultationsw, support groups and education programs are provided free of charge.","United Way of Northwest Vermont","Chittenden, Franklin, Grand Isle",,,,"x",,"x","x",,,,,,,
"04-230","American Cancer Society","800-227-2345","www.cancer.org","matchinggifts@cancer.org","The American Cancer Society leads the way in research and offers life-saving patient services like rides to treatment, lodging near hospitals, and a 24/7 live helpline.","United Way of Northwest Vermont","Chittenden, Franklin, Grand Isle",,,,"x",,"x","x",,,,,,,
"04-240","Aunt Dot's Place","802-857-8208","https://www.auntdotsplace.com/","auntdotsplace@gmail.com","Here at Aunt Dot's Place, Our goal is small but our vision is large. A passionate, dedicated team of volunteers have joined forces to create a local food shelf for the residents in the Essex Community.","United Way of Northwest Vermont","Chittenden",,,,"x",,,,,,,,,,
"04-250","Burlington Dismas House","802-658-0381","https://dismasofvt.org/burlington-dismas/","kim@dismasofvt.org","Burlington Dismas House offers structured, supportive transitional housing for individuals striving to change their lives after being released from prison. By helping former prisoners transition to productive lives, Burlington Dismas House reduces the repetition of criminal behavior and incarceration, and helps to reduce poverty.","United Way of Northwest Vermont","Chittenden, Franklin, Grand Isle",,,,"x",,"x","x",,,,,,,
"04-260","CarePartners Adult Day Center, Inc.","802-527-0548","www.carepartnersvt.org","info@carepartnersvt.org","Our adult day center, serving Franklin and Grand Isle Counties, provides a warm, safe place for adults with dementia and/or physical impairment to spend the day.","United Way of Northwest Vermont","Franklin, Grand Isle",,,,,,"x","x",,,,,,,
"04-270","Cathedral Square","802-863-2224","https://cathedralsquare.org/","bouton@cathedralsquare.org","Founded in 1977, Cathedral Square is a leader in the creation of affordable, service-enriched housing for low- and modest-income older adults and people with special needs. It serves over 1,200 residents and administers the nationally recognized Support and Services at Home (SASH) program statewide.","United Way of Northwest Vermont","Chittenden, Franklin, Grand Isle",,,,"x",,"x","x",,,,,,,
"04-280","Champlain Community Services (CCS), Inc.","802-655-0511","http://ccs-vt.org","mreilly@ccs-vt.org","Champlain Community Services (CCS) is a developmental services and health care provider offering personalized, coordinated services to Vermonters with intellectual disabilities and autism. Specializing in employment, it also provides  supports at home, at school, and in the community.","United Way of Northwest Vermont","Chittenden, Franklin, Grand Isle",,,,"x",,"x","x",,,,,,,
"04-290","Champlain Housing Trust","802-862-6244","http://www.getahome.org/","addie.livingston@champlainhousingtrust.org","CHT is the largest community land trust in the country. Throughout Chittenden, Franklin, and Grand Isle counties, CHT manages apartments, stewards homes in its shared-equity program, offers homebuyer education and financial counseling, provides services to housing cooperatives, and offers affordable energy efficiency and rehab loans.","United Way of Northwest Vermont","Chittenden, Franklin, Grand Isle",,,,"x",,"x","x",,,,,,,
"04-300","Child Care Resource","802-863-3367","https://www.childcareresource.org","scorron@childcareresource.org","Child Care Resource helps families address their child care challenges.  We provide access to and resources for early care and education. We help connect children to care, process financial assistance and consult on-site with providers.","United Way of Northwest Vermont","Chittenden",,,,"x",,,,,,,,,,
"04-310","Chittenden Emergency Food Shelf","802-658-7939","http://www.feedingchittenden.org/","amcmahon@cvoeo.org","The Chittenden Emergency Food Shelf works to alleviate hunger by feeding people and cultivating opportunities. As the largest direct service emergency food provider in Vermont, CEFS serves over 10,000 people each year.","United Way of Northwest Vermont","Chittenden",,,,"x",,,,,,,,,,
"04-320","Committee On Temporary Shelter (COTS)","802 864-7402","https://cotsonline.org/","info@cotsonline.org","COTS is the largest provider in Vermont of services to assist people who are homeless or at risk of homelessness. We provide emergency-shelter, transitional and permanent housing and prevention and re-housing assistance for individuals and families.","United Way of Northwest Vermont","Chittenden",,,,"x",,,,,,,,,,
"04-330","Community Health Centers of Burlington","802-864-6309","https://www.chcb.org/","info@chcb.org","CHCB provides comprehensive health care to residents, regardless of their financial circumstance or ability to pay, to improve health access and community health outcomes.","United Way of Northwest Vermont","Chittenden, Grand Isle",,,,"x",,,"x",,,,,,,
"04-340","CVOEO/Voices Against Violence","802 524-8538","www.voicesagainstviolence.org","klukensr@cvoeo.org","Voices Against Violence works towards the elimination of domestic and sexual violence and stalking through direct service, education, and systems change within Franklin and Grand Isle Counties.","United Way of Northwest Vermont","Grand Isle",,,,,,,"x",,,,,,,
"04-350","Ethan Allen Residence","802-658-1573","https://livingwellgroup.org/location/living-well-residence-burlington-vermont/","mmougey@ethanallenresidence.org","Ethan Allen Residence is a nonprofit Level III care facility located in Burlington, providing a safe and enriching home-like setting for residents living with dementia who can no longer function alone at home.","United Way of Northwest Vermont","Chittenden, Franklin, Grand Isle",,,,"x",,"x","x",,,,,,,
"04-360","Franklin County Animal Rescue","802 524-9650","www.fcarpets.org","info@fcarpets.org","AKA Franklin County Humane Society, FCAR serves the people and companion animals of northwestern Vermont by promoting the health, welfare and humane treatment of animals, providing temporary shelter to homeless pets and working to give them good, permanent homes within the community. In 2018, FCAR cared for >850 animals.","United Way of Northwest Vermont","Chittenden, Franklin, Grand Isle",,,,"x",,"x","x",,,,,,,
"04-370","Franklin County Home Health Agency, Inc.","802-527-7531","https://www.fchha.org","info@fchha.org","Franklin County Home health Agency provides home health and hospice care in home settings in a professional manner that promotes health, independence, comfort, dignity & quality of life.  Our staff uses the latest medical technologies to provide high quality and compassionate care to those in need throughout Franklin County.","United Way of Northwest Vermont","Franklin",,,,,,"x",,,,,,,,
"04-380","Good Beginnings of Central Vermont","802 595-7953","www.goodbeginningscentralvt.org","info@goodbeginningscentralvt.org","The mission of Good Beginnings of Central Vermont is to bring community to families and their babies. Hundreds of families each year are matched with a Postpartum Angel, visit the The Nest, or attend early parenting workshops or babywearing clinics. Any family with a new baby is eligible.","United Way of Northwest Vermont","Chittenden",,,,"x",,,,,,,,,,
"04-390","Governor's Institutes of Vermont","802 865-4448","www.giv.org","info@giv.org","Changing hundreds of Vermont teenagers’ lives each year through low-cost, world-class academic and artistic enrichment residencies on college campuses. GIV serves students from every Vermont high school and every possible background with mentorship, social support, academic skill-building and career exposure.","United Way of Northwest Vermont","Chittenden, Franklin, Grand Isle",,,,"x",,"x","x",,,,,,,
"04-400","Greater Burlington YMCA","802-862-9622","https://www.gbymca.org/","DonorServices@gbymca.org","The Greater Burlington YMCA, a charitable organization, provides programs and services focusing on Youth Development, Healthy Living, and Social Responsibility. We strengthen our community, families, and children.","United Way of Northwest Vermont","Chittenden, Franklin, Grand Isle",,,,"x",,"x","x",,,,,,,
"04-410","Green Mountain Habitat for Humanity","802-872-8726","https://vermonthabitat.org/","cstevens@vermonthabitat.org","Green Mountain Habitat for Humanity builds decent and perpetually affordable homes for low-income working families. The families buy the home at the cost to build it and also complete 400 hours of sweat equity helping to build their home.","United Way of Northwest Vermont","Chittenden",,,,"x",,,,,,,,,,
"04-420","HANDS (Helping and Nurturing Diverse Seniors)","802-864-7528","www.handsvt.org","handsvt@gmail.com","Food for seniors through ""HANDS in the Dirt"" gardening programs at long-term nursing centers & senior housing; Holiday Dinner with hot meal & wrapped giftbag for 700 through either delivery or sitdown dinner; ""HANDS in the Kitchen"" nutrition education workshops; ""Good Food Truck"" weekly meal deliveries in Winooski","United Way of Northwest Vermont","Chittenden",,,,"x",,,,,,,,,,
"04-430","Howard Center","802-488-6000","www.howardcenter.org","hcinfo@howardcenter.org","Howard Center offers a full range of mental health, substance use, and developmental disability services to children, adults, and families in Chittenden County. Some of the many services we offer include crisis and counseling services, education for school aged children, and medical services for those with substance use disorders.","United Way of Northwest Vermont","Chittenden",,,,"x",,,,,,,,,,
"04-440","Humane Society of Chittenden County","802-862-0135 x 15","hsccvt.org","bestfriends@hsccvt.org","HSCC is a private and independent 501(c)(3) not-for-profit organization serving both Chittenden and Grand Isle Counties whose mission is to foster compassionate treatment of animals and prevent animal suffering; to strengthen the human-animal bond; and to further the cause of responsible animal ownership through education and public awareness.","United Way of Northwest Vermont","Chittenden, Grand Isle",,,,"x",,,"x",,,,,,,
"04-450","Hunger Free Vermont","802-865-0255","www.hungerfreevt.org","info@hungerfreevt.org","Hunger Free Vermont’s mission is to end the injustice of hunger and malnutrition for all Vermonters. We believe that everyone, at every age, has the right to food to sustain an active and healthy life.","United Way of Northwest Vermont","Chittenden, Franklin, Grand Isle",,,,"x",,"x","x",,,,,,,
"04-460","Intervale Center","802-660-0440","https://www.intervale.org/","mandy@intervale.org","The Intervale Center’s mission is to strengthen community food systems. We care for a unique community resource: 350 acres of farm fields, wetlands, trails and wildlife corridors in the heart of Burlington. Our statewide programs provide technical assistance to farmers, grow trees for riparian restoration projects, and improve food access.","United Way of Northwest Vermont","Chittenden",,,,"x",,,,,,,,,,
"04-470","Janet S Munt Family Room","802-862-2121","https://www.thefamilyroomvt.org/","josh@thefamilyroomvt.org","The Family Room is a parent-child center that supports connections between a diverse community of parents and families and promotes physical, social, emotional, and linguistic development in children ages 0-5 with high quality preschool, playgroups, curriculum-based programming, and case management.","United Way of Northwest Vermont","Chittenden",,,,"x",,,,,,,,,,
"04-480","Junior League of Champlain Valley","802-233-7007","https://www.jlcv.org","vermontjlcv@gmail.com","The Junior League of Champlain Valley (JLCV) is a non-profit organization that supports local women, children and families through voluntarism. JLCV supports the growth of its members through trainings and leadership opportunities. JLCV opened the first diaper bank in Chittenden County.  Our current focus area is Affordable Living in Fall 2018.","United Way of Northwest Vermont","Chittenden",,,,"x",,,,,,,,,,
"04-490","KidSafe Collaborative","802 863-9626","www.kidsafevt.org","kidsafe@kidsafevt.org","KidSafe engages individuals, agencies and groups to work together to improve our community's response to child abuse and neglect","United Way of Northwest Vermont","Chittenden, Franklin, Grand Isle",,,,"x",,"x","x",,,,,,,
"04-500","King Street Center","802-862-6736","https://kingstreetcenter.org/","susannah@kingstreetcenter.org","King Street Center creates a place where kids meet opportunity through learning, play, and community. For nearly 50 years, we’ve served our diverse neighborhood, dense with low-income housing, providing quality care, academic support, daily meals, and enrichment opportunities. Kids age 18 months-18 years old can grow up at King Street Center!","United Way of Northwest Vermont","Chittenden",,,,"x",,,,,,,,,,
"04-510","Lake Champlain Committee","802-658-1414","https://www.lakechamplaincommittee.org/","lcc@lakechamplaincommittee.org","Non-profit environmental organization working to protect Lake Champlain’s environmental integrity and recreational resources for this and future generations through science-based advocacy, education and collaborative action.","United Way of Northwest Vermont","Chittenden",,,,"x",,,,,,,,,,
"04-520","Living Well Group","802-658-1573","https://livingwellgroup.org/","ddeluca@livingwellgroup.org","Living Well Group is a nonprofit organization based in Burlington that owns and operates Level III residential care facilities for low income older adults living with dementia. Our goal is to address health disparities in our community through an innovative, holistic approach.","United Way of Northwest Vermont","Chittenden, Franklin, Grand Isle",,,,"x",,"x","x",,,,,,,
"04-530","Local Motion","802-861-2700","www.localmotion.org","giving@localmotion.org","Statewide advocacy organization making biking and walking a way of life across Vermont. Operates the Island Line Bike Ferry, Trailside Center bike rentals and Valet Bike Parking; Holds workshops/trainings to educate children/adults in bike safety; Works with communities and advocate for better bike/walk infrastructure; Influences state policy.","United Way of Northwest Vermont","Chittenden, Franklin, Grand Isle",,,,"x",,"x","x",,,,,,,
"04-540","Lund Family Center","802 864-7467","https://www.lundvt.org","info@lundvt.org","Helping children across Vermont thrive by empowering families to break cycles of poverty, addiction and abuse.  Offering hope and opportunity through family centered and trauma informed clinical treatment, adoption, and child and family services.","United Way of Northwest Vermont","Chittenden, Franklin, Grand Isle",,,,"x",,"x","x",,,,,,,
"04-550","MENTOR Vermont","802-658-1888","https://www.mentorvt.org","Chad@mentorvt.org","MENTOR Vermont provides resources and support to youth mentoring programs in Vermont so they can meet the needs of young people in their communities. Our vision is that every young person in Vermont has the supportive mentoring relationships they need to grow and develop into thriving, productive, and engaged adults.","United Way of Northwest Vermont","Chittenden, Franklin, Grand Isle",,,,"x",,"x","x",,,,,,,
"04-560","Michael Zemanek Memorial Foundation, Inc.","802-272-4934","http://www.MZMF.ORG","mzmf2014@gmail.com","We provide financial support to widows/ers and half-orphaned children who are faced with situations, which poise a significant financial hardship for their immediate family of sworn Vermont Law Enforcement Officers who have died.","United Way of Northwest Vermont","Chittenden, Franklin, Grand Isle",,,,"x",,"x","x",,,,,,,
"04-570","National Alliance on Mental Illness of Vermont (NAMI Vermont)","802-876-7949","http://www.namivt.org","info@namivt.org","NAMI Vermont (National Alliance on Mental Illness of Vermont) is a small grassroots organization dedicated to improving the lives of individuals and families affected by mental illness or mental health challenges. NAMI Vermont focuses on three cornerstones of activity: advocacy, education and support.","United Way of Northwest Vermont","Chittenden, Franklin, Grand Isle",,,,"x",,"x","x",,,,,,,
"04-580","Northwestern Counseling & Support Services","802-393-6414","http://www.ncssinc.org","jhalko@ncssinc.org","Serving Franklin and Grand Isle Counties providing intervention and support to children, adolescents, and adults with emotional and behavioral problems, mental health challenges and intellectual disabilities.","United Way of Northwest Vermont","Franklin, Grand Isle",,,,,,"x","x",,,,,,,
"04-590","Outright Vermont","802-865-9677","http://www.outrightvt.org","dana@outrightvt.org","Outright Vermont provides comprehensive statewide initiatives to improve the lives of LGBTQ+ youth who face disproportionate health risks compared to their peers. Our programs focus on Developing Self and Peer Connections, Strengthening Families, and Transforming Schools, Communities, and Systems.","United Way of Northwest Vermont","Chittenden",,,,"x",,,,,,,,,,
"04-600","Pathways Vermont","888-492-8218","https://www.pathwaysvermont.org/","info@pathwaysvermont.org","Pathways Vermont supports people to live and thrive in the community at times in their lives when they are most distressed: When they are experiencing homelessness, incarceration, institutionalization, mental health or substance abuse struggles.","United Way of Northwest Vermont","Chittenden, Franklin, Grand Isle",,,,"x",,"x","x",,,,,,,
"04-610","Planned Parenthood of Northern New England","800-287-8188 ext 9704","https://www.plannedparenthood.org/planned-parenthood-northern-new-england","supportus@ppnne.org","We provide affordable healthcare and education with a focus on serving low-income and uninsured women, men, and young people in our communities.","United Way of Northwest Vermont","Chittenden, Franklin, Grand Isle",,,,"x",,"x","x",,,,,,,
"04-620","ReSOURCE: A Nonprofit Community Enterprise, Inc.","802-658-4143","https://resourcevt.org","info@resourcevt.org","ReSOURCE provides job-skill training and alleviates poverty by creating economic opportunities through the promotion of reuse in their stores preventing useful material from entering landfills.","United Way of Northwest Vermont","Chittenden",,,,"x",,,,,,,,,,
"04-630","Salvation Farms, Inc.","802-888-4360","https://www.salvationfarms.org/","info@salvationfarms.org","Salvation Farms works with farmers, partners, and community members to move wholesome crops that have no market to those in need of nourishment. Salvation Farms is working toward a future where communities are increasingly fed by local farms.","United Way of Northwest Vermont","Chittenden, Franklin, Grand Isle",,,,"x",,"x","x",,,,,,,
"04-640","Spectrum Youth & Family Services","802-864-7423","http://www.spectrumvt.org","info@spectrumvt.org","Spectrum helps homeless, at-risk, and foster youth (ages 14-26) and families in Northern Vermont make and sustain positive changes in their lives through emergency and transitional housing, counseling, employment programs, mentoring and supportive youth-friendly services, including programs for multicultural and DCF-involved youth.","United Way of Northwest Vermont","Chittenden, Franklin, Grand Isle",,,,"x",,"x","x",,,,,,,
"04-650","STARBASE Vermont, Inc.","802 660-5201","https://starbasevt.org","dan@starbasevt.org","Serves at-risk Vermont youth with hands-on learning to inspire greater student interest, knowledge, and skills in science, technology, engineering, and math (STEM).  Activities also improve problem solving, team-building, and healthy choices.","United Way of Northwest Vermont","Chittenden, Franklin, Grand Isle",,,,"x",,"x","x",,,,,,,
"04-660","Steps to End Domestic Violence","802-658-3131","https://www.stepsVT.org/","steps@stepsvt.org","Working to end domestic abuse and provide supportive services through a hotline, emergency and transitional housing, legal advocacy, children's services, and community education and prevention.","United Way of Northwest Vermont","Chittenden",,,,"x",,,,,,,,,,
"04-670","The DREAM Program","802-338-8979","https://www.dreamprogram.org/","info@dreamprogram.org","DREAM’s mission is to close the opportunity gap for children living in low-income housing. We provide a “Village Mentoring” model with a mix of one-on-one and team mentoring, local and regional adventure trips, and overnight summer camp at Camp DREAM.","United Way of Northwest Vermont","Chittenden",,,,"x",,,,,,,,,,
"04-680","U.S. Committee for Refugees and Immigrants - Vermont Office","802-655-1963","https://refugees.org/field-office/vermont/","amerdzanovic@uscrivt.org","USCRI Vermont provides refugees and immigrants with a comprehensive range of services and delivers targeted programming to ensure long-term community integration and self-sufficiency. USCRI Vermont is the only refugee resettlement agency in the state, helping hundreds of refugees successfully settle in VT each year.","United Way of Northwest Vermont","Chittenden",,,,"x",,,,,,,,,,
"04-690","University of Vermont Health Network Home Health & Hospice","802-658-1900","https://www.uvmhomehealth.org/","info@uvmhomehealth.org","Home Health & Hospice helps people live their fullest lives by providing innovative, high-value, compassionate care wherever they call home.","United Way of Northwest Vermont","Chittenden, Grand Isle",,,,"x",,,"x",,,,,,,
"04-700","Vermont Adult Learning","800-322-4004","www.vtadultlearning.org","halcohen@vtadultlearning.org","Vermont Adult Learning provides the estimated 42,000 adult Vermonters who didn’t complete high school, the opportunity to earn their diplomas.  This paves the way to better opportunities for employment and for sustainable, long term improvement of overall quality and betterment of life for themselves, their families, and their communities.","United Way of Northwest Vermont","Chittenden, Franklin, Grand Isle",,,,"x",,"x","x",,,,,,,
"04-710","Vermont Bar Foundation","802-223-1400","https://vtbarfoundation.org","dbailey@vtbarfoundation.org","The Vermont Bar Foundation supports essential legal services by awarding grants to law related programs that provide civil legal services to low-income Vermonters or educate the public about the courts and legal matters.","United Way of Northwest Vermont","Chittenden, Franklin, Grand Isle",,,,"x",,"x","x",,,,,,,
"04-720","Vermont Catholic Charities, Inc.","802-658-6111","http://www.vermontcatholic.org","charities@vermontcatholic.org","Vermont Catholic Charities is a state wide social service 
organization that provides support services to individuals, families and the elderly including emergency aid, counseling, residential care homes.","United Way of Northwest Vermont","Chittenden, Franklin, Grand Isle",,,,"x",,"x","x",,,,,,,
"04-730","Vermont Disaster Recovery Fund","802 985-2461","www.vdrf.org","mikevt@yahoo.com","VDRF provides grants to families to aid in recovery of their primary residence from community wide disaster damages after all other sources of help are exhausted.","United Way of Northwest Vermont","Chittenden, Franklin, Grand Isle",,,,"x",,"x","x",,,,,,,
"04-740","Vermont Family Network","800 800-4005","https://www.vermontfamilynetwork.org","info@vtfn.org","VFN serves all VT families of children with special needs.","United Way of Northwest Vermont","Chittenden, Franklin, Grand Isle",,,,"x",,"x","x",,,,,,,
"04-750","Vermont Foodbank","802 476-3341","https://www.vtfoodbank.org","jwilliams@vtfoodbank.org","As Vermont's largest hunger relief organization, we help to feed 153,000+ Vermonters annually and provide food and nutrition programs in schools, hospitals, and seniors centers.","United Way of Northwest Vermont","Chittenden, Franklin, Grand Isle",,,,"x",,"x","x",,,,,,,
"04-760","Vermont Natural Resources Council","802 223-2328","http://vnrc.org","info@vnrc.org","Through research, education, and advocacy, VNRC protects and enhances Vermont’s natural environments, vibrant communities, working landscapes, rural character, and unique sense of place.","United Way of Northwest Vermont","Chittenden, Franklin, Grand Isle",,,,"x",,"x","x",,,,,,,
