"id","reporting_agency","report_number","date","street_address","town","number","number1","number2","number3","intersection","distance_from_intersection","distance_1","posted_speed","direction_of_collision","direction_from_intersection","easting","northing","mile_marker","mile_marker_1","mile_marker_2","aot_roadway","aot_route","aot_actual_mile","lrs_number","how_mapped","crash_type","location_1"
"231","VT0110200","12RL10698","2012-10-18T00:00:00.000","BRUS-4 West Street","Rutland City","NO DATA","NO DATA","NO DATA","NO DATA","Wales Street","NO DATA","NO DATA","30.00000000","8 - No Turns, Thru moves only, Broadside ^<","NO DATA","461597","122939","NO DATA","NO DATA","NO DATA","State System (State Highways and Class I TH links)","WEST RUTLAND-RUTLAND (BR US-4)","1.66000000","B004-1119","LRS","Property Damage Only","(43.60810711, -72.97779522)"
"2765","VT0070000","12GIC0251","2012-02-18T00:00:00.000","US-2","Alburgh","NO DATA","NO DATA","2","NO DATA","Bay Rd","0","Miles","50.00000000","NO DATA","East","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","State System (State Highways and Class I TH links)","US-2","6.83000000","U002-0701","LRS","Property Damage Only","(44.95285875, -73.27071147)"
"2086","VT0040500","12CC04250","2012-06-26T00:00:00.000","FAU-5614 Mill Pond Road","Colchester","NO DATA","NO DATA","NO DATA","NO DATA","Vermont Route 2A","0","Miles","35.00000000","7 - Other - Explain in Narrative","South","448425","227219","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","MILL POND ROAD, COLCHESTER","1.40000000","S56140405","LRS","Property Damage Only","(44.54242086, -73.15172231)"
"750","VT0130500","12DV00795","2012-09-28T00:00:00.000","FAS-106 Dover Hill Road","Dover","NO DATA","NO DATA","NO DATA","NO DATA","37 Dover Hill Road","NO DATA","NO DATA","35.00000000","6 - Single Vehicle Crash","NO DATA","004-77-830E","000-49-901N","NO DATA","NO DATA","NO DATA","Federal Aid Secondary System (Class 2 TH)","FAS 0106","4.01000000","S01061304","LRS","Property Damage Only","(42.94885083, -72.7716549)"
"1633","VT0110200","12RL02696","2012-03-30T00:00:00.000","FAU 3064 (West Street)","Rutland City","NO DATA","NO DATA","NO DATA","NO DATA","Merchants Row","NO DATA","NO DATA","30.00000000","10 - Left Turn and Thru, Angle Broadside -->v--","NO DATA","461175","123161","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","WEST ST., RUTLAND CITY","0.75000000","S30641119","LRS","Property Damage Only","(43.60779904, -72.98076261)"
"1732","VT0110200","12RL00274","2012-01-11T00:00:00.000","Park Street","Rutland City","NO DATA","NO DATA","NO DATA","NO DATA","South Main Street","10","Feet","30.00000000","7 - Other - Explain in Narrative","West","462003","122182","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","PARK ST., RUTLAND CITY","0.60000000","S30461119","LRS","Property Damage Only","(43.59698413, -72.97011099)"
"716","VTVSP1000","12D203626","2012-12-29T00:00:00.000","FAS-123 Windham Hill Rd","Townshend","3","NO DATA","NO DATA","NO DATA","#505","500","Feet","35.00000000","6 - Single Vehicle Crash","NO DATA","482949","66176","NO DATA","NO DATA","NO DATA","Federal Aid Secondary System (Class 2 TH)","FAS 0123 (VT 121 TH)","0.43000000","S01231317","LRS","Injury","(43.08941297, -72.70811168)"
"1278","VT0130200","12BB09382","2012-12-13T00:00:00.000","FAU-2004 Bridge St","Brattleboro","NO DATA","NO DATA","NO DATA","NO DATA","Depot St","NO DATA","NO DATA","25.00000000","1 - Rear End","NO DATA","004-95-400","000-39-031","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","BRIDGE ST., VT 119, BRATTLEBORO","0.05000000","S20041302","LRS","Property Damage Only","(42.85136792, -72.55642535)"
"1962","VT0040300","12SB01595","2012-02-29T00:00:00.000","FAU 5208 (Dorset Street)","South Burlington","NO DATA","NO DATA","NO DATA","NO DATA","Nowland Farm Road","1","Feet","40.00000000","8 - No Turns, Thru moves only, Broadside ^<","North","446268","214565","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","DORSET ST., SOUTH BURLINGTON","1.32000000","S52080414","LRS","Injury","(44.42921702, -73.17484427)"
"534","VTVSP1300","12B301671","2012-07-30T00:00:00.000","I 91 Exit 17 Ramp B/US RT 302","Newbury","NO DATA","NO DATA","302","NO DATA","I 91","NO DATA","NO DATA","50.00000000","6 - Single Vehicle Crash","East","532940","184392","NO DATA","NO DATA","NO DATA","Ramp or Spur","I-91","0.02000000","I091-0000NR017B","LRS","Property Damage Only","(44.15898149, -72.08803394)"
"1710","VT0110200","12RL10668","2012-10-17T00:00:00.000","FAU-3054 Stratton Road","Rutland City","NO DATA","NO DATA","NO DATA","NO DATA","Piedmont Parkway","NO DATA","NO DATA","30.00000000","1 - Rear End","East","463160","123501","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","STRATTON RD., RUTLAND CITY","1.41000000","S30541119","LRS","Property Damage Only","(43.61153397, -72.95655414)"
"1107","VT0020100","12BN00431","2012-01-20T00:00:00.000","FAU-1050 Kocher Drive","Bennington","NO DATA","NO DATA","NO DATA","NO DATA","State Route 7","25","Feet","35.00000000","5 - Rear-to-rear","East","442762","44052","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","TOWN HWY. NO. 28 (KOCHER DR.), BENNINGTON","0.00000000","S10500202","LRS","Property Damage Only","(42.89426097, -73.20007063)"
"2050","VT0040100","2012BU030649","2012-12-03T00:00:00.000","FAU-5046 (150 St Paul Street)","Burlington","NO DATA","NO DATA","NO DATA","NO DATA","N/A","NO DATA","NO DATA","30.00000000","8 - No Turns, Thru moves only, Broadside ^<","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","ST. PAUL ST., BURLINGTON","0.58000000","S50460403","LRS","Property Damage Only","(44.47557037, -73.21398668)"
"1822","VT0040300","12SB010900","2012-08-21T00:00:00.000","FAU-5222 Spear St","South Burlington","NO DATA","NO DATA","NO DATA","NO DATA","Allen Rd","NO DATA","NO DATA","35.00000000","3 - Same Direction Sideswipe","NO DATA","444891","213763","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","SPEAR ST., SOUTH BURLINGTON","0.28000000","S52220414","LRS","Property Damage Only","(44.42067521, -73.19602677)"
"1011","VT0041200","12HB00338","2012-04-02T00:00:00.000","Shelburne Falls Rd","Hinesburg","NO DATA","NO DATA","NO DATA","NO DATA","Ballards Corner Rd","NO DATA","NO DATA","45.00000000","7 - Other - Explain in Narrative","NO DATA","450740","204696","NO DATA","NO DATA","NO DATA","Federal Aid Secondary System (Class 2 TH)","FAS 0210","2.89000000","S02100407","LRS","Property Damage Only","(44.34076885, -73.11773849)"
"496","VTVSP0400","12D102424","2012-08-05T00:00:00.000","I-91 S","Westminster","NO DATA","NO DATA","NO DATA","91","Exit 5","4","Miles","65.00000000","6 - Single Vehicle Crash","South","502517","59263","910","1320","2460","State System (State Highways and Class I TH links)","I-91","24.46000000","I091-0000S","LRS","Property Damage Only","(43.03355235, -72.46946095)"
"1789","VT0040300","12SB0001349","2012-02-19T00:00:00.000","FAU 5226 (90 White Street)","South Burlington","NO DATA","NO DATA","NO DATA","NO DATA","Driveway Of Residence","NO DATA","NO DATA","99.00000000","4 - Opp Direction Sideswipe","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","WHITE ST., SOUTH BURLINGTON","0.17000000","S52260414","LRS","Property Damage Only","(44.46849021, -73.1709942)"
"1","VTVSP0100","12A100558","2012-02-15T00:00:00.000","I-89 SB","South Burlington","NO DATA","NO DATA","NO DATA","89","NO DATA","NO DATA","NO DATA","65.00000000","7 - Other - Explain in Narrative","NO DATA","448813","216260","NO DATA","NO DATA","NO DATA","State System (State Highways and Class I TH links)","I-89","85.45000000","I089-0000S","LRS","Property Damage Only","(44.44490334, -73.14373867)"
"1531","VT0040100","2012BU021695","2012-08-27T00:00:00.000","FAU-5036 (201 Park St)","Burlington","NO DATA","NO DATA","NO DATA","NO DATA","Poplar St","10","Feet","25.00000000","7 - Other - Explain in Narrative","West","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","PARK ST., BURLINGTON","0.41000000","S50360403","LRS","Property Damage Only","(44.48631692, -73.21935552)"
"1168","VT0020100","12BN02206","2012-04-08T00:00:00.000","FAU 1006 (Benmont Avenue)","Bennington","NO DATA","NO DATA","NO DATA","NO DATA","Northside Drive","NO DATA","NO DATA","30.00000000","1 - Rear End","NO DATA","442602","44043","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","BENMONT AVE., BENNINGTON","0.75000000","S10060202","LRS","Property Damage Only","(42.89159442, -73.20143505)"
"1348","VT0040100","2012BU025563","2012-10-04T00:00:00.000","FAU-5036 Park Street","Burlington","NO DATA","NO DATA","NO DATA","NO DATA","Pearl Street","NO DATA","NO DATA","25.00000000","1 - Rear End","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","PARK ST., BURLINGTON","0.00000000","S50360403","LRS","Injury","(44.48026615, -73.21902375)"
"196","VTVSP1200","12A304987","2012-11-21T00:00:00.000","I89 NB","Brookfield","NO DATA","NO DATA","NO DATA","89","NO DATA","NO DATA","NO DATA","65.00000000","6 - Single Vehicle Crash","North","170034","177998","89","903","3635","State System (State Highways and Class I TH links)","I-89","36.35000000","I089-0000","LRS","Injury","(44.02256582, -72.61626688)"
"2098","VT0040500","12CC08322","2012-12-08T00:00:00.000","FAU-5608 Malletts Bay Avenue","Colchester","NO DATA","NO DATA","NO DATA","NO DATA","Lavigne Road","0","Miles","35.00000000","6 - Single Vehicle Crash","South","444189","224966","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","MALLETTS BAY AVE., COLCHESTER","1.66000000","S56080405","LRS","Injury","(44.52240904, -73.20175438)"
"1037","VT0140300","12HF01157","2012-04-13T00:00:00.000","FAS-325 Sykes Mountain Avenue","Hartford","NO DATA","NO DATA","NO DATA","NO DATA","Beswick Drive","100","Feet","30.00000000","18 - Right Turn and Thru, Broadside ^<--","East","513403","127358","NO DATA","NO DATA","NO DATA","Federal Aid Secondary System (Class 2 TH)","FAS 0325","0.06000000","S03251408","LRS","Property Damage Only","(43.64650359, -72.33451171)"
"762","VTVSP0900","12C300129","2012-01-14T00:00:00.000","FAS-1030 (2578 South Stream Rd)","Pownal","3","NO DATA","NO DATA","NO DATA","Maple Grove Rd","0","Miles","35.00000000","8 - No Turns, Thru moves only, Broadside ^<","South","445332","36702","NO DATA","NO DATA","NO DATA","Federal Aid Secondary System (Class 2 TH)","FAS 0103","7.50000000","S01030208","LRS","Property Damage Only","(42.82841422, -73.16846597)"
"881","VTVSP1200","12A301322","2012-03-28T00:00:00.000","FAS-205 Graniteville RD","Williamstown","1","NO DATA","NO DATA","NO DATA","House 236","75","Feet","35.00000000","6 - Single Vehicle Crash","South","497508","180505","NO DATA","NO DATA","NO DATA","Federal Aid Secondary System (Class 2 TH)","FAS 0205","0.55000000","S02050917","LRS","Injury","(44.1245999, -72.5313483)"
"1854","VT0040300","12SB00702","2012-01-26T00:00:00.000","FAU-5209 Cheesefactory Road","South Burlington","NO DATA","NO DATA","NO DATA","NO DATA","Hinesburg Road","NO DATA","NO DATA","35.00000000","6 - Single Vehicle Crash","NO DATA","447932","212775","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","CHEESEFACTORY RD., SOUTH BURLINGTON","0.79000000","S52090414","LRS","Property Damage Only","(44.41349131, -73.15358964)"
"356","VTVSP0100","12A101148","2012-03-29T00:00:00.000","I-89 SB","Winooski City","NO DATA","NO DATA","NO DATA","89","Exit 16","NO DATA","NO DATA","55.00000000","1 - Rear End","NO DATA","446436","221769","NO DATA","NO DATA","NO DATA","State System (State Highways and Class I TH links)","I-89","90.54000000","I089-0000S","LRS","Property Damage Only","(44.49417322, -73.17348099)"
"1118","VT0020100","12BN06386","2012-09-08T00:00:00.000","FAU-1037 Orchard Road","Bennington","NO DATA","NO DATA","NO DATA","NO DATA","Willowbrook","NO DATA","NO DATA","35.00000000","8 - No Turns, Thru moves only, Broadside ^<","NO DATA","442536","44400","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","ORCHARD RD., BENNINGTON","0.72000000","S10370202","LRS","Property Damage Only","(42.90507662, -73.21161879)"
"1220","VT0110200","12RL06609","2012-07-10T00:00:00.000","FAU-3006 Crescent Street","Rutland City","NO DATA","NO DATA","NO DATA","NO DATA","Lincoln Avenue","NO DATA","NO DATA","30.00000000","8 - No Turns, Thru moves only, Broadside ^<","North","461297","124081","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","CRESCENT ST., RUTLAND CITY","0.75000000","S30061119","LRS","Property Damage Only","(43.61601702, -72.97696734)"
"1497","VT0040100","2012BU022843","2012-09-07T00:00:00.000","FAU-5016 East Ave","Burlington","NO DATA","NO DATA","NO DATA","NO DATA","Carrigan Dr","NO DATA","NO DATA","25.00000000","10 - Left Turn and Thru, Angle Broadside -->v--","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","EAST AVE., BURLINGTON","0.20000000","S50160403","LRS","Property Damage Only","(44.47543223, -73.19089121)"
"1906","VT0040300","12SB014777","2012-11-02T00:00:00.000","FAU-5208 Dorset Street","South Burlington","NO DATA","NO DATA","NO DATA","NO DATA","Market Street","NO DATA","NO DATA","35.00000000","10 - Left Turn and Thru, Angle Broadside -->v--","NO DATA","445810","218587","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","DORSET ST., SOUTH BURLINGTON","3.85000000","S52080414","LRS","Injury","(44.4654497, -73.18105174)"
"257","VT0110200","12RL11783","2012-11-17T00:00:00.000","BRUS-4 State Street","Rutland City","NO DATA","NO DATA","NO DATA","NO DATA","Pine Street","NO DATA","NO DATA","30.00000000","12 - Left Turn and Thru, Same Direction Sideswipe/Angle Crash vv--","West","460963","123320","NO DATA","NO DATA","NO DATA","State System (State Highways and Class I TH links)","WEST RUTLAND-RUTLAND (BR US-4)","1.30000000","B004-1119","LRS","Property Damage Only","(43.60913213, -72.98313106)"
"1378","VT0040100","2012BU009994","2012-04-28T00:00:00.000","FAU-5026 North Ave/Ethan Allen Pkwy","Burlington","NO DATA","NO DATA","NO DATA","NO DATA","North Ave","NO DATA","NO DATA","30.00000000","10 - Left Turn and Thru, Angle Broadside -->v--","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","NORTH AVE., BURLINGTON","1.90000000","S50260403","LRS","Injury","(44.50374775, -73.24055936)"
"1451","VT0040100","2012BU029048","2012-11-12T00:00:00.000","FAU-5038 Pearl Street","Burlington","NO DATA","NO DATA","NO DATA","NO DATA","North Williams Street","30","Feet","25.00000000","1 - Rear End","East","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","PEARL ST., BURLINGTON","0.78000000","S50380403","LRS","Property Damage Only","(44.48070825, -73.20368919)"
"456","VTVSP1300","12B302542","2012-11-21T00:00:00.000","I91SB","Thetford","NO DATA","NO DATA","NO DATA","91","NO DATA","NO DATA","NO DATA","65.00000000","6 - Single Vehicle Crash","NO DATA","522516","142515","910","911","82","State System (State Highways and Class I TH links)","I-91","82.00000000","I091-0000S","LRS","Property Damage Only","(43.78258219, -72.22007017)"
"591","VTVSP0200","12B100542","2012-02-22T00:00:00.000","I 91 NB","St. Johnsbury","NO DATA","NO DATA","NO DATA","91","Exit 22, MM 132/50","100","Feet","65.00000000","6 - Single Vehicle Crash","North","537862","216954","910","311","1325","State System (State Highways and Class I TH links)","I-91","132.52000000","I091-0000","LRS","Property Damage Only","(44.45342787, -72.0242892)"
"2029","VT0040100","2012BU006710","2012-03-20T00:00:00.000","FAU 5052 (S Union Street)","Burlington","NO DATA","NO DATA","NO DATA","NO DATA","Spruce St","NO DATA","NO DATA","30.00000000","8 - No Turns, Thru moves only, Broadside ^<","North","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","S UNION ST., BURLINGTON","0.39000000","S50520403","LRS","Property Damage Only","(44.47058826, -73.20862115)"
"1877","VT0040300","12SB01291","2012-02-17T00:00:00.000","FAU-5208 Dorset Street","South Burlington","NO DATA","NO DATA","NO DATA","NO DATA","# 10","400","Feet","35.00000000","10 - Left Turn and Thru, Angle Broadside -->v--","South","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","DORSET ST., SOUTH BURLINGTON","3.98000000","S52080414","LRS","Injury","(44.46732059, -73.18137838)"
"662","VTVSP0400","12D100761","2012-03-07T00:00:00.000","I-91 Northbound","Rockingham","NO DATA","NO DATA","NO DATA","91","MM 35/60","NO DATA","NO DATA","65.00000000","6 - Single Vehicle Crash","NO DATA","503005","75839","NO DATA","NO DATA","NO DATA","State System (State Highways and Class I TH links)","I-91","35.60000000","I091-0000","LRS","Property Damage Only","(43.18439531, -72.46275843)"
"1469","VT0040100","2012BU020577","2012-08-16T00:00:00.000","FAU-5038 (337 Pearl St)","Burlington","NO DATA","NO DATA","NO DATA","NO DATA","N Willard St","NO DATA","NO DATA","25.00000000","8 - No Turns, Thru moves only, Broadside ^<","East","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","PEARL ST., BURLINGTON","0.71000000","S50380403","LRS","Property Damage Only","(44.48067426, -73.2050658)"
"2040","VT0040100","2012BU023404","2012-09-12T00:00:00.000","FAU-5050 S Prospect St","Burlington","NO DATA","NO DATA","NO DATA","NO DATA","Main St","1","Feet","25.00000000","3 - Same Direction Sideswipe","South","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","S PROSPECT ST., BURLINGTON","0.00000000","S50500403","LRS","Property Damage Only","(44.47636306, -73.20068196)"
"6","VTVSP0100","12A105045","2012-12-22T00:00:00.000","I-89 S","Richmond","NO DATA","NO DATA","NO DATA","89","Milemarker 79","NO DATA","NO DATA","65.00000000","3 - Same Direction Sideswipe","NO DATA","460970","212091","NO DATA","NO DATA","NO DATA","State System (State Highways and Class I TH links)","I-89","79.00000000","I089-0000S","LRS","Property Damage Only","(44.42190705, -73.02199639)"
