"department","department_acronym","division","title","servicedescription","servicearea","servicearea2_sub","customerdescription","customerdetail","requiredfees","requiredfeesother","service_federally_mandated","service_federally","service_completed_by_dep","service_completed_by_depother","otherdepartments","delivery_method_walk_in","delivery_method_phone","delivery_method_mail","delivery_method_text","delivery_method_internet","delivery_method_other","delivery_method_other_text","serviceurl","servicephone","helptoservewalkin","helptoservephone","helptoserveinternet","helptoserveother","departmentserveinperson_high","departmentserveinperson_low","digitalmaturity","receivecustomerinformation","receivecustomerinformati","applicationtorecord","technologyreplacement","technologyreplacementdetail","tabulardata","tabulardataother","rawdatamadeavailable","rawdatamadeavailableother","vulnerablepop1","vulnerablepop2","jobs","sub_cat2"
"Airport","AIR","SFO Museum","Donating","Provide information about how to donate aviation materials to the Museum collection","Arts, Culture, and Community Building","Grants and Funding","Resident;#Visitor;#Business","Members of the public who wish to make a donation of materials related to commercial aviation and need more information on how to proceed.","No",,"No",,"Yes",,"Yes","true","true","true","false","true","true","Email","https://www.sfomuseum.org/aviation-museum-library/donating","650-821-6700","1","1","1","0","10","0","2","Non-fillable PDF;#Email;#Paper","phone calls","Filemaker database","Not applicable",,"Yes",,"Through a report generation interface with data export options (e.g. csv, excel, XML, etc.)",,,,,
"Airport","AIR","SFO Museum","Volunteering","Learn about volunteering opportunities at the Aviation Library and Museum","Arts, Culture, and Community Building","Volunteering & Mentorship","Resident","Any member of the public who is interested in volunteering at the front desk of the Aviation Museum and Library","No",,"No",,"Yes",,"Yes","false","true","false","false","false","true","Email","https://www.sfomuseum.org/aviation-museum-library/volunteering","650-821-9911","1","1",,"1","5","0","1","Email;#Paper;#Other","Phone","Filemaker Pro","No, we have no plans to replace system. System enhancements are sufficient",,"Yes",,"Through a report generation interface with data export options (e.g. csv, excel, XML, etc.)",,,,"Jobs","Volunteers"
"Airport","AIR","SFO Museum","Hold your Event at SFO","Reserve the Museum for an event","Arts, Culture, and Community Building","Events & Attraction Services","Resident;#Business;#Visitor;#Other","Anyone who desires to hold a meeting, presentation, or other events at SFO","Yes",,"No",,"Yes",,"Yes","true","true","true","false","true","true","Email","https://www.flysfo.com/about-sfo/hold-your-event-sfo","650-821-9911","2","2","2",,,"0","1","Paper;#Email",,"Excel","No, we have no plans to replace system. System enhancements are sufficient",,"Yes",,"Through a report generation interface with data export options (e.g. csv, excel, XML, etc.)",,,,,
"Airport","AIR","SFO Museum","Student Art","Submit a proposal to exhibit student art at the Airport","Arts, Culture, and Community Building","Artist Applications & Submission","Other","Bay Area schools and nonprofit education programs","No",,"No",,"Yes",,"Yes","false","false","false","false","true","false",,"https://www.sfomuseum.org/programs/student-art","650-821-6700",,"1","1",,"3","0","4","Custom Form",,"Wufoo","No, we have no plans to replace system. System enhancements are sufficient",,"Yes",,"Through a report generation interface with data export options (e.g. csv, excel, XML, etc.)",,,,,
"Airport","AIR","SFO Museum","Education Program","Set up a guided tour for students","Arts, Culture, and Community Building","Community Programs & Education","Resident;#Other;#Business;#Visitor","Children's organizations, K-12 schools, senior centers","No",,"No",,"Yes",,"Yes","true","true","false","false","true","true","Email","https://www.sfomuseum.org/programs/education-program","650-821-9900","0","4","1","4","10","0","2","Paper;#Email;#Other","Telephone","Excel spreadsheet","No, we have no plans to replace system. System enhancements are sufficient",,"No",,,,,,,
"Airport","AIR","SFO Museum","Fine Arts Photography","Submission of photographs to be considered for exhibition","Arts, Culture, and Community Building","Artist Applications & Submission","Resident;#Visitor","fine art photographers and/or galleries","No",,"No",,"Yes",,"Yes","false","true","false","false","true","true","email","https://www.sfomuseum.org/programs/photography","650-821-6700",,"1","1","1","5","0","4","Custom Form",,"Wufoo","No, we have no plans to replace system. System enhancements are sufficient",,"Yes",,"Through a report generation interface with data export options (e.g. csv, excel, XML, etc.)",,,,,
"Airport","AIR","SFO Museum","Video Arts","Service to allow artists to submit video work to be exhibited in Museum's Video Arts gallery","Arts, Culture, and Community Building","Artist Applications & Submission","Resident;#Visitor","Videographers and film artists","No",,"No",,"Yes",,"Yes","false","true","false","false","true","true","email","https://www.sfomuseum.org/programs/video-arts","650-821-6700",,"1","1","1","3","0","3","Email;#Other","email","wufoo","No, we have no plans to replace system. System enhancements are sufficient",,"Yes",,"Through a report generation interface with data export options (e.g. csv, excel, XML, etc.)",,,,,
"Arts Commission","ART","Community Investments","Apply for a License (Art Vendor)","Apply for an art vendors sell your work in designated spaces in San Francisco's most visited areas.","Arts, Culture, and Community Building","Artist Applications & Submission","Resident","Someone that wants to be an art vendor.","Yes",,"No",,"Yes",,"https://codelibrary.amlegal.com/codes/san_francisco/latest/sf_police/0-0-0-5897 - we would have to go the voters to change part of this process","true","false","true","false","true","true","email","https://www.sfartscommission.org/find-opportunities/art-vendor/apply","415-252-2244","1","-1","1","15","1","0","3","Paper;#Non-fillable PDF;#Fillable PDF;#Custom Form;#Other","Working on an online application hosted on Form Assembly to feed into Salesforce.","Before May 2019 Excel and then Salesforce, Currently - none, Hopefully starting this Fall Form Assembly and then Salesforce","Yes, within 1-2 Years","Currently in the process of replacing system. An online application allows the artist to upload the documentation needed for a virtual review so they do not have to attend the meeting in person. It will also allow our Advisory Committee to review and score before the public meeting.","Yes",,,,,,"Jobs","Legal & Administration"
"Arts Commission","ART",,"Calls for Artist",,"Arts, Culture, and Community Building","Artist Applications & Submission","Resident","Someone that wants to display their art in public space","No",,,,,,,"false","false","false","false","true","false",,,,,,,,,,"1",,,,,,,,,,,,,
"Arts Commission","ART",,"Grants",,"Arts, Culture, and Community Building","Grants and Funding","Resident","Someone that wants to apply for art grant",,,,,,,,"false","false","false","false","true","false",,,,,,,,,,"1",,,,,,,,,,,,,
"Arts Commission","ART",,"Lottery & Selling Locations",,"Permitting","Community & Case Services","Resident","Someone that wants a spot to sell stuff",,,,,,,,"true","true","true","false","true","false",,,,,,,,,,"1",,,,,,,,,,,,"Permit","Legal & Administration"
"Arts Commission","ART",,"Panelist Application",,"Administration & Records","Hiring & Employment","Resident","Someone that wants to judge artworks",,,,,,,,"false","false","false","false","true","false",,,,,,,,,,"1",,,,,,,,,,,,"Jobs","City Jobs & Internships"
"Arts Commission","ART",,"Civic Design Review","The review process ensures that each project's design is appropriate to its context in the urban environment, and that structures of the highest design quality reflect their civic stature","Permitting","Community & Case Services","Resident;#Business",,"Yes",,,,,,,"false","false","false","false","false","false",,,,,,,,,,"1",,,,,,,,,,,,"Permit","Legal & Administration"
"Arts Commission","ART",,"Renew Your License (Street Artist's)",,"Arts, Culture, and Community Building","Artist Applications & Submission","Resident","Someone that wants to renew their street artist license",,,,,,,,"true","false","true","false","true","false",,,,,,,,,,"1",,,,,,,,,,,,"Jobs","Legal & Administration"
"Asian Art Museum","AAM","Guest Experience","Community Access Tickets","Provides access to the museum collection and special exhibits and events to low income organizations and individuals","Arts, Culture, and Community Building","Events & Attraction Services","Other;#Resident;#Visitor","Social service agencies and nonprofit groups that serve disadvantaged communities, schools and youth groups","No",,"No",,"Yes",,"Yes","false","true","false","false","true","false",,"https://education.asianart.org/school-programs/","415-581-3500","1","1","0","0","1000","1000","4","Email",,"ACME ticketing","No, we have no plans to replace system. System enhancements are sufficient",,"Yes",,,,,,,
"Asian Art Museum","AAM","Development","Membership","Provides museum membership to the general public.","Arts, Culture, and Community Building","Events & Attraction Services","Resident;#Business;#Visitor;#Other","The general public and other organizations who want to support the museum and receive membership benefits.","Yes",,"No",,"Yes",,"Yes","true","true","true","false","true","false",,"https://give.asianart.org/membership/","415-581-3740","1","1","1","0","40","40","4","Custom Form;#Paper",,"Raiser's Edge and ACME ticketing","No, we have no plans to replace system. System enhancements are sufficient","n/a","Yes",,"Through a report generation interface with data export options (e.g. csv, excel, XML, etc.);#Through direct access to the underlying database;#Through ad hoc requests for data from the vendor;#Through a web service or application programming interface",,,,,
"Asian Art Museum","AAM","Marketing - Guest Experience","Tickets","Member of the community can purchase tickets to receive access to the museum collection, exhibits, and events.","Arts, Culture, and Community Building","Events & Attraction Services","Resident;#Visitor;#Business","General public and other organizations","Yes",,"No",,"Yes",,"Yes","true","true","false","false","true","false",,"https://about.asianart.org/plan-your-visit/","415-581-3500","0.1","0.1","0.1",,"2000","600","4","Custom Form",,"ACME ticketing system","No, we have no plans to replace system. System enhancements are sufficient",,"Yes",,"Through a report generation interface with data export options (e.g. csv, excel, XML, etc.);#Through direct access to the underlying database;#Through a web service or application programming interface;#Through scheduled drops of data to the department;#Through ad hoc requests for data from the vendor;#Other: please describe","Built in reporting",,,,
"Assessment Appeals Board","AAB","AAB","Filing a Formal Appeal","File an appeal for your property tax assessment","Administration & Records","Public Meetings & Appeals","Resident;#Business","San Francisco business or property owners contesting the property assessed value determined by the Assessor Recorder’s office","Yes",,"Yes",,"Yes",,"The appeal application is a state mandated form","true","false","true","false","true","false",,"https://sfgov.org/aab/filing-formal-appeal","415-554-6778","0","0",,"0","50","10","3","Paper;#Other","Online Application (Only during the filing period between July 2nd to September 15th of each year)","Data entry into the AAB system","No, we have no plans to replace system. System enhancements are sufficient",,"Yes",,"Through a report generation interface with data export options (e.g. csv, excel, XML, etc.)",,,,"Housing","Homeowner Taxes & Assessment"
"Assessment Appeals Board","AAB","AAB","Agent Authorization Form","Designate an agent with the Assessment Appeals Board and the Assessor-Recorder's Office","Administration & Records","Certificates & Public Record","Resident;#Business","San Francisco business owners or property taxpayers retaining an agent for property tax appeals filed with Assessment Appeals Board","No",,"Yes",,"Yes",,"The agent authorization form is mandated by State of California, Board of Equalization, Property Tax Rule 305.","true","false","true","false","true","false",,"https://sfgov.org/aab/sites/default/files/FileCenter/Documents/55432-Agen%20Authorization%20as%20of%203-22-16.pdf","415-554-6778","0","0","0","0","50","10","2","Paper;#Email;#Other","Fax","N/A","No, we have no plans to replace system. System enhancements are sufficient",,"Yes",,"Other: please describe","N/A",,,,
"Assessment Appeals Board","AAB","AAB","Hearing Postponement Request","Request to postpone your assessment hearing","Administration & Records","Public Meetings & Appeals","Resident;#Business","An appellant postponing a scheduled hearing","No",,"Yes",,"Yes",,"Postponing an appeal is state mandated","true","false","true","false","false","true","Email","https://sfgov.org/aab/sites/default/files/FileCenter/Documents/34282-postponement.pdf","415-554-6778","0","0",,"0","60","20","2","Paper;#Email;#Other","Fax","Data entry into the AAB system","No, we have no plans to replace system. System enhancements are sufficient",,"Yes",,"Other: please describe","It's public record",,,"Housing","Homeowner Taxes & Assessment"
"Assessment Appeals Board","AAB","AAB","Penalty of Perjury Declaration","An appellant filing a supplemental assessment appeal with the tax bill","Administration & Records","Certificates & Public Record","Resident","If a supplemental notice is not received, a taxpayer can file a supplemental assessment appeal within 60 days of the supplemental tax bill by completing the Penalty of Perjury Declaration form","No",,"Yes",,"Yes",,"This form is state mandated","true","true","true","false","true","false",,"https://sfgov.org/aab/sites/default/files/FileCenter/Documents/34284-penalty_of_perjury%281%29.pdf","415-554-6778","0","0","0","0","10","0","2","Paper",,"Data entry into the AAB system","No, we have no plans to replace system. System enhancements are sufficient",,"Yes",,"Through direct access to the underlying database",,,,,
"Assessment Appeals Board","AAB","AAB","Waiver Agreement","Agree to waive the 2 year time limit for an assessment hearing","Administration & Records","Certificates & Public Record","Resident;#Business","An appellant waving the 2-year time limit for the Board to hear and decide the appeal","No",,"Yes",,"Yes",,"This form is state mandated","true","false","true","false","true","false",,"https://sfgov.org/aab/sites/default/files/FileCenter/Documents/34280-waiver.pdf","415-554-6778","0","0","0","0","80","15","2","Paper;#Email;#Other","Fax","Data entry into AAB system","No, we have no plans to replace system. System enhancements are sufficient",,"Yes",,"Through direct access to the underlying database",,,,"Housing","Homeowner Taxes & Assessment"
"Fire Department","FIR",,"How to File a Complaint with the SFFD","File a complaint with the Fire Department","Administration & Records","Complaints & Feedback","Resident; Business; Other",,"No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Assessment Appeals Board","AAB","AAB","Withdrawal of Assessment Appeal Application","Withdraw your appeal","Administration & Records","Public Meetings & Appeals","Resident;#Business","An appellant that do not wish to procced with their application file with the Assessment Appeals Board","No",,"Yes",,"Yes",,"Yes","true","true","true","false","true","true","Fax","https://sfgov.org/aab/sites/default/files/FileCenter/Documents/44842-Withdrawal.pdf","415-554-6778","0","0","0","0","100","30","2","Paper;#Email;#Other","Fax","Data entry into AAB system","No, we have no plans to replace system. System enhancements are sufficient",,"Yes",,"Through direct access to the underlying database",,,,"Housing","Homeowner Taxes & Assessment"
"Assessor-Recorder","ASR","Assessor-Recorder","571-L Business Property Statement","Personal Property Statement","Business","Taxes and Statements","Resident","Business Owners","Yes",,"Yes",,"Yes",,"Yes","false","false","true","false","true","false",,"https://www.sfassessor.org/property-information/business-owners/571-l-business-property-statement-e-file","311-___-____","0.5","0.25","0.1","0","50","0","3","Non-fillable PDF;#Paper;#Fillable PDF;#Custom Form;#Email",,"EZAccess and AIMS","Yes, within 1-2 Years","This is part of our SMART project","Yes",,,,,,,
"Assessor-Recorder","ASR","Assessor Recorder","571-R Business Apartment Statement","Assessed value of Apartments for Business","Business","Taxes and Statements","Business","Business Owners","No",,"Yes",,"Yes",,"Yes","false","false","true","false","true","false",,"https://www.sfassessor.org/property-information/business-owners","311-___-____","0.5","0.25","0.1","0","50","0","3","Paper;#Non-fillable PDF;#Fillable PDF;#Email",,"EzAccess and AIMS","Yes, within 1-2 Years","This  is our SMART system project","Yes",,,,,,,
"Assessor-Recorder","ASR","Assessor-Recorder","Change in Ownership Statement","Change owner of assessed property","Administration & Records","Certificates & Public Record","Resident","Homeowners","No",,"Yes",,"Yes",,"Yes","true","false","true","false","true","false",,"https://www.sfassessor.org/property-information/homeowners/change-ownership","311-___-____","1","1","0.5","0",,"0","3","Paper;#Fillable PDF;#Custom Form",,"Recorder System from Avenu","No, we have no plans to replace system. System enhancements are sufficient","We just upgraded the application this month","Yes",,,,,,"Housing","Legal & Administration"
"Assessor-Recorder","ASR","Assessor Recorder","Change of Mailing Address","Record a new mailing address","Administration & Records","Certificates & Public Record","Resident","homeowners","No",,"Yes",,"Yes",,"Yes","true","false","false","false","true","false",,"https://www.sfassessor.org/mailing-update","311-___-____","0.25","0.25","0.1","0","10","0","3","Paper;#Fillable PDF;#Email",,"New Recorder System","No, we have no plans to replace system. System enhancements are sufficient","We just replaced the system",,,,,,,"Housing","Legal & Administration"
"Assessor-Recorder","ASR","ASR","Claim for Reassessment Exclusion for Transfer Between Parent and Child","File for an exclusion for assessment when transferring property from parent to child","Administration & Records","Formal Requests & Forms","Resident","Resident transferring property from parent to child","No",,"Yes",,"Yes",,"Yes","true","false","true","false","true","false",,"https://www.sfassessor.org/tax-savings/exclusions/reappraisal-exclusion-between-parent-child","311-___-____","1","1","0.5","0","5","0","3","Paper;#Fillable PDF;#Email",,"Ezaccess and AIMS","Yes, within 1-2 Years","Go live for SMART is 1/2021","Yes",,,,,,,
"Assessor-Recorder","ASR","ASR","Form 576-D Vessel Property Statement","A report on BOE-576-D is required of you by section 441(a) of the Revenue and Taxation Code (Code","Administration & Records","Taxes and Statements","Resident","Boat/Vessel Owners","No",,"Yes",,"Yes",,"Yes","true","false","true","false","true","false",,"https://www.sfassessor.org/forms-notices/forms/vessel-property-statement","311-___-____","1","1","0.5","0","2","0","3","Paper;#Fillable PDF;#Custom Form",,"EzAccess or AIMS","Yes, within 1-2 Years","SMART project","Yes",,,,,,,
"Assessor-Recorder","ASR","ASR","Commercial Fishing Boat Exemption","If you own a Commercial Fishing Boat, you may be eligible for a 96% reduced assessment","Business","Taxes and Statements","Resident","Boat/Vessel Owners","No",,"Yes",,"Yes",,"Yes","true","false","true","false","true","false",,"https://www.sfassessor.org/tax-savings/exemptionsexclusions/fishing-exemption","311-___-____","1","1","0.5","0","2","0","3","Paper;#Fillable PDF;#Custom Form;#Email",,"EzAccess and AIMS","Yes, within 1-2 Years","SMART Project","Yes",,,,,,,
"Assessor-Recorder","ASR","ASR","Claim for New Construction Exclusion from Supplemental Assessment","File a claim to be excluded from supplementals for new constructions","Administration & Records","Formal Requests & Forms","Resident","homeowners","No",,"Yes",,"Yes",,"Yes","true","false","true","false","true","false",,"https://www.sfassessor.org/property-information/homeowners/new-construction-remodeling-repair","311-___-____","1","1","0.5","0","10","0","3","Paper;#Fillable PDF;#Non-fillable PDF;#Custom Form;#Email",,"Recorder system","No, we have no plans to replace system. System enhancements are sufficient","Just replaced the system","Yes",,,,,,"Housing","Homeowner Taxes & Assessment"
"Assessor-Recorder","ASR","Public Service","Obtain Copies of Recorded Documents or Recorded Document Request by Mail","Obtain Copies of Recorded Documents","Administration & Records","Certificates & Public Record","Resident;#Business;#Other","Anyone who needs a copy of a Recorded document (such as deeds)","Yes",,"Yes",,"Yes",,,"true","false","true","false","false","false",,,,,,,,,,"1",,,,"No, we have no plans to replace system. System enhancements are sufficient","The system was just replaced. Online ordering will be possible by the end of 2020.",,,,,,,"Housing","Legal & Administration"
"Assessor-Recorder","ASR","Recorder","Recording a Document","Official recording of over 400 document types","Administration & Records","Certificates & Public Record","Resident","The Office of the Assessor-Recorder is responsible for recording documents and maintaining those public records. Over 400 different types of documents are recorded annually, including documents like deeds of trust, reconveyances, liens, and public marriage licenses.","Yes",,"Yes",,"Yes",,"Yes","true","false","true","false","true","false",,"https://www.sfassessor.org/recorder-information/recording-document-0","311-___-____","1","1","0.5","0",,,"3","Fillable PDF;#Custom Form;#Email",,"Recorder System and AIMS","No, we have no plans to replace system. System enhancements are sufficient","We just upgraded the systems","Yes",,"Through a report generation interface with data export options (e.g. csv, excel, XML, etc.);#Through a web service or application programming interface;#Through scheduled drops of data to the department",,,,"Housing","Legal & Administration"
"Assessor-Recorder","ASR","ASR","Request for Translated Notice","People who would like to receive notices from our office in a language other than English can fill out an online request form.","Administration & Records","Complaints & Feedback","Resident","People who would like to receive notices from our office in a language other than English",,,"Yes",,"Yes",,,"false","false","false","false","true","false",,"https://www.sfassessor.org/search/site/Request%20for%20Translated%20Notice","311-___-____","0.25","0.25","0.25","0","10","0","3","Custom Form;#Fillable PDF;#Paper",,"EzAccess and AIMS","Yes, within 1-2 Years","SMART","Yes",,"Through a report generation interface with data export options (e.g. csv, excel, XML, etc.)",,"true","Limited-English Proficient",,
"City Administrator","ADM","Office of Civic Engagement & Immigrant Affairs","Get help paying for an immigration application","Get a loan to help with your immigration application fee.","Social & Health Services","Financial Assistance","Resident","Immigrants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true","Immigrant and undocumented people",,
"City Administrator","ADM","Animal Care and Control","Surrender a Pet","Give your pet to the shelter","Arts, Culture, and Community Building","Community & Case Services","Resident",,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
