"fiscal_year","related_govt_units","organization_group_code","organization_group","department_code","department","program_code","program","character_code","character","object_code","object","sub_object_code","sub_object","fund_type_code","fund_type","fund_code","fund","fund_category_code","fund_category","revenue_or_spending","amount"
"1999","No","01","Public Protection","ADP","ADP Adult Probation","AKB","Community Services","425","Fines; Forfeitures & Penalties","425","Court Fines-Non Traffic","425220","Court Fines Superior","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","8027.68"
"1999","No","01","Public Protection","ADP","ADP Adult Probation","AKB","Community Services","440","Intergovernmental Rev-Federal","444","Federal-Other","444931","Fed Grants Pass-Thru State-Oth","2S","Special Revenue Funds","2SPPF","Public Protection Fund","4","Grants","Revenue","131977.11"
"1999","No","01","Public Protection","ADP","ADP Adult Probation","AKB","Community Services","445","Intergovernmental Rev-State","448","State - Other","448999","Other State Grants & Subventns","2S","Special Revenue Funds","2SGSF","General Services Fund","4","Grants","Revenue","-87333.00"
"1999","No","01","Public Protection","ADP","ADP Adult Probation","AKB","Community Services","445","Intergovernmental Rev-State","448","State - Other","448999","Other State Grants & Subventns","2S","Special Revenue Funds","2SPPF","Public Protection Fund","4","Grants","Revenue","75298.00"
"1999","No","01","Public Protection","ADP","ADP Adult Probation","AKB","Community Services","460","Charges For Services","460","General Government Services","460103","Diversion Fees","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","28860.00"
"1999","No","01","Public Protection","ADP","ADP Adult Probation","AKB","Community Services","460","Charges For Services","460","General Government Services","460104","Installment Fees","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","11255.00"
"1999","No","01","Public Protection","ADP","ADP Adult Probation","AKB","Community Services","460","Charges For Services","460","General Government Services","460107","Court Reimbursements","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","1130.00"
"1999","No","01","Public Protection","ADP","ADP Adult Probation","AKB","Community Services","460","Charges For Services","460","General Government Services","460112","Probation Cost","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","308829.14"
"1999","No","01","Public Protection","ADP","ADP Adult Probation","AKB","Community Services","460","Charges For Services","460","General Government Services","460113","Investigation Costs","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","38582.94"
"1999","No","01","Public Protection","ADP","ADP Adult Probation","AKB","Community Services","460","Charges For Services","460","General Government Services","460198","Recovery General Govt Cost","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","-40.00"
"1999","No","01","Public Protection","ADP","ADP Adult Probation","AKB","Community Services","460","Charges For Services","460","General Government Services","460199","Other General Government Chrge","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","38156.65"
"1999","No","01","Public Protection","ADP","ADP Adult Probation","AKB","Community Services","460","Charges For Services","460","Public Safety Service Charges","460699","Other Public Safety Charges","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","26742.00"
"1999","No","01","Public Protection","ADP","ADP Adult Probation","AKB","Community Services","865","Expenditure Recovery","865","Recovery for Svcs to AAO Funds","865JV","Exp Rec Fr Juvenile Court (AAO)","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","24000.00"
"1999","No","01","Public Protection","ADP","ADP Adult Probation","AKB","Community Services","865","Expenditure Recovery","865","Recovery for Svcs to AAO Funds","865JV","Exp Rec Fr Juvenile Court (AAO)","1G","General Fund","1GAGF","General Fund","5","Work Orders/Overhead","Revenue","12000.00"
"1999","No","01","Public Protection","ADP","ADP Adult Probation","AKB","Community Services","865","Expenditure Recovery","865","Recovery for Svcs to AAO Funds","865PC","Exp Rec Fr Police Commission (AAO)","1G","General Fund","1GAGF","General Fund","5","Work Orders/Overhead","Revenue","18000.00"
"1999","No","01","Public Protection","ADP","ADP Adult Probation","AKB","Community Services","865","Expenditure Recovery","865","Recovery for Svcs to AAO Funds","865SP","Exp Rec Fr Trial Courts (AAO)","1G","General Fund","1GAGF","General Fund","5","Work Orders/Overhead","Revenue","62662.92"
"1999","No","01","Public Protection","ADP","ADP Adult Probation","AKB","Community Services","ELS","Transfer Adjustments-Sources","ELS","Transfer Adjustments-Sources","ELIMSC","Transfer Adjustments-Sources (Citywide)","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","-24000.00"
"1999","No","01","Public Protection","ADP","ADP Adult Probation","AKB","Community Services","ELS","Transfer Adjustments-Sources","ELS","Transfer Adjustments-Sources","ELIMSC","Transfer Adjustments-Sources (Citywide)","1G","General Fund","1GAGF","General Fund","5","Work Orders/Overhead","Revenue","-92662.92"
"1999","No","01","Public Protection","ADP","ADP Adult Probation","AKG","Pre - Sentencing Investigation","865","Expenditure Recovery","865","Recovery for Svcs to AAO Funds","865JV","Exp Rec Fr Juvenile Court (AAO)","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","-12000.00"
"1999","No","01","Public Protection","ADP","ADP Adult Probation","AKG","Pre - Sentencing Investigation","ELS","Transfer Adjustments-Sources","ELS","Transfer Adjustments-Sources","ELIMSC","Transfer Adjustments-Sources (Citywide)","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","12000.00"
"1999","No","01","Public Protection","ADP","ADP Adult Probation","ASH","Administration - Adult Probation","430","Interest & Investment Income","430","Interest","430150","Interest Earned - Pooled Cash","2S","Special Revenue Funds","2SPPF","Public Protection Fund","4","Grants","Revenue","50000.00"
"1999","No","01","Public Protection","ADP","ADP Adult Probation","ASH","Administration - Adult Probation","440","Intergovernmental Rev-Federal","444","Federal-Other","444931","Fed Grants Pass-Thru State-Oth","2S","Special Revenue Funds","2SPPF","Public Protection Fund","4","Grants","Revenue","124454.00"
"1999","No","01","Public Protection","ADP","ADP Adult Probation","ASH","Administration - Adult Probation","440","Intergovernmental Rev-Federal","444","Federal-Other","444938","Oth Fed (Old,Use44931Or44939","2S","Special Revenue Funds","2SPPF","Public Protection Fund","4","Grants","Revenue","1350901.57"
"1999","No","01","Public Protection","ADP","ADP Adult Probation","ASH","Administration - Adult Probation","440","Intergovernmental Rev-Federal","444","Federal-Other","444939","Federal Direct Grant","2S","Special Revenue Funds","2SPPF","Public Protection Fund","4","Grants","Revenue","-130714.00"
"1999","No","01","Public Protection","ADP","ADP Adult Probation","AXX","No Program Defined","425","Fines; Forfeitures & Penalties","425","Court Fines-Non Traffic","425210","Court Fines","2S","Special Revenue Funds","2SCHS","Community Health Services Fund","3","Continuing Projects","Revenue","70947.52"
"1999","No","01","Public Protection","ADP","ADP Adult Probation","AXX","No Program Defined","425","Fines; Forfeitures & Penalties","425","Court Fines-Non Traffic","425220","Court Fines Superior","2S","Special Revenue Funds","2SCHS","Community Health Services Fund","3","Continuing Projects","Revenue","16367.25"
"1999","No","01","Public Protection","ADP","ADP Adult Probation","AXX","No Program Defined","425","Fines; Forfeitures & Penalties","425","Other Forfeitures & Penalties","425920","Penalties","2S","Special Revenue Funds","2SCHS","Community Health Services Fund","3","Continuing Projects","Revenue","130.23"
"1999","No","01","Public Protection","ADP","ADP Adult Probation","AXX","No Program Defined","475","Other Revenues","478","Other Operating Adjustments","478901","Overage(Shortage) Cash Receipt","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","-420.00"
"1999","No","01","Public Protection","ADP","ADP Adult Probation","XXX","No Program Defined","425","Fines; Forfeitures & Penalties","425","Court Fines-Non Traffic","425230","Probation Costs","2S","Special Revenue Funds","2SPPF","Public Protection Fund","3","Continuing Projects","Revenue","6489.00"
"1999","No","01","Public Protection","CRT","CRT Superior Court","AIK","Dispute Resolution Program","460","Charges For Services","460","General Government Services","460101","Court Fees","2S","Special Revenue Funds","2SGSF","General Services Fund","3","Continuing Projects","Revenue","86631.00"
"1999","No","01","Public Protection","CRT","CRT Superior Court","AIK","Dispute Resolution Program","460","Charges For Services","460","General Government Services","460108","Dispute Res Filing Fee","2S","Special Revenue Funds","2SGSF","General Services Fund","3","Continuing Projects","Revenue","269079.00"
"1999","No","01","Public Protection","CRT","CRT Superior Court","AMA","Municipal Court Services","425","Fines; Forfeitures & Penalties","425","Court Fines-Non Traffic","425210","Court Fines","2S","Special Revenue Funds","2SCHS","Community Health Services Fund","3","Continuing Projects","Revenue","21351.12"
"1999","No","01","Public Protection","CRT","CRT Superior Court","AMA","Municipal Court Services","425","Fines; Forfeitures & Penalties","425","Traffic Fines","425110","Traffic Fines - Moving","2S","Special Revenue Funds","2SCTF","Courts' Fund","3","Continuing Projects","Revenue","1246.27"
"1999","No","01","Public Protection","CRT","CRT Superior Court","AMA","Municipal Court Services","425","Fines; Forfeitures & Penalties","425","Traffic Fines","425120","Traffic Fines - Parking","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","49.00"
"1999","No","01","Public Protection","CRT","CRT Superior Court","AMA","Municipal Court Services","440","Intergovernmental Rev-Federal","444","Federal-Other","444939","Federal Direct Grant","2S","Special Revenue Funds","2SCTF","Courts' Fund","4","Grants","Revenue","236603.00"
"1999","No","01","Public Protection","CRT","CRT Superior Court","AMA","Municipal Court Services","460","Charges For Services","460","General Government Services","460101","Court Fees","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","105.00"
"1999","No","01","Public Protection","CRT","CRT Superior Court","AMA","Municipal Court Services","460","Charges For Services","460","General Government Services","60106","Court Reporter Fee","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","375.00"
"1999","No","01","Public Protection","CRT","CRT Superior Court","AMF","Superior Court Services","460","Charges For Services","463","Public Health Charges","463509","Birth Certificate Fee","1G","General Fund","1GAGF","General Fund","3","Continuing Projects","Revenue","139332.00"
"1999","No","01","Public Protection","CRT","CRT Superior Court","AMM","Accounting Automation","425","Fines; Forfeitures & Penalties","425","Traffic Fines","425110","Traffic Fines - Moving","2S","Special Revenue Funds","2SCTF","Courts' Fund","3","Continuing Projects","Revenue","12116.82"
"1999","No","01","Public Protection","CRT","CRT Superior Court","AMN","Court House Construction","425","Fines; Forfeitures & Penalties","425","Traffic Fines","425110","Traffic Fines - Moving","2S","Special Revenue Funds","2SCTF","Courts' Fund","2","Annual Projects","Revenue","19378.59"
"1999","No","01","Public Protection","CRT","CRT Superior Court","AMN","Court House Construction","425","Fines; Forfeitures & Penalties","425","Traffic Fines","425120","Traffic Fines - Parking","2S","Special Revenue Funds","2SCTF","Courts' Fund","2","Annual Projects","Revenue","15577.32"
"1999","No","01","Public Protection","CRT","CRT Superior Court","AMN","Court House Construction","460","Charges For Services","460","General Government Services","460102","Court Filing Fees-Surcharges","2S","Special Revenue Funds","2SCTF","Courts' Fund","2","Annual Projects","Revenue","4364846.52"
"1999","No","01","Public Protection","CRT","CRT Superior Court","AMN","Court House Construction","460","Charges For Services","460","General Government Services","460107","Court Reimbursements","2S","Special Revenue Funds","2SCTF","Courts' Fund","2","Annual Projects","Revenue","8805.00"
"1999","No","01","Public Protection","CRT","CRT Superior Court","AMS","District Attorney Child Support Services","445","Intergovernmental Rev-State","448","State - Other","448999","Other State Grants & Subventns","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","1497145.94"
"1999","No","01","Public Protection","CRT","CRT Superior Court","AMT","Trial Court Services","420","Licenses; Permits & Franchises","420","Other Licenses & Permits","420921","Marriage License","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","10555.00"
"1999","No","01","Public Protection","CRT","CRT Superior Court","AMT","Trial Court Services","425","Fines; Forfeitures & Penalties","425","Court Fines-Non Traffic","425210","Court Fines","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","116053.90"
"1999","No","01","Public Protection","CRT","CRT Superior Court","AMT","Trial Court Services","425","Fines; Forfeitures & Penalties","425","Court Fines-Non Traffic","425220","Court Fines Superior","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","58912.36"
"1999","No","01","Public Protection","CRT","CRT Superior Court","AMT","Trial Court Services","460","Charges For Services","460","General Government Services","460101","Court Fees","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","525632.62"
"1999","No","01","Public Protection","CRT","CRT Superior Court","AMT","Trial Court Services","460","Charges For Services","460","General Government Services","460104","Installment Fees","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","60.00"
"1999","No","01","Public Protection","CRT","CRT Superior Court","AMT","Trial Court Services","460","Charges For Services","460","General Government Services","460109","Parking Appeal Fee","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","11450.00"
"1999","No","01","Public Protection","CRT","CRT Superior Court","AMT","Trial Court Services","460","Charges For Services","460","General Government Services","460118","Public Defender Fees","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","1075.00"
"1999","No","01","Public Protection","CRT","CRT Superior Court","AMT","Trial Court Services","460","Charges For Services","460","General Government Services","460130","County Clerk Fees","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","164.00"
"1999","No","01","Public Protection","CRT","CRT Superior Court","AMT","Trial Court Services","475","Other Revenues","478","Other Operating Adjustments","478901","Overage(Shortage) Cash Receipt","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","169.00"
"1999","No","01","Public Protection","CRT","CRT Superior Court","AMT","Trial Court Services","475","Other Revenues","478","Other Operating Adjustments","478902","NSFChecks","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","-40600.50"
"1999","No","01","Public Protection","CRT","CRT Superior Court","AXX","No Program Defined","430","Interest & Investment Income","430","Interest","430150","Interest Earned - Pooled Cash","2S","Special Revenue Funds","2SCTF","Courts' Fund","3","Continuing Projects","Revenue","5639.26"
"1999","No","01","Public Protection","CRT","CRT Superior Court","AXX","No Program Defined","430","Interest & Investment Income","430","Unrealized Gain-Loss GASB31-27","430310","UnrealzdGain(Loss)-Eitc-GASB31","2S","Special Revenue Funds","2SCTF","Courts' Fund","3","Continuing Projects","Revenue","-1669.69"
"1999","No","01","Public Protection","CRT","CRT Superior Court","AXX","No Program Defined","475","Other Revenues","478","Other Operating Adjustments","478902","NSFChecks","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","157735.75"
"1999","No","01","Public Protection","CRT","CRT Superior Court","XXX","No Program Defined","430","Interest & Investment Income","430","Interest","430150","Interest Earned - Pooled Cash","2S","Special Revenue Funds","2SCTF","Courts' Fund","2","Annual Projects","Revenue","297283.44"
"1999","No","01","Public Protection","CRT","CRT Superior Court","XXX","No Program Defined","430","Interest & Investment Income","430","Interest","430150","Interest Earned - Pooled Cash","2S","Special Revenue Funds","2SCTF","Courts' Fund","4","Grants","Revenue","-10602.63"
"1999","No","01","Public Protection","CRT","CRT Superior Court","XXX","No Program Defined","430","Interest & Investment Income","430","Unrealized Gain-Loss GASB31-27","430310","UnrealzdGain(Loss)-Eitc-GASB31","2S","Special Revenue Funds","2SCTF","Courts' Fund","2","Annual Projects","Revenue","-53289.60"
"1999","No","01","Public Protection","CRT","CRT Superior Court","XXX","No Program Defined","430","Interest & Investment Income","430","Unrealized Gain-Loss GASB31-27","430310","UnrealzdGain(Loss)-Eitc-GASB31","2S","Special Revenue Funds","2SCTF","Courts' Fund","4","Grants","Revenue","297.98"
"1999","No","01","Public Protection","CRT","CRT Superior Court","XXX","No Program Defined","460","Charges For Services","460","General Government Services","460102","Court Filing Fees-Surcharges","2S","Special Revenue Funds","2SGSF","General Services Fund","3","Continuing Projects","Revenue","-50.00"
"1999","No","01","Public Protection","CRT","CRT Superior Court","XXX","No Program Defined","460","Charges For Services","460","General Government Services","460105","Laboratory Fee","2S","Special Revenue Funds","2SPPF","Public Protection Fund","3","Continuing Projects","Revenue","100.00"
"1999","No","01","Public Protection","CRT","CRT Superior Court","XXX","No Program Defined","460","Charges For Services","460","General Government Services","460108","Dispute Res Filing Fee","2S","Special Revenue Funds","2SGSF","General Services Fund","3","Continuing Projects","Revenue","-638.00"
"1999","No","01","Public Protection","CRT","CRT Superior Court","XXX","No Program Defined","475","Other Revenues","478","Other Operating Adjustments","478901","Overage(Shortage) Cash Receipt","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","-1398.60"
"1999","No","01","Public Protection","DAT","DAT District Attorney","AIA","Felony Prosecution","425","Fines; Forfeitures & Penalties","425","Other Non-Court Fines","425310","Consumer Protection Fines","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","181122.42"
"1999","No","01","Public Protection","DAT","DAT District Attorney","AIA","Felony Prosecution","440","Intergovernmental Rev-Federal","444","Federal-Other","444938","Oth Fed (Old,Use44931Or44939","2S","Special Revenue Funds","2SPPF","Public Protection Fund","3","Continuing Projects","Revenue","20000.00"
"1999","No","01","Public Protection","DAT","DAT District Attorney","AIA","Felony Prosecution","445","Intergovernmental Rev-State","448","State - Other","444951","State-Narc Forfeitures&Seizure","2S","Special Revenue Funds","2SPPF","Public Protection Fund","3","Continuing Projects","Revenue","67672.39"
"1999","No","01","Public Protection","DAT","DAT District Attorney","AIA","Felony Prosecution","445","Intergovernmental Rev-State","448","State - Other","448923","Peace Officer Training","1G","General Fund","1GAGF","General Fund","3","Continuing Projects","Revenue","27708.35"
"1999","No","01","Public Protection","DAT","DAT District Attorney","AIA","Felony Prosecution","445","Intergovernmental Rev-State","448","State - Other","448929","State Mandated Cost - SB 90","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","48661.00"
"1999","No","01","Public Protection","DAT","DAT District Attorney","AIA","Felony Prosecution","445","Intergovernmental Rev-State","448","State - Other","448999","Other State Grants & Subventns","2S","Special Revenue Funds","2SSCP","Senior Citizens' Programs Fund","4","Grants","Revenue","-21580.56"
"1999","No","01","Public Protection","DAT","DAT District Attorney","AIA","Felony Prosecution","460","Charges For Services","460","Correction Service Charges","460799","Misc Correction Service Rev","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","465.00"
"1999","No","01","Public Protection","DAT","DAT District Attorney","AIA","Felony Prosecution","460","Charges For Services","460","Correction Service Charges","460799","Misc Correction Service Rev","1G","General Fund","1GAGF","General Fund","3","Continuing Projects","Revenue","1852.50"
"1999","No","01","Public Protection","DAT","DAT District Attorney","AIA","Felony Prosecution","460","Charges For Services","460","General Government Services","460114","Da Bad Check Diversion Fees","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","22478.77"
"1999","No","01","Public Protection","DAT","DAT District Attorney","AIA","Felony Prosecution","460","Charges For Services","460","General Government Services","460198","Recovery General Govt Cost","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","26516.37"
"1999","No","01","Public Protection","DAT","DAT District Attorney","AIA","Felony Prosecution","460","Charges For Services","460","General Government Services","460199","Other General Government Chrge","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","19309.56"
"1999","No","01","Public Protection","DAT","DAT District Attorney","AIA","Felony Prosecution","460","Charges For Services","460","General Government Services","460199","Other General Government Chrge","2S","Special Revenue Funds","2SPPF","Public Protection Fund","3","Continuing Projects","Revenue","1050441.50"
"1999","No","01","Public Protection","DAT","DAT District Attorney","AIA","Felony Prosecution","460","Charges For Services","460","General Government Services","60111","Da Bad Check Recovery","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","182270.23"
"1999","No","01","Public Protection","DAT","DAT District Attorney","AIA","Felony Prosecution","460","Charges For Services","463","Public Health Charges","463599","Misc Public Health Revenue","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","1000.00"
"1999","No","01","Public Protection","DAT","DAT District Attorney","AIA","Felony Prosecution","475","Other Revenues","478","Other Operating Adjustments","478901","Overage(Shortage) Cash Receipt","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","-100.83"
"1999","No","01","Public Protection","DAT","DAT District Attorney","AIA","Felony Prosecution","475","Other Revenues","478","Other Operating Adjustments","478902","NSFChecks","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","-46721.15"
"1999","No","01","Public Protection","DAT","DAT District Attorney","AIE","Work Orders & Grants","440","Intergovernmental Rev-Federal","444","Federal-Other","444931","Fed Grants Pass-Thru State-Oth","2S","Special Revenue Funds","2SPPF","Public Protection Fund","4","Grants","Revenue","793358.41"
"1999","No","01","Public Protection","DAT","DAT District Attorney","AIE","Work Orders & Grants","440","Intergovernmental Rev-Federal","444","Federal-Other","444938","Oth Fed (Old,Use44931Or44939","2S","Special Revenue Funds","2SPPF","Public Protection Fund","4","Grants","Revenue","12573.00"
"1999","No","01","Public Protection","DAT","DAT District Attorney","AIE","Work Orders & Grants","440","Intergovernmental Rev-Federal","444","Federal-Other","444939","Federal Direct Grant","2S","Special Revenue Funds","2SGSF","General Services Fund","3","Continuing Projects","Revenue","167358.58"
"1999","No","01","Public Protection","DAT","DAT District Attorney","AIE","Work Orders & Grants","440","Intergovernmental Rev-Federal","444","Federal-Other","444939","Federal Direct Grant","2S","Special Revenue Funds","2SPPF","Public Protection Fund","4","Grants","Revenue","-52147.83"
"1999","No","01","Public Protection","DAT","DAT District Attorney","AIE","Work Orders & Grants","445","Intergovernmental Rev-State","448","State - Other","448999","Other State Grants & Subventns","2S","Special Revenue Funds","2SNDF","Neighborhood Development Fund","4","Grants","Revenue","115932.33"
"1999","No","01","Public Protection","DAT","DAT District Attorney","AIE","Work Orders & Grants","445","Intergovernmental Rev-State","448","State - Other","448999","Other State Grants & Subventns","2S","Special Revenue Funds","2SPPF","Public Protection Fund","4","Grants","Revenue","2184666.37"
"1999","No","01","Public Protection","DAT","DAT District Attorney","AIE","Work Orders & Grants","449","Intergovernmental Rev-Other","449","Other - Governmental Agencies","449999","Other Local-Regional Grants","2S","Special Revenue Funds","2SPPF","Public Protection Fund","4","Grants","Revenue","7310.00"
"1999","No","01","Public Protection","DAT","DAT District Attorney","AIE","Work Orders & Grants","865","Expenditure Recovery","865","Recovery for Svcs to AAO Funds","865AP","Exp Rec Fr Adult Probation (AAO)","1G","General Fund","1GAGF","General Fund","5","Work Orders/Overhead","Revenue","7148.66"
"1999","No","01","Public Protection","DAT","DAT District Attorney","AIE","Work Orders & Grants","865","Expenditure Recovery","865","Recovery for Svcs to AAO Funds","865PC","Exp Rec Fr Police Commission (AAO)","1G","General Fund","1GAGF","General Fund","5","Work Orders/Overhead","Revenue","435230.82"
"1999","No","01","Public Protection","DAT","DAT District Attorney","AIE","Work Orders & Grants","865","Expenditure Recovery","865","Recovery for Svcs to AAO Funds","865SS","Exp Rec Fr Human Services (AAO)","1G","General Fund","1GAGF","General Fund","5","Work Orders/Overhead","Revenue","1700374.75"
"1999","No","01","Public Protection","DAT","DAT District Attorney","AIE","Work Orders & Grants","ELS","Transfer Adjustments-Sources","ELS","Transfer Adjustments-Sources","ELIMSC","Transfer Adjustments-Sources (Citywide)","1G","General Fund","1GAGF","General Fund","5","Work Orders/Overhead","Revenue","-2142754.23"
"1999","No","01","Public Protection","DAT","DAT District Attorney","AIH","Child Abduction","445","Intergovernmental Rev-State","448","State - Other","448929","State Mandated Cost - SB 90","1G","General Fund","1GAGF","General Fund","3","Continuing Projects","Revenue","1331572.00"
"1999","No","01","Public Protection","DAT","DAT District Attorney","AIJ","Family Violence Program","445","Intergovernmental Rev-State","448","State - Other","448999","Other State Grants & Subventns","1G","General Fund","1GAGF","General Fund","3","Continuing Projects","Revenue","-75.00"
"1999","No","01","Public Protection","DAT","DAT District Attorney","CAF","Child Support Services Program","440","Intergovernmental Rev-Federal","440","Federal-Public Assistance Prog","440299","Other Fed-Public Asstnce Prog","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","6770005.00"
"1999","No","01","Public Protection","DAT","DAT District Attorney","CAF","Child Support Services Program","440","Intergovernmental Rev-Federal","444","Federal-Other","444923","Support Enforcement Incentive","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","4025753.00"
"1999","No","01","Public Protection","DAT","DAT District Attorney","CAF","Child Support Services Program","445","Intergovernmental Rev-State","445","State-Public Assistance Prog","445299","Other State-Publc Asstnce Prog","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","20202.00"
"1999","No","01","Public Protection","DAT","DAT District Attorney","CAF","Child Support Services Program","460","Charges For Services","460","General Government Services","460199","Other General Government Chrge","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","4808.00"
"1999","No","01","Public Protection","DAT","DAT District Attorney","CAF","Child Support Services Program","495","Intrafund Transfers In","495","Intrafund Transfers In (Iti)","495001","ITI Fr 1G-General Fund","1G","General Fund","1GAGF","General Fund","1","Operating","Revenue","435061.00"
